warehouse_id,orders_processed,avg_picking_time_minutes,labor_utilization_percent,efficiency_rating
183,7947,21,98,High
61,5043,20,72,High
14,5005,6,75,Low
40,7789,36,64,Low
89,7113,9,55,Low
134,1627,30,76,High
147,3268,8,91,Low
37,266,32,66,Low
40,1811,30,86,Low
156,1323,25,93,Low
59,3081,12,83,High
81,7956,14,52,High
27,3654,31,59,High
37,6095,22,99,High
136,1699,34,75,Low
111,7065,29,87,Low
175,2386,9,56,Low
28,736,26,77,Low
199,5208,23,73,Low
135,225,13,68,Low
141,4449,18,76,High
157,2884,22,50,Low
16,4820,20,87,Low
66,4273,22,80,Low
144,6664,27,74,Low
146,3280,34,62,Low
5,4878,25,87,Low
18,7229,35,53,Low
184,2983,28,68,Low
182,3458,12,85,Low
183,2530,13,69,High
138,7629,27,70,Low
34,3466,20,70,Low
21,4812,26,97,High
42,5522,32,72,Low
165,4296,27,99,Low
198,7559,26,81,High
26,4593,35,62,High
160,4217,37,95,High
34,5871,5,63,High
24,6836,23,88,Low
184,2033,20,75,Low
160,4959,22,67,Low
184,6455,9,88,Low
157,1873,37,91,Low
103,102,18,84,Low
147,2750,20,50,Low
199,7867,22,50,Low
50,4278,7,55,High
12,3050,32,60,Low
5,7433,38,86,Low
187,4929,26,73,Low
78,1198,23,77,Low
183,3137,7,75,Low
188,4155,11,61,Low
132,4484,30,78,Low
44,2535,16,89,High
96,699,24,60,Low
103,1490,18,64,High
88,1439,26,54,Low
19,4256,13,85,Low
57,7907,12,87,Low
189,7499,27,64,High
46,637,14,61,High
40,5806,8,84,High
87,4863,27,96,Low
157,2567,5,87,Low
89,608,21,87,Low
16,7934,6,76,High
97,3647,11,81,Low
31,3731,39,62,High
52,6504,24,52,High
172,5864,24,52,High
124,5490,39,95,Low
76,5381,27,75,Low
177,907,27,70,Low
154,2489,20,89,Low
1,670,30,77,Low
131,581,12,61,Low
163,5309,32,97,Low
179,5696,5,93,High
72,4711,14,72,High
38,3420,34,95,Low
152,142,35,56,Low
185,5753,32,81,Low
23,5689,21,73,High
199,5705,25,76,Low
81,4617,23,61,High
94,7376,25,92,Low
193,6478,37,69,High
83,6943,28,74,High
135,1840,37,53,High
163,7703,14,60,Low
25,6407,20,71,Low
6,4652,22,76,Low
34,3696,9,61,High
52,5871,32,59,High
141,269,26,58,Low
78,7039,24,56,Low
154,6422,30,57,Low
85,3895,19,69,Low
135,3026,34,82,Low
169,3877,17,53,Low
187,7852,17,74,Low
124,1043,28,96,Low
12,1636,6,64,Low
114,7973,22,51,Low
99,4695,29,99,High
118,1570,16,83,High
39,593,7,88,Low
69,7800,13,84,Low
130,6255,37,80,High
119,4317,7,84,Low
191,403,14,77,High
199,6740,5,82,High
18,5650,36,66,Low
160,2247,29,51,High
132,5467,28,98,High
76,5562,15,98,Low
108,6907,26,66,Low
58,3291,20,87,High
54,6664,38,83,Low
199,7877,36,89,High
75,271,19,90,Low
6,5946,35,97,Low
133,2257,13,83,High
194,2686,19,90,Low
159,1629,24,54,Low
5,1025,36,91,Low
197,3069,20,88,Low
153,2695,5,78,Low
151,3503,8,65,Low
50,5257,15,77,Low
154,1618,32,60,Low
188,1709,12,53,Low
109,4008,17,52,High
155,5338,34,62,High
81,6070,18,62,Low
23,813,19,64,Low
181,2297,35,98,Low
188,4839,10,68,High
12,7994,26,96,Low
150,3385,10,81,High
96,241,6,62,Low
152,6494,27,67,Low
193,5209,19,66,Low
110,6583,29,68,Low
174,4904,22,88,High
73,6869,19,63,High
109,1056,27,86,Low
56,4199,16,90,Low
21,5030,18,92,Low
1,7335,17,82,High
52,7766,36,81,High
69,1985,32,60,High
42,6832,30,98,Low
157,1171,17,86,Low
106,5377,22,81,Low
6,2076,23,96,Low
31,4109,36,68,Low
63,2753,34,90,Low
134,461,29,71,Low
129,5843,7,83,High
106,539,16,77,High
194,1821,27,81,High
110,3747,25,98,Low
154,5940,23,82,Low
160,7354,28,72,High
58,4705,34,59,High
53,4306,18,55,High
45,5902,32,93,Low
164,252,34,73,High
40,3749,22,99,High
46,3820,33,59,High
137,5515,34,96,Low
50,7667,19,99,Low
156,2376,33,87,Low
11,6912,9,72,High
197,2052,39,79,High
165,7459,8,70,High
52,408,28,85,Low
28,960,10,62,Low
59,3902,33,70,Low
168,6537,19,94,Low
28,2652,31,88,Low
43,1530,30,63,Low
198,6008,24,89,High
118,5844,35,52,Low
80,6188,11,91,High
100,1177,13,93,High
50,822,32,76,Low
69,7364,28,55,Low
59,2552,31,64,Low
81,809,15,53,High
152,5111,29,88,Low
31,3410,33,71,Low
134,2235,29,92,High
144,2677,19,59,Low
82,7675,37,99,Low
84,4674,39,56,Low
72,6406,39,70,High
94,4918,26,77,Low
26,1160,26,95,High
7,935,32,84,Low
82,5035,38,69,High
145,2589,18,71,High
4,5691,15,76,Low
42,2370,19,72,Low
12,5582,37,53,High
70,6448,8,77,High
101,720,22,51,Low
4,3003,25,84,Low
170,5025,29,79,High
175,7512,17,90,High
130,512,35,98,Low
113,5163,23,63,High
26,5116,9,57,Low
97,2183,35,85,Low
31,1521,38,53,Low
60,184,35,80,Low
73,6530,10,62,Low
130,3870,17,80,Low
37,152,30,71,High
148,3980,27,99,High
40,1256,32,63,Low
43,5488,32,99,Low
66,4713,25,66,Low
93,6226,14,91,Low
154,2658,31,72,Low
142,802,29,81,Low
57,6334,6,69,High
165,4606,27,52,High
142,5577,9,97,Low
154,4253,31,70,High
191,5978,19,98,Low
197,6097,7,51,Low
84,2012,19,59,High
126,5738,37,75,High
170,2491,36,62,Low
55,705,39,98,Low
80,6506,14,63,Low
96,990,26,70,Low
73,3389,20,92,Low
80,3472,25,53,Low
137,1266,21,67,Low
8,123,5,51,High
163,1139,11,99,Low
110,6326,8,71,Low
150,248,7,65,Low
40,6826,30,90,High
131,3800,37,64,Low
26,193,39,71,High
134,5515,32,85,Low
141,7156,28,53,High
12,4990,31,56,Low
104,2353,13,77,Low
61,2836,38,74,Low
11,6912,28,82,High
70,6666,36,51,High
84,2607,32,64,High
67,4192,8,65,Low
39,709,24,62,Low
42,1485,16,98,Low
71,1332,6,99,High
108,4809,14,93,High
65,3270,29,68,High
19,5969,9,75,Low
8,5996,8,54,Low
69,3083,7,94,Low
144,981,24,89,Low
98,2673,25,90,Low
45,4742,35,92,High
82,704,19,79,High
103,2540,32,85,High
87,1164,10,68,Low
182,7446,36,84,High
58,7473,39,86,Low
46,1061,33,60,High
146,1788,26,83,Low
113,2605,18,53,High
133,1134,35,55,Low
154,776,18,96,Low
144,7946,39,94,Low
21,7114,19,88,Low
88,6744,13,90,Low
29,7241,18,93,High
1,1283,8,53,High
136,3455,35,69,Low
73,7564,12,87,Low
129,2100,24,78,Low
42,2595,37,94,Low
50,4680,21,79,Low
23,6965,17,93,High
4,2060,29,99,Low
99,249,7,55,High
87,3231,14,84,Low
12,5484,16,83,High
188,5319,24,96,High
33,3987,19,55,Low
151,6007,19,72,Low
108,5715,13,82,Low
1,6063,5,72,Low
167,5453,8,66,Low
42,4969,6,63,High
85,4533,25,93,Low
183,746,12,53,High
101,5298,8,78,Low
102,617,33,55,Low
174,3340,5,65,Low
59,1696,34,98,High
1,1685,8,68,Low
90,2474,33,66,High
10,3392,27,68,Low
167,479,30,51,Low
166,2757,13,90,Low
110,7233,34,57,Low
24,3736,27,57,Low
173,2397,6,58,Low
182,626,30,65,Low
60,1661,31,93,Low
46,4518,29,91,Low
145,2570,5,67,Low
93,799,22,80,Low
87,4586,16,86,Low
112,2686,10,65,High
16,6131,12,51,Low
43,5687,11,60,Low
32,6380,17,60,Low
162,227,29,93,High
50,6098,18,80,High
155,4895,8,52,Low
130,3576,15,51,Low
124,2815,37,54,High
148,7235,34,70,Low
67,3343,32,65,High
11,6494,35,70,Low
29,6124,35,54,High
10,6565,11,51,High
102,1909,37,55,High
171,6040,24,82,Low
104,3398,10,66,High
46,116,8,62,Low
144,6782,7,58,Low
185,5074,15,50,Low
16,2850,17,57,High
174,509,15,81,Low
19,6677,10,98,Low
192,1739,13,97,High
187,1376,5,77,Low
42,5086,13,59,Low
76,6178,7,57,Low
151,5535,33,75,High
6,325,29,73,Low
98,5522,12,99,Low
110,6237,8,99,High
129,2181,11,82,Low
144,6371,27,65,Low
119,209,5,80,Low
133,1044,35,55,Low
177,2855,26,85,Low
59,5675,20,98,High
107,6170,37,84,Low
158,5182,33,84,Low
169,7866,31,72,High
108,1282,33,54,High
185,5265,24,83,High
114,7594,30,77,High
94,1444,15,95,High
32,3333,8,66,High
121,1201,35,54,Low
175,4591,19,58,Low
146,4592,32,84,Low
80,241,21,60,Low
130,7442,33,67,High
82,7458,20,56,Low
148,7395,18,50,Low
143,1208,16,95,Low
196,6748,27,53,Low
134,5716,16,89,High
51,7022,28,70,Low
176,2490,18,53,Low
137,6754,30,62,High
77,4275,37,83,Low
42,1303,18,93,Low
168,5483,37,56,High
122,2290,13,67,High
194,5555,5,81,High
134,3282,28,63,Low
55,3025,27,77,Low
173,7376,31,68,Low
103,1568,39,95,High
177,2395,12,80,High
156,7670,33,73,Low
140,6966,7,90,Low
45,6876,5,57,High
77,6810,29,75,High
102,7177,19,88,Low
27,3388,16,76,High
93,2571,25,72,High
110,720,14,69,Low
111,7292,32,71,Low
119,1111,30,57,Low
54,633,22,57,Low
46,7148,32,79,Low
76,204,23,67,Low
105,1094,15,84,Low
77,3857,10,90,Low
98,7814,33,51,High
57,5983,5,86,Low
162,4993,38,80,Low
52,505,8,94,Low
138,1017,39,66,Low
72,593,32,81,High
118,4034,12,69,Low
84,5628,32,72,Low
163,1757,35,70,Low
154,7035,13,84,High
102,653,13,98,High
90,1935,29,60,Low
197,5218,11,96,Low
132,2286,27,70,Low
160,6699,29,96,Low
173,1456,12,60,Low
181,7389,20,95,Low
18,6725,12,61,Low
49,1466,35,50,Low
122,7872,7,52,Low
22,820,12,83,High
172,6837,20,75,Low
110,7835,18,71,Low
62,7523,24,59,Low
99,6777,31,67,Low
70,2649,19,68,High
152,3508,13,85,Low
135,7697,11,75,Low
115,3369,23,57,High
177,6914,29,80,Low
51,1901,28,60,Low
4,1230,22,90,Low
4,7057,31,72,Low
93,7547,39,78,High
116,6317,36,76,High
116,803,7,99,Low
18,5744,12,91,Low
60,2017,33,59,Low
141,832,10,70,Low
121,730,19,52,Low
63,7537,23,96,Low
102,2543,7,57,Low
137,2561,22,52,Low
185,2206,24,92,Low
52,3075,29,75,Low
168,2002,30,98,Low
154,968,19,75,High
189,887,19,81,Low
43,4243,20,76,High
166,3850,20,81,Low
137,7273,10,53,High
97,7961,37,87,Low
86,1064,38,64,High
7,4767,16,64,Low
156,6536,36,82,Low
15,5678,7,59,High
104,4674,30,65,Low
107,5428,36,92,Low
111,5762,6,98,Low
90,2953,6,50,High
83,3257,9,63,High
24,5943,14,97,Low
148,6000,15,70,Low
180,2468,17,82,Low
146,7247,6,73,Low
133,2973,7,60,High
130,4166,12,84,Low
66,7341,6,61,Low
70,4131,14,68,High
108,5065,25,74,High
169,4499,18,69,Low
122,3479,9,64,High
94,2037,13,90,Low
42,830,19,81,High
14,2066,18,70,Low
150,786,39,67,High
159,2947,15,51,High
82,4319,33,55,Low
37,6872,25,95,Low
70,4679,30,86,High
199,4919,38,75,High
27,2871,8,86,High
37,4461,22,59,Low
55,3457,23,91,Low
121,7466,6,61,High
67,1124,5,51,Low
97,7452,31,99,High
127,3395,22,74,Low
30,6798,39,73,Low
149,2742,29,96,High
87,5614,30,54,Low
43,7678,32,81,Low
92,7600,31,72,Low
114,3111,17,66,High
117,7893,7,79,High
177,6526,15,88,Low
171,2482,10,55,Low
61,2424,14,58,High
129,700,32,96,High
138,463,20,92,Low
69,3038,9,90,Low
51,4267,5,68,Low
94,2445,20,99,High
16,5559,8,87,Low
111,4095,11,57,Low
21,7205,37,68,High
75,6851,5,65,Low
28,7059,26,82,Low
74,3797,5,76,Low
42,3441,18,55,Low
85,4103,28,87,High
98,1031,13,62,Low
30,4902,14,63,Low
70,5985,34,57,High
84,3214,9,85,Low
5,5578,32,95,High
163,6506,39,80,Low
127,5861,27,73,Low
100,1202,32,60,High
104,1867,27,93,Low
176,5679,8,89,Low
32,4472,18,68,Low
3,753,35,98,High
99,1590,35,60,Low
179,3073,38,74,Low
116,409,6,87,High
188,6677,6,90,High
188,1900,21,65,Low
152,4771,24,59,Low
50,3534,22,87,Low
105,3103,36,72,High
83,758,7,69,High
26,5776,29,85,High
70,4229,13,87,Low
33,6730,10,74,Low
151,3259,28,80,Low
145,6532,23,55,Low
188,3388,15,82,Low
27,6293,18,58,High
41,4390,12,66,Low
44,2672,28,94,High
91,4041,8,55,Low
13,2653,5,76,High
107,1018,26,83,High
149,7440,11,96,High
170,5826,19,64,Low
61,2289,36,66,High
132,6318,27,85,Low
150,4998,18,70,Low
184,314,10,51,Low
11,4223,23,65,High
180,3123,14,52,Low
83,7925,27,92,Low
30,7012,27,81,High
49,5708,9,74,High
84,6822,19,79,Low
69,3017,32,72,Low
69,7092,12,95,Low
185,213,30,53,Low
196,6779,12,98,High
88,7730,16,53,Low
47,1622,34,86,Low
196,3218,23,94,Low
60,5483,5,78,Low
74,7850,6,93,Low
68,1123,15,51,High
2,4017,20,81,High
80,2584,22,97,High
57,2135,25,50,High
87,7895,21,69,Low
88,4431,13,79,High
32,2628,11,66,Low
21,5556,38,77,High
120,986,5,89,Low
172,6347,20,99,Low
89,3789,8,76,Low
110,2302,9,68,High
186,4988,22,95,High
104,3278,12,78,Low
156,7385,9,68,Low
141,4524,11,92,High
36,809,18,64,High
136,3653,35,50,Low
82,6551,27,92,High
198,5508,30,69,High
153,5686,15,79,Low
29,3376,12,77,Low
15,2716,12,65,High
112,1402,26,66,Low
194,5074,39,83,High
26,7884,25,63,High
31,3098,20,78,Low
57,5054,7,91,High
131,5374,30,61,Low
31,1582,28,57,Low
59,1100,10,96,High
20,1731,15,94,High
38,2255,14,73,High
64,5110,28,83,Low
67,3074,15,79,High
194,4548,37,83,Low
161,4325,9,56,Low
56,5834,17,80,High
52,2892,19,92,Low
157,6598,36,83,Low
9,6886,29,59,High
182,2228,14,88,High
32,6119,34,70,High
90,3602,15,57,High
137,1059,25,50,Low
182,7351,23,78,High
101,1573,35,77,Low
149,3456,32,69,High
26,3693,37,56,High
144,3688,30,72,Low
87,4378,14,91,High
174,1636,31,72,High
33,4704,18,79,High
19,3482,7,66,Low
138,7073,36,76,Low
124,3238,16,54,High
99,5914,19,74,Low
107,6309,30,71,High
156,5824,12,97,High
23,2251,15,51,High
160,191,20,86,Low
30,2039,19,75,Low
108,7863,7,52,Low
183,6721,30,59,Low
27,6571,24,56,High
181,651,37,55,High
118,7636,27,91,Low
119,1365,21,56,Low
70,1446,12,67,High
188,4215,35,58,Low
106,3059,25,60,High
13,3518,24,94,High
95,711,21,78,Low
178,2196,16,56,High
140,6045,34,53,Low
130,5769,13,56,High
30,6092,7,97,High
174,4821,28,73,High
47,7498,21,73,High
82,1387,15,98,Low
91,1831,28,70,High
6,3293,35,93,High
55,4083,9,85,Low
113,7182,27,74,Low
101,1113,22,82,Low
138,435,32,71,High
195,143,11,85,High
112,6728,34,83,High
199,6621,28,90,High
151,3874,15,66,Low
126,836,19,52,Low
48,5976,36,87,High
31,3294,10,97,Low
161,6633,15,85,Low
88,2429,5,78,Low
85,6506,32,96,Low
145,6314,29,78,Low
171,644,37,58,Low
5,6555,20,69,Low
30,2210,38,91,Low
110,1657,29,95,Low
87,6859,29,50,High
130,2767,5,94,High
92,7341,12,78,High
96,2162,30,51,High
27,733,15,87,Low
194,2037,25,79,Low
169,1520,20,77,Low
79,1568,12,61,High
194,2862,21,72,Low
91,909,36,82,High
123,2889,27,98,High
111,7094,25,77,High
37,5808,23,70,Low
126,5334,36,87,High
164,2356,35,62,Low
120,5553,22,76,High
31,4276,37,74,Low
11,6117,24,94,Low
174,535,23,93,Low
194,7845,34,93,Low
10,2893,30,71,Low
140,6104,5,86,Low
137,1062,21,84,Low
62,3492,21,52,Low
69,3342,5,92,Low
155,6943,37,66,High
95,7107,38,88,Low
110,135,14,70,Low
167,2362,17,68,Low
163,3032,16,95,Low
186,7131,32,77,Low
147,893,31,64,High
49,6547,19,68,High
91,4968,13,97,Low
119,602,8,75,Low
63,5314,35,51,High
93,2417,17,75,Low
74,3298,6,85,Low
5,4406,5,86,High
133,1059,17,72,Low
3,6344,34,80,Low
121,1895,29,64,Low
183,6660,35,70,Low
59,3673,24,97,High
163,3764,26,93,Low
105,2264,27,50,High
92,4290,28,61,High
47,7652,26,62,Low
61,3294,9,85,Low
157,1971,23,72,High
69,5957,35,54,Low
193,6118,29,74,Low
181,2673,34,86,Low
138,170,19,63,High
134,1487,27,69,High
157,908,25,86,Low
198,3053,35,95,Low
198,2486,6,55,High
104,6084,25,94,High
152,2025,18,82,Low
163,6987,9,75,Low
177,3283,7,74,Low
13,381,16,86,Low
25,4497,26,59,Low
156,2850,38,76,Low
76,1651,30,88,High
30,3258,17,71,Low
22,4906,9,81,Low
132,6691,28,76,High
118,1536,22,65,Low
197,3472,11,93,Low
165,3387,37,69,High
43,6626,10,61,Low
34,5073,10,61,High
61,2021,15,80,Low
37,3998,7,81,High
95,3424,39,79,Low
4,2464,37,85,Low
114,6310,21,97,Low
8,5469,35,60,Low
58,2854,15,60,Low
138,2131,36,75,Low
80,2621,6,54,Low
86,5767,35,97,High
192,5834,29,78,High
57,413,25,82,High
170,2646,24,97,Low
2,7331,27,66,Low
61,3255,7,56,High
122,3246,8,50,Low
135,5143,8,86,High
39,5943,12,94,Low
173,4229,22,95,Low
171,915,23,50,Low
34,948,23,66,High
17,7342,16,58,Low
112,7798,15,67,Low
168,113,16,67,Low
162,4903,21,54,High
41,5222,31,85,High
164,4488,34,86,High
7,1870,24,52,High
20,6647,31,55,Low
113,3501,11,91,Low
3,7531,13,78,Low
143,4081,13,54,Low
185,7033,29,52,High
120,4649,20,69,Low
16,4993,36,70,Low
73,291,28,83,High
128,7875,15,97,Low
14,7360,23,66,Low
147,5215,5,96,Low
165,5828,22,93,High
81,265,33,87,High
80,285,18,90,Low
98,5499,24,89,Low
105,1835,39,66,Low
24,4942,18,53,Low
70,7341,10,53,High
72,534,18,98,Low
147,6072,20,72,Low
91,1123,30,76,Low
170,2417,9,88,High
191,2915,20,76,High
95,5918,24,50,High
22,811,13,69,High
127,1654,35,97,Low
130,6116,30,78,Low
59,5258,24,73,High
84,243,16,61,High
76,5420,29,78,High
78,1804,23,52,Low
169,5188,39,74,High
163,3245,36,77,Low
150,2379,15,84,Low
55,2723,8,79,Low
126,6321,18,68,Low
161,3679,19,64,Low
119,291,5,66,Low
178,4298,31,58,Low
198,324,34,65,High
168,1685,23,51,Low
196,5426,37,55,Low
94,2968,6,79,Low
58,2480,6,87,High
62,7928,15,67,High
58,1385,31,64,High
33,7634,28,60,Low
61,3616,13,85,High
154,7087,23,73,Low
16,6778,25,81,High
1,1444,27,71,Low
185,3624,35,63,High
169,3913,32,93,Low
53,4430,31,83,Low
61,7769,28,80,High
24,4618,13,85,Low
10,4992,28,90,High
26,7993,28,57,Low
121,2123,16,50,Low
67,4256,20,52,Low
157,6180,30,95,High
194,1650,14,83,Low
93,6875,15,71,Low
42,6988,39,95,High
126,215,19,62,Low
167,7689,8,98,High
124,6364,6,98,High
143,2889,29,74,High
86,4057,35,72,High
135,7818,31,70,High
120,6346,22,69,Low
51,262,38,85,Low
25,4010,18,96,High
54,4246,25,90,Low
112,5967,37,60,High
184,1446,24,80,Low
127,1054,23,61,Low
110,7970,12,62,Low
131,833,19,89,Low
181,2234,11,97,Low
121,5478,26,89,Low
148,4260,15,88,High
104,6729,23,85,Low
102,283,20,65,Low
182,5535,12,85,High
90,2950,10,71,Low
110,4948,13,89,Low
31,5704,30,82,High
185,7376,6,73,Low
137,4992,21,99,High
137,7766,36,79,High
156,2223,18,52,Low
64,1859,5,95,High
131,3189,17,85,Low
46,6531,18,78,Low
45,6099,18,69,Low
79,5085,19,91,High
52,7771,30,77,High
32,6830,26,82,High
182,6257,11,58,Low
59,5013,36,53,Low
90,5467,27,58,High
96,4343,39,54,Low
193,5942,26,52,High
57,4299,18,64,Low
15,4503,37,51,High
47,6096,30,55,High
148,4584,13,89,Low
115,1221,34,81,High
108,4683,30,55,Low
155,1204,8,57,Low
123,2504,38,69,High
113,420,12,83,Low
172,2225,19,60,High
21,7057,38,54,High
146,3860,16,72,Low
59,1648,37,85,Low
93,6185,23,55,Low
24,7151,5,61,High
42,4570,18,50,High
90,1181,25,74,Low
31,646,37,67,High
78,1655,34,99,High
28,3623,25,72,Low
56,2126,35,54,Low
139,1274,22,86,High
92,5985,18,89,Low
11,7460,30,91,Low
46,7070,34,69,High
169,7098,31,91,Low
191,6156,24,90,Low
162,4560,26,56,High
79,6642,16,53,High
76,3086,31,59,Low
108,5545,13,92,Low
55,3091,23,76,Low
59,4821,25,76,High
192,2392,12,53,High
43,7707,38,52,Low
198,4389,13,59,Low
164,4653,12,66,Low
181,634,10,99,High
160,1792,35,68,Low
27,3448,6,58,High
86,3581,8,75,High
183,2722,26,74,High
150,1796,13,50,High
74,1982,20,77,High
87,5492,13,53,High
185,3172,22,82,Low
38,6935,35,97,Low
167,2698,38,53,High
141,5275,20,75,High
162,983,22,51,Low
71,146,13,66,High
25,6664,36,96,Low
96,5708,29,79,High
54,6094,13,96,Low
21,1848,39,93,Low
141,6564,8,89,High
82,5996,13,75,Low
60,1273,13,80,Low
90,7227,27,51,Low
52,4440,23,60,Low
51,3850,23,66,Low
87,5410,37,69,High
15,4361,29,90,Low
142,7470,14,95,High
38,2900,39,86,High
12,1853,35,85,High
30,7330,16,66,High
137,712,18,53,Low
143,7780,21,71,High
174,7660,9,98,Low
21,6053,28,63,High
2,4040,15,81,Low
65,477,5,53,Low
9,1881,15,59,Low
71,7472,17,86,Low
120,6019,19,84,High
143,3856,7,89,Low
151,2233,14,95,High
110,6362,29,81,High
106,6077,5,50,Low
81,306,16,73,Low
36,7496,33,74,Low
181,2787,14,94,Low
132,1179,13,67,Low
61,1063,10,70,Low
25,5066,22,62,Low
152,316,31,81,Low
75,5346,33,76,Low
71,7534,19,56,High
169,5874,13,55,High
125,1795,12,81,High
68,678,21,62,Low
157,365,12,75,Low
153,3206,8,80,High
102,2213,29,92,High
127,917,39,67,High
37,7655,13,82,High
188,2139,38,62,High
73,1787,37,56,High
185,6088,11,56,Low
93,2471,24,81,High
77,6955,14,81,Low
98,6196,21,63,High
63,5740,23,98,Low
134,5711,25,69,High
188,6573,32,55,Low
193,4283,10,85,High
20,2925,36,56,Low
141,586,14,91,High
184,4646,17,64,Low
64,1101,33,73,High
22,4370,34,99,Low
14,470,21,98,High
52,276,34,96,Low
76,6292,6,62,Low
95,2898,12,61,High
73,6196,7,65,High
91,3926,29,66,High
196,1900,39,63,High
103,7409,6,91,High
73,5498,27,75,Low
139,7847,9,65,Low
119,345,8,88,High
13,7168,6,73,High
13,7761,31,80,High
184,317,13,68,Low
14,7581,18,84,Low
61,4331,31,64,High
164,2770,26,81,High
11,7231,32,75,Low
161,2130,15,64,High
59,2820,19,82,Low
117,2539,16,79,High
191,7105,38,56,High
9,5285,33,66,Low
111,7885,24,85,High
68,1189,30,62,Low
151,1175,34,67,Low
104,6653,33,53,Low
121,6517,31,68,Low
186,1226,39,55,High
104,4895,18,56,High
183,2746,16,66,Low
120,4719,36,69,Low
43,4187,39,88,Low
26,3988,23,86,Low
109,351,8,75,High
49,7729,30,50,High
153,4873,10,61,Low
94,3008,25,94,Low
128,2563,18,70,High
168,7687,29,93,High
132,5604,21,87,Low
85,2133,14,69,High
12,5823,12,76,Low
98,7370,10,81,Low
148,5266,10,85,Low
175,339,13,56,Low
43,967,15,87,Low
5,6907,34,79,Low
131,4667,10,63,High
45,6045,7,50,High
15,2301,5,62,Low
137,952,21,58,High
108,3385,12,80,Low
140,228,7,86,Low
13,4374,24,84,High
134,1989,21,65,Low
63,6878,8,98,Low
166,1168,29,77,High
13,177,26,96,Low
72,6984,37,73,High
150,4177,32,91,High
38,7200,25,77,Low
33,5700,17,61,High
3,7473,14,62,Low
117,1907,37,90,Low
136,4303,36,92,High
29,3015,8,63,High
29,1451,6,85,High
194,3336,15,56,High
27,1385,37,63,Low
108,4037,35,84,High
30,2601,11,69,Low
151,7230,30,74,Low
35,3827,20,78,High
4,3332,20,65,Low
24,7941,31,58,Low
8,7571,36,79,Low
197,5549,20,53,Low
85,1552,22,50,High
23,6692,36,59,Low
194,7687,5,84,Low
152,7456,29,71,Low
121,2024,37,97,High
76,3998,21,52,Low
114,400,35,85,Low
29,6862,38,58,High
172,7002,23,91,High
159,7527,15,80,Low
171,2035,29,90,Low
182,6334,13,51,Low
164,5372,12,75,High
195,3400,28,87,Low
169,4485,29,93,Low
4,1179,17,85,High
97,918,28,70,Low
69,2702,37,99,Low
119,3790,11,99,High
66,3782,18,80,Low
5,3823,22,53,Low
45,4215,6,95,Low
17,859,38,81,Low
164,4026,32,83,Low
163,529,29,66,Low
173,1605,12,80,High
53,4669,25,68,High
66,7411,31,65,High
176,1599,18,97,High
158,1871,30,85,Low
86,428,29,85,Low
5,7371,25,56,High
177,7723,5,82,High
75,2737,37,76,Low
6,5559,38,71,High
103,5674,30,82,Low
176,742,5,87,Low
152,5383,36,72,Low
126,3324,18,98,Low
134,4889,24,65,High
40,7557,15,96,Low
97,1908,36,63,High
61,1487,8,60,Low
97,848,37,64,Low
144,4065,24,57,Low
46,4846,24,93,High
170,454,20,91,High
21,1818,14,91,High
110,3629,22,87,Low
52,7738,29,80,High
78,1196,13,95,Low
199,3185,14,92,Low
132,6028,13,72,Low
188,4258,25,65,High
96,2714,15,92,Low
117,5403,16,72,Low
149,2743,28,88,Low
18,3711,8,54,Low
38,6568,13,86,High
184,6011,8,56,Low
59,5254,39,97,Low
101,5524,38,86,Low
87,1480,12,65,Low
133,5206,36,85,High
95,1089,35,57,Low
94,1745,5,73,High
2,3924,10,98,Low
185,7180,20,80,Low
160,3810,9,52,High
162,630,23,78,Low
51,2168,34,76,High
3,1086,18,75,Low
93,1834,20,89,High
50,3486,36,56,High
39,4552,18,87,Low
139,600,17,63,Low
156,5162,33,80,Low
188,7908,29,60,High
49,3374,39,58,High
89,1275,9,76,High
101,2594,38,94,Low
126,1403,29,58,High
113,5572,11,69,Low
176,1972,14,64,High
196,6599,31,59,Low
179,7286,37,86,High
135,1134,21,74,Low
146,6989,32,72,Low
124,1739,7,63,Low
150,1478,25,57,High
183,425,32,98,High
190,6274,38,89,Low
170,5616,24,94,Low
102,3641,27,55,Low
79,6223,23,88,High
199,3360,8,54,High
28,7567,29,78,Low
104,2437,22,97,High
130,4012,17,59,High
149,2196,7,91,High
100,1753,19,53,Low
14,5998,8,92,High
101,4688,38,90,High
149,3675,22,71,Low
72,220,20,91,Low
62,4048,13,93,High
66,6650,7,58,Low
25,3093,30,76,Low
90,7516,7,95,High
136,3658,5,66,Low
61,1006,13,71,High
175,6543,5,71,High
64,954,7,57,High
9,6813,15,89,High
165,4728,29,55,Low
143,1529,18,73,Low
160,7138,25,51,High
138,1011,10,99,Low
99,1962,12,95,Low
187,5714,36,82,High
197,3383,10,86,Low
104,801,13,79,High
198,1355,13,60,Low
51,496,38,72,High
144,6158,32,98,Low
90,6938,27,55,High
87,4559,32,64,Low
154,4085,25,62,Low
119,1868,20,80,High
173,4043,38,65,Low
91,6039,30,58,Low
11,3656,14,83,Low
80,1809,33,62,High
64,1458,16,99,Low
51,6122,36,96,Low
64,3072,34,74,Low
146,7006,29,90,Low
131,2786,24,87,Low
22,4555,19,85,Low
80,5857,29,56,High
5,7029,15,70,Low
135,4815,28,97,Low
13,6920,36,78,Low
129,5990,12,91,High
152,6254,31,90,High
194,907,21,74,Low
