teacher_id,subject,student_feedback_score,experience_years,evaluation_date
1533,English,1.76,5,2024-01-19 23:20:06
5145,Computer,3.71,19,2020-06-15 10:01:33
7594,Science,4.15,2,2021-02-20 23:48:09
3537,Science,3.83,5,2024-07-06 05:37:18
8496,Maths,4.48,28,2017-04-06 21:56:55
8571,Science,2.88,6,2018-12-15 12:33:23
1651,Science,1.84,20,2017-06-27 15:21:00
6335,English,2.15,27,2018-06-09 05:46:11
237,Science,4.16,27,2018-05-01 09:11:40
4059,English,4.83,29,2020-05-11 04:18:18
7782,Computer,2.0,12,2023-07-30 21:43:21
728,Maths,2.4,26,2021-03-18 20:24:35
6245,English,2.39,14,2018-01-27 11:43:12
7727,Computer,4.48,23,2019-09-29 11:16:32
2160,English,2.66,7,2022-07-11 04:53:48
3776,Maths,3.77,7,2023-01-04 03:02:22
4279,Maths,1.42,23,2017-12-16 17:18:52
9629,Maths,4.29,15,2017-11-28 00:45:17
2488,English,3.53,10,2021-04-26 01:41:59
4196,English,1.18,3,2024-03-01 04:01:03
9069,Computer,4.3,3,2023-04-06 23:57:05
649,Science,2.71,11,2022-10-03 06:46:57
9751,Computer,2.15,5,2023-12-02 16:35:44
3513,Science,1.96,2,2022-06-03 15:22:20
980,Science,1.12,10,2019-05-21 05:59:56
3810,Maths,4.86,18,2019-06-26 23:09:41
2034,Maths,1.9,15,2023-12-30 13:10:57
7577,Science,3.92,24,2023-01-29 23:04:24
9736,Maths,2.71,3,2024-10-07 20:40:22
1418,Science,1.66,9,2020-03-13 18:34:11
4382,English,4.71,17,2021-05-24 06:18:54
2817,English,3.06,23,2021-09-17 21:11:41
3780,Science,1.51,24,2024-08-23 10:51:36
4840,English,3.48,9,2020-11-09 16:05:49
1485,Maths,2.24,10,2017-06-11 20:35:12
1016,Maths,1.42,15,2018-09-12 11:24:24
1633,Computer,4.59,29,2019-10-31 17:15:49
7555,Maths,2.38,18,2017-06-18 15:38:43
7059,Science,4.05,8,2022-01-05 10:50:36
8286,Computer,1.42,23,2023-03-05 17:19:22
9391,Maths,2.63,19,2020-10-03 07:57:17
4069,Computer,4.83,29,2018-12-08 10:11:47
4780,Science,2.14,15,2021-05-21 04:32:16
1833,English,2.76,18,2024-11-23 12:14:52
2906,English,1.93,11,2021-12-26 04:06:07
3823,Computer,2.94,17,2024-10-02 22:43:11
3244,Computer,4.3,14,2019-06-01 07:37:34
3005,Computer,4.51,7,2024-02-01 07:08:38
5607,Science,2.68,27,2022-02-05 00:19:15
1057,Computer,2.95,20,2018-06-03 09:49:49
5016,Computer,1.57,25,2018-11-27 18:41:03
9630,Science,3.91,26,2019-03-01 11:34:34
9330,Maths,3.38,5,2023-02-14 03:46:44
4740,Computer,3.76,12,2023-02-11 07:16:24
3361,Science,3.58,6,2024-01-04 08:47:20
9053,Science,4.27,6,2022-01-13 23:57:26
8227,Science,2.86,24,2022-03-15 19:47:09
526,Science,3.23,13,2023-11-21 21:13:22
9037,English,3.38,21,2017-05-03 07:59:33
1386,English,4.27,6,2018-12-18 14:07:57
8060,English,4.46,6,2021-08-11 23:57:26
7478,Computer,1.86,21,2021-12-07 04:37:01
7394,English,4.34,20,2017-05-10 05:19:31
4566,Science,4.28,28,2018-10-06 02:22:20
9886,Computer,3.82,6,2017-04-06 15:51:29
1905,Maths,4.93,7,2024-11-11 06:08:55
4674,Computer,1.84,13,2017-03-27 12:49:15
1069,Computer,1.04,13,2019-11-15 03:31:01
5494,Maths,3.26,10,2019-07-19 10:26:06
3740,English,2.24,12,2024-07-21 04:50:55
533,Maths,1.17,14,2017-04-11 20:00:25
2504,Computer,3.65,16,2022-11-23 04:13:10
7852,English,2.07,22,2018-02-26 21:30:26
6481,Computer,2.0,25,2019-06-08 04:34:16
5829,Maths,4.55,14,2021-12-16 12:23:26
7722,Maths,2.68,8,2021-12-03 05:26:29
8736,Maths,2.69,13,2023-05-11 07:44:44
6867,Maths,4.56,15,2022-03-09 22:41:23
7645,Maths,2.88,16,2022-11-16 11:28:45
4669,English,3.1,9,2022-09-23 09:56:05
8630,Computer,1.28,10,2023-11-03 21:56:58
3986,Maths,1.04,8,2024-06-12 09:44:36
6678,Science,4.85,20,2022-02-08 21:10:49
2791,Computer,2.82,12,2018-08-09 16:57:17
4103,English,4.76,22,2018-11-13 00:47:27
3758,Maths,1.14,1,2024-12-04 00:06:33
2569,Maths,4.29,23,2022-05-06 00:51:39
7868,English,4.93,20,2024-10-17 08:50:23
6131,Science,3.38,18,2020-06-07 00:20:52
7160,Maths,3.28,10,2017-07-18 15:06:06
4781,Computer,2.11,24,2017-11-19 05:05:20
5562,English,1.98,17,2017-06-08 10:30:18
643,Science,4.08,29,2023-06-02 12:09:07
7404,Computer,1.47,14,2021-09-21 23:45:35
3920,Science,2.98,17,2024-11-18 12:07:50
9103,English,2.22,23,2019-01-31 10:17:19
4807,English,3.8,21,2019-10-12 03:12:52
3966,Science,4.59,27,2022-02-25 00:28:28
9854,English,1.85,15,2017-12-08 04:59:06
7355,English,3.3,23,2017-10-11 05:14:33
3547,Maths,1.4,8,2017-06-08 23:41:15
2609,Computer,2.32,24,2024-05-18 12:52:07
9428,Maths,4.68,4,2021-09-20 11:11:49
8327,English,3.92,17,2023-10-03 00:59:04
973,Computer,1.8,8,2019-11-13 03:18:00
3551,English,2.77,3,2019-01-14 01:15:24
1437,Maths,4.45,7,2020-08-04 22:38:38
9270,Maths,1.25,26,2024-06-26 21:59:33
4583,Maths,1.15,21,2017-07-12 16:37:56
5703,English,1.49,24,2021-05-19 08:53:50
858,English,3.79,7,2024-10-18 13:28:41
1476,Computer,2.37,10,2023-09-16 14:20:36
7512,Science,2.93,22,2020-03-01 18:10:49
2316,Science,2.37,12,2021-10-31 15:04:57
4301,English,4.65,20,2021-07-16 05:27:48
9633,Maths,1.48,29,2018-01-01 17:29:54
357,Science,4.73,1,2017-04-16 00:55:45
5946,Science,3.39,21,2019-06-15 08:38:24
7119,Computer,1.11,28,2019-03-07 14:28:24
9173,Computer,2.8,24,2020-01-10 05:46:44
7539,Computer,4.39,8,2023-11-29 00:00:28
6060,English,3.18,27,2023-02-04 16:07:06
6666,English,3.66,20,2024-04-09 14:51:21
9483,Science,4.56,21,2017-11-17 05:37:57
5316,Science,3.27,19,2017-08-06 07:26:01
2412,Maths,2.96,11,2019-11-03 15:45:19
3803,Science,4.04,4,2020-06-21 12:41:22
7161,Science,3.99,16,2017-03-21 15:10:28
4605,Maths,4.36,29,2017-03-22 23:47:45
1956,Science,2.45,24,2020-08-12 10:35:00
8863,Maths,3.64,1,2020-06-08 16:02:32
2204,Science,2.0,4,2018-05-18 22:45:30
5117,Computer,2.16,6,2024-12-08 23:30:35
9830,Maths,3.96,4,2023-05-04 03:26:41
2301,Science,1.11,6,2019-09-22 06:21:06
6394,Science,1.77,29,2022-09-08 02:29:35
9401,English,2.44,9,2023-09-05 14:55:12
6313,Science,3.29,10,2021-11-15 00:12:13
6217,Science,2.97,24,2020-04-08 07:05:23
9515,Maths,2.16,26,2020-09-07 12:18:11
8332,Maths,3.09,16,2017-10-06 06:14:12
2367,Science,2.8,23,2022-07-01 21:08:18
8883,Computer,4.76,13,2019-02-27 03:54:29
7079,English,1.82,25,2019-03-25 13:50:50
5850,Science,4.4,4,2021-03-06 04:00:37
6646,Science,3.81,4,2023-07-31 07:15:39
8231,English,1.71,5,2018-10-08 03:07:36
1856,Computer,1.34,10,2018-05-16 08:18:33
9164,Maths,2.61,23,2024-03-03 18:21:27
9600,Science,1.57,18,2018-06-25 16:41:51
4471,Science,3.85,14,2021-06-04 18:29:57
9621,English,4.76,18,2018-09-05 17:58:40
9325,Maths,2.08,10,2022-03-20 07:07:13
8588,Maths,1.21,8,2021-04-11 07:18:00
1225,Science,4.53,4,2018-05-24 21:08:01
4265,English,3.85,14,2018-04-22 03:51:24
6746,Maths,3.75,17,2022-11-13 17:29:10
2429,Computer,1.16,29,2018-03-26 23:10:45
5820,English,4.09,15,2021-08-22 02:48:19
4756,Maths,3.89,9,2020-03-01 02:32:34
6412,English,2.82,2,2017-10-25 21:41:29
53,Maths,2.76,10,2023-08-11 02:52:25
2947,Science,3.63,10,2018-09-11 18:21:19
213,Maths,2.13,18,2024-08-28 15:48:08
9428,Computer,1.9,11,2021-11-22 13:58:08
5819,Computer,3.4,10,2018-02-07 04:35:13
1141,Science,4.07,20,2017-06-08 01:43:43
842,Computer,3.51,7,2021-01-15 08:05:12
7495,Science,2.48,10,2019-11-29 06:32:24
8564,English,3.68,5,2018-01-10 09:56:59
229,Maths,1.29,12,2019-07-16 12:07:48
3831,Science,1.38,11,2020-05-03 01:25:51
2836,Science,1.62,20,2024-02-01 04:38:08
9497,Computer,3.81,23,2018-07-18 08:57:01
3880,Maths,1.05,15,2019-05-16 21:27:34
9164,Science,3.83,1,2020-04-23 10:23:36
4805,Computer,1.3,26,2019-01-14 08:22:56
6443,Science,2.47,13,2022-07-13 22:32:17
9358,English,4.23,10,2021-02-12 11:24:12
4346,Computer,2.23,7,2024-05-01 04:07:59
164,Computer,2.29,10,2017-06-15 12:42:03
8143,Science,4.89,4,2020-09-09 11:52:55
6238,Science,4.94,10,2024-01-17 21:10:45
8930,Maths,1.22,25,2022-07-19 20:55:26
3991,Maths,3.85,29,2019-06-26 07:24:36
9096,Science,2.21,10,2019-03-09 12:01:30
6121,Computer,1.63,10,2021-01-21 11:00:53
1077,English,2.87,8,2023-03-22 06:34:03
4188,Science,3.75,19,2022-01-17 02:51:11
3635,Science,4.08,14,2021-09-25 12:07:25
3248,Science,3.27,12,2017-05-08 13:55:08
2969,English,3.5,15,2023-05-01 02:35:14
5309,English,3.94,25,2021-09-05 12:38:34
6334,Computer,3.77,14,2024-11-05 22:53:52
5092,Computer,1.69,21,2023-08-12 07:25:24
8559,Computer,2.5,20,2021-05-20 02:24:32
7250,Maths,2.79,26,2018-05-06 05:29:26
4880,Maths,1.44,8,2017-05-13 18:04:36
6349,Maths,2.76,16,2023-06-06 13:32:20
9096,English,4.8,3,2024-06-29 09:10:44
8940,Maths,2.03,8,2021-03-30 03:56:55
5703,Science,2.74,9,2022-01-18 02:37:30
3437,Science,3.26,20,2018-07-07 18:32:57
9488,Computer,2.9,4,2022-09-11 01:29:45
3087,English,2.32,2,2024-01-12 18:14:33
9495,Science,2.9,6,2021-05-16 11:14:08
5677,Science,1.88,19,2018-12-27 04:32:21
7204,Computer,3.12,21,2024-10-20 11:35:37
7956,Science,4.57,6,2018-10-08 00:02:57
9469,English,1.36,12,2021-05-20 02:10:09
5396,Science,1.97,28,2023-05-04 08:53:26
5652,Maths,3.42,28,2023-09-25 05:37:11
8714,Science,1.61,18,2024-09-29 05:58:06
536,Computer,1.29,3,2019-12-27 04:31:19
7853,Science,3.13,20,2022-01-06 12:54:43
5634,Science,2.51,22,2024-09-14 16:33:44
5308,Science,3.72,27,2019-04-10 13:37:24
5890,English,3.24,11,2020-11-27 19:14:40
961,Computer,4.33,25,2023-02-02 10:22:36
3944,English,1.88,5,2020-11-14 15:17:54
327,Computer,2.29,29,2021-04-23 20:12:00
6752,English,3.04,13,2020-04-16 19:16:39
4095,Science,4.06,5,2019-02-22 20:51:24
1826,Maths,4.65,9,2021-06-19 03:16:21
9233,Science,3.04,5,2017-07-04 21:24:52
7779,Computer,1.2,18,2017-02-18 03:59:21
6100,Maths,2.65,9,2020-09-13 10:45:36
2927,Maths,4.05,24,2022-03-01 06:09:26
2515,Science,3.35,15,2018-11-17 18:41:09
3163,Maths,4.26,16,2024-04-05 01:12:06
6970,English,2.68,9,2018-02-24 14:12:42
2720,Maths,4.51,22,2017-05-03 01:45:22
6190,Maths,4.91,2,2023-12-25 08:48:54
3461,Science,3.11,21,2021-12-11 23:45:14
2005,Maths,4.42,29,2017-06-14 15:32:22
1014,Computer,3.12,10,2024-08-14 01:44:28
3826,Science,2.44,17,2017-07-22 08:08:16
6516,Computer,3.19,28,2024-12-20 20:22:02
2136,Science,4.21,7,2021-12-09 08:44:09
9528,Computer,1.75,29,2023-09-01 14:16:03
908,Maths,3.87,17,2018-02-18 17:37:34
8317,Maths,2.53,11,2023-09-14 22:56:58
3484,Maths,4.04,26,2021-11-30 10:53:44
8749,Computer,4.46,21,2018-01-30 22:37:57
7178,Maths,1.22,29,2023-12-16 05:29:06
3472,English,2.78,29,2018-10-15 16:52:20
3609,Science,2.02,9,2017-07-01 07:47:37
6982,Science,3.43,9,2020-07-08 03:59:01
3809,Maths,1.85,15,2023-03-10 12:09:24
149,Computer,1.8,17,2017-04-19 19:15:14
4712,Maths,2.03,10,2019-05-17 09:10:05
9675,English,1.82,8,2021-05-06 21:23:07
7076,English,1.41,25,2022-07-04 15:58:36
6222,English,2.43,29,2017-02-20 18:03:21
3004,English,3.43,10,2021-07-01 04:02:38
2923,Maths,3.85,10,2020-06-01 16:13:00
6638,Maths,2.15,21,2024-12-19 10:38:55
8376,Maths,2.5,29,2017-06-27 02:48:56
1750,Science,4.75,6,2020-12-05 23:51:56
9193,Maths,4.77,27,2023-08-13 18:59:52
2661,English,4.95,1,2019-02-09 03:45:33
8215,English,3.01,9,2018-02-24 10:24:06
3929,Maths,2.77,14,2024-10-17 14:01:31
6208,English,3.67,5,2019-06-24 06:53:43
4713,Computer,3.17,21,2018-11-28 12:49:23
988,English,4.33,10,2021-03-22 03:44:59
4779,Maths,3.85,20,2022-05-16 16:28:53
1195,Maths,1.37,13,2020-02-09 09:35:35
5452,Science,2.0,9,2019-06-26 00:54:34
7556,English,3.54,15,2022-10-08 16:01:29
7168,Science,4.77,29,2018-03-02 23:43:11
7882,English,2.47,13,2023-02-03 04:23:37
7705,Science,3.28,27,2023-10-20 17:12:18
9554,English,4.1,4,2018-06-17 15:10:59
1431,Science,1.22,3,2024-10-16 18:03:31
7419,Computer,4.38,17,2018-12-03 19:44:40
912,Science,4.53,9,2024-07-20 17:08:07
7102,Computer,2.28,26,2019-01-28 03:35:59
3854,English,3.22,11,2017-02-15 09:29:20
2445,Science,3.47,1,2018-10-21 05:54:34
7050,English,2.87,12,2019-10-16 07:52:59
692,Science,1.64,4,2020-08-08 05:44:14
544,Maths,4.73,18,2020-01-01 01:33:36
6774,Science,3.69,25,2023-02-27 14:42:21
5830,Science,2.15,12,2023-03-31 15:41:47
8847,Science,3.52,19,2021-12-13 20:51:32
7987,Maths,1.03,2,2023-11-14 20:36:17
1979,English,1.3,8,2023-06-26 19:14:36
1279,Science,4.94,12,2018-02-25 15:17:09
2602,Maths,4.36,29,2018-07-10 10:26:59
7657,Science,2.96,6,2021-11-17 04:08:01
5234,Science,2.49,20,2023-02-05 04:02:44
1006,English,1.78,21,2024-08-05 03:05:28
5430,Computer,4.96,26,2020-02-26 05:23:26
2952,Computer,3.24,20,2018-12-23 04:10:01
9113,Computer,2.52,6,2019-10-16 18:48:08
988,Maths,4.52,15,2024-12-20 16:05:53
5611,Computer,2.85,22,2024-02-24 11:04:11
7133,English,4.23,16,2019-03-03 10:56:44
7012,Science,3.31,17,2023-04-05 00:10:28
7071,Computer,3.79,1,2020-11-23 13:37:55
1328,Science,3.17,21,2023-05-06 18:09:31
6522,Maths,3.18,24,2020-03-15 07:06:01
8777,Science,1.96,22,2024-04-29 23:37:47
1429,English,4.14,11,2021-03-19 20:56:16
6522,Computer,2.26,12,2020-07-17 21:25:37
4933,Science,2.63,28,2018-02-17 16:41:13
8983,Science,1.74,29,2022-07-02 14:00:46
2445,English,3.73,6,2024-08-01 18:37:10
3243,Computer,1.37,22,2018-07-12 11:06:30
4923,English,1.04,7,2017-11-29 23:35:05
3596,Computer,3.44,25,2021-08-01 19:01:10
5949,Maths,4.13,9,2020-10-26 20:23:35
9069,Science,2.26,24,2017-05-16 10:33:19
8860,English,3.72,15,2023-10-23 16:24:51
2261,English,2.97,6,2021-07-16 18:18:30
5438,Maths,4.23,22,2019-01-20 11:19:20
7159,English,4.76,28,2024-12-08 18:00:21
2593,Maths,3.9,21,2017-09-06 10:09:28
3647,English,4.57,6,2024-05-15 09:59:02
6109,Computer,2.48,25,2018-06-06 03:17:54
9803,Maths,1.03,7,2018-09-24 12:18:40
4060,Maths,1.2,15,2021-05-17 01:07:04
1911,Maths,4.28,25,2021-06-18 12:58:45
152,English,2.82,25,2023-08-13 13:04:17
1257,Science,2.41,20,2024-04-07 22:15:03
9926,English,2.3,16,2023-12-24 04:58:35
3277,Maths,3.1,9,2020-08-10 17:24:51
1131,English,2.43,16,2018-03-17 17:59:36
5553,Computer,3.32,21,2023-06-28 14:24:38
5061,Computer,3.95,4,2020-07-01 05:50:16
9145,Maths,3.84,29,2022-08-03 15:50:39
8460,Computer,1.6,17,2020-07-04 17:39:13
8231,English,1.07,15,2018-07-15 09:15:01
3339,Science,1.77,27,2019-02-27 08:27:19
5404,English,1.31,28,2022-03-16 23:53:46
4922,English,2.19,23,2023-08-07 03:34:26
7816,Science,2.45,10,2017-04-25 04:11:25
5284,Maths,4.18,12,2024-09-27 11:02:38
2380,Science,4.21,5,2023-11-25 10:03:25
6231,Science,1.83,27,2017-11-25 13:51:15
3762,Science,1.71,8,2017-09-23 13:07:20
9722,English,1.32,6,2022-04-15 07:31:19
3642,Computer,2.69,8,2023-01-10 13:51:10
833,English,1.42,14,2022-05-01 13:24:02
8991,Science,4.58,11,2019-08-08 20:48:25
359,Computer,2.07,7,2017-08-24 11:25:16
1983,Science,2.77,24,2018-03-28 14:27:19
3958,English,4.72,11,2018-03-23 14:42:18
5409,English,4.2,7,2021-04-11 13:26:03
4214,Maths,4.73,9,2024-07-02 04:22:55
2651,English,4.02,16,2022-07-05 21:14:58
2494,Science,3.13,19,2024-05-18 04:14:26
3224,Maths,3.84,5,2018-06-20 10:31:02
3049,Science,1.67,13,2022-02-02 22:00:43
4575,English,1.89,1,2020-04-25 20:59:12
6015,Science,2.65,5,2023-10-10 01:00:46
20,Computer,3.7,2,2018-07-08 06:42:03
7966,Computer,4.57,21,2024-02-26 19:25:17
248,Science,3.54,24,2020-04-26 05:19:50
8551,Maths,2.98,13,2017-08-06 10:16:12
554,Maths,2.04,8,2019-09-04 11:10:51
1245,Science,3.54,5,2017-11-02 17:01:36
680,Science,4.75,24,2023-12-22 22:59:05
5836,Computer,4.19,11,2022-08-30 14:54:19
3459,Maths,2.98,29,2020-01-30 15:36:17
906,Science,1.77,15,2024-07-19 00:54:00
2973,English,3.24,14,2018-12-07 22:07:04
5799,English,2.05,19,2023-12-31 16:18:08
7571,Maths,2.89,21,2017-10-17 11:51:19
1733,English,2.45,20,2020-10-28 16:14:22
8356,Science,4.06,10,2018-01-19 15:29:57
2756,Science,3.71,14,2018-02-28 23:36:50
4310,Maths,3.32,1,2021-01-05 10:19:24
2596,English,4.61,5,2021-01-16 02:26:42
581,English,2.34,5,2017-08-01 16:22:32
4932,Maths,4.27,22,2017-11-25 15:01:15
1202,Computer,4.14,1,2019-05-02 06:50:41
5732,English,1.23,20,2021-05-01 11:49:25
3828,English,1.89,26,2020-10-05 10:21:39
2166,Science,4.07,28,2022-05-23 22:03:37
6160,Maths,1.28,3,2018-10-19 06:56:36
9263,Science,3.33,11,2020-01-04 05:40:07
5109,Computer,2.03,5,2022-06-04 16:28:07
2460,Maths,4.21,23,2018-05-27 15:38:36
5537,Maths,2.19,1,2019-04-20 05:55:56
7213,Science,2.06,14,2020-01-07 09:43:51
3507,Science,1.03,20,2023-10-25 13:29:47
8535,English,2.78,27,2018-06-08 05:53:55
3919,English,3.34,21,2023-05-16 21:43:19
2401,Science,2.77,5,2017-09-08 01:25:24
8304,Computer,4.82,13,2018-04-13 08:12:45
5499,Science,4.98,3,2021-07-10 18:33:08
5604,English,2.56,25,2020-10-30 05:52:37
6892,Maths,2.7,17,2019-09-08 14:23:44
4785,Maths,4.31,8,2023-09-03 09:37:20
6701,Maths,1.27,23,2020-03-23 06:44:14
3244,Science,3.37,2,2024-01-02 03:08:08
1106,English,4.28,26,2024-12-09 02:04:26
8323,Science,2.26,21,2017-06-06 09:02:27
4881,English,1.52,24,2020-09-16 20:13:06
4012,English,2.4,11,2021-11-05 19:22:55
3993,Science,3.59,10,2022-10-20 13:45:09
9313,English,2.97,28,2017-12-03 09:30:24
585,Maths,2.79,16,2022-06-08 06:48:57
4047,Maths,3.77,20,2017-08-21 23:48:48
9492,Science,2.72,13,2020-11-18 05:30:41
2809,Maths,2.96,27,2023-10-10 12:16:55
5415,English,1.75,5,2020-01-07 08:51:39
5805,Maths,4.83,25,2019-10-02 21:24:49
5398,English,4.08,2,2021-01-10 23:58:13
7551,English,1.72,15,2020-07-09 10:16:13
5560,English,1.85,13,2020-09-26 00:33:01
8302,Science,2.9,13,2022-08-11 17:12:12
7731,Science,2.78,25,2020-01-10 07:20:56
6391,English,3.21,20,2021-04-27 16:22:02
7271,Computer,4.88,28,2022-08-17 13:46:21
9279,English,4.66,12,2023-10-28 06:56:58
6113,Science,3.85,12,2017-08-07 17:05:41
3657,English,1.45,8,2020-07-06 23:42:44
1702,Computer,2.8,27,2024-12-17 13:36:28
741,English,2.05,26,2023-05-20 10:50:47
245,Science,2.87,28,2017-09-27 06:30:16
3632,Computer,2.79,13,2019-06-21 02:38:09
4962,Maths,2.97,5,2019-06-27 12:41:07
1072,English,2.47,22,2017-05-29 01:51:41
7342,English,3.67,22,2022-01-07 09:19:36
9809,English,3.57,26,2023-08-07 21:44:25
4631,Maths,1.05,10,2022-04-26 18:10:56
7228,English,3.94,15,2024-03-25 02:22:35
9420,English,3.36,2,2022-06-08 16:48:24
471,Science,2.89,14,2024-05-10 01:17:43
2199,Computer,1.03,12,2022-11-08 09:21:08
2063,English,4.01,4,2021-12-10 05:54:53
3275,Maths,3.88,21,2020-04-09 17:07:32
4213,Maths,2.61,7,2020-03-09 07:05:10
3959,Computer,2.91,25,2023-08-02 10:39:34
709,Computer,1.13,28,2021-10-27 19:54:03
5367,English,2.86,25,2020-12-03 12:48:48
73,Maths,3.06,9,2022-11-16 10:59:12
7247,Science,4.06,19,2017-09-11 13:45:02
8993,English,1.16,15,2024-08-26 03:11:23
4069,English,2.09,22,2021-10-18 05:17:48
7506,Maths,4.66,3,2018-06-09 04:36:03
8795,English,2.77,26,2021-11-07 19:40:19
2222,Maths,1.84,24,2020-11-29 01:52:39
3362,English,1.32,15,2020-02-16 02:30:23
6510,Science,1.98,2,2023-11-19 15:35:43
3119,Computer,1.36,18,2023-03-07 01:04:46
6640,English,1.45,3,2020-05-01 05:06:50
1970,Maths,2.53,24,2020-05-08 02:24:19
3584,English,4.81,5,2021-12-04 11:53:27
1499,Science,1.24,24,2023-09-25 05:07:06
6674,Science,1.12,14,2022-02-17 08:07:20
5517,English,2.19,5,2023-04-01 17:57:31
2330,Science,3.47,13,2022-08-19 11:24:51
1824,Science,3.38,8,2018-04-27 22:47:06
3016,English,1.09,23,2023-06-15 03:18:44
5692,Computer,4.57,24,2020-07-26 06:41:38
5747,Science,3.96,26,2019-08-26 15:53:51
6609,English,3.96,13,2017-12-17 08:07:01
8779,Computer,1.45,4,2021-06-12 10:09:53
318,Computer,4.07,16,2019-11-08 21:48:52
9465,Computer,1.29,15,2019-09-22 19:35:59
8591,Science,4.47,3,2021-09-30 06:30:43
369,Computer,4.29,28,2023-07-14 03:37:47
2511,Science,1.65,14,2021-02-08 01:50:25
5530,Science,1.85,28,2021-10-08 08:15:15
396,English,1.25,16,2018-07-14 16:35:57
854,Computer,2.64,12,2018-03-06 15:21:34
703,Maths,4.38,29,2019-06-02 15:15:05
2376,Computer,4.4,11,2021-07-09 17:40:38
9912,Science,3.91,8,2020-02-03 03:37:01
5285,Maths,2.22,22,2020-11-25 19:38:31
6715,Science,3.27,13,2018-10-09 15:50:00
1044,English,1.89,14,2018-04-29 10:36:54
3202,Science,1.84,14,2017-01-04 11:57:28
4271,English,4.45,2,2024-07-01 12:02:36
6752,Maths,3.71,6,2019-01-02 01:11:03
9599,English,3.58,19,2022-05-06 04:08:31
1687,Maths,4.45,16,2024-02-12 05:04:21
3265,Maths,1.04,20,2023-05-10 10:22:43
6162,English,4.46,4,2020-08-20 15:57:06
2769,Computer,2.62,16,2021-05-02 08:36:20
4831,Science,2.83,22,2018-07-21 07:32:04
5122,Computer,3.91,9,2020-07-26 13:07:51
6698,Maths,2.3,8,2021-04-09 00:17:52
3498,Computer,3.85,15,2021-03-18 22:34:46
9112,Computer,1.17,23,2018-11-14 23:48:31
1954,Science,4.11,7,2018-09-05 00:49:53
2749,Science,4.78,17,2023-12-16 22:09:29
8382,Computer,3.36,24,2021-10-21 07:00:11
5196,English,2.61,13,2020-09-12 22:15:24
8597,Computer,3.24,20,2021-06-28 16:21:56
1480,Maths,2.04,25,2023-04-02 05:36:49
973,Science,2.32,10,2021-09-04 18:20:51
8847,Science,3.77,11,2018-03-12 20:47:54
4923,Science,3.91,2,2024-04-03 09:26:52
109,English,2.69,22,2018-12-10 10:22:52
3707,Science,3.25,27,2019-12-20 17:28:18
9805,English,2.6,16,2020-09-16 05:10:57
2389,Computer,2.12,19,2018-01-09 19:36:12
8726,English,3.94,1,2019-10-12 21:17:22
5552,English,3.41,22,2020-08-23 17:37:06
3457,Maths,1.74,3,2022-05-16 18:22:02
1080,English,4.44,27,2024-12-18 19:35:57
9889,English,4.33,21,2019-12-11 12:42:28
9237,Computer,2.45,25,2024-11-20 21:22:03
4228,Science,3.14,10,2019-10-30 10:04:23
7039,Maths,1.22,27,2021-09-17 12:07:45
7984,Maths,4.54,13,2019-03-11 13:15:54
3131,Computer,1.76,5,2023-04-12 06:34:31
9413,Science,4.96,20,2018-03-29 03:32:01
8834,Computer,3.56,24,2019-05-19 15:11:33
561,Science,3.65,25,2023-04-17 17:01:57
3831,English,3.74,17,2023-12-19 13:19:46
4384,Science,4.61,8,2021-11-15 14:40:28
674,Maths,4.32,12,2019-04-03 01:07:12
3385,Maths,2.24,26,2024-01-13 05:17:31
5348,English,3.81,27,2024-05-21 21:11:07
458,Maths,1.51,3,2019-08-08 18:46:27
6325,English,1.99,19,2020-12-21 22:25:01
3514,Computer,1.84,15,2024-08-20 07:25:13
799,Maths,2.82,27,2023-03-14 01:52:00
7212,Maths,2.24,14,2022-04-05 15:15:14
2492,English,3.62,22,2024-10-29 22:53:13
2432,Science,4.42,26,2023-11-19 21:06:56
4804,English,2.42,24,2018-07-26 10:58:37
7162,Science,2.96,4,2019-05-15 10:48:13
4646,English,1.28,20,2022-07-02 23:20:47
5758,Maths,2.95,9,2021-05-06 01:29:58
8771,Computer,3.08,28,2024-11-24 22:25:09
2751,English,4.15,8,2019-07-14 22:44:05
557,Science,2.9,6,2024-02-28 22:29:09
737,Maths,3.07,13,2023-07-31 00:29:55
1924,Computer,2.07,9,2020-08-17 11:53:33
2312,Computer,4.28,20,2021-03-08 03:51:49
8568,Science,4.25,20,2017-07-18 18:42:37
7836,Maths,1.37,22,2024-08-29 16:22:10
2288,Maths,2.25,18,2023-05-24 14:17:01
8922,Computer,1.01,22,2022-04-10 23:07:33
6851,English,2.7,22,2017-12-02 01:59:06
2236,Science,3.24,28,2018-08-30 11:57:34
5897,Science,2.69,27,2020-05-07 14:39:33
2588,Science,3.27,19,2020-10-07 09:34:08
4228,Science,1.4,23,2023-04-16 17:16:52
476,Maths,2.64,27,2018-10-28 02:29:40
2494,Science,4.58,16,2020-12-09 04:27:34
6261,Computer,4.96,9,2018-10-04 03:48:47
8966,English,1.65,9,2024-04-19 04:03:09
5011,Computer,2.97,18,2017-01-24 01:31:04
7254,English,4.8,7,2024-04-07 03:48:05
521,Computer,1.1,19,2017-07-24 05:22:50
7312,Science,4.17,19,2021-04-28 19:26:59
5328,English,2.87,15,2023-05-17 11:52:12
5537,Maths,4.56,6,2019-10-16 13:36:36
4832,Science,4.3,4,2017-06-16 11:31:10
