applicant_id,entrance_score,board_percentage,preferred_stream,admission_status,application_date
42430,60,71,Arts,Rejected,2020-04-29 04:54:20
33458,77,68,Arts,Admitted,2018-07-31 16:24:26
12040,32,87,Science,Rejected,2021-12-19 14:56:13
24794,86,88,Commerce,Admitted,2024-10-10 21:12:34
10688,31,85,Science,Rejected,2018-06-19 16:57:59
37599,51,51,Science,Rejected,2023-03-15 10:37:45
34299,68,78,Science,Rejected,2017-06-29 02:10:05
9547,97,95,Science,Admitted,2024-02-01 10:16:10
45369,53,78,Arts,Admitted,2022-11-30 19:47:03
48411,31,93,Commerce,Admitted,2020-06-13 00:32:35
22461,41,73,Arts,Admitted,2024-08-03 05:47:16
32853,49,52,Arts,Rejected,2020-11-25 08:21:19
36771,85,53,Science,Admitted,2024-02-27 02:15:50
14644,46,74,Commerce,Rejected,2023-09-30 11:59:43
16426,36,80,Commerce,Rejected,2020-04-29 18:01:25
18781,54,81,Commerce,Rejected,2017-01-10 10:33:49
2367,48,87,Arts,Admitted,2022-05-29 07:46:10
51644,98,47,Science,Rejected,2017-12-07 04:25:34
52528,67,98,Science,Rejected,2021-03-08 02:04:25
53733,62,84,Commerce,Rejected,2023-06-13 11:30:58
15308,90,61,Arts,Admitted,2020-02-07 02:22:13
49112,45,61,Arts,Admitted,2019-09-06 17:47:54
22935,97,79,Arts,Rejected,2021-03-01 10:06:18
37020,93,57,Commerce,Rejected,2018-11-23 15:57:39
21975,80,56,Science,Admitted,2023-02-01 22:16:18
26187,47,80,Commerce,Admitted,2022-04-29 03:18:37
3016,87,47,Arts,Rejected,2024-10-09 23:24:36
53952,41,99,Commerce,Admitted,2021-10-25 02:57:34
14261,67,85,Science,Rejected,2017-07-24 19:54:45
3350,62,81,Science,Rejected,2021-05-06 06:04:30
21800,61,55,Science,Rejected,2020-03-10 04:44:43
2797,86,59,Commerce,Rejected,2019-05-20 11:33:19
19971,97,83,Science,Admitted,2019-04-08 13:17:38
6129,42,86,Commerce,Rejected,2023-05-29 17:37:05
51832,83,83,Commerce,Admitted,2024-11-28 13:00:33
44242,45,70,Science,Admitted,2019-06-30 03:41:34
26088,74,64,Science,Admitted,2021-04-13 23:49:51
19338,74,87,Arts,Admitted,2024-11-25 23:50:49
53257,57,79,Commerce,Admitted,2022-07-22 01:25:53
49144,36,94,Arts,Rejected,2024-12-24 03:21:13
46957,89,56,Arts,Rejected,2024-08-27 20:37:14
32774,45,69,Science,Admitted,2022-06-20 20:08:14
9830,50,45,Science,Admitted,2022-02-23 12:32:49
22518,85,68,Science,Admitted,2017-07-21 22:55:24
54963,69,50,Arts,Admitted,2020-07-20 23:40:00
8272,52,85,Arts,Rejected,2018-04-13 13:20:38
18159,44,51,Arts,Admitted,2018-06-07 09:25:56
12837,42,59,Arts,Admitted,2019-09-01 02:21:42
28892,81,77,Arts,Rejected,2021-11-05 02:14:24
5360,69,66,Science,Admitted,2021-02-02 18:24:45
16189,63,60,Science,Rejected,2019-07-20 14:16:03
14336,83,91,Commerce,Admitted,2017-11-03 09:10:48
53003,43,65,Commerce,Admitted,2023-02-01 18:58:13
4849,97,69,Commerce,Admitted,2022-11-10 15:59:08
52782,54,75,Science,Admitted,2019-01-30 03:38:27
7764,56,99,Arts,Rejected,2024-08-15 04:57:05
53950,41,93,Commerce,Admitted,2018-08-03 20:59:29
18876,80,89,Science,Admitted,2019-12-10 08:11:02
17660,69,61,Commerce,Rejected,2021-03-16 06:14:57
50204,41,47,Arts,Rejected,2017-10-16 08:13:41
23102,32,50,Commerce,Rejected,2019-07-04 02:24:37
7102,58,49,Commerce,Rejected,2021-03-16 02:50:53
14521,86,59,Arts,Admitted,2024-08-07 02:22:18
50160,30,89,Arts,Admitted,2020-08-10 16:15:21
22323,87,47,Science,Rejected,2024-06-30 11:15:07
49853,44,52,Arts,Admitted,2022-10-06 22:08:24
44479,61,62,Science,Rejected,2022-03-10 01:12:30
39537,82,94,Commerce,Admitted,2021-12-29 09:37:09
3314,66,74,Science,Admitted,2024-05-11 13:34:49
39931,91,57,Arts,Admitted,2020-03-23 12:16:29
33440,47,67,Commerce,Rejected,2018-03-17 08:13:28
10453,74,65,Arts,Admitted,2018-04-23 17:38:37
58916,92,74,Science,Admitted,2019-04-05 09:03:58
45757,41,70,Science,Rejected,2018-10-21 19:29:28
25431,55,55,Commerce,Rejected,2019-12-29 12:20:58
11402,33,59,Arts,Admitted,2020-09-24 09:06:08
24479,51,54,Arts,Rejected,2022-06-01 22:40:57
29672,90,62,Commerce,Admitted,2023-12-25 20:44:16
8450,47,56,Science,Rejected,2022-03-03 21:11:34
37493,80,84,Arts,Admitted,2018-12-10 06:20:06
35067,89,61,Commerce,Admitted,2023-08-28 04:02:46
31815,34,80,Science,Admitted,2020-01-02 04:12:02
10246,87,45,Commerce,Rejected,2017-01-27 05:53:40
9892,85,97,Arts,Rejected,2023-11-11 20:45:32
5754,82,78,Commerce,Rejected,2020-01-29 10:18:34
42441,81,90,Arts,Rejected,2020-06-10 10:39:33
4313,57,70,Science,Admitted,2018-03-07 08:05:47
34957,48,90,Science,Admitted,2019-02-21 07:20:48
6234,90,74,Commerce,Admitted,2023-10-20 16:30:41
33717,37,94,Science,Admitted,2017-10-31 12:04:35
35560,69,78,Science,Rejected,2018-11-19 11:52:23
20492,80,46,Commerce,Admitted,2018-09-24 11:33:31
31153,47,78,Commerce,Admitted,2017-09-02 01:07:26
51705,35,91,Science,Admitted,2023-06-25 01:05:40
46798,81,96,Commerce,Admitted,2020-12-11 06:26:46
16439,32,89,Commerce,Rejected,2020-07-11 06:21:33
57809,86,85,Arts,Rejected,2017-04-26 00:40:38
16168,98,62,Commerce,Rejected,2020-09-01 07:04:21
959,98,84,Commerce,Rejected,2022-11-15 06:36:19
51079,67,69,Commerce,Admitted,2018-11-29 19:39:56
25999,31,78,Science,Admitted,2017-03-03 16:21:21
23794,87,63,Science,Admitted,2023-08-22 13:01:47
9874,52,63,Commerce,Rejected,2023-03-21 17:55:15
4489,74,56,Commerce,Admitted,2022-01-22 12:29:15
36708,86,51,Commerce,Admitted,2020-05-05 19:35:16
57280,94,79,Commerce,Rejected,2021-04-25 18:30:16
40890,40,74,Commerce,Admitted,2023-01-15 19:12:50
52815,60,72,Arts,Rejected,2017-08-04 01:27:52
27193,86,75,Science,Rejected,2018-05-04 23:42:49
10952,79,51,Science,Rejected,2019-08-17 15:01:09
36198,96,88,Science,Admitted,2020-04-22 00:36:41
45582,88,53,Commerce,Admitted,2023-08-23 14:22:44
832,95,80,Science,Rejected,2017-06-17 12:39:46
58105,85,81,Arts,Admitted,2023-09-01 06:50:23
42401,84,52,Science,Rejected,2022-12-15 09:28:11
41090,54,46,Arts,Rejected,2020-12-06 19:35:50
17399,82,79,Arts,Admitted,2022-07-15 09:35:20
32073,92,81,Science,Rejected,2019-11-20 06:12:41
22650,58,96,Commerce,Admitted,2022-08-20 04:43:28
54214,81,62,Commerce,Admitted,2022-05-27 23:44:24
11669,65,79,Commerce,Admitted,2021-03-10 03:30:40
21807,61,84,Science,Rejected,2024-01-23 09:34:33
57322,30,71,Arts,Rejected,2024-08-20 06:37:07
40899,71,76,Arts,Admitted,2020-07-30 23:06:28
29557,99,60,Commerce,Admitted,2022-03-22 20:33:47
57026,48,46,Science,Rejected,2021-04-20 03:15:59
10970,86,98,Commerce,Admitted,2017-10-15 00:51:06
27569,66,82,Arts,Rejected,2022-04-29 04:10:26
43767,40,76,Arts,Rejected,2020-09-17 17:19:43
5517,94,83,Science,Rejected,2021-04-06 09:57:09
47030,90,71,Arts,Admitted,2020-09-08 11:31:43
40323,51,77,Science,Rejected,2017-02-05 05:49:52
2557,42,90,Commerce,Rejected,2023-02-27 01:25:38
18201,41,55,Science,Rejected,2017-05-13 20:23:27
17579,84,83,Arts,Admitted,2018-03-23 10:29:04
37641,42,48,Arts,Admitted,2023-04-20 06:28:20
34940,57,96,Arts,Admitted,2023-10-16 14:31:48
28933,68,85,Commerce,Admitted,2018-03-24 17:51:16
45972,58,69,Science,Admitted,2024-03-18 23:15:25
3402,74,85,Commerce,Rejected,2024-03-18 04:39:01
42735,46,99,Commerce,Rejected,2023-06-08 03:04:57
56601,42,83,Science,Rejected,2021-03-29 14:14:03
56397,86,82,Commerce,Admitted,2021-05-04 05:25:54
35730,88,77,Commerce,Admitted,2024-04-24 03:47:20
44721,42,58,Commerce,Rejected,2023-11-26 06:49:57
3970,78,66,Science,Admitted,2019-02-19 17:25:41
14353,34,78,Commerce,Rejected,2017-03-18 03:48:59
36621,53,46,Arts,Admitted,2019-10-16 03:05:59
43340,79,86,Science,Admitted,2023-07-02 02:23:41
8869,78,71,Commerce,Rejected,2018-06-26 20:48:23
14891,91,49,Science,Admitted,2021-03-11 12:45:21
36647,34,88,Commerce,Rejected,2024-02-10 10:52:03
3240,41,89,Arts,Admitted,2017-07-19 20:31:39
7928,82,86,Arts,Admitted,2024-08-01 18:51:24
16921,74,58,Science,Admitted,2019-01-06 08:10:18
8412,69,64,Science,Rejected,2021-02-19 09:00:41
29285,61,68,Science,Admitted,2018-05-13 02:09:37
21599,34,63,Arts,Admitted,2019-05-18 09:33:27
14668,72,81,Arts,Rejected,2022-12-17 10:31:58
54898,45,52,Commerce,Admitted,2024-01-16 06:00:52
59249,87,77,Arts,Rejected,2023-12-18 13:50:48
51950,72,94,Commerce,Admitted,2018-05-02 08:54:28
983,55,60,Arts,Admitted,2018-02-27 06:39:24
21970,58,93,Arts,Admitted,2022-05-04 03:46:32
41797,73,64,Arts,Admitted,2024-07-03 01:58:47
27752,47,60,Science,Admitted,2022-02-18 18:00:13
31673,40,93,Commerce,Rejected,2017-01-05 07:42:12
39922,39,89,Arts,Admitted,2023-05-02 16:03:12
48133,34,99,Arts,Admitted,2019-11-09 06:49:53
27889,50,83,Science,Admitted,2021-08-06 18:27:54
38554,77,98,Commerce,Admitted,2019-12-29 02:27:30
59318,84,71,Arts,Admitted,2023-06-07 16:32:47
35281,48,50,Arts,Rejected,2022-12-31 17:43:57
16269,74,81,Science,Rejected,2020-03-02 15:27:08
37354,62,49,Arts,Admitted,2024-11-27 03:32:08
50213,83,63,Commerce,Rejected,2021-06-15 14:01:15
25552,79,76,Arts,Rejected,2018-05-04 10:17:28
50206,84,50,Science,Admitted,2019-07-12 01:48:59
36943,91,79,Commerce,Admitted,2017-02-26 20:55:34
27142,37,62,Science,Admitted,2023-08-05 14:58:07
18453,57,45,Commerce,Admitted,2023-11-20 03:32:37
45348,66,64,Science,Admitted,2017-10-10 08:19:44
21237,91,71,Commerce,Admitted,2023-04-29 18:29:03
27461,74,49,Arts,Rejected,2020-10-17 21:04:51
6976,73,50,Science,Admitted,2023-01-23 10:12:42
26383,92,97,Science,Admitted,2023-12-05 06:17:09
51188,32,98,Commerce,Admitted,2023-09-16 05:42:06
48815,74,60,Commerce,Admitted,2024-02-03 21:58:49
13177,35,98,Science,Admitted,2019-01-15 17:49:54
25052,36,63,Science,Rejected,2019-06-21 03:12:10
25636,45,83,Commerce,Rejected,2017-06-01 13:48:07
10494,66,88,Commerce,Rejected,2019-06-25 08:09:26
52026,53,47,Arts,Admitted,2021-05-31 22:08:49
55063,98,89,Arts,Admitted,2022-11-17 13:27:36
1145,57,68,Science,Admitted,2021-01-14 06:05:43
41158,57,83,Arts,Admitted,2024-04-30 02:23:42
26769,99,58,Commerce,Admitted,2023-07-30 02:05:46
53527,39,81,Arts,Rejected,2023-05-27 13:38:13
36069,58,91,Arts,Admitted,2023-02-21 14:43:11
38356,46,52,Commerce,Rejected,2023-01-20 18:43:31
3737,54,77,Arts,Rejected,2017-07-01 22:01:10
22867,77,86,Arts,Admitted,2017-08-04 20:38:52
13267,96,90,Arts,Admitted,2022-09-19 19:49:06
17654,46,66,Science,Admitted,2019-12-03 01:43:04
32503,84,51,Arts,Rejected,2021-08-17 04:56:36
58959,38,49,Science,Admitted,2023-08-04 05:17:03
39656,39,98,Commerce,Admitted,2018-11-18 08:58:08
24416,37,57,Science,Admitted,2023-09-14 22:07:25
53372,39,85,Commerce,Rejected,2020-08-26 12:16:21
56604,44,51,Commerce,Rejected,2019-05-23 20:59:11
52715,56,64,Science,Rejected,2019-06-30 00:52:30
19847,81,79,Commerce,Admitted,2018-01-01 01:58:46
30056,37,76,Arts,Rejected,2024-07-31 13:27:21
13585,88,92,Commerce,Admitted,2018-11-24 00:05:49
57658,49,52,Commerce,Rejected,2018-12-03 17:37:56
17531,31,77,Arts,Rejected,2020-08-20 08:51:36
33028,79,72,Science,Admitted,2023-05-22 20:44:53
6136,49,56,Arts,Admitted,2017-12-20 02:45:19
50755,46,91,Science,Rejected,2023-09-01 07:24:31
54425,33,74,Arts,Rejected,2023-12-29 11:23:33
42843,48,84,Commerce,Admitted,2023-10-18 09:07:32
47389,67,87,Commerce,Admitted,2021-08-02 02:43:45
28861,42,91,Arts,Rejected,2024-08-30 15:23:58
12813,94,88,Science,Admitted,2020-07-16 00:30:40
7174,97,62,Science,Rejected,2018-12-27 09:42:11
35016,63,47,Arts,Rejected,2021-11-29 18:50:25
10694,67,92,Arts,Rejected,2023-03-31 21:12:51
20741,83,81,Commerce,Rejected,2017-12-11 05:49:38
28595,73,78,Arts,Admitted,2019-01-09 00:16:53
34677,97,82,Commerce,Rejected,2020-12-18 20:54:59
56482,75,48,Arts,Admitted,2022-02-08 08:36:58
14764,59,88,Commerce,Admitted,2017-01-22 03:43:38
52855,49,81,Arts,Rejected,2022-02-24 07:56:23
21613,90,86,Science,Admitted,2017-03-18 04:38:32
45008,94,58,Commerce,Rejected,2018-03-21 07:54:19
27812,55,86,Commerce,Admitted,2023-12-27 06:46:09
40191,62,71,Science,Admitted,2020-03-16 09:20:26
42119,94,47,Arts,Admitted,2024-06-11 20:38:25
43101,82,86,Science,Rejected,2020-05-13 02:15:45
59770,78,83,Science,Admitted,2018-07-09 22:43:19
30437,32,45,Commerce,Rejected,2022-05-02 17:27:11
13524,49,99,Science,Admitted,2022-05-05 16:17:01
38893,93,78,Commerce,Rejected,2020-03-15 11:23:42
41145,41,89,Science,Admitted,2021-11-28 17:29:40
15787,65,91,Arts,Rejected,2017-12-03 19:24:58
48862,68,45,Commerce,Admitted,2022-05-19 00:52:38
50759,85,49,Arts,Admitted,2022-03-09 02:58:28
18001,46,50,Arts,Rejected,2022-01-28 12:56:35
3365,70,77,Arts,Rejected,2019-01-28 02:37:05
23281,41,82,Arts,Admitted,2023-01-23 12:50:20
14308,48,52,Commerce,Rejected,2021-04-08 13:02:24
50769,46,63,Science,Rejected,2023-03-24 05:11:36
33665,89,95,Arts,Admitted,2024-06-21 08:06:06
41343,40,51,Commerce,Admitted,2020-10-23 15:49:34
52401,67,54,Arts,Rejected,2020-07-12 19:26:24
3205,72,71,Arts,Admitted,2017-08-08 10:23:15
23855,46,85,Science,Admitted,2021-10-05 20:55:54
53483,95,49,Commerce,Rejected,2021-04-10 10:20:23
10007,37,89,Commerce,Admitted,2024-09-18 06:09:47
47238,70,77,Arts,Admitted,2021-09-06 07:45:21
34578,55,69,Arts,Admitted,2023-01-01 03:59:07
10281,45,62,Commerce,Admitted,2023-10-18 03:09:09
51978,99,73,Commerce,Rejected,2023-06-12 15:46:50
23921,40,89,Commerce,Rejected,2023-05-28 17:47:33
31242,95,46,Science,Rejected,2021-04-05 07:03:14
41340,39,79,Science,Admitted,2018-10-24 03:07:39
41744,88,81,Commerce,Rejected,2024-04-23 19:05:48
56496,39,54,Arts,Admitted,2019-10-18 05:57:26
20766,40,76,Science,Rejected,2024-06-01 06:46:07
27242,88,80,Commerce,Rejected,2018-08-03 21:35:08
3143,77,54,Commerce,Admitted,2018-01-01 04:23:01
42578,84,82,Commerce,Rejected,2023-11-11 04:22:57
23549,94,95,Arts,Rejected,2021-08-20 15:44:51
15007,74,50,Commerce,Rejected,2017-03-03 00:39:13
56309,85,80,Commerce,Admitted,2021-11-07 21:06:59
27255,92,76,Arts,Admitted,2021-04-09 13:34:16
28783,96,47,Commerce,Admitted,2017-04-30 05:41:36
12690,73,74,Arts,Rejected,2018-06-03 18:47:46
16276,30,54,Arts,Rejected,2022-02-19 02:34:52
12718,89,86,Science,Rejected,2021-08-09 15:02:55
57691,52,98,Arts,Admitted,2022-04-13 16:24:26
5410,62,83,Science,Admitted,2017-04-12 06:15:04
14415,88,49,Arts,Admitted,2020-04-19 17:48:42
2599,69,87,Commerce,Admitted,2024-02-24 18:10:26
13977,60,97,Science,Rejected,2024-04-04 22:13:00
49688,58,64,Arts,Rejected,2024-09-26 09:58:49
19220,46,55,Arts,Rejected,2024-08-13 15:03:42
54848,42,91,Science,Admitted,2022-03-25 19:01:22
46509,89,72,Commerce,Rejected,2024-02-02 14:43:23
4598,98,49,Commerce,Rejected,2022-09-30 16:29:14
36261,74,89,Science,Rejected,2024-07-15 23:34:08
54832,91,81,Science,Admitted,2018-06-29 10:22:03
9432,75,63,Science,Admitted,2018-10-12 19:58:45
54192,75,55,Commerce,Rejected,2017-06-21 22:04:45
10898,65,85,Commerce,Rejected,2022-08-08 03:50:40
7496,35,49,Science,Admitted,2022-12-22 10:58:15
41425,57,92,Commerce,Admitted,2017-06-02 09:50:44
31249,68,67,Science,Rejected,2018-03-07 22:01:59
36466,33,56,Arts,Admitted,2018-01-13 12:16:01
26464,37,97,Commerce,Rejected,2017-09-22 22:40:21
57205,36,53,Commerce,Admitted,2021-05-04 08:54:16
3373,92,88,Arts,Admitted,2020-11-28 20:59:06
9989,93,58,Science,Rejected,2023-06-28 21:12:09
4159,46,57,Arts,Rejected,2022-10-01 07:11:35
23996,69,47,Commerce,Rejected,2021-03-04 21:28:48
52154,51,78,Science,Rejected,2022-11-25 18:35:10
11704,45,96,Science,Admitted,2018-02-23 13:52:10
36523,43,94,Arts,Rejected,2023-12-10 02:59:49
984,83,70,Commerce,Rejected,2021-06-14 19:25:02
36560,46,84,Science,Admitted,2023-09-26 04:50:19
52398,69,48,Commerce,Admitted,2018-08-12 00:59:23
37171,72,69,Science,Rejected,2019-02-11 05:52:01
26256,60,59,Arts,Admitted,2018-11-13 23:26:23
47911,56,52,Commerce,Admitted,2023-07-15 00:49:29
45456,40,62,Science,Admitted,2019-04-18 09:59:09
7465,54,45,Arts,Rejected,2018-01-07 10:54:52
21675,71,50,Arts,Admitted,2024-08-10 20:00:57
34832,50,69,Commerce,Rejected,2018-09-11 10:21:17
40095,51,90,Science,Admitted,2020-05-01 12:50:11
25264,49,94,Commerce,Rejected,2022-03-17 00:02:58
52845,98,56,Arts,Rejected,2021-03-12 11:11:40
24600,34,61,Arts,Admitted,2019-11-22 00:53:07
24139,66,88,Science,Admitted,2021-05-13 09:11:03
108,43,73,Science,Rejected,2023-09-05 08:15:54
22813,96,89,Arts,Admitted,2023-09-09 10:25:13
25384,75,73,Arts,Admitted,2019-10-18 13:59:42
36754,58,94,Arts,Rejected,2017-10-04 21:50:38
2763,91,64,Science,Rejected,2022-01-25 13:32:21
53527,56,84,Science,Rejected,2018-05-05 20:34:43
22345,46,59,Science,Rejected,2021-11-01 17:26:36
33897,84,99,Commerce,Admitted,2022-05-29 14:48:29
51295,90,98,Science,Admitted,2018-07-23 18:40:08
10717,64,80,Arts,Rejected,2024-05-22 23:19:34
43057,95,73,Arts,Rejected,2023-04-06 10:31:32
56339,63,99,Arts,Admitted,2017-12-08 03:38:05
1763,61,73,Commerce,Rejected,2017-02-28 06:20:02
38730,62,80,Arts,Admitted,2023-05-29 07:19:45
22835,38,50,Science,Rejected,2019-09-23 01:59:00
38474,64,76,Science,Rejected,2021-11-01 04:09:16
29728,81,71,Science,Admitted,2021-07-15 07:49:50
30764,40,82,Commerce,Rejected,2019-11-13 02:18:36
2556,51,65,Science,Admitted,2018-05-13 21:32:50
26971,35,84,Commerce,Rejected,2020-12-11 21:19:47
35898,92,53,Commerce,Admitted,2018-11-28 20:43:32
57472,73,72,Arts,Rejected,2023-11-27 21:47:13
5556,59,49,Commerce,Admitted,2023-02-25 16:13:41
31244,97,68,Commerce,Admitted,2019-01-12 18:25:50
37980,71,57,Commerce,Rejected,2018-11-06 15:53:28
8761,92,59,Science,Admitted,2017-01-06 04:45:07
29254,57,64,Commerce,Rejected,2017-04-27 04:25:55
42731,64,99,Arts,Rejected,2022-06-03 21:34:36
53387,62,73,Commerce,Admitted,2022-09-02 09:21:32
17840,37,46,Science,Admitted,2018-08-22 16:43:55
55441,40,67,Arts,Rejected,2018-03-14 12:01:26
26306,95,93,Arts,Rejected,2018-03-23 05:55:50
4920,39,46,Science,Rejected,2019-09-17 00:33:20
18031,50,59,Arts,Admitted,2021-05-02 13:21:18
9765,56,46,Arts,Admitted,2021-03-13 15:36:04
20499,56,79,Commerce,Admitted,2019-04-13 08:30:32
4606,60,85,Science,Rejected,2018-09-09 04:42:03
29110,70,80,Commerce,Rejected,2020-06-27 13:41:25
22744,65,54,Arts,Admitted,2022-05-27 17:07:44
47659,97,49,Science,Admitted,2020-04-17 01:33:49
19429,38,66,Arts,Rejected,2024-12-02 15:13:27
52041,97,87,Arts,Rejected,2019-09-10 03:53:00
14513,94,90,Commerce,Rejected,2022-04-19 00:16:05
47175,38,93,Science,Rejected,2017-02-22 06:10:02
22695,32,56,Arts,Admitted,2017-09-10 03:59:53
40362,92,46,Arts,Rejected,2021-08-20 20:40:10
48498,76,71,Science,Admitted,2024-12-11 20:18:07
49159,81,49,Arts,Rejected,2019-07-24 19:24:40
34895,89,84,Commerce,Admitted,2018-09-24 04:28:12
14058,89,75,Science,Admitted,2023-02-23 11:03:39
44518,39,77,Arts,Rejected,2022-08-18 21:07:55
36249,31,81,Commerce,Rejected,2019-12-03 06:29:18
40359,91,47,Science,Admitted,2018-03-14 21:38:08
46133,50,49,Science,Rejected,2018-09-23 15:57:09
55583,72,84,Commerce,Admitted,2022-05-17 03:18:42
37469,58,61,Commerce,Admitted,2020-03-01 07:28:18
31877,36,45,Arts,Rejected,2020-10-04 00:18:48
29093,91,78,Commerce,Admitted,2023-06-30 04:39:40
12681,61,62,Arts,Admitted,2021-12-11 11:25:11
1753,97,85,Commerce,Admitted,2024-09-23 14:57:01
57339,68,87,Arts,Admitted,2019-04-23 00:14:59
52088,72,82,Commerce,Admitted,2021-04-23 23:48:52
56250,42,48,Commerce,Rejected,2017-10-17 13:16:21
18407,38,58,Science,Admitted,2017-08-13 02:15:44
55603,62,67,Commerce,Admitted,2021-03-13 00:05:59
40416,44,93,Commerce,Admitted,2024-07-30 20:47:22
9785,65,85,Commerce,Rejected,2023-12-23 22:00:20
16287,33,93,Arts,Rejected,2019-04-25 04:20:20
42002,53,67,Science,Admitted,2023-10-13 12:47:31
38074,70,91,Commerce,Admitted,2021-01-02 16:33:23
48971,79,70,Arts,Rejected,2021-01-21 20:32:30
28660,84,90,Science,Admitted,2024-08-22 14:53:59
4631,52,70,Science,Rejected,2019-07-25 04:29:29
3311,81,97,Commerce,Admitted,2017-01-28 11:23:50
56930,68,97,Commerce,Rejected,2019-02-19 04:40:33
8091,98,49,Science,Rejected,2018-11-06 10:33:42
59209,93,90,Arts,Rejected,2021-01-10 21:59:24
40839,37,73,Science,Rejected,2020-03-07 05:19:14
9860,89,64,Commerce,Rejected,2021-12-19 02:05:01
59042,93,59,Arts,Rejected,2023-11-12 03:27:38
9319,31,51,Science,Admitted,2019-05-15 06:13:32
26753,78,56,Science,Rejected,2022-06-26 21:01:38
2142,99,64,Arts,Admitted,2022-06-24 23:09:39
11773,41,67,Arts,Rejected,2020-06-17 22:40:15
795,83,59,Arts,Admitted,2019-07-09 05:24:43
59240,85,64,Commerce,Admitted,2018-08-17 23:39:58
28768,73,69,Arts,Rejected,2023-09-17 06:50:51
15329,89,89,Commerce,Rejected,2018-12-10 21:46:01
10716,53,67,Science,Admitted,2020-03-13 15:33:44
38028,59,80,Science,Rejected,2022-10-03 00:54:29
5047,98,56,Arts,Admitted,2020-07-02 16:05:48
26304,90,77,Commerce,Rejected,2019-03-30 15:38:29
41054,88,89,Commerce,Admitted,2019-03-01 09:12:59
31608,38,99,Commerce,Rejected,2020-12-18 00:00:52
23905,68,56,Arts,Admitted,2021-11-12 12:27:46
3943,65,52,Commerce,Rejected,2023-11-04 01:49:33
8228,32,52,Commerce,Admitted,2020-10-27 01:26:59
34346,45,96,Arts,Admitted,2017-08-25 06:39:11
4144,91,90,Commerce,Admitted,2019-01-26 01:01:49
42122,68,59,Arts,Rejected,2022-12-01 22:27:05
36467,73,55,Arts,Admitted,2023-08-23 11:45:41
19109,71,86,Science,Rejected,2017-09-25 13:22:20
6494,43,63,Arts,Admitted,2019-04-04 22:53:43
5369,75,85,Science,Admitted,2023-06-04 03:14:42
12139,58,84,Science,Rejected,2017-12-23 08:17:37
14052,55,47,Arts,Rejected,2023-05-22 17:50:19
35970,56,46,Science,Rejected,2023-12-19 23:38:52
52491,52,79,Science,Admitted,2017-01-22 00:29:50
55562,44,81,Science,Rejected,2023-01-19 19:12:23
31611,72,53,Arts,Admitted,2023-08-07 09:29:36
33241,54,93,Commerce,Admitted,2023-04-28 00:49:19
54432,57,78,Arts,Rejected,2017-12-18 02:42:47
46292,64,94,Arts,Admitted,2018-01-11 00:29:49
407,84,80,Commerce,Admitted,2023-08-17 00:14:57
56138,71,93,Commerce,Admitted,2020-01-07 01:15:50
32047,63,64,Science,Rejected,2022-09-22 04:02:15
13384,72,91,Science,Admitted,2020-07-06 13:16:28
9725,40,82,Arts,Rejected,2023-10-24 04:35:21
4277,40,99,Science,Admitted,2017-12-12 09:38:53
35877,39,87,Commerce,Admitted,2021-12-27 03:16:08
10345,67,97,Arts,Admitted,2024-06-01 09:36:42
47807,73,90,Arts,Rejected,2021-09-16 14:50:35
59445,40,49,Commerce,Admitted,2024-04-17 02:46:29
53730,95,51,Science,Admitted,2020-12-08 12:43:14
56131,37,91,Arts,Rejected,2024-05-05 10:41:13
3147,86,73,Arts,Admitted,2020-01-13 14:36:40
22821,95,51,Science,Rejected,2020-11-14 21:07:58
17606,85,47,Commerce,Rejected,2022-12-28 07:47:41
35687,37,78,Science,Admitted,2020-02-26 16:01:19
59095,31,96,Science,Admitted,2020-10-31 22:06:31
10209,71,72,Commerce,Admitted,2020-12-26 07:37:45
24488,30,92,Commerce,Admitted,2019-06-24 17:48:02
35246,78,82,Commerce,Admitted,2020-09-10 14:42:44
9029,46,71,Arts,Rejected,2020-05-28 00:29:11
33773,86,94,Commerce,Admitted,2020-03-26 05:03:53
8615,84,72,Commerce,Rejected,2018-01-09 12:55:23
12541,41,45,Arts,Admitted,2020-02-07 00:12:54
35710,68,57,Arts,Admitted,2018-04-18 14:32:17
9214,64,72,Arts,Rejected,2021-04-04 03:04:20
50140,48,68,Commerce,Rejected,2019-07-26 18:49:53
6280,39,46,Commerce,Rejected,2022-05-28 15:18:05
25889,59,78,Science,Rejected,2022-11-29 13:08:20
10911,49,62,Science,Rejected,2020-06-17 21:43:33
28557,67,76,Commerce,Rejected,2017-05-10 11:24:50
5346,60,99,Arts,Rejected,2017-09-15 02:44:30
35431,92,99,Commerce,Admitted,2024-08-06 09:33:10
33053,66,73,Science,Rejected,2022-12-19 22:56:29
34344,69,66,Science,Admitted,2022-11-21 17:44:22
32251,68,51,Commerce,Rejected,2017-05-22 00:40:23
37212,61,84,Science,Rejected,2019-10-03 23:59:24
28600,74,75,Science,Admitted,2021-05-25 12:10:36
2803,83,85,Arts,Admitted,2018-06-02 22:17:39
21194,57,81,Science,Admitted,2022-01-18 04:25:41
32100,99,85,Science,Rejected,2020-01-08 12:19:29
30091,56,94,Arts,Admitted,2018-02-24 05:54:22
35614,43,80,Arts,Rejected,2018-09-09 19:00:40
4000,53,64,Commerce,Admitted,2018-06-29 14:18:51
7808,76,50,Arts,Rejected,2018-09-08 20:06:34
