user_id,subscription_plan,monthly_fee,months_active,churn_risk
18752,Premium,0,32,Low
15171,Basic,499,30,High
12994,Premium,999,18,Low
28833,Basic,999,18,High
11064,Basic,999,3,High
47048,Premium,999,31,Low
4148,Basic,499,7,High
12240,Basic,499,22,High
44701,Free,499,17,Low
47575,Basic,0,2,Low
30473,Basic,999,17,High
49440,Free,499,9,High
46473,Premium,499,18,High
13750,Free,499,8,High
30053,Basic,999,8,Low
16789,Premium,499,25,Low
11236,Free,499,16,Low
36890,Free,0,9,Low
27280,Premium,0,7,Low
51543,Basic,499,14,Low
42670,Premium,499,25,Low
51745,Free,999,25,High
22547,Basic,999,27,High
58250,Premium,0,6,High
24700,Premium,0,3,Low
17648,Premium,499,11,Low
46581,Free,999,10,Low
7898,Free,999,3,High
40299,Premium,499,15,Low
32975,Free,0,4,Low
46748,Free,999,32,High
26903,Basic,0,14,Low
40096,Basic,499,20,Low
22251,Free,0,10,Low
30238,Premium,999,15,Low
45676,Free,0,8,High
19639,Premium,499,5,Low
56859,Basic,999,21,High
54780,Free,499,11,Low
22709,Premium,0,28,High
38774,Basic,999,30,Low
53111,Basic,999,7,High
15942,Basic,0,35,High
55499,Premium,0,20,Low
31757,Free,999,20,High
9823,Premium,0,21,High
32481,Premium,499,31,High
29362,Premium,499,31,Low
8332,Premium,999,15,Low
24194,Premium,999,10,Low
35614,Premium,0,31,High
34990,Premium,999,17,Low
6703,Basic,0,31,Low
22610,Basic,999,12,Low
43099,Basic,999,15,Low
27654,Premium,499,33,High
21047,Free,0,8,Low
22773,Basic,0,35,Low
43377,Premium,999,17,High
46313,Free,0,33,Low
13925,Basic,999,14,Low
37582,Premium,499,20,High
38538,Free,999,12,High
36803,Premium,999,3,High
26224,Free,999,6,High
46279,Premium,499,4,Low
5015,Premium,0,25,Low
9426,Basic,0,33,High
43646,Free,499,30,Low
46640,Basic,0,16,High
56863,Free,999,33,High
27297,Premium,999,8,Low
27992,Free,999,19,Low
2901,Basic,499,25,Low
40687,Free,499,17,Low
41873,Free,999,27,Low
43269,Basic,499,16,Low
39198,Basic,499,23,High
44773,Free,499,11,High
22894,Premium,999,1,High
13779,Basic,499,7,Low
30551,Basic,999,28,Low
57986,Free,999,5,Low
15452,Premium,499,35,High
22368,Premium,999,27,High
14107,Premium,499,35,Low
21186,Basic,499,7,Low
30543,Free,999,3,Low
41666,Free,0,1,Low
54619,Premium,0,11,Low
30075,Premium,499,24,High
48331,Basic,999,2,High
29551,Premium,999,20,High
49701,Basic,499,35,Low
45773,Free,0,30,Low
12158,Premium,499,18,Low
9892,Premium,999,27,Low
51832,Premium,999,34,Low
3322,Premium,0,17,Low
54815,Free,499,16,Low
12555,Basic,0,25,Low
13527,Basic,499,21,High
28590,Basic,0,35,Low
8386,Free,499,33,Low
15370,Basic,499,13,Low
9100,Basic,0,28,Low
9353,Basic,499,7,Low
25150,Premium,499,14,Low
27205,Basic,0,23,High
54683,Premium,999,3,Low
50527,Premium,499,4,Low
45422,Free,0,8,Low
53671,Basic,499,8,High
24227,Basic,499,5,High
5562,Basic,0,22,Low
48367,Premium,499,29,Low
12179,Free,0,1,High
26929,Free,499,9,High
631,Free,0,32,Low
57407,Free,0,15,High
5725,Basic,0,32,Low
3534,Premium,0,10,High
8010,Free,499,20,Low
46076,Premium,499,35,High
34301,Free,499,32,High
17669,Basic,0,4,Low
37765,Premium,999,22,Low
46537,Free,999,17,High
42711,Basic,999,27,High
3587,Premium,0,8,Low
12665,Basic,0,5,High
28855,Free,999,17,High
7843,Free,0,3,High
46441,Premium,0,11,Low
3164,Free,499,17,Low
43055,Free,0,14,Low
34109,Free,0,10,Low
36253,Basic,499,4,High
28485,Premium,999,22,High
5057,Premium,0,25,Low
35765,Free,0,5,Low
36230,Premium,499,35,Low
40679,Free,999,24,Low
40093,Basic,999,31,High
36591,Basic,999,4,Low
53702,Free,499,11,Low
43772,Basic,0,23,Low
26822,Basic,999,14,Low
34408,Basic,0,30,Low
15768,Free,0,19,High
25583,Basic,499,11,Low
40669,Basic,999,33,Low
46306,Free,0,20,Low
58531,Basic,0,16,Low
3505,Free,0,30,Low
29453,Basic,999,33,Low
24345,Premium,0,9,Low
39324,Free,0,31,High
25420,Basic,999,13,Low
15646,Free,999,28,Low
41092,Basic,999,5,Low
6392,Premium,0,13,Low
39627,Free,999,35,Low
25564,Basic,0,11,High
27869,Premium,999,11,High
45509,Premium,0,10,Low
29861,Premium,0,23,High
56866,Premium,499,4,High
38627,Premium,999,3,Low
41789,Premium,499,33,High
42277,Basic,0,8,High
40031,Free,499,30,Low
31748,Premium,999,25,Low
32776,Basic,499,30,High
53818,Free,0,17,Low
19338,Basic,0,25,Low
44624,Free,0,27,Low
42972,Basic,0,19,Low
56662,Premium,0,23,Low
54731,Basic,999,3,Low
43968,Free,499,14,High
21817,Basic,0,27,Low
29354,Premium,499,12,Low
7682,Premium,999,24,High
20285,Basic,0,32,Low
56698,Basic,999,5,Low
11143,Free,0,20,Low
807,Basic,0,3,High
23254,Basic,0,29,Low
36781,Basic,0,28,Low
43691,Free,999,33,Low
28110,Basic,499,12,High
58146,Free,0,1,Low
3089,Premium,999,17,Low
10469,Free,999,31,Low
6512,Basic,0,25,Low
35240,Premium,499,35,High
41634,Basic,0,29,High
1577,Premium,0,35,High
25508,Premium,999,31,High
45332,Premium,0,8,Low
27761,Basic,499,25,High
57603,Basic,999,23,Low
4495,Free,499,13,High
17593,Premium,0,31,Low
6520,Free,499,34,Low
50448,Basic,0,5,Low
55369,Basic,499,9,High
30848,Basic,499,10,Low
59636,Premium,999,23,Low
3086,Free,499,1,Low
36560,Premium,999,27,High
37779,Premium,999,35,Low
59813,Basic,0,8,Low
36689,Basic,499,34,High
56016,Free,0,20,Low
35920,Free,499,8,Low
34786,Free,0,28,Low
34272,Free,0,10,Low
19992,Basic,0,26,High
8774,Premium,499,33,High
32328,Free,499,34,Low
14324,Free,999,11,Low
24211,Basic,999,34,High
35163,Free,0,9,Low
37290,Free,999,30,Low
49599,Basic,999,4,Low
7263,Premium,0,2,Low
11286,Basic,999,7,Low
4223,Basic,0,15,Low
8182,Premium,999,1,Low
45186,Basic,0,14,Low
30523,Free,499,30,High
84,Free,499,27,Low
1102,Premium,0,21,Low
33961,Premium,0,13,High
47779,Premium,999,19,High
56214,Basic,0,12,High
58098,Basic,999,25,Low
21886,Free,999,27,Low
11681,Basic,0,15,Low
12151,Premium,999,12,Low
39090,Basic,999,16,Low
42699,Free,0,7,Low
44230,Premium,999,6,Low
24488,Premium,0,5,Low
35524,Free,999,22,Low
59230,Premium,499,3,High
20026,Premium,499,34,High
14142,Premium,999,2,High
25914,Premium,999,19,Low
7128,Premium,499,20,Low
31265,Free,0,24,Low
43069,Premium,499,23,High
23706,Basic,999,23,Low
30736,Premium,0,6,High
17153,Free,499,3,Low
16313,Premium,999,4,Low
1449,Basic,499,28,Low
48437,Premium,0,33,High
31549,Premium,999,3,Low
45050,Premium,999,25,Low
8674,Free,499,2,Low
47059,Basic,999,6,Low
33259,Free,0,9,Low
13592,Free,999,29,High
6922,Free,0,9,High
49690,Premium,999,24,Low
57209,Basic,999,14,High
59384,Basic,999,25,Low
30435,Free,499,35,Low
20803,Premium,499,21,High
57082,Premium,499,10,High
2717,Free,499,16,Low
25181,Free,999,22,High
4138,Premium,999,34,Low
16115,Free,499,21,High
57982,Premium,999,2,High
31143,Basic,999,24,Low
12412,Basic,0,14,Low
37091,Basic,999,18,High
21391,Basic,0,28,Low
1110,Basic,499,13,Low
20103,Basic,0,19,Low
59616,Premium,0,32,Low
24440,Free,499,11,High
19763,Basic,0,23,Low
17945,Free,499,6,High
52848,Premium,0,18,High
9912,Free,499,33,Low
33663,Free,0,12,High
52590,Premium,999,6,Low
25219,Free,0,19,High
20405,Basic,0,32,Low
16505,Free,499,11,Low
51915,Basic,0,26,High
31336,Free,0,21,Low
31078,Basic,0,8,Low
15542,Premium,999,1,Low
27875,Free,499,24,Low
6234,Free,0,24,Low
52078,Free,499,29,Low
25631,Basic,0,31,High
7924,Free,999,13,High
27090,Premium,999,3,High
44985,Basic,999,6,Low
9097,Premium,999,34,High
29939,Basic,0,28,Low
39305,Basic,499,29,Low
15004,Premium,499,13,Low
38208,Premium,999,6,Low
59523,Premium,0,8,Low
52526,Basic,999,32,High
8237,Basic,0,11,Low
37940,Premium,0,26,Low
21024,Premium,999,9,Low
2486,Basic,499,33,Low
1245,Basic,499,34,Low
30431,Free,999,28,Low
58427,Free,999,34,Low
33276,Premium,0,13,Low
24053,Basic,999,6,High
43354,Premium,999,34,High
58357,Basic,999,32,Low
10945,Free,499,17,High
26169,Premium,0,26,High
34575,Basic,999,6,High
52527,Premium,999,13,High
48890,Premium,499,31,Low
25748,Premium,999,7,Low
51059,Basic,999,28,Low
46956,Free,999,21,Low
8930,Basic,499,34,Low
21659,Basic,499,15,High
50811,Free,499,1,Low
10353,Free,999,7,High
45228,Premium,499,25,High
54247,Premium,0,19,Low
31253,Premium,499,12,Low
8691,Basic,499,25,Low
19090,Free,999,24,Low
52027,Basic,499,27,Low
51805,Basic,0,23,Low
3840,Free,0,2,High
50968,Free,999,18,Low
5674,Basic,999,15,High
45306,Free,999,13,Low
245,Basic,999,33,High
6746,Premium,499,33,High
47135,Basic,0,27,Low
51790,Basic,999,30,Low
5432,Free,499,32,High
52990,Basic,999,6,Low
27019,Premium,0,6,Low
52711,Free,999,15,High
21259,Basic,0,6,High
51758,Free,499,21,High
1449,Free,0,20,Low
28873,Free,499,2,Low
28638,Basic,999,23,Low
29346,Basic,0,22,Low
25423,Free,999,6,High
55884,Premium,999,1,Low
15724,Basic,999,7,Low
52791,Free,0,19,High
47051,Premium,999,29,Low
19926,Free,0,16,High
37947,Basic,999,15,Low
28352,Basic,999,11,Low
30763,Free,499,16,Low
28870,Premium,499,20,High
28836,Premium,0,2,High
9141,Premium,0,13,Low
31904,Premium,0,32,Low
53275,Premium,0,25,Low
28758,Basic,499,9,Low
31927,Basic,499,14,High
18944,Premium,999,22,Low
45718,Free,499,29,Low
19530,Premium,499,17,High
32599,Premium,999,27,High
23737,Free,499,3,Low
28454,Free,999,21,High
52967,Premium,0,27,High
24999,Premium,499,5,Low
35981,Premium,0,32,Low
31906,Free,0,1,Low
40007,Premium,0,19,High
16623,Premium,0,3,High
51692,Basic,999,11,High
26137,Free,999,6,High
352,Free,499,31,High
40246,Premium,999,4,High
24597,Free,999,27,Low
22157,Basic,499,27,High
1874,Free,499,12,High
30667,Premium,0,30,Low
32970,Basic,0,21,Low
12348,Premium,0,34,Low
30810,Premium,999,13,Low
49972,Basic,999,4,High
22067,Free,999,28,High
4183,Basic,499,7,Low
7897,Basic,499,8,Low
35343,Premium,999,23,Low
8078,Premium,499,23,High
16678,Basic,499,31,Low
46806,Basic,499,10,Low
6924,Premium,499,6,High
8222,Basic,499,13,Low
19177,Premium,0,2,High
1161,Premium,499,11,High
2191,Premium,499,35,Low
47048,Premium,0,22,Low
24238,Free,499,26,Low
3861,Premium,499,24,Low
14315,Free,0,17,High
15425,Basic,999,11,Low
45065,Free,0,10,High
17735,Premium,999,8,Low
9336,Free,499,21,High
28120,Premium,0,4,High
9615,Free,999,6,Low
25495,Premium,999,14,Low
13166,Premium,499,3,High
28266,Premium,0,16,High
19171,Free,499,23,Low
6737,Basic,499,18,Low
52004,Free,499,10,High
6633,Basic,999,35,Low
36811,Premium,499,28,Low
26805,Basic,0,26,Low
34436,Premium,0,26,Low
36669,Premium,499,24,Low
11289,Free,0,32,High
31384,Basic,499,4,Low
21487,Basic,999,24,Low
32587,Premium,499,7,Low
42567,Basic,999,34,High
15997,Premium,499,32,Low
14660,Free,999,24,Low
34516,Free,0,26,High
56477,Premium,0,7,Low
59639,Basic,499,13,Low
4249,Basic,999,5,Low
55251,Basic,0,25,High
41062,Premium,0,16,High
17189,Premium,499,12,Low
20412,Basic,999,11,Low
54089,Premium,999,29,High
21945,Premium,999,9,Low
1629,Premium,999,13,Low
48717,Free,499,27,High
5331,Free,999,3,High
40838,Basic,0,12,Low
444,Free,999,8,High
33242,Basic,999,14,Low
5908,Basic,999,6,High
20716,Basic,0,28,High
1529,Free,499,16,Low
33600,Free,0,20,High
6934,Premium,0,23,Low
7438,Premium,499,18,Low
48374,Premium,499,20,Low
44340,Free,0,7,High
37354,Basic,999,15,High
57932,Premium,999,35,Low
54500,Premium,999,18,High
11103,Free,999,32,Low
27209,Premium,999,22,High
32859,Premium,0,34,Low
26564,Premium,0,7,High
19303,Basic,999,12,Low
9545,Premium,499,16,Low
30201,Basic,499,15,Low
34187,Premium,999,17,High
57832,Basic,499,19,Low
31720,Basic,499,32,Low
12919,Basic,0,2,High
29933,Free,0,13,Low
40717,Premium,999,27,Low
22797,Basic,999,25,Low
9400,Free,499,25,Low
1294,Free,0,6,Low
40253,Premium,499,4,Low
36772,Basic,499,3,Low
42913,Premium,0,26,High
31708,Free,499,27,Low
36923,Premium,999,25,High
55231,Free,499,25,Low
56585,Free,999,35,Low
31855,Free,499,17,High
38646,Free,499,13,Low
9970,Basic,999,26,Low
55291,Basic,499,3,Low
43076,Free,999,30,High
2711,Premium,499,5,High
22888,Premium,0,15,Low
11385,Premium,0,18,High
32186,Free,0,14,High
17256,Free,0,20,Low
1463,Free,499,10,High
28792,Free,499,1,Low
39211,Free,0,33,High
41242,Free,0,8,Low
33901,Basic,499,35,High
50737,Basic,499,23,Low
32921,Free,0,31,High
30558,Premium,499,19,High
24192,Premium,499,30,Low
680,Premium,499,4,High
29572,Free,499,17,Low
44885,Basic,999,17,High
24844,Free,499,32,Low
26599,Basic,499,11,Low
22370,Free,0,20,Low
24724,Free,999,15,Low
29660,Free,999,12,Low
2091,Free,999,25,Low
52997,Premium,499,2,Low
32730,Premium,0,28,Low
9347,Premium,499,7,High
24877,Premium,999,35,Low
17167,Free,499,17,High
46217,Basic,499,28,Low
8812,Premium,0,12,High
2956,Basic,499,8,Low
269,Free,499,10,High
45284,Basic,999,15,High
39814,Basic,0,22,Low
58175,Premium,999,18,High
22438,Premium,499,30,High
15885,Basic,999,2,Low
15944,Basic,0,22,Low
30102,Basic,999,33,Low
45094,Premium,499,25,High
20769,Free,999,23,High
14035,Premium,999,21,Low
22389,Premium,0,26,Low
48597,Free,499,30,High
36488,Free,499,9,Low
32541,Premium,0,1,Low
30402,Free,499,25,Low
19929,Basic,499,31,High
28187,Premium,999,3,High
2258,Premium,999,26,Low
17772,Premium,0,21,High
14366,Basic,499,7,Low
37783,Basic,0,6,Low
4131,Premium,499,24,Low
22276,Free,499,20,Low
55023,Basic,499,11,Low
8157,Free,999,27,Low
28184,Basic,999,26,High
6408,Free,999,13,High
31685,Premium,499,1,High
21077,Free,499,33,Low
35351,Premium,999,13,Low
24823,Basic,499,26,Low
29592,Premium,499,29,High
46315,Basic,999,35,Low
26353,Basic,0,24,Low
30329,Basic,499,26,Low
35148,Free,499,32,Low
56690,Basic,499,33,Low
30749,Free,499,13,High
35244,Free,499,6,High
18079,Basic,499,28,High
55242,Premium,999,11,Low
3243,Premium,0,14,Low
21997,Basic,999,5,Low
22454,Free,0,1,High
58051,Premium,0,7,High
52649,Basic,499,13,Low
59396,Premium,0,7,Low
35169,Free,499,23,Low
30277,Premium,499,35,Low
2423,Premium,499,34,Low
28667,Premium,499,16,Low
51205,Basic,999,23,Low
785,Basic,499,30,Low
19108,Basic,999,12,Low
3235,Premium,499,35,Low
45793,Premium,0,35,Low
19924,Free,999,12,Low
46765,Free,0,24,Low
717,Premium,0,23,High
56117,Basic,999,25,High
59970,Premium,499,35,Low
10160,Basic,499,16,Low
31646,Basic,0,17,High
28758,Free,499,10,Low
43781,Basic,999,26,Low
53169,Basic,0,15,High
5451,Premium,0,20,Low
16902,Basic,499,30,Low
47975,Basic,499,7,Low
37040,Premium,499,18,High
17304,Free,0,10,Low
15998,Basic,499,10,High
9862,Premium,999,30,High
56360,Free,499,1,Low
33121,Premium,499,30,High
52029,Free,499,35,Low
23649,Free,0,13,Low
41975,Premium,499,32,Low
41360,Free,999,26,High
57084,Premium,999,21,Low
22318,Premium,499,1,Low
34218,Free,499,28,Low
14869,Free,499,16,High
55662,Basic,499,31,High
31796,Premium,499,30,Low
41294,Premium,499,19,High
48583,Premium,0,8,Low
34436,Free,999,5,Low
10172,Premium,999,29,Low
5216,Premium,499,14,Low
49013,Free,999,29,Low
35221,Free,0,10,Low
57638,Basic,999,22,Low
19157,Premium,499,35,Low
47337,Premium,999,33,High
2232,Basic,499,25,High
24123,Free,0,22,Low
27493,Premium,499,30,High
49751,Premium,0,19,Low
9605,Basic,0,34,Low
32240,Premium,0,32,Low
15337,Premium,999,9,High
56831,Free,0,25,Low
50782,Free,999,30,High
53506,Free,499,20,Low
7900,Basic,499,30,Low
45216,Basic,999,26,Low
44706,Basic,0,5,Low
52193,Free,499,24,High
31283,Premium,0,34,Low
16085,Free,499,3,Low
46429,Free,499,27,High
52967,Basic,0,4,Low
47666,Free,499,18,Low
29479,Premium,999,32,Low
49820,Premium,499,17,Low
42172,Basic,499,10,High
3121,Premium,499,13,Low
44121,Basic,0,23,High
6757,Free,0,18,High
21886,Basic,0,20,Low
20337,Basic,499,1,High
46532,Basic,499,13,High
45491,Basic,999,6,Low
47751,Free,999,34,Low
19422,Free,499,3,High
7314,Basic,0,32,High
27088,Basic,499,6,High
35452,Basic,0,34,High
16278,Premium,999,15,High
19895,Free,0,1,High
26843,Free,499,5,High
58558,Premium,999,3,Low
19882,Basic,999,11,High
24422,Basic,0,21,Low
3919,Basic,0,33,Low
5575,Premium,999,26,High
29980,Free,999,32,Low
47066,Premium,999,23,Low
6353,Basic,499,1,Low
27635,Free,999,21,Low
21909,Premium,0,28,High
46180,Premium,499,25,Low
56846,Basic,499,21,Low
26595,Free,999,11,Low
18069,Free,499,18,High
20937,Basic,999,19,Low
6116,Free,499,2,High
53310,Premium,999,23,Low
46146,Free,0,8,High
46617,Premium,499,23,High
44016,Premium,999,14,Low
39002,Basic,499,2,Low
10632,Premium,999,26,High
40253,Basic,499,22,High
40623,Free,999,12,Low
12608,Basic,499,17,Low
33289,Basic,999,7,High
743,Basic,0,2,High
21157,Free,999,12,High
30607,Premium,999,27,High
48800,Premium,999,16,High
37514,Premium,0,5,Low
54627,Free,499,6,High
54971,Basic,0,6,High
16346,Premium,0,3,High
8645,Free,0,20,Low
58728,Basic,999,2,High
44998,Free,499,6,Low
57554,Free,499,21,Low
36854,Basic,0,27,High
53711,Premium,499,30,Low
10980,Premium,999,19,High
12239,Basic,499,7,High
14131,Free,999,4,Low
12176,Free,999,24,Low
42842,Premium,999,16,Low
59735,Free,999,13,High
46490,Basic,499,3,Low
28279,Basic,999,28,Low
1453,Free,999,7,Low
53339,Free,0,16,High
43531,Basic,999,15,Low
320,Free,999,5,High
45875,Free,999,2,Low
59358,Basic,999,35,Low
54336,Basic,499,2,Low
39058,Free,0,9,High
643,Free,999,4,High
19990,Premium,499,29,High
38374,Basic,0,24,Low
47184,Basic,999,34,High
56837,Basic,999,29,Low
26759,Premium,999,35,High
10509,Premium,999,13,High
11393,Basic,0,25,Low
43416,Basic,999,22,Low
27330,Basic,499,26,Low
37017,Premium,999,11,Low
6124,Premium,999,35,Low
48171,Premium,999,3,High
34129,Basic,999,6,Low
9619,Basic,0,12,Low
56163,Premium,999,13,High
4565,Basic,0,19,High
49795,Premium,999,23,Low
20197,Free,999,32,High
19161,Free,499,33,High
48899,Free,999,18,High
874,Premium,499,15,High
57853,Free,0,21,High
39404,Basic,499,29,High
44888,Premium,0,3,High
51830,Basic,499,4,Low
18420,Premium,499,29,Low
24455,Basic,999,6,Low
18531,Free,499,29,Low
50009,Free,0,15,Low
151,Free,499,31,Low
35028,Premium,0,29,Low
728,Basic,499,13,Low
53462,Basic,0,10,Low
17771,Premium,999,5,High
18811,Basic,0,11,Low
18868,Premium,499,3,High
50897,Premium,0,19,High
34774,Premium,0,6,High
44237,Free,0,17,Low
3120,Basic,0,7,Low
46906,Basic,999,20,Low
38767,Premium,0,34,High
26572,Basic,0,18,Low
25861,Basic,499,22,High
35581,Basic,499,12,Low
5251,Free,499,14,Low
57702,Basic,999,34,Low
18220,Free,499,22,Low
59210,Premium,499,31,High
19884,Premium,999,15,High
5438,Basic,0,26,High
22590,Free,999,25,Low
49921,Premium,0,9,Low
54098,Free,499,7,Low
41522,Free,0,21,High
47382,Premium,499,16,High
11437,Free,999,11,Low
12627,Free,0,5,Low
32216,Premium,999,25,Low
30079,Free,499,20,High
27939,Premium,999,26,Low
20834,Free,499,9,Low
17207,Free,499,24,High
19628,Free,0,11,Low
10077,Basic,999,32,Low
10785,Basic,0,12,Low
4326,Free,0,30,Low
32805,Free,0,5,High
9882,Free,499,33,High
2916,Basic,499,4,Low
15703,Basic,999,11,Low
18927,Premium,0,21,Low
58299,Free,999,31,High
28753,Premium,0,18,Low
49180,Free,999,8,High
40926,Premium,0,4,High
50207,Free,499,21,Low
30296,Free,0,23,Low
46531,Basic,499,10,High
10077,Free,499,14,Low
54102,Basic,499,14,High
2748,Free,0,25,Low
12282,Premium,0,28,High
45896,Basic,499,11,Low
48116,Basic,0,25,Low
17193,Basic,499,20,High
33123,Basic,0,12,Low
58578,Free,0,26,Low
11616,Free,0,35,Low
7443,Premium,499,21,High
36577,Basic,0,19,Low
58239,Basic,0,34,Low
53389,Basic,0,17,High
32457,Basic,999,22,Low
37968,Premium,0,19,Low
9037,Basic,999,20,Low
43808,Basic,0,10,High
21209,Premium,0,28,Low
36289,Basic,499,2,Low
1953,Free,0,25,High
41404,Premium,0,13,High
39913,Free,999,33,High
3512,Basic,999,27,Low
6016,Basic,999,15,Low
7537,Basic,0,17,Low
2460,Free,0,25,Low
26289,Premium,499,21,Low
49572,Basic,0,16,High
40418,Free,999,16,Low
25456,Free,999,30,High
41046,Basic,0,14,Low
20208,Free,999,21,Low
36817,Premium,0,10,Low
23282,Basic,0,29,Low
43776,Free,499,17,Low
30205,Basic,499,7,Low
28653,Premium,999,9,High
25824,Premium,0,8,High
6760,Premium,999,11,Low
21353,Free,0,22,Low
58492,Basic,499,17,Low
36497,Basic,0,34,High
4091,Free,0,14,Low
25882,Free,499,18,Low
18298,Free,0,3,Low
7446,Premium,499,32,Low
39539,Free,499,11,Low
30132,Free,499,6,Low
54083,Free,999,17,Low
8934,Basic,0,10,High
42511,Free,0,1,Low
31347,Free,499,17,Low
45585,Basic,0,16,High
8034,Free,0,19,Low
59644,Free,0,16,Low
6849,Basic,499,9,High
12008,Premium,0,12,Low
51617,Premium,0,1,High
47999,Basic,499,19,Low
45079,Free,999,20,Low
36633,Premium,499,29,High
37973,Premium,499,33,High
5832,Premium,0,26,High
40304,Free,0,16,Low
559,Free,0,31,Low
11090,Premium,999,20,Low
38748,Premium,0,26,Low
55284,Premium,499,2,Low
29841,Basic,0,10,Low
33233,Basic,0,8,Low
596,Free,0,35,High
9280,Premium,0,14,Low
41329,Premium,999,8,Low
49622,Premium,0,25,Low
3051,Premium,999,21,High
51564,Premium,0,20,High
53150,Premium,499,19,High
54045,Premium,999,4,Low
12918,Premium,0,24,Low
5123,Premium,0,24,Low
46336,Premium,0,15,Low
43303,Basic,999,12,Low
47946,Free,999,20,Low
55251,Free,499,27,High
24320,Free,0,10,High
27560,Premium,0,21,Low
888,Basic,0,28,Low
18298,Free,0,5,High
8645,Basic,999,23,Low
29532,Premium,0,26,Low
59963,Basic,0,7,Low
16507,Premium,999,28,Low
20534,Premium,0,21,Low
5038,Basic,999,28,Low
47495,Basic,0,26,High
38124,Basic,999,19,Low
38259,Basic,0,7,Low
35808,Premium,499,8,High
35238,Premium,999,20,Low
50747,Free,499,16,Low
26173,Basic,0,33,Low
54520,Basic,0,18,High
23432,Free,0,21,High
5207,Free,499,13,Low
44486,Free,499,18,Low
47036,Premium,499,7,Low
9666,Basic,499,23,High
33937,Premium,499,34,Low
20906,Free,999,7,High
56169,Basic,499,19,Low
3806,Basic,999,24,High
7906,Free,499,12,High
9043,Basic,499,9,Low
37814,Basic,499,9,Low
29498,Basic,999,21,Low
25379,Basic,499,9,Low
38937,Premium,499,33,High
44328,Basic,0,7,High
47616,Free,0,35,Low
11856,Free,999,30,Low
56948,Premium,0,21,High
33258,Free,499,12,High
50890,Premium,999,12,High
23582,Premium,499,16,High
57008,Basic,0,4,High
46204,Free,999,6,Low
55402,Free,499,35,Low
5019,Free,999,33,High
38024,Free,499,23,Low
46482,Basic,0,6,Low
37020,Free,999,9,Low
5152,Basic,0,21,Low
39608,Free,499,27,High
35232,Premium,499,29,Low
21701,Basic,999,15,Low
3096,Basic,999,31,Low
52264,Premium,0,19,Low
41113,Premium,999,25,Low
31589,Basic,499,12,High
7157,Free,499,3,Low
45910,Premium,499,29,Low
2911,Premium,499,11,Low
36387,Free,499,27,Low
47734,Basic,999,4,Low
47893,Free,499,22,High
27070,Free,0,6,High
6678,Basic,499,33,Low
6966,Basic,0,20,High
40201,Premium,499,31,Low
33015,Free,999,27,Low
43003,Basic,499,30,High
3573,Free,999,19,Low
24117,Premium,999,27,Low
31002,Premium,999,30,Low
36251,Free,999,11,High
33423,Basic,999,13,High
20365,Basic,999,35,High
21334,Basic,499,8,Low
59086,Basic,499,12,Low
28186,Basic,0,5,Low
32795,Premium,999,30,High
28110,Basic,0,16,High
20025,Basic,999,25,High
44106,Basic,0,19,Low
12804,Premium,999,19,High
2559,Premium,0,31,High
34832,Basic,0,30,Low
38569,Basic,999,7,High
12560,Basic,0,12,Low
33934,Basic,499,19,High
51112,Free,499,1,Low
50524,Free,0,18,Low
8914,Basic,0,23,High
22186,Premium,999,9,Low
36040,Basic,999,17,High
53033,Premium,0,32,Low
31746,Basic,999,32,Low
59611,Premium,999,33,High
4433,Basic,0,10,High
45618,Basic,999,4,High
26674,Free,0,32,Low
21644,Basic,999,14,Low
22713,Premium,499,18,Low
53516,Free,999,2,Low
14734,Premium,999,18,High
7004,Basic,0,16,High
56405,Premium,499,33,High
16609,Free,999,27,High
45098,Basic,499,29,High
57589,Basic,499,25,Low
22988,Basic,0,21,Low
50706,Free,999,21,High
24699,Free,999,18,Low
27161,Free,999,9,High
11167,Free,0,1,Low
58051,Basic,999,15,Low
9867,Basic,999,21,Low
45488,Free,0,10,Low
26001,Free,499,10,High
52657,Basic,999,22,Low
57302,Premium,0,9,High
2315,Basic,499,7,Low
15403,Free,499,16,Low
41056,Premium,0,20,Low
3038,Free,0,25,Low
47695,Premium,999,4,Low
29849,Basic,0,27,High
6256,Premium,499,26,High
8279,Premium,999,31,High
17101,Free,999,28,Low
51672,Basic,499,4,Low
27650,Premium,499,25,Low
29032,Premium,499,3,Low
23550,Free,499,10,Low
31497,Premium,499,35,High
4517,Premium,999,27,Low
37523,Free,0,24,Low
26115,Free,0,25,Low
10464,Free,999,30,High
16518,Free,499,32,Low
39511,Free,999,5,Low
53024,Basic,999,3,High
7721,Free,499,20,High
40938,Free,499,8,Low
7193,Premium,999,15,Low
7555,Free,999,31,Low
50972,Premium,0,9,High
50241,Free,999,16,High
56557,Free,999,15,Low
24965,Free,0,21,Low
22258,Free,499,23,Low
10800,Basic,499,17,High
48372,Free,499,4,Low
30909,Premium,0,8,Low
32430,Free,0,2,High
44543,Free,499,24,High
44668,Free,499,31,Low
59214,Free,999,25,Low
47941,Basic,0,3,High
7050,Premium,499,26,Low
54658,Premium,999,4,High
890,Basic,999,12,High
25518,Free,999,9,Low
57000,Premium,999,19,Low
7985,Premium,0,24,Low
28132,Basic,499,16,High
37683,Basic,0,4,Low
3869,Basic,0,30,High
59019,Premium,499,5,Low
46983,Free,999,10,Low
42933,Basic,999,5,High
22793,Basic,0,13,Low
24935,Basic,999,21,Low
25380,Premium,0,23,Low
2126,Premium,999,5,High
