station_id,pm2_5,pm10,aqi_category,recorded_date
456,291,357,Very Poor,2020-08-07 00:25:55
583,207,310,Very Poor,2024-12-28 02:11:52
185,281,330,Very Poor,2024-04-22 16:08:29
170,121,128,Poor,2024-08-08 10:47:08
703,225,330,Very Poor,2019-02-24 17:18:47
742,174,190,Poor,2021-05-09 04:17:19
377,332,340,Severe,2020-11-15 14:07:57
36,34,145,Good,2024-05-06 04:58:05
166,316,324,Severe,2018-10-31 19:13:06
209,183,290,Poor,2019-12-29 20:53:36
654,27,118,Good,2024-12-05 09:15:43
537,134,225,Poor,2022-06-22 14:30:35
300,208,325,Very Poor,2023-03-07 03:32:08
90,204,321,Very Poor,2020-11-08 07:42:30
187,253,289,Very Poor,2021-12-16 16:29:35
732,108,193,Poor,2019-01-29 17:24:00
634,108,226,Poor,2021-12-16 16:41:38
48,228,309,Very Poor,2023-01-06 23:32:32
589,257,303,Very Poor,2022-11-10 20:09:13
568,112,118,Poor,2022-03-31 10:05:48
205,112,210,Poor,2024-03-28 12:54:41
83,48,56,Good,2023-01-08 20:10:35
12,102,212,Poor,2020-12-06 20:35:53
637,194,296,Poor,2018-12-01 21:26:52
129,266,309,Very Poor,2018-02-10 06:58:09
759,136,216,Poor,2020-12-18 04:10:35
648,43,48,Good,2024-10-12 21:11:00
475,348,467,Severe,2019-02-04 00:36:26
427,154,250,Poor,2024-02-03 18:10:41
377,39,109,Good,2022-02-02 18:10:30
713,220,233,Very Poor,2020-09-13 10:47:33
489,310,405,Severe,2020-10-07 12:25:40
75,141,161,Poor,2019-10-22 11:40:08
400,97,133,Moderate,2023-12-25 11:33:16
51,285,392,Very Poor,2021-06-15 00:59:17
580,173,245,Poor,2023-10-31 03:20:29
555,78,111,Moderate,2020-11-18 03:57:29
126,243,270,Very Poor,2022-02-23 22:32:20
366,216,271,Very Poor,2022-04-08 14:54:46
738,186,253,Poor,2018-12-12 12:44:00
36,182,260,Poor,2019-05-19 20:53:52
390,266,369,Very Poor,2023-08-28 03:05:17
587,262,353,Very Poor,2022-12-29 08:04:58
668,51,139,Moderate,2021-06-15 10:01:37
114,57,75,Moderate,2018-10-13 00:03:50
716,194,309,Poor,2020-09-03 13:38:04
19,28,141,Good,2018-09-28 01:34:51
443,22,135,Good,2020-02-25 07:32:53
534,284,374,Very Poor,2023-12-26 15:40:12
142,273,391,Very Poor,2019-08-02 14:21:32
499,340,444,Severe,2023-02-17 16:47:03
83,93,149,Moderate,2019-12-10 15:40:16
212,311,359,Severe,2020-03-09 20:12:58
424,108,150,Poor,2024-12-29 01:00:29
153,27,140,Good,2023-09-23 19:11:25
323,50,131,Good,2021-10-04 23:32:53
333,335,361,Severe,2021-12-07 16:58:30
12,135,175,Poor,2021-02-19 11:26:38
631,303,379,Severe,2021-07-08 04:13:19
593,150,204,Poor,2024-08-04 06:24:07
168,85,104,Moderate,2022-10-17 05:37:53
86,13,73,Good,2018-04-02 16:09:47
245,125,199,Poor,2022-02-14 04:00:24
242,311,323,Severe,2021-01-27 04:47:53
529,331,367,Severe,2019-03-13 17:24:22
492,232,335,Very Poor,2024-06-26 05:59:23
474,71,105,Moderate,2023-06-13 20:32:52
515,275,281,Very Poor,2018-08-23 11:50:01
195,120,158,Poor,2024-11-23 17:11:11
718,152,226,Poor,2020-03-29 12:13:08
188,193,246,Poor,2021-07-31 20:57:13
327,320,349,Severe,2021-02-21 20:43:35
166,92,119,Moderate,2021-03-03 10:02:48
141,60,137,Moderate,2019-01-04 00:01:17
394,89,151,Moderate,2020-04-25 17:12:17
442,120,186,Poor,2018-08-07 01:02:47
199,40,122,Good,2018-06-08 10:44:17
340,211,228,Very Poor,2018-11-24 17:37:20
734,110,164,Poor,2021-08-16 15:42:03
329,27,121,Good,2021-02-18 16:31:12
710,31,143,Good,2021-01-18 08:34:23
773,346,448,Severe,2024-07-16 01:12:22
464,241,340,Very Poor,2020-07-04 18:07:36
546,241,251,Very Poor,2020-04-30 02:30:52
795,53,151,Moderate,2020-07-11 10:53:58
768,220,273,Very Poor,2024-09-23 15:37:41
767,94,212,Moderate,2018-05-25 21:57:49
752,337,395,Severe,2022-03-09 11:41:41
106,230,263,Very Poor,2019-01-05 12:02:57
195,66,123,Moderate,2020-03-20 17:42:28
209,83,171,Moderate,2023-05-21 21:38:22
573,192,274,Poor,2022-06-01 20:45:44
447,329,339,Severe,2021-08-05 13:54:17
772,44,70,Good,2024-03-17 13:36:11
624,54,91,Moderate,2022-03-04 10:58:51
414,87,107,Moderate,2019-09-22 06:42:58
692,196,272,Poor,2020-01-03 02:51:39
768,274,331,Very Poor,2019-11-08 10:57:26
304,329,423,Severe,2019-09-21 17:42:27
124,152,185,Poor,2020-12-06 12:24:02
381,73,168,Moderate,2021-07-31 00:33:46
793,43,91,Good,2019-12-06 18:29:15
285,86,145,Moderate,2021-09-30 16:52:46
102,177,211,Poor,2021-11-25 12:43:36
15,196,278,Poor,2023-10-23 04:05:54
247,97,127,Moderate,2019-09-09 02:06:17
421,184,247,Poor,2023-05-28 22:49:09
16,141,167,Poor,2019-03-09 01:28:04
414,49,85,Good,2019-10-21 22:13:07
204,297,311,Very Poor,2019-10-13 05:44:19
87,90,133,Moderate,2023-03-01 21:31:51
780,310,337,Severe,2019-06-04 00:06:40
356,228,295,Very Poor,2019-09-01 01:06:16
711,20,118,Good,2019-04-17 16:19:43
744,99,104,Moderate,2020-12-05 22:30:18
668,173,271,Poor,2021-12-14 23:51:43
335,141,191,Poor,2019-03-24 21:30:01
412,87,177,Moderate,2024-02-13 09:57:21
479,128,238,Poor,2018-07-22 02:33:17
158,43,57,Good,2020-03-13 16:37:27
347,40,57,Good,2023-06-02 10:19:52
710,26,62,Good,2019-04-29 13:30:38
173,215,273,Very Poor,2018-11-16 04:34:22
284,43,100,Good,2019-04-05 00:23:57
426,15,66,Good,2019-02-03 08:43:34
608,226,344,Very Poor,2022-04-01 02:24:49
680,201,228,Very Poor,2024-07-15 20:35:47
564,286,303,Very Poor,2022-01-08 02:42:27
243,71,187,Moderate,2023-07-19 01:10:05
256,257,341,Very Poor,2018-11-21 12:30:19
360,85,190,Moderate,2024-12-03 06:37:59
574,272,349,Very Poor,2023-10-09 17:38:12
581,162,168,Poor,2023-10-22 07:32:33
103,297,368,Very Poor,2022-10-19 11:05:25
585,182,217,Poor,2024-05-20 10:50:44
551,77,137,Moderate,2024-05-13 10:41:17
140,97,117,Moderate,2023-07-12 09:51:23
592,329,391,Severe,2020-05-28 10:14:03
285,77,154,Moderate,2020-05-16 11:36:41
411,249,335,Very Poor,2023-09-11 12:48:04
614,156,218,Poor,2023-03-19 12:10:58
607,196,258,Poor,2024-05-23 19:34:32
519,266,317,Very Poor,2024-09-29 06:54:19
252,68,126,Moderate,2019-01-13 03:32:44
274,243,355,Very Poor,2023-02-17 05:20:09
245,74,122,Moderate,2023-07-10 08:08:36
759,108,156,Poor,2019-07-10 03:43:22
320,82,140,Moderate,2019-10-06 21:07:51
109,79,107,Moderate,2022-09-10 18:39:49
687,87,188,Moderate,2021-06-29 20:21:19
154,117,191,Poor,2020-02-23 03:43:24
432,270,377,Very Poor,2020-12-23 13:00:44
235,65,135,Moderate,2018-10-20 00:48:33
499,262,290,Very Poor,2018-01-01 02:03:47
681,217,229,Very Poor,2020-06-20 05:40:52
79,118,133,Poor,2020-10-09 10:02:05
99,43,152,Good,2022-05-01 00:00:14
382,21,126,Good,2022-05-24 01:23:34
408,92,128,Moderate,2018-01-31 12:42:14
61,45,133,Good,2020-08-18 04:55:03
43,11,112,Good,2019-06-28 20:50:07
177,332,428,Severe,2021-03-18 00:00:22
294,43,60,Good,2018-06-22 18:36:07
107,286,395,Very Poor,2021-01-30 07:08:48
776,245,261,Very Poor,2024-08-08 14:25:30
415,124,138,Poor,2019-05-19 18:09:20
305,238,278,Very Poor,2023-11-16 05:10:25
622,147,193,Poor,2018-02-07 19:35:55
101,299,385,Very Poor,2021-05-08 07:34:44
369,279,338,Very Poor,2024-12-06 21:14:40
359,213,247,Very Poor,2024-05-19 08:04:50
149,297,410,Very Poor,2019-06-08 00:57:31
201,51,58,Moderate,2018-10-01 15:02:24
637,157,197,Poor,2019-12-11 16:57:17
42,239,253,Very Poor,2021-08-24 12:59:07
482,162,267,Poor,2021-08-31 01:30:26
329,68,100,Moderate,2019-03-24 09:29:17
562,77,132,Moderate,2023-06-02 16:30:03
365,253,323,Very Poor,2023-04-27 23:44:35
773,99,214,Moderate,2020-09-26 13:17:19
279,139,177,Poor,2022-12-30 00:00:03
415,29,101,Good,2024-08-24 04:34:26
599,119,175,Poor,2021-12-03 19:09:56
398,348,361,Severe,2019-11-17 07:03:20
86,67,157,Moderate,2022-09-27 20:52:35
489,29,126,Good,2024-11-25 12:44:03
282,158,202,Poor,2023-07-09 23:12:29
742,318,419,Severe,2024-08-10 20:24:14
25,346,399,Severe,2019-12-09 16:45:10
94,190,300,Poor,2022-07-02 22:18:41
145,61,115,Moderate,2022-10-07 18:33:32
325,31,100,Good,2021-02-19 20:13:46
258,222,228,Very Poor,2023-11-13 08:36:37
342,171,268,Poor,2023-05-25 07:43:19
47,129,173,Poor,2022-11-17 02:25:39
655,304,379,Severe,2021-05-29 16:43:28
183,150,238,Poor,2023-09-07 06:48:11
151,342,410,Severe,2019-12-23 18:56:38
227,324,354,Severe,2019-02-24 16:27:23
240,260,345,Very Poor,2018-10-29 20:30:11
100,202,293,Very Poor,2024-09-07 17:43:57
35,346,379,Severe,2021-05-31 10:03:32
214,347,398,Severe,2022-08-01 19:43:18
148,299,401,Very Poor,2024-04-01 20:33:20
376,184,263,Poor,2023-10-24 14:45:54
178,86,139,Moderate,2022-06-01 13:52:04
207,89,146,Moderate,2019-10-31 03:37:35
286,81,89,Moderate,2021-01-06 04:16:31
618,188,257,Poor,2022-11-27 01:31:12
755,137,186,Poor,2023-12-27 21:52:17
231,232,318,Very Poor,2024-08-18 11:35:32
43,313,325,Severe,2024-06-13 21:14:00
653,340,450,Severe,2020-11-25 13:11:55
173,234,332,Very Poor,2018-12-29 18:48:06
119,259,333,Very Poor,2023-12-09 18:43:44
616,58,117,Moderate,2020-11-21 11:10:56
463,229,302,Very Poor,2023-10-26 07:08:47
248,118,197,Poor,2023-09-26 18:14:45
773,279,355,Very Poor,2018-10-11 19:32:24
67,150,210,Poor,2023-11-14 18:25:24
343,330,362,Severe,2018-08-23 22:43:52
143,200,316,Poor,2019-01-13 00:22:23
7,86,120,Moderate,2022-11-06 18:50:33
387,218,289,Very Poor,2024-05-04 22:06:02
730,151,270,Poor,2023-12-19 13:37:55
636,158,241,Poor,2022-10-17 14:58:53
782,237,315,Very Poor,2022-12-14 18:14:52
64,283,395,Very Poor,2019-12-19 02:14:05
191,177,227,Poor,2018-08-08 02:10:18
155,258,369,Very Poor,2022-09-10 07:00:34
772,254,371,Very Poor,2018-04-20 22:14:07
474,84,105,Moderate,2021-01-28 23:34:09
135,139,253,Poor,2021-12-05 05:14:44
367,71,78,Moderate,2018-09-09 16:34:53
731,307,375,Severe,2018-01-17 21:46:51
210,170,197,Poor,2019-10-13 21:20:23
639,121,190,Poor,2021-03-13 05:36:14
24,95,169,Moderate,2019-11-16 09:00:48
279,274,321,Very Poor,2022-03-17 23:50:13
143,232,243,Very Poor,2024-11-15 04:43:57
246,332,424,Severe,2023-10-24 16:38:59
629,199,235,Poor,2019-06-16 09:48:39
498,174,189,Poor,2021-03-01 09:22:48
705,48,107,Good,2021-10-10 12:39:56
301,100,210,Moderate,2019-09-08 13:02:20
241,277,333,Very Poor,2023-10-27 08:34:49
240,262,308,Very Poor,2018-04-15 10:09:51
509,128,155,Poor,2019-06-28 06:16:02
288,132,164,Poor,2018-11-05 04:03:51
205,179,230,Poor,2019-04-23 10:20:56
233,91,104,Moderate,2020-03-09 02:17:44
52,283,288,Very Poor,2019-01-23 10:06:09
79,238,350,Very Poor,2022-06-09 01:55:30
747,22,44,Good,2022-10-08 16:14:17
731,24,50,Good,2018-01-06 09:48:11
120,265,354,Very Poor,2024-11-28 02:10:34
671,175,292,Poor,2020-04-27 17:38:36
651,225,321,Very Poor,2022-01-10 15:45:23
428,78,93,Moderate,2018-08-10 21:29:15
543,247,328,Very Poor,2021-07-14 07:40:59
470,21,126,Good,2024-10-23 08:45:05
260,106,207,Poor,2019-11-23 01:43:06
660,188,282,Poor,2020-01-09 23:43:58
632,60,93,Moderate,2023-02-02 15:59:30
554,329,377,Severe,2022-09-05 22:23:31
507,50,91,Good,2023-02-05 21:56:07
532,340,443,Severe,2021-11-05 16:55:01
12,308,372,Severe,2023-02-09 03:04:07
360,343,371,Severe,2020-11-15 03:34:07
412,240,313,Very Poor,2023-12-27 04:33:08
666,266,365,Very Poor,2023-02-10 23:36:30
293,50,96,Good,2022-01-05 23:17:54
408,211,281,Very Poor,2024-12-22 09:34:00
637,341,395,Severe,2020-12-22 22:04:39
667,228,249,Very Poor,2023-07-02 03:22:52
592,279,313,Very Poor,2023-10-11 23:11:18
630,272,369,Very Poor,2021-10-30 08:29:55
786,195,272,Poor,2018-07-28 23:52:19
335,148,253,Poor,2024-03-08 00:36:53
453,192,300,Poor,2022-06-19 10:24:27
770,329,356,Severe,2024-05-18 10:55:20
599,348,358,Severe,2021-12-22 08:06:18
87,239,352,Very Poor,2021-11-06 04:01:01
629,282,372,Very Poor,2019-05-26 11:42:10
533,152,246,Poor,2022-05-10 19:46:59
604,259,289,Very Poor,2022-07-17 01:15:02
751,248,336,Very Poor,2021-04-18 10:31:18
370,61,79,Moderate,2023-09-11 20:24:09
393,170,179,Poor,2018-11-12 00:42:47
428,329,444,Severe,2020-03-08 12:14:11
691,289,315,Very Poor,2021-05-08 04:37:18
110,83,172,Moderate,2019-08-04 02:06:41
674,128,158,Poor,2020-02-19 13:55:38
69,213,232,Very Poor,2024-12-11 00:14:40
198,141,178,Poor,2023-02-13 20:30:27
325,226,281,Very Poor,2019-06-10 20:24:03
717,291,326,Very Poor,2024-08-06 21:15:48
205,100,116,Moderate,2019-02-12 15:59:43
513,92,103,Moderate,2019-12-08 15:02:01
607,71,98,Moderate,2018-02-23 13:11:52
401,122,240,Poor,2018-08-26 11:58:41
30,268,323,Very Poor,2018-12-19 19:39:26
775,70,76,Moderate,2022-02-26 14:21:02
287,99,205,Moderate,2021-04-12 23:45:50
718,166,237,Poor,2021-07-06 16:25:38
56,165,259,Poor,2021-02-26 03:40:09
493,170,247,Poor,2021-07-21 16:32:27
254,81,110,Moderate,2019-03-05 19:37:20
398,155,272,Poor,2022-04-05 18:02:24
439,281,370,Very Poor,2023-05-16 05:45:36
31,121,212,Poor,2023-04-29 22:27:26
120,311,401,Severe,2018-06-14 10:53:24
638,187,259,Poor,2024-03-03 06:14:35
756,217,290,Very Poor,2023-05-12 03:56:11
38,39,125,Good,2021-11-14 19:00:43
492,266,364,Very Poor,2024-02-06 18:24:09
652,110,155,Poor,2022-04-25 12:15:17
621,267,364,Very Poor,2019-01-04 19:43:39
696,105,224,Poor,2019-05-08 09:25:29
373,197,236,Poor,2021-06-01 08:14:45
402,20,75,Good,2019-08-01 23:32:13
476,200,224,Poor,2022-06-15 17:35:40
356,303,360,Severe,2020-08-16 03:21:28
498,195,278,Poor,2018-11-19 18:30:36
495,309,400,Severe,2024-06-10 09:02:44
150,196,215,Poor,2021-04-06 21:54:12
53,251,261,Very Poor,2023-07-16 12:22:12
191,85,106,Moderate,2023-03-10 04:28:43
336,83,168,Moderate,2024-12-08 01:59:18
766,313,345,Severe,2023-03-23 13:43:15
712,43,133,Good,2022-09-08 17:35:33
370,174,190,Poor,2023-04-30 08:23:40
552,318,401,Severe,2023-10-07 01:25:10
464,310,423,Severe,2020-04-15 17:38:05
75,263,292,Very Poor,2019-02-25 22:00:34
127,89,98,Moderate,2024-02-03 22:01:26
786,78,183,Moderate,2024-05-11 10:21:52
321,311,414,Severe,2023-11-10 20:10:06
485,145,210,Poor,2021-03-25 17:45:04
364,39,124,Good,2023-08-01 12:10:51
427,287,325,Very Poor,2019-07-05 07:40:11
724,218,228,Very Poor,2021-09-04 10:41:41
223,327,438,Severe,2020-09-12 11:04:05
123,333,406,Severe,2019-04-03 13:18:05
188,92,151,Moderate,2018-03-29 00:16:22
712,229,274,Very Poor,2021-02-13 07:25:54
553,245,267,Very Poor,2024-02-11 04:28:07
507,289,306,Very Poor,2019-05-20 10:37:46
592,299,385,Very Poor,2024-11-12 16:30:13
188,82,105,Moderate,2022-10-28 06:55:16
326,270,366,Very Poor,2019-02-10 22:44:38
354,80,171,Moderate,2021-12-14 06:02:03
325,290,348,Very Poor,2020-02-29 00:42:16
67,83,103,Moderate,2024-05-23 14:56:11
217,29,42,Good,2022-10-05 17:49:20
302,16,69,Good,2023-04-28 14:37:45
342,130,187,Poor,2024-12-07 06:02:12
315,86,150,Moderate,2020-10-24 10:20:58
628,326,367,Severe,2021-09-28 09:48:28
318,267,344,Very Poor,2023-10-21 09:58:42
697,161,249,Poor,2024-03-24 17:35:13
607,333,391,Severe,2020-06-28 17:52:56
67,220,306,Very Poor,2023-01-31 10:40:21
456,222,277,Very Poor,2020-07-17 07:12:25
187,236,331,Very Poor,2022-12-14 08:26:12
666,198,236,Poor,2021-09-21 10:33:57
190,181,271,Poor,2019-12-17 06:00:33
25,79,121,Moderate,2022-05-11 12:47:21
386,214,327,Very Poor,2022-01-05 22:25:57
601,307,376,Severe,2022-05-25 00:46:41
795,230,316,Very Poor,2021-01-05 03:32:16
265,162,186,Poor,2023-12-06 08:36:28
503,332,339,Severe,2019-06-25 23:23:24
60,94,161,Moderate,2020-02-23 10:09:32
395,337,395,Severe,2023-11-22 09:16:35
740,201,242,Very Poor,2021-05-01 15:49:45
273,345,406,Severe,2019-01-13 01:09:28
120,201,276,Very Poor,2023-06-02 07:11:50
98,195,236,Poor,2024-06-24 19:24:16
123,270,318,Very Poor,2023-02-07 19:04:40
326,72,95,Moderate,2023-04-24 20:19:56
529,326,443,Severe,2021-03-15 07:56:00
301,188,294,Poor,2020-08-05 13:08:51
635,323,333,Severe,2021-10-21 01:33:40
268,180,252,Poor,2024-01-26 11:38:26
765,112,156,Poor,2022-03-23 22:59:21
80,143,149,Poor,2022-05-09 02:25:14
424,83,161,Moderate,2023-12-07 13:13:48
757,158,218,Poor,2020-11-05 11:17:08
675,39,154,Good,2024-06-26 00:40:53
769,67,101,Moderate,2022-03-10 17:59:47
712,67,132,Moderate,2019-11-21 01:51:05
242,50,56,Good,2018-10-11 21:38:46
764,337,372,Severe,2023-08-20 23:29:33
478,108,193,Poor,2021-10-06 01:31:41
371,184,271,Poor,2019-03-05 23:52:03
415,120,184,Poor,2020-07-09 12:14:45
695,304,344,Severe,2024-04-09 08:07:53
712,337,384,Severe,2023-03-05 05:33:12
542,165,204,Poor,2022-08-29 11:04:20
430,97,184,Moderate,2020-08-11 09:52:47
386,57,131,Moderate,2020-06-03 04:39:39
553,158,268,Poor,2024-06-07 04:30:24
490,341,435,Severe,2024-02-19 10:12:51
107,210,328,Very Poor,2023-04-27 20:43:29
115,323,331,Severe,2019-02-05 08:22:35
211,51,126,Moderate,2024-11-02 22:42:36
727,211,244,Very Poor,2018-12-16 21:09:25
756,13,57,Good,2021-10-07 22:22:59
72,320,371,Severe,2018-08-25 13:37:12
3,271,352,Very Poor,2020-06-04 07:48:10
281,328,381,Severe,2018-09-26 04:29:30
244,79,197,Moderate,2022-10-11 21:20:19
287,73,129,Moderate,2023-01-10 22:34:03
25,296,308,Very Poor,2022-12-21 08:28:38
214,107,176,Poor,2024-10-24 16:32:23
158,206,229,Very Poor,2020-06-17 03:05:35
691,118,127,Poor,2022-06-30 20:41:59
761,35,51,Good,2019-04-23 08:42:59
202,141,166,Poor,2021-01-18 13:40:52
683,113,174,Poor,2021-12-13 20:09:04
326,307,376,Severe,2024-04-10 06:50:59
667,189,284,Poor,2023-04-12 15:36:42
93,215,226,Very Poor,2018-11-18 21:02:51
710,119,220,Poor,2021-09-02 13:41:36
620,235,281,Very Poor,2023-11-09 21:47:16
43,156,206,Poor,2022-08-27 05:40:34
638,109,205,Poor,2021-04-20 16:56:36
641,332,442,Severe,2023-12-10 10:07:58
61,270,339,Very Poor,2023-12-22 10:52:08
419,139,253,Poor,2020-08-26 09:56:48
115,199,310,Poor,2024-02-21 11:07:57
344,87,121,Moderate,2024-10-09 17:20:47
302,332,372,Severe,2022-03-16 01:51:11
97,149,210,Poor,2022-07-08 02:35:59
292,312,403,Severe,2020-08-03 03:15:39
165,140,170,Poor,2023-11-01 02:52:56
370,38,131,Good,2023-02-05 19:24:34
763,168,254,Poor,2019-09-27 06:01:51
459,232,267,Very Poor,2023-01-23 16:18:07
461,150,163,Poor,2020-02-17 22:58:34
315,345,423,Severe,2021-08-08 09:17:59
392,193,210,Poor,2021-08-27 14:08:58
369,89,102,Moderate,2022-11-22 03:57:27
19,348,453,Severe,2021-08-07 19:12:11
404,39,69,Good,2019-10-23 17:05:32
417,270,377,Very Poor,2022-04-27 05:28:01
338,271,294,Very Poor,2022-06-24 19:54:50
784,244,297,Very Poor,2023-03-28 00:48:56
687,326,378,Severe,2024-01-05 09:54:37
277,82,91,Moderate,2019-03-13 07:58:08
664,145,250,Poor,2022-06-07 18:37:26
496,318,405,Severe,2023-03-10 15:33:34
404,218,225,Very Poor,2021-03-24 05:04:38
645,55,122,Moderate,2023-02-23 04:29:22
246,290,339,Very Poor,2022-04-24 02:36:46
27,325,359,Severe,2023-02-22 13:59:03
67,310,337,Severe,2024-10-28 04:48:55
252,11,127,Good,2021-12-01 01:16:02
314,139,218,Poor,2023-08-07 04:37:09
14,313,352,Severe,2023-07-16 01:13:28
511,336,396,Severe,2023-12-12 11:16:24
672,105,178,Poor,2020-01-20 16:31:49
394,18,114,Good,2021-04-21 21:20:17
548,150,169,Poor,2021-06-05 01:26:50
329,121,223,Poor,2023-04-08 17:02:54
195,32,96,Good,2024-02-20 06:31:35
171,227,266,Very Poor,2020-04-01 05:48:42
159,41,104,Good,2022-12-18 17:25:34
606,279,305,Very Poor,2020-06-25 01:45:37
588,98,121,Moderate,2021-05-25 00:01:49
448,312,380,Severe,2023-07-17 19:15:58
363,167,207,Poor,2022-04-06 11:30:39
554,94,171,Moderate,2024-08-11 02:24:28
647,259,342,Very Poor,2021-07-30 01:52:46
582,147,214,Poor,2018-10-18 08:02:23
325,123,182,Poor,2022-11-12 13:18:09
144,175,277,Poor,2020-09-18 14:23:43
83,300,325,Very Poor,2018-07-26 04:26:01
58,89,136,Moderate,2022-01-12 05:11:47
658,109,220,Poor,2019-03-02 09:54:36
500,123,142,Poor,2024-03-14 15:06:17
397,196,311,Poor,2024-04-28 16:46:24
726,55,131,Moderate,2022-11-21 18:57:35
268,341,400,Severe,2020-04-19 23:58:55
142,150,226,Poor,2024-04-02 09:22:50
265,243,312,Very Poor,2024-07-18 15:32:02
376,158,226,Poor,2019-02-22 21:56:41
77,173,260,Poor,2022-08-04 20:19:16
606,74,99,Moderate,2023-08-09 00:43:27
454,49,66,Good,2019-12-16 21:58:44
360,290,349,Very Poor,2023-09-20 05:28:27
322,33,87,Good,2023-04-01 09:35:51
707,190,207,Poor,2024-09-27 04:07:00
720,154,177,Poor,2023-12-02 19:49:13
388,229,284,Very Poor,2022-11-30 05:48:31
43,106,183,Poor,2022-04-24 19:20:25
716,337,394,Severe,2023-05-28 09:12:37
232,297,387,Very Poor,2022-12-30 21:16:55
502,269,275,Very Poor,2021-08-07 17:56:15
444,204,286,Very Poor,2023-12-29 10:24:20
767,283,293,Very Poor,2024-10-02 02:33:23
488,340,392,Severe,2023-03-01 00:42:18
343,282,384,Very Poor,2022-12-10 23:40:16
700,119,145,Poor,2019-05-07 09:45:53
706,252,355,Very Poor,2019-07-17 20:09:30
620,324,439,Severe,2024-09-30 16:32:06
416,155,258,Poor,2021-06-22 14:19:50
254,156,258,Poor,2021-02-02 16:20:58
739,247,264,Very Poor,2018-06-22 23:02:37
355,37,52,Good,2020-01-31 23:28:22
297,234,256,Very Poor,2018-12-12 09:57:20
236,12,66,Good,2020-09-06 02:07:39
228,73,169,Moderate,2018-11-28 00:09:49
65,115,198,Poor,2022-09-10 05:33:56
271,162,181,Poor,2019-07-04 12:19:58
679,26,126,Good,2018-05-12 07:41:02
432,123,133,Poor,2023-03-22 08:33:40
166,183,197,Poor,2024-08-03 11:29:14
333,28,46,Good,2022-04-29 08:11:55
20,259,363,Very Poor,2018-11-27 21:02:28
351,317,326,Severe,2020-05-27 16:36:59
373,327,393,Severe,2018-06-15 03:27:37
366,109,144,Poor,2022-08-04 09:49:18
699,186,222,Poor,2019-10-15 15:10:49
594,111,118,Poor,2019-11-07 04:05:32
506,79,173,Moderate,2019-08-17 08:07:49
656,243,330,Very Poor,2018-04-30 19:42:28
130,271,289,Very Poor,2021-07-14 06:00:43
176,250,345,Very Poor,2018-03-16 19:15:03
176,78,190,Moderate,2023-12-02 19:28:18
88,257,307,Very Poor,2018-02-26 09:04:58
780,46,66,Good,2023-08-20 22:36:07
202,267,369,Very Poor,2020-03-05 03:34:13
561,69,113,Moderate,2023-01-08 15:59:27
52,27,137,Good,2021-06-01 04:18:24
525,33,125,Good,2020-02-24 01:53:30
93,328,353,Severe,2024-11-05 03:56:28
103,273,302,Very Poor,2019-05-04 21:14:41
204,21,35,Good,2023-07-27 23:47:37
56,341,458,Severe,2018-03-27 10:35:31
64,226,332,Very Poor,2021-03-10 04:23:17
659,323,398,Severe,2021-08-26 09:09:10
352,165,241,Poor,2019-06-10 08:09:27
6,287,351,Very Poor,2024-04-17 15:41:51
392,217,291,Very Poor,2019-08-20 23:58:06
117,161,250,Poor,2024-03-16 04:44:51
591,17,110,Good,2022-07-21 06:40:23
309,324,370,Severe,2020-05-05 02:53:33
532,95,211,Moderate,2020-04-20 00:00:44
107,152,166,Poor,2018-03-21 23:29:38
637,201,232,Very Poor,2021-08-04 06:39:12
439,323,343,Severe,2021-03-31 05:03:26
467,164,261,Poor,2020-07-19 01:15:34
245,332,435,Severe,2018-10-01 00:13:46
473,99,143,Moderate,2020-05-31 16:41:49
612,231,296,Very Poor,2023-11-19 05:12:19
41,214,265,Very Poor,2023-04-23 10:19:03
450,39,74,Good,2023-04-08 10:40:16
259,231,260,Very Poor,2022-03-02 02:31:34
444,132,159,Poor,2023-08-23 03:00:46
602,64,164,Moderate,2024-10-28 08:11:28
531,219,265,Very Poor,2022-12-23 03:08:40
267,197,262,Poor,2020-11-06 03:04:31
664,281,400,Very Poor,2023-04-07 00:01:57
220,113,187,Poor,2019-04-23 23:25:37
788,318,409,Severe,2020-04-13 00:00:49
518,79,149,Moderate,2021-02-21 15:34:03
476,226,314,Very Poor,2018-12-11 14:26:45
665,220,316,Very Poor,2019-01-27 11:52:52
24,180,289,Poor,2021-05-21 17:33:53
792,63,136,Moderate,2024-10-19 18:32:59
232,187,280,Poor,2022-02-25 16:05:53
573,58,114,Moderate,2018-10-16 15:48:40
731,32,57,Good,2020-03-26 02:42:47
19,205,226,Very Poor,2024-03-01 10:09:53
239,115,195,Poor,2024-01-12 02:49:29
398,178,191,Poor,2022-08-05 07:23:09
210,316,419,Severe,2019-11-18 05:45:08
649,158,266,Poor,2019-10-11 13:31:42
510,337,430,Severe,2019-12-31 07:55:49
755,262,354,Very Poor,2021-05-14 08:28:58
424,36,89,Good,2020-02-21 06:12:40
93,314,387,Severe,2022-02-03 01:49:39
123,44,147,Good,2019-11-10 18:07:26
426,331,408,Severe,2022-01-28 15:28:58
253,314,371,Severe,2020-01-09 19:23:38
421,177,267,Poor,2021-12-27 07:18:51
509,263,316,Very Poor,2021-10-11 16:17:59
192,106,114,Poor,2021-03-13 21:43:17
728,299,305,Very Poor,2019-08-16 12:04:34
648,111,160,Poor,2021-10-23 03:05:32
