session_id,page_visits,signups,purchases,dropoff_rate,funnel_date
262811,9753,1979,344,0.96,2022-08-08 04:32:01
342726,10987,1653,933,0.92,2021-01-02 12:27:19
402028,3583,1571,705,0.8,2023-07-31 05:06:47
448379,9907,2539,844,0.91,2018-04-24 03:24:21
429099,19370,4291,2274,0.88,2022-01-30 14:38:44
116350,17664,3218,613,0.97,2024-06-01 12:26:57
227969,11703,1431,838,0.93,2020-05-30 10:16:12
29554,11814,4269,747,0.94,2021-07-09 08:41:02
334243,10305,4158,1912,0.81,2022-05-16 22:16:05
449651,7495,946,190,0.97,2018-02-03 02:43:00
91480,16224,4746,1773,0.89,2018-05-09 19:53:24
486702,6522,3062,506,0.92,2022-03-01 03:24:47
407649,5351,1873,876,0.84,2024-12-21 08:28:22
214882,16661,2603,324,0.98,2022-03-16 01:29:08
318756,662,302,62,0.91,2023-06-20 05:31:22
365733,3142,1338,640,0.8,2018-01-03 16:34:32
247154,4067,884,245,0.94,2018-02-12 09:01:49
184059,14035,6653,2052,0.85,2022-10-01 21:08:25
248267,9477,2694,1093,0.88,2020-10-04 02:18:02
103885,17718,4729,2037,0.89,2021-03-04 12:35:02
59707,8855,2747,1589,0.82,2020-11-18 16:08:50
255368,3513,1652,882,0.75,2021-08-30 13:18:14
56689,10750,4178,544,0.95,2021-02-24 01:34:52
96275,9597,2929,1037,0.89,2020-09-10 11:44:36
240020,12630,3909,595,0.95,2023-03-25 22:16:31
446881,16572,2733,584,0.96,2023-12-17 15:41:30
439634,13938,5774,2381,0.83,2022-01-20 03:56:12
193199,13162,2085,405,0.97,2021-03-16 11:34:25
283925,18007,2717,669,0.96,2020-11-26 04:54:21
102040,19392,3449,946,0.95,2023-08-07 20:22:18
380400,18573,4456,1722,0.91,2019-11-15 17:30:25
340372,16901,8267,1266,0.93,2018-08-18 05:49:31
162437,10303,4979,2429,0.76,2020-11-04 14:16:16
234742,9014,4266,1746,0.81,2024-12-11 12:19:53
452635,6439,2803,1387,0.78,2023-09-19 04:44:35
26691,12199,4442,2361,0.81,2018-02-15 02:20:55
276732,14836,2667,866,0.94,2022-06-20 05:36:14
268602,12380,3618,1975,0.84,2024-09-30 13:47:13
322574,13933,5181,2965,0.79,2018-05-11 06:58:08
153087,18849,2967,1227,0.93,2018-09-17 18:27:30
150382,19657,8168,1815,0.91,2018-07-11 08:20:59
27552,13327,4616,2081,0.84,2018-08-21 12:02:03
271008,18468,8747,3430,0.81,2024-03-09 02:45:52
322502,15184,5528,1102,0.93,2020-08-01 20:21:32
405898,7257,2663,1123,0.85,2019-07-15 04:47:26
393764,6225,1853,772,0.88,2020-03-26 08:11:37
325961,14970,6757,1092,0.93,2019-10-24 22:41:56
267040,6697,2919,1565,0.77,2021-10-15 12:57:05
129219,10472,3402,775,0.93,2019-06-08 10:06:23
437419,8322,2476,1001,0.88,2018-05-28 10:58:09
126111,15701,5161,547,0.97,2022-10-04 18:33:14
199262,1292,518,273,0.79,2019-06-02 04:25:51
181836,15254,6561,2221,0.85,2024-02-21 11:19:08
96704,3560,1346,613,0.83,2018-09-30 03:49:36
176491,14032,5477,2151,0.85,2021-08-10 12:26:03
102954,11697,4206,423,0.96,2022-01-07 11:45:57
42631,16807,8033,2499,0.85,2018-02-09 07:45:12
16966,9268,1199,145,0.98,2019-12-15 13:28:13
327666,18937,5040,706,0.96,2021-12-22 04:16:34
355653,9723,4649,1941,0.8,2021-06-29 06:17:58
109712,6908,2608,940,0.86,2023-04-12 01:11:51
276563,2158,753,394,0.82,2022-10-15 06:22:43
345146,14506,2498,1123,0.92,2020-10-30 11:41:22
419474,1475,625,159,0.89,2021-10-06 11:00:14
29494,19306,6455,1125,0.94,2020-03-02 03:22:43
167858,2112,772,461,0.78,2023-06-23 10:24:44
488339,16958,6507,3139,0.81,2024-10-15 08:35:40
293364,14505,3575,601,0.96,2018-12-18 01:01:56
160141,13509,4085,1712,0.87,2018-04-05 17:10:20
88790,3856,479,48,0.99,2024-09-05 18:41:18
27916,5004,2391,741,0.85,2021-05-20 01:30:09
90914,5233,958,105,0.98,2019-07-09 21:48:19
375950,8725,1174,662,0.92,2021-12-16 15:38:14
358665,17903,2830,1505,0.92,2023-08-02 13:06:43
417144,11768,5796,2066,0.82,2020-04-07 07:34:40
375885,12843,5096,821,0.94,2019-08-30 07:47:33
467550,11259,5593,3115,0.72,2019-02-02 08:51:21
25030,11830,2185,775,0.93,2022-02-20 03:16:22
64872,2105,524,219,0.9,2022-05-31 11:25:33
354626,2309,451,105,0.95,2024-06-13 16:51:24
222915,8393,2233,339,0.96,2018-10-03 11:01:09
29392,4623,489,225,0.95,2023-04-24 10:38:41
8061,18093,8125,973,0.95,2020-01-04 11:31:46
408964,12261,3610,1342,0.89,2018-04-03 13:07:04
470992,14414,5935,1161,0.92,2021-05-20 11:44:31
162691,19099,7225,4190,0.78,2019-05-04 07:32:30
271403,15299,4022,1312,0.91,2019-12-01 05:32:17
303000,9096,1357,165,0.98,2022-01-22 19:57:04
341224,10721,1893,348,0.97,2018-07-27 17:40:26
361974,13273,6239,1342,0.9,2021-12-31 10:53:51
366541,15490,4167,2092,0.86,2024-01-28 17:33:33
3516,15421,6611,2035,0.87,2023-05-17 00:37:36
368383,15915,2710,968,0.94,2021-05-15 21:49:12
249320,9788,4459,805,0.92,2024-10-18 17:36:59
123223,8729,2059,1185,0.86,2020-04-25 04:01:26
83644,18105,3403,1330,0.93,2019-09-17 10:19:52
411330,9336,4005,1956,0.79,2018-06-16 03:56:21
103334,12286,4386,957,0.92,2021-01-31 21:23:01
140908,10603,2767,1359,0.87,2021-07-18 05:08:11
310688,3161,1406,690,0.78,2023-04-28 07:45:45
390398,15705,7794,3404,0.78,2021-04-17 15:41:48
333539,8481,2996,794,0.91,2023-05-15 17:30:48
464804,2594,812,427,0.84,2018-03-19 22:38:35
29027,12733,5886,1374,0.89,2019-03-25 20:38:46
232745,13871,1888,728,0.95,2019-01-31 12:54:46
292076,7307,3009,576,0.92,2022-04-15 19:56:41
363748,729,140,63,0.91,2021-11-19 16:24:11
236609,6014,1189,283,0.95,2020-11-22 13:56:10
201383,4713,1417,661,0.86,2023-05-07 06:06:19
360349,10342,3540,1282,0.88,2021-07-31 01:48:03
12141,8956,3714,1708,0.81,2024-07-01 08:42:49
327088,11915,1685,884,0.93,2022-08-20 21:57:49
30646,12905,5740,914,0.93,2022-01-12 02:44:27
347302,3223,1155,146,0.95,2019-09-19 06:43:18
332109,12602,3121,1614,0.87,2024-01-02 13:54:28
144404,11082,4927,525,0.95,2018-01-25 09:20:42
265567,4691,1061,500,0.89,2020-08-11 09:30:22
99701,10743,1878,749,0.93,2022-02-08 06:05:41
84334,172,79,26,0.85,2021-01-16 05:00:15
478907,7646,2355,555,0.93,2022-10-02 20:41:43
242258,5636,1380,252,0.96,2021-01-13 07:03:32
98810,14446,1788,524,0.96,2022-10-19 02:27:00
300030,13410,6308,1951,0.85,2022-03-20 02:33:50
285328,16834,2133,685,0.96,2021-01-22 09:16:31
141442,13995,1688,671,0.95,2020-04-10 12:12:24
442544,9965,4731,1012,0.9,2018-03-13 09:38:12
202928,13912,1849,621,0.96,2022-07-13 00:56:49
276568,9244,3844,916,0.9,2020-06-23 04:42:40
415500,18671,6978,800,0.96,2018-03-19 09:04:05
278730,6932,2100,436,0.94,2018-02-25 08:00:45
491057,1737,503,214,0.88,2023-04-15 12:05:11
132970,16048,4616,831,0.95,2024-10-07 20:49:47
170036,19778,2682,878,0.96,2018-08-15 18:09:14
395789,17048,6889,2483,0.85,2024-08-17 21:34:08
397405,453,152,59,0.87,2021-12-05 01:42:06
154727,7084,2998,1408,0.8,2022-09-24 11:50:23
306380,5627,1758,176,0.97,2019-12-18 23:21:49
458742,10756,2374,515,0.95,2023-11-08 18:06:36
58424,7031,3121,845,0.88,2022-07-13 15:52:05
284575,17154,2259,1354,0.92,2019-09-23 15:51:35
301120,10781,4000,2146,0.8,2019-08-03 05:27:52
149469,10911,2910,652,0.94,2023-11-29 06:25:43
407402,18457,2914,546,0.97,2018-11-29 19:33:11
1683,16104,7256,2148,0.87,2018-09-15 16:01:26
458080,12997,5827,744,0.94,2021-12-14 10:19:22
363526,204,28,13,0.94,2024-03-19 23:12:05
181640,14118,6802,3425,0.76,2022-07-14 13:40:00
200821,7748,1991,994,0.87,2024-07-01 12:58:23
25167,18958,3148,626,0.97,2022-05-03 12:41:21
349493,6184,2627,1298,0.79,2019-09-29 14:35:11
126484,1650,270,86,0.95,2023-08-13 03:27:09
200811,12837,2191,996,0.92,2024-06-07 04:04:03
484328,3575,882,176,0.95,2021-06-13 14:56:59
194173,6024,2809,1551,0.74,2024-09-17 08:50:58
426423,2130,416,58,0.97,2019-12-27 02:44:55
329171,10596,1440,832,0.92,2024-06-23 06:44:32
374005,6337,2004,879,0.86,2023-08-05 15:17:44
128473,18806,3449,2011,0.89,2022-07-31 09:11:37
394071,2838,1071,343,0.88,2024-07-28 12:23:44
249444,14411,1922,485,0.97,2020-01-28 03:44:01
313385,14851,3403,1542,0.9,2019-03-03 19:51:43
107970,5525,1589,905,0.84,2022-07-20 11:34:07
54531,8170,2251,512,0.94,2019-08-02 16:54:09
74172,15310,5440,2599,0.83,2024-08-27 08:33:21
351834,13321,3200,1893,0.86,2018-06-29 02:49:00
52755,9997,3724,1274,0.87,2021-07-21 07:23:35
218379,14039,2227,761,0.95,2018-11-19 11:54:40
339608,6047,2440,658,0.89,2021-04-18 14:36:06
442588,17949,3741,404,0.98,2018-07-07 02:37:35
66353,9848,1039,520,0.95,2020-05-13 17:08:21
295850,1673,168,47,0.97,2019-01-03 11:45:54
288532,1747,547,189,0.89,2021-10-21 09:58:26
75270,11040,5007,2350,0.79,2023-09-26 02:26:54
48604,14728,4352,531,0.96,2018-01-23 19:31:54
475801,7995,3819,1994,0.75,2021-05-12 12:37:10
207896,7079,3125,1311,0.81,2024-06-06 08:17:11
434968,5051,2498,517,0.9,2022-11-04 15:19:50
171240,17155,7973,3325,0.81,2021-05-08 06:59:25
244285,7224,1523,654,0.91,2018-08-11 05:29:51
479157,13560,1782,748,0.94,2024-06-11 02:43:03
445263,5783,1404,634,0.89,2024-06-16 08:01:02
494299,13258,3503,1354,0.9,2021-01-02 19:25:06
63507,4576,494,85,0.98,2019-09-30 05:14:43
137455,11114,2589,566,0.95,2020-04-19 07:46:24
286094,16460,7673,1046,0.94,2019-12-09 22:39:39
50085,10263,1897,420,0.96,2022-10-29 13:57:29
461010,12889,5988,1882,0.85,2020-06-14 17:41:20
307710,13978,3777,1607,0.89,2022-09-28 05:23:15
330483,4973,2389,1264,0.75,2020-11-09 10:05:34
245601,12917,4800,2769,0.79,2020-12-05 01:33:23
10664,18815,7775,3264,0.83,2021-08-22 06:34:49
286531,5425,1550,515,0.91,2022-12-30 08:44:28
364637,1803,669,245,0.86,2018-11-04 15:03:59
380027,5871,1840,669,0.89,2024-12-07 19:40:59
89341,15868,6186,1998,0.87,2018-04-24 02:39:04
134565,2440,1146,458,0.81,2020-11-30 01:54:07
447997,15956,6394,973,0.94,2019-07-08 11:13:28
141504,6258,1541,737,0.88,2019-05-08 13:49:18
466648,15763,3794,2274,0.86,2021-09-30 18:17:47
183944,18207,5610,1564,0.91,2021-03-31 09:37:18
484238,15742,2958,1615,0.9,2018-08-13 19:37:28
493303,17575,4502,1056,0.94,2019-08-13 00:02:52
26742,5023,1403,681,0.86,2019-02-24 18:26:59
252413,8159,1805,770,0.91,2022-05-23 23:23:51
406416,1155,478,260,0.77,2023-06-18 21:39:51
72417,6461,1541,197,0.97,2018-09-29 07:07:19
471657,13616,3895,1254,0.91,2022-01-22 03:21:23
146652,9809,1395,322,0.97,2020-10-11 10:28:34
368710,10068,4992,2416,0.76,2024-10-26 13:55:08
83428,5062,1217,609,0.88,2022-09-14 03:48:37
160346,11866,4755,1632,0.86,2024-11-18 01:21:52
92408,1520,555,197,0.87,2020-02-28 01:39:19
199593,5031,2044,1110,0.78,2021-07-28 03:44:52
387603,12802,2913,1557,0.88,2021-08-13 02:05:16
128324,12838,6283,2716,0.79,2022-11-06 06:24:34
493528,4920,2395,1428,0.71,2024-08-07 05:09:10
21122,19988,7582,3469,0.83,2022-04-03 18:58:44
190182,3062,1258,410,0.87,2021-02-09 09:24:22
111239,15897,6839,2442,0.85,2024-05-03 00:19:32
186835,11485,1630,703,0.94,2022-01-26 22:50:52
222574,11932,2044,956,0.92,2018-06-26 11:40:46
443450,12840,4128,1770,0.86,2018-09-03 19:41:58
182126,4306,1018,521,0.88,2024-07-24 18:33:11
180474,6293,2905,952,0.85,2021-11-12 04:56:00
1703,18076,3289,1546,0.91,2022-06-23 18:24:37
497438,15162,4969,1218,0.92,2020-04-14 19:53:21
491966,15677,2994,1641,0.9,2022-12-13 17:30:52
337370,15342,5918,2212,0.86,2021-04-24 17:19:30
366582,12458,3178,1874,0.85,2023-08-24 12:26:27
19209,15603,6319,2237,0.86,2019-01-15 21:39:06
281801,15546,7153,3277,0.79,2018-08-09 03:28:39
103453,7222,1450,373,0.95,2018-08-09 08:20:01
87093,18466,5096,1812,0.9,2018-07-10 18:09:17
428253,5040,2479,742,0.85,2022-08-30 15:03:57
220198,1191,326,104,0.91,2020-07-15 03:20:04
301212,3765,846,85,0.98,2018-08-15 13:46:16
100570,19714,3980,1420,0.93,2023-04-17 10:54:18
330495,16718,5321,1107,0.93,2024-03-05 15:46:33
263643,4665,1898,735,0.84,2021-01-31 04:11:17
367697,8285,3545,634,0.92,2018-03-31 01:12:52
113563,3718,1472,388,0.9,2023-01-30 09:55:12
289519,16117,2074,742,0.95,2023-11-13 11:16:03
346268,312,48,18,0.94,2018-06-22 18:09:20
228333,9001,2404,315,0.97,2022-03-02 19:20:47
14314,19445,8432,3327,0.83,2020-09-13 08:46:19
461207,14652,2178,904,0.94,2023-09-23 00:24:45
415201,9552,2805,1299,0.86,2019-02-05 16:43:43
452282,321,39,4,0.99,2018-11-14 22:36:29
347954,10259,1556,226,0.98,2023-11-19 14:14:50
251079,9435,3741,603,0.94,2023-10-16 18:05:55
116927,1289,315,109,0.92,2019-11-19 03:19:35
244107,5889,2399,674,0.89,2018-10-23 13:49:45
196640,17963,5736,2469,0.86,2021-10-13 17:48:47
443292,6069,2259,1056,0.83,2024-01-27 01:05:07
174878,19234,4730,895,0.95,2018-05-30 01:17:43
336209,9480,1273,210,0.98,2019-12-30 05:59:02
212955,18245,2405,419,0.98,2019-09-18 08:46:15
132997,480,132,48,0.9,2023-05-07 03:54:36
487030,6818,1122,169,0.98,2024-06-28 12:13:46
272065,18340,6363,2406,0.87,2024-02-23 09:06:30
278238,7617,3604,1478,0.81,2018-05-30 03:41:31
45894,14525,3396,1827,0.87,2023-05-03 09:34:54
313274,1366,595,301,0.78,2024-07-28 07:53:15
56833,13622,5783,2506,0.82,2020-09-23 22:31:58
240031,1905,208,105,0.94,2022-09-14 17:59:16
183530,9055,2099,953,0.89,2020-01-08 23:12:06
495371,12412,3042,1743,0.86,2023-08-10 08:31:39
353267,8293,3634,1049,0.87,2019-06-29 19:44:42
269434,9423,3357,1125,0.88,2022-03-26 14:04:30
466416,3720,1571,460,0.88,2024-06-17 22:23:15
361185,14928,6812,2449,0.84,2018-01-22 00:41:17
131581,15443,3753,1435,0.91,2022-06-22 00:52:51
472945,748,80,43,0.94,2020-06-29 20:16:11
269541,10802,2855,1520,0.86,2023-03-14 17:31:52
117018,12219,5123,595,0.95,2019-03-23 14:28:04
430806,2527,257,112,0.96,2024-08-21 21:51:26
299058,4724,1757,326,0.93,2018-03-16 10:57:51
215095,14687,4768,2696,0.82,2019-04-13 16:27:05
488373,9179,4469,2212,0.76,2021-03-18 22:15:57
92136,11574,1960,352,0.97,2023-04-10 13:53:45
182515,16973,8320,4678,0.72,2022-08-24 23:15:04
458927,2751,275,114,0.96,2024-12-05 18:03:53
362888,14656,4822,1425,0.9,2019-07-11 11:13:59
393216,14018,6010,2593,0.82,2018-07-02 01:38:57
91072,9471,4556,1239,0.87,2022-05-04 16:08:44
458359,10858,2569,1346,0.88,2018-11-06 13:27:03
279096,7194,1602,373,0.95,2019-10-13 13:33:32
90624,6613,1078,413,0.94,2024-02-26 08:59:56
402539,17929,2804,1502,0.92,2021-02-05 16:59:19
187839,4203,460,162,0.96,2022-12-26 05:37:11
427183,14602,3849,1022,0.93,2021-06-01 08:09:51
105748,17226,5020,2084,0.88,2019-05-24 16:40:05
345313,3656,1061,348,0.9,2020-06-07 03:21:40
212032,390,170,54,0.86,2020-06-24 03:24:31
159657,8555,3881,1711,0.8,2022-09-20 16:57:57
115181,9465,2995,627,0.93,2019-05-14 11:37:35
136495,4825,2057,1007,0.79,2022-09-27 19:49:23
156994,14685,6476,1026,0.93,2021-01-06 18:49:41
225433,9103,979,195,0.98,2022-01-03 05:58:44
486386,4266,588,285,0.93,2020-01-26 04:44:52
400526,8256,3924,1420,0.83,2022-05-28 22:40:14
493175,3073,1097,488,0.84,2023-01-14 15:38:12
23898,15403,5404,1264,0.92,2024-12-15 02:53:39
41856,10450,2268,381,0.96,2019-03-03 12:12:50
319946,12035,3384,1409,0.88,2020-10-10 00:24:57
214904,19244,2141,1020,0.95,2022-05-18 02:04:55
129246,7554,1945,440,0.94,2021-09-02 18:52:59
42356,7552,3662,1727,0.77,2024-08-02 22:55:49
47532,4058,533,68,0.98,2019-05-16 17:39:06
85437,7591,1539,469,0.94,2022-01-09 08:32:09
340177,10550,2506,497,0.95,2024-10-12 14:47:28
68133,8205,1827,619,0.92,2022-12-29 09:59:43
211088,5034,1399,172,0.97,2019-02-16 19:52:41
211197,19519,3689,432,0.98,2021-11-22 23:53:12
80975,738,228,88,0.88,2023-02-15 00:04:08
249485,13276,5998,2393,0.82,2023-10-04 06:24:26
212457,18242,2525,1323,0.93,2020-07-29 09:50:12
277338,17248,5776,2878,0.83,2020-10-06 00:47:48
433451,3044,356,73,0.98,2024-02-22 22:34:51
341539,3467,1400,454,0.87,2023-01-16 08:13:00
253631,6954,3109,1787,0.74,2022-01-01 09:12:26
210289,11062,3013,1221,0.89,2019-07-20 17:30:36
259129,7091,2207,602,0.92,2024-05-06 20:17:33
464776,17348,5477,689,0.96,2021-12-09 09:10:02
149466,2406,1126,517,0.79,2020-07-29 19:12:35
462152,13821,5841,2872,0.79,2023-04-14 07:31:57
179712,19425,1990,1086,0.94,2018-05-16 10:33:19
375427,4416,903,429,0.9,2023-07-26 12:53:49
108434,7844,2360,893,0.89,2018-09-12 15:35:17
161692,15779,3793,952,0.94,2018-08-16 23:58:18
123622,7035,3406,570,0.92,2023-07-12 16:06:36
441678,9795,4389,2580,0.74,2024-10-07 12:22:33
71579,5495,2441,1409,0.74,2020-04-15 08:57:49
97675,9460,2440,263,0.97,2021-08-21 20:40:20
478845,16233,5294,1740,0.89,2021-06-18 14:03:17
340922,11231,5375,2612,0.77,2019-01-22 17:12:26
53352,19163,8310,1284,0.93,2023-09-15 16:31:55
2137,18858,2717,1308,0.93,2023-10-11 10:10:34
379111,14942,5120,2444,0.84,2021-08-01 13:10:33
100001,10006,1232,482,0.95,2018-06-16 04:01:12
101441,12527,2317,796,0.94,2022-05-05 02:20:13
69152,6506,2567,1336,0.79,2019-10-26 10:06:58
478269,14141,4916,587,0.96,2023-08-25 13:01:02
59062,19655,7066,1520,0.92,2021-12-01 08:18:31
60912,498,166,63,0.87,2019-04-23 23:31:50
362413,11897,5318,2512,0.79,2021-12-28 15:26:00
92915,15257,1732,877,0.94,2022-07-10 03:44:39
89296,4971,573,147,0.97,2024-12-25 20:31:25
99922,588,193,20,0.97,2021-08-18 15:53:16
339085,7837,2069,498,0.94,2020-07-10 16:50:36
25574,17940,7113,4109,0.77,2019-06-13 10:36:11
434263,523,133,69,0.87,2024-09-18 05:45:54
293021,2005,526,57,0.97,2019-04-17 14:07:52
213515,7715,2722,1064,0.86,2021-05-21 07:36:32
260112,19565,3266,951,0.95,2024-09-16 20:29:04
455763,726,331,72,0.9,2018-03-10 08:00:16
456441,7058,1642,198,0.97,2023-01-22 21:42:58
207003,14956,2295,519,0.97,2023-01-18 07:39:19
39764,13198,3956,1828,0.86,2019-11-30 21:46:41
230192,9409,4181,507,0.95,2020-09-10 14:53:22
411397,18377,7087,3062,0.83,2022-12-26 02:18:02
244869,18918,6396,989,0.95,2020-03-30 16:26:56
175473,10413,4909,1826,0.82,2024-08-29 10:36:01
236777,13763,2338,366,0.97,2020-04-16 00:06:58
363003,13195,3483,2083,0.84,2022-03-24 11:40:47
194869,17526,3060,1179,0.93,2021-03-24 17:38:54
426816,14525,5185,1356,0.91,2022-10-07 00:59:01
347653,1383,313,32,0.98,2019-12-01 07:39:11
485938,17004,6974,1037,0.94,2023-04-30 01:05:05
245164,10947,3955,1523,0.86,2023-03-23 16:59:23
487153,19405,4603,2626,0.86,2024-07-18 04:49:03
103382,713,219,27,0.96,2019-04-26 19:44:58
98414,11106,5255,668,0.94,2022-07-11 19:19:31
188573,13578,3508,1005,0.93,2024-10-29 02:11:15
126268,717,173,97,0.86,2021-06-13 05:31:18
273850,9668,3106,584,0.94,2021-07-20 19:15:53
227894,16719,4023,794,0.95,2023-08-10 07:55:09
274579,17065,5176,2476,0.85,2019-04-21 11:21:10
397439,3753,1776,794,0.79,2019-06-04 21:57:55
318968,5888,1761,1040,0.82,2024-06-28 03:05:08
497490,10446,3271,1099,0.89,2022-10-28 05:47:36
260906,10730,5176,1181,0.89,2021-09-09 12:27:38
148020,9962,2963,307,0.97,2018-06-30 20:36:11
54378,9625,4513,1335,0.86,2022-09-23 23:20:07
224453,14099,4567,2216,0.84,2019-04-18 19:29:30
111092,5975,1447,383,0.94,2024-05-16 23:36:31
493553,10586,3627,1896,0.82,2023-02-03 16:50:48
77388,17816,3800,1515,0.91,2018-07-31 17:33:52
458357,4776,1767,512,0.89,2018-04-13 21:29:11
193647,5633,2073,382,0.93,2018-11-04 02:08:27
347395,12050,3987,1565,0.87,2024-08-16 06:55:30
74035,6718,2997,971,0.86,2024-08-11 16:25:11
352749,16115,3213,575,0.96,2021-04-22 16:13:47
218886,4833,2134,316,0.93,2020-10-05 12:25:41
316376,5522,885,312,0.94,2018-12-21 10:56:54
88028,19229,4965,2407,0.87,2018-10-10 00:33:25
206211,8884,3249,390,0.96,2022-06-18 07:16:15
323824,9587,4486,1890,0.8,2018-09-15 05:19:18
15552,7697,3446,1350,0.82,2021-07-07 07:49:39
275022,8685,3736,1240,0.86,2024-05-04 02:14:17
397125,3773,1210,549,0.85,2020-03-17 02:36:46
6231,2852,1398,304,0.89,2020-11-21 13:10:13
211341,13796,4902,2770,0.8,2022-05-17 06:56:28
59020,11964,1883,1088,0.91,2021-07-10 17:03:25
315266,14326,3331,1164,0.92,2019-10-27 05:55:21
333873,19856,8815,4737,0.76,2020-10-02 05:36:22
153528,645,68,17,0.97,2020-04-25 07:44:27
289042,9001,2522,1421,0.84,2021-12-22 02:42:48
382238,5346,1496,752,0.86,2023-05-24 18:26:15
470350,19975,4103,1803,0.91,2023-10-03 08:43:05
194623,2071,1006,247,0.88,2024-04-09 05:03:48
409313,10426,3590,1988,0.81,2021-03-24 23:05:40
86286,17307,3692,405,0.98,2024-05-28 08:59:24
203679,14685,7098,1640,0.89,2024-04-24 20:47:13
420418,14999,6524,3189,0.79,2019-04-23 02:43:38
105899,11637,3820,1211,0.9,2024-01-04 06:01:59
370740,4748,2228,522,0.89,2018-07-26 10:23:07
488167,12396,1559,259,0.98,2024-12-23 17:56:38
177731,1607,207,122,0.92,2018-12-24 23:04:32
493615,19334,6270,3020,0.84,2020-08-13 23:41:44
178218,1448,305,82,0.94,2022-11-16 10:58:28
188376,4540,787,452,0.9,2024-11-17 00:19:13
320785,4742,1780,661,0.86,2023-08-31 15:30:56
167236,3556,1202,363,0.9,2020-08-15 06:19:58
489874,17377,6022,1546,0.91,2018-04-12 00:41:19
26987,4007,1929,693,0.83,2018-08-14 02:20:28
86366,9609,4488,587,0.94,2020-08-05 21:37:25
81716,16404,7642,1940,0.88,2020-01-23 13:31:45
122976,6016,2308,359,0.94,2021-05-13 13:27:09
454994,12113,5249,1164,0.9,2023-08-01 11:08:56
278207,304,91,50,0.84,2021-11-05 19:24:59
138318,11802,3409,1588,0.87,2018-11-15 11:20:56
272317,277,71,39,0.86,2024-01-23 17:18:29
246257,17581,4884,2128,0.88,2021-10-08 01:42:04
345217,1381,587,169,0.88,2021-11-03 07:11:16
247556,6882,3013,1168,0.83,2022-11-02 14:27:59
478080,10341,1442,631,0.94,2019-08-06 04:30:10
30878,1413,179,34,0.98,2020-07-30 10:50:36
338086,19732,7716,4045,0.8,2021-10-11 13:03:55
212547,8159,2432,409,0.95,2020-07-25 22:19:05
220671,15962,6453,2681,0.83,2020-10-21 09:00:30
450092,5978,1278,129,0.98,2021-06-16 09:34:36
403650,2976,345,81,0.97,2021-01-06 05:28:19
172900,11358,5592,1930,0.83,2023-05-26 02:28:47
215747,11194,4977,2415,0.78,2023-11-15 09:12:56
378660,11728,5494,1133,0.9,2020-01-14 22:54:14
426220,4246,645,125,0.97,2022-01-10 16:49:21
307125,12449,5743,755,0.94,2019-11-04 04:51:27
229722,7881,3485,1811,0.77,2020-04-13 02:20:28
286494,3884,1652,793,0.8,2022-10-19 11:15:28
376229,12030,4352,2028,0.83,2018-07-28 01:26:19
120170,9881,2108,531,0.95,2023-08-14 22:17:19
106537,9166,2282,1054,0.89,2020-03-27 11:40:55
339216,6694,3341,1746,0.74,2021-09-19 22:14:40
267820,14950,6088,2058,0.86,2019-07-05 23:44:41
41427,17041,4184,1655,0.9,2022-02-07 11:50:17
261384,2659,1226,584,0.78,2018-09-06 08:54:38
253815,5601,615,146,0.97,2023-02-01 20:54:05
70489,4015,801,252,0.94,2018-12-01 09:29:39
298528,9495,1846,942,0.9,2019-01-15 04:48:37
121553,14787,7232,1397,0.91,2018-09-24 01:41:22
402045,15876,4972,1350,0.91,2022-10-11 15:42:32
258025,18684,2589,332,0.98,2024-03-11 00:42:45
463507,3406,1032,330,0.9,2018-04-09 07:35:09
113763,149,41,23,0.85,2019-11-06 15:54:55
122174,14196,4732,1543,0.89,2023-04-14 20:40:49
330397,18426,4823,2428,0.87,2020-07-15 21:12:12
137620,12687,3450,470,0.96,2020-01-07 00:52:27
454633,8582,1154,543,0.94,2022-12-17 05:16:05
377308,7106,3035,740,0.9,2021-11-11 16:39:33
29465,7286,1141,171,0.98,2020-01-30 17:46:00
246424,18855,5096,813,0.96,2024-05-25 02:09:59
86242,16116,1732,344,0.98,2024-07-02 01:59:43
237123,1273,543,100,0.92,2018-08-21 06:53:54
335081,12801,2970,1424,0.89,2018-07-21 02:47:56
108425,14399,5518,3160,0.78,2021-03-22 21:59:41
121323,226,43,7,0.97,2020-06-12 22:31:29
116399,8753,1670,235,0.97,2022-03-13 11:49:01
335328,5828,2076,583,0.9,2022-08-30 05:16:02
449588,14884,5109,1775,0.88,2022-12-02 13:12:45
188681,14661,4402,1806,0.88,2020-11-02 10:00:43
240265,18338,4338,1531,0.92,2021-01-18 07:23:21
15002,19144,8440,5009,0.74,2020-02-23 22:09:48
132997,7514,3355,1060,0.86,2024-12-18 21:03:05
379872,12774,5651,1377,0.89,2018-05-23 23:33:49
168314,3101,1226,538,0.83,2018-02-23 02:56:48
405820,4646,1332,228,0.95,2019-01-11 04:36:01
476668,493,59,11,0.98,2018-03-31 03:05:46
354966,11597,4087,1836,0.84,2024-03-03 22:40:37
77149,11175,5519,1345,0.88,2018-04-02 22:40:31
457991,3833,898,152,0.96,2018-04-22 13:42:20
63339,9414,1894,442,0.95,2020-11-08 10:40:35
321914,363,114,49,0.87,2021-01-02 22:29:00
273020,18048,5774,710,0.96,2024-01-14 16:31:16
