customer_id,monthly_revenue,customer_lifespan_months,customer_lifetime_value,segment
20367,631,23,14513,Mid Value
4775,4493,21,94353,High Value
25029,6649,51,339099,Low Value
1822,9962,52,518024,Mid Value
19910,7010,33,231330,Low Value
15351,5199,32,166368,High Value
18242,1929,48,92592,High Value
8945,5495,42,230790,High Value
9277,9691,45,436095,Low Value
23143,7035,26,182910,High Value
24238,1522,42,63924,High Value
12661,9017,21,189357,Mid Value
435,8203,13,106639,Low Value
14212,3383,37,125171,Mid Value
15763,3794,7,26558,Mid Value
13138,6937,59,409283,High Value
20430,5155,12,61860,High Value
19871,7531,38,286178,High Value
12620,1645,45,74025,Mid Value
651,684,41,28044,High Value
10579,425,28,11900,Low Value
18185,841,24,20184,Mid Value
2242,3880,14,54320,Mid Value
10613,3840,28,107520,Mid Value
16460,7183,27,193941,Low Value
8879,667,23,15341,Mid Value
372,4316,51,220116,High Value
22726,4630,20,92600,Low Value
15767,9475,28,265300,High Value
19091,7002,14,98028,Low Value
18140,6680,32,213760,Low Value
25836,4751,25,118775,Low Value
28713,7712,26,200512,Low Value
29556,5190,39,202410,High Value
16190,5132,13,66716,High Value
2150,1346,52,69992,Low Value
19267,8903,1,8903,High Value
11194,1102,41,45182,Mid Value
26244,4851,7,33957,Low Value
26675,1435,15,21525,High Value
20766,828,24,19872,Mid Value
2177,958,12,11496,Mid Value
20014,1396,14,19544,High Value
20219,9484,17,161228,Mid Value
27714,2041,47,95927,High Value
20267,6475,42,271950,Low Value
13832,428,14,5992,High Value
19560,936,56,52416,Mid Value
25392,9770,4,39080,High Value
5714,4223,48,202704,Low Value
1985,6540,27,176580,High Value
6967,8348,39,325572,High Value
25002,5068,48,243264,Mid Value
1601,495,9,4455,Mid Value
21748,5137,37,190069,High Value
21329,1210,15,18150,Low Value
11271,5238,41,214758,Low Value
8038,2011,25,50275,Low Value
13792,2134,58,123772,Mid Value
15249,9941,44,437404,Mid Value
27967,8850,49,433650,Mid Value
11066,5938,1,5938,Low Value
12483,7266,3,21798,Low Value
24262,4708,30,141240,Low Value
22609,3876,55,213180,High Value
17365,3008,20,60160,High Value
5705,6688,39,260832,High Value
26373,3569,7,24983,High Value
26109,1409,10,14090,Mid Value
29036,6566,18,118188,Low Value
2595,1575,27,42525,Low Value
28597,3443,4,13772,Mid Value
21623,8592,28,240576,Mid Value
22794,9101,43,391343,Mid Value
4545,1565,26,40690,Low Value
28270,9629,30,288870,Low Value
222,6542,59,385978,Low Value
25533,9601,27,259227,High Value
20133,4408,3,13224,Mid Value
26934,9634,26,250484,Mid Value
25877,6439,27,173853,Low Value
16033,229,29,6641,Mid Value
28194,7843,58,454894,Mid Value
4869,8935,3,26805,High Value
17973,1813,41,74333,High Value
3769,2907,34,98838,Mid Value
28456,4072,58,236176,High Value
11665,2250,17,38250,High Value
18499,6109,42,256578,Mid Value
28657,7615,22,167530,Low Value
28918,1992,36,71712,Mid Value
24612,8160,56,456960,High Value
22710,2600,34,88400,Low Value
26171,9621,25,240525,Low Value
10019,6095,31,188945,High Value
13718,4545,25,113625,Low Value
784,2360,6,14160,Mid Value
2780,8563,44,376772,Mid Value
11009,520,54,28080,Mid Value
8015,7331,17,124627,Low Value
20900,712,36,25632,High Value
23318,8995,13,116935,High Value
1236,7637,4,30548,Mid Value
6982,7071,14,98994,High Value
15598,8224,49,402976,Low Value
26950,1561,48,74928,Mid Value
2846,3062,11,33682,Mid Value
5799,7482,36,269352,Mid Value
2235,3028,8,24224,High Value
2418,6535,51,333285,High Value
7355,8237,46,378902,Mid Value
26255,8525,49,417725,High Value
14183,3965,41,162565,Mid Value
16674,9036,38,343368,High Value
3359,2343,9,21087,Low Value
15284,1939,41,79499,Low Value
285,2261,45,101745,High Value
15293,6666,55,366630,Low Value
20550,4835,58,280430,Low Value
15001,7022,17,119374,Mid Value
1180,7336,30,220080,Low Value
5622,8548,20,170960,High Value
4668,7372,12,88464,Mid Value
8717,6949,20,138980,Mid Value
5442,9384,32,300288,High Value
24577,4510,8,36080,Low Value
2710,1470,42,61740,Low Value
27962,3263,44,143572,High Value
27901,1736,42,72912,Mid Value
23002,8560,8,68480,Mid Value
28875,5196,7,36372,Low Value
26001,5474,11,60214,Low Value
854,4117,9,37053,Low Value
22984,7397,55,406835,Mid Value
29563,8581,16,137296,Mid Value
21967,554,10,5540,High Value
8581,2798,10,27980,Mid Value
27741,7758,32,248256,Low Value
5626,8644,52,449488,Mid Value
24206,3861,47,181467,High Value
13329,9759,19,185421,Low Value
13693,7315,4,29260,Mid Value
17647,4718,17,80206,Low Value
23363,7849,25,196225,High Value
10825,5811,22,127842,Low Value
12123,1800,55,99000,Low Value
17659,3703,9,33327,Low Value
5756,9870,3,29610,Mid Value
10359,5579,43,239897,Mid Value
22732,240,26,6240,Mid Value
5404,4460,8,35680,Mid Value
8192,4577,26,119002,Low Value
16782,1342,40,53680,Mid Value
23896,3611,9,32499,Low Value
26928,9747,36,350892,High Value
4214,9445,32,302240,Mid Value
11144,7658,4,30632,High Value
10011,4779,8,38232,Low Value
21680,9207,1,9207,High Value
21078,7677,18,138186,High Value
4183,8314,34,282676,Low Value
10682,6118,57,348726,Mid Value
12146,2841,32,90912,Low Value
11131,1000,2,2000,Low Value
15731,4777,37,176749,High Value
24864,4914,15,73710,Mid Value
14045,8515,14,119210,Mid Value
11147,4207,23,96761,Mid Value
9425,6449,6,38694,Low Value
28446,1881,50,94050,High Value
26559,3453,26,89778,High Value
21102,9154,24,219696,High Value
13940,4137,52,215124,Low Value
7517,4955,31,153605,Mid Value
135,5601,2,11202,Mid Value
2218,6645,12,79740,High Value
4661,2537,25,63425,High Value
26987,6764,1,6764,High Value
13216,343,54,18522,Mid Value
7028,7638,47,358986,High Value
9657,3440,42,144480,Mid Value
17575,7958,22,175076,Mid Value
23042,7841,50,392050,Low Value
12836,2927,33,96591,Low Value
14080,1253,48,60144,High Value
8944,3024,49,148176,High Value
26067,3806,53,201718,High Value
9487,4420,44,194480,Low Value
18683,3605,11,39655,Low Value
8947,4830,35,169050,High Value
17147,9955,58,577390,Low Value
1083,7513,32,240416,Low Value
10662,7790,4,31160,High Value
15621,6545,27,176715,High Value
22293,9143,4,36572,Mid Value
12819,8003,21,168063,Mid Value
23067,1922,25,48050,High Value
5839,4117,48,197616,High Value
8068,7580,37,280460,Mid Value
16625,2093,31,64883,Mid Value
8669,1201,38,45638,High Value
3094,4407,38,167466,High Value
17803,9833,3,29499,Low Value
10226,4483,48,215184,Low Value
254,2845,5,14225,Low Value
6721,2076,40,83040,High Value
29587,9521,54,514134,Low Value
8655,7802,30,234060,Mid Value
26991,9038,16,144608,High Value
7758,2927,46,134642,Mid Value
10545,4855,49,237895,Low Value
3300,3813,29,110577,Mid Value
2914,3714,56,207984,Mid Value
22895,8949,10,89490,Mid Value
16926,4803,23,110469,Low Value
15572,1222,46,56212,Low Value
10156,7017,25,175425,Mid Value
28456,7507,40,300280,Mid Value
29743,7389,54,399006,Low Value
27287,618,32,19776,Mid Value
15826,3807,51,194157,Mid Value
17801,1463,23,33649,Mid Value
22955,8962,20,179240,High Value
28407,9263,49,453887,Mid Value
28895,7402,49,362698,High Value
27365,2666,44,117304,Mid Value
4545,3390,41,138990,Mid Value
17296,5101,8,40808,Mid Value
3932,2779,22,61138,Low Value
18592,4705,46,216430,High Value
22147,2417,37,89429,Low Value
24621,1441,25,36025,High Value
22334,1858,32,59456,Low Value
16070,4023,57,229311,Mid Value
2361,2137,40,85480,Low Value
8271,2957,9,26613,High Value
6890,808,29,23432,Mid Value
23575,2833,47,133151,Mid Value
7941,1531,57,87267,High Value
28233,1419,32,45408,Low Value
26385,5965,11,65615,Mid Value
8984,7892,33,260436,High Value
10213,4667,17,79339,Low Value
2874,6921,20,138420,Low Value
2333,4974,52,258648,Low Value
25082,6481,40,259240,High Value
7908,6221,31,192851,Low Value
16801,4450,25,111250,Mid Value
25020,6008,9,54072,High Value
14765,8306,52,431912,High Value
21045,9053,59,534127,Low Value
29523,8485,19,161215,High Value
5015,863,52,44876,High Value
5658,2005,56,112280,High Value
23076,8605,51,438855,Mid Value
8122,8297,46,381662,Mid Value
6888,6877,36,247572,Low Value
13233,2643,36,95148,High Value
12391,3567,33,117711,Mid Value
27027,7934,31,245954,Low Value
26229,9211,32,294752,High Value
22467,9753,58,565674,Mid Value
5826,2576,30,77280,Low Value
7708,1455,17,24735,High Value
26010,8697,27,234819,Low Value
22860,9504,43,408672,Mid Value
26586,6624,10,66240,Low Value
6560,4985,51,254235,Low Value
13771,7945,58,460810,Mid Value
10272,8601,10,86010,Low Value
1589,2839,1,2839,Low Value
28069,5783,25,144575,Low Value
11460,215,26,5590,Mid Value
25106,1296,7,9072,Mid Value
7184,2366,15,35490,Mid Value
19685,1098,44,48312,High Value
25747,7970,8,63760,High Value
23418,4871,41,199711,High Value
22731,1282,2,2564,Low Value
25824,7498,46,344908,Mid Value
21598,6450,31,199950,Low Value
23464,6406,23,147338,Low Value
17268,7859,56,440104,Mid Value
15408,8077,19,153463,Mid Value
10923,4625,59,272875,High Value
23812,5187,44,228228,Low Value
1108,3628,6,21768,High Value
5172,9847,5,49235,Low Value
25770,8688,43,373584,High Value
14903,2141,44,94204,Low Value
4825,1482,55,81510,High Value
7756,7320,23,168360,Mid Value
26290,4902,50,245100,High Value
7202,8865,19,168435,Mid Value
22693,5194,55,285670,High Value
24049,4805,23,110515,High Value
16085,6410,42,269220,Low Value
4418,7867,23,180941,Low Value
17415,3452,56,193312,High Value
8985,4249,57,242193,Mid Value
4489,1755,11,19305,Mid Value
1624,5545,44,243980,Mid Value
28614,4019,58,233102,Mid Value
10208,862,14,12068,Low Value
21004,1829,7,12803,Mid Value
10574,2622,29,76038,Low Value
27894,9842,52,511784,Mid Value
12536,7416,54,400464,High Value
11672,4754,4,19016,Mid Value
29138,4550,32,145600,High Value
12520,1237,23,28451,Low Value
14608,3605,19,68495,High Value
10056,1986,29,57594,High Value
18745,1064,47,50008,Low Value
1602,2590,21,54390,Mid Value
25590,2389,39,93171,Mid Value
15350,3763,32,120416,Low Value
18873,1926,3,5778,Low Value
11368,2283,10,22830,High Value
17410,6873,51,350523,High Value
10734,625,46,28750,Low Value
7391,8497,14,118958,Mid Value
10106,4074,42,171108,Low Value
22474,1144,10,11440,High Value
24366,9865,9,88785,High Value
2549,6614,39,257946,High Value
20911,325,16,5200,High Value
1314,4294,32,137408,Mid Value
9838,2075,47,97525,Low Value
27151,9614,17,163438,High Value
14887,238,42,9996,Mid Value
13125,2900,24,69600,Low Value
22826,7306,1,7306,Low Value
25601,6607,19,125533,High Value
5567,2383,40,95320,High Value
13333,2359,1,2359,Mid Value
10156,2514,52,130728,Mid Value
4302,3045,15,45675,Mid Value
2189,3454,42,145068,Mid Value
3246,5704,52,296608,Mid Value
9761,7657,12,91884,Low Value
29937,2725,11,29975,Low Value
7973,8674,31,268894,Mid Value
14748,8151,52,423852,Low Value
18476,7004,51,357204,High Value
21316,8258,17,140386,High Value
5533,3099,37,114663,Mid Value
5685,4508,19,85652,High Value
9450,653,54,35262,High Value
19613,9157,14,128198,Mid Value
7833,660,6,3960,High Value
23822,8941,21,187761,Low Value
23587,7527,35,263445,Low Value
13150,6113,50,305650,Low Value
19229,6618,47,311046,Mid Value
18786,8414,9,75726,Mid Value
24505,3175,48,152400,Low Value
27855,4416,58,256128,Low Value
12987,2940,37,108780,High Value
24332,2197,15,32955,Mid Value
7666,8600,16,137600,High Value
5731,243,48,11664,Mid Value
8328,3286,12,39432,Low Value
11489,9305,53,493165,Mid Value
26178,7653,1,7653,High Value
1942,8570,14,119980,Mid Value
21556,4941,59,291519,High Value
15409,4693,24,112632,Mid Value
369,3743,15,56145,Low Value
9702,588,35,20580,High Value
15965,9297,26,241722,Low Value
13303,6096,42,256032,Low Value
5918,4136,42,173712,High Value
26011,4798,3,14394,Mid Value
10400,9877,19,187663,Mid Value
12885,8312,6,49872,Mid Value
15568,9972,7,69804,High Value
22102,1740,36,62640,High Value
5601,7614,51,388314,High Value
3525,9391,34,319294,Low Value
23958,4846,17,82382,High Value
3544,954,30,28620,Low Value
3242,6595,57,375915,Low Value
1376,3524,49,172676,Mid Value
15826,4523,28,126644,High Value
28254,4355,5,21775,Low Value
28675,1469,52,76388,Mid Value
20365,5141,12,61692,Mid Value
28879,6206,26,161356,Low Value
6545,3183,39,124137,High Value
27059,4049,30,121470,Low Value
4929,9066,56,507696,Mid Value
17009,7171,11,78881,Mid Value
29550,4711,5,23555,Low Value
13543,2863,53,151739,Mid Value
20700,9960,46,458160,Mid Value
19513,8139,9,73251,Mid Value
12170,4282,6,25692,High Value
6106,4655,31,144305,Low Value
13338,9564,37,353868,Low Value
22573,9307,21,195447,Low Value
24646,1825,12,21900,Low Value
6431,4635,21,97335,Mid Value
7713,7618,59,449462,Low Value
15779,9046,9,81414,Low Value
17853,2587,3,7761,High Value
11054,3076,28,86128,Mid Value
8369,6655,44,292820,Mid Value
13372,5922,12,71064,High Value
17811,3123,3,9369,High Value
5327,2141,9,19269,Mid Value
4793,1343,13,17459,Low Value
6158,2633,21,55293,Low Value
6280,1405,48,67440,Low Value
22503,8171,34,277814,Mid Value
22229,9589,1,9589,Mid Value
9394,7667,7,53669,Mid Value
5437,6234,36,224424,High Value
26891,5385,42,226170,Mid Value
2132,5579,35,195265,Low Value
29203,9214,46,423844,Mid Value
29197,3124,7,21868,Mid Value
25570,8496,2,16992,High Value
8594,4688,9,42192,Mid Value
15928,5206,3,15618,Low Value
26254,5852,39,228228,Mid Value
15232,2316,58,134328,High Value
29737,5407,12,64884,Low Value
26210,2906,46,133676,Mid Value
367,1011,23,23253,Mid Value
19422,4853,40,194120,Mid Value
831,2629,39,102531,Low Value
1173,7845,22,172590,Mid Value
4531,4002,24,96048,Mid Value
5593,6376,36,229536,High Value
10563,208,9,1872,High Value
3483,9883,35,345905,Low Value
13367,5364,29,155556,High Value
28177,3646,3,10938,Low Value
21157,9657,32,309024,Low Value
29662,5035,31,156085,High Value
8465,2768,22,60896,High Value
8783,2529,12,30348,High Value
24478,9062,48,434976,Mid Value
9097,5765,51,294015,Mid Value
5985,8510,33,280830,Low Value
27281,8631,58,500598,High Value
2368,5865,7,41055,High Value
17957,3437,8,27496,Mid Value
19468,7882,40,315280,Mid Value
19944,3953,12,47436,Mid Value
6703,7533,29,218457,Low Value
17497,6752,56,378112,Low Value
21514,9552,20,191040,Low Value
8270,8672,21,182112,Mid Value
1678,1993,8,15944,High Value
3575,3698,32,118336,Low Value
26476,7646,7,53522,High Value
16096,374,43,16082,Mid Value
13179,635,23,14605,High Value
5780,7590,17,129030,High Value
10876,4821,56,269976,Low Value
21811,9774,20,195480,High Value
22787,7840,43,337120,High Value
5235,6367,19,120973,Mid Value
28176,633,43,27219,Mid Value
26532,3924,1,3924,Low Value
23812,8713,43,374659,High Value
12199,2410,58,139780,Mid Value
93,5392,2,10784,Low Value
4495,9313,15,139695,Low Value
4211,3489,46,160494,High Value
14865,4867,48,233616,Mid Value
12603,3179,18,57222,Low Value
28342,8398,33,277134,High Value
11047,3111,18,55998,Mid Value
2138,3474,55,191070,Mid Value
14900,5036,20,100720,Mid Value
12271,5714,48,274272,Mid Value
4371,4719,57,268983,Mid Value
11374,9659,6,57954,Low Value
23303,6634,1,6634,High Value
22343,6945,19,131955,Low Value
6544,6461,18,116298,Low Value
23679,7619,42,319998,Mid Value
9585,8748,36,314928,Mid Value
28808,8700,13,113100,Low Value
4156,9904,30,297120,Low Value
17485,5594,10,55940,High Value
12019,5098,38,193724,Low Value
28616,3091,58,179278,Low Value
28926,3703,12,44436,Mid Value
11817,990,5,4950,High Value
5334,1694,31,52514,High Value
6175,8744,7,61208,Mid Value
19769,7359,5,36795,Mid Value
19587,1329,6,7974,Low Value
20450,1903,22,41866,High Value
18860,3835,40,153400,High Value
28500,6013,43,258559,Low Value
21934,3653,15,54795,Low Value
2140,6321,17,107457,Mid Value
16322,8307,48,398736,Mid Value
8285,3951,29,114579,Mid Value
90,2250,38,85500,Low Value
12218,2768,57,157776,High Value
9071,3193,27,86211,Low Value
21532,1803,47,84741,High Value
20469,9673,34,328882,High Value
6162,3273,3,9819,High Value
20744,2192,31,67952,High Value
3183,4346,57,247722,Low Value
20953,5030,26,130780,Mid Value
29752,4399,47,206753,High Value
7166,7701,25,192525,High Value
29923,6970,50,348500,Mid Value
24466,9568,36,344448,High Value
8858,1502,58,87116,Low Value
3373,4511,31,139841,Low Value
25346,4182,23,96186,Mid Value
23095,7683,46,353418,Mid Value
20297,4994,47,234718,Low Value
27957,6216,27,167832,Mid Value
24480,7219,32,231008,Low Value
6314,8549,51,435999,Low Value
25921,4676,32,149632,High Value
7369,2714,4,10856,Mid Value
10002,5233,7,36631,Low Value
1478,8755,24,210120,High Value
12371,4523,30,135690,High Value
6913,6861,5,34305,Mid Value
19395,3910,44,172040,High Value
6328,8177,47,384319,Low Value
9869,2022,32,64704,Low Value
18212,366,25,9150,Low Value
18035,3855,41,158055,Low Value
11996,1830,49,89670,Low Value
2917,323,28,9044,High Value
10611,2783,38,105754,High Value
3817,9428,30,282840,High Value
16100,5185,49,254065,Mid Value
7898,7480,22,164560,High Value
29140,7072,43,304096,High Value
20520,762,10,7620,High Value
1226,2084,4,8336,Low Value
22780,3856,3,11568,Low Value
29138,4172,48,200256,Mid Value
4309,4845,7,33915,High Value
1587,2010,27,54270,Low Value
18647,8589,15,128835,Mid Value
4970,8060,43,346580,High Value
26701,5101,23,117323,High Value
7233,6925,40,277000,Mid Value
21207,1249,17,21233,High Value
25816,8530,7,59710,High Value
11016,6160,1,6160,Low Value
6695,7025,52,365300,Low Value
2475,2179,42,91518,Low Value
12594,6812,5,34060,High Value
19083,2965,37,109705,Mid Value
18880,8905,55,489775,Mid Value
18942,5811,10,58110,Mid Value
855,5122,12,61464,High Value
24429,6349,35,222215,High Value
26369,5124,55,281820,Low Value
7370,1359,8,10872,Low Value
19139,9339,32,298848,High Value
12459,1741,14,24374,High Value
200,5664,58,328512,High Value
24742,8842,6,53052,Mid Value
12511,4150,7,29050,Mid Value
9315,4524,44,199056,Low Value
566,8542,25,213550,High Value
28272,1208,57,68856,Mid Value
24931,292,16,4672,High Value
11546,3983,13,51779,Mid Value
9756,2698,40,107920,Mid Value
6597,808,59,47672,Low Value
9306,433,38,16454,Mid Value
19440,3970,3,11910,High Value
25082,9380,4,37520,Mid Value
24639,4046,39,157794,Low Value
2682,248,3,744,Low Value
11535,886,9,7974,Mid Value
7275,6025,27,162675,Mid Value
29108,5006,34,170204,Low Value
14492,3535,28,98980,Low Value
13388,8111,43,348773,Mid Value
6325,4763,1,4763,High Value
10043,3809,32,121888,Mid Value
15338,2372,49,116228,Mid Value
29583,348,42,14616,High Value
28057,8075,3,24225,Low Value
18851,5649,17,96033,High Value
28222,9577,44,421388,High Value
25154,4668,54,252072,Low Value
24420,1148,42,48216,High Value
28870,6239,47,293233,Low Value
24833,7840,2,15680,High Value
15548,702,46,32292,High Value
4437,6673,11,73403,High Value
4855,1027,30,30810,Low Value
4427,2584,20,51680,Mid Value
4809,1086,17,18462,Low Value
10888,4172,32,133504,Mid Value
6969,2790,13,36270,Low Value
18089,3621,52,188292,High Value
13209,2648,5,13240,Mid Value
19944,9807,39,382473,Mid Value
18605,7411,34,251974,High Value
17698,2826,53,149778,High Value
11153,2847,46,130962,High Value
12973,1973,25,49325,Mid Value
22711,2240,11,24640,Low Value
23838,1115,19,21185,Low Value
11602,8065,46,370990,Low Value
11132,9251,13,120263,Low Value
24623,4000,55,220000,Low Value
5914,8998,42,377916,High Value
11405,8402,4,33608,Mid Value
20064,8875,21,186375,High Value
7053,5687,46,261602,Low Value
23554,6937,27,187299,Mid Value
19278,1539,40,61560,High Value
28537,6770,49,331730,High Value
15589,1883,2,3766,Low Value
16605,4213,47,198011,Low Value
6089,7643,12,91716,Mid Value
23283,6506,56,364336,Mid Value
3063,6529,49,319921,Low Value
29799,9922,45,446490,High Value
19195,9989,30,299670,Mid Value
4752,1781,1,1781,Mid Value
23169,2728,11,30008,Low Value
23057,2178,54,117612,Low Value
21150,3415,22,75130,Low Value
13703,6666,36,239976,High Value
14885,1001,12,12012,Low Value
15098,7170,21,150570,Low Value
16892,7425,3,22275,Mid Value
511,1840,5,9200,Low Value
2559,7509,56,420504,Mid Value
13473,1666,26,43316,Low Value
28439,5784,33,190872,Mid Value
5132,5121,45,230445,High Value
7946,1440,3,4320,High Value
10810,1282,22,28204,Low Value
26775,1391,33,45903,Mid Value
15214,4416,27,119232,Low Value
23873,7092,55,390060,Mid Value
29621,3068,23,70564,Low Value
13468,6716,20,134320,Mid Value
12057,3742,21,78582,High Value
20816,8236,6,49416,High Value
18852,7921,4,31684,High Value
25317,980,57,55860,High Value
13974,931,37,34447,High Value
17372,5391,8,43128,Low Value
5109,6369,14,89166,High Value
20963,1365,26,35490,Low Value
2051,7172,3,21516,Mid Value
20960,4686,47,220242,Low Value
5924,2924,14,40936,Mid Value
904,9381,3,28143,High Value
16703,6660,27,179820,Low Value
16281,6631,54,358074,Mid Value
2119,4666,45,209970,High Value
19605,2654,54,143316,High Value
21590,5240,31,162440,Mid Value
11453,3783,52,196716,High Value
16218,3633,33,119889,Mid Value
9655,4647,34,157998,Mid Value
5722,4877,30,146310,Low Value
20723,2079,50,103950,Mid Value
20063,5845,56,327320,Mid Value
13411,7588,12,91056,Mid Value
29467,7793,48,374064,Mid Value
17138,9090,29,263610,Mid Value
1470,616,11,6776,Mid Value
25364,2662,52,138424,Low Value
7911,4910,27,132570,Mid Value
1491,6891,26,179166,High Value
4346,3822,9,34398,Mid Value
18633,6269,7,43883,High Value
3491,4644,26,120744,High Value
24640,7196,6,43176,Mid Value
13748,3690,15,55350,Low Value
184,5830,2,11660,Mid Value
12536,4468,8,35744,Low Value
26155,1220,18,21960,High Value
28209,7967,51,406317,Low Value
28946,6951,26,180726,High Value
6374,7058,34,239972,High Value
24638,5268,28,147504,Mid Value
17302,4678,27,126306,Mid Value
25647,3257,25,81425,High Value
15228,1266,28,35448,Mid Value
21108,685,50,34250,Mid Value
84,6026,31,186806,Low Value
29910,768,53,40704,Low Value
14832,5778,18,104004,Low Value
8444,9151,46,420946,Low Value
7027,2257,13,29341,Low Value
11958,8949,42,375858,High Value
28371,1082,47,50854,Low Value
23633,9022,44,396968,Mid Value
2577,7388,22,162536,Mid Value
19332,8893,38,337934,High Value
14244,8305,12,99660,Low Value
7391,5793,44,254892,High Value
13776,7883,21,165543,Mid Value
14863,6541,58,379378,Mid Value
17192,4476,35,156660,Low Value
7671,8056,37,298072,Low Value
12240,7911,28,221508,Mid Value
23386,9300,38,353400,Mid Value
1923,5065,5,25325,Low Value
17098,1558,50,77900,Low Value
16055,2122,36,76392,Mid Value
13800,9725,40,389000,Mid Value
17065,4830,28,135240,Mid Value
26660,7627,27,205929,Low Value
8878,1257,3,3771,Mid Value
9384,8402,2,16804,Mid Value
12013,4874,33,160842,Mid Value
4123,6076,8,48608,Mid Value
18868,2325,52,120900,High Value
26064,7216,19,137104,Low Value
8141,8776,1,8776,Low Value
14640,9549,8,76392,Mid Value
27965,7548,53,400044,Mid Value
2777,4357,47,204779,High Value
29497,547,53,28991,High Value
18283,5085,20,101700,Low Value
10209,6913,51,352563,Low Value
24654,8277,43,355911,Mid Value
13708,5501,2,11002,High Value
5714,3909,23,89907,High Value
4267,1495,33,49335,High Value
15691,7656,47,359832,Mid Value
21690,4712,11,51832,High Value
13890,2626,40,105040,High Value
22412,1434,18,25812,High Value
23602,3951,9,35559,Low Value
15636,2127,17,36159,Low Value
21240,9131,19,173489,Low Value
11549,3404,35,119140,Low Value
22357,6979,16,111664,High Value
17107,2748,8,21984,Mid Value
2523,8659,47,406973,Mid Value
26622,8466,34,287844,High Value
21179,9767,13,126971,High Value
3912,3609,39,140751,High Value
11514,5783,31,179273,Low Value
6531,3379,17,57443,High Value
13700,2328,16,37248,High Value
16425,819,41,33579,Mid Value
22906,5853,36,210708,Low Value
26959,4529,20,90580,High Value
25077,7959,57,453663,High Value
4722,8546,4,34184,Low Value
607,8234,14,115276,High Value
26387,5927,25,148175,Low Value
22464,5675,5,28375,Mid Value
27176,8421,43,362103,High Value
16673,5325,30,159750,Low Value
24065,1359,46,62514,High Value
11732,6013,8,48104,Low Value
17594,7011,34,238374,High Value
27561,7304,14,102256,Low Value
4544,2141,41,87781,Mid Value
2379,8910,33,294030,High Value
24999,2978,26,77428,High Value
20055,9495,44,417780,High Value
16766,8091,29,234639,Mid Value
29663,2506,48,120288,Low Value
50,8307,38,315666,Mid Value
142,4845,52,251940,Mid Value
46,1818,33,59994,Low Value
21013,4945,48,237360,Low Value
8587,7197,49,352653,High Value
22279,640,21,13440,High Value
11886,9040,13,117520,Low Value
179,1753,59,103427,Low Value
11822,8151,47,383097,Mid Value
25129,7091,21,148911,Low Value
10559,9823,33,324159,Low Value
24492,4034,7,28238,Mid Value
24996,1697,23,39031,Low Value
26451,8407,14,117698,High Value
17182,1875,47,88125,Mid Value
6410,1673,43,71939,High Value
23058,9004,12,108048,Mid Value
19042,8045,19,152855,High Value
3220,3609,43,155187,High Value
5735,5817,4,23268,High Value
24446,3874,26,100724,Low Value
10459,4436,19,84284,Mid Value
27494,5715,11,62865,Low Value
23904,6376,33,210408,High Value
27612,4709,55,258995,Mid Value
24906,7930,27,214110,Low Value
9006,651,12,7812,Mid Value
18644,7771,53,411863,High Value
4707,4577,23,105271,Low Value
27012,6458,59,381022,High Value
3016,8871,54,479034,High Value
11843,5510,9,49590,High Value
4252,4641,23,106743,High Value
17126,5588,39,217932,Mid Value
23227,8546,4,34184,Low Value
27670,8631,49,422919,High Value
26637,9039,2,18078,Mid Value
25365,2745,36,98820,High Value
25126,5046,30,151380,High Value
23396,6474,41,265434,Low Value
16740,8337,40,333480,Low Value
26980,1362,11,14982,Low Value
12427,7011,21,147231,Mid Value
29674,1805,48,86640,Low Value
10589,3052,11,33572,High Value
6568,2924,57,166668,Mid Value
2762,4761,39,185679,Low Value
1550,2058,48,98784,High Value
25955,9931,50,496550,Mid Value
16154,3288,10,32880,Low Value
18687,9419,37,348503,High Value
9219,8032,51,409632,High Value
25380,3706,3,11118,High Value
27727,8894,18,160092,Mid Value
1157,6630,41,271830,Low Value
22399,3688,39,143832,Low Value
1474,6789,6,40734,Low Value
11898,1455,28,40740,Mid Value
6663,3484,12,41808,High Value
26548,8662,7,60634,Mid Value
26815,9702,12,116424,Low Value
27112,6249,7,43743,Low Value
20527,2412,44,106128,Low Value
8667,5889,52,306228,High Value
15022,6245,36,224820,Mid Value
14665,5404,15,81060,High Value
24083,5322,18,95796,Mid Value
14548,8559,15,128385,High Value
25908,2256,11,24816,Mid Value
17915,959,48,46032,High Value
1971,6931,14,97034,Low Value
27520,789,30,23670,Low Value
6972,4013,34,136442,Mid Value
9369,2853,58,165474,Mid Value
3601,3308,28,92624,Low Value
17091,1126,54,60804,Low Value
29085,4657,36,167652,Low Value
27541,8975,59,529525,High Value
20783,8016,8,64128,High Value
6506,8299,22,182578,Mid Value
1222,8470,18,152460,Low Value
1796,5120,30,153600,Low Value
11402,4330,57,246810,High Value
8904,9832,42,412944,Mid Value
28921,2906,55,159830,Low Value
15061,6066,16,97056,Low Value
24028,829,41,33989,High Value
7458,5979,5,29895,Low Value
29323,7087,34,240958,Mid Value
16775,9132,15,136980,High Value
24323,7676,5,38380,Low Value
20073,8127,56,455112,High Value
15859,9874,34,335716,High Value
20738,9961,11,109571,High Value
26347,7185,27,193995,Mid Value
24265,9542,45,429390,Mid Value
12048,7187,38,273106,High Value
14529,216,26,5616,Low Value
28717,6871,33,226743,Mid Value
14495,7006,20,140120,Low Value
14710,1061,21,22281,Mid Value
