month,new_mrr,expansion_mrr,churned_mrr,net_mrr
2024-09,123011,474756,87877,896084
2023-03,175942,239175,368078,283088
2023-09,419433,488682,225158,559243
2024-02,778819,122378,68964,288970
2022-11,406295,273442,339760,635459
2023-05,308912,164097,248215,591437
2022-07,211322,214502,82939,294041
2025-08,626232,392789,83332,416323
2022-12,624313,23595,238935,491091
2022-05,346632,88558,133663,551785
2023-07,315245,75069,124809,85955
2023-01,713335,66418,362594,601654
2023-03,301361,492262,282458,298692
2021-06,635357,351335,247359,300721
2025-08,93508,488288,59859,572554
2022-07,796022,418533,15340,64715
2024-05,656496,178066,339426,790248
2022-07,566506,360686,145668,120322
2022-03,529550,259586,352640,120865
2025-07,574406,238687,30957,453135
2021-11,580967,432561,50243,59866
2025-12,509677,290187,311847,192317
2023-03,216409,46939,227249,307383
2023-08,163510,82584,342561,336664
2023-06,279357,67261,214398,468872
2023-12,163233,305908,305539,519494
2025-11,369631,279557,343245,618524
2024-02,516774,313397,153561,433348
2025-10,768432,423131,82193,397873
2025-09,87797,138744,301360,503512
2022-10,225522,383379,372690,115388
2022-03,194069,112353,380401,87515
2022-10,610654,71027,345314,363307
2022-08,575860,462398,361096,286405
2022-03,441251,69763,323888,785474
2023-02,472933,347124,367536,605139
2025-08,656402,257081,346587,777176
2024-07,284556,309848,177428,858102
2021-06,414286,339028,372985,113519
2022-08,660552,76299,171103,767891
2022-06,508237,333039,388605,428016
2024-11,361022,345163,267394,229797
2024-08,375503,427743,328897,570486
2021-11,77759,369239,250884,783091
2022-09,355006,243156,281787,70995
2023-05,221804,336910,366115,670373
2022-11,473356,192852,56617,85811
2021-01,93452,235182,243487,722732
2021-09,768463,249324,78531,376804
2021-06,605254,57655,33348,614131
2022-02,269515,355236,80627,212869
2023-02,715644,49386,188323,272202
2025-05,459754,213504,245570,709431
2021-01,493998,171664,88121,602631
2022-08,362969,161868,22983,858517
2021-02,274233,334522,319998,481099
2023-06,717881,425339,353659,741085
2024-07,155013,392338,122229,291079
2025-10,732476,249062,151660,848317
2025-09,429392,349388,354406,263170
2022-02,781303,297269,24576,511479
2023-05,286370,397817,141613,615110
2024-12,705204,271643,354025,620559
2022-12,95701,156327,45185,655714
2022-12,368336,271475,252441,790313
2023-11,405145,499398,132621,607334
2023-03,527634,36139,381295,477359
2025-11,539384,207514,193057,69225
2022-09,77891,385675,178622,770103
2023-06,350212,202384,329182,155172
2022-05,663843,147983,200895,559350
2021-02,634237,349003,198158,441598
2024-08,194028,99178,114477,400481
2024-05,350175,27447,38916,308457
2024-07,79035,193829,325172,882581
2021-07,729989,491981,239112,697173
2021-07,481412,102342,281024,290063
2024-03,496764,360886,120839,266143
2023-06,393219,384208,331062,396117
2021-05,735520,255929,386316,245687
2024-01,138821,201152,339393,725077
2024-05,226876,94498,354669,244753
2025-04,414756,37482,126285,472687
2025-09,460755,259413,268215,365022
2024-06,722203,284229,120661,647659
2025-03,289869,458337,122818,140160
2024-09,454364,430379,233162,742262
2023-01,54118,212427,317219,542157
2025-05,327377,241410,86498,687516
2023-09,752160,230499,385169,412717
2021-06,647250,203699,281173,86852
2021-12,60930,455829,345533,628907
2024-03,349010,286870,135645,857323
2022-02,785421,265547,192504,783163
2023-04,165356,166414,142634,877974
2025-03,57285,324250,80954,400238
2025-08,228035,223457,238949,872410
2023-10,383151,311220,165080,324975
2021-12,304968,310331,32473,290274
2025-03,138985,281083,245789,316414
2021-08,196265,130634,344901,415467
2021-12,218484,288316,175495,801759
2023-04,383745,296122,344773,429810
2024-04,103663,431943,247606,313890
2024-06,522530,235384,100903,225316
2022-12,450017,217292,218356,779089
2021-08,758641,171359,101992,344709
2024-07,657641,403790,96425,151968
2025-07,118637,163628,192230,711294
2021-08,695300,70992,175478,355392
2024-04,335702,208654,363493,678152
2024-01,146940,113689,235353,841133
2022-09,620646,481145,318313,768065
2024-10,527199,127609,352271,325245
2023-11,695800,36273,127183,806127
2024-09,152859,359201,179837,613595
2022-06,330749,436720,11554,559743
2023-09,458072,50311,77970,156024
2023-03,87293,41183,256743,60057
2023-12,713679,242326,257247,588147
2023-01,433169,468347,271942,811610
2025-03,613064,209078,31028,219619
2022-06,477611,33189,145516,103390
2021-05,121896,456329,242432,393418
2025-11,673907,102661,87184,372074
2022-09,215136,157873,160175,131699
2022-02,736568,120257,65136,277328
2024-01,129868,305968,370299,712535
2023-12,592502,37046,169892,510139
2021-10,559404,227469,68122,480254
2024-05,270568,385193,136544,176337
2021-05,601805,356199,95991,391899
2023-08,404934,64520,177503,630698
2025-12,253238,219966,40212,702908
2023-12,365437,327394,241920,363606
2021-07,174383,209737,370864,707587
2022-03,565631,140607,139437,290859
2024-05,741908,108189,109460,482819
2024-05,455879,381850,368860,693390
2023-05,97004,277368,353969,627445
2023-01,596805,118233,290351,715140
2022-07,677424,253301,275727,626940
2023-09,482757,261122,61776,639937
2024-09,179421,421935,212005,736013
2024-08,696516,273066,13892,588439
2022-03,361113,398491,181849,683505
2022-09,550710,79574,11418,108924
2021-12,60145,110228,249672,608631
2022-08,594009,321127,344409,598967
2023-05,305165,221249,34281,64797
2025-05,558239,431600,56182,253125
2025-06,723689,475524,194886,311389
2024-05,312575,110259,314813,201211
2023-08,210987,395607,79339,420860
2023-02,430339,43737,120321,156815
2022-06,148248,174099,180361,331319
2022-05,389823,466930,223549,776780
2022-11,268370,322915,294908,425877
2025-07,374071,73511,81656,585461
2023-06,475269,164398,238664,464280
2023-07,556461,371890,99826,434423
2023-10,289848,54681,214526,748081
2021-03,694297,263702,355487,395295
2025-03,301317,232253,166119,238363
2021-08,214115,220346,80737,622868
2023-09,466383,115763,89721,631446
2024-11,385618,320556,110691,599640
2025-07,379796,177902,318320,464218
2022-07,533043,379991,100233,869145
2021-05,573299,120424,181115,522543
2023-11,139679,177591,65674,239649
2021-10,753215,102241,277926,700321
2024-06,713098,203754,202830,536327
2024-04,164883,226252,170721,600925
2023-05,60275,353690,100101,287017
2023-02,700981,334017,123336,663296
2024-03,751704,96335,258922,787985
2024-02,656863,65924,303574,779054
2022-03,212728,304543,78156,616394
2023-03,52278,145117,202608,250551
2025-07,639986,137155,94739,195798
2023-04,632556,232594,339152,246972
2024-01,157117,449470,234715,280747
2022-03,361442,156706,305668,868545
2021-07,89913,279305,23209,443900
2023-07,149683,247816,226687,837734
2021-09,255990,147791,348212,509874
2022-05,323469,214879,147673,665669
2024-07,121951,80723,132668,636823
2021-08,286602,159433,37274,221399
2023-06,108076,243432,106925,561745
2025-04,359767,402236,200289,224603
2022-05,387011,408041,376048,461122
2023-04,724309,48368,161304,163213
2025-11,502074,457499,320980,174897
2022-02,783092,366215,164727,735738
2025-08,656203,401670,268106,325694
2024-08,784735,59158,143420,527782
2022-07,372456,190930,311114,414284
2022-03,430188,176149,73031,813462
2024-07,651947,201611,11077,212935
2021-11,438287,367676,187749,732228
2024-04,149294,490050,17049,858205
2025-09,723827,483208,86241,466686
2024-08,249908,190720,84494,201360
2024-02,350835,231279,362559,581695
2023-12,445158,248165,204062,657706
2024-03,231649,429333,98036,795591
2021-03,355652,455821,95957,416172
2021-01,449548,410665,106509,618380
2023-10,500033,452134,173134,497653
2022-07,166702,371688,252740,676033
2021-05,160395,109458,233949,637266
2023-12,451558,417770,101167,130511
2025-10,141137,148435,159184,605982
2022-05,136140,46069,111208,792984
2022-03,413690,172608,86937,512832
2025-03,164546,328108,279927,119000
2023-08,443610,224702,222002,516060
2025-12,157667,348194,142120,75403
2022-12,649181,255332,225849,386949
2024-08,401611,336111,217390,596302
2023-02,697636,456532,250704,731193
2022-01,797547,217289,394993,882736
2022-11,78855,109847,169473,692818
2021-05,702403,114185,60839,102080
2025-03,81865,164449,218509,423232
2024-10,397505,74501,156307,833316
2022-02,528315,286454,202790,616012
2022-02,603847,238067,334458,743799
2021-06,625356,191386,285084,135537
2023-08,626830,96271,282036,223399
2025-11,694022,479609,48120,235463
2021-11,449916,468158,236191,136477
2025-07,598724,408724,168247,293884
2024-11,633325,28245,111730,516470
2025-11,689089,82244,240171,710243
2023-03,609154,398094,178631,863531
2025-05,111926,264319,243051,81802
2023-01,408720,293170,331780,648112
2022-03,573134,332269,106992,811054
2024-02,722085,68264,259042,758565
2022-08,323626,310329,349157,495640
2022-04,205276,229554,315883,683679
2025-08,571634,306468,35741,176514
2025-05,286859,455578,301723,744961
2022-11,419045,81713,168255,632766
2023-01,318083,82692,228136,111207
2025-01,79808,36315,133680,432291
2023-03,303836,197731,118574,206131
2023-09,474828,221829,195188,288056
2023-03,651566,262243,322780,414409
2023-12,348575,253157,128974,442146
2023-11,596485,480059,207674,284064
2023-10,229950,472866,82295,309573
2021-11,326901,430933,30017,649121
2024-11,430220,410983,108298,851892
2025-05,625893,309573,326638,178651
2022-08,382787,401108,185124,734762
2023-01,609163,498626,213879,468281
2023-10,737869,367459,240719,743668
2022-01,75863,494499,219916,101833
2024-08,504389,101916,201386,75702
2021-03,526490,251699,313388,335019
2022-03,747241,427413,53380,899291
2021-06,663089,101368,182610,459348
2024-06,786645,140095,203881,415676
2025-11,537002,442935,26338,310228
2022-04,683829,164947,230982,256205
2023-08,451796,126074,13681,768132
2024-01,98077,258511,82061,334018
2023-08,775437,336749,267665,77811
2025-04,415176,413068,74416,763445
2025-12,707149,62162,127051,803653
2021-03,772433,80484,50841,616017
2021-02,297593,97284,189182,347680
2024-11,202188,446525,323709,759282
2022-09,686094,368483,19587,667267
2023-08,340178,448631,359610,527961
2024-04,701588,322145,294642,726812
2022-08,107459,58367,239014,55991
2025-02,335415,182986,40007,343551
2025-12,162781,493276,166895,580821
2022-10,661657,178137,208126,454776
2025-04,317471,172899,298832,754159
2023-08,710131,328800,214782,214751
2021-04,661765,365623,56982,559611
2023-08,536935,162961,108434,747048
2023-07,215748,111156,101636,505521
2025-04,168966,293643,342815,432548
2024-03,630139,93438,174352,348990
2021-02,316024,178716,287408,51222
2025-10,544571,276580,84748,184347
2021-12,703413,160472,79753,167246
2023-04,136333,415096,43303,312014
2022-07,134998,373673,313764,772763
2025-12,630350,269710,292569,764122
2022-08,326285,308052,173057,496775
2022-11,271758,469806,156845,236031
2024-02,331295,75461,378897,228066
2022-12,401631,263305,275725,777460
2025-03,740070,334520,90798,290915
2023-03,306737,340182,89196,705902
2025-08,132579,410460,152753,871040
2025-06,517883,182277,295653,655126
2024-08,451951,32927,77876,550771
2022-09,213523,157119,355947,737840
2022-03,363813,138697,294536,296220
2021-12,193185,368481,386648,849982
2021-09,232629,180168,393598,222437
2025-07,400940,287296,234264,159890
2024-03,483039,256488,72799,855118
2023-02,442052,158418,179634,183157
2023-08,781678,420136,117834,117260
2021-01,796834,198069,270578,547383
2024-07,703952,469084,247466,628531
2022-09,723623,59793,154245,775342
2025-07,306049,318912,221301,405955
2023-10,311299,91972,20637,154078
2024-06,82828,378324,17723,827836
2023-05,124807,411505,194424,853850
2023-08,575632,374463,372905,440259
2022-12,288644,66890,225581,296264
2025-09,627087,467320,172164,217885
2024-07,353741,449828,371388,571587
2022-10,419614,377584,283828,126344
2022-05,102735,291506,257197,174437
2021-10,720813,248601,156466,544630
2021-01,271605,477726,222130,76234
2022-05,405565,316647,202723,329854
2023-02,759536,22347,178671,761675
2021-03,143343,330204,194042,643406
2025-02,404720,132911,206035,643289
2025-05,75621,313179,100847,473170
2025-12,233670,56295,280468,430663
2021-06,85034,140991,150594,358491
2024-11,315393,262975,226083,882145
2021-01,70230,377918,68559,787916
2021-02,490027,37835,329122,77683
2021-10,471501,459420,113850,477869
2025-12,774318,176823,163010,52716
2025-02,737465,386472,13005,536047
2021-08,385790,312506,363986,570186
2022-10,556664,28384,192163,514256
2022-07,361134,309803,259417,872346
2021-04,355655,461564,37618,838901
2022-10,262352,490441,293344,506916
2024-05,752266,160421,97424,394341
2023-01,186391,290784,42465,839671
2021-12,129844,348075,250493,577695
2025-03,430965,31325,103524,313821
2021-11,398531,301978,298219,534313
2024-04,62535,439871,96333,79645
2023-08,410839,312472,390478,343772
2022-04,708977,53583,288862,713180
2022-11,366669,91390,397919,259569
2024-08,289695,397335,55282,430009
2021-10,72815,423093,16837,212246
2023-11,725509,313348,64395,217089
2021-09,196318,218014,213902,609456
2021-09,484024,331464,368601,580277
2025-07,714105,314681,334661,512765
2022-02,541558,470045,328642,247742
2025-06,745073,306597,125341,333343
2023-03,581474,161892,102479,793145
2022-03,529141,336725,224293,547342
2023-05,479073,129217,356470,724438
2024-04,429565,65515,245588,823779
2025-08,440442,471259,18847,205056
2023-06,462983,401519,309102,759907
2021-10,782993,460612,139892,511849
2025-11,447976,193615,298338,830993
2024-04,295914,120181,184974,797051
2022-10,660447,322326,276656,537273
2025-12,700409,301613,165764,858138
2025-02,622988,177374,33333,286259
2022-08,723064,437560,57224,482351
2024-12,552934,465022,342818,566726
2023-03,789952,439288,367380,670407
2023-07,77174,247446,244451,292188
2024-08,469059,135381,230399,703093
2021-10,488001,344532,147218,478117
2021-11,499470,463651,108952,406186
2022-12,228953,492766,13075,368428
2021-03,389184,339719,114714,593665
2025-01,291485,146895,213724,715164
2022-11,610430,123751,94845,754048
2024-06,158667,325513,150150,871767
2023-02,216690,362038,124053,259183
2023-03,440099,205103,74518,519060
2021-07,334355,333761,36992,138761
2022-04,541254,323401,324129,109175
2023-11,578454,247254,352908,451655
2024-08,751826,365068,325197,275937
2021-01,209033,140151,153595,349222
2023-07,777746,74026,26317,423586
2023-08,196434,195505,36473,238674
2025-03,686198,202207,156537,403909
2022-11,270296,467854,48341,545430
2023-03,461106,267854,128050,702611
2022-05,453165,448835,17305,674201
2023-05,672975,151112,48967,117280
2023-10,622107,318688,204544,544212
2025-10,81274,252000,345811,577537
2023-10,346739,448743,30648,433609
2022-10,308492,302576,51726,656232
2023-05,281903,483104,327663,352362
2022-06,382952,309613,45538,722032
2021-02,247853,476100,209954,186316
2021-05,371433,144916,61025,889305
2025-04,198792,129312,290777,616505
2021-05,499689,326241,326897,194137
2025-09,347894,277348,317832,382235
2023-07,435823,98286,279876,136690
2022-03,81052,187597,15857,393557
2025-09,374254,138488,185099,505290
2021-01,325139,407236,181959,462786
2021-02,645133,299753,118014,675748
2024-10,482444,30340,149457,592195
2023-07,330204,276894,44069,251964
2025-02,331228,279478,392447,181282
2024-03,763124,88098,40215,134902
2022-03,56161,386345,186400,688590
2022-01,511426,394067,87219,586731
2023-02,651358,289854,284176,360459
2021-06,494205,147805,15912,890810
2025-11,323657,217495,303812,191582
2021-02,631537,422210,98478,714762
2025-05,328642,333717,341828,157260
2022-08,455666,24226,247790,99054
2024-09,384375,26508,12457,401651
2021-08,275952,74473,293059,452563
2021-07,116916,238941,275307,60151
2021-12,778329,52100,292792,727748
2024-03,450953,27685,169107,291130
2022-01,217754,28196,171927,512656
2022-10,722078,115234,226778,321757
2022-04,99372,91925,105596,399225
2024-01,205172,459184,163885,224949
2024-04,503737,203187,74585,108565
2022-08,620415,271962,61989,126496
2024-10,167269,74211,136848,271972
2024-06,200035,466717,356131,336002
2023-06,443179,244711,318545,410880
2023-06,141422,57812,92312,769792
2023-02,625830,21594,208722,732169
2022-09,483082,59764,342764,86458
2025-03,556617,210812,224376,428111
2025-12,413600,370098,148573,228502
2023-02,521623,200302,283180,537632
2022-02,692995,281904,147198,103429
2021-05,312942,168545,81493,464427
2022-04,282015,420495,96774,892617
2022-09,210990,280040,266846,217282
2024-06,230130,231033,127529,75398
2024-06,456859,372767,29777,804466
2025-03,159906,431143,320771,680746
2022-01,226617,245355,56847,82307
2024-02,270649,495650,190555,753379
2024-12,497648,151732,312456,722948
2025-06,603751,465996,33614,506240
2025-05,60933,222579,200261,219066
2025-12,157228,331278,18361,837305
2021-07,420161,132826,105318,50652
2023-05,394956,109533,381302,74696
2022-05,481289,428502,236352,481867
2022-01,543164,89010,197463,724659
2022-08,721773,434942,57936,373798
2021-08,203511,137959,242532,445851
2021-11,381771,287462,228377,447830
2024-07,148957,92102,200048,467252
2022-10,252497,276527,118922,418060
2023-05,280331,328991,162008,288584
2022-03,229754,477354,390531,346477
2022-09,646528,384588,49198,68111
2022-08,610365,257191,265696,305224
2023-01,57755,304133,34592,874620
2022-05,109560,201175,163308,683062
2024-09,773886,457082,121453,273767
2024-05,775120,389888,279302,129581
2023-06,102959,133167,96463,858773
2022-08,594550,236251,136703,667745
2025-10,281767,95825,113537,884207
2022-05,196222,151146,216228,368514
2024-06,796676,300893,300550,328472
2021-01,584254,288411,336955,276735
2025-03,320262,35641,143344,899255
2024-10,649235,56067,324503,572380
2022-12,414428,391935,136835,427503
2024-07,649477,319917,210334,217602
2024-09,64786,110273,287054,271069
2025-11,494155,249844,225100,616942
2021-04,735038,434248,95050,439666
2023-08,670209,332773,40518,794993
2025-03,262190,235894,97239,884825
2023-11,552709,60744,356958,585439
2024-09,654051,36590,253907,807919
2024-11,398471,150742,332970,114823
2022-06,756003,73897,34111,480334
2021-05,786530,67254,340619,544384
2025-11,591830,471533,191692,461581
2023-07,227024,106220,366982,747399
2025-12,158883,157295,358412,608346
2024-10,167810,490059,191326,346774
2021-10,405011,352502,132875,806930
2022-07,624388,484789,81536,445195
2024-01,257696,389989,226125,226046
2024-05,215329,245324,321102,328158
2021-05,83234,92679,286206,201649
2023-09,152569,447490,296083,260224
2021-10,483900,352081,349478,454721
2024-01,631310,175760,331801,815910
2022-12,499805,490201,200110,194797
2021-01,333561,334723,390800,869745
2025-09,725712,390265,27586,194546
2025-05,436207,330635,283437,280204
2024-11,348656,421646,130661,412256
2023-04,750657,430062,373430,550063
2022-02,274670,232009,305300,876147
2023-01,447070,395177,268170,105222
2023-01,742750,125001,117194,398062
2024-12,168097,160424,314783,479460
2024-04,169786,339701,344998,343500
2025-05,160145,83447,152558,160319
2021-10,141981,421607,169762,664043
2021-10,117315,88111,143941,797441
2021-10,66198,325031,250100,102041
2021-12,143858,391283,380187,848941
2021-12,588245,86672,280527,505052
2025-05,448585,478044,266268,296826
2021-12,237301,221513,274913,435271
2024-07,225782,454917,334752,540989
2023-05,512003,304761,160219,153517
2021-04,693869,339757,350491,330568
2021-02,604269,464095,201032,220675
2024-09,70797,195583,17490,260112
2024-08,56386,458954,170709,437065
2025-05,397951,310194,358062,387931
2025-07,289464,61518,225177,473735
2021-08,776592,380705,370098,602825
2022-11,761257,327491,23358,308251
2024-08,247801,199475,278688,876229
2022-04,650405,484147,18702,90091
2024-11,109502,294932,16660,667657
2025-02,748513,279466,63787,183913
2021-12,613549,97851,170496,141861
2022-12,729058,478024,23779,362289
2025-12,65266,305337,265833,91336
2022-04,339443,388044,258625,119210
2022-03,162560,233132,311769,645849
2022-08,530558,223632,18830,563065
2021-01,278610,480094,21071,768495
2024-11,255790,53210,147994,708755
2025-03,548520,198451,270823,324352
2022-03,406898,379247,33413,424520
2023-08,780264,241163,392552,597654
2025-11,234412,56914,41866,228410
2023-07,391660,111037,93196,734426
2024-01,734028,359866,298121,641113
2022-02,381233,440355,83046,262744
2025-01,520252,351811,127796,166025
2024-09,700299,297569,19505,757939
2024-01,300734,368286,10583,113992
2024-08,205797,363568,199351,100610
2023-06,182701,416161,111599,855070
2023-08,83850,140235,244235,699736
2025-07,527846,93665,174104,836802
2022-06,193898,431214,266241,126632
2024-10,224918,34352,103436,638710
2025-03,512565,389960,154731,676654
2023-05,289457,155873,45449,488168
2022-07,426204,423549,173408,776651
2024-04,633728,88754,131469,239805
2023-02,717245,457411,129024,566988
2025-05,495200,444991,364685,641679
2025-07,79053,228790,377449,396856
2023-08,87914,205055,74684,547293
2021-09,754735,309174,128732,565001
2025-06,515350,181754,359839,451034
2024-12,389455,154543,378282,493204
2024-12,732618,481726,350464,646610
2024-03,549986,273300,337496,230012
2025-11,648481,166837,271947,365624
2024-03,398504,21128,323310,166263
2025-02,470933,154867,369609,465612
2021-07,488976,157841,283761,842538
2022-10,113127,312370,364552,699349
2023-08,582750,103545,74212,375610
2024-01,410829,305751,277500,807542
2024-05,242966,311505,38045,406470
2022-03,429719,84742,395637,821086
2022-12,324297,75824,17586,128632
2023-02,337061,443085,222276,422826
2023-04,367452,156376,43661,578200
2023-07,732121,348885,208915,67719
2024-07,105742,241536,271826,301850
2025-09,755211,411851,13102,833576
2021-12,730175,378928,306085,792188
2021-11,247445,53500,76710,565233
2021-10,467002,224387,212593,167396
2022-04,322273,371156,170927,153065
2024-12,421569,35095,11350,821507
2025-05,774483,277671,10303,625183
2021-04,749458,388870,184420,132601
2022-07,778091,398974,235513,587778
2024-11,277735,394243,346306,77540
2024-10,670926,162662,335006,763270
2023-07,283949,77002,338093,51294
2022-03,735622,405460,272431,860083
2023-05,346071,453134,277388,311946
2021-12,234302,354410,16463,653115
2024-11,510178,146108,372627,138988
2021-01,142926,130140,52635,697217
2025-12,441501,244542,241658,613558
2022-03,163800,437507,26765,865835
2024-08,480920,42369,302482,717727
2025-08,97977,196241,341921,389716
2025-09,797536,66461,147581,197140
2022-01,471370,147575,308120,186663
2021-03,161608,202494,148180,590185
2024-07,696941,433309,152267,646242
2023-04,771409,214660,179152,320982
2025-10,458977,292292,243317,71375
2025-12,792218,442389,211517,552762
2024-08,579971,56406,386549,622799
2022-06,517057,303875,120369,661905
2024-01,218568,125537,155014,725656
2023-10,70331,326797,265972,446268
2022-08,85443,311489,372463,103893
2025-02,288161,310658,179587,696905
2021-10,343249,333102,354727,821988
2025-11,197174,382594,152063,658790
2024-08,180266,319904,30397,297586
2024-10,112059,480661,309545,277253
2025-06,615485,332487,140115,470091
2024-07,646600,267416,182579,424237
2025-09,308726,92335,147427,324515
2021-06,762226,160470,385644,217509
2021-07,78987,195861,223114,802899
2021-06,92522,65179,37089,252517
2023-03,606483,461686,150511,622950
2025-01,64264,314157,230435,264467
2025-03,178033,253566,276659,840894
2021-09,235312,209429,79171,392825
2024-09,616556,314129,34583,592054
2022-09,671925,145637,159861,250820
2021-10,92352,172147,196039,864622
2021-07,273916,242231,375639,787646
2023-07,668465,52616,56851,181582
2022-07,763444,415441,297188,816715
2024-10,757144,350515,229243,666664
2024-02,513252,327362,239513,347376
2021-11,680595,314870,278554,428294
2025-07,199739,463090,223778,558005
2021-07,406049,435406,121900,320398
2024-02,594521,246053,48008,867315
2024-05,539197,429275,235400,288846
2023-12,191805,364152,154913,493731
2024-08,702766,422181,229434,757400
2021-01,406347,40516,124355,121461
2025-05,64428,334930,178223,81225
2023-01,301117,401716,294981,252295
2022-05,775175,362989,95000,796552
2023-01,719233,471084,250526,507944
2022-12,589684,453420,263666,116059
2025-10,719037,133504,33585,837721
2023-06,116368,110031,228398,620258
2023-07,766887,205262,12999,100163
2024-04,174363,26740,331679,293380
2025-12,123281,39492,194003,112817
2021-11,405190,33948,120016,533356
2022-01,56178,495754,321517,874716
2021-12,425659,176682,185074,863862
2025-04,106254,296816,261849,112495
2023-12,272679,47284,162667,653231
2023-08,61408,47188,13890,677399
2022-01,343412,417759,64017,423102
2023-12,596525,209865,240549,399707
2025-08,406050,30685,38898,791295
2023-09,640868,474178,224707,387974
2024-11,479294,350837,329207,571608
2025-12,125833,228712,126355,827308
2022-07,627905,137115,222430,688954
2023-05,252008,49868,249251,297751
2023-08,278255,470924,107770,569593
2021-05,571365,129329,101508,398949
2023-12,470116,41326,129082,752988
2022-10,466294,75748,296809,320227
2021-07,710746,354449,121918,93876
2021-11,377312,439820,178663,845556
2022-06,87289,496641,187886,634236
2025-09,159874,68804,312964,218098
2025-02,523375,169540,266583,369263
2021-12,632388,213798,173645,633727
2021-02,402857,109919,336376,280715
2021-02,396768,395461,298914,369745
2024-12,168289,49896,158888,507023
2021-05,455551,36501,134851,340054
2024-07,356130,261509,294400,850671
2025-04,457254,373587,43271,608417
2022-06,555188,78271,160006,93965
2023-05,662377,131660,247524,260502
2024-05,794757,109239,204167,633306
2021-08,329134,466864,59875,857464
2025-01,165954,312842,283534,718412
2024-03,146666,127639,165416,436417
2022-02,504710,498906,260875,364353
2021-02,484098,327385,368593,682044
2023-09,141854,423842,379329,450070
2022-10,60155,406821,180519,631606
2025-02,380977,165460,322973,668844
2025-08,144971,43319,43638,600086
2023-03,341655,138625,66032,422885
2021-06,279916,45511,299495,133464
2025-05,708044,432096,224420,710740
2023-07,211340,484632,77929,842979
2024-07,375857,303046,354678,208955
2025-08,230225,120054,223986,758790
2022-10,304950,424635,40541,468036
2021-02,337941,201532,157053,236157
2023-07,763040,309804,24162,676561
2023-09,473498,178358,62659,872142
2024-04,294669,332788,114628,149029
2023-04,457234,432706,238545,453414
2021-12,74348,109523,80019,881160
2024-07,133268,419808,58091,439868
2022-11,158628,440382,199511,466749
2021-11,82848,295470,94636,165789
2025-01,375449,93131,90076,204939
2024-06,155912,251582,287175,863250
2025-05,78578,463629,75376,882558
2022-04,115980,205346,167735,369108
2023-11,781434,159639,362793,602277
2024-06,642565,216289,44815,379431
2022-07,395982,463765,71887,744769
2022-10,462294,298268,176039,294631
2022-04,388463,124656,265531,76892
2023-07,696371,96163,261679,842836
2021-03,498519,220642,153153,846890
2023-10,318902,404125,142549,599511
2024-08,403992,432286,77964,896097
2023-04,192968,464469,314152,756547
2022-03,299299,443156,375596,124430
2023-12,530220,37023,10228,458882
2021-02,74306,480575,105663,831054
2021-05,628323,197119,341392,342299
2022-07,141045,425037,372147,707931
2025-06,629117,183182,159206,115504
2023-08,141532,234306,271033,94585
2023-04,618782,252418,10248,785740
2021-06,791548,349412,188388,361668
2024-07,575414,138417,196985,859205
2022-01,621765,34405,362990,431237
2025-07,517873,456416,63306,799573
2023-09,71140,47320,232253,298261
2023-04,131423,311591,162582,136457
2023-11,252228,23421,232614,883681
2024-11,423305,325056,129956,822828
2024-07,324968,292828,61570,157622
2025-02,376972,342048,385237,745489
2024-01,203259,244864,314284,585583
2024-09,546774,455695,373535,358751
2023-05,551342,192385,19906,565832
2024-04,470442,67877,244587,357185
2023-03,535926,62274,379307,770921
2023-02,680248,133901,193703,740226
2024-06,363976,476699,384193,868251
2025-05,688095,101400,125761,728496
2025-08,212671,81305,192935,722144
2025-01,699241,326182,383829,503862
2024-09,792416,490617,91625,733979
2024-09,417694,172104,369697,865796
2025-05,94226,288308,261974,631216
2025-03,410316,111779,326971,160939
2021-07,170566,45007,359575,142774
2021-03,279542,72475,339000,91042
2022-06,763516,339034,19384,177347
2024-09,765746,94208,385896,829417
2025-03,250449,177765,317341,392839
2024-02,787167,418143,272803,315687
2021-11,613450,377777,48618,446966
2022-08,106761,277857,383922,371464
2024-05,615752,138799,316102,653911
2022-02,591484,331012,70734,506051
2023-05,242772,397919,279715,801873
2024-05,165630,360009,86023,396390
2025-02,376730,213493,385150,849489
2025-06,380273,272049,378423,652492
2021-02,265406,466501,267222,100253
2021-08,164181,466380,147882,386659
2024-06,524522,299891,123818,669137
2024-12,550061,106540,102919,785766
2024-09,592371,123045,358713,211311
2025-05,712101,133039,52991,183516
2021-01,289752,240240,244089,179456
2021-03,615209,158777,94794,133737
2023-05,567010,471728,345214,105729
2021-06,619678,104662,151456,867751
2024-03,471458,110864,214769,877963
2022-06,420717,121870,180242,259179
2025-06,716839,320008,244712,491557
2025-08,373115,409492,359830,640957
2025-04,681475,216789,329955,892885
2023-01,221745,498187,15098,644145
2023-11,402301,484703,335700,435715
2023-08,98825,24494,28139,150787
2023-09,610947,90594,79772,476849
2021-03,235731,77758,227273,340350
2021-05,492428,70090,292914,815882
2025-05,543353,153218,347779,876268
2022-09,313498,302447,141361,273652
2025-10,506716,184413,285821,721334
2025-08,569058,230655,160599,233970
2023-08,567291,242715,99279,772462
2024-07,363976,197595,180937,823609
2024-02,501806,435663,223572,494213
2024-08,465885,470393,302093,158135
2022-02,156868,455366,147620,731851
2021-09,609987,467622,359934,891092
2023-08,101826,330887,314006,494100
2021-12,403886,390995,249069,254455
