experiment_id,pricing_variant,price,conversion_rate,experiment_date
7418,A,499,0.18,2023-05-13 21:42:03
8910,A,699,0.24,2018-01-14 17:40:02
7018,B,499,0.09,2022-12-05 05:40:23
9782,A,999,0.121,2021-04-30 14:04:41
9730,B,499,0.262,2023-06-08 04:35:09
6202,A,699,0.096,2021-10-06 16:26:49
8435,B,999,0.228,2021-03-24 09:54:31
7752,A,699,0.141,2023-07-02 14:53:51
8310,B,999,0.101,2022-09-05 07:16:57
6132,A,699,0.217,2019-09-22 11:30:41
5285,B,999,0.137,2018-05-11 17:12:01
9316,B,499,0.25,2018-11-07 08:49:18
5975,B,499,0.209,2020-12-28 09:38:07
7125,B,499,0.082,2019-01-16 17:25:27
7990,A,699,0.181,2021-07-24 21:55:15
6927,B,999,0.053,2019-03-21 03:16:15
2144,B,999,0.098,2023-09-12 17:53:30
6246,A,499,0.337,2023-01-05 10:30:50
5319,B,699,0.236,2024-12-22 02:28:14
2436,B,699,0.271,2023-07-03 03:53:26
5555,A,499,0.308,2024-05-06 12:29:11
822,B,699,0.349,2020-10-25 01:25:49
4395,B,499,0.305,2018-04-11 12:13:51
1543,B,999,0.148,2021-01-28 16:50:03
6582,B,499,0.321,2021-06-07 23:51:16
3729,A,699,0.178,2022-08-04 08:40:00
3542,B,499,0.178,2021-04-28 17:47:18
2821,B,999,0.245,2020-03-01 00:10:54
9847,B,999,0.273,2021-12-25 00:40:04
4496,A,499,0.125,2024-07-29 03:51:32
1368,B,999,0.25,2019-02-01 23:27:46
6031,B,699,0.186,2022-04-27 23:25:19
645,B,499,0.235,2022-09-02 06:55:33
8789,A,699,0.096,2023-04-13 08:29:08
7268,A,499,0.299,2019-07-02 06:03:33
2617,A,999,0.311,2019-07-15 01:34:54
1986,B,499,0.187,2021-06-22 19:30:21
3378,A,499,0.202,2019-04-03 18:20:30
1584,B,699,0.294,2019-03-14 17:19:45
7866,A,499,0.113,2022-07-19 06:26:12
3168,A,999,0.138,2024-04-20 08:41:22
2102,B,499,0.152,2021-02-05 09:48:24
2963,B,699,0.177,2022-10-07 17:26:27
3266,A,499,0.201,2018-02-24 06:52:50
8318,A,499,0.202,2024-10-22 16:57:49
2180,B,699,0.253,2018-06-24 01:11:35
2548,B,699,0.117,2019-09-13 17:26:33
603,A,499,0.064,2020-11-17 04:37:15
5908,B,499,0.344,2018-01-20 20:37:57
1665,B,499,0.337,2022-11-26 17:05:39
7985,A,699,0.276,2023-05-01 11:12:49
108,A,699,0.35,2021-09-08 04:20:01
7152,A,699,0.092,2019-09-02 11:14:36
7508,A,699,0.131,2024-06-04 14:56:53
8413,A,999,0.244,2024-05-23 05:01:00
7308,B,999,0.338,2019-11-03 05:12:01
383,B,499,0.234,2018-02-08 19:37:40
3297,B,699,0.113,2020-04-13 08:18:23
278,A,499,0.083,2019-12-03 01:04:02
315,A,999,0.333,2022-09-06 05:00:00
8608,B,499,0.079,2021-03-05 17:32:30
1017,A,999,0.159,2023-08-14 13:35:52
53,B,499,0.139,2023-05-13 22:46:27
9849,A,499,0.13,2021-08-14 11:36:02
9929,B,999,0.172,2020-07-29 07:44:56
3422,B,699,0.18,2020-09-16 22:27:38
6192,B,999,0.176,2019-02-04 00:47:18
6850,A,499,0.233,2020-02-02 06:35:24
2833,A,499,0.106,2022-02-24 20:17:41
6329,A,999,0.112,2018-10-04 02:31:07
7017,A,699,0.171,2020-04-24 19:07:21
3826,B,499,0.198,2023-12-22 05:36:08
4102,B,699,0.08,2021-09-20 19:53:02
9469,B,699,0.143,2024-10-07 09:47:32
6483,B,999,0.057,2022-05-08 05:22:59
5973,B,499,0.059,2024-02-18 09:49:34
6320,A,999,0.28,2022-02-20 09:09:16
4322,A,999,0.201,2020-09-19 15:11:11
380,B,999,0.081,2020-06-01 03:52:58
9047,B,499,0.3,2018-05-17 18:21:19
7321,B,499,0.35,2021-05-28 21:37:29
2294,A,999,0.246,2024-01-20 04:50:04
6762,A,699,0.299,2019-09-13 09:14:19
7352,A,499,0.104,2019-05-27 10:39:15
5570,B,499,0.056,2020-05-22 10:10:52
3685,A,699,0.169,2024-08-09 21:53:17
4717,B,699,0.306,2020-03-13 12:52:17
9904,A,499,0.051,2021-02-19 09:51:30
4230,B,999,0.079,2020-07-15 23:46:58
7730,B,499,0.205,2022-09-28 19:42:26
9168,A,999,0.209,2022-10-31 04:44:55
1204,A,499,0.233,2023-05-14 14:15:47
9871,A,999,0.23,2019-05-20 06:10:32
9020,B,499,0.064,2020-07-24 17:50:16
6503,A,699,0.184,2024-10-17 16:05:35
9320,B,999,0.214,2018-12-24 14:34:25
1022,A,499,0.071,2023-01-19 23:09:08
3844,A,499,0.065,2019-04-10 14:21:00
1701,B,499,0.197,2021-05-07 02:07:10
9289,A,699,0.094,2021-06-06 11:16:35
1183,A,699,0.086,2024-04-14 13:16:03
9375,A,499,0.178,2018-07-03 10:00:15
9181,B,699,0.283,2018-08-09 10:16:06
9498,B,699,0.105,2024-10-22 08:59:59
2416,A,499,0.129,2018-10-07 05:25:14
8986,B,699,0.248,2022-02-11 02:01:48
216,A,699,0.217,2020-01-19 05:19:39
3803,A,699,0.296,2024-02-04 15:14:36
7876,B,699,0.254,2024-10-31 01:41:21
8703,A,699,0.302,2019-01-31 06:29:35
5275,A,499,0.114,2023-02-11 13:54:48
621,A,999,0.261,2019-08-16 17:59:49
6973,B,499,0.16,2018-08-11 14:05:56
6708,B,999,0.238,2018-05-18 18:25:54
8292,A,699,0.211,2024-03-28 04:22:46
4711,A,999,0.197,2022-01-28 01:14:10
3111,A,499,0.288,2022-01-06 18:22:30
1864,B,699,0.083,2019-04-23 04:26:14
3876,B,499,0.194,2023-07-09 12:14:52
1276,B,999,0.172,2022-04-29 23:00:34
5081,A,999,0.295,2023-08-25 18:54:13
950,A,999,0.299,2024-01-11 09:28:37
5194,B,699,0.159,2018-08-21 01:32:12
8219,A,999,0.284,2023-04-14 19:07:12
859,A,499,0.24,2018-09-28 05:18:22
783,B,999,0.296,2022-04-10 13:31:06
873,A,499,0.263,2023-12-17 12:48:28
6793,B,499,0.278,2021-11-01 20:36:18
3002,A,699,0.279,2018-12-13 03:26:24
9780,B,999,0.346,2019-06-11 07:40:46
9468,B,499,0.304,2019-01-07 05:16:20
5332,B,999,0.086,2019-09-20 00:46:39
5966,B,699,0.183,2018-12-11 10:48:36
4607,A,499,0.107,2022-01-16 02:52:50
5769,B,499,0.246,2022-08-22 12:41:08
6236,B,699,0.129,2023-07-08 19:30:33
2064,A,999,0.231,2023-06-23 18:04:56
310,B,499,0.102,2018-05-26 16:46:13
6461,B,999,0.067,2020-07-17 04:37:30
6718,B,499,0.246,2020-12-20 12:02:28
9472,A,999,0.287,2021-08-09 02:05:36
1651,A,999,0.123,2024-11-27 20:34:57
125,B,699,0.133,2024-12-13 21:36:24
2840,B,999,0.187,2020-12-22 23:07:25
2185,B,999,0.226,2018-06-16 17:42:50
8932,A,999,0.34,2024-12-17 00:24:05
7183,A,699,0.103,2023-03-17 17:12:13
6205,A,699,0.214,2023-05-01 17:35:21
9668,A,499,0.093,2020-06-17 04:57:56
9119,B,499,0.118,2020-12-29 10:53:33
3169,A,999,0.23,2024-02-28 18:19:25
5434,B,999,0.102,2019-11-01 16:30:37
8515,A,999,0.085,2018-04-12 12:15:55
8482,A,699,0.222,2021-04-03 04:17:01
1130,B,499,0.251,2022-09-27 00:31:15
2933,B,999,0.289,2019-04-21 02:29:04
2466,B,699,0.337,2018-11-23 08:47:24
6036,A,999,0.24,2018-08-17 06:53:33
8876,A,699,0.054,2018-04-14 17:33:34
9125,A,499,0.235,2019-08-05 20:18:53
3317,B,499,0.243,2018-04-25 00:09:57
649,B,999,0.147,2023-10-30 01:07:14
5026,A,699,0.093,2022-10-23 03:06:53
9709,B,699,0.216,2022-02-23 11:39:01
523,A,699,0.071,2022-11-12 23:35:21
8288,A,499,0.078,2020-02-01 19:07:51
5542,B,699,0.259,2022-12-25 12:46:45
7776,A,999,0.116,2019-09-22 05:33:32
2044,B,499,0.092,2024-02-29 07:48:12
8928,B,499,0.082,2023-02-24 15:24:44
5995,B,699,0.078,2018-04-10 12:45:06
7954,A,699,0.265,2022-08-30 09:35:36
1237,A,499,0.286,2022-05-12 03:02:03
5027,A,499,0.093,2022-12-14 06:20:49
4,B,999,0.135,2020-06-30 10:01:58
2211,A,499,0.125,2020-03-24 22:22:54
2706,B,499,0.344,2021-08-11 01:34:18
2821,B,499,0.319,2019-09-29 03:05:39
3737,B,999,0.075,2019-07-07 19:17:48
5700,A,499,0.111,2023-03-09 10:53:30
8135,A,999,0.107,2023-11-26 14:33:52
9153,B,699,0.236,2024-11-10 16:45:30
9929,B,999,0.198,2020-12-19 10:12:18
7805,B,699,0.316,2020-01-03 18:02:26
3421,A,699,0.093,2024-08-02 06:03:42
9262,B,999,0.098,2024-11-12 17:45:45
5673,A,699,0.189,2022-08-14 13:10:46
8591,A,699,0.114,2022-06-16 02:31:00
8396,B,699,0.309,2024-12-20 11:15:30
3038,A,499,0.175,2023-09-11 22:49:26
1682,A,699,0.181,2020-08-10 19:56:37
1019,B,699,0.072,2022-05-22 22:49:07
6552,A,999,0.238,2021-12-29 19:55:36
3361,A,999,0.175,2022-05-22 13:31:30
4696,A,999,0.242,2024-11-16 00:53:11
645,B,999,0.197,2021-09-07 01:20:12
4357,B,699,0.06,2022-01-11 03:45:12
7066,A,499,0.328,2022-03-03 14:08:59
4131,B,699,0.262,2019-08-11 10:23:49
2255,B,699,0.148,2019-11-19 07:22:14
440,B,499,0.251,2019-06-28 06:32:31
8857,A,499,0.089,2018-03-20 12:45:16
7866,A,699,0.144,2021-01-09 01:36:13
3625,B,499,0.184,2020-10-12 18:54:00
5173,A,999,0.114,2023-06-14 20:41:01
5737,B,999,0.136,2021-11-14 13:16:09
4055,A,499,0.121,2023-08-19 00:01:07
9600,B,499,0.065,2024-01-12 23:11:06
6059,B,699,0.227,2021-02-12 02:31:41
1912,B,499,0.194,2024-02-17 08:00:55
1828,B,499,0.274,2021-10-11 10:11:07
4742,B,499,0.258,2020-07-03 08:23:58
3428,A,499,0.208,2021-04-29 01:36:05
3755,B,699,0.278,2023-07-14 20:06:30
2939,B,499,0.269,2023-06-24 17:15:33
254,A,699,0.183,2024-08-07 12:30:54
6196,A,499,0.27,2024-02-17 10:51:45
299,B,999,0.051,2018-01-16 01:24:26
7334,A,699,0.323,2018-01-17 16:39:24
9,A,699,0.162,2021-03-19 01:13:23
4373,B,699,0.131,2021-05-21 07:23:35
383,B,999,0.134,2021-02-28 13:44:02
1491,A,499,0.09,2022-10-20 22:31:05
2625,A,699,0.219,2019-12-16 15:09:41
9928,B,999,0.228,2021-07-30 23:25:17
7646,B,499,0.165,2019-07-03 16:30:06
1877,A,499,0.225,2023-05-09 01:58:02
9707,B,999,0.231,2020-03-25 22:01:15
1840,B,699,0.18,2020-04-08 13:16:16
1724,B,699,0.14,2024-05-14 11:12:24
9576,B,499,0.203,2021-02-10 14:51:36
3091,A,999,0.349,2021-09-30 13:20:25
6384,B,999,0.177,2022-06-12 08:18:29
29,A,999,0.179,2021-03-13 10:44:56
5462,B,699,0.069,2020-09-09 21:01:06
7584,B,499,0.085,2020-07-23 06:07:32
2202,B,499,0.252,2018-11-10 16:42:32
1118,B,699,0.185,2024-03-27 09:37:36
2693,A,999,0.312,2022-12-31 01:08:09
8785,B,999,0.14,2019-07-14 14:15:12
9376,B,999,0.063,2024-04-17 21:37:57
8230,A,699,0.219,2020-10-01 18:10:29
3311,B,999,0.107,2024-10-01 11:22:57
4828,A,699,0.063,2023-01-15 20:41:14
4931,A,999,0.133,2023-04-18 13:51:21
6939,B,499,0.202,2023-09-16 14:49:18
5478,A,499,0.192,2019-09-05 11:35:06
9639,B,999,0.185,2021-08-12 00:15:19
3682,A,699,0.111,2023-01-26 11:12:18
3988,A,499,0.092,2021-11-19 16:40:40
6272,B,699,0.29,2020-01-01 13:27:45
4122,B,699,0.142,2020-05-24 12:56:11
3476,B,499,0.178,2020-05-04 01:06:50
6706,B,999,0.307,2024-04-16 11:55:45
1934,B,499,0.262,2019-12-12 07:17:19
839,A,699,0.339,2018-08-05 06:27:55
758,B,699,0.06,2024-12-06 14:46:52
2499,B,999,0.088,2018-04-10 11:56:29
8953,A,499,0.254,2018-09-19 16:04:12
2213,B,499,0.173,2018-06-19 23:36:18
4770,A,999,0.202,2018-09-18 16:52:11
4301,B,499,0.249,2024-02-09 17:44:33
3396,B,499,0.227,2024-07-22 19:23:55
6223,B,999,0.337,2023-07-23 10:23:05
8752,A,699,0.279,2021-05-16 20:17:23
9354,A,999,0.122,2019-05-15 18:43:07
7962,B,999,0.274,2018-04-30 03:03:58
8841,A,699,0.083,2019-10-02 01:07:12
326,A,699,0.267,2023-03-17 09:06:53
6528,B,699,0.182,2019-11-04 02:51:07
2904,B,999,0.217,2019-10-10 08:06:35
634,A,699,0.246,2023-10-13 12:48:22
5532,A,499,0.112,2018-11-27 15:17:38
6927,B,699,0.06,2018-08-31 18:12:50
7849,A,499,0.127,2020-04-04 09:58:45
4640,B,999,0.328,2020-01-10 00:17:33
8507,A,499,0.324,2021-12-22 19:40:50
8097,A,999,0.214,2023-10-30 05:46:19
6519,A,999,0.306,2023-08-22 03:21:12
5769,B,499,0.143,2023-04-22 20:06:24
4607,B,699,0.105,2024-11-30 06:36:18
6839,B,499,0.135,2019-12-17 17:24:57
1912,A,999,0.229,2020-03-05 22:01:23
1562,A,699,0.069,2019-03-06 13:15:45
3933,B,499,0.335,2020-03-31 22:58:42
7630,B,699,0.242,2018-11-23 13:39:18
1940,A,699,0.328,2018-11-15 17:31:22
3451,A,999,0.296,2021-07-31 20:14:05
6816,A,499,0.142,2021-12-05 23:32:08
9641,B,499,0.171,2022-11-17 18:55:03
6664,B,499,0.309,2021-04-16 21:21:00
7880,B,499,0.145,2019-12-16 06:51:09
7806,A,699,0.216,2022-05-10 15:40:07
2095,B,699,0.293,2020-07-05 22:34:18
458,A,499,0.057,2018-06-13 11:52:27
8415,A,999,0.074,2020-09-12 18:48:44
3068,B,999,0.186,2018-09-10 02:53:53
1648,B,999,0.195,2019-10-18 01:12:00
5867,A,499,0.233,2018-03-19 04:05:42
9386,A,699,0.084,2018-05-03 19:49:15
3947,A,999,0.307,2024-06-12 11:03:37
4248,A,699,0.294,2020-04-26 06:20:45
1263,A,999,0.107,2018-10-12 06:33:52
9081,A,699,0.105,2021-06-08 15:09:06
9076,A,499,0.121,2023-01-29 21:59:54
6282,B,999,0.272,2022-08-20 13:42:26
9261,B,499,0.244,2024-11-10 12:47:12
6521,A,699,0.341,2018-04-05 03:56:10
4531,B,699,0.069,2019-11-27 18:35:14
2959,A,699,0.174,2018-11-19 04:36:49
6367,B,499,0.15,2020-08-03 05:22:09
6629,A,499,0.081,2019-12-12 22:31:02
8046,A,499,0.24,2022-02-22 11:41:16
2070,B,999,0.28,2020-01-24 00:32:35
3299,B,699,0.31,2020-07-21 05:30:16
8669,A,999,0.191,2018-01-20 10:59:57
1718,B,999,0.194,2021-10-04 00:48:42
2726,B,999,0.205,2019-05-09 14:56:52
5808,A,499,0.148,2020-05-18 14:12:21
6320,A,499,0.276,2018-10-08 03:43:18
340,B,699,0.183,2023-03-19 20:14:36
3851,A,499,0.059,2023-07-03 17:07:53
494,A,699,0.332,2021-07-05 13:07:08
2170,A,499,0.227,2022-01-11 06:46:13
7257,A,499,0.057,2019-07-06 16:40:32
782,B,699,0.235,2019-09-15 21:21:29
2915,B,499,0.286,2020-11-30 17:24:53
5044,B,499,0.272,2019-08-29 06:28:32
2280,B,999,0.096,2023-08-17 21:48:14
9317,A,999,0.123,2022-04-14 05:58:50
4884,B,999,0.115,2020-07-27 23:18:57
6904,B,999,0.125,2022-04-12 21:19:27
4747,A,499,0.106,2019-04-26 13:23:16
1538,A,999,0.141,2021-07-28 18:45:27
9835,B,999,0.133,2023-05-03 04:37:31
488,B,699,0.13,2022-09-03 02:00:25
805,A,699,0.107,2018-01-15 22:01:43
3028,B,999,0.123,2020-05-15 07:22:43
2300,B,499,0.066,2022-02-10 04:28:26
9861,B,699,0.338,2018-06-08 06:53:49
8843,A,699,0.173,2022-10-01 18:41:37
6405,B,999,0.12,2023-05-30 08:31:21
631,B,699,0.251,2020-02-04 00:33:03
3244,A,499,0.332,2023-08-13 22:53:43
7348,A,499,0.266,2024-01-29 08:35:40
1618,A,499,0.216,2021-06-22 06:13:42
5319,A,499,0.094,2022-02-25 11:21:46
685,A,999,0.325,2018-11-21 10:08:13
4757,B,999,0.287,2018-09-06 15:26:07
2224,B,499,0.067,2019-02-04 03:23:55
1566,B,499,0.141,2020-07-10 15:08:42
7830,B,999,0.321,2023-12-01 22:00:26
8921,B,699,0.114,2021-12-29 03:15:27
2662,A,499,0.097,2019-07-20 11:45:30
8074,B,499,0.137,2023-07-04 04:52:29
5132,A,499,0.07,2018-10-04 12:09:03
3669,A,499,0.144,2023-12-16 06:25:35
7990,B,499,0.317,2019-08-01 19:55:58
601,A,499,0.148,2022-05-04 04:09:42
4876,A,999,0.333,2020-06-12 08:50:28
7364,B,699,0.201,2019-12-22 18:21:29
4490,B,999,0.093,2021-04-20 12:01:18
3599,A,999,0.202,2019-05-30 16:42:47
7423,B,499,0.214,2019-06-04 05:35:57
9505,B,699,0.17,2019-08-12 23:22:40
9745,A,699,0.307,2023-06-15 02:18:02
8147,A,499,0.144,2019-03-11 17:24:14
8658,A,699,0.108,2023-07-30 22:56:07
3737,A,699,0.285,2021-04-29 00:56:31
6711,A,999,0.262,2024-11-29 02:26:05
6986,A,499,0.288,2024-03-17 08:43:43
3122,B,999,0.233,2023-10-01 21:03:36
5166,B,499,0.102,2023-03-18 12:57:01
9688,A,699,0.18,2019-11-13 01:52:48
2423,B,999,0.127,2023-03-16 16:01:54
5857,B,999,0.333,2019-06-24 07:25:35
1429,A,499,0.346,2021-01-31 14:35:15
9825,A,699,0.186,2022-07-21 14:51:44
1,A,699,0.265,2021-09-25 02:39:33
9575,A,999,0.195,2018-07-16 00:52:30
2136,B,499,0.228,2023-05-26 19:05:27
6019,B,499,0.182,2021-09-16 05:45:57
7500,A,499,0.35,2023-02-09 05:22:24
1209,B,999,0.162,2018-12-23 17:50:03
4309,A,499,0.283,2018-08-01 14:04:11
330,A,999,0.319,2018-05-31 04:23:15
1220,B,499,0.146,2020-04-21 09:28:34
2351,A,999,0.238,2024-02-28 02:15:59
586,B,999,0.269,2021-07-26 10:51:31
4767,A,699,0.324,2019-03-12 13:46:55
2142,A,499,0.277,2023-04-27 11:48:08
7834,B,699,0.342,2024-06-20 13:24:27
3276,B,699,0.294,2019-04-15 01:31:00
5899,B,699,0.307,2021-06-22 23:26:50
3845,B,499,0.196,2018-06-29 05:11:59
610,B,699,0.098,2022-09-02 14:46:49
2893,B,699,0.28,2021-03-18 01:03:24
8555,A,699,0.067,2020-10-16 22:50:52
4492,A,699,0.23,2018-04-09 17:17:19
7282,B,699,0.144,2022-07-09 18:20:56
3454,B,499,0.134,2021-04-13 20:10:48
9663,B,499,0.164,2023-01-05 16:51:47
7392,B,699,0.13,2023-07-11 12:27:00
1264,A,499,0.268,2020-04-23 09:18:06
141,A,699,0.318,2024-10-01 05:23:47
1312,B,699,0.241,2021-11-28 21:40:51
2553,A,999,0.237,2020-07-20 20:38:46
7748,B,499,0.139,2022-07-08 11:40:15
9161,B,699,0.325,2021-10-04 09:27:54
573,A,999,0.182,2021-10-06 10:16:33
4805,A,999,0.234,2018-06-26 22:39:31
5725,B,499,0.27,2024-03-21 12:08:31
5545,A,999,0.25,2024-11-30 02:36:01
5068,B,499,0.275,2024-04-17 12:38:17
1654,B,999,0.248,2020-10-21 02:26:56
788,A,699,0.332,2024-12-30 13:47:23
3280,A,699,0.186,2024-05-19 15:37:30
1387,A,999,0.231,2022-03-23 23:06:08
4059,A,499,0.198,2020-02-09 05:51:55
8868,A,499,0.256,2022-03-19 02:19:05
9183,A,999,0.238,2020-12-28 12:53:52
1300,B,699,0.052,2024-06-03 06:12:39
914,A,699,0.323,2021-05-05 05:30:37
3213,A,999,0.161,2022-04-04 05:21:07
4280,B,499,0.309,2022-03-05 14:22:56
9988,B,999,0.065,2021-07-23 20:39:10
3373,A,499,0.16,2023-04-21 23:03:22
5156,A,699,0.257,2022-04-09 15:40:09
2568,B,999,0.163,2024-08-30 06:25:23
9771,B,999,0.085,2020-07-12 01:38:48
935,A,999,0.186,2021-04-02 00:36:25
6055,A,999,0.188,2019-10-25 17:44:37
9329,A,499,0.151,2024-08-15 02:34:06
4208,A,499,0.222,2019-03-06 14:35:06
5443,A,499,0.093,2023-06-01 03:35:54
6843,B,699,0.13,2023-04-25 04:37:37
7022,B,499,0.065,2018-04-04 03:54:07
3559,A,699,0.338,2020-01-10 17:50:00
7252,A,699,0.213,2021-07-11 03:30:19
9807,A,699,0.331,2023-08-08 10:34:23
5766,B,699,0.105,2024-07-11 13:51:42
6388,A,699,0.121,2023-03-28 01:14:58
9588,A,999,0.239,2019-01-06 08:47:25
8584,A,499,0.229,2020-05-20 23:36:39
8088,A,999,0.328,2018-01-12 03:30:33
17,A,699,0.235,2018-08-15 23:40:50
4885,B,499,0.251,2019-08-05 02:16:37
7938,A,999,0.259,2018-04-04 19:21:02
317,A,999,0.292,2024-04-13 12:33:00
1575,B,499,0.293,2023-09-13 02:18:42
7664,A,999,0.05,2018-05-23 02:27:34
3397,B,999,0.136,2018-05-19 20:33:44
8436,B,999,0.058,2020-08-03 05:16:06
938,B,699,0.32,2021-05-11 03:09:40
1732,A,999,0.085,2021-04-29 02:38:33
4961,A,999,0.084,2024-07-14 21:06:56
2031,B,699,0.061,2023-04-18 15:42:03
4839,B,699,0.159,2023-06-30 00:47:13
3394,A,999,0.19,2023-03-15 06:19:01
2254,B,499,0.091,2022-10-29 13:50:26
4953,B,499,0.157,2018-07-14 21:17:31
8419,B,699,0.18,2020-06-27 09:42:39
7682,B,699,0.223,2020-07-06 08:14:34
5610,B,699,0.165,2023-12-13 03:43:26
6482,A,499,0.256,2022-05-02 04:37:48
5091,B,499,0.298,2022-05-13 16:22:56
2665,A,999,0.278,2022-04-08 16:42:42
535,A,699,0.311,2024-05-23 18:41:34
8785,B,499,0.146,2024-03-09 14:58:20
4653,B,699,0.077,2024-02-09 21:30:09
5849,A,999,0.163,2019-11-22 14:58:58
560,B,699,0.218,2018-12-16 13:48:31
3520,B,999,0.063,2021-05-25 05:38:37
7585,B,699,0.055,2021-12-16 09:40:32
7849,A,699,0.267,2018-04-24 16:27:57
2725,A,699,0.196,2023-05-12 04:10:30
6395,B,699,0.18,2019-09-21 04:12:14
6197,B,499,0.164,2018-04-26 05:38:41
784,B,999,0.297,2018-04-11 13:25:41
631,B,499,0.062,2018-12-13 22:53:30
5844,B,999,0.345,2018-03-11 02:17:28
2267,A,499,0.195,2021-09-17 15:49:03
217,B,699,0.156,2023-10-25 23:12:50
7003,A,699,0.313,2022-02-24 08:59:05
3463,A,699,0.13,2021-06-06 20:04:37
3987,A,499,0.239,2020-08-27 16:17:46
3400,A,699,0.133,2021-08-17 20:44:04
2380,B,699,0.266,2018-04-08 13:58:15
6891,A,699,0.282,2018-09-01 08:17:04
866,B,999,0.076,2024-03-22 13:44:23
2037,A,699,0.294,2024-02-06 06:16:40
4499,B,699,0.207,2018-07-05 15:40:39
3507,B,499,0.064,2021-12-19 10:28:54
9667,A,699,0.144,2019-06-14 03:50:26
7835,A,699,0.174,2023-02-18 19:47:47
9313,B,499,0.283,2020-09-13 19:26:09
553,A,499,0.323,2019-07-30 18:54:38
1740,B,699,0.245,2019-07-07 14:16:34
9785,A,699,0.117,2018-06-17 14:38:34
1929,A,699,0.241,2024-08-20 15:46:09
1011,A,499,0.296,2023-07-14 16:33:10
2389,B,499,0.143,2024-01-10 18:23:38
412,A,699,0.201,2018-05-29 03:57:56
4450,B,499,0.163,2024-03-27 17:39:36
3125,B,999,0.109,2022-04-08 13:41:28
2917,A,999,0.113,2020-09-19 11:59:33
1331,B,699,0.167,2023-09-07 07:49:29
7014,B,699,0.256,2019-12-12 18:47:19
3522,A,699,0.274,2022-01-31 11:01:26
7133,B,999,0.166,2019-08-31 21:21:57
4015,A,699,0.127,2019-06-06 11:03:40
3270,A,699,0.332,2018-11-09 03:41:58
7526,A,999,0.211,2019-01-09 01:07:12
4331,A,999,0.177,2019-01-03 10:27:25
5084,B,999,0.28,2018-03-08 04:24:37
6948,B,999,0.062,2020-04-20 03:03:30
3766,B,699,0.213,2022-02-14 04:56:16
4367,A,499,0.083,2024-06-28 05:01:14
1687,B,699,0.057,2020-11-05 21:40:25
5626,A,699,0.309,2022-12-23 04:50:07
2864,A,699,0.166,2024-05-22 23:15:26
2050,A,699,0.074,2023-04-27 09:22:38
7697,A,699,0.199,2019-02-10 00:02:02
6607,B,499,0.174,2024-09-28 12:12:07
32,A,699,0.301,2019-11-09 20:17:12
5820,B,499,0.286,2019-02-14 12:05:18
6917,A,999,0.2,2024-05-16 18:28:54
3917,B,699,0.271,2020-03-10 14:00:14
294,B,999,0.156,2019-07-24 18:43:34
180,A,499,0.211,2024-11-25 03:46:29
4476,A,499,0.137,2018-12-14 21:04:14
5489,A,499,0.185,2020-09-13 12:51:59
2404,B,699,0.301,2019-03-13 03:41:58
3225,B,999,0.319,2019-09-09 01:00:06
8560,B,999,0.224,2022-06-04 03:23:13
3329,A,699,0.273,2018-04-08 18:22:42
2354,A,499,0.316,2019-07-23 22:34:22
5023,B,499,0.287,2021-04-26 10:17:47
2407,A,699,0.332,2020-12-20 10:56:15
796,A,699,0.057,2020-12-01 14:37:45
5310,A,699,0.283,2019-09-28 10:58:16
5550,A,999,0.33,2021-10-06 21:58:32
6463,A,699,0.202,2023-10-07 12:39:30
4181,B,699,0.261,2018-05-07 16:37:15
725,A,499,0.104,2019-10-25 12:08:52
1166,A,699,0.286,2023-12-09 19:20:46
8115,A,999,0.193,2021-11-28 12:48:42
2663,B,699,0.32,2020-03-06 16:23:58
8777,A,699,0.244,2019-03-29 13:13:49
7455,A,499,0.317,2019-04-30 01:56:44
1697,B,999,0.199,2021-07-11 12:37:19
7942,B,499,0.207,2024-11-06 16:24:00
3718,A,499,0.247,2024-09-02 16:30:22
9229,A,499,0.058,2021-12-11 05:29:56
3455,A,499,0.196,2024-04-08 14:47:07
8104,A,499,0.321,2020-06-20 05:00:20
7641,A,699,0.342,2018-11-13 02:02:20
8177,B,699,0.18,2019-11-07 23:14:46
5306,A,499,0.26,2024-06-07 11:28:02
7142,B,699,0.262,2018-07-12 16:48:09
4649,A,999,0.184,2022-08-02 03:23:28
5175,A,699,0.329,2019-08-15 18:17:48
268,B,499,0.288,2020-03-07 23:30:08
3353,A,999,0.1,2021-03-12 11:22:54
3811,A,699,0.2,2019-12-19 02:55:47
8622,B,499,0.286,2018-10-26 17:43:47
7426,B,999,0.221,2018-03-18 03:51:01
3543,B,699,0.07,2021-12-17 19:19:35
3881,A,999,0.183,2023-01-02 11:50:55
4965,A,699,0.105,2018-03-01 07:17:43
307,A,499,0.306,2022-02-15 22:00:31
8771,B,699,0.206,2023-12-17 08:08:40
7,B,499,0.052,2022-03-11 18:13:13
4539,A,499,0.337,2023-06-24 06:03:54
5315,A,499,0.131,2024-07-11 12:44:55
2913,A,699,0.181,2021-05-07 04:40:29
8067,B,699,0.104,2019-11-14 15:03:20
8055,B,499,0.062,2020-03-03 09:58:18
615,B,699,0.095,2023-02-27 07:52:07
8747,A,499,0.161,2022-10-09 15:43:23
4415,A,999,0.23,2023-10-31 09:54:21
6396,A,699,0.144,2022-03-07 09:26:48
6434,A,499,0.14,2023-04-21 14:04:59
301,B,999,0.233,2022-08-26 05:01:57
2553,A,499,0.17,2019-01-07 10:29:08
