user_id,daily_active_minutes,sessions_per_day,feature_clicks,activity_date
46443,135,6,29,2020-03-05 12:05:26
2214,156,2,19,2020-09-18 20:42:29
42458,139,1,37,2019-08-21 22:15:14
6580,222,2,46,2020-09-23 03:09:59
40275,165,9,28,2024-09-25 02:41:33
14660,19,1,42,2020-04-19 12:40:35
41129,162,1,36,2019-01-27 17:13:00
47459,94,2,49,2021-07-25 06:59:21
637,7,2,3,2021-01-09 16:01:37
14575,236,5,25,2020-08-19 20:02:04
1394,42,6,7,2021-09-14 04:27:44
7048,139,1,30,2019-03-14 13:19:29
17323,46,1,26,2024-04-29 02:32:25
6417,284,3,4,2021-08-03 23:08:32
30026,196,4,42,2019-11-19 03:19:21
24031,267,6,12,2018-01-23 23:08:00
17982,213,3,15,2023-07-18 05:56:34
33501,173,6,26,2021-03-31 22:31:38
11115,137,3,48,2023-08-12 20:44:56
32815,243,3,24,2019-06-30 20:46:57
49052,210,5,35,2021-07-13 15:18:47
41946,273,1,3,2018-10-07 05:28:55
41916,42,9,10,2024-02-24 06:40:32
16839,212,3,12,2018-10-01 20:20:34
29332,47,9,31,2018-09-26 06:52:56
29790,285,6,46,2021-12-02 07:19:35
2410,80,7,19,2023-04-16 06:49:04
17307,125,4,6,2022-02-19 09:17:13
18443,12,8,34,2018-02-19 03:18:47
35096,217,3,34,2018-05-22 17:35:06
35141,74,1,35,2021-11-15 21:53:26
46184,165,7,24,2024-10-12 22:03:29
45292,225,8,38,2023-02-07 16:41:54
16265,61,5,3,2020-12-14 08:39:01
8153,76,6,21,2018-09-16 19:15:51
49655,290,3,34,2022-05-24 23:45:57
8043,112,1,23,2024-06-28 16:15:13
23994,174,6,6,2020-06-30 06:12:41
39848,145,8,1,2024-09-10 23:54:39
15298,147,9,15,2023-08-14 20:15:37
26423,167,3,33,2019-01-27 09:14:27
39061,280,6,41,2020-05-13 09:40:29
34754,180,6,10,2020-04-30 15:14:19
11573,235,9,30,2021-06-17 09:25:50
21180,135,9,12,2021-04-17 02:10:04
49858,208,1,41,2019-02-20 09:33:06
39134,41,7,49,2019-10-20 11:23:49
11193,105,9,11,2021-02-13 12:46:44
30002,139,4,5,2022-02-19 00:40:22
2542,84,4,9,2020-07-27 12:06:37
13483,69,5,5,2020-07-24 10:55:23
32967,113,2,30,2024-01-14 00:01:39
23340,145,8,10,2018-10-20 23:36:45
33751,21,8,46,2021-04-17 15:49:08
12170,39,1,26,2019-11-18 23:47:45
21359,20,9,3,2019-07-14 13:58:14
14093,68,7,12,2021-01-28 07:35:58
41444,173,7,31,2018-12-27 17:19:53
11065,170,4,39,2022-05-01 17:34:12
37799,261,9,8,2020-09-26 11:16:08
13791,143,9,36,2019-02-15 00:01:04
35289,251,7,8,2022-03-06 00:54:31
22833,129,3,0,2018-05-15 13:55:47
9472,102,2,41,2019-05-31 06:07:38
2066,136,3,33,2022-03-05 23:13:17
30095,26,2,26,2020-12-23 10:48:18
45362,230,4,11,2019-03-05 23:58:50
48479,98,1,6,2021-10-17 12:26:37
18470,173,2,49,2020-12-12 04:00:08
30649,123,8,17,2019-01-04 14:53:35
14809,221,8,41,2023-01-09 02:38:53
6777,172,6,19,2022-05-13 01:35:25
1810,296,2,35,2022-11-21 15:38:03
40585,240,5,5,2022-12-31 13:21:16
17225,223,4,45,2019-07-22 14:22:30
33425,218,3,27,2019-03-14 07:21:08
28881,285,7,17,2020-01-12 00:22:20
293,209,4,15,2022-07-17 17:59:46
46717,13,1,42,2023-06-01 06:29:29
29619,38,5,25,2018-02-18 00:13:16
48342,119,8,4,2024-05-16 06:16:18
8013,53,5,18,2023-06-17 07:26:36
14720,49,4,7,2022-11-29 22:58:26
29150,7,2,2,2023-09-03 19:36:22
14513,79,3,12,2022-03-19 06:29:52
8865,133,4,12,2021-09-15 11:38:57
45461,40,7,22,2022-03-26 23:13:35
46675,11,7,36,2021-03-19 01:01:43
16231,293,9,4,2022-06-10 23:19:38
2643,2,7,41,2023-12-27 01:05:40
46707,250,6,16,2020-07-29 20:18:20
21158,57,5,41,2024-05-05 07:21:07
21012,204,2,24,2024-07-07 09:33:21
47955,107,7,2,2020-05-29 03:54:30
4004,162,6,2,2021-01-27 05:57:40
43704,248,6,40,2022-10-08 01:06:36
26691,196,2,48,2023-08-28 16:27:29
41564,188,7,27,2020-09-07 10:10:35
6849,92,8,9,2022-09-24 20:21:51
24106,104,2,3,2020-08-24 21:56:55
46384,92,3,33,2020-04-16 09:03:30
31415,185,3,9,2024-10-27 11:09:29
44635,140,3,27,2021-07-19 06:42:56
15237,77,4,0,2019-09-17 11:25:07
38100,20,5,19,2022-08-01 22:15:01
23118,269,6,45,2018-11-26 01:55:31
42978,92,9,17,2019-07-30 04:02:26
29632,168,8,33,2018-09-30 22:38:39
38503,198,9,46,2024-09-18 08:02:33
45417,46,4,42,2023-04-28 00:16:58
7146,37,6,4,2020-07-22 18:42:16
47943,111,8,30,2020-10-22 17:29:48
46303,226,8,48,2019-07-10 20:17:07
46625,18,2,36,2022-04-30 23:09:22
26524,233,6,18,2023-12-16 20:52:31
23653,23,1,15,2019-11-14 21:42:30
11883,298,5,31,2022-06-09 01:52:48
39052,123,3,30,2018-12-11 06:31:28
7103,289,4,26,2023-08-14 08:04:06
38685,287,2,36,2022-03-14 16:37:48
46862,75,1,6,2022-12-25 13:47:09
33119,133,1,46,2024-01-28 18:52:40
24590,217,1,49,2019-10-23 21:47:12
31170,24,1,7,2022-10-10 18:07:44
3330,32,2,28,2019-05-14 09:16:02
46088,26,4,4,2019-03-02 14:41:57
41585,224,3,9,2024-02-06 16:35:35
8632,231,4,43,2018-09-21 12:37:45
47957,2,8,42,2023-08-08 04:13:03
29780,177,1,15,2023-01-01 03:33:45
47062,84,1,19,2019-11-11 02:43:00
41302,23,6,40,2023-03-23 02:37:03
9806,129,1,38,2024-06-26 12:28:56
1640,155,3,19,2020-08-28 06:15:20
48829,50,4,36,2024-03-05 18:00:38
14017,35,9,30,2020-07-23 10:10:11
21834,190,8,29,2023-12-07 12:57:42
34586,93,6,32,2024-09-06 05:10:13
47299,33,6,4,2021-11-23 06:50:40
36102,78,4,24,2019-04-20 21:15:08
35257,185,7,22,2018-06-06 14:52:45
8452,173,7,18,2022-07-22 11:59:57
30276,57,2,2,2018-12-06 03:10:57
1056,197,6,37,2021-10-29 20:07:19
40442,149,6,40,2023-11-03 17:24:59
43802,29,8,5,2020-06-07 13:00:13
4411,34,8,49,2023-10-22 01:20:19
17131,273,1,30,2020-12-03 00:19:46
20744,141,2,48,2022-08-18 23:19:47
37861,210,1,35,2020-12-19 10:02:56
40545,105,1,17,2020-07-24 06:21:34
15215,97,5,40,2019-03-30 14:38:55
15496,177,3,40,2023-09-10 00:27:20
3020,199,6,42,2022-07-02 23:14:35
6137,170,2,42,2022-03-23 13:03:11
15019,85,1,10,2018-04-14 18:49:07
47023,52,4,33,2024-07-27 06:37:06
48686,167,7,34,2019-11-13 03:58:35
36848,180,1,3,2020-09-10 19:48:39
3043,192,1,39,2020-05-10 15:14:43
8927,159,5,14,2018-10-03 22:46:16
27447,167,6,6,2019-08-12 02:05:46
7906,12,2,13,2022-02-25 11:30:16
46257,40,5,18,2024-08-13 08:45:52
4951,93,3,43,2024-11-27 13:31:22
10862,161,7,1,2018-02-25 07:00:36
8896,37,6,25,2018-05-05 11:28:29
27007,271,9,23,2022-09-20 04:08:27
42634,17,8,0,2023-01-14 16:20:40
11601,89,4,8,2019-02-22 19:37:07
43918,246,4,1,2024-09-16 11:34:27
19771,253,8,39,2018-08-24 13:17:04
31132,28,5,2,2024-09-05 16:08:02
43201,150,6,0,2022-11-04 14:13:17
6551,97,2,25,2019-01-14 19:22:50
38417,52,3,29,2018-11-01 12:21:11
22656,225,5,13,2020-07-17 07:12:45
21012,172,2,23,2022-03-05 21:41:12
26467,155,2,48,2023-05-28 22:25:25
1582,41,8,43,2022-02-07 14:39:24
7993,67,9,39,2021-10-03 00:21:22
21871,23,4,46,2023-10-27 02:39:41
3892,126,4,37,2023-05-13 00:52:23
30115,81,9,15,2022-08-23 04:05:28
46468,122,8,1,2020-09-18 15:50:01
35103,215,2,16,2020-05-23 22:43:20
16871,201,5,49,2018-05-01 10:50:08
18246,194,2,4,2024-04-16 18:52:21
4121,156,4,39,2023-01-26 08:31:12
41513,162,8,20,2018-06-23 02:33:58
11104,270,4,14,2021-11-20 22:28:53
32408,188,7,13,2018-03-13 16:47:15
45648,135,7,0,2018-07-30 03:51:37
46340,238,9,12,2022-04-14 16:14:09
18141,220,5,47,2024-04-02 19:19:57
638,101,8,8,2023-10-21 09:02:13
7768,117,1,46,2018-06-04 14:18:43
22714,202,3,28,2020-05-09 07:19:34
17467,142,8,7,2020-12-05 15:51:30
19688,109,5,16,2019-12-03 18:17:03
46005,150,2,23,2019-12-23 08:56:29
20517,125,4,37,2019-02-24 00:44:28
5617,13,6,8,2020-11-02 22:41:28
45933,254,2,10,2018-02-26 06:07:18
48165,164,1,49,2019-05-15 04:26:15
3918,91,7,34,2020-01-16 14:55:26
18157,69,9,31,2021-07-01 11:49:53
28341,264,8,46,2019-03-28 05:18:37
48624,55,7,48,2023-11-07 04:53:54
8436,238,7,14,2020-03-29 21:30:34
16278,232,5,35,2022-05-22 04:28:47
35505,127,8,29,2018-11-22 15:43:20
705,113,1,44,2021-05-22 13:01:08
23558,247,2,14,2019-01-13 03:08:54
5241,55,4,23,2018-01-01 05:22:57
28904,262,1,8,2022-06-02 01:34:58
31572,59,7,30,2019-03-06 04:27:39
19966,128,3,29,2024-10-25 08:33:03
31790,75,8,36,2019-09-27 13:44:43
24455,59,9,12,2021-01-14 19:01:32
26665,176,7,13,2020-09-24 23:19:36
1900,154,2,31,2019-09-28 18:14:49
7583,283,4,32,2021-05-20 05:26:21
25562,28,6,28,2021-09-24 20:07:25
33837,72,7,40,2018-02-06 00:18:37
42889,29,2,8,2020-02-26 03:51:51
34421,79,7,43,2019-07-03 13:45:21
34119,106,4,38,2018-01-31 04:48:01
40850,291,4,42,2024-10-03 00:23:02
35097,171,5,2,2020-11-29 11:43:15
9004,66,3,8,2018-01-03 08:59:16
5070,282,4,45,2023-01-29 21:21:02
29189,108,5,28,2018-07-30 22:33:50
33710,55,2,32,2018-12-09 14:00:45
20723,297,2,46,2019-06-18 02:49:04
22692,82,8,12,2023-02-04 16:43:42
11165,137,3,42,2023-12-18 10:45:42
5653,178,9,41,2023-07-18 15:41:44
36331,74,7,8,2019-02-16 22:52:28
43978,280,2,2,2022-07-20 04:01:03
49909,39,1,46,2022-08-12 15:22:03
36915,62,7,14,2024-02-25 03:27:27
23661,230,4,8,2018-11-27 16:46:28
45399,293,2,21,2024-05-19 03:46:46
1532,128,6,37,2022-09-18 22:44:12
40326,265,8,8,2023-09-15 02:09:03
15869,100,5,37,2022-11-15 06:57:34
17920,72,8,37,2022-10-19 14:39:23
14457,100,9,7,2021-12-15 03:15:25
41300,161,3,11,2021-04-29 16:50:53
18052,277,4,23,2021-02-19 17:37:56
24662,43,7,18,2022-10-07 15:47:26
21069,48,6,35,2019-09-24 06:16:31
46380,282,9,25,2024-03-28 17:55:48
12107,26,1,13,2020-11-09 08:22:02
2725,157,9,18,2022-09-19 03:45:44
6951,65,8,33,2023-11-26 17:02:12
39545,73,1,3,2019-09-29 07:07:07
1389,124,7,17,2022-02-10 02:34:50
11875,58,4,18,2019-08-04 17:16:45
8484,215,8,23,2023-11-27 11:12:52
44093,281,4,44,2018-06-09 06:07:03
42045,196,8,37,2023-04-22 00:39:31
46075,269,2,20,2018-09-16 15:47:49
17834,245,4,20,2021-03-05 23:14:51
32013,202,5,20,2024-03-23 03:17:44
40858,207,6,42,2022-02-25 18:36:35
859,134,5,2,2024-07-28 00:44:55
32556,281,7,28,2024-12-19 11:44:03
22812,76,6,26,2020-05-13 19:49:22
28083,96,2,31,2019-09-14 15:56:54
25440,44,9,14,2018-04-04 16:17:00
29855,30,3,43,2019-09-28 09:33:42
17471,217,7,33,2021-12-28 17:45:24
10469,234,9,39,2018-08-17 08:41:54
44920,284,1,46,2023-05-03 16:25:39
21969,87,8,42,2022-03-17 16:31:40
16477,247,9,34,2020-05-22 14:48:28
45995,296,1,40,2020-05-10 10:16:03
34954,23,9,47,2018-05-25 09:04:05
46040,110,6,35,2021-07-21 09:34:58
38371,232,4,16,2021-09-24 01:55:37
25479,63,2,16,2024-09-05 17:51:55
11550,162,5,22,2019-12-03 02:32:08
47206,76,3,22,2020-09-27 09:31:10
20161,191,5,49,2020-01-25 15:57:48
32521,171,5,17,2022-03-27 02:16:10
35592,6,8,29,2021-04-10 21:31:47
35574,89,3,19,2021-12-09 23:26:56
446,205,2,14,2020-09-16 16:15:42
30472,144,6,40,2018-02-23 16:38:52
13925,38,7,21,2020-11-25 19:04:03
45555,53,3,0,2020-10-28 04:31:29
22950,123,9,48,2021-12-29 17:16:54
22895,35,3,20,2020-02-09 19:39:52
17929,93,9,14,2020-09-26 21:51:18
31250,179,4,0,2024-02-21 20:40:29
1802,128,5,27,2018-10-01 19:41:53
3191,9,7,23,2019-01-07 06:20:21
30315,95,5,30,2024-08-18 20:13:31
25643,137,9,28,2020-10-08 16:25:32
9508,85,2,43,2018-10-02 05:14:21
43267,105,6,48,2020-11-04 12:28:13
21739,39,6,1,2019-06-16 17:11:24
1892,120,3,46,2023-03-02 09:31:52
14921,236,5,20,2022-08-10 15:53:35
9284,235,4,44,2022-04-21 09:36:33
3559,26,8,17,2021-09-23 12:53:26
34186,70,8,22,2019-09-05 09:57:34
49903,48,9,15,2019-09-17 06:26:39
42026,65,9,4,2018-05-02 01:48:40
6235,105,5,10,2021-01-27 10:23:46
21447,15,9,0,2018-01-10 18:34:22
30926,101,9,21,2024-03-31 05:04:03
41682,104,7,31,2019-09-15 08:32:03
47289,193,6,25,2024-07-01 23:59:01
28932,107,9,2,2022-11-18 20:27:17
4048,275,9,47,2023-01-02 20:53:59
30270,272,8,4,2018-05-09 17:42:25
34359,266,4,49,2019-09-01 22:49:43
43102,244,1,33,2023-10-30 22:16:31
11539,241,1,48,2023-03-31 23:45:07
32397,296,4,36,2024-09-07 17:14:14
22059,26,6,31,2019-03-30 04:42:04
26257,144,3,24,2021-12-09 04:29:52
30423,285,2,1,2020-03-20 17:41:21
48923,245,8,23,2018-07-25 20:35:28
13884,68,9,37,2018-12-11 06:20:32
37850,166,6,2,2019-05-16 05:46:17
36747,124,6,11,2019-02-03 21:49:11
13001,139,2,40,2018-12-26 16:31:24
4351,57,2,33,2021-07-10 23:06:32
33678,36,1,26,2023-11-14 06:33:31
29011,26,2,8,2021-08-15 07:12:05
39329,281,8,3,2020-04-08 17:31:08
31805,36,1,30,2018-03-17 10:19:26
39080,228,7,26,2018-05-02 19:26:34
20985,175,3,24,2024-02-03 22:20:50
47442,175,3,38,2018-12-27 07:17:53
15580,253,9,0,2019-05-12 15:34:37
3837,13,1,33,2022-04-08 12:00:57
16203,150,2,5,2020-12-04 17:56:15
42241,72,5,31,2024-10-08 08:16:41
48130,241,2,25,2024-12-08 12:32:56
8689,30,2,49,2022-01-17 19:23:52
5649,236,6,22,2021-03-01 06:41:53
19403,112,9,28,2024-04-15 04:27:12
38824,127,1,32,2022-02-17 19:02:46
9567,249,2,21,2020-07-30 12:13:27
42754,235,5,35,2023-09-18 12:55:54
35831,197,3,37,2022-06-27 14:27:01
17507,41,3,34,2019-02-12 01:11:49
5109,250,6,23,2018-07-30 05:44:54
25270,6,5,22,2018-12-31 07:56:35
35909,27,4,2,2019-09-24 22:33:43
14448,142,3,39,2023-05-24 06:38:13
1482,156,4,11,2022-04-28 23:42:43
40784,52,9,36,2023-12-08 15:30:48
20409,213,3,15,2023-10-05 10:04:04
26539,200,4,37,2023-01-02 03:05:17
44181,71,9,29,2021-07-10 14:01:41
38348,15,4,22,2021-10-30 00:12:47
37626,138,5,30,2019-01-20 10:45:10
8259,181,4,37,2018-01-31 11:33:55
20426,68,7,1,2019-09-30 02:42:41
35706,291,3,3,2018-09-12 23:55:11
838,210,3,31,2020-04-06 02:16:50
41187,283,7,4,2018-05-09 11:10:52
15559,18,5,12,2020-10-23 23:10:38
21559,172,6,16,2019-12-21 05:07:02
9669,245,6,40,2018-10-21 08:45:36
40984,172,3,28,2023-03-16 00:55:14
24786,78,7,2,2023-11-01 07:05:45
25773,82,4,13,2024-10-25 19:40:35
30334,112,3,3,2019-04-19 08:14:26
2741,165,6,44,2022-10-05 07:06:20
7590,209,4,11,2022-07-04 13:05:23
13918,93,8,30,2020-06-02 05:58:45
22727,115,6,9,2020-08-01 10:43:32
3854,12,1,25,2024-01-12 18:51:38
19979,88,4,32,2019-10-04 01:59:38
28677,298,5,40,2018-05-20 02:05:39
35694,41,7,42,2018-11-30 10:39:09
1614,257,7,9,2019-08-19 22:01:59
14966,69,5,41,2018-09-03 00:48:46
9056,119,7,28,2024-11-16 04:17:28
26797,250,8,10,2022-06-17 02:57:20
46151,157,4,25,2019-04-29 18:03:11
1453,108,2,27,2023-06-15 21:32:17
2437,24,9,15,2020-03-05 11:02:06
35769,199,7,14,2020-01-09 01:03:28
7175,191,9,16,2022-05-15 02:22:53
10735,96,8,8,2022-04-04 21:38:55
23436,188,1,7,2018-02-17 16:03:03
12501,78,7,17,2023-10-26 07:58:49
43235,261,1,49,2024-07-30 17:21:16
33658,237,7,13,2021-01-26 00:01:39
36103,237,5,31,2018-06-03 08:59:32
23396,19,1,22,2018-12-19 16:06:47
38605,134,5,3,2022-04-01 01:17:03
7079,174,1,43,2023-08-08 20:46:19
46813,63,4,38,2024-11-17 10:03:32
6068,245,2,24,2018-12-21 08:40:32
23333,88,3,1,2021-11-14 11:48:04
3997,241,3,16,2020-06-13 14:48:03
25165,216,8,32,2021-03-20 17:27:29
7994,112,6,44,2021-03-08 21:25:36
1812,84,1,34,2018-10-04 05:24:45
26164,215,7,47,2018-11-26 22:49:49
629,90,4,23,2022-10-14 06:33:36
42719,114,4,2,2019-06-12 17:18:02
17070,297,9,5,2020-03-14 12:13:54
41149,135,9,40,2018-07-22 15:16:42
30099,205,9,0,2021-06-26 21:02:35
7527,145,3,41,2019-05-20 02:35:05
24317,101,2,28,2020-02-27 01:00:43
16821,179,8,27,2021-06-13 18:06:58
47626,33,1,26,2019-08-22 05:26:29
40361,210,8,35,2018-10-10 19:26:09
14929,116,1,9,2020-07-10 05:11:44
7728,50,9,1,2019-12-28 12:55:23
49523,37,4,37,2020-04-30 21:47:36
40646,165,6,38,2018-01-18 20:25:36
33964,148,3,24,2024-08-23 15:25:44
34871,73,8,31,2020-06-29 10:00:59
19734,21,4,10,2024-07-16 02:01:24
50,49,2,27,2023-08-31 21:13:41
44506,49,8,18,2024-07-10 15:16:22
26658,246,3,47,2023-01-28 08:55:58
30603,264,7,40,2023-11-07 08:13:44
25628,277,1,0,2024-10-07 20:29:01
39107,46,3,27,2023-12-01 17:05:37
22450,37,1,23,2020-09-06 07:46:27
20489,181,3,16,2018-09-19 05:09:03
44955,92,3,29,2023-11-28 14:32:45
43524,192,9,30,2022-10-09 12:47:21
30826,182,2,13,2020-09-17 10:37:17
31116,111,4,35,2022-10-02 08:51:53
31931,46,6,45,2022-10-01 22:44:26
21186,278,5,31,2024-02-25 10:17:32
5559,46,8,16,2020-11-23 10:57:50
3665,150,2,38,2023-11-15 21:45:46
18667,75,9,39,2019-05-19 09:34:59
46667,225,3,34,2022-05-25 17:16:26
14744,187,8,8,2022-06-12 12:22:43
21359,65,6,27,2020-12-12 19:19:36
23175,56,4,36,2019-11-16 08:57:11
14897,100,4,6,2019-03-06 23:57:32
24784,47,5,14,2020-05-12 13:39:27
11678,274,1,37,2020-07-26 14:29:17
2157,109,5,2,2020-10-21 07:48:33
30630,104,3,8,2019-09-05 21:01:04
17704,217,7,2,2023-03-27 15:51:58
29965,79,8,23,2021-06-04 20:28:49
34390,114,9,28,2022-07-18 13:35:13
46968,226,9,0,2018-06-13 00:28:26
31633,40,1,3,2020-04-18 00:05:09
28111,12,6,7,2020-05-15 21:15:40
28813,132,9,0,2018-03-04 04:27:48
33794,63,1,9,2021-11-04 10:04:05
40138,260,8,19,2022-02-16 13:33:07
8305,137,7,46,2024-12-24 21:31:20
35756,124,4,49,2021-05-01 03:40:55
33881,35,3,0,2018-05-23 07:45:59
3683,18,9,35,2019-05-21 22:41:50
21348,228,3,9,2024-01-28 01:19:17
48693,267,1,41,2021-11-09 07:08:35
26568,265,3,44,2023-05-22 04:02:37
43531,30,7,27,2022-05-28 12:58:30
36440,19,5,1,2018-07-04 00:25:39
40559,163,8,31,2024-07-02 23:11:59
45105,279,3,33,2022-05-12 07:34:18
43058,294,4,40,2022-08-24 05:51:30
49007,218,8,42,2023-10-08 13:46:18
42820,199,4,13,2023-10-06 20:45:30
1412,131,5,32,2020-03-31 15:28:14
1733,189,2,27,2019-04-19 01:24:48
46642,74,3,47,2024-01-05 23:37:29
20797,53,4,34,2018-03-05 02:19:23
47159,30,8,15,2022-11-24 05:48:15
14332,4,6,14,2018-09-08 05:10:00
9641,177,5,23,2018-11-16 05:15:27
5534,298,3,37,2023-07-01 17:04:54
33612,119,8,30,2024-04-21 18:42:30
3195,91,8,19,2021-11-13 10:40:38
19228,232,9,5,2019-08-17 03:29:02
10932,216,3,16,2024-08-26 07:13:35
9344,134,6,45,2022-06-10 14:47:14
28050,146,8,41,2020-05-16 09:38:49
28598,40,8,6,2018-02-17 18:28:11
42215,188,9,22,2022-12-26 16:43:13
37768,117,1,36,2019-04-11 09:22:51
19737,203,3,23,2023-12-11 15:01:31
40337,118,8,47,2023-04-21 14:20:22
3597,50,9,12,2019-10-09 22:46:23
47004,66,9,37,2021-08-03 18:29:08
36874,140,4,47,2021-03-16 05:39:26
2956,187,2,38,2022-04-29 09:59:01
21003,232,6,36,2024-02-18 02:34:53
15372,66,6,49,2021-04-22 07:32:57
7469,126,1,19,2022-05-11 04:01:33
3781,158,5,24,2023-10-17 17:43:30
18775,63,1,30,2018-03-10 13:14:45
47799,100,9,6,2023-04-21 02:06:04
49669,295,7,16,2019-06-08 22:46:57
37041,278,9,46,2018-09-23 05:29:53
37388,251,6,36,2023-02-06 20:38:37
14203,271,5,15,2019-03-05 18:54:11
49237,87,6,21,2024-03-03 23:02:26
38663,18,6,0,2022-01-10 16:11:30
38852,197,1,44,2019-09-12 23:41:00
11199,288,2,4,2020-10-01 16:34:18
48703,124,5,49,2019-05-27 06:17:53
40087,60,6,36,2022-03-15 23:28:17
11598,77,9,47,2018-11-30 20:54:25
16315,77,4,3,2021-10-25 10:02:21
28171,150,7,31,2020-08-09 11:02:27
6779,103,2,41,2023-11-07 04:08:04
29595,57,5,6,2020-09-28 11:23:14
25185,255,6,39,2023-03-06 21:11:06
4169,9,3,33,2022-06-07 17:07:45
42751,216,1,0,2019-08-19 08:57:03
49537,288,9,38,2019-03-30 18:48:19
40481,5,3,37,2022-03-05 01:31:47
44557,153,5,43,2018-08-19 16:31:34
38623,295,1,39,2020-06-04 09:35:56
33526,205,9,9,2022-09-01 11:19:02
42317,116,1,26,2020-08-17 21:57:51
30317,234,7,40,2020-09-26 17:52:58
42748,173,8,10,2018-09-14 21:16:36
19947,216,7,5,2019-12-07 17:07:45
41535,76,1,21,2020-05-08 14:12:32
41667,168,2,45,2022-03-04 07:18:35
37250,24,4,22,2023-08-31 09:47:46
10085,279,8,11,2024-05-07 02:57:10
17489,251,3,8,2023-08-13 16:36:19
10831,244,4,36,2019-07-09 14:51:07
10058,47,4,41,2021-08-31 01:59:38
231,140,7,7,2022-10-17 16:13:51
38585,147,8,10,2020-08-17 23:42:01
34072,200,7,3,2023-06-30 06:12:41
39325,44,4,30,2023-01-20 07:40:19
28995,9,5,21,2021-11-08 20:20:23
38082,175,9,28,2022-03-30 18:56:04
22596,115,6,17,2020-09-03 04:34:18
37454,147,9,0,2023-11-28 16:43:20
10544,232,8,18,2024-10-02 04:14:27
19393,23,8,9,2020-03-15 09:31:49
25710,168,4,25,2023-09-17 12:39:39
18166,279,6,42,2022-09-16 18:41:33
10583,128,2,41,2019-06-21 07:07:16
33963,243,9,17,2024-05-16 18:13:16
10332,158,3,1,2019-09-26 00:04:17
37623,230,6,23,2021-08-01 20:56:14
48091,248,9,15,2024-01-03 21:32:39
29163,298,6,49,2020-08-12 19:05:21
21585,190,2,30,2022-01-07 07:43:51
24092,124,3,17,2020-08-08 19:19:00
18537,260,6,25,2022-10-10 14:21:47
8488,160,9,49,2024-05-22 15:10:29
45978,81,4,7,2020-05-20 12:07:23
15349,95,1,25,2019-10-03 19:06:36
13821,36,8,4,2021-08-01 19:05:41
25383,14,9,32,2022-09-17 17:17:18
43654,14,7,11,2021-10-20 07:41:30
21404,238,3,32,2018-05-29 22:54:19
24256,122,7,49,2018-09-20 03:21:13
48581,123,1,29,2022-07-23 06:37:34
49215,275,4,16,2023-06-12 20:36:56
13148,225,9,34,2022-03-17 17:09:23
15265,181,9,46,2019-09-07 12:21:51
16278,111,2,17,2018-10-31 01:51:18
30541,55,5,20,2022-11-20 00:55:34
48805,127,8,0,2019-10-25 03:39:47
43826,61,5,9,2022-01-31 08:12:41
12688,258,8,34,2020-09-21 12:52:56
32863,161,7,2,2019-11-11 22:16:36
49375,275,4,22,2024-09-09 06:05:05
18140,182,6,25,2021-01-31 08:22:33
41851,28,4,7,2018-07-04 19:41:43
8122,62,1,1,2022-06-14 02:06:48
28464,78,7,3,2019-10-02 14:02:28
235,182,1,41,2023-07-15 19:12:41
25957,114,7,23,2024-01-29 04:52:31
5062,260,9,6,2022-11-17 19:35:10
7205,97,4,11,2022-03-29 10:24:25
4509,109,9,4,2020-10-26 12:22:00
16840,122,2,14,2021-11-07 06:38:26
14390,53,2,43,2020-07-15 19:32:51
45548,160,9,44,2020-04-03 19:24:50
37807,296,2,29,2023-02-05 14:25:51
2454,248,9,33,2022-11-28 03:28:24
47469,212,4,18,2020-02-22 16:09:39
34041,46,1,45,2023-09-14 03:42:35
7401,180,1,49,2018-09-25 23:35:06
13654,211,7,25,2019-08-31 03:36:03
48569,220,5,44,2021-08-18 20:39:41
45701,261,3,10,2020-07-10 09:16:20
28311,131,3,43,2020-08-22 17:48:36
37727,233,6,40,2021-04-11 16:01:09
19706,123,2,11,2018-11-25 11:10:40
15258,152,8,18,2020-11-11 02:05:12
46624,50,8,33,2022-11-25 01:32:24
9057,209,5,42,2018-11-11 14:33:00
31068,278,4,1,2024-10-22 00:04:28
48179,44,6,41,2018-11-04 14:34:49
17514,52,8,19,2023-09-14 16:40:53
5304,40,4,26,2018-08-09 10:47:58
32043,46,1,19,2023-05-15 20:49:24
23289,217,8,36,2024-03-22 15:28:47
29850,208,1,45,2019-10-27 06:10:33
420,177,3,17,2024-06-22 04:00:33
38664,100,3,45,2020-09-11 17:50:16
48613,171,9,20,2021-01-20 15:34:33
19725,293,1,14,2023-09-11 06:00:56
23050,205,3,40,2019-02-11 07:05:37
36907,98,7,24,2021-12-10 18:35:10
27547,158,4,49,2020-09-05 17:31:13
10400,170,2,48,2021-09-25 04:48:27
45102,106,6,33,2022-05-22 05:06:08
33794,79,8,10,2020-01-16 21:04:57
1239,11,8,17,2018-10-23 04:52:50
16828,147,9,22,2020-12-08 23:45:50
4425,168,8,10,2018-04-29 14:26:00
8493,197,1,1,2022-04-02 00:37:30
19089,268,9,36,2023-04-26 06:50:56
10709,43,3,46,2022-06-21 20:55:28
2853,257,6,23,2021-02-11 06:16:23
27142,269,8,24,2019-10-07 16:52:44
4103,23,5,5,2023-02-01 12:49:47
42808,12,3,12,2020-09-03 03:09:43
20456,161,3,27,2019-02-10 06:44:38
4412,284,7,34,2024-07-22 05:57:45
49821,276,2,28,2022-02-10 22:56:19
30159,19,8,42,2019-04-14 11:23:55
