month,new_users,active_users,revenue,growth_rate_percent
2023-05,6693,34788,4612124,6.82
2023-09,5412,37774,3814224,21.73
2025-08,7475,27973,4389024,19.21
2022-01,8631,33946,4570574,21.76
2025-08,990,18070,2494443,6.55
2021-04,7337,38221,1297668,22.91
2023-06,2258,12573,3724883,15.03
2022-04,8696,45550,3054337,9.91
2021-02,7161,16567,516515,16.82
2025-08,1440,28662,4151399,11.22
2023-03,1679,31017,4278121,23.46
2022-09,9215,33141,766173,9.98
2024-05,8921,21517,1935503,23.4
2022-11,7396,24885,1739745,11.37
2023-04,5981,40202,4475492,3.73
2023-09,7988,24444,1037938,7.08
2021-03,6721,17741,2319210,1.47
2022-04,992,30678,2424551,3.32
2024-11,7131,19101,3532983,7.92
2023-12,9949,17475,428762,23.47
2022-12,4010,24096,296818,6.51
2025-02,4529,8869,3716424,16.17
2021-08,3480,10037,437215,9.15
2025-12,1295,10220,1751386,4.0
2023-05,8756,866,4466005,4.07
2023-11,1252,24845,1062053,14.15
2021-03,2761,45930,1851744,24.21
2021-05,1314,1320,1291658,7.48
2021-05,2083,14662,686410,1.45
2024-06,6508,43048,409383,18.05
2021-08,8239,2827,1959632,18.45
2025-08,3402,20200,2901507,4.38
2024-06,7703,39019,725630,12.25
2021-02,8175,19920,1437798,12.12
2025-02,9958,15511,979138,2.03
2022-10,7526,28124,2563377,23.39
2024-05,4869,12599,3953113,9.37
2023-04,4023,14743,4341298,12.66
2021-08,3604,30831,1154201,8.44
2023-10,9425,5337,1104178,16.78
2025-08,571,15481,1727422,17.95
2024-09,2294,30253,1308835,9.94
2023-02,7225,11647,611419,19.92
2023-05,8330,11045,3896462,5.23
2023-04,6495,7764,4259028,22.71
2022-02,8297,15350,174222,17.16
2022-12,9194,47168,2290547,22.45
2021-01,5099,46231,3545470,18.54
2025-05,3368,47525,2309790,3.28
2025-12,3167,6750,1267087,13.32
2022-02,2106,16784,655181,24.61
2024-08,8285,47222,3939486,5.4
2023-02,5772,38353,2114190,14.52
2023-12,4257,20692,3970882,4.19
2022-05,4569,7376,1042503,21.5
2024-01,4276,37892,2719613,24.76
2023-03,8208,8400,295647,11.07
2023-05,6527,10840,1839071,9.77
2023-12,5275,48415,3509420,8.79
2022-02,1337,37509,4800133,1.17
2021-11,5409,33573,565812,1.27
2021-11,1789,3685,1716807,20.61
2021-10,2498,33218,912640,3.94
2022-06,6154,17798,4894096,2.75
2023-03,1228,12137,3599183,9.61
2022-09,7120,18396,622650,14.29
2024-04,5507,29416,3195249,9.73
2025-08,6405,27307,3564973,8.82
2021-04,4885,21032,3418747,14.95
2025-02,5756,3515,2923989,22.48
2024-02,7421,14958,1196460,7.45
2022-08,8677,4137,2698800,3.96
2025-07,2156,25919,2570974,13.37
2021-02,7788,16576,3644450,18.41
2021-06,991,27180,4040115,5.27
2021-04,2298,34460,1585712,9.96
2021-06,6869,6262,749016,10.22
2022-10,7267,33478,3405798,14.08
2025-08,4803,31832,4583700,1.91
2024-06,3086,10076,2308481,6.31
2024-03,6167,21908,1827510,3.75
2024-02,4955,1956,1870065,13.99
2022-04,5912,47922,2157361,17.07
2022-08,5722,3400,729363,1.25
2022-12,3531,7122,423839,8.32
2024-02,4521,3311,2899184,17.45
2022-10,1046,47635,680666,20.15
2024-05,2845,2814,4206264,12.75
2022-12,1374,36096,4316623,19.17
2024-03,9002,39109,406086,17.32
2024-04,4261,19221,2862345,6.64
2024-01,2992,16921,1337273,21.69
2025-06,5663,18307,991477,10.61
2024-07,1173,21183,4250672,23.42
2023-04,115,1727,318806,18.7
2021-07,1509,24876,3303148,18.89
2023-10,8327,18606,2332085,7.92
2021-12,8593,11706,4516019,18.75
2021-02,8984,17650,713662,15.14
2024-07,411,27401,4980516,13.52
2024-05,4595,2893,2227410,23.39
2021-10,6737,16945,3002922,23.54
2025-10,130,30477,3263515,6.04
2024-04,5188,18396,1826288,11.83
2022-07,9555,1542,1243128,20.16
2021-01,5401,23178,1807136,15.64
2025-01,836,26015,4963010,10.77
2023-11,3029,17031,4046965,24.79
2023-10,1753,16941,506644,8.19
2024-11,7575,8626,425499,20.31
2022-11,3427,33027,4008847,10.33
2024-01,6270,34886,4831771,24.12
2021-05,8324,25092,708099,16.18
2021-03,6907,37734,4112988,11.91
2021-05,5690,49273,573950,23.27
2025-06,8132,17555,323144,8.64
2023-07,817,14441,349842,8.24
2022-08,1524,28415,3664257,19.49
2025-03,1270,41973,4587566,2.95
2021-01,6356,46423,2116032,5.87
2025-06,951,49797,1153939,21.71
2022-12,8691,33067,4881108,8.04
2021-02,425,22526,3027216,5.68
2023-04,116,17864,871736,4.3
2023-05,4255,17584,4876441,7.51
2025-11,5354,38142,813224,23.38
2025-05,7592,28062,4643215,24.36
2024-05,1807,23509,4770859,3.26
2022-07,5121,36552,2201264,2.57
2025-03,8227,35228,2497541,11.31
2022-07,582,42083,2080932,9.93
2022-04,578,18452,4411038,2.55
2021-02,4023,35445,601130,16.17
2023-10,5740,32419,1087149,13.95
2023-08,4229,47886,106461,21.87
2024-07,9990,48315,3497162,19.27
2021-12,3369,46713,2633492,15.15
2025-10,7916,10977,2256426,9.82
2024-04,7203,49797,1617953,18.36
2023-11,2452,19007,304777,1.82
2024-01,9616,34745,1882657,19.16
2022-06,7014,6254,1175155,12.66
2025-02,5078,7202,970302,3.14
2022-09,8256,26059,3401770,22.05
2025-11,1786,43548,3868264,18.48
2022-04,1090,49328,1348198,24.49
2024-03,3583,34244,302631,24.4
2021-01,6272,17629,3674982,18.65
2023-05,1360,33930,4427462,21.34
2025-03,4992,6330,177039,20.67
2021-02,7729,33623,3983090,15.0
2025-05,5244,38503,2509894,23.49
2021-01,1751,23437,334455,12.63
2022-07,940,35076,2888546,9.76
2025-01,4462,3203,1768748,19.51
2024-02,8289,10029,3141554,4.38
2023-02,9235,33804,3541695,24.33
2023-11,1164,25776,2409571,5.94
2023-03,5191,6895,2516635,7.25
2021-02,2539,11322,4760816,13.83
2025-06,498,1473,3265280,9.97
2022-03,4603,31207,4492084,18.46
2025-05,8748,40878,4279490,9.48
2021-11,9803,22204,3877915,8.0
2025-01,4072,12894,2658379,18.46
2021-04,9316,43127,427682,9.69
2023-12,7490,28434,1700015,13.8
2024-09,6901,761,2767344,23.24
2025-03,7969,22138,3641243,4.74
2021-08,2369,1741,3233546,14.07
2021-06,8003,24011,4602863,7.04
2024-05,8660,2789,2466164,4.81
2021-05,1255,20996,1050277,21.25
2021-02,373,23100,1719803,2.2
2021-03,2023,1277,4639880,19.3
2025-01,218,12116,3676904,18.33
2021-01,3988,14891,3428778,1.29
2022-01,8380,46830,4708099,17.22
2023-01,8357,15528,4585278,10.27
2025-01,217,32404,3659390,7.71
2025-01,4776,43892,1263664,8.75
2023-02,9906,10875,525254,7.06
2021-06,9319,27953,4633836,23.26
2021-11,9082,30545,3015165,20.16
2025-08,2291,32268,2180015,18.66
2021-02,3359,24294,4960351,5.68
2021-04,1083,42179,2516662,17.18
2022-08,8944,24665,3226530,4.87
2021-06,6319,10788,4641655,24.19
2023-08,2132,32092,1830197,5.47
2021-03,8382,43057,3688707,7.85
2022-11,7766,19011,315538,20.36
2024-11,9708,22776,2749580,17.31
2024-09,7918,45465,4988001,7.58
2024-04,6307,38211,4886942,2.76
2022-02,8815,10058,4950642,12.67
2025-05,2154,568,1043079,17.63
2021-03,6497,38408,3301157,12.86
2021-11,1008,45945,3155090,20.07
2024-07,5101,27921,3945411,9.22
2021-07,3816,6654,4018233,20.51
2022-05,2232,23485,2460533,11.45
2024-05,9375,26823,1522414,3.33
2025-11,3379,6557,949161,4.85
2021-08,8637,35950,1887563,10.2
2021-07,3829,43715,3548745,8.72
2021-10,5646,23337,1949768,13.61
2023-09,1452,36101,4438123,4.58
2023-08,1006,29149,1340073,10.47
2025-04,7116,17322,443883,16.58
2022-12,2024,38525,1100574,17.05
2025-08,9662,1676,784712,10.76
2023-08,3287,39153,4684822,20.17
2023-09,8939,17916,3161858,2.57
2024-11,9056,30737,1698346,23.96
2022-10,7575,29152,971205,19.7
2021-10,4067,895,2697407,12.78
2024-01,2260,14908,4583238,8.64
2025-12,6613,17316,857570,21.58
2025-02,9076,17268,3816184,12.9
2024-09,806,4894,3591340,18.69
2021-04,4516,43416,2973256,10.92
2022-03,4438,28995,2381216,13.0
2025-02,1008,17197,4164881,5.69
2023-09,7059,40013,3054245,8.59
2025-01,2216,46908,1409701,11.73
2024-07,6439,30905,2283979,1.15
2021-11,221,38267,4144816,18.28
2022-01,355,23499,4721596,14.63
2021-05,8575,8501,2253082,23.56
2021-01,989,13382,385768,7.25
2025-08,9640,1580,464825,13.81
2025-07,8848,13465,3336839,6.55
2021-12,4123,44239,3532688,23.9
2024-01,2054,14046,4386485,13.91
2021-02,9557,49175,2430758,12.23
2021-01,3464,33261,2106575,6.51
2021-02,3790,28638,381572,20.84
2023-07,1124,35271,646684,15.53
2025-08,2272,26377,3980980,21.41
2022-03,5420,3117,3806982,13.32
2021-12,6857,45585,662877,20.11
2025-03,657,16531,1147004,5.34
2024-02,1582,12097,1103999,21.66
2025-09,838,48334,904033,6.86
2022-04,9697,22453,2022887,19.6
2025-03,4949,17325,3167118,11.01
2022-08,7685,9415,2292797,5.98
2023-01,1202,5468,1377638,16.92
2022-07,9275,35986,3475067,11.52
2021-03,2742,25242,414527,2.23
2024-02,346,6442,4662270,10.51
2021-07,1483,28874,120132,23.05
2024-02,8700,39231,534000,24.53
2021-05,2621,48418,2898848,2.61
2021-11,340,34275,1895494,4.95
2025-09,3373,1854,1764892,5.0
2023-02,9590,41536,363302,23.91
2025-12,6690,40029,4706231,18.36
2021-02,7130,31502,4839443,10.75
2022-01,8753,25460,2781452,23.88
2025-12,6848,25854,3781425,9.38
2025-07,7820,2246,483931,5.34
2024-12,6921,8403,3119821,6.24
2025-04,2939,23097,4369310,7.06
2022-08,8824,44432,2828581,8.07
2023-03,3955,43197,4984742,17.19
2023-01,4930,36873,291571,3.69
2021-11,8781,49512,538101,6.9
2023-11,3394,22812,1955062,2.16
2021-07,225,39310,4450239,5.81
2022-03,4011,32396,1172305,23.47
2025-01,695,22847,2051822,8.94
2022-02,7409,17473,2095139,11.35
2022-03,5910,30942,351821,10.14
2024-09,863,15693,134615,5.29
2023-06,1403,4285,2659694,13.08
2024-08,3422,33726,4293981,3.23
2022-04,3738,34134,2595494,14.11
2024-06,6134,14169,4254099,22.75
2023-03,9999,5488,1557049,15.83
2022-12,8923,47444,1078653,21.59
2025-01,2161,31552,3557058,14.38
2021-07,6277,47736,2530498,17.65
2025-10,1699,37079,4793136,8.04
2023-06,1242,10326,2275198,9.75
2022-09,9911,4263,3913556,1.14
2024-01,2806,19222,1979698,16.61
2022-10,1291,23613,3512822,22.11
2023-04,5492,7806,2566374,9.15
2023-12,2687,34016,2466711,19.08
2021-08,1434,32799,4895128,10.98
2025-06,6009,47721,300745,22.51
2023-03,131,25900,880806,13.09
2023-09,9389,5268,3930546,22.1
2023-05,3617,19449,4621943,8.7
2025-05,5669,22933,1919733,6.22
2022-06,8009,25660,1795773,2.3
2023-12,3316,46462,657377,21.94
2021-08,9512,5076,4750583,22.9
2021-04,6020,28144,2751892,2.89
2024-12,753,20209,106318,10.17
2021-04,1682,48611,1446053,23.94
2024-09,2662,43293,108264,21.97
2022-07,5625,35591,4371388,11.61
2024-01,7660,43792,2909441,9.24
2022-07,6729,18977,4380878,19.53
2021-01,2887,32147,3042160,18.01
2024-12,912,23550,3198748,2.67
2021-12,1340,8366,280577,23.95
2022-05,560,22395,108024,12.14
2025-11,461,49771,3517478,7.83
2022-11,2634,12529,1089975,15.35
2024-06,905,28106,4660166,2.64
2024-10,3467,4669,136665,6.01
2025-05,8859,40540,1883570,2.69
2024-12,1877,12297,4883374,1.74
2021-05,8621,27678,3019165,1.5
2024-02,3033,5359,3509988,12.83
2021-02,1590,29711,909023,22.11
2023-11,6691,15430,1368601,21.26
2025-07,3034,23498,1467834,10.63
2023-12,4246,3325,746147,4.24
2024-03,2800,19452,1866447,17.47
2023-10,4783,46786,166436,8.77
2025-01,870,16047,2730425,1.45
2024-01,6616,38453,2802255,9.21
2025-10,9237,22239,4884774,6.9
2023-11,1980,33141,2945879,9.36
2024-06,1284,26889,4999824,2.4
2021-04,9191,11136,4903511,13.32
2023-04,8075,13269,593713,12.19
2025-11,2693,14197,2605827,14.84
2023-04,824,38929,2842398,4.58
2025-10,3951,10783,3068741,19.16
2021-09,683,28269,1329986,23.48
2022-03,9254,2132,2531240,15.92
2025-07,4332,48847,3422607,12.91
2022-01,7026,24903,1231340,17.34
2022-11,3901,2760,2109439,6.58
2021-07,6131,26438,3803061,9.89
2025-08,6960,22128,1447073,7.86
2022-02,3407,12899,560075,8.78
2021-02,6044,2319,215232,5.68
2024-09,5386,33416,2873860,19.91
2024-12,3660,9540,4340622,23.76
2024-12,2806,43053,3250817,20.74
2025-10,5801,6842,4268953,19.98
2025-03,4345,49101,770457,9.85
2021-04,7187,42572,3534488,16.28
2021-06,2661,36084,1707779,14.38
2022-07,546,3372,382189,19.34
2022-07,779,46084,4769267,9.2
2025-04,5403,47761,2341613,15.02
2025-11,2131,18358,508812,11.08
2021-12,6943,40832,2074442,6.12
2021-02,919,7721,2547482,3.93
2022-09,2073,33881,333232,15.58
2024-01,5832,35815,1171888,11.7
2022-01,4041,13483,3497180,24.95
2023-11,9860,44873,3233177,10.98
2021-12,8207,43538,4943239,10.22
2025-12,3309,22075,1807764,15.42
2024-07,3949,47019,4305533,7.64
2022-09,7418,2545,2002050,19.7
2024-05,2346,47434,3034862,5.82
2021-05,1007,2132,3371513,11.51
2025-07,447,27038,3827767,3.6
2022-09,6787,13565,663439,11.29
2023-06,2231,45806,4820333,10.2
2022-02,339,40827,4055705,24.24
2022-04,6632,31639,3628568,7.2
2025-05,716,12483,1664072,15.0
2023-01,3015,34038,2857636,5.95
2021-01,981,24533,2786184,1.32
2024-06,9195,18921,4404818,12.68
2025-05,4709,47916,1975840,20.78
2022-05,1254,26845,3412854,19.01
2021-08,8695,29685,2016256,23.6
2022-08,5456,13911,2520522,15.63
2023-10,6295,41137,4281048,1.24
2024-01,2130,41731,4509743,15.53
2022-03,9237,45270,4625392,20.92
2023-06,4384,43895,1421902,10.3
2024-04,9557,11339,136854,12.24
2022-08,9378,27394,2221039,19.54
2022-06,3916,23574,2991147,17.95
2023-05,214,31805,1711970,2.67
2022-01,7147,37188,4991357,22.19
2021-05,7634,11589,198490,17.09
2024-04,273,35136,4783661,21.52
2024-03,2441,4072,455946,11.66
2025-05,1238,23595,1131606,11.55
2025-06,4751,27007,2495479,7.95
2024-03,6891,6665,892080,12.63
2021-07,3890,7512,1301903,8.94
2022-12,9848,46908,3689111,9.1
2024-11,4870,20644,3929494,15.18
2021-11,6130,17660,629491,5.44
2024-04,1409,43512,4298976,8.76
2025-04,9316,15822,4471531,10.53
2024-11,8864,21387,4045465,2.14
2021-08,3992,14459,4303537,9.52
2021-04,5955,33648,2727656,1.4
2023-10,3568,3983,652796,14.3
2023-02,6777,8730,1983244,2.46
2022-02,4395,11273,1551306,11.92
2023-06,5004,21440,3165915,15.21
2025-01,5936,14176,2529616,21.43
2023-02,6202,5123,101503,2.64
2024-05,6934,38518,4047267,19.0
2022-06,2552,13299,2189614,13.68
2024-10,4818,47683,4719533,17.21
2022-12,4647,42923,1348683,20.77
2023-01,5197,29066,2035074,18.55
2024-05,5096,6886,3580746,18.99
2021-07,7085,36934,3994254,18.37
2023-08,4963,29961,909001,12.61
2022-03,4382,17135,933082,4.28
2025-12,3778,3949,3488004,16.86
2022-06,3884,4666,1905028,2.71
2021-07,1550,14105,1643287,5.54
2024-04,4147,15654,4136359,20.3
2025-10,7385,17910,1231529,13.19
2025-07,2589,12080,4790340,21.86
2021-02,2728,46265,887292,17.12
2021-12,207,19846,4205140,2.31
2021-11,2493,35900,4325638,22.44
2024-05,2787,33782,4402878,4.96
2023-02,6857,41464,106391,3.92
2024-01,6585,11640,1008558,9.27
2024-12,190,3667,3097149,8.14
2024-12,4469,2219,1173277,13.05
2022-08,9717,49986,3539065,24.48
2025-09,3410,43599,2375281,16.19
2021-12,383,33950,4126591,20.01
2022-10,7862,7874,3131622,5.16
2025-03,7714,38953,560703,16.4
2021-02,3334,38582,3834047,8.65
2023-03,229,33898,2420870,17.8
2024-07,6310,28612,4415032,13.18
2022-10,2634,16160,821829,4.65
2023-05,9880,49126,1300757,14.42
2025-01,6069,23094,1714429,5.35
2022-08,9738,36971,4268068,4.6
2021-05,8257,15159,2738232,17.05
2024-06,5635,21372,1568888,22.18
2022-05,9667,48145,875818,22.27
2022-09,3332,21173,932343,4.78
2023-11,5947,40111,1635799,23.94
2021-01,8503,11159,1214039,15.76
2021-04,4088,40373,4316383,3.44
2022-03,5082,34150,726280,22.73
2021-11,9003,45542,1129362,18.76
2021-11,1328,6283,784645,9.6
2024-03,9989,31084,1839046,12.82
2024-10,7758,38714,1103849,12.59
2025-07,4822,16704,3993044,13.71
2022-02,1029,1503,3892113,5.99
2022-11,7929,46499,395007,16.12
2024-01,4928,10463,950396,21.03
2022-06,1251,41173,1556249,11.23
2022-01,5649,16056,3853180,10.08
2023-10,664,5252,3264889,6.37
2022-12,8286,29221,4696595,9.69
2023-10,6456,10646,577864,24.15
2023-09,7611,12269,3639466,17.63
2022-03,5235,28876,4243540,4.01
2025-10,6536,45954,3235818,13.34
2021-06,988,40280,1015329,4.77
2022-03,5135,13428,1055344,14.25
2025-08,6033,44680,2151504,13.34
2025-07,1936,5706,1382737,4.74
2024-08,2431,26030,961812,1.61
2024-10,2642,13022,3996673,13.67
2022-12,1433,11842,4505632,11.49
2022-08,8554,45506,2085253,18.68
2022-12,9125,18286,1073817,3.05
2025-06,6589,2874,2026376,21.3
2021-11,8341,22736,1162019,22.38
2024-04,868,25529,4148621,23.88
2021-11,6902,2091,4898492,9.01
2024-11,2202,40686,4545370,8.43
2025-06,4569,29204,3072193,1.82
2021-04,1364,23087,2729131,7.68
2021-10,6529,29987,4770475,10.1
2025-12,6207,40901,1529335,18.19
2024-10,228,36969,2912773,15.47
2023-06,9332,48150,4756178,20.48
2023-07,2243,27511,1145746,17.35
2022-09,392,24931,3970518,8.69
2022-04,8284,39609,3884077,8.05
2022-11,6184,36210,4670524,16.94
2022-03,8581,2083,2555021,16.35
2025-01,4082,33088,1582227,4.09
2022-04,1768,43537,1550179,5.56
2025-12,4609,37764,4261679,20.27
2023-06,8836,28427,4037195,8.93
2024-03,2293,30854,2631850,15.68
2025-01,4992,42809,3538391,1.83
2022-01,9417,26335,3651630,21.11
2022-05,864,3089,1958557,8.57
2021-07,9816,36581,3778473,13.8
2022-02,451,18711,4946979,19.39
2023-11,3282,33117,2553329,21.94
2024-10,9221,18847,2878314,9.83
2025-05,9664,33425,1938603,16.67
2023-11,8344,30628,3832174,13.22
2021-05,6616,35509,4717074,13.03
2025-05,3417,27977,4718917,12.53
2025-02,9522,44128,3143517,1.71
2023-05,3445,45513,4502524,7.34
2021-07,1649,28090,960364,13.88
2025-06,290,41240,2300553,12.13
2024-09,1908,21003,4013342,5.87
2025-10,696,41134,3698009,17.13
2021-02,7437,6909,4783846,13.96
2021-10,3263,46465,3712872,11.54
2022-09,6436,3139,1615840,12.19
2022-05,3168,16758,2049006,4.45
2024-08,9736,35025,3943477,23.41
2022-12,8953,5760,4192871,9.36
2022-08,9627,32815,3068042,24.01
2024-03,1872,25964,3396246,9.99
2022-07,1708,39608,1830128,21.27
2021-04,4617,31941,2857552,16.99
2023-08,5009,15824,4080423,5.75
2022-05,3298,20420,343674,12.69
2023-06,4113,17812,959982,2.37
2021-04,2469,27258,3729363,16.46
2024-09,4803,23340,2391731,16.91
2021-02,7693,27686,3865925,19.89
2025-07,7847,36358,4748919,6.99
2024-12,8897,44035,2069131,22.98
2022-03,7722,42447,3485782,13.34
2021-12,5247,24010,4732664,13.11
2025-02,9660,32608,1242054,5.26
2023-12,3025,11656,235257,11.89
2024-03,3400,31282,3782085,22.83
2025-09,4512,4953,844360,22.13
2025-01,1539,33238,2215925,12.34
2022-03,6239,45911,1299599,9.89
2023-09,2742,2184,3320194,5.39
2021-11,7913,7708,2003885,16.95
2025-09,8690,30695,1438412,5.45
2021-12,149,48236,1086307,24.66
2021-06,6665,28244,4533400,8.37
2022-04,4402,36516,1035252,10.38
2022-04,3485,3359,3749040,17.95
2023-02,4874,685,991789,11.84
2024-09,5960,800,4079889,6.76
2022-05,1960,22362,1952437,12.21
2025-07,6453,10948,565136,22.59
2024-06,3896,34836,3700987,14.86
2022-05,771,29259,172518,13.2
2022-06,1389,15128,497078,6.04
2024-01,125,18142,2719919,7.04
2023-02,5536,10978,227761,9.52
2022-11,5874,9787,1815129,18.09
2022-03,3433,46907,4040230,12.67
2023-07,2496,47362,3581701,2.36
2024-08,8585,9480,1731184,11.18
2021-01,2596,1250,1846097,9.79
2022-05,1125,43323,4740463,4.78
2024-03,9516,37741,120534,7.65
2023-07,333,24817,3462254,7.95
2021-06,7746,29037,4939020,6.58
2024-10,8537,29369,324492,10.93
2025-11,180,31602,3343234,6.81
2024-08,971,19519,1627114,20.03
2023-05,6156,18411,1453209,9.81
2025-12,5293,42952,3406727,8.5
2022-12,9216,42712,1306494,19.02
2025-03,6043,22356,2076317,24.96
2023-03,128,39406,2487876,4.24
2022-10,760,13165,729701,24.37
2025-06,5989,5368,2197264,13.1
2022-12,4761,2341,1903025,22.57
2021-09,2733,32194,854894,5.33
2022-01,6956,41600,1700246,3.8
2021-01,6224,1282,1893283,24.6
2022-12,3377,48888,583884,21.55
2022-02,6836,17689,2046790,2.05
2023-08,8371,734,1193042,17.93
2022-11,7083,48183,1502808,11.71
2023-09,6665,10750,2742916,13.14
2024-05,1797,46018,2391301,8.29
2023-04,5968,11286,3316364,12.0
2024-08,9920,43963,4624833,24.48
2021-06,1708,41273,3363458,14.01
2021-12,4864,7291,3531931,22.46
2025-07,9767,22442,432095,12.84
2023-09,8834,14703,2811130,8.33
2021-03,3169,48053,238669,19.16
2022-07,7071,37442,686135,12.78
2025-09,7623,35713,2163140,14.05
2023-02,870,34682,2838345,10.48
2024-05,9533,10621,3412803,21.68
2021-04,3532,9391,974071,15.88
2023-11,5685,18268,446979,9.53
2022-05,2605,17221,2601705,3.44
2024-12,4964,34955,3086238,13.66
2024-06,3540,46241,698005,21.84
2022-01,6867,12329,3476409,18.79
2021-02,346,35883,3378505,9.8
2025-01,6163,33934,1191002,15.91
2025-11,4232,1217,1086993,8.61
2024-01,8305,24241,4534990,17.45
2021-12,5486,7285,1381494,2.5
2022-04,2023,21587,3919731,15.45
2023-11,6586,39424,3199165,13.44
2022-06,196,38390,3418595,3.05
2025-02,4484,37259,3575848,23.28
2023-02,2084,2714,722436,19.38
2024-07,8941,30599,2141878,7.27
2022-02,8905,4827,2902575,4.34
2023-06,8313,31081,4926657,18.77
2021-03,9812,36514,199943,24.64
2024-12,7953,26769,1572197,18.9
2025-03,9401,39867,3339979,2.27
2022-02,5740,49471,1963018,11.47
2024-04,6043,43354,4210874,24.22
2021-05,8923,17849,4635545,14.82
2023-01,4882,46498,1298729,6.29
2021-12,8236,35702,4045473,3.21
2023-03,6294,25068,1236649,20.72
2021-03,5608,6929,212248,6.41
2023-10,9016,14556,3987146,8.71
2024-09,2221,8765,4473292,2.42
2024-10,2058,5065,1362993,9.44
2022-06,8479,29480,348466,14.94
2023-11,7314,10655,4580262,24.93
2022-07,6352,2913,374811,4.92
2023-12,293,48825,4598600,16.86
2024-01,301,34057,1507147,24.96
2021-03,1726,7125,267201,1.13
2022-07,304,28045,404044,8.55
2021-03,1812,34402,1673786,17.63
2025-12,6084,14260,3983233,21.34
2023-02,3025,17319,3584672,17.95
2021-10,3363,13217,2357330,24.24
2024-11,9914,18647,1753357,7.63
2025-03,5410,35489,2693794,19.46
2025-02,8384,48934,2741800,10.16
2023-08,1163,29979,4305145,9.45
2023-06,2014,8943,4888311,21.53
2024-02,1802,25409,4839914,16.94
2021-01,4214,14017,1007242,20.46
2024-01,2870,45135,3403865,24.94
2024-06,8788,2954,4847305,4.7
2021-01,3651,1245,657635,24.54
2023-04,688,4402,2021411,2.74
2025-07,1149,21615,1782932,15.31
2024-01,6735,32170,3072674,23.13
2025-06,3829,994,348487,16.11
2021-07,9024,44545,1496591,10.22
2025-07,7135,3412,3204659,22.7
2025-11,5190,36751,4832591,18.54
2025-05,9222,35808,4046223,12.23
2022-03,4652,43817,3517224,14.17
2021-12,5156,29198,217435,2.0
2024-01,5375,27394,3449734,18.72
2022-10,613,38166,1946883,8.02
2025-09,5340,33718,894756,24.9
2025-11,3368,26760,2573236,16.99
2024-04,2415,4076,3050845,2.19
2021-03,1056,40748,4114472,5.08
2021-11,599,37981,2515392,1.66
2023-07,5556,27397,3644040,12.17
2025-06,5289,2839,488223,21.62
2023-12,2524,12970,3003947,19.25
2023-10,1582,46844,1177400,12.92
2024-10,3732,37041,4684455,15.26
2025-02,2647,47813,2430423,16.43
2025-12,2038,36119,4855077,14.79
2024-07,8656,35753,2023995,18.89
2025-08,9087,5073,2342514,13.81
2024-05,8618,49182,1475864,15.37
2023-10,4013,29936,803180,14.8
2025-02,992,49487,3773724,13.95
2021-01,939,3320,4668425,3.38
2022-09,2032,11108,1582540,16.86
2022-03,8648,21712,3424562,9.54
2025-08,3521,42140,4610461,19.81
2022-05,1927,25561,4120583,12.01
2023-02,5864,2003,232291,14.89
2022-08,480,39206,481887,17.39
2022-05,5246,34035,2451233,24.95
2024-11,3922,45107,1292820,15.06
2025-07,3448,6117,892504,21.09
2023-04,4105,32783,2090511,23.44
2025-07,1040,13644,2637968,21.22
2025-08,2687,21603,2787153,19.74
2024-10,4727,46727,4958078,14.7
2024-10,2059,29367,3766861,10.05
2023-06,5373,3720,1088209,20.54
2025-08,7070,45912,2687816,22.71
2024-03,498,2372,3796130,1.86
2024-08,8005,2806,782922,2.23
2024-03,918,20207,3149008,12.36
2022-07,528,34931,3824089,4.75
2024-01,5023,26007,3379171,20.38
2024-05,4112,3063,4180890,14.76
2022-09,1121,12672,2517977,2.32
2024-11,5903,37391,2367267,8.95
2024-10,9829,43410,2874123,14.16
2025-06,1284,4899,226188,20.97
2023-02,9157,24686,1736506,23.01
2023-11,3051,30748,3634818,11.65
2022-08,5090,26932,384184,17.73
2021-09,6352,20190,762162,21.95
2025-06,6572,31923,3270386,20.07
2024-05,3004,38841,486784,21.9
2025-06,8408,9636,1139527,9.32
2024-04,337,592,4252977,9.52
2024-07,1403,41101,3885035,1.16
2023-05,9801,5618,4797033,19.95
2025-01,6414,40100,3328688,20.32
2022-03,1194,6591,3623633,3.42
2021-09,4167,35319,3499969,9.0
2025-05,7313,11543,2274180,10.43
2022-05,7890,22855,2914036,7.43
2022-10,8321,33787,2365198,3.32
2023-07,203,46965,1133849,6.63
2022-03,4930,42938,2163917,7.91
2025-02,2642,43249,2894453,18.48
2025-08,8008,39921,872640,5.39
2022-12,4437,32374,2679406,4.09
2021-01,1726,42761,1685124,22.02
2021-09,6523,42676,3487930,4.04
2023-04,672,6559,4510557,18.84
2022-01,7616,42065,3950682,2.97
2023-07,9478,32462,4931144,19.4
2021-05,9538,14280,3439677,16.67
2021-01,2896,49810,1573166,21.13
2025-04,9576,5274,1454513,22.18
2021-04,4311,12590,1028608,11.69
2022-01,6899,15886,980126,13.37
2024-01,7781,11266,4000459,19.8
2024-02,5085,45946,4394044,4.86
2024-10,4428,49143,134025,7.28
2023-01,1187,12625,3923850,5.65
2021-03,1027,29784,2535705,11.26
2025-12,9122,17154,1494246,24.08
2021-02,1724,35308,276193,9.04
2022-07,9676,48942,2412746,10.27
2024-06,7393,37048,3588206,7.69
2024-08,9607,8153,1410254,23.61
