service_name,uptime_percent,incidents_reported,incident_date
Auth,97.03,2,2018-04-01 19:38:33
Payments,99.19,5,2019-08-07 07:01:10
API,99.58,5,2024-01-17 19:35:03
Dashboard,97.65,3,2019-10-08 15:26:51
Payments,99.83,5,2019-09-30 19:47:24
Auth,96.31,7,2022-08-25 01:23:28
Payments,95.04,4,2020-06-30 01:02:00
Dashboard,96.13,1,2020-06-30 19:46:53
Dashboard,97.17,4,2023-05-18 10:35:50
Payments,97.7,4,2024-09-24 12:15:04
Payments,97.41,4,2021-08-31 04:11:56
Dashboard,97.77,5,2020-04-09 23:11:51
Payments,98.72,3,2018-07-06 07:03:30
API,98.61,5,2024-10-25 13:42:35
Auth,98.36,0,2019-08-29 04:18:46
Payments,99.27,5,2019-07-26 01:42:34
Auth,96.99,4,2022-08-09 14:22:37
API,95.47,4,2022-07-25 22:40:41
Payments,98.84,4,2024-01-08 07:08:01
Payments,98.01,6,2022-07-25 22:56:36
Dashboard,96.18,9,2019-04-12 12:36:06
Auth,97.29,3,2023-04-11 10:38:52
Auth,97.31,1,2021-06-16 08:14:50
Dashboard,99.85,8,2024-11-04 14:38:27
Payments,96.25,1,2021-11-07 03:38:16
Payments,99.31,3,2020-04-26 11:44:31
Auth,98.24,9,2018-07-06 23:01:03
Auth,98.14,7,2018-02-08 21:23:13
Payments,95.95,2,2018-09-24 09:57:52
Auth,98.12,4,2018-02-04 07:38:45
Payments,96.85,3,2022-09-04 08:16:53
Payments,96.98,7,2022-03-10 12:29:45
Dashboard,95.19,3,2023-09-24 01:37:32
API,99.07,1,2019-08-11 07:11:54
API,99.01,6,2021-03-01 09:24:57
Dashboard,97.75,7,2021-09-29 17:50:48
Dashboard,98.96,5,2021-02-09 09:48:10
Dashboard,95.65,4,2019-04-28 10:56:08
Dashboard,97.57,2,2022-11-13 13:50:09
Dashboard,98.26,9,2022-03-16 11:46:28
Payments,99.1,1,2024-06-13 05:47:18
Dashboard,95.8,5,2023-11-06 23:33:42
Payments,99.34,3,2019-10-07 13:43:08
Payments,98.1,7,2022-05-03 03:00:41
API,98.27,0,2018-06-28 17:01:36
Auth,98.43,9,2024-08-03 18:07:27
Payments,95.36,3,2023-05-26 16:13:17
Dashboard,97.29,7,2018-10-04 23:48:06
Payments,95.26,1,2023-05-08 12:36:08
Dashboard,95.82,1,2021-03-16 15:28:11
Dashboard,95.87,9,2019-07-02 03:46:35
API,98.66,6,2024-02-22 18:24:04
Dashboard,96.15,6,2024-04-27 03:54:14
Dashboard,98.58,3,2021-06-24 01:33:32
Payments,99.34,2,2023-03-25 12:10:30
API,99.36,7,2018-11-04 21:50:45
Dashboard,95.03,6,2019-02-16 11:01:00
Auth,97.42,0,2023-08-24 09:12:07
Payments,98.63,6,2020-11-09 17:15:27
Auth,99.45,0,2020-10-08 06:14:45
Payments,95.1,1,2021-07-27 16:48:15
Payments,95.16,4,2018-01-24 19:46:04
Dashboard,98.5,9,2023-01-14 13:35:04
Auth,97.68,8,2023-07-30 18:19:49
Dashboard,95.83,2,2024-09-04 19:12:25
Auth,99.88,6,2020-08-03 18:14:22
Dashboard,98.26,8,2022-07-05 06:35:41
Auth,98.69,2,2024-10-03 09:36:50
Payments,98.87,4,2021-10-29 09:40:16
Auth,96.25,1,2024-06-11 01:10:40
Auth,99.78,8,2020-02-21 16:44:43
API,95.4,5,2020-01-02 05:52:33
Payments,96.89,4,2018-10-17 18:28:19
Dashboard,97.23,5,2022-05-21 05:22:57
Payments,97.03,7,2020-08-08 14:18:33
Auth,98.97,6,2021-01-26 02:07:02
Payments,99.26,5,2019-11-29 11:30:10
Dashboard,95.72,1,2024-05-19 05:24:33
Dashboard,95.63,3,2020-11-15 03:14:49
Payments,95.48,0,2022-03-15 10:16:45
Payments,98.86,3,2024-01-01 12:56:02
Dashboard,95.91,2,2024-12-12 06:00:06
Payments,97.18,3,2019-03-22 14:11:27
Dashboard,98.62,0,2021-08-14 22:00:45
API,99.27,3,2024-10-26 18:11:14
Dashboard,97.88,7,2023-12-11 22:53:46
API,99.98,3,2023-01-25 23:20:31
API,97.42,5,2020-07-05 02:34:36
API,96.39,9,2018-07-06 23:53:58
Dashboard,97.41,8,2024-02-26 01:00:39
Auth,96.52,3,2020-09-21 01:14:28
Dashboard,95.22,3,2019-06-20 22:38:38
Payments,96.05,2,2019-07-17 19:27:36
Auth,95.2,1,2024-05-08 03:47:19
Auth,96.99,5,2023-02-05 22:40:17
Payments,98.61,6,2022-01-25 12:31:03
API,96.78,3,2020-09-16 10:30:27
Payments,96.01,4,2018-10-22 23:47:14
Dashboard,97.35,1,2023-12-01 00:51:56
Auth,98.99,5,2024-03-19 04:32:15
Payments,96.05,1,2023-06-25 03:02:02
Dashboard,98.1,9,2022-06-03 22:55:31
API,96.6,2,2021-05-29 01:06:12
Dashboard,99.39,4,2018-01-27 10:52:18
Auth,95.11,1,2020-09-01 05:05:19
Dashboard,98.01,6,2023-08-22 14:52:05
Dashboard,98.73,9,2018-01-26 12:36:28
API,98.69,7,2019-01-16 17:19:24
API,95.16,3,2019-04-30 01:31:11
API,95.94,4,2019-11-07 13:24:47
Dashboard,95.15,9,2020-07-25 19:17:00
API,95.64,8,2022-07-15 05:15:18
Dashboard,96.24,2,2020-12-20 11:45:43
API,97.71,2,2021-08-26 16:18:38
Dashboard,98.96,0,2018-08-03 07:56:53
Dashboard,99.12,9,2019-04-22 03:34:55
Dashboard,97.77,1,2023-09-22 23:17:25
API,99.19,4,2024-11-17 09:22:25
API,95.18,9,2021-12-29 10:10:09
Auth,97.65,2,2023-09-30 05:43:39
Dashboard,95.34,8,2022-01-12 17:50:31
Dashboard,99.33,2,2018-10-05 13:46:17
Payments,97.14,9,2024-05-19 11:31:14
Auth,98.05,3,2019-10-14 02:18:13
Auth,96.18,6,2024-11-24 01:59:52
Payments,99.2,5,2020-06-02 19:34:00
API,95.55,2,2018-03-02 03:13:23
Auth,97.22,3,2020-05-29 07:43:35
Payments,97.8,8,2021-02-05 16:55:35
Payments,95.63,5,2018-11-30 18:09:56
Dashboard,95.27,8,2019-01-06 00:28:12
Dashboard,96.32,7,2019-02-27 21:03:09
Auth,98.59,9,2023-12-17 19:19:35
Auth,98.43,9,2021-02-23 18:50:40
Dashboard,98.83,6,2024-05-24 13:17:46
API,96.02,2,2019-09-29 20:07:58
Dashboard,97.25,7,2023-08-08 19:33:59
Auth,96.27,9,2018-02-07 04:32:03
API,95.74,5,2021-08-26 02:20:08
Auth,97.72,1,2023-06-04 00:01:31
Dashboard,99.86,1,2023-12-01 08:23:44
Dashboard,97.61,7,2019-01-24 23:29:54
Auth,96.68,5,2019-06-24 09:14:00
API,95.85,4,2020-03-07 16:09:31
Auth,98.2,1,2023-07-11 01:51:33
Dashboard,98.9,2,2022-01-03 14:34:19
Dashboard,99.45,2,2023-09-14 11:59:21
Dashboard,97.13,9,2023-07-21 18:49:42
Dashboard,97.86,7,2024-05-05 19:25:07
Dashboard,99.73,7,2021-03-15 22:05:52
API,98.54,8,2024-02-08 20:36:17
API,97.95,0,2024-08-10 14:37:05
API,95.02,2,2024-08-12 07:09:38
API,98.03,0,2019-05-29 10:44:06
Auth,98.52,1,2023-08-22 15:18:03
Auth,99.59,4,2022-05-02 02:28:43
Dashboard,97.44,8,2019-02-18 21:49:44
Dashboard,96.1,7,2018-10-11 01:10:09
API,96.77,5,2020-04-22 10:32:29
Payments,96.08,6,2019-01-21 03:25:29
Auth,98.03,5,2022-07-14 13:25:42
Dashboard,99.55,4,2023-03-09 17:23:49
Auth,96.31,5,2023-05-07 23:46:53
Dashboard,96.8,0,2020-05-10 00:57:27
Auth,99.46,2,2024-05-27 06:53:43
Dashboard,99.04,8,2020-04-29 13:45:30
API,95.59,8,2022-02-27 14:02:29
Auth,97.18,3,2019-01-29 21:37:37
Auth,98.23,8,2019-07-08 20:17:08
Dashboard,98.63,0,2021-10-14 19:18:41
Payments,95.39,3,2018-03-11 18:44:09
Payments,96.91,7,2021-12-28 03:32:36
Dashboard,99.86,4,2022-05-31 02:47:05
Payments,95.77,1,2018-05-03 20:24:40
API,98.11,2,2019-03-05 07:24:10
API,97.44,9,2020-09-05 04:56:54
API,95.21,9,2018-11-29 20:53:33
Payments,95.46,1,2022-04-11 12:08:39
Auth,96.61,2,2024-06-22 21:53:00
Payments,96.48,7,2024-01-05 13:11:43
Auth,95.73,1,2022-04-15 14:06:01
API,99.24,8,2018-05-25 11:38:44
Payments,99.59,8,2018-05-05 09:34:43
Payments,95.74,7,2021-08-09 23:57:45
Dashboard,96.64,7,2018-11-24 16:38:37
Auth,98.83,5,2018-09-25 02:50:26
Auth,99.0,9,2021-03-01 10:04:50
Dashboard,96.58,1,2019-10-08 22:25:13
Payments,96.73,4,2024-12-18 19:39:45
Dashboard,98.57,0,2019-07-21 05:16:56
API,99.47,1,2023-02-19 16:39:29
Payments,99.44,1,2019-09-24 23:56:53
API,97.11,8,2020-10-01 12:32:29
API,98.78,1,2018-01-04 13:03:51
Payments,99.48,1,2024-04-09 08:41:08
Payments,97.74,8,2019-07-12 06:24:16
Dashboard,99.98,0,2023-11-29 04:21:17
Payments,98.03,6,2024-03-11 01:50:26
Payments,98.2,4,2020-12-14 06:44:10
API,97.19,9,2019-09-06 14:13:10
API,96.82,0,2018-10-04 20:43:38
API,97.9,2,2022-11-29 01:50:50
Auth,98.71,6,2024-09-28 12:03:29
Auth,96.28,1,2023-05-27 06:08:47
Dashboard,98.63,9,2021-01-15 09:58:36
Payments,99.56,3,2020-11-20 10:29:05
Payments,99.0,1,2020-11-08 01:38:10
API,98.56,4,2018-08-06 23:31:45
API,97.6,5,2021-08-28 09:03:44
Auth,97.34,7,2020-10-09 17:55:23
Dashboard,97.85,4,2021-01-26 21:23:49
Dashboard,98.44,8,2020-02-28 23:17:26
API,96.17,1,2023-04-08 22:04:50
Auth,99.31,6,2020-03-29 13:05:02
API,98.92,1,2022-08-18 14:15:04
API,95.8,3,2019-10-10 22:10:30
Dashboard,99.02,7,2024-04-13 12:45:02
API,97.66,3,2021-08-11 14:10:43
API,98.56,0,2019-11-27 20:52:07
Payments,97.1,1,2023-10-11 15:01:41
Payments,96.06,3,2019-12-12 21:34:24
Auth,97.87,2,2023-01-19 11:00:19
Auth,97.89,3,2020-03-18 07:52:26
API,99.86,5,2022-01-24 14:43:24
Auth,97.35,8,2020-04-08 05:50:31
Auth,95.12,7,2023-03-07 11:06:59
API,99.51,1,2023-12-11 21:38:54
API,99.82,6,2020-04-28 00:18:35
Payments,95.7,2,2024-03-30 23:00:41
API,98.36,0,2024-07-09 03:46:48
API,95.47,6,2020-02-04 07:08:59
API,95.78,6,2018-09-30 03:33:18
Dashboard,98.75,0,2023-03-11 10:51:34
Dashboard,95.71,4,2018-12-03 22:40:58
Dashboard,96.61,6,2018-03-07 21:22:09
Payments,99.53,3,2022-08-22 22:18:51
API,99.41,4,2024-12-27 08:48:35
Dashboard,97.89,7,2024-07-23 19:43:14
Dashboard,96.61,0,2018-07-27 00:56:18
Payments,95.35,9,2021-09-04 08:34:21
API,96.75,1,2022-02-07 14:08:11
API,96.41,7,2018-03-14 14:23:17
Payments,96.13,2,2024-05-26 03:12:56
Auth,99.66,0,2018-06-02 09:54:39
Dashboard,98.88,5,2021-03-16 03:22:31
Payments,99.93,3,2020-12-12 11:43:46
Dashboard,95.18,6,2019-01-21 05:05:07
API,97.4,2,2019-09-19 13:13:22
Dashboard,96.07,3,2020-01-31 04:42:59
API,99.09,8,2021-06-17 17:20:16
API,98.53,8,2022-05-24 09:34:45
Payments,95.69,8,2018-03-25 20:35:27
Payments,96.05,1,2018-12-07 22:10:27
Auth,97.74,1,2018-04-18 16:48:49
Auth,99.36,1,2018-10-05 05:47:29
API,95.71,8,2020-06-23 11:09:00
API,95.98,9,2021-03-16 23:42:08
API,96.91,8,2023-01-27 18:00:38
Auth,95.47,4,2018-11-16 09:48:48
Payments,97.49,8,2020-11-09 00:44:06
Dashboard,99.32,3,2022-11-01 17:38:09
Dashboard,97.15,9,2023-10-12 01:37:02
Dashboard,95.35,1,2019-01-25 23:43:41
Payments,96.55,8,2024-12-31 06:48:51
Dashboard,99.3,7,2020-03-06 00:55:30
API,96.48,7,2020-12-27 21:03:56
Payments,98.67,9,2018-10-20 08:13:36
API,99.02,1,2019-09-16 17:25:22
Dashboard,96.77,9,2022-11-03 20:22:39
Dashboard,98.7,2,2024-06-29 09:06:58
API,96.07,9,2018-05-13 11:34:13
API,99.07,8,2023-10-29 18:42:43
API,96.2,2,2018-07-24 19:13:55
Auth,96.08,8,2020-07-09 18:17:00
Dashboard,97.26,0,2021-12-06 19:56:21
Auth,95.76,6,2024-03-22 15:41:13
Payments,97.11,6,2019-02-05 14:11:40
Payments,98.82,0,2019-09-04 02:14:16
Dashboard,99.12,8,2024-01-30 10:22:36
Payments,95.56,7,2021-08-18 19:01:41
Payments,97.99,9,2022-04-08 06:51:15
Auth,99.4,7,2021-05-14 15:14:02
API,98.21,4,2023-10-03 23:28:44
Auth,96.71,6,2023-04-24 19:30:48
Dashboard,96.31,4,2024-01-16 12:46:02
Dashboard,97.81,4,2020-07-21 00:48:02
Payments,97.42,0,2019-02-10 19:07:28
Auth,97.17,8,2020-04-21 05:49:42
Payments,98.21,4,2021-01-26 11:05:49
Auth,97.33,2,2020-12-01 09:27:27
API,95.87,9,2024-06-05 20:07:41
API,95.39,7,2022-01-29 08:32:15
Auth,98.3,0,2024-04-25 11:32:11
API,99.97,3,2018-12-14 07:26:07
API,97.07,0,2024-06-12 16:24:11
Dashboard,95.49,1,2021-03-29 03:24:03
API,97.7,0,2021-04-30 23:27:31
API,99.4,5,2024-06-30 17:10:29
Dashboard,97.81,5,2024-01-16 21:27:15
API,99.12,5,2021-11-10 14:59:43
Auth,98.27,3,2019-05-02 12:54:20
Dashboard,99.03,1,2022-11-13 07:45:07
API,96.81,6,2022-02-01 01:01:45
Payments,98.51,3,2024-06-13 06:09:33
Payments,98.72,9,2024-01-09 00:30:15
Dashboard,99.44,4,2021-08-30 04:19:20
Payments,99.39,3,2019-04-03 15:21:39
Auth,95.39,1,2024-06-06 14:23:59
Dashboard,95.59,5,2022-10-28 01:57:58
API,98.1,2,2019-12-07 15:46:50
Payments,95.33,8,2018-10-16 23:43:32
Dashboard,99.0,9,2021-05-06 01:29:12
API,96.11,5,2019-08-21 05:27:18
API,97.85,2,2020-07-29 17:01:54
Auth,98.13,3,2021-12-17 15:02:47
Dashboard,95.29,6,2019-08-05 22:18:43
API,99.79,7,2023-02-04 15:46:59
Payments,97.06,1,2019-10-13 19:29:52
API,98.57,0,2022-05-13 23:32:44
Dashboard,96.16,0,2024-01-10 06:59:43
Auth,95.77,2,2024-07-20 12:50:32
Payments,99.55,6,2019-02-22 03:33:20
Auth,99.11,6,2018-05-07 06:00:19
API,99.71,6,2023-05-13 20:33:13
API,95.51,1,2023-01-23 22:37:53
API,99.93,3,2022-12-01 17:02:07
Dashboard,99.32,5,2023-02-07 22:23:42
API,95.36,5,2019-09-13 23:44:21
Payments,99.84,5,2018-09-21 13:21:25
Payments,95.65,1,2019-05-20 05:19:32
Auth,97.24,3,2024-07-24 23:36:20
Auth,95.43,0,2021-03-28 16:27:51
Auth,97.37,2,2019-10-01 06:44:19
Dashboard,98.42,6,2019-10-08 09:59:52
Payments,97.23,4,2024-05-07 13:34:10
Auth,96.37,6,2024-04-24 12:53:09
Auth,98.89,1,2018-05-04 12:26:40
Dashboard,98.36,0,2022-06-26 22:26:38
Auth,95.27,7,2022-02-12 02:31:50
Dashboard,99.48,9,2024-06-07 17:35:26
Auth,95.92,7,2022-12-29 18:40:21
API,96.11,4,2018-08-10 21:58:46
Auth,98.14,7,2021-02-01 22:25:25
API,95.43,3,2018-10-21 05:02:29
Auth,99.37,9,2018-11-17 22:17:39
Dashboard,96.21,4,2018-07-21 06:37:01
API,96.94,1,2024-07-29 16:48:07
Auth,99.33,9,2021-09-17 06:11:39
API,96.64,4,2022-11-20 06:51:10
Payments,95.64,3,2021-02-08 22:07:30
Payments,99.27,7,2024-01-21 15:49:23
Dashboard,97.56,6,2021-08-13 19:06:50
API,98.43,1,2021-01-27 00:03:45
API,97.78,0,2019-11-12 08:05:55
Payments,99.77,0,2018-05-10 07:48:45
API,99.91,6,2018-02-04 23:26:35
Dashboard,99.61,5,2020-02-15 10:53:50
Dashboard,97.42,2,2020-06-02 18:29:28
Auth,97.84,8,2022-12-17 11:13:11
Dashboard,96.45,2,2024-12-14 08:25:26
API,99.25,2,2019-05-04 14:22:13
Payments,95.46,9,2022-12-18 20:44:39
Auth,96.27,1,2024-11-23 11:34:23
API,99.85,2,2021-11-03 22:33:23
Auth,95.51,9,2019-05-07 13:18:15
API,95.63,9,2022-07-21 13:03:01
Auth,95.95,6,2022-11-08 19:12:15
Auth,95.69,0,2022-05-19 05:18:28
API,97.48,7,2024-10-13 04:10:46
Auth,97.0,5,2023-12-17 03:58:14
Payments,98.43,8,2023-09-04 05:44:22
Auth,99.2,9,2024-07-18 06:57:53
Payments,96.73,5,2018-03-05 10:43:18
API,96.32,8,2023-04-06 14:40:02
Auth,99.45,7,2024-10-14 05:35:28
Auth,99.11,2,2020-04-07 21:00:37
Dashboard,99.33,4,2020-02-06 07:02:03
Dashboard,96.3,3,2019-03-24 00:16:10
Dashboard,97.13,5,2018-12-13 02:58:04
Auth,96.52,8,2021-09-24 13:46:33
API,96.46,1,2023-07-28 00:28:16
API,95.3,8,2021-04-05 20:35:37
Auth,98.61,2,2018-05-20 16:14:47
Auth,95.51,9,2019-05-25 08:28:48
Auth,97.11,4,2022-05-15 17:44:06
Auth,97.62,9,2022-05-14 15:47:03
Payments,99.77,7,2018-10-29 17:22:58
API,99.54,0,2022-06-22 02:46:19
Dashboard,98.18,3,2021-08-14 22:02:58
Payments,97.11,9,2021-09-22 01:11:46
Payments,97.64,9,2020-02-02 21:12:54
Dashboard,95.02,8,2019-03-25 15:07:03
Auth,95.69,6,2020-08-15 08:33:32
API,99.98,8,2024-05-26 14:23:14
Payments,95.65,6,2020-05-04 03:31:28
Dashboard,98.89,9,2024-10-19 22:07:05
Payments,96.2,6,2019-09-06 16:38:02
Payments,97.74,9,2021-04-18 21:41:27
API,97.04,8,2023-01-21 20:36:58
Dashboard,98.68,8,2018-06-27 19:40:19
Payments,96.22,1,2018-11-19 09:11:05
Auth,97.31,6,2022-01-25 07:13:38
Payments,99.91,0,2021-04-21 12:54:59
Dashboard,99.77,9,2020-02-12 07:51:10
Payments,97.47,6,2021-01-04 23:07:34
API,97.99,7,2018-07-25 12:14:45
Payments,96.31,8,2020-08-07 00:57:37
Dashboard,97.13,1,2022-11-19 15:15:29
Payments,98.34,4,2024-06-28 01:05:11
Payments,97.32,9,2023-02-06 22:44:52
Auth,96.89,0,2019-06-10 06:06:07
Dashboard,97.39,3,2022-08-06 19:42:30
Dashboard,98.96,4,2023-05-10 22:36:36
Dashboard,98.45,8,2021-08-29 10:07:30
Auth,99.94,3,2020-05-25 07:23:26
API,99.0,0,2023-01-30 18:12:08
Auth,97.44,8,2021-07-07 01:49:40
API,97.86,8,2019-04-04 09:50:05
API,97.33,5,2023-09-24 20:15:05
Auth,96.15,7,2022-12-18 03:33:00
Auth,95.65,2,2023-11-03 16:37:15
API,98.54,8,2023-02-11 00:02:35
Auth,97.29,8,2018-11-19 09:26:18
Payments,95.81,1,2024-03-29 12:25:24
Payments,95.95,4,2021-08-01 20:06:35
API,95.11,4,2018-07-18 03:07:47
Auth,99.25,1,2024-02-08 11:07:05
Auth,97.35,2,2021-08-20 22:03:25
Payments,97.02,6,2023-04-17 05:29:07
Payments,96.08,3,2024-09-13 02:57:29
API,98.38,1,2020-09-11 12:05:15
Auth,96.65,1,2022-06-08 05:10:14
Auth,96.78,1,2020-04-11 03:09:49
Dashboard,99.66,9,2022-04-26 16:30:46
Auth,95.17,3,2020-03-07 19:53:46
Auth,95.37,6,2022-12-27 16:06:40
Dashboard,97.35,1,2021-09-30 20:49:45
Dashboard,98.54,5,2024-10-29 10:13:42
Dashboard,95.1,9,2020-01-28 20:15:41
Payments,97.17,2,2021-09-22 20:20:08
Dashboard,97.8,9,2024-09-07 11:27:58
API,99.53,5,2021-02-12 08:21:57
Auth,98.51,0,2018-02-03 09:57:26
Auth,95.78,2,2020-05-30 12:46:56
Auth,95.44,6,2022-09-22 21:59:45
Auth,99.04,6,2022-03-14 14:55:25
API,95.76,5,2024-12-10 05:03:01
API,96.71,4,2019-09-14 21:31:57
API,98.83,3,2023-12-04 03:19:49
Dashboard,98.56,5,2020-05-08 05:34:11
Auth,97.88,5,2022-12-01 05:04:26
Auth,97.22,7,2024-02-26 15:44:07
Dashboard,96.69,7,2022-05-11 10:43:51
Payments,99.02,2,2019-07-14 15:51:09
Auth,95.14,2,2021-07-21 03:26:38
Payments,96.81,7,2020-09-20 01:58:43
Auth,97.07,1,2021-03-26 21:32:31
Dashboard,99.55,4,2023-08-27 08:47:18
Auth,96.63,8,2022-04-01 11:57:52
API,99.41,6,2021-11-19 02:40:16
Dashboard,99.55,6,2020-10-25 23:02:35
Payments,98.51,8,2022-04-19 21:33:51
API,99.92,0,2018-10-24 03:43:16
API,99.77,6,2020-04-23 14:50:31
Dashboard,96.38,6,2024-02-03 06:54:03
API,95.89,4,2019-09-19 17:00:55
Auth,99.32,8,2021-07-06 07:47:11
Dashboard,95.97,3,2024-11-03 21:59:27
Payments,98.02,9,2020-01-26 20:55:41
Auth,99.08,1,2024-05-27 13:32:19
Dashboard,98.05,0,2024-05-27 19:26:36
Auth,99.49,1,2023-04-12 22:26:29
Payments,99.8,2,2022-07-18 23:55:06
API,95.99,5,2022-02-25 15:35:34
Auth,99.21,1,2021-11-18 07:10:31
Auth,98.63,5,2018-01-16 22:46:36
Dashboard,98.39,7,2021-09-06 00:17:22
Auth,96.74,3,2019-11-26 23:38:57
API,97.25,8,2020-05-14 09:39:10
Payments,95.37,4,2018-04-18 09:36:56
Dashboard,98.34,6,2018-12-30 13:16:41
API,95.2,3,2021-02-23 09:18:11
Payments,97.46,0,2021-01-25 08:27:21
Auth,99.16,2,2018-09-17 17:42:20
Dashboard,97.81,7,2018-12-23 22:46:29
Payments,99.81,1,2022-04-05 13:18:51
Payments,99.79,9,2020-08-02 09:16:38
Auth,97.27,3,2019-02-10 01:58:39
API,96.85,8,2022-11-02 01:10:53
Payments,98.53,0,2023-06-05 12:30:34
Payments,99.8,9,2021-01-13 09:03:28
Auth,97.32,1,2018-01-06 05:44:31
Auth,96.14,3,2023-12-13 21:48:43
Payments,99.6,7,2024-08-24 07:21:16
Payments,96.52,2,2018-07-02 17:56:22
Auth,97.92,1,2018-04-16 17:57:07
API,95.71,6,2020-06-07 15:48:38
API,96.65,6,2020-06-11 06:21:31
API,98.99,3,2020-04-30 07:13:44
API,98.26,3,2021-03-14 16:06:30
Auth,95.9,1,2023-03-02 23:38:16
API,98.61,9,2024-11-27 00:24:00
API,95.14,3,2019-01-07 10:40:37
Auth,97.49,8,2021-09-02 09:04:53
API,97.29,3,2023-09-28 17:17:21
Auth,98.27,9,2020-07-12 11:22:45
Payments,95.74,7,2019-12-12 18:38:18
Dashboard,97.53,9,2018-05-15 08:54:48
Payments,95.84,0,2021-12-29 21:28:22
API,95.04,0,2019-03-25 04:08:44
Payments,97.89,0,2019-06-23 10:17:20
Dashboard,95.56,6,2021-12-09 21:58:28
Auth,97.36,2,2022-09-10 18:42:33
Dashboard,95.2,2,2021-11-17 03:51:29
API,95.27,5,2021-12-31 13:55:48
API,95.22,2,2018-01-01 21:05:22
API,99.77,5,2018-04-22 07:33:12
Payments,99.17,3,2020-06-03 11:03:04
Dashboard,97.91,2,2020-02-09 18:51:08
Payments,98.03,0,2019-08-24 22:54:37
Payments,98.92,0,2019-07-19 03:38:34
Payments,96.49,2,2024-05-20 07:48:37
API,95.11,7,2024-01-29 21:39:35
Dashboard,97.43,4,2024-08-27 13:19:20
Dashboard,98.21,1,2021-10-21 16:59:10
Auth,97.09,0,2024-11-16 11:20:25
Dashboard,99.9,7,2018-10-22 19:09:21
API,97.35,0,2024-04-27 22:41:50
Auth,96.97,1,2021-04-12 03:23:40
API,98.9,6,2021-04-16 21:37:13
API,99.3,2,2018-10-17 03:36:16
Dashboard,97.73,1,2024-09-04 15:17:17
Dashboard,99.7,7,2024-05-31 13:52:02
Dashboard,95.16,5,2022-01-08 06:08:05
Auth,98.07,1,2024-06-26 00:56:30
Payments,98.91,4,2020-12-09 15:20:46
Dashboard,99.84,4,2018-10-21 00:46:40
Payments,96.5,8,2018-08-01 18:13:45
Auth,98.16,4,2024-03-05 18:32:49
Auth,98.23,7,2024-10-19 23:18:20
API,97.15,4,2018-02-03 02:08:25
Dashboard,99.39,0,2022-04-24 16:21:43
Payments,97.42,3,2019-09-02 02:30:12
Payments,99.45,8,2019-03-21 03:31:06
API,98.24,8,2023-09-20 20:17:30
Payments,96.36,2,2018-07-21 00:07:46
API,97.88,4,2022-02-19 16:51:20
Payments,95.75,3,2020-12-28 19:30:28
Dashboard,96.7,9,2019-12-17 01:02:23
API,95.58,8,2022-10-31 07:36:38
Dashboard,98.96,2,2018-02-07 04:31:30
Dashboard,99.3,7,2020-03-04 15:52:55
Dashboard,96.69,3,2018-12-27 02:50:02
Dashboard,97.53,7,2018-03-01 21:38:58
Auth,95.0,0,2018-06-17 14:42:32
Auth,98.56,4,2023-11-30 19:17:20
Dashboard,97.65,5,2018-08-02 11:23:41
Auth,97.05,6,2023-05-25 03:08:19
API,97.7,0,2022-10-28 17:10:09
Payments,95.93,4,2018-11-16 13:16:52
Payments,98.9,6,2022-01-23 07:23:41
Dashboard,98.76,0,2022-02-18 01:51:09
Auth,97.09,8,2020-04-10 15:10:46
Payments,99.5,1,2024-06-25 16:08:48
Dashboard,97.87,9,2024-02-17 09:51:14
API,99.03,9,2022-01-12 08:05:28
Auth,98.07,2,2023-03-15 19:38:21
Payments,99.83,8,2023-01-14 15:00:24
Auth,98.22,5,2024-12-17 12:43:09
API,95.2,2,2019-01-17 10:43:47
Payments,95.56,6,2019-03-25 08:02:27
Dashboard,99.65,0,2021-08-06 16:12:04
API,99.06,8,2020-07-22 09:10:27
Payments,96.93,5,2021-05-19 15:43:00
Payments,99.37,6,2022-01-21 10:28:52
API,96.36,8,2021-03-18 01:47:38
Auth,98.55,2,2021-11-13 20:46:50
Payments,95.82,6,2021-05-26 15:26:47
Dashboard,96.06,6,2020-08-08 02:00:34
API,97.4,7,2023-04-23 05:12:32
API,96.31,9,2024-03-24 09:12:16
Auth,97.14,3,2019-03-09 01:07:20
API,96.04,3,2022-05-12 12:42:23
Auth,95.36,6,2020-06-23 02:00:13
Payments,96.9,2,2018-07-04 20:13:47
Dashboard,98.78,7,2022-04-18 05:46:29
Payments,96.67,1,2023-07-07 02:36:59
Dashboard,95.19,3,2020-02-01 11:31:35
Payments,96.5,2,2024-01-06 06:09:29
Payments,98.07,9,2020-05-28 10:01:59
Payments,97.4,4,2019-10-18 05:06:31
Payments,98.91,4,2020-03-07 23:51:36
Payments,95.49,7,2022-05-04 23:30:51
Payments,96.97,3,2021-01-08 00:59:05
Auth,95.28,0,2020-03-02 15:54:15
Auth,98.81,8,2018-10-19 19:39:22
API,97.23,2,2019-10-04 22:34:02
Dashboard,97.14,8,2023-12-03 11:36:33
Dashboard,96.58,5,2020-09-24 14:39:52
Payments,95.43,0,2021-05-14 13:50:57
Auth,96.1,8,2023-01-21 14:12:18
Auth,96.24,9,2024-08-30 02:38:39
Auth,96.57,8,2019-11-08 19:46:54
Payments,95.06,7,2021-06-11 23:38:44
Auth,97.19,0,2024-08-22 12:38:04
Payments,97.14,7,2022-12-01 07:54:02
Payments,99.18,2,2019-05-02 14:27:45
