employee_id,avg_daily_hours,tasks_completed,work_mode,productivity_level
52503,11.7,10,Remote,Normal
8543,10.7,12,Onsite,Normal
52711,11.0,17,Onsite,Normal
78253,4.9,21,Onsite,High
31896,10.8,8,Remote,Normal
9193,9.8,4,Hybrid,Normal
9166,9.9,5,Remote,Normal
33556,6.8,6,Hybrid,Normal
46765,9.4,20,Remote,Normal
69879,5.4,17,Hybrid,High
57816,11.1,17,Onsite,Normal
42899,9.3,18,Hybrid,Normal
41527,5.0,15,Hybrid,Normal
70706,8.6,1,Remote,Normal
62629,8.4,9,Onsite,Normal
17439,6.1,22,Onsite,High
12774,4.9,18,Remote,High
49364,11.4,7,Onsite,Normal
35449,4.1,1,Onsite,Normal
33187,7.4,16,Hybrid,High
21996,7.9,23,Remote,High
66219,8.0,10,Hybrid,Normal
43211,9.2,22,Hybrid,Normal
30496,4.9,9,Hybrid,Normal
67866,7.5,13,Hybrid,Normal
73670,5.2,6,Hybrid,Normal
89856,9.4,16,Onsite,Normal
13262,5.6,3,Onsite,Normal
71060,4.9,21,Onsite,High
75241,4.0,11,Remote,Normal
15656,10.4,4,Remote,Normal
21690,5.1,19,Hybrid,High
78663,6.4,17,Hybrid,High
50006,8.6,6,Hybrid,Normal
18576,10.0,9,Hybrid,Normal
83161,11.8,7,Hybrid,Normal
53094,9.8,1,Remote,Normal
28432,5.4,20,Hybrid,High
54117,6.9,21,Onsite,High
13672,7.1,6,Remote,Normal
8287,7.1,4,Remote,Normal
51502,4.2,2,Remote,Normal
89621,6.2,21,Onsite,High
51337,7.9,18,Remote,High
41819,9.3,4,Hybrid,Normal
8989,4.7,7,Hybrid,Normal
2199,7.0,15,Onsite,Normal
45613,5.1,23,Onsite,High
16721,5.0,3,Onsite,Normal
4395,4.9,9,Remote,Normal
86079,8.5,5,Hybrid,Normal
86960,11.0,9,Hybrid,Normal
63020,8.3,21,Onsite,High
41182,9.9,4,Remote,Normal
38732,8.4,9,Remote,Normal
37184,8.0,10,Onsite,Normal
62452,11.3,22,Remote,Normal
89348,10.4,15,Remote,Normal
78489,11.5,10,Remote,Normal
37123,10.9,14,Hybrid,Normal
137,4.8,11,Remote,Normal
19289,7.7,23,Hybrid,High
50588,10.5,5,Onsite,Normal
26337,10.5,11,Onsite,Normal
47950,9.7,22,Onsite,Normal
3007,8.5,8,Remote,Normal
74847,9.9,18,Remote,Normal
25550,5.6,15,Remote,Normal
50292,8.4,13,Remote,Normal
7699,6.3,4,Remote,Normal
76621,11.7,4,Onsite,Normal
26690,4.3,21,Onsite,High
8938,11.1,20,Onsite,Normal
79600,7.6,17,Remote,High
74690,5.2,7,Onsite,Normal
34729,4.7,7,Remote,Normal
11866,11.0,18,Hybrid,Normal
36885,7.5,16,Hybrid,High
82053,9.8,21,Remote,Normal
11406,10.7,5,Remote,Normal
36880,11.3,11,Hybrid,Normal
70289,6.8,9,Onsite,Normal
26971,8.9,11,Onsite,Normal
9578,8.3,2,Remote,Normal
20228,5.1,3,Hybrid,Normal
15178,6.5,13,Onsite,Normal
85062,6.0,2,Hybrid,Normal
16019,5.7,21,Hybrid,High
61598,6.8,5,Hybrid,Normal
26033,10.9,6,Hybrid,Normal
89262,6.3,2,Remote,Normal
13410,6.0,10,Remote,Normal
36155,4.3,13,Remote,Normal
59153,9.6,11,Onsite,Normal
19222,7.5,7,Remote,Normal
74169,11.8,16,Remote,Normal
25733,9.9,13,Onsite,Normal
25649,8.3,14,Remote,Normal
48726,10.4,3,Remote,Normal
27831,8.2,7,Remote,Normal
68023,11.4,3,Hybrid,Normal
5890,5.5,1,Remote,Normal
88310,11.4,19,Onsite,Normal
9743,6.7,20,Remote,High
74552,6.0,18,Hybrid,High
81796,7.1,12,Remote,Normal
84252,10.0,24,Onsite,Normal
26719,9.6,9,Onsite,Normal
58470,6.4,20,Onsite,High
52291,9.8,17,Onsite,Normal
60587,7.0,19,Hybrid,High
1051,8.5,12,Remote,Normal
64082,4.2,10,Hybrid,Normal
69820,9.0,2,Hybrid,Normal
11239,11.6,2,Onsite,Normal
67880,7.7,10,Onsite,Normal
63372,11.5,17,Remote,Normal
20053,7.3,12,Hybrid,Normal
24601,9.2,12,Remote,Normal
65124,5.0,8,Remote,Normal
70966,6.7,4,Hybrid,Normal
60129,6.8,17,Onsite,High
21163,5.4,18,Onsite,High
30661,7.8,21,Remote,High
53834,11.2,3,Remote,Normal
11777,4.4,8,Onsite,Normal
54433,7.7,22,Onsite,High
68881,10.4,14,Onsite,Normal
42557,11.4,18,Onsite,Normal
73743,8.3,10,Remote,Normal
57396,10.7,11,Onsite,Normal
71619,7.8,22,Onsite,High
40248,4.9,8,Remote,Normal
1770,5.4,2,Hybrid,Normal
21595,6.5,6,Onsite,Normal
60541,5.5,18,Remote,High
537,10.0,10,Onsite,Normal
44171,11.2,16,Onsite,Normal
66808,11.9,15,Remote,Normal
73860,11.6,6,Onsite,Normal
53159,4.4,5,Remote,Normal
15529,7.3,15,Onsite,Normal
89443,9.6,19,Remote,Normal
44150,6.0,15,Onsite,Normal
26915,7.5,15,Remote,Normal
73298,8.4,23,Hybrid,High
40754,8.3,20,Hybrid,High
63506,10.9,24,Remote,Normal
60874,11.6,4,Remote,Normal
15779,5.7,24,Hybrid,High
22781,5.8,7,Onsite,Normal
15144,11.2,1,Remote,Normal
20860,5.3,22,Remote,High
15718,4.6,16,Remote,High
41926,5.8,13,Remote,Normal
32114,6.5,1,Onsite,Normal
78894,6.1,2,Remote,Normal
59229,10.6,4,Remote,Normal
16342,6.5,18,Remote,High
61305,5.9,19,Hybrid,High
11879,6.7,20,Onsite,High
23897,5.0,21,Remote,High
19644,7.9,1,Onsite,Normal
42476,4.8,19,Onsite,High
54598,10.9,1,Onsite,Normal
52254,6.0,19,Onsite,High
44539,7.2,22,Remote,High
64150,11.3,14,Hybrid,Normal
42003,6.4,8,Hybrid,Normal
49499,7.8,18,Onsite,High
20552,7.0,16,Onsite,High
51249,7.2,22,Onsite,High
53785,4.4,4,Remote,Normal
80448,9.6,16,Onsite,Normal
52534,7.7,17,Remote,High
22716,6.4,4,Hybrid,Normal
35503,9.9,14,Hybrid,Normal
65537,8.6,12,Onsite,Normal
82674,11.7,4,Hybrid,Normal
83630,11.6,24,Onsite,Normal
39388,9.7,7,Hybrid,Normal
73393,8.7,21,Hybrid,High
74493,5.0,1,Hybrid,Normal
83396,9.6,3,Remote,Normal
21104,8.3,19,Remote,High
33962,9.4,11,Onsite,Normal
22528,8.2,24,Hybrid,High
64674,7.1,2,Onsite,Normal
47581,8.1,24,Remote,High
3016,9.0,7,Onsite,Normal
34382,6.7,9,Onsite,Normal
44209,5.6,13,Onsite,Normal
37547,6.7,11,Hybrid,Normal
72008,11.3,15,Remote,Normal
20418,8.1,4,Onsite,Normal
52068,9.5,23,Onsite,Normal
33771,10.9,14,Remote,Normal
82341,10.5,6,Hybrid,Normal
9251,5.9,16,Hybrid,High
41346,11.5,10,Onsite,Normal
37409,5.9,3,Remote,Normal
71792,6.2,1,Hybrid,Normal
27723,6.7,9,Onsite,Normal
36773,10.9,8,Onsite,Normal
45054,8.7,18,Remote,High
1498,5.1,17,Onsite,High
13009,8.8,12,Onsite,Normal
9836,4.4,15,Hybrid,Normal
67432,10.3,9,Onsite,Normal
74282,8.8,1,Hybrid,Normal
564,10.6,16,Remote,Normal
51859,8.7,13,Onsite,Normal
60511,7.5,24,Hybrid,High
40354,6.4,14,Onsite,Normal
82948,11.8,22,Hybrid,Normal
40239,6.3,12,Hybrid,Normal
45015,11.0,22,Hybrid,Normal
10412,5.1,8,Hybrid,Normal
73165,5.4,3,Remote,Normal
46161,6.1,7,Hybrid,Normal
32312,10.1,1,Remote,Normal
51336,8.1,6,Hybrid,Normal
81078,4.9,5,Onsite,Normal
17688,6.6,22,Remote,High
23914,9.4,10,Remote,Normal
72449,5.7,17,Hybrid,High
68947,6.6,19,Remote,High
77108,11.8,18,Hybrid,Normal
13418,8.5,2,Hybrid,Normal
84521,11.2,9,Remote,Normal
88069,5.7,1,Onsite,Normal
50604,6.6,15,Hybrid,Normal
68302,4.7,1,Remote,Normal
35632,11.3,1,Onsite,Normal
58249,10.5,6,Hybrid,Normal
67381,8.3,15,Onsite,Normal
32511,8.5,4,Remote,Normal
64545,5.3,24,Remote,High
38260,5.1,2,Remote,Normal
79414,4.7,8,Hybrid,Normal
8703,7.2,13,Remote,Normal
31769,7.5,21,Hybrid,High
73121,8.9,23,Onsite,High
39046,10.1,15,Hybrid,Normal
59901,9.5,2,Hybrid,Normal
82128,10.1,20,Hybrid,Normal
55176,5.0,24,Remote,High
21048,7.9,7,Onsite,Normal
65332,8.7,11,Onsite,Normal
88440,10.8,5,Onsite,Normal
82537,7.3,12,Onsite,Normal
55591,7.5,15,Hybrid,Normal
59960,9.6,14,Onsite,Normal
49096,8.3,12,Remote,Normal
50011,6.2,4,Onsite,Normal
39570,8.5,10,Hybrid,Normal
61663,5.0,3,Onsite,Normal
18379,11.5,17,Onsite,Normal
87776,8.3,16,Onsite,High
83947,8.5,18,Remote,High
53856,5.6,15,Remote,Normal
6013,11.1,6,Onsite,Normal
27669,7.3,12,Hybrid,Normal
26123,11.1,24,Hybrid,Normal
31833,7.2,19,Hybrid,High
27057,8.6,21,Remote,High
56635,6.2,1,Remote,Normal
31530,7.3,14,Onsite,Normal
28556,11.4,3,Hybrid,Normal
74061,5.3,13,Remote,Normal
55474,6.4,23,Hybrid,High
81949,7.0,12,Onsite,Normal
6183,8.3,23,Hybrid,High
11377,7.3,9,Hybrid,Normal
67257,4.6,24,Hybrid,High
24739,6.0,13,Remote,Normal
79192,8.3,2,Hybrid,Normal
9793,10.3,3,Onsite,Normal
41659,6.1,20,Remote,High
8514,8.2,14,Hybrid,Normal
27178,9.0,6,Hybrid,Normal
50698,4.2,20,Onsite,High
24265,7.0,21,Hybrid,High
31522,11.7,8,Remote,Normal
1318,7.4,11,Hybrid,Normal
84989,6.4,18,Onsite,High
13941,8.4,8,Onsite,Normal
89930,6.0,19,Remote,High
19401,8.4,9,Onsite,Normal
41838,5.2,19,Onsite,High
15403,9.1,14,Hybrid,Normal
37495,6.5,17,Onsite,High
4697,6.9,18,Onsite,High
30596,8.2,12,Hybrid,Normal
71710,6.6,13,Hybrid,Normal
25763,5.7,20,Hybrid,High
6205,10.4,14,Remote,Normal
42782,7.8,9,Remote,Normal
71311,11.4,23,Onsite,Normal
70102,7.4,11,Onsite,Normal
86168,11.0,2,Hybrid,Normal
68832,8.2,23,Remote,High
53725,7.6,15,Remote,Normal
55319,11.9,23,Remote,Normal
48099,7.3,15,Remote,Normal
75183,5.9,20,Remote,High
63961,4.9,20,Hybrid,High
83835,7.5,22,Hybrid,High
88026,11.7,3,Onsite,Normal
39268,7.3,13,Hybrid,Normal
17850,5.8,10,Remote,Normal
49642,8.3,20,Remote,High
27164,6.7,24,Onsite,High
72619,11.4,7,Onsite,Normal
15148,9.4,21,Onsite,Normal
71288,7.6,10,Remote,Normal
6510,5.4,20,Remote,High
5037,10.0,5,Onsite,Normal
80981,5.0,16,Onsite,High
68156,8.2,23,Hybrid,High
30928,7.9,14,Onsite,Normal
6124,7.6,13,Remote,Normal
68896,7.1,8,Remote,Normal
18071,6.3,10,Remote,Normal
51006,5.0,14,Hybrid,Normal
74341,8.4,23,Onsite,High
87229,9.5,5,Hybrid,Normal
27836,9.5,17,Onsite,Normal
7423,10.5,13,Hybrid,Normal
20688,8.8,8,Remote,Normal
60796,7.9,17,Remote,High
57128,6.2,20,Remote,High
42725,9.5,1,Onsite,Normal
48788,7.3,2,Onsite,Normal
73172,11.7,20,Remote,Normal
69950,7.3,19,Hybrid,High
4599,6.2,4,Hybrid,Normal
51971,9.8,17,Hybrid,Normal
13097,5.0,23,Onsite,High
26512,11.9,15,Hybrid,Normal
76893,5.0,5,Remote,Normal
38275,6.6,16,Remote,High
74003,5.0,18,Remote,High
81582,5.6,16,Hybrid,High
74603,6.1,7,Remote,Normal
71049,10.1,15,Hybrid,Normal
33637,5.0,9,Hybrid,Normal
74801,11.0,20,Onsite,Normal
22768,6.4,2,Hybrid,Normal
78091,5.7,10,Hybrid,Normal
28863,4.6,6,Onsite,Normal
71987,9.2,13,Onsite,Normal
19476,4.7,17,Remote,High
64752,6.2,13,Remote,Normal
33465,7.5,14,Hybrid,Normal
41299,9.5,16,Onsite,Normal
76388,4.6,24,Remote,High
12612,6.1,1,Remote,Normal
79224,9.9,23,Onsite,Normal
33482,7.3,6,Remote,Normal
67875,9.4,12,Onsite,Normal
83591,8.7,7,Remote,Normal
32893,11.7,9,Remote,Normal
87303,5.3,5,Remote,Normal
7786,10.7,7,Hybrid,Normal
47405,4.5,14,Hybrid,Normal
42245,4.4,2,Hybrid,Normal
48605,9.8,1,Onsite,Normal
68479,10.3,24,Hybrid,Normal
81285,9.3,11,Hybrid,Normal
33488,4.4,5,Onsite,Normal
70584,7.2,16,Onsite,High
28264,8.7,2,Onsite,Normal
32691,5.5,20,Onsite,High
16474,4.1,19,Hybrid,High
71049,4.9,9,Hybrid,Normal
85301,4.7,3,Onsite,Normal
51858,4.7,21,Hybrid,High
63331,10.6,24,Onsite,Normal
48411,11.4,2,Hybrid,Normal
87135,10.9,16,Onsite,Normal
44787,11.9,10,Remote,Normal
19634,8.2,14,Hybrid,Normal
80794,6.2,15,Onsite,Normal
73223,11.7,12,Hybrid,Normal
38586,10.9,18,Remote,Normal
58997,11.1,14,Remote,Normal
50598,7.2,21,Onsite,High
24322,10.0,23,Hybrid,Normal
78869,6.1,21,Onsite,High
70906,4.9,5,Hybrid,Normal
4,10.2,21,Hybrid,Normal
37681,8.0,20,Onsite,High
74432,5.4,5,Hybrid,Normal
42435,11.2,15,Hybrid,Normal
2893,7.3,8,Hybrid,Normal
83639,4.8,20,Remote,High
74576,8.4,16,Hybrid,High
14485,10.8,3,Onsite,Normal
89962,9.8,14,Remote,Normal
75884,7.2,18,Onsite,High
19365,11.3,13,Remote,Normal
75917,4.2,17,Hybrid,High
38821,8.0,4,Onsite,Normal
72255,11.7,20,Remote,Normal
17568,6.5,23,Onsite,High
57020,4.8,22,Hybrid,High
60702,7.0,14,Hybrid,Normal
61634,4.6,13,Hybrid,Normal
17212,5.1,19,Hybrid,High
65126,8.8,7,Remote,Normal
31705,6.8,6,Onsite,Normal
76855,4.5,4,Onsite,Normal
39649,10.7,19,Remote,Normal
11161,8.7,11,Remote,Normal
37416,6.7,18,Remote,High
155,11.0,15,Hybrid,Normal
61427,11.5,12,Hybrid,Normal
21797,8.2,2,Onsite,Normal
62209,5.4,19,Onsite,High
71570,5.1,1,Hybrid,Normal
35727,4.2,1,Remote,Normal
75924,7.4,19,Onsite,High
45120,10.6,20,Remote,Normal
14947,7.2,6,Onsite,Normal
47264,6.7,20,Onsite,High
28061,11.7,12,Hybrid,Normal
39899,7.6,4,Hybrid,Normal
66353,4.5,15,Onsite,Normal
69604,11.8,2,Remote,Normal
14511,11.3,19,Remote,Normal
42472,10.0,16,Onsite,Normal
36235,5.5,19,Onsite,High
12515,7.5,11,Remote,Normal
85912,7.3,21,Hybrid,High
42963,11.7,18,Onsite,Normal
70027,9.7,5,Remote,Normal
35372,12.0,8,Remote,Normal
58639,5.9,5,Hybrid,Normal
80874,7.5,7,Hybrid,Normal
16975,7.9,13,Hybrid,Normal
53187,8.9,15,Remote,Normal
78587,6.4,16,Hybrid,High
27113,8.8,24,Hybrid,High
45234,10.8,20,Remote,Normal
43056,9.3,22,Onsite,Normal
87660,5.7,21,Hybrid,High
51762,10.5,17,Remote,Normal
6345,4.1,15,Onsite,Normal
15293,8.1,12,Remote,Normal
17620,8.5,22,Onsite,High
56948,11.9,4,Remote,Normal
69387,10.7,11,Remote,Normal
82174,8.8,11,Hybrid,Normal
84573,5.2,10,Onsite,Normal
26184,11.2,20,Hybrid,Normal
18625,10.2,7,Remote,Normal
31981,4.4,14,Remote,Normal
39731,11.0,9,Hybrid,Normal
61158,5.4,7,Hybrid,Normal
84366,7.3,24,Remote,High
70094,8.1,8,Hybrid,Normal
19821,6.1,23,Remote,High
29616,5.3,8,Onsite,Normal
49413,5.2,23,Hybrid,High
77731,8.8,8,Onsite,Normal
50680,7.5,13,Hybrid,Normal
2485,4.1,2,Onsite,Normal
79866,10.3,15,Onsite,Normal
16623,11.4,6,Remote,Normal
10606,8.0,14,Onsite,Normal
83804,5.8,22,Hybrid,High
29104,6.2,6,Hybrid,Normal
11325,7.3,11,Remote,Normal
49048,4.9,3,Remote,Normal
34590,4.8,5,Remote,Normal
28262,7.6,5,Remote,Normal
42040,7.6,11,Remote,Normal
15362,9.9,8,Onsite,Normal
17577,7.2,6,Hybrid,Normal
48085,8.8,7,Remote,Normal
4434,10.3,13,Remote,Normal
74619,10.3,16,Remote,Normal
87309,8.1,10,Remote,Normal
14451,4.2,8,Hybrid,Normal
27605,4.8,4,Remote,Normal
79152,9.4,4,Remote,Normal
48950,9.1,17,Onsite,Normal
62550,12.0,13,Hybrid,Normal
48409,7.8,6,Remote,Normal
47972,9.4,23,Remote,Normal
76328,5.3,17,Remote,High
72514,8.0,14,Remote,Normal
47880,5.3,8,Onsite,Normal
75035,9.1,4,Hybrid,Normal
66233,8.6,18,Hybrid,High
40035,10.3,24,Onsite,Normal
44440,5.6,3,Hybrid,Normal
15706,11.9,13,Hybrid,Normal
76238,9.3,5,Onsite,Normal
8483,6.5,21,Onsite,High
10107,9.2,3,Hybrid,Normal
38835,10.2,2,Remote,Normal
59788,9.3,1,Remote,Normal
30530,10.5,2,Hybrid,Normal
33257,8.3,13,Remote,Normal
7951,4.1,21,Onsite,High
3695,4.4,7,Hybrid,Normal
51703,6.7,16,Hybrid,High
52800,10.3,14,Hybrid,Normal
28545,5.2,4,Onsite,Normal
42458,11.3,21,Onsite,Normal
81067,7.6,24,Onsite,High
40369,11.8,23,Hybrid,Normal
19574,5.3,15,Remote,Normal
81802,11.5,12,Hybrid,Normal
13679,9.3,11,Hybrid,Normal
17451,7.9,13,Remote,Normal
76096,10.0,4,Remote,Normal
89627,11.7,12,Hybrid,Normal
12990,5.7,22,Hybrid,High
69912,7.3,15,Onsite,Normal
73801,10.9,7,Onsite,Normal
31333,7.9,14,Remote,Normal
30223,4.7,15,Hybrid,Normal
13028,10.4,17,Hybrid,Normal
3979,9.5,22,Onsite,Normal
14174,4.4,10,Onsite,Normal
80048,9.8,14,Onsite,Normal
37065,8.5,8,Remote,Normal
3729,6.0,11,Remote,Normal
77911,5.4,1,Hybrid,Normal
41711,9.1,18,Remote,Normal
49256,8.3,9,Hybrid,Normal
40953,9.9,10,Remote,Normal
70601,8.9,9,Remote,Normal
78779,9.7,21,Hybrid,Normal
33630,5.6,6,Hybrid,Normal
22329,6.4,23,Onsite,High
51580,11.3,12,Onsite,Normal
4794,8.8,17,Remote,High
17846,4.5,6,Onsite,Normal
47229,5.7,17,Hybrid,High
3875,6.4,16,Hybrid,High
77771,11.8,15,Remote,Normal
55653,5.7,13,Hybrid,Normal
56771,11.7,4,Onsite,Normal
66621,4.3,9,Onsite,Normal
89156,5.8,2,Onsite,Normal
77425,8.5,7,Hybrid,Normal
33107,4.5,15,Hybrid,Normal
29761,8.0,16,Hybrid,High
19028,5.6,12,Hybrid,Normal
55592,11.5,22,Onsite,Normal
88314,6.8,23,Hybrid,High
14726,10.3,13,Onsite,Normal
5043,6.3,6,Hybrid,Normal
6827,9.0,6,Hybrid,Normal
86973,11.5,5,Onsite,Normal
45919,9.3,6,Onsite,Normal
80080,10.0,9,Onsite,Normal
72119,10.4,18,Onsite,Normal
54857,11.7,21,Hybrid,Normal
78475,6.2,23,Hybrid,High
88913,4.2,6,Remote,Normal
62585,7.3,6,Onsite,Normal
65071,4.3,12,Hybrid,Normal
53656,11.8,21,Hybrid,Normal
47080,8.8,12,Hybrid,Normal
65029,5.6,7,Hybrid,Normal
55603,4.1,9,Onsite,Normal
27428,5.1,21,Hybrid,High
51160,8.1,8,Remote,Normal
41300,10.4,13,Onsite,Normal
11589,11.8,11,Onsite,Normal
60941,9.7,19,Onsite,Normal
30087,9.0,13,Onsite,Normal
87788,10.9,9,Onsite,Normal
34627,6.8,21,Onsite,High
25449,11.2,12,Remote,Normal
39067,6.9,15,Onsite,Normal
68182,6.5,6,Remote,Normal
43887,7.6,11,Hybrid,Normal
17015,8.2,11,Onsite,Normal
39465,7.8,17,Hybrid,High
79457,11.8,23,Onsite,Normal
18092,8.4,3,Onsite,Normal
21741,6.5,8,Onsite,Normal
13563,7.3,7,Hybrid,Normal
25491,5.3,18,Hybrid,High
24101,10.7,22,Hybrid,Normal
22561,5.1,9,Onsite,Normal
68890,5.5,4,Onsite,Normal
11672,10.3,24,Onsite,Normal
49224,11.6,18,Remote,Normal
44726,6.6,9,Onsite,Normal
85166,11.1,22,Hybrid,Normal
75292,9.1,13,Onsite,Normal
84298,7.9,20,Hybrid,High
84964,9.9,14,Remote,Normal
81994,11.3,17,Remote,Normal
26823,10.3,7,Onsite,Normal
37499,4.3,15,Onsite,Normal
4950,11.7,19,Hybrid,Normal
28517,6.0,18,Remote,High
42700,4.7,8,Onsite,Normal
42995,10.2,9,Remote,Normal
22628,5.4,13,Onsite,Normal
56682,10.8,13,Remote,Normal
28939,10.3,3,Onsite,Normal
28735,10.1,8,Onsite,Normal
61976,7.2,1,Remote,Normal
84722,9.3,22,Hybrid,Normal
36030,6.3,5,Remote,Normal
12055,6.8,7,Onsite,Normal
26167,11.6,17,Remote,Normal
65271,5.8,14,Remote,Normal
23086,4.2,11,Onsite,Normal
15491,9.1,20,Hybrid,Normal
60220,8.7,1,Onsite,Normal
69817,6.0,24,Onsite,High
1150,12.0,17,Remote,Normal
32754,7.6,16,Onsite,High
55245,10.5,1,Remote,Normal
11314,5.1,3,Onsite,Normal
85615,5.9,9,Onsite,Normal
49253,6.8,12,Hybrid,Normal
52891,7.4,16,Hybrid,High
65639,9.9,20,Remote,Normal
89654,4.7,24,Onsite,High
84416,5.1,2,Onsite,Normal
9441,8.7,24,Onsite,High
12281,9.0,10,Onsite,Normal
61462,6.9,23,Remote,High
59849,9.0,9,Hybrid,Normal
17846,7.8,1,Onsite,Normal
6849,8.6,17,Remote,High
30784,7.7,7,Onsite,Normal
58834,9.0,3,Hybrid,Normal
40315,6.6,9,Hybrid,Normal
61304,7.3,16,Hybrid,High
50191,9.7,19,Onsite,Normal
4041,6.3,6,Remote,Normal
77324,5.9,9,Onsite,Normal
38147,7.4,16,Hybrid,High
68743,8.6,7,Remote,Normal
84484,9.7,1,Onsite,Normal
36065,8.4,12,Onsite,Normal
22146,5.0,10,Onsite,Normal
18668,10.8,22,Remote,Normal
39019,10.3,4,Hybrid,Normal
9058,7.4,20,Remote,High
17217,8.0,14,Remote,Normal
73385,10.7,17,Onsite,Normal
64944,9.2,7,Onsite,Normal
72815,5.4,24,Onsite,High
72981,8.1,3,Hybrid,Normal
22453,9.5,21,Onsite,Normal
33682,5.1,7,Hybrid,Normal
65388,8.2,23,Remote,High
80417,11.1,13,Hybrid,Normal
12248,9.9,8,Hybrid,Normal
27687,4.5,4,Hybrid,Normal
29081,11.1,16,Remote,Normal
18342,5.7,13,Onsite,Normal
57227,8.8,9,Remote,Normal
27372,11.0,19,Hybrid,Normal
19798,10.3,22,Remote,Normal
88437,6.7,14,Hybrid,Normal
88885,5.0,13,Onsite,Normal
49557,9.7,10,Onsite,Normal
51839,10.0,14,Remote,Normal
64538,4.1,24,Hybrid,High
78693,7.9,20,Hybrid,High
59271,4.1,11,Hybrid,Normal
67358,9.0,15,Remote,Normal
53894,8.6,12,Hybrid,Normal
19669,8.4,7,Hybrid,Normal
46423,7.3,19,Onsite,High
68773,7.9,22,Remote,High
76738,9.9,11,Onsite,Normal
3332,10.7,17,Remote,Normal
76761,7.1,22,Onsite,High
64733,4.9,14,Onsite,Normal
39660,5.5,20,Onsite,High
89033,7.4,24,Remote,High
59588,9.3,2,Remote,Normal
27251,6.3,13,Remote,Normal
80766,7.1,6,Onsite,Normal
30965,11.3,20,Remote,Normal
86429,8.4,19,Hybrid,High
76209,4.6,9,Hybrid,Normal
76670,8.0,7,Remote,Normal
85738,9.6,15,Remote,Normal
27102,9.1,11,Hybrid,Normal
26505,9.7,6,Hybrid,Normal
73272,10.5,14,Hybrid,Normal
39301,6.3,5,Remote,Normal
28566,10.2,6,Hybrid,Normal
56403,5.4,7,Hybrid,Normal
52382,8.7,9,Hybrid,Normal
44193,6.5,10,Hybrid,Normal
83310,7.4,13,Onsite,Normal
63855,8.8,11,Hybrid,Normal
64574,11.4,17,Onsite,Normal
66533,6.4,11,Hybrid,Normal
1886,5.4,7,Hybrid,Normal
65542,4.8,16,Remote,High
792,5.6,23,Onsite,High
8328,11.5,24,Remote,Normal
64864,8.9,2,Remote,Normal
62647,4.9,24,Onsite,High
40984,8.6,24,Onsite,High
82340,7.6,18,Remote,High
76302,8.0,11,Onsite,Normal
77861,10.3,4,Remote,Normal
36435,7.3,10,Remote,Normal
22905,5.3,7,Remote,Normal
42890,4.2,8,Onsite,Normal
79361,9.7,21,Hybrid,Normal
70866,9.5,13,Hybrid,Normal
21526,6.4,13,Hybrid,Normal
81956,11.0,16,Onsite,Normal
36935,8.2,19,Onsite,High
833,9.8,6,Onsite,Normal
84761,8.8,5,Remote,Normal
42445,4.5,6,Remote,Normal
32767,7.4,3,Remote,Normal
26254,10.2,18,Hybrid,Normal
83863,11.2,22,Hybrid,Normal
33243,7.9,14,Onsite,Normal
20988,7.3,9,Remote,Normal
72652,10.1,23,Onsite,Normal
60395,6.3,2,Remote,Normal
22193,6.6,12,Hybrid,Normal
23350,8.7,11,Hybrid,Normal
12084,10.4,9,Remote,Normal
73488,5.2,3,Onsite,Normal
48264,4.2,4,Onsite,Normal
20951,7.8,17,Hybrid,High
79558,10.8,19,Hybrid,Normal
87932,11.0,17,Remote,Normal
82059,11.4,16,Hybrid,Normal
32373,6.0,3,Remote,Normal
34471,11.5,24,Hybrid,Normal
15370,6.0,5,Remote,Normal
12995,10.3,8,Hybrid,Normal
63527,8.2,2,Onsite,Normal
2674,8.5,15,Hybrid,Normal
33317,8.0,20,Hybrid,High
29290,9.4,4,Hybrid,Normal
64140,4.0,22,Hybrid,High
61440,8.5,4,Remote,Normal
54480,6.8,24,Onsite,High
45054,4.4,8,Onsite,Normal
49975,7.0,20,Onsite,High
7810,8.0,24,Remote,High
44558,8.2,9,Remote,Normal
21090,10.2,22,Hybrid,Normal
89965,7.3,18,Hybrid,High
34566,6.0,10,Hybrid,Normal
4716,4.6,17,Hybrid,High
71801,9.8,8,Onsite,Normal
61694,5.1,2,Onsite,Normal
19401,5.1,8,Hybrid,Normal
54224,10.0,9,Onsite,Normal
72462,6.5,15,Remote,Normal
44339,8.1,4,Remote,Normal
42783,8.4,4,Onsite,Normal
38713,7.7,23,Remote,High
18266,9.2,15,Onsite,Normal
58756,11.7,14,Hybrid,Normal
89541,6.3,14,Hybrid,Normal
23970,9.2,20,Remote,Normal
1906,11.0,12,Hybrid,Normal
1383,8.4,8,Remote,Normal
78452,7.6,18,Onsite,High
34480,11.8,1,Hybrid,Normal
65172,6.3,24,Onsite,High
45843,10.5,21,Remote,Normal
55122,6.7,4,Remote,Normal
88666,9.2,9,Onsite,Normal
54407,10.0,21,Remote,Normal
60547,6.9,12,Remote,Normal
27913,11.0,2,Hybrid,Normal
23074,11.7,6,Hybrid,Normal
52600,7.0,20,Remote,High
23608,11.8,2,Hybrid,Normal
30046,4.5,6,Remote,Normal
6711,7.0,13,Onsite,Normal
1971,11.1,3,Onsite,Normal
12214,5.3,10,Hybrid,Normal
31719,10.8,10,Hybrid,Normal
49690,5.9,4,Remote,Normal
29675,11.2,5,Onsite,Normal
