employee_id,training_program,training_hours,completion_status
24551,Soft Skills,56,Completed
2679,Compliance,52,Completed
35603,Compliance,79,Completed
10610,Compliance,78,In Progress
58334,Compliance,55,In Progress
59611,Compliance,105,Completed
24784,Leadership,77,Completed
29033,Compliance,104,Completed
8878,Leadership,76,Completed
18072,Leadership,15,In Progress
39155,Compliance,52,Completed
18298,Leadership,53,In Progress
46108,Compliance,104,Completed
8396,Compliance,52,Completed
9902,Leadership,95,Completed
8771,Technical,5,Completed
19647,Leadership,35,Completed
29192,Technical,80,In Progress
47649,Leadership,118,Completed
43042,Soft Skills,47,Completed
20123,Compliance,79,Completed
54317,Technical,19,In Progress
50466,Technical,41,Completed
54017,Technical,33,Completed
43747,Compliance,69,In Progress
57330,Leadership,44,Completed
6510,Leadership,28,Completed
16622,Technical,109,Completed
39551,Leadership,107,Completed
15009,Compliance,35,Completed
37557,Leadership,83,Completed
35409,Soft Skills,7,In Progress
46548,Soft Skills,24,Completed
9236,Leadership,57,Completed
52151,Leadership,72,Completed
40304,Leadership,38,Completed
25733,Leadership,4,Completed
52038,Technical,53,In Progress
52531,Soft Skills,49,In Progress
43385,Compliance,32,Completed
29416,Soft Skills,109,Completed
52149,Soft Skills,8,Completed
40948,Technical,71,Completed
59492,Technical,16,Completed
14987,Leadership,11,In Progress
41517,Soft Skills,119,Completed
5926,Technical,108,In Progress
58487,Leadership,48,Completed
43602,Compliance,61,Completed
30881,Soft Skills,38,Completed
54,Technical,92,Completed
38463,Leadership,14,Completed
12658,Compliance,31,Completed
58382,Technical,107,In Progress
54740,Leadership,91,Completed
18817,Technical,119,Completed
25518,Technical,8,In Progress
30565,Soft Skills,21,In Progress
1298,Soft Skills,26,In Progress
16036,Leadership,4,Completed
47389,Technical,95,In Progress
43585,Soft Skills,54,Completed
2891,Technical,21,Completed
39957,Technical,15,Completed
53642,Soft Skills,6,In Progress
46841,Compliance,36,Completed
14052,Soft Skills,95,In Progress
17885,Compliance,99,Completed
27801,Technical,97,In Progress
46362,Compliance,26,In Progress
32237,Compliance,22,Completed
11913,Leadership,51,Completed
19385,Soft Skills,82,In Progress
26995,Leadership,99,Completed
20712,Technical,56,Completed
4250,Technical,81,Completed
20341,Leadership,69,In Progress
45893,Leadership,73,Completed
32331,Technical,71,In Progress
52023,Technical,40,Completed
292,Technical,79,Completed
41814,Technical,115,Completed
44240,Leadership,110,In Progress
19405,Compliance,113,Completed
50261,Compliance,91,Completed
875,Leadership,95,Completed
9649,Soft Skills,84,In Progress
38435,Technical,4,Completed
41226,Leadership,99,Completed
32507,Leadership,66,In Progress
44154,Technical,111,Completed
4181,Compliance,76,Completed
36187,Soft Skills,10,Completed
40958,Leadership,45,Completed
40202,Technical,99,In Progress
9217,Soft Skills,38,In Progress
51672,Technical,51,In Progress
14488,Leadership,41,Completed
22756,Leadership,76,Completed
59739,Compliance,20,In Progress
49814,Soft Skills,105,Completed
58096,Technical,118,In Progress
13935,Technical,47,In Progress
23228,Compliance,14,Completed
45786,Soft Skills,52,Completed
48347,Leadership,54,Completed
42449,Leadership,29,In Progress
359,Leadership,37,Completed
55328,Soft Skills,82,Completed
28533,Compliance,25,Completed
41746,Compliance,44,Completed
25968,Soft Skills,37,In Progress
5475,Compliance,73,Completed
36511,Soft Skills,98,Completed
2795,Leadership,109,In Progress
9532,Compliance,54,In Progress
22867,Soft Skills,95,In Progress
31016,Technical,24,Completed
58307,Compliance,44,Completed
28398,Technical,61,Completed
15442,Leadership,85,Completed
56203,Soft Skills,89,Completed
31441,Soft Skills,119,In Progress
39126,Soft Skills,100,Completed
27168,Soft Skills,89,In Progress
27659,Technical,70,In Progress
51197,Soft Skills,100,Completed
7832,Compliance,83,Completed
11964,Leadership,32,Completed
35760,Soft Skills,46,In Progress
32331,Leadership,7,In Progress
39403,Soft Skills,14,Completed
10365,Leadership,100,Completed
47921,Compliance,41,Completed
32594,Compliance,48,Completed
52308,Compliance,75,In Progress
7597,Soft Skills,78,Completed
47548,Soft Skills,88,Completed
39376,Compliance,29,Completed
52029,Leadership,8,Completed
7492,Leadership,84,Completed
33789,Soft Skills,85,Completed
23482,Compliance,22,Completed
27299,Compliance,13,Completed
30768,Leadership,29,Completed
13531,Technical,92,Completed
29753,Compliance,15,In Progress
5481,Soft Skills,12,Completed
47374,Technical,83,Completed
38942,Compliance,110,Completed
42175,Compliance,59,Completed
29510,Compliance,87,Completed
59966,Leadership,70,Completed
32455,Compliance,54,Completed
2548,Technical,110,In Progress
11463,Technical,47,Completed
55839,Leadership,18,In Progress
30933,Compliance,13,Completed
25504,Compliance,77,Completed
3928,Compliance,106,Completed
57888,Soft Skills,28,Completed
16965,Leadership,23,In Progress
32633,Compliance,48,In Progress
7747,Compliance,41,Completed
6026,Compliance,113,In Progress
13007,Technical,83,Completed
57830,Soft Skills,88,Completed
11171,Leadership,72,Completed
48761,Soft Skills,43,Completed
36426,Technical,4,In Progress
24830,Technical,59,Completed
25206,Compliance,74,Completed
46518,Soft Skills,106,In Progress
22904,Technical,20,Completed
24681,Soft Skills,16,Completed
13155,Technical,89,Completed
38416,Compliance,65,In Progress
50652,Leadership,45,Completed
28182,Technical,82,In Progress
29708,Technical,106,Completed
6362,Soft Skills,50,In Progress
28616,Compliance,11,In Progress
58258,Compliance,83,In Progress
56371,Technical,99,In Progress
18266,Compliance,82,Completed
14609,Soft Skills,95,Completed
7932,Soft Skills,98,In Progress
47131,Soft Skills,98,In Progress
44451,Compliance,78,Completed
16133,Compliance,96,Completed
30444,Technical,93,Completed
57531,Technical,86,Completed
41179,Soft Skills,85,Completed
25531,Soft Skills,13,Completed
51686,Leadership,80,In Progress
22340,Technical,112,Completed
31796,Soft Skills,82,Completed
44972,Technical,96,Completed
39557,Soft Skills,77,Completed
39473,Compliance,60,Completed
3997,Soft Skills,79,In Progress
16100,Compliance,77,Completed
3269,Soft Skills,37,In Progress
29499,Leadership,17,Completed
25831,Leadership,64,Completed
59497,Compliance,81,Completed
20346,Technical,10,Completed
964,Technical,91,Completed
31029,Soft Skills,110,In Progress
10336,Soft Skills,79,Completed
47154,Technical,51,In Progress
53427,Technical,37,In Progress
59827,Leadership,78,In Progress
37651,Leadership,65,In Progress
42196,Technical,38,Completed
22541,Technical,53,In Progress
3239,Technical,105,Completed
31726,Technical,116,Completed
54247,Technical,79,In Progress
52819,Soft Skills,27,In Progress
20023,Leadership,34,Completed
51669,Leadership,88,Completed
22496,Technical,97,Completed
53692,Leadership,30,Completed
47170,Soft Skills,43,Completed
28756,Leadership,52,In Progress
21074,Leadership,39,Completed
28590,Soft Skills,97,Completed
58607,Soft Skills,14,Completed
48194,Technical,10,In Progress
9287,Soft Skills,49,Completed
52860,Technical,113,Completed
43261,Leadership,38,Completed
10436,Technical,62,Completed
25894,Leadership,34,Completed
3844,Technical,105,Completed
25909,Leadership,115,Completed
40450,Compliance,102,Completed
14145,Soft Skills,95,Completed
46308,Technical,35,Completed
29532,Compliance,11,In Progress
15927,Technical,33,In Progress
41868,Soft Skills,99,In Progress
49066,Soft Skills,10,Completed
25825,Compliance,104,Completed
1739,Technical,118,Completed
54241,Compliance,20,Completed
7034,Leadership,102,Completed
9716,Soft Skills,23,Completed
55788,Technical,18,In Progress
19619,Compliance,99,In Progress
5230,Compliance,109,Completed
36895,Soft Skills,30,Completed
30608,Compliance,105,Completed
11248,Leadership,98,In Progress
52803,Soft Skills,21,In Progress
31093,Compliance,10,In Progress
51429,Leadership,53,Completed
49419,Soft Skills,82,In Progress
49264,Soft Skills,54,Completed
28836,Soft Skills,106,Completed
26696,Technical,19,Completed
28167,Leadership,95,Completed
17412,Compliance,81,In Progress
3787,Soft Skills,67,Completed
26995,Compliance,102,Completed
27683,Technical,43,Completed
41044,Technical,84,Completed
22279,Leadership,37,Completed
4441,Soft Skills,51,In Progress
44982,Soft Skills,45,Completed
16745,Compliance,68,In Progress
43749,Soft Skills,34,Completed
6474,Leadership,43,Completed
18219,Leadership,22,Completed
3590,Soft Skills,71,Completed
7035,Leadership,20,Completed
49163,Compliance,67,In Progress
58480,Leadership,33,In Progress
26161,Technical,28,Completed
40105,Leadership,55,In Progress
55262,Leadership,23,Completed
50725,Technical,58,Completed
33256,Soft Skills,63,In Progress
17700,Technical,99,Completed
46209,Leadership,37,In Progress
14975,Soft Skills,95,Completed
40381,Leadership,115,Completed
33662,Compliance,62,Completed
32262,Leadership,79,Completed
27272,Soft Skills,15,Completed
9322,Compliance,16,Completed
32661,Soft Skills,102,Completed
58265,Technical,39,In Progress
41263,Soft Skills,7,Completed
27791,Compliance,77,Completed
3464,Leadership,91,In Progress
53336,Soft Skills,81,Completed
21998,Technical,65,Completed
15529,Leadership,115,In Progress
15882,Soft Skills,52,Completed
22982,Technical,67,In Progress
47791,Leadership,19,Completed
33370,Leadership,85,In Progress
327,Technical,35,Completed
51466,Soft Skills,112,Completed
20662,Leadership,82,In Progress
37739,Soft Skills,53,Completed
5840,Leadership,34,In Progress
37612,Soft Skills,23,Completed
14986,Soft Skills,48,Completed
14542,Soft Skills,69,Completed
31856,Compliance,104,Completed
37310,Soft Skills,112,Completed
12131,Leadership,31,Completed
44332,Technical,18,In Progress
14166,Technical,78,Completed
46103,Soft Skills,5,In Progress
612,Technical,73,In Progress
37631,Leadership,95,Completed
43783,Compliance,19,In Progress
15544,Soft Skills,92,Completed
20491,Compliance,113,Completed
6204,Technical,14,Completed
28541,Leadership,103,Completed
16729,Soft Skills,56,Completed
55553,Soft Skills,10,Completed
44763,Technical,112,Completed
15076,Compliance,99,In Progress
34770,Soft Skills,58,Completed
38723,Leadership,68,Completed
9306,Soft Skills,85,In Progress
39541,Leadership,40,Completed
38271,Technical,104,Completed
35511,Leadership,14,Completed
59481,Leadership,7,In Progress
14896,Leadership,96,Completed
19634,Technical,106,Completed
40324,Compliance,5,Completed
42707,Technical,45,Completed
37790,Leadership,51,In Progress
16739,Soft Skills,53,In Progress
36241,Technical,110,Completed
10991,Leadership,82,In Progress
38094,Leadership,118,Completed
10557,Soft Skills,104,Completed
34724,Soft Skills,104,Completed
30430,Technical,48,Completed
58130,Soft Skills,64,Completed
3596,Leadership,23,Completed
22387,Leadership,92,In Progress
28537,Compliance,46,In Progress
18019,Soft Skills,111,Completed
23143,Leadership,36,Completed
54675,Soft Skills,92,Completed
37162,Soft Skills,111,Completed
170,Technical,90,In Progress
36324,Compliance,18,In Progress
56285,Soft Skills,117,Completed
14898,Technical,6,Completed
38724,Compliance,79,Completed
38854,Leadership,57,Completed
33993,Compliance,19,In Progress
25159,Technical,44,In Progress
31141,Soft Skills,70,In Progress
6209,Technical,38,Completed
44230,Compliance,102,Completed
45367,Compliance,64,Completed
26761,Technical,91,Completed
58498,Leadership,84,Completed
5510,Compliance,11,Completed
40004,Soft Skills,114,Completed
43825,Technical,107,In Progress
14635,Compliance,116,Completed
50783,Compliance,26,Completed
22280,Soft Skills,96,Completed
6857,Soft Skills,117,Completed
12797,Technical,43,In Progress
8272,Technical,84,Completed
7194,Leadership,84,Completed
59072,Leadership,14,In Progress
36161,Leadership,13,Completed
34688,Soft Skills,30,Completed
58108,Soft Skills,91,In Progress
9273,Compliance,27,Completed
14416,Compliance,73,Completed
8805,Technical,63,In Progress
9466,Technical,48,Completed
57522,Compliance,10,Completed
25643,Technical,61,Completed
15404,Compliance,113,Completed
21978,Leadership,27,Completed
35121,Technical,24,Completed
52964,Technical,76,Completed
52272,Leadership,41,Completed
34513,Compliance,76,In Progress
214,Leadership,50,In Progress
15158,Soft Skills,72,In Progress
48013,Soft Skills,74,In Progress
49,Leadership,16,Completed
50552,Soft Skills,60,Completed
20224,Compliance,36,Completed
13816,Soft Skills,35,In Progress
34430,Technical,104,Completed
19179,Technical,5,Completed
8796,Leadership,90,In Progress
8969,Leadership,14,Completed
42536,Compliance,103,Completed
50123,Technical,24,Completed
35088,Compliance,46,Completed
23082,Technical,108,Completed
31726,Leadership,50,Completed
55463,Leadership,13,In Progress
15754,Soft Skills,19,Completed
2439,Compliance,34,Completed
39105,Technical,50,Completed
5299,Leadership,37,Completed
35143,Soft Skills,88,Completed
58104,Soft Skills,103,Completed
6286,Soft Skills,27,Completed
35147,Soft Skills,41,Completed
32608,Compliance,5,Completed
59190,Leadership,33,Completed
34926,Soft Skills,13,Completed
53674,Compliance,103,In Progress
7221,Compliance,115,Completed
5858,Leadership,30,Completed
23918,Leadership,93,Completed
6790,Soft Skills,105,In Progress
26653,Leadership,4,Completed
3808,Compliance,68,In Progress
33647,Leadership,109,Completed
3894,Leadership,30,Completed
59610,Soft Skills,88,Completed
16251,Technical,89,Completed
45519,Compliance,113,Completed
5807,Technical,80,In Progress
5504,Leadership,101,Completed
35695,Compliance,51,In Progress
35168,Soft Skills,83,Completed
54933,Soft Skills,18,Completed
18539,Soft Skills,49,Completed
9828,Compliance,119,Completed
46414,Technical,43,Completed
4014,Compliance,89,In Progress
4546,Leadership,45,Completed
50265,Technical,10,Completed
33982,Compliance,111,Completed
12236,Compliance,91,Completed
16139,Compliance,19,Completed
9622,Leadership,79,In Progress
53701,Leadership,28,In Progress
36325,Leadership,101,Completed
15213,Technical,108,Completed
30942,Soft Skills,16,Completed
5059,Leadership,53,Completed
14930,Technical,57,Completed
51816,Leadership,56,In Progress
51537,Soft Skills,115,Completed
43383,Soft Skills,92,In Progress
24145,Soft Skills,75,Completed
29674,Technical,49,In Progress
6936,Compliance,11,Completed
30419,Leadership,68,Completed
29661,Soft Skills,45,In Progress
18995,Soft Skills,61,In Progress
56982,Leadership,25,Completed
15655,Soft Skills,32,Completed
7166,Compliance,14,Completed
27268,Leadership,72,Completed
5548,Leadership,8,Completed
31255,Technical,27,Completed
40411,Compliance,86,Completed
46035,Leadership,11,Completed
15823,Compliance,69,Completed
26803,Soft Skills,78,Completed
1615,Technical,101,In Progress
1024,Compliance,69,Completed
1961,Compliance,24,In Progress
18175,Leadership,99,Completed
13014,Soft Skills,25,Completed
29980,Technical,32,Completed
4175,Technical,82,Completed
48241,Leadership,18,Completed
23276,Compliance,64,Completed
37778,Leadership,19,In Progress
21532,Soft Skills,13,Completed
31007,Compliance,19,Completed
45838,Leadership,119,In Progress
31517,Soft Skills,31,Completed
17413,Technical,114,Completed
39752,Soft Skills,81,In Progress
20132,Soft Skills,14,In Progress
15099,Technical,87,Completed
16160,Leadership,106,Completed
28871,Leadership,105,Completed
21265,Technical,80,Completed
51000,Leadership,63,Completed
23208,Compliance,60,Completed
41116,Technical,62,Completed
57089,Soft Skills,108,Completed
46868,Compliance,24,Completed
718,Technical,79,Completed
23717,Technical,31,In Progress
1766,Leadership,54,Completed
52529,Leadership,15,In Progress
43201,Technical,5,In Progress
33032,Compliance,97,In Progress
55697,Technical,6,Completed
57349,Leadership,17,In Progress
18638,Leadership,4,Completed
35588,Soft Skills,108,Completed
28316,Technical,51,In Progress
14507,Compliance,7,In Progress
39895,Technical,31,Completed
9922,Compliance,81,Completed
37825,Compliance,20,Completed
2346,Technical,73,Completed
34552,Leadership,12,Completed
53975,Soft Skills,38,In Progress
937,Leadership,70,Completed
26326,Compliance,12,Completed
53199,Technical,31,In Progress
16008,Soft Skills,25,In Progress
2078,Leadership,53,Completed
46124,Technical,53,Completed
2989,Technical,42,Completed
7157,Compliance,115,In Progress
54699,Technical,29,In Progress
37284,Soft Skills,66,Completed
9542,Leadership,117,In Progress
14898,Compliance,19,Completed
59361,Technical,101,Completed
40711,Technical,57,Completed
46202,Technical,64,Completed
56466,Technical,93,Completed
15487,Compliance,107,In Progress
49229,Soft Skills,49,Completed
20903,Soft Skills,83,Completed
40964,Compliance,48,Completed
53468,Compliance,37,In Progress
45019,Leadership,100,Completed
32611,Soft Skills,16,Completed
4889,Compliance,75,Completed
254,Technical,110,Completed
49818,Compliance,28,Completed
47654,Technical,57,Completed
29370,Soft Skills,87,Completed
51995,Leadership,32,Completed
37145,Compliance,82,In Progress
46302,Leadership,70,In Progress
18361,Compliance,68,Completed
8379,Technical,38,Completed
49777,Technical,40,Completed
55219,Technical,93,In Progress
31605,Soft Skills,113,In Progress
5818,Leadership,81,Completed
40708,Leadership,35,Completed
53507,Compliance,109,Completed
35068,Leadership,20,Completed
32435,Technical,79,Completed
37878,Compliance,90,Completed
23782,Soft Skills,50,In Progress
22986,Technical,14,Completed
41133,Soft Skills,83,Completed
35750,Technical,19,Completed
30219,Compliance,26,In Progress
14304,Compliance,17,In Progress
59605,Leadership,107,Completed
29540,Soft Skills,99,Completed
26787,Technical,12,Completed
26142,Compliance,34,Completed
49489,Leadership,14,Completed
10285,Leadership,24,In Progress
10369,Compliance,41,Completed
802,Leadership,108,In Progress
11665,Technical,103,Completed
30101,Technical,16,In Progress
34117,Technical,81,Completed
58462,Technical,116,In Progress
13314,Compliance,44,Completed
48093,Technical,39,Completed
3540,Technical,89,In Progress
705,Compliance,53,In Progress
34740,Compliance,49,Completed
18316,Soft Skills,76,In Progress
34622,Leadership,97,In Progress
17285,Soft Skills,80,In Progress
59103,Soft Skills,41,Completed
55081,Leadership,51,Completed
3998,Leadership,80,In Progress
42599,Soft Skills,52,Completed
19490,Technical,103,In Progress
16485,Compliance,107,Completed
9260,Leadership,50,Completed
29815,Compliance,62,Completed
58760,Technical,68,In Progress
17012,Soft Skills,39,Completed
59616,Technical,33,Completed
46384,Soft Skills,94,Completed
27623,Leadership,74,Completed
16637,Technical,40,In Progress
196,Soft Skills,41,In Progress
2704,Leadership,63,In Progress
30656,Compliance,28,In Progress
33004,Soft Skills,43,Completed
26500,Compliance,57,Completed
47806,Leadership,24,In Progress
31077,Leadership,4,Completed
53388,Compliance,76,Completed
7897,Leadership,59,Completed
12665,Leadership,90,In Progress
15148,Soft Skills,51,In Progress
52453,Technical,85,Completed
37153,Technical,14,In Progress
45416,Technical,113,In Progress
12149,Technical,62,In Progress
3796,Soft Skills,52,Completed
35802,Compliance,16,Completed
29029,Leadership,80,In Progress
33803,Compliance,101,In Progress
21906,Leadership,84,Completed
28909,Leadership,101,Completed
17681,Leadership,16,In Progress
44359,Soft Skills,112,Completed
39558,Technical,18,Completed
39392,Soft Skills,64,In Progress
45067,Technical,60,Completed
54352,Technical,70,In Progress
59253,Leadership,92,Completed
7348,Compliance,41,In Progress
40104,Leadership,108,Completed
17875,Leadership,51,Completed
23701,Compliance,61,Completed
50962,Soft Skills,65,In Progress
48521,Leadership,4,Completed
15587,Leadership,113,In Progress
30494,Technical,81,Completed
23755,Leadership,107,In Progress
19633,Leadership,5,Completed
15103,Soft Skills,26,Completed
42814,Technical,102,Completed
20719,Leadership,34,In Progress
4209,Technical,15,Completed
43754,Compliance,65,In Progress
29546,Leadership,18,In Progress
19348,Soft Skills,87,Completed
5316,Soft Skills,65,Completed
48099,Soft Skills,4,Completed
57432,Soft Skills,117,Completed
308,Compliance,67,Completed
14863,Leadership,38,Completed
21052,Technical,12,Completed
50790,Soft Skills,76,Completed
46839,Compliance,111,Completed
18341,Technical,107,Completed
31086,Compliance,77,Completed
15809,Soft Skills,117,In Progress
47254,Leadership,32,Completed
3018,Technical,47,Completed
17176,Technical,51,Completed
4032,Technical,61,Completed
23514,Compliance,68,In Progress
45076,Technical,17,Completed
24451,Compliance,14,Completed
11569,Technical,76,Completed
19162,Leadership,78,Completed
16684,Technical,23,Completed
16292,Technical,16,In Progress
47012,Leadership,19,In Progress
7377,Leadership,18,Completed
48752,Compliance,43,Completed
25097,Leadership,43,In Progress
39647,Technical,92,In Progress
52667,Compliance,5,Completed
7155,Leadership,20,Completed
27970,Compliance,94,Completed
19494,Compliance,47,Completed
49107,Leadership,85,Completed
57285,Technical,116,In Progress
42711,Soft Skills,62,Completed
29261,Technical,60,Completed
3109,Compliance,22,Completed
49916,Leadership,95,Completed
22268,Leadership,61,Completed
32363,Soft Skills,77,Completed
21574,Soft Skills,57,Completed
30569,Technical,53,Completed
23461,Leadership,70,In Progress
29914,Soft Skills,85,Completed
38530,Leadership,62,Completed
45178,Technical,99,Completed
1108,Leadership,4,Completed
19113,Compliance,106,In Progress
17629,Compliance,30,In Progress
30674,Soft Skills,84,Completed
50154,Leadership,67,In Progress
13467,Compliance,43,Completed
33645,Soft Skills,53,Completed
33004,Technical,20,Completed
21591,Technical,63,Completed
32488,Soft Skills,17,Completed
25733,Compliance,38,Completed
29096,Leadership,117,Completed
40188,Compliance,57,Completed
46535,Compliance,63,Completed
8775,Technical,84,Completed
50194,Leadership,67,In Progress
59101,Soft Skills,89,Completed
43503,Soft Skills,74,In Progress
55038,Soft Skills,56,Completed
26480,Leadership,59,In Progress
32624,Soft Skills,19,Completed
2272,Leadership,51,Completed
39318,Technical,115,Completed
14469,Technical,38,In Progress
18251,Technical,35,In Progress
17888,Technical,114,Completed
52737,Leadership,67,Completed
29941,Technical,11,In Progress
49418,Leadership,86,Completed
8549,Leadership,84,Completed
10795,Leadership,22,Completed
6090,Leadership,56,Completed
20095,Soft Skills,38,Completed
43158,Soft Skills,15,Completed
9246,Soft Skills,116,In Progress
39689,Technical,26,In Progress
27393,Soft Skills,4,Completed
29541,Leadership,8,Completed
12746,Leadership,58,In Progress
12497,Technical,84,In Progress
55279,Compliance,70,In Progress
5074,Compliance,11,Completed
12168,Leadership,47,Completed
46294,Leadership,4,Completed
26815,Soft Skills,118,Completed
15616,Technical,54,In Progress
8829,Leadership,69,Completed
17892,Compliance,104,Completed
42713,Leadership,36,Completed
17804,Leadership,77,Completed
50083,Leadership,30,In Progress
26749,Technical,18,Completed
16206,Leadership,105,In Progress
20281,Technical,28,Completed
48662,Compliance,38,Completed
49157,Soft Skills,94,Completed
2565,Compliance,59,Completed
238,Technical,7,Completed
24957,Soft Skills,55,Completed
32158,Technical,49,Completed
32240,Leadership,93,Completed
36186,Technical,5,In Progress
890,Compliance,92,Completed
25588,Compliance,84,In Progress
47016,Soft Skills,22,Completed
55306,Soft Skills,100,Completed
53501,Leadership,55,Completed
50127,Compliance,16,Completed
10795,Soft Skills,5,Completed
38050,Technical,119,Completed
30028,Technical,111,In Progress
23281,Leadership,29,Completed
47874,Leadership,73,In Progress
9356,Soft Skills,91,Completed
47348,Technical,79,Completed
14134,Leadership,14,Completed
29522,Technical,75,Completed
24977,Soft Skills,64,In Progress
52864,Leadership,9,Completed
4128,Technical,82,In Progress
46532,Compliance,4,In Progress
59457,Compliance,84,In Progress
6340,Leadership,40,In Progress
56985,Compliance,45,Completed
49376,Compliance,23,Completed
19722,Soft Skills,56,Completed
30253,Soft Skills,44,Completed
16163,Soft Skills,90,In Progress
37583,Compliance,85,Completed
55852,Soft Skills,44,In Progress
52236,Compliance,119,Completed
7547,Leadership,22,Completed
35194,Technical,88,Completed
29219,Leadership,73,In Progress
13879,Compliance,113,In Progress
55746,Technical,56,Completed
46778,Compliance,5,In Progress
31239,Compliance,8,In Progress
1711,Soft Skills,47,Completed
31903,Leadership,68,Completed
10226,Soft Skills,67,Completed
30275,Soft Skills,40,In Progress
56664,Leadership,104,Completed
35320,Soft Skills,95,Completed
35889,Soft Skills,118,Completed
19561,Soft Skills,82,Completed
6110,Soft Skills,33,Completed
38650,Leadership,84,In Progress
12728,Compliance,32,Completed
23418,Soft Skills,45,In Progress
55987,Soft Skills,112,Completed
55633,Soft Skills,97,In Progress
18148,Compliance,60,Completed
49875,Soft Skills,49,In Progress
40491,Technical,31,Completed
36767,Leadership,91,Completed
39995,Compliance,62,In Progress
26989,Leadership,110,Completed
54980,Compliance,76,In Progress
20284,Compliance,40,In Progress
9803,Compliance,29,In Progress
854,Compliance,66,Completed
36008,Technical,73,Completed
47605,Technical,24,In Progress
6335,Compliance,79,Completed
35796,Technical,52,Completed
2373,Leadership,59,Completed
43509,Leadership,30,Completed
20887,Technical,12,Completed
7872,Compliance,114,Completed
50812,Technical,118,Completed
3325,Technical,10,In Progress
43730,Compliance,114,Completed
17115,Compliance,55,Completed
31652,Technical,107,Completed
3116,Leadership,51,In Progress
8993,Soft Skills,90,Completed
56349,Technical,26,Completed
32881,Soft Skills,29,Completed
44414,Technical,79,Completed
49700,Soft Skills,66,Completed
30993,Leadership,76,Completed
30644,Soft Skills,61,In Progress
28925,Technical,82,Completed
4839,Technical,17,Completed
10326,Technical,51,Completed
16597,Soft Skills,57,Completed
14398,Leadership,102,Completed
22973,Soft Skills,99,Completed
38030,Technical,51,Completed
28884,Compliance,28,In Progress
59544,Leadership,25,In Progress
39892,Compliance,25,Completed
53278,Leadership,94,Completed
57907,Leadership,82,Completed
51006,Compliance,13,Completed
13827,Soft Skills,101,Completed
38901,Technical,67,In Progress
54924,Technical,53,Completed
36773,Soft Skills,109,Completed
21872,Compliance,118,In Progress
34560,Soft Skills,90,Completed
49740,Technical,113,In Progress
23033,Compliance,75,Completed
20484,Technical,88,Completed
34826,Leadership,76,Completed
27165,Compliance,59,Completed
27366,Technical,17,Completed
41131,Technical,110,Completed
52804,Technical,86,Completed
21467,Leadership,61,Completed
36262,Soft Skills,39,Completed
8441,Soft Skills,109,Completed
16061,Soft Skills,16,In Progress
30562,Technical,62,Completed
33543,Leadership,34,Completed
22697,Leadership,71,Completed
25472,Leadership,55,Completed
38909,Compliance,70,In Progress
51029,Leadership,50,Completed
47813,Soft Skills,10,In Progress
41599,Soft Skills,73,Completed
24064,Leadership,42,Completed
44242,Compliance,6,Completed
54193,Leadership,24,Completed
31533,Soft Skills,77,Completed
55701,Technical,6,In Progress
12068,Leadership,41,Completed
44574,Compliance,93,In Progress
49993,Technical,38,In Progress
22474,Leadership,18,Completed
438,Compliance,33,In Progress
21970,Compliance,93,Completed
17985,Compliance,93,Completed
23596,Soft Skills,86,Completed
27036,Soft Skills,112,Completed
47149,Compliance,111,In Progress
25372,Technical,115,Completed
36829,Leadership,64,Completed
20067,Soft Skills,97,Completed
35121,Soft Skills,80,Completed
15177,Compliance,13,Completed
10796,Technical,74,Completed
59467,Soft Skills,98,In Progress
27594,Leadership,54,Completed
18158,Leadership,27,Completed
56569,Soft Skills,28,In Progress
43242,Leadership,117,Completed
22111,Leadership,60,In Progress
43374,Leadership,56,Completed
13647,Compliance,110,Completed
26586,Technical,106,Completed
5147,Leadership,47,In Progress
45270,Soft Skills,14,Completed
46296,Soft Skills,5,Completed
25345,Soft Skills,105,In Progress
1393,Leadership,103,Completed
3766,Technical,63,Completed
56225,Compliance,60,In Progress
51565,Compliance,23,Completed
14437,Technical,67,Completed
55151,Compliance,25,Completed
33855,Technical,50,Completed
49185,Soft Skills,80,In Progress
5312,Compliance,65,Completed
31708,Technical,71,Completed
31981,Leadership,104,Completed
25238,Leadership,37,In Progress
14300,Leadership,53,Completed
31154,Technical,22,Completed
29911,Compliance,94,Completed
14383,Technical,81,Completed
49009,Technical,110,Completed
50230,Compliance,82,Completed
199,Technical,19,In Progress
9686,Soft Skills,48,In Progress
5764,Leadership,35,Completed
8599,Compliance,96,Completed
33039,Compliance,107,Completed
16900,Technical,36,Completed
15945,Soft Skills,111,Completed
37303,Compliance,72,In Progress
23468,Soft Skills,33,In Progress
55244,Soft Skills,84,Completed
5107,Technical,10,In Progress
9526,Compliance,111,In Progress
3769,Soft Skills,33,Completed
7909,Leadership,55,Completed
39890,Leadership,18,In Progress
23516,Leadership,116,Completed
36445,Soft Skills,23,Completed
45201,Compliance,36,Completed
23473,Soft Skills,49,Completed
21287,Leadership,91,Completed
4491,Technical,78,Completed
40423,Compliance,104,In Progress
39295,Compliance,66,Completed
23578,Soft Skills,117,Completed
11744,Technical,53,Completed
32838,Leadership,54,Completed
10698,Leadership,12,In Progress
8479,Compliance,100,In Progress
27640,Technical,66,Completed
13160,Technical,75,In Progress
35715,Leadership,107,In Progress
15206,Compliance,99,Completed
19330,Soft Skills,34,In Progress
12339,Compliance,105,Completed
22219,Leadership,32,Completed
52954,Leadership,31,Completed
234,Technical,39,Completed
