employee_id,current_level,years_in_current_role,promotion_eligible
9850,Lead,2,No
57829,Senior,5,No
21649,Lead,6,No
22968,Mid,6,No
35851,Junior,0,No
29391,Lead,1,No
20025,Mid,0,No
57168,Mid,7,No
13249,Lead,0,No
31883,Mid,7,No
3673,Lead,1,No
45704,Lead,0,No
51535,Senior,0,Yes
4686,Senior,6,Yes
32913,Senior,6,No
26762,Lead,3,No
43392,Mid,5,Yes
9589,Mid,4,No
26386,Junior,6,Yes
12468,Senior,5,No
10477,Junior,3,No
4480,Lead,4,No
44225,Junior,2,No
16030,Junior,6,Yes
198,Senior,7,No
5513,Lead,2,Yes
8387,Senior,0,No
22919,Lead,4,Yes
4570,Mid,6,Yes
16297,Mid,4,No
17095,Junior,3,No
32834,Lead,4,Yes
45355,Senior,5,No
24374,Junior,4,No
13271,Junior,6,No
53748,Mid,6,No
30904,Junior,3,No
7367,Senior,0,Yes
11670,Senior,3,Yes
26546,Mid,2,No
2496,Lead,0,Yes
56231,Junior,1,Yes
55828,Lead,1,Yes
27618,Lead,5,No
7791,Junior,0,No
34183,Mid,2,No
40662,Lead,4,Yes
13411,Mid,1,Yes
1899,Mid,0,Yes
44793,Junior,3,No
49637,Junior,3,No
52541,Senior,0,No
5223,Senior,6,Yes
6613,Senior,3,Yes
30469,Junior,0,Yes
24940,Junior,2,No
45220,Lead,0,Yes
28670,Senior,2,No
31710,Junior,0,No
16196,Lead,5,No
37898,Mid,2,No
45833,Senior,4,No
54844,Lead,6,No
50832,Lead,6,No
23971,Lead,4,Yes
19612,Lead,6,Yes
46798,Lead,2,No
54936,Junior,2,No
55419,Lead,6,No
48220,Lead,6,Yes
8420,Senior,3,No
58836,Senior,5,No
37801,Senior,4,No
17468,Mid,1,Yes
56902,Lead,5,Yes
46113,Junior,5,Yes
3554,Mid,5,No
16533,Senior,4,No
32293,Lead,7,No
3466,Junior,1,No
8036,Junior,4,No
3318,Mid,5,No
14687,Junior,2,No
45507,Senior,0,No
53962,Mid,3,Yes
2583,Junior,5,No
56238,Senior,4,Yes
17587,Lead,5,No
3946,Lead,5,No
22421,Mid,2,No
21832,Mid,5,Yes
51540,Junior,4,Yes
40358,Senior,7,Yes
40102,Junior,4,No
19563,Junior,0,No
38032,Lead,3,No
21382,Lead,0,No
57268,Senior,7,Yes
17655,Senior,6,Yes
7122,Lead,2,No
43139,Mid,1,No
35107,Lead,2,Yes
22453,Mid,0,No
51502,Lead,6,No
59967,Mid,7,No
14938,Senior,3,No
36848,Senior,7,No
45855,Lead,4,Yes
24021,Mid,7,Yes
24344,Lead,7,No
31745,Mid,5,No
33274,Junior,4,Yes
39173,Lead,1,Yes
26472,Senior,4,Yes
49004,Mid,2,No
55551,Senior,3,No
7228,Senior,7,Yes
9410,Mid,0,No
22523,Junior,1,Yes
7895,Lead,3,No
15690,Mid,4,Yes
27347,Mid,0,No
3026,Lead,4,No
5450,Mid,2,No
4494,Junior,3,No
18162,Junior,0,No
10815,Mid,0,No
17470,Senior,3,No
29857,Lead,5,No
45335,Lead,5,Yes
32317,Lead,0,No
27420,Lead,5,No
17920,Mid,6,Yes
20943,Senior,1,Yes
15355,Mid,4,Yes
44353,Lead,4,No
27875,Mid,3,No
56425,Mid,2,No
27666,Mid,5,No
33142,Mid,1,No
4705,Mid,4,Yes
11656,Mid,1,No
55825,Junior,1,No
10391,Junior,4,No
40685,Mid,1,No
29883,Junior,2,No
18367,Mid,7,No
17760,Junior,0,No
1733,Mid,6,No
27665,Senior,1,Yes
45639,Lead,7,Yes
3138,Lead,6,No
49522,Senior,1,No
41825,Senior,4,Yes
9235,Lead,6,No
51105,Junior,0,No
54700,Junior,0,Yes
14268,Senior,7,Yes
26225,Mid,2,No
35169,Lead,2,Yes
46877,Senior,2,Yes
27609,Mid,0,No
31025,Senior,4,No
5080,Senior,2,No
23412,Lead,5,No
6031,Junior,0,No
56867,Senior,2,No
23968,Senior,7,Yes
5979,Lead,0,No
48595,Mid,2,No
40613,Senior,4,No
41456,Junior,6,No
23793,Junior,1,No
32215,Senior,1,No
31339,Mid,1,Yes
21019,Lead,1,Yes
16563,Lead,3,No
39379,Mid,7,No
50824,Mid,7,No
6119,Lead,6,No
46131,Senior,3,No
7653,Mid,3,No
54348,Mid,3,Yes
1627,Senior,0,Yes
34510,Junior,2,Yes
29809,Junior,3,No
9324,Mid,0,Yes
5895,Senior,2,No
1604,Senior,4,No
52130,Junior,7,Yes
39738,Senior,1,No
22041,Senior,7,Yes
13005,Junior,4,Yes
25699,Mid,6,Yes
14666,Mid,7,No
50669,Senior,5,No
43163,Lead,4,Yes
48798,Mid,4,Yes
17349,Senior,7,No
22472,Junior,0,No
6784,Mid,1,No
40266,Senior,6,No
41266,Lead,3,No
56935,Lead,3,No
180,Junior,2,No
11299,Junior,5,No
12045,Senior,2,No
45459,Junior,7,No
22890,Mid,1,No
36762,Junior,0,Yes
34305,Mid,1,Yes
4936,Mid,3,Yes
851,Lead,1,No
5997,Mid,7,No
36829,Mid,7,Yes
12518,Lead,3,Yes
22603,Junior,1,No
38529,Junior,0,No
22127,Lead,5,No
35884,Mid,4,Yes
7587,Lead,2,No
30173,Junior,7,No
56895,Senior,2,No
26425,Lead,2,No
8432,Junior,2,Yes
29896,Lead,6,No
29993,Senior,0,No
24679,Mid,4,No
28267,Junior,1,No
14442,Mid,4,No
45495,Senior,6,Yes
1560,Lead,4,No
9261,Junior,6,Yes
30681,Senior,7,No
32177,Mid,4,No
54406,Mid,2,No
54357,Mid,2,Yes
10137,Lead,1,Yes
23842,Lead,5,No
43821,Lead,2,No
19756,Lead,5,No
32891,Mid,1,No
34518,Senior,2,No
41353,Junior,0,No
35928,Lead,1,No
6952,Lead,7,No
49705,Junior,4,No
14894,Junior,3,No
46984,Senior,3,No
56056,Junior,6,No
12306,Mid,5,Yes
54122,Mid,4,No
4885,Senior,0,Yes
27857,Junior,6,No
38750,Mid,1,No
25729,Junior,2,No
7532,Lead,6,No
59704,Mid,0,No
1207,Mid,1,No
31575,Senior,7,Yes
10627,Junior,1,No
57170,Senior,4,No
59409,Mid,2,Yes
37655,Mid,5,No
40319,Mid,7,Yes
12868,Mid,4,No
59625,Mid,0,No
3564,Junior,4,Yes
1390,Mid,2,No
13385,Mid,6,Yes
20898,Senior,6,No
59559,Lead,4,No
53236,Junior,2,No
38972,Mid,5,No
10692,Mid,3,Yes
57167,Lead,3,Yes
58463,Senior,0,No
19847,Senior,7,No
58264,Senior,1,No
14468,Senior,2,No
22137,Lead,0,Yes
49503,Senior,1,No
26746,Lead,7,Yes
44523,Senior,6,No
38585,Senior,6,Yes
14272,Mid,4,Yes
17578,Junior,0,No
55246,Lead,2,No
28876,Lead,1,Yes
28825,Junior,1,Yes
54223,Mid,1,No
7059,Mid,0,Yes
7484,Senior,2,No
41647,Senior,2,Yes
20197,Junior,7,Yes
15013,Junior,0,Yes
58715,Senior,6,No
20461,Junior,2,No
26627,Mid,1,No
24807,Lead,0,No
33521,Junior,5,No
48906,Lead,6,No
16878,Junior,6,No
11603,Lead,2,No
28818,Mid,7,No
59646,Senior,6,Yes
137,Senior,0,Yes
47547,Senior,3,No
5416,Junior,4,Yes
58689,Lead,6,Yes
25012,Lead,6,No
7334,Mid,7,No
19292,Lead,0,No
17572,Junior,5,Yes
19476,Mid,5,Yes
9429,Senior,0,Yes
22115,Senior,4,No
33784,Junior,5,No
38329,Junior,0,Yes
3554,Senior,7,Yes
44679,Mid,7,Yes
28059,Lead,1,No
28899,Junior,3,No
16149,Senior,5,No
37113,Lead,5,No
45909,Lead,6,No
42871,Senior,6,No
43985,Mid,7,Yes
55573,Mid,3,No
4316,Mid,1,No
31105,Senior,3,No
10794,Senior,4,No
44561,Lead,4,Yes
37253,Senior,2,No
56131,Mid,6,No
41889,Mid,5,No
12585,Mid,0,No
27199,Mid,2,No
45230,Mid,2,No
41495,Senior,3,No
45488,Senior,1,Yes
17040,Lead,3,No
35031,Junior,2,No
20391,Lead,3,Yes
48453,Lead,5,No
26495,Mid,5,No
26967,Mid,0,No
41817,Senior,4,Yes
34800,Junior,3,Yes
52623,Senior,7,No
13590,Senior,2,No
30578,Junior,7,No
57300,Mid,5,No
50427,Mid,0,No
29189,Junior,2,Yes
12826,Senior,7,No
16576,Junior,4,No
8991,Junior,7,No
21258,Mid,6,Yes
26106,Mid,3,Yes
42528,Mid,6,No
37136,Senior,6,No
19916,Lead,0,No
1226,Senior,7,Yes
1133,Junior,6,Yes
58695,Lead,3,No
32870,Mid,0,No
57688,Lead,6,No
15137,Senior,0,Yes
35475,Mid,3,Yes
25747,Mid,2,No
45947,Lead,1,No
34219,Junior,2,No
22442,Lead,0,No
14138,Senior,1,No
49,Junior,5,No
55797,Mid,0,No
39324,Lead,0,No
44629,Lead,6,No
53574,Mid,7,No
10892,Junior,5,No
5744,Junior,4,No
57889,Lead,4,No
205,Lead,3,Yes
45980,Mid,7,No
17634,Mid,4,No
59859,Junior,5,No
49390,Junior,7,No
13737,Junior,6,No
3892,Mid,1,Yes
43343,Mid,1,No
58623,Senior,6,Yes
7810,Lead,1,No
7001,Mid,1,Yes
59748,Senior,2,No
135,Mid,4,No
4147,Junior,5,No
22822,Junior,2,No
54687,Junior,0,No
12134,Mid,4,Yes
41787,Lead,3,No
26167,Junior,7,No
54149,Senior,7,No
23440,Senior,3,No
44248,Senior,1,No
59483,Lead,7,No
33332,Junior,5,No
32354,Mid,5,No
50000,Senior,3,No
58861,Lead,2,Yes
46459,Lead,1,No
50542,Mid,7,No
42152,Senior,0,Yes
42991,Lead,7,Yes
12001,Senior,5,Yes
7634,Senior,5,No
39537,Senior,1,Yes
59023,Mid,1,No
17198,Lead,5,No
21470,Mid,0,No
31668,Mid,3,No
37983,Mid,6,Yes
24304,Lead,5,Yes
8938,Lead,1,Yes
44109,Junior,5,No
36577,Junior,5,No
24261,Lead,3,Yes
9276,Mid,5,No
47943,Junior,0,No
10094,Mid,2,No
13880,Senior,5,No
27891,Senior,7,No
55276,Lead,4,No
25156,Senior,1,Yes
54572,Junior,4,No
34078,Mid,2,No
9810,Mid,0,Yes
3808,Junior,4,No
8929,Lead,2,Yes
47538,Junior,4,Yes
40795,Senior,6,No
28759,Senior,5,No
12733,Senior,7,No
35418,Mid,5,Yes
51855,Senior,4,No
2217,Junior,2,No
26478,Senior,2,No
15166,Lead,1,No
46933,Mid,4,No
35488,Senior,5,No
4225,Mid,2,Yes
37802,Mid,5,Yes
55655,Senior,0,No
17709,Lead,6,No
44743,Junior,7,No
29020,Senior,6,Yes
10307,Mid,3,No
15510,Lead,2,No
34047,Mid,6,Yes
17392,Lead,0,No
47331,Mid,7,No
40719,Lead,6,Yes
53256,Junior,4,No
42750,Junior,5,No
26084,Mid,2,Yes
49875,Mid,5,No
41591,Lead,0,No
47034,Lead,0,No
58736,Junior,6,No
30581,Mid,0,No
18685,Senior,3,Yes
15529,Junior,3,No
46692,Lead,3,Yes
42044,Senior,3,No
26174,Lead,2,Yes
11826,Senior,5,No
44178,Senior,2,Yes
23210,Senior,1,Yes
53429,Senior,6,No
25012,Mid,5,No
57079,Mid,1,Yes
44196,Lead,3,Yes
9716,Mid,5,Yes
18699,Senior,5,No
23646,Senior,4,No
12453,Mid,4,Yes
49731,Junior,1,No
27556,Junior,7,No
21017,Senior,6,Yes
7013,Lead,4,Yes
31469,Junior,0,Yes
42043,Senior,3,No
33586,Senior,7,No
1795,Mid,4,No
7206,Mid,6,No
21482,Lead,6,No
36440,Mid,3,No
45716,Mid,7,Yes
34876,Senior,7,No
15149,Junior,1,No
21846,Mid,3,No
16555,Lead,3,No
35527,Lead,2,No
11800,Senior,1,Yes
47285,Mid,1,No
7581,Mid,0,Yes
56344,Junior,2,No
21553,Mid,0,No
38850,Mid,4,Yes
32718,Senior,2,No
48825,Senior,2,No
58321,Mid,1,No
8670,Senior,1,No
24378,Lead,4,Yes
32444,Lead,6,No
10811,Lead,4,No
2052,Senior,7,Yes
32205,Senior,2,No
5872,Mid,2,No
37829,Junior,4,No
37211,Junior,3,Yes
57362,Senior,5,No
15501,Mid,5,Yes
58286,Junior,7,No
51682,Senior,1,No
26920,Senior,3,No
28883,Lead,6,No
10079,Lead,1,No
27486,Senior,0,No
54036,Junior,2,No
12199,Junior,3,Yes
36835,Lead,1,No
15107,Junior,6,No
37557,Mid,3,No
54893,Senior,6,Yes
33489,Lead,2,No
38604,Mid,4,Yes
26242,Junior,7,Yes
52796,Mid,2,No
38276,Senior,2,Yes
38012,Junior,1,No
49140,Junior,2,Yes
14264,Lead,5,No
7254,Junior,3,No
29696,Mid,0,No
24575,Senior,7,No
2900,Senior,4,Yes
48107,Lead,2,No
25444,Mid,3,Yes
31271,Junior,5,No
34168,Mid,7,Yes
37442,Lead,6,No
23832,Senior,7,Yes
24161,Mid,6,No
29948,Junior,4,No
2366,Junior,5,No
15918,Senior,2,No
22293,Mid,1,No
50050,Mid,3,Yes
25693,Senior,1,No
50915,Junior,3,No
27491,Lead,2,Yes
3574,Junior,5,No
14670,Junior,6,No
38912,Mid,6,Yes
28111,Lead,7,No
38863,Mid,2,Yes
44496,Mid,6,No
7521,Junior,3,No
48198,Junior,4,Yes
47583,Mid,6,Yes
30454,Senior,5,Yes
27660,Junior,1,Yes
13381,Junior,6,No
57505,Senior,3,No
57301,Junior,2,No
57984,Junior,5,No
6252,Lead,4,No
55897,Mid,6,No
5261,Junior,0,No
28542,Junior,5,No
17606,Junior,2,Yes
21556,Senior,1,No
53573,Junior,0,No
59905,Mid,3,Yes
43951,Senior,6,Yes
7202,Mid,2,No
49380,Senior,4,No
31522,Mid,7,No
38051,Mid,2,No
9039,Mid,4,No
7016,Senior,7,No
5606,Senior,3,Yes
28195,Junior,0,No
796,Senior,4,No
48708,Mid,1,Yes
44738,Lead,0,No
6931,Mid,6,No
11358,Lead,6,Yes
40967,Lead,5,No
15283,Mid,0,Yes
20665,Mid,4,No
59544,Lead,7,No
5216,Mid,0,Yes
36112,Lead,0,No
46448,Mid,7,Yes
21907,Senior,4,Yes
28075,Junior,5,No
2983,Senior,2,No
42944,Lead,0,No
35568,Junior,2,No
51922,Junior,2,No
29439,Mid,0,Yes
37147,Mid,2,Yes
10080,Mid,4,No
31708,Senior,2,No
57668,Senior,1,Yes
50427,Senior,4,No
44846,Mid,7,Yes
50372,Junior,2,No
12690,Lead,4,No
56286,Senior,3,No
49157,Senior,7,No
4669,Senior,0,Yes
43031,Mid,0,No
57021,Senior,5,No
29965,Junior,7,No
10922,Mid,5,No
38769,Junior,2,No
45602,Junior,2,No
48703,Junior,1,Yes
24717,Lead,6,Yes
56740,Senior,7,No
38201,Mid,0,Yes
59866,Junior,2,Yes
13013,Lead,2,Yes
43572,Lead,3,Yes
56289,Mid,6,Yes
40722,Lead,2,Yes
5988,Junior,0,No
24155,Mid,1,Yes
58491,Lead,3,Yes
19632,Mid,4,Yes
13646,Junior,4,Yes
26030,Senior,3,Yes
1597,Mid,2,No
11915,Junior,4,Yes
30004,Senior,0,No
24354,Mid,2,Yes
56605,Junior,0,Yes
5879,Mid,6,No
46823,Senior,5,Yes
47283,Junior,6,No
29142,Junior,3,Yes
28139,Mid,6,No
21682,Senior,6,Yes
46001,Junior,3,No
11764,Lead,7,Yes
53214,Junior,4,No
36586,Junior,2,No
3107,Junior,7,Yes
38773,Senior,6,No
53842,Senior,5,Yes
2904,Senior,7,No
55698,Junior,5,No
18055,Junior,5,No
38125,Junior,2,No
24023,Junior,1,Yes
24000,Senior,1,Yes
24011,Junior,3,Yes
45942,Senior,1,No
12722,Junior,7,No
12707,Junior,1,Yes
7881,Mid,1,No
23582,Lead,4,No
2490,Senior,6,No
37089,Junior,2,No
27343,Mid,6,Yes
17773,Lead,7,No
10465,Senior,2,Yes
11003,Junior,0,No
7669,Junior,2,No
31221,Junior,7,No
38196,Mid,0,Yes
43725,Senior,4,Yes
46253,Senior,6,No
54492,Mid,5,No
35148,Senior,7,No
42531,Junior,7,No
36190,Mid,6,No
59465,Junior,5,No
46843,Junior,7,Yes
13807,Junior,7,No
14969,Junior,0,No
9205,Senior,0,Yes
35912,Lead,6,Yes
58464,Lead,0,Yes
9642,Junior,3,No
6382,Senior,7,No
46440,Lead,2,No
40301,Mid,7,No
44445,Junior,4,Yes
8089,Lead,4,No
16173,Mid,2,No
20797,Lead,1,Yes
9948,Mid,2,Yes
28644,Senior,0,Yes
9118,Senior,5,No
44850,Mid,3,No
12305,Senior,7,No
41258,Junior,6,Yes
19956,Lead,6,No
12469,Junior,7,No
6403,Mid,7,No
29491,Mid,4,No
58420,Junior,7,Yes
45585,Junior,7,No
41182,Mid,5,Yes
7175,Senior,7,Yes
25365,Junior,4,No
50696,Mid,4,No
56252,Mid,6,No
47064,Mid,0,No
58454,Mid,5,Yes
11791,Senior,1,No
53055,Lead,3,Yes
31137,Mid,5,No
42678,Lead,4,Yes
22166,Mid,0,Yes
45613,Mid,6,Yes
45559,Junior,1,No
29439,Junior,0,Yes
15924,Junior,0,No
53702,Lead,6,Yes
44482,Junior,4,Yes
59539,Junior,1,Yes
15657,Junior,7,Yes
27994,Senior,7,No
6537,Senior,1,Yes
29412,Junior,2,No
49422,Lead,6,No
11925,Lead,1,No
45944,Lead,7,Yes
17364,Mid,2,No
40925,Lead,1,Yes
39347,Junior,2,Yes
5218,Senior,2,Yes
44454,Lead,1,Yes
37041,Senior,7,No
41268,Mid,6,No
48927,Senior,3,No
40105,Mid,7,Yes
7871,Lead,4,No
45308,Junior,1,No
7480,Lead,7,No
54421,Junior,6,Yes
42536,Mid,7,No
42832,Junior,4,Yes
31927,Junior,6,Yes
32186,Mid,2,No
25705,Senior,5,No
55115,Junior,2,No
58287,Junior,3,Yes
11162,Lead,0,No
44885,Junior,3,No
53093,Lead,7,Yes
40107,Lead,5,No
35180,Junior,0,No
59448,Lead,1,No
21139,Junior,2,No
2889,Junior,5,Yes
45827,Junior,5,No
42846,Senior,7,Yes
10467,Lead,6,No
5572,Junior,6,No
55143,Senior,4,No
56793,Mid,1,Yes
54000,Senior,6,Yes
38923,Mid,6,No
26933,Mid,0,No
21290,Mid,0,No
51873,Mid,6,Yes
56584,Lead,4,No
15323,Mid,1,No
655,Lead,7,No
19617,Mid,0,No
37978,Senior,2,No
36423,Lead,0,Yes
14676,Mid,6,No
45995,Junior,1,No
13540,Lead,3,No
23151,Junior,3,Yes
29724,Mid,7,Yes
32298,Senior,5,No
3373,Junior,4,Yes
12958,Mid,6,Yes
9242,Senior,0,Yes
41319,Mid,5,No
10733,Senior,5,No
51569,Senior,6,Yes
52230,Mid,0,No
16333,Mid,0,No
58072,Junior,4,Yes
49844,Junior,5,No
37527,Senior,5,No
18545,Mid,4,Yes
18268,Mid,5,Yes
59001,Senior,1,No
37123,Senior,6,No
29262,Mid,5,Yes
50414,Junior,0,No
36272,Senior,1,No
4221,Senior,5,Yes
53050,Junior,2,No
592,Mid,3,Yes
10219,Lead,5,No
52609,Mid,1,Yes
5053,Mid,6,No
12503,Mid,3,Yes
27696,Mid,5,No
23295,Junior,6,Yes
29064,Junior,5,No
21761,Mid,5,No
48552,Lead,5,No
24130,Junior,4,No
28195,Mid,0,No
14905,Junior,5,No
30782,Lead,4,No
56100,Senior,3,No
54562,Junior,7,No
46866,Senior,2,Yes
36053,Lead,0,No
41554,Mid,0,No
44843,Mid,5,No
50364,Lead,7,No
699,Mid,3,No
52912,Junior,2,No
32609,Mid,0,No
17348,Junior,0,Yes
40316,Mid,4,Yes
15710,Senior,2,No
12859,Senior,3,No
43167,Mid,4,No
48135,Senior,2,No
23049,Lead,5,No
50720,Junior,1,No
46804,Lead,4,No
39544,Senior,0,No
18513,Mid,2,Yes
39263,Junior,6,No
55201,Lead,3,No
37178,Junior,5,No
16362,Junior,6,Yes
20465,Junior,4,No
53763,Mid,2,No
4596,Lead,3,No
38463,Senior,6,No
16249,Junior,3,Yes
36436,Senior,2,No
58714,Mid,4,No
20200,Lead,2,Yes
42948,Lead,3,Yes
27159,Lead,0,Yes
496,Mid,7,No
17072,Lead,2,No
31476,Mid,3,Yes
52937,Lead,6,No
43117,Mid,1,Yes
28888,Lead,4,No
764,Mid,3,Yes
16170,Mid,1,Yes
45183,Lead,2,No
25904,Mid,5,No
21388,Junior,3,No
35445,Junior,6,Yes
21833,Senior,6,Yes
51768,Junior,5,No
18219,Senior,5,No
27142,Mid,1,No
8562,Lead,2,No
15695,Senior,7,Yes
4881,Junior,6,No
38971,Junior,7,Yes
41710,Senior,4,No
29916,Lead,2,Yes
37145,Lead,2,Yes
40841,Lead,2,No
52801,Senior,2,No
11673,Senior,1,Yes
58321,Junior,6,No
21794,Senior,5,No
42568,Junior,7,Yes
20379,Mid,7,No
41623,Mid,3,No
30343,Lead,2,Yes
1783,Junior,1,No
9082,Lead,1,Yes
2345,Lead,3,Yes
56484,Junior,4,No
25410,Lead,3,No
22016,Mid,4,No
33980,Junior,5,Yes
18878,Senior,6,No
49732,Lead,7,Yes
25700,Junior,2,Yes
57937,Lead,1,No
46965,Mid,0,No
6392,Senior,0,No
37067,Mid,5,No
50900,Junior,7,Yes
23116,Lead,6,Yes
51477,Lead,2,No
30583,Junior,6,No
56265,Senior,3,Yes
50313,Junior,3,No
32152,Junior,4,No
15431,Lead,1,No
37602,Senior,2,No
28735,Senior,3,Yes
35947,Lead,0,Yes
49251,Mid,2,No
54404,Mid,3,No
30081,Mid,1,No
40576,Senior,5,No
28931,Mid,0,No
57324,Mid,5,Yes
6034,Lead,6,No
56338,Lead,1,Yes
29553,Senior,3,Yes
47440,Lead,1,No
28896,Mid,6,No
59684,Senior,1,Yes
29071,Mid,7,No
26358,Lead,1,No
37594,Mid,0,No
48029,Mid,3,No
50653,Junior,7,Yes
21408,Lead,5,Yes
49180,Junior,2,No
46290,Senior,5,No
566,Junior,4,No
31737,Mid,4,Yes
47944,Lead,6,No
48760,Senior,6,Yes
51389,Mid,1,No
1809,Senior,6,No
23104,Junior,3,No
47856,Senior,7,Yes
39076,Mid,3,No
16786,Senior,2,Yes
6074,Senior,1,Yes
43912,Lead,1,No
41875,Junior,2,No
59746,Lead,0,No
11904,Senior,1,No
42256,Lead,5,No
22130,Senior,7,Yes
22247,Lead,2,No
49693,Lead,0,No
19686,Mid,1,No
7250,Lead,4,No
20636,Lead,1,Yes
11641,Mid,1,Yes
25920,Mid,0,No
51336,Junior,2,No
33526,Junior,5,Yes
32650,Mid,2,Yes
8106,Senior,0,No
12160,Mid,1,No
12334,Junior,0,No
56823,Mid,4,Yes
3492,Mid,2,No
12604,Mid,0,Yes
37619,Mid,1,No
17710,Lead,6,No
5062,Senior,6,Yes
38019,Junior,0,No
8137,Junior,6,No
20876,Lead,3,Yes
56458,Mid,3,No
32341,Mid,3,No
46183,Lead,4,No
18010,Lead,2,No
26760,Junior,6,No
18139,Lead,4,No
34867,Senior,4,Yes
37622,Mid,1,No
6435,Mid,4,Yes
10860,Senior,1,Yes
55703,Junior,4,No
9235,Senior,7,Yes
25524,Mid,0,No
46452,Lead,6,No
53112,Mid,5,No
56082,Mid,2,No
21223,Mid,4,Yes
34961,Mid,0,No
24459,Mid,4,No
2212,Mid,5,Yes
22748,Mid,4,Yes
7272,Junior,6,Yes
40923,Lead,3,No
49870,Mid,5,Yes
10526,Lead,5,No
28836,Senior,2,Yes
2048,Junior,5,No
57946,Senior,0,No
54481,Lead,3,No
3954,Mid,1,No
54998,Mid,4,No
47084,Junior,3,Yes
30864,Senior,0,No
45391,Junior,7,No
47422,Senior,5,Yes
724,Lead,6,No
14753,Lead,7,No
8007,Lead,1,No
2539,Mid,0,No
45381,Lead,2,No
27334,Junior,5,No
5011,Lead,4,Yes
6754,Lead,2,Yes
4007,Lead,5,No
18491,Junior,6,No
5051,Mid,5,Yes
26363,Senior,6,No
3100,Lead,7,No
55352,Senior,2,No
37759,Junior,5,No
56084,Mid,2,No
54181,Mid,2,Yes
49107,Junior,1,No
21420,Lead,6,No
30392,Lead,7,No
58326,Lead,0,Yes
42643,Senior,3,Yes
22365,Senior,1,Yes
18815,Senior,1,No
20687,Mid,1,No
55112,Lead,0,No
59560,Junior,5,No
34295,Senior,0,No
579,Senior,6,No
317,Mid,1,Yes
16612,Senior,7,No
24691,Mid,0,No
35572,Senior,3,No
29984,Lead,0,Yes
42344,Mid,1,No
47891,Mid,5,Yes
35241,Junior,0,Yes
28856,Lead,2,No
17414,Mid,7,No
20249,Junior,6,No
16400,Junior,0,No
40290,Junior,2,No
43890,Mid,2,No
15338,Junior,4,No
13585,Junior,7,No
43687,Junior,1,No
44224,Senior,1,Yes
19765,Mid,0,Yes
18066,Senior,1,No
41757,Senior,1,No
36161,Junior,6,Yes
40443,Lead,5,No
42609,Lead,6,Yes
28712,Senior,2,Yes
58250,Lead,0,Yes
48785,Mid,4,Yes
14303,Mid,5,No
23456,Junior,4,No
30177,Junior,5,No
33730,Senior,6,Yes
59007,Senior,7,No
37640,Mid,0,Yes
43913,Junior,6,Yes
46039,Lead,5,Yes
40449,Lead,1,Yes
10726,Senior,0,Yes
6094,Senior,0,Yes
22855,Lead,5,Yes
17981,Junior,7,No
20614,Senior,7,Yes
56489,Mid,2,No
1007,Senior,0,Yes
43805,Senior,2,No
18738,Lead,6,Yes
12763,Senior,2,Yes
22456,Lead,5,No
46697,Junior,6,Yes
59354,Junior,5,No
12692,Senior,0,No
18874,Lead,4,Yes
34181,Junior,4,Yes
20333,Lead,3,No
3134,Lead,6,No
21450,Lead,2,No
29605,Mid,4,Yes
3448,Junior,5,Yes
8095,Lead,0,No
31871,Lead,4,Yes
42480,Senior,3,Yes
53085,Senior,1,No
663,Senior,4,No
58481,Mid,4,No
23258,Senior,5,Yes
6188,Lead,0,No
2368,Mid,0,No
8583,Mid,4,No
12453,Lead,7,No
51353,Junior,6,No
10449,Lead,3,No
44756,Lead,4,No
2996,Senior,3,No
6792,Senior,6,No
59818,Senior,7,No
46197,Junior,1,No
33488,Senior,6,No
49328,Mid,4,Yes
48550,Senior,4,No
12710,Senior,0,No
14168,Lead,3,No
31680,Senior,1,No
37622,Senior,3,No
14506,Junior,4,No
55953,Junior,0,Yes
43763,Junior,4,Yes
11488,Lead,7,No
46553,Mid,3,No
22803,Senior,1,No
47573,Junior,7,No
43972,Lead,7,Yes
31329,Junior,0,Yes
52745,Lead,3,No
9077,Senior,4,No
23837,Senior,4,No
9362,Senior,7,No
40518,Junior,4,No
43368,Junior,0,Yes
41550,Mid,0,No
35608,Lead,3,No
25207,Junior,1,No
44473,Mid,5,No
21490,Senior,0,No
13153,Mid,2,No
22095,Lead,6,No
38728,Mid,5,No
9183,Senior,0,No
50159,Junior,3,Yes
22883,Junior,0,Yes
47209,Lead,4,Yes
3599,Junior,2,No
13940,Senior,7,No
36282,Mid,1,Yes
32765,Mid,4,Yes
23436,Junior,1,No
14026,Mid,6,No
15869,Lead,2,Yes
49724,Junior,3,No
2406,Mid,2,Yes
23985,Junior,0,No
26102,Junior,4,Yes
27404,Lead,6,Yes
59639,Junior,2,No
12414,Junior,1,No
51619,Lead,4,No
54941,Junior,7,No
41354,Lead,3,No
34498,Mid,4,Yes
11086,Senior,4,No
51835,Lead,1,Yes
46799,Mid,7,Yes
51557,Senior,7,No
13651,Lead,0,No
16004,Lead,3,No
42772,Senior,1,No
47764,Junior,0,Yes
21002,Junior,1,Yes
57563,Junior,5,No
26752,Lead,7,Yes
1273,Senior,1,No
55206,Mid,0,No
49437,Mid,4,No
16525,Lead,6,No
37974,Lead,5,Yes
18368,Mid,7,No
30066,Senior,4,No
21649,Senior,5,Yes
31557,Mid,5,No
25995,Senior,0,Yes
26835,Lead,1,No
55633,Junior,5,No
14480,Lead,2,Yes
6784,Mid,1,No
52061,Junior,0,No
59145,Mid,7,No
