employee_id,absent_days,sick_leaves,workload_level,absence_risk
20364,0,14,High,Low
65977,29,7,High,High
31085,4,14,High,Low
7254,22,5,Low,High
56386,27,0,Low,High
6879,1,4,High,Low
79366,5,8,Low,Low
21780,25,14,Medium,High
70587,14,1,Low,High
71258,10,7,Low,Low
1259,2,5,High,Low
24732,8,13,Medium,Low
61332,27,5,Low,High
61457,2,8,Low,Low
26183,3,7,High,Low
11082,0,10,Medium,Low
59586,17,13,Low,High
20179,27,12,Low,High
28311,4,13,Medium,Low
58424,3,11,High,Low
45933,12,12,Low,High
36620,9,12,Low,Low
41627,4,4,Low,Low
79085,27,8,Low,High
47133,20,12,Low,High
21276,23,13,High,High
31383,23,14,High,High
50237,11,2,High,High
13608,24,4,High,High
72794,1,6,Low,Low
18523,2,6,High,Low
44756,9,7,Medium,Low
36592,13,2,Low,High
37290,3,5,Low,Low
73677,19,9,High,High
54154,12,12,Medium,High
49296,24,9,Medium,High
47525,26,3,Low,High
37583,5,7,Medium,Low
10589,29,14,High,High
8748,5,0,High,Low
43016,12,12,Medium,High
77563,20,4,Medium,High
42928,8,13,Low,Low
63712,19,13,Low,High
82188,2,2,Low,Low
74593,21,6,High,High
27275,23,5,Medium,High
84894,12,14,Medium,High
57641,10,7,High,Low
20721,5,10,Low,Low
56564,11,8,High,High
30960,5,9,Low,Low
63094,5,10,High,Low
22290,21,12,Low,High
39412,25,2,Medium,High
43625,11,2,High,High
82978,25,6,High,High
13865,13,8,Medium,High
32098,24,3,High,High
61880,10,14,High,Low
65909,5,7,Low,Low
60578,9,2,Low,Low
30552,6,9,High,Low
11385,28,9,High,High
44819,5,4,High,Low
33342,15,4,High,High
12152,28,9,High,High
73414,6,14,Low,Low
14033,18,4,Low,High
15366,27,3,Low,High
42533,28,11,Medium,High
21020,22,3,High,High
44793,10,2,Low,Low
40105,21,3,Low,High
74079,14,2,Medium,High
31,19,12,Medium,High
57192,27,1,Medium,High
31289,17,12,Low,High
18356,3,13,High,Low
15596,19,11,High,High
82415,19,14,High,High
78618,29,3,Low,High
54993,18,10,High,High
82983,28,12,Medium,High
9278,15,14,Medium,High
80575,12,6,Low,High
63991,26,13,Low,High
14777,3,10,Medium,Low
83647,4,2,Medium,Low
9192,23,1,Medium,High
58771,5,13,High,Low
68635,14,8,Medium,High
21727,25,9,High,High
63851,9,8,Low,Low
53176,4,7,High,Low
52222,16,1,Low,High
74677,20,6,High,High
5828,16,13,Low,High
16611,22,14,High,High
14793,3,12,Low,Low
7738,28,1,Low,High
6370,25,9,High,High
57836,23,1,Low,High
25954,17,12,Medium,High
53817,24,0,Medium,High
57131,9,14,Medium,Low
1228,22,4,High,High
59855,9,5,Medium,Low
37525,23,9,Medium,High
7370,21,5,High,High
50121,6,3,Medium,Low
46588,28,12,Medium,High
22579,8,7,High,Low
56184,17,3,Medium,High
67618,29,14,Low,High
49887,29,10,Medium,High
74566,5,6,High,Low
48662,22,11,Low,High
28034,19,7,High,High
63588,9,14,Low,Low
14203,24,7,Low,High
80672,5,10,Low,Low
39880,9,3,Medium,Low
8429,16,3,High,High
21066,1,9,Medium,Low
58279,4,12,High,Low
13243,12,4,Low,High
70346,10,12,Low,Low
64111,14,13,Low,High
10023,14,12,Low,High
24689,4,9,High,Low
32816,28,13,High,High
10587,25,5,High,High
26990,18,6,High,High
11530,25,10,Low,High
54644,12,3,High,High
66364,6,13,High,Low
35829,0,0,High,Low
20754,0,7,Low,Low
32409,10,1,Medium,Low
23962,24,2,Low,High
5514,26,13,Low,High
26312,22,14,Low,High
72807,20,2,High,High
4210,2,5,Medium,Low
50706,5,5,High,Low
6952,4,0,Low,Low
59521,20,0,Low,High
78503,25,12,Low,High
38583,1,2,Low,Low
61789,17,8,Low,High
64443,13,4,High,High
35691,14,13,Low,High
51545,24,4,Medium,High
46114,24,13,High,High
75741,6,12,High,Low
25308,24,6,Medium,High
48508,18,7,Low,High
46346,16,2,Low,High
40179,17,6,High,High
5578,29,1,Medium,High
50975,5,6,High,Low
70750,23,5,Low,High
61916,5,2,Medium,Low
8659,14,3,Low,High
66245,17,7,Medium,High
65057,7,13,Low,Low
12736,26,3,Low,High
83411,5,4,Low,Low
31574,16,5,High,High
29492,6,0,Medium,Low
47273,4,11,High,Low
80452,1,9,Low,Low
4889,2,2,Low,Low
52540,0,14,Medium,Low
27641,5,10,High,Low
33423,20,2,Medium,High
36874,26,7,High,High
75778,22,9,High,High
52530,15,1,High,High
310,23,13,Low,High
32257,13,1,High,High
66025,28,11,High,High
13896,20,3,Low,High
71880,20,11,Medium,High
62181,9,11,Low,Low
45317,28,0,Medium,High
81788,2,12,Medium,Low
36272,1,5,High,Low
61955,18,7,High,High
73859,4,6,Medium,Low
47568,6,11,Low,Low
82323,14,6,Low,High
45240,10,3,Medium,Low
61990,16,14,Low,High
27055,9,1,Low,Low
69810,3,12,Low,Low
22476,25,1,Low,High
52187,7,4,Medium,Low
42730,25,8,High,High
81811,1,0,High,Low
64991,12,11,Low,High
35136,20,1,Medium,High
44775,28,1,Medium,High
71952,1,3,High,Low
49873,13,2,Medium,High
40286,26,12,High,High
68168,28,4,Low,High
32615,4,1,High,Low
58423,26,14,High,High
60175,4,1,High,Low
67480,23,10,Medium,High
44123,19,5,High,High
11811,23,8,Medium,High
60485,13,2,Medium,High
10247,18,14,Medium,High
59390,11,1,High,High
48607,17,11,Medium,High
2418,21,11,Medium,High
64213,26,8,Medium,High
76787,3,12,Medium,Low
65194,8,10,Medium,Low
67521,8,12,Medium,Low
15907,7,7,High,Low
29002,5,6,Low,Low
29506,12,8,High,High
42329,21,10,Medium,High
73873,17,3,High,High
38793,1,9,Medium,Low
17810,27,3,Medium,High
6777,19,1,Medium,High
11198,5,7,Low,Low
71297,14,3,Medium,High
54430,29,8,Low,High
18000,10,3,Medium,Low
73908,1,4,High,Low
8177,16,2,Low,High
70882,26,4,Low,High
23616,0,3,Low,Low
64256,3,10,High,Low
11974,18,11,High,High
63129,17,4,Medium,High
41725,15,6,Low,High
18970,3,13,Low,Low
79796,20,12,Medium,High
4942,5,10,High,Low
68538,26,14,Low,High
26021,4,6,High,Low
37266,6,8,Medium,Low
34618,19,7,Low,High
16817,5,1,Medium,Low
61579,6,6,Medium,Low
63180,10,4,High,Low
7273,6,5,High,Low
59491,1,0,Low,Low
49524,10,13,High,Low
28229,8,6,Medium,Low
67603,16,12,Medium,High
73132,22,3,Medium,High
77235,14,13,Medium,High
77763,7,12,Low,Low
17396,8,13,High,Low
59289,4,10,Medium,Low
76807,22,10,High,High
33236,9,11,High,Low
20243,20,1,High,High
77572,10,13,High,Low
17613,21,11,Low,High
13507,14,8,High,High
9916,27,6,Low,High
10662,24,12,High,High
47867,9,0,Medium,Low
3870,15,9,Low,High
73586,25,9,Low,High
8806,28,14,Low,High
19896,25,4,Medium,High
1327,1,7,High,Low
73830,25,0,High,High
28803,3,10,Medium,Low
51830,24,8,Low,High
81359,11,12,Low,High
43336,7,14,Low,Low
40428,2,12,High,Low
79623,8,14,High,Low
43391,28,5,Medium,High
55064,25,9,Low,High
44384,29,1,Medium,High
80205,21,5,Low,High
80804,24,14,High,High
30957,25,5,High,High
78118,13,14,Low,High
30215,4,0,Low,Low
46841,12,8,Low,High
15189,18,7,Low,High
32165,12,7,High,High
62277,8,12,Medium,Low
3543,18,0,Low,High
21503,11,9,High,High
2544,22,3,Low,High
40497,5,5,Medium,Low
51822,7,8,Low,Low
41163,27,12,Low,High
83279,12,8,Low,High
53067,4,14,Low,Low
19158,15,1,Low,High
59040,7,2,Medium,Low
34430,27,12,Medium,High
32955,6,10,High,Low
47191,14,4,High,High
8368,13,10,Medium,High
23025,7,7,Medium,Low
82143,27,13,High,High
71906,21,1,Low,High
38663,5,14,Medium,Low
80256,13,0,Low,High
54061,7,11,Medium,Low
63941,21,5,Medium,High
54670,14,11,Low,High
8437,7,11,Low,Low
69819,28,11,Medium,High
7406,5,10,Medium,Low
23733,21,9,Medium,High
5291,22,1,High,High
42123,7,12,Low,Low
54184,7,10,High,Low
83386,17,8,High,High
30755,17,12,High,High
47929,29,8,Medium,High
37737,18,12,Low,High
46147,8,14,Medium,Low
82136,2,3,Medium,Low
83634,5,12,Medium,Low
80363,23,4,Medium,High
35872,17,14,Medium,High
50349,29,5,High,High
36825,3,2,Medium,Low
79552,19,6,Low,High
63037,10,3,Low,Low
30010,5,13,Low,Low
49490,6,1,High,Low
63020,29,2,High,High
59523,17,1,Low,High
60183,20,14,High,High
56927,9,13,Low,Low
67416,7,3,High,Low
21204,23,8,Medium,High
11145,6,4,High,Low
84047,26,4,Medium,High
42419,29,4,Medium,High
15864,12,7,Low,High
40158,5,3,High,Low
62588,27,5,Medium,High
7517,14,14,Medium,High
6412,3,12,Low,Low
19798,24,8,Low,High
3972,29,10,Low,High
28654,3,1,Medium,Low
74260,15,11,Low,High
76443,24,2,High,High
63753,6,14,Medium,Low
7615,14,5,High,High
4955,10,14,Medium,Low
72529,7,11,Medium,Low
51311,17,11,Medium,High
33299,22,14,High,High
24454,4,0,Low,Low
79341,10,4,High,Low
44353,6,13,Low,Low
13246,29,14,Low,High
51947,19,0,Medium,High
47838,9,6,High,Low
52565,4,10,Low,Low
56871,8,14,Medium,Low
26111,15,7,High,High
57867,15,13,High,High
45143,2,14,High,Low
71189,11,5,High,High
69291,9,2,Medium,Low
31712,3,8,High,Low
31699,8,0,High,Low
17592,10,12,Low,Low
26341,9,1,Medium,Low
53022,0,13,Low,Low
64459,11,9,Medium,High
74183,25,9,High,High
35286,26,5,Medium,High
21552,14,12,Low,High
56808,1,5,High,Low
77020,25,1,Low,High
81248,20,3,Low,High
77535,9,0,High,Low
66258,26,7,High,High
47962,14,7,Medium,High
61594,15,10,Medium,High
68628,23,11,Low,High
74555,18,1,Medium,High
16491,16,10,High,High
65189,14,10,High,High
19686,10,2,Medium,Low
47663,17,2,High,High
19347,10,1,Low,Low
19643,3,13,Low,Low
21979,24,6,Low,High
13596,27,13,High,High
25177,17,13,Medium,High
59136,15,14,Low,High
69697,7,13,Low,Low
52807,11,12,High,High
1957,18,11,High,High
59784,7,13,High,Low
18309,16,9,High,High
19406,4,0,High,Low
62559,7,3,Low,Low
34650,14,8,High,High
16715,1,7,Low,Low
31404,23,5,Low,High
57314,28,6,Low,High
51383,3,6,Low,Low
35045,18,14,High,High
4142,15,7,Medium,High
18649,14,12,Low,High
25384,23,1,High,High
78028,29,13,High,High
27176,12,8,High,High
37770,16,13,Low,High
36583,8,7,Medium,Low
35403,4,8,Low,Low
76959,27,13,Medium,High
11056,14,4,High,High
8289,12,8,Low,High
71609,11,4,High,High
71493,9,4,Low,Low
7604,21,14,High,High
39327,3,10,Medium,Low
15734,25,1,Medium,High
45983,16,9,High,High
17476,16,8,High,High
10719,2,1,Medium,Low
65642,20,5,Low,High
617,21,3,Low,High
84394,29,13,High,High
10165,15,2,Low,High
76268,7,11,Low,Low
75975,15,5,Low,High
35241,0,0,Medium,Low
11127,8,11,Low,Low
43274,22,0,High,High
61423,6,14,Low,Low
50320,8,13,High,Low
59485,15,2,Low,High
37474,16,7,Low,High
62409,7,2,Low,Low
40860,19,8,High,High
64307,22,6,High,High
61371,10,11,Low,Low
65281,22,1,Low,High
26312,16,3,Medium,High
51863,15,2,Low,High
82626,4,9,Medium,Low
22272,26,10,Medium,High
80222,13,0,Low,High
61488,8,11,High,Low
56431,18,9,Medium,High
50695,24,3,High,High
1914,23,3,Medium,High
51360,2,0,Medium,Low
37181,29,4,Medium,High
51969,5,8,Medium,Low
11850,23,1,Medium,High
30319,27,14,High,High
69882,9,6,Medium,Low
54465,19,6,Low,High
46058,14,5,Low,High
65343,28,2,Medium,High
47387,5,9,Medium,Low
57877,6,3,Medium,Low
23655,12,11,High,High
75783,26,6,Medium,High
78068,8,6,Medium,Low
13034,5,8,High,Low
52060,14,9,High,High
3072,25,3,High,High
41851,26,13,High,High
58177,8,13,Low,Low
7600,24,7,Low,High
46960,13,10,High,High
72989,19,1,Low,High
84806,15,9,High,High
77648,29,7,Medium,High
63309,12,13,Medium,High
2250,29,4,Medium,High
38398,2,10,Medium,Low
81738,1,14,Low,Low
5461,0,1,High,Low
43037,2,3,Low,Low
55113,25,6,Low,High
25109,17,9,Medium,High
72587,25,4,Low,High
56267,28,11,High,High
66844,9,0,High,Low
33947,10,7,Low,Low
15870,18,11,High,High
32057,10,9,Low,Low
28560,24,4,Medium,High
72553,3,1,Medium,Low
30375,9,11,Medium,Low
36398,21,7,Medium,High
62960,24,12,High,High
36320,22,7,High,High
14654,2,1,Low,Low
32951,14,7,Low,High
77648,14,12,Low,High
46543,25,7,High,High
11578,18,6,Low,High
42903,26,9,Low,High
70784,18,6,Medium,High
83646,5,0,Low,Low
26416,17,1,Medium,High
13208,21,1,High,High
64983,13,4,Medium,High
82893,22,11,Medium,High
39960,17,14,High,High
73969,17,6,Medium,High
44225,4,4,Low,Low
70066,26,2,Low,High
34953,24,1,Low,High
47089,21,2,Medium,High
22163,26,1,Low,High
76547,1,8,High,Low
67174,27,0,Low,High
64233,0,4,High,Low
27037,18,8,Medium,High
7314,14,0,High,High
68586,5,1,Medium,Low
36898,17,10,Low,High
3885,3,9,Low,Low
49693,27,12,Low,High
57747,25,13,Medium,High
23738,24,8,High,High
28280,10,6,High,Low
84713,21,3,High,High
41256,10,7,Low,Low
9948,0,14,Medium,Low
76717,3,0,Low,Low
84208,7,5,High,Low
23135,2,4,Low,Low
57657,3,12,Medium,Low
74976,4,13,Medium,Low
83257,14,12,Medium,High
1033,5,13,Low,Low
63308,17,11,High,High
71618,18,11,Low,High
3769,3,8,Low,Low
48856,18,8,Low,High
63479,6,5,Low,Low
6235,20,11,Low,High
47815,2,2,Medium,Low
46169,4,3,High,Low
47775,14,10,High,High
18770,24,8,Low,High
57803,22,12,High,High
47932,22,13,Medium,High
49514,28,3,Low,High
48265,12,5,Low,High
39406,20,7,High,High
32663,9,4,High,Low
72594,1,10,Low,Low
17804,26,13,High,High
51746,14,7,Low,High
28448,3,5,Low,Low
18034,12,13,Medium,High
64311,11,6,Medium,High
5652,25,5,High,High
1750,26,13,Medium,High
17744,15,0,High,High
69153,14,8,Low,High
70364,16,13,High,High
10027,2,2,Medium,Low
28716,2,5,High,Low
34104,24,3,Medium,High
49543,26,7,High,High
26704,22,14,High,High
3333,18,14,High,High
18912,9,14,Medium,Low
29164,5,13,Low,Low
82042,22,0,High,High
84381,19,9,Medium,High
16910,4,13,Low,Low
21029,13,1,Medium,High
50648,25,4,Medium,High
18096,2,14,Low,Low
12114,10,0,Low,Low
21420,9,10,Medium,Low
19492,0,11,Low,Low
63289,19,13,Medium,High
74757,28,13,High,High
71045,28,8,Low,High
67015,5,11,High,Low
79322,20,11,Medium,High
56796,26,1,Medium,High
63410,3,4,High,Low
68062,29,8,Low,High
27537,1,13,Low,Low
74061,27,12,High,High
68271,17,14,Low,High
3041,26,8,High,High
32872,1,8,Medium,Low
34431,16,7,Low,High
54762,1,9,High,Low
39412,23,14,Medium,High
44886,0,8,Medium,Low
3877,28,10,Low,High
67233,18,13,High,High
17230,10,6,Medium,Low
5596,11,7,High,High
68860,5,4,High,Low
32297,20,7,Medium,High
82318,4,7,Medium,Low
26102,9,7,Low,Low
65909,4,12,High,Low
50881,20,7,High,High
77838,8,3,Medium,Low
79420,25,13,Low,High
79791,26,7,Medium,High
52856,4,13,Medium,Low
49864,23,10,Low,High
46583,3,8,Medium,Low
45829,3,13,Medium,Low
64545,16,0,Low,High
17096,7,9,Medium,Low
25528,4,3,Low,Low
41367,25,6,Low,High
42420,27,11,Low,High
68056,6,7,High,Low
8435,25,10,High,High
74267,15,5,Low,High
17374,15,0,Low,High
31806,12,1,Medium,High
13388,2,14,Low,Low
41321,11,5,Medium,High
49023,15,7,Low,High
1367,12,1,Medium,High
10557,6,14,Medium,Low
1440,22,11,Medium,High
24684,17,2,Low,High
27910,3,12,High,Low
69061,25,0,High,High
8983,25,11,Low,High
75443,15,2,Low,High
62243,23,3,High,High
67604,22,10,Medium,High
13172,1,5,High,Low
78834,11,8,Medium,High
25263,3,7,Low,Low
12004,23,12,Low,High
12232,6,0,Medium,Low
33036,6,12,Medium,Low
32162,0,14,Low,Low
66122,0,13,Low,Low
38499,18,10,Low,High
38511,26,13,Medium,High
9356,27,12,Medium,High
4720,23,8,Medium,High
19849,14,5,Low,High
30008,3,10,Low,Low
78757,15,4,Low,High
54189,28,8,High,High
75671,29,4,High,High
50653,22,6,Low,High
38099,24,13,Low,High
37741,15,7,Medium,High
53222,7,9,High,Low
12684,26,7,Medium,High
27598,18,2,High,High
4808,6,5,High,Low
65971,14,3,Medium,High
46716,27,9,Low,High
31388,19,6,Low,High
21678,9,5,High,Low
41866,16,11,High,High
4382,21,3,High,High
69256,7,4,Medium,Low
59138,9,0,High,Low
34814,14,2,Medium,High
48221,9,6,High,Low
61224,9,11,Low,Low
59545,21,9,Low,High
52562,24,0,Low,High
44421,1,11,Medium,Low
57014,19,9,High,High
15257,21,12,Low,High
23017,24,3,Low,High
67472,16,5,High,High
79181,14,14,Low,High
7613,7,14,High,Low
73191,2,4,Medium,Low
34539,18,2,High,High
77509,21,4,Medium,High
75581,1,2,High,Low
67976,19,8,High,High
73537,26,11,Low,High
18078,0,3,Medium,Low
22158,14,8,Medium,High
82980,22,13,High,High
49924,15,0,High,High
42687,13,11,Low,High
59073,28,1,High,High
17451,22,2,Medium,High
44185,9,4,High,Low
42110,6,4,Medium,Low
15656,20,14,Medium,High
76853,29,10,Medium,High
27771,3,9,Medium,Low
25222,18,6,Medium,High
75691,28,13,Low,High
15437,23,7,High,High
1924,4,10,Low,Low
32316,10,1,Low,Low
83027,27,5,High,High
13894,24,7,Medium,High
81098,16,8,Low,High
35184,13,11,Medium,High
63203,12,4,Medium,High
81505,18,14,Low,High
44935,4,3,Medium,Low
34924,19,4,Low,High
51441,6,13,High,Low
4004,25,13,Medium,High
28528,21,13,Low,High
414,29,3,Medium,High
47753,12,13,Medium,High
6735,29,7,Low,High
61419,20,4,High,High
36069,1,6,Low,Low
1295,20,3,Low,High
11060,8,12,Medium,Low
69246,25,6,Medium,High
41891,20,8,Low,High
67039,12,7,Medium,High
82995,1,3,Low,Low
12254,17,2,Low,High
17992,22,5,Medium,High
46162,21,9,Medium,High
37577,7,8,Medium,Low
62221,2,8,High,Low
33224,19,1,Medium,High
64995,4,12,Low,Low
73339,28,1,High,High
78069,16,13,High,High
48904,8,14,Low,Low
21597,12,9,Medium,High
56479,21,5,Medium,High
35608,28,5,Low,High
15494,2,8,Low,Low
36672,4,7,Low,Low
81371,17,4,Medium,High
44111,23,10,Medium,High
79643,14,8,Medium,High
8786,23,1,Medium,High
78037,3,12,Medium,Low
38019,29,8,Medium,High
77893,5,0,Medium,Low
81829,3,12,Medium,Low
8591,0,3,High,Low
10805,6,10,High,Low
34535,9,2,High,Low
37093,14,9,Low,High
49363,10,7,Medium,Low
57156,25,9,High,High
31690,24,12,Low,High
48829,9,4,Low,Low
84436,16,12,Medium,High
83027,27,7,Medium,High
23840,13,0,Medium,High
7630,2,3,Medium,Low
335,12,12,Medium,High
55070,2,1,High,Low
24152,19,10,Low,High
76990,1,6,High,Low
9489,28,1,Low,High
42810,10,7,Medium,Low
56395,16,8,Medium,High
52012,20,1,Medium,High
62899,4,11,Low,Low
78317,20,3,Low,High
7419,7,6,Medium,Low
10487,4,4,Low,Low
18342,8,11,Low,Low
38557,9,8,High,Low
62353,4,14,Medium,Low
4452,24,12,Medium,High
21882,19,5,Low,High
27275,27,9,High,High
80232,23,11,Medium,High
464,10,13,High,Low
68293,15,14,Medium,High
65437,17,11,Low,High
47241,5,2,Low,Low
21267,14,9,Medium,High
55148,10,11,Medium,Low
61396,19,14,Low,High
25459,15,4,Medium,High
10155,19,3,High,High
39130,28,7,High,High
1349,13,7,Low,High
860,14,3,High,High
12053,7,5,High,Low
79601,6,13,Medium,Low
45944,4,10,Medium,Low
80652,2,3,Low,Low
5321,16,13,High,High
77298,27,9,High,High
15216,6,3,Medium,Low
15321,24,0,Medium,High
27065,4,4,Low,Low
67213,22,5,Medium,High
75499,2,12,Low,Low
10423,24,0,Medium,High
10377,25,0,High,High
58374,12,14,High,High
21904,7,7,Low,Low
74899,16,3,Low,High
82821,8,14,Medium,Low
7877,20,7,Medium,High
31468,22,14,Medium,High
71073,19,9,High,High
26320,22,5,Medium,High
76575,14,7,Medium,High
35678,12,3,High,High
52653,2,14,High,Low
3739,3,8,Medium,Low
78928,24,11,Low,High
59792,18,7,Low,High
79462,1,3,High,Low
20691,18,14,Medium,High
37196,0,12,Medium,Low
57721,20,12,High,High
41301,17,1,High,High
68583,4,11,High,Low
65534,14,9,Medium,High
68902,11,0,High,High
33517,17,10,Medium,High
16869,18,8,Low,High
1838,2,7,High,Low
72318,20,14,Low,High
3077,12,11,Medium,High
36954,13,1,High,High
380,1,5,High,Low
23092,13,14,Medium,High
46647,23,12,Low,High
19001,3,4,Medium,Low
23906,10,1,High,Low
28549,21,0,High,High
60085,24,10,High,High
53538,24,13,Low,High
10805,17,9,High,High
57470,15,8,High,High
65698,11,10,Low,High
15893,12,3,Low,High
75064,18,0,Medium,High
65940,26,14,Medium,High
74999,17,13,Low,High
3843,9,14,Low,Low
34335,4,7,Low,Low
65919,14,6,High,High
52544,4,1,Medium,Low
53659,9,1,High,Low
64517,22,8,High,High
17655,4,3,Medium,Low
35221,4,4,Medium,Low
64899,20,0,Low,High
5945,25,6,Medium,High
72891,13,1,Low,High
43717,15,10,Low,High
65384,10,10,High,Low
70545,16,2,Low,High
28971,28,3,Medium,High
8653,27,5,High,High
73641,26,2,High,High
25828,12,1,Medium,High
9943,24,5,High,High
61632,7,14,Medium,Low
38157,15,1,Low,High
44143,19,11,Medium,High
51014,6,5,High,Low
22596,8,8,Low,Low
64495,13,1,High,High
73916,25,1,High,High
23004,5,3,Low,Low
43778,24,2,Medium,High
46871,8,5,High,Low
48014,28,0,Medium,High
17912,2,2,Medium,Low
38603,5,11,Low,Low
56225,10,7,Medium,Low
82351,24,5,Low,High
6454,26,13,Low,High
24159,7,1,High,Low
13544,0,11,High,Low
55576,29,9,Medium,High
19707,18,8,Low,High
41213,2,10,Low,Low
64315,16,2,Medium,High
38786,21,3,Medium,High
61069,11,3,Medium,High
23689,26,0,High,High
27318,29,3,High,High
49942,1,12,High,Low
70720,23,5,Medium,High
40349,19,5,Low,High
51553,6,11,High,Low
9439,26,6,Medium,High
24854,25,0,Low,High
79343,20,11,Medium,High
80349,4,10,Medium,Low
6275,28,7,Medium,High
68247,18,14,Medium,High
8013,22,3,Medium,High
2307,21,13,High,High
13203,18,1,High,High
64,28,7,High,High
17955,14,8,Medium,High
13987,14,13,Medium,High
23650,27,2,Medium,High
63287,20,5,Low,High
56365,22,9,Low,High
41378,7,11,Low,Low
8887,29,4,Medium,High
13227,19,0,High,High
893,24,10,High,High
74257,2,11,Medium,Low
56598,11,4,Medium,High
19645,12,1,Low,High
34485,21,8,Medium,High
45796,1,13,Medium,Low
30463,12,6,Low,High
34429,20,11,High,High
53397,4,1,Medium,Low
7560,24,13,Low,High
49897,2,13,Medium,Low
3516,4,5,Medium,Low
66178,11,4,Low,High
30886,18,5,Medium,High
5835,17,9,Medium,High
15932,13,10,Medium,High
68595,0,12,High,Low
57682,3,12,Medium,Low
48790,28,12,High,High
70805,20,14,High,High
48640,16,10,Low,High
69322,17,2,Low,High
45034,0,11,Low,Low
55130,24,10,High,High
50497,26,10,Low,High
22630,17,14,Low,High
39224,28,12,Low,High
71898,2,0,Medium,Low
75185,21,2,High,High
34578,12,0,Low,High
3666,25,11,High,High
28927,18,3,Low,High
22870,9,5,Medium,Low
67777,8,11,Medium,Low
18173,23,3,Medium,High
63273,29,7,Medium,High
47242,24,13,High,High
28177,3,9,Medium,Low
46703,19,12,High,High
79791,26,11,High,High
71513,0,14,Medium,Low
24481,23,11,Medium,High
55670,1,13,High,Low
42676,22,5,High,High
50794,12,11,Low,High
34250,6,5,Low,Low
70147,14,6,Medium,High
14980,27,11,Medium,High
84743,19,10,Low,High
19708,1,9,Low,Low
79960,1,12,High,Low
80366,29,9,Medium,High
51850,14,8,Medium,High
10569,6,1,Low,Low
50784,11,9,Low,High
51756,7,12,High,Low
72220,18,2,Low,High
77459,21,14,Medium,High
30306,23,1,Low,High
14530,27,6,Medium,High
66648,4,9,Low,Low
27557,26,1,Low,High
15646,23,6,Low,High
83507,25,2,High,High
77912,4,12,High,Low
29869,1,13,Medium,Low
66773,13,1,High,High
68179,25,12,Low,High
39766,22,2,High,High
11476,10,4,Medium,Low
54939,19,8,High,High
81915,3,4,High,Low
83918,28,12,Low,High
64101,2,0,Low,Low
58170,1,3,High,Low
30450,8,7,Medium,Low
72852,1,13,Low,Low
26720,0,9,Medium,Low
82828,22,8,Low,High
48134,9,8,Medium,Low
38912,28,5,Medium,High
7776,3,13,Low,Low
53467,27,13,High,High
54233,10,5,Medium,Low
17257,3,4,Low,Low
75166,2,9,High,Low
15129,23,0,High,High
29260,14,12,High,High
52229,10,7,Medium,Low
18350,13,8,Low,High
59733,7,10,High,Low
3982,19,10,Medium,High
8664,7,10,Low,Low
69296,18,0,Low,High
31796,21,12,High,High
69198,21,5,Medium,High
68544,8,13,High,Low
10157,28,6,High,High
8794,9,9,Medium,Low
4415,1,8,Low,Low
37101,25,3,Low,High
21874,2,2,Medium,Low
74111,4,11,Medium,Low
7494,7,3,High,Low
36253,0,8,High,Low
16844,7,9,Low,Low
76463,14,0,Medium,High
37570,21,2,High,High
48575,29,5,Medium,High
72001,10,10,Low,Low
22251,13,2,Low,High
84886,10,3,Medium,Low
55349,17,7,Medium,High
70474,22,8,Low,High
9858,3,0,Medium,Low
45761,15,7,Medium,High
62616,25,5,High,High
77300,23,3,High,High
27309,13,10,Low,High
4214,21,3,Medium,High
62527,15,5,High,High
2789,17,1,High,High
35044,6,12,High,Low
46329,24,7,Low,High
49298,2,4,Low,Low
13415,27,1,Low,High
51930,11,11,High,High
10769,13,13,Medium,High
15865,21,14,High,High
32646,10,2,Medium,Low
40056,24,10,High,High
12723,17,6,Medium,High
40307,4,13,High,Low
77963,27,8,Low,High
18580,5,6,High,Low
3013,27,13,Medium,High
40708,18,10,Low,High
42938,18,6,Medium,High
1789,19,7,Low,High
63146,28,5,High,High
8476,14,10,High,High
18403,5,3,High,Low
852,4,4,Medium,Low
44571,5,11,Low,Low
40846,11,13,High,High
4501,21,14,Medium,High
66312,8,4,Medium,Low
73866,5,3,Medium,Low
66972,27,9,Medium,High
5847,15,6,Low,High
77502,14,9,High,High
39734,17,2,Low,High
12922,29,8,High,High
17789,15,5,Medium,High
3372,25,10,Medium,High
14285,25,13,High,High
16169,15,0,Medium,High
10991,20,14,High,High
25304,8,9,High,Low
51483,4,11,High,Low
41211,6,14,Medium,Low
59839,20,8,Medium,High
13051,12,2,Low,High
24592,2,12,Medium,Low
36215,11,7,High,High
70084,27,14,Low,High
11302,23,5,Medium,High
76228,5,0,Low,Low
1982,26,14,High,High
82667,27,2,Low,High
44830,2,4,Medium,Low
38227,13,2,Low,High
27971,2,11,High,Low
29705,25,8,Low,High
2070,9,12,High,Low
46246,15,6,Low,High
16934,25,10,High,High
33772,26,13,High,High
2728,5,10,Medium,Low
56790,14,6,High,High
80290,23,10,Medium,High
84980,4,0,High,Low
47049,25,8,Low,High
35579,23,11,Low,High
55620,3,14,High,Low
41551,17,1,Low,High
32537,19,14,Medium,High
27305,29,9,Medium,High
2196,1,9,Medium,Low
68999,18,13,High,High
7032,3,8,Low,Low
26289,16,1,Medium,High
27668,26,4,High,High
32993,3,12,Low,Low
38746,25,6,Low,High
82615,25,14,Low,High
77257,13,13,Low,High
18372,21,5,Medium,High
