employee_id,engagement_score,survey_participation,feedback_count
7677,1.39,Yes,6
8521,1.42,Yes,6
50833,4.51,Yes,5
43322,4.25,Yes,7
48111,4.95,Yes,0
24106,2.81,Yes,6
41221,1.67,Yes,1
30492,2.43,Yes,2
7386,1.37,No,1
35454,3.95,Yes,5
21122,2.53,No,2
50625,4.72,Yes,3
2336,2.09,Yes,5
7416,2.09,Yes,1
3053,4.51,Yes,4
42446,1.51,Yes,3
57705,4.62,No,7
49782,4.42,Yes,0
41832,2.11,Yes,1
13188,2.24,Yes,0
13701,4.95,Yes,6
48891,1.99,Yes,2
19640,1.05,Yes,1
48442,4.46,No,6
10876,2.11,No,1
17950,3.65,Yes,0
51581,4.68,No,2
31391,3.27,Yes,0
9083,4.27,No,0
14766,1.4,Yes,0
9945,4.78,No,4
42425,4.48,Yes,4
42456,3.55,Yes,6
14267,4.45,Yes,5
182,1.55,No,5
15832,4.7,Yes,3
46282,1.98,No,0
57875,4.39,Yes,6
28935,3.85,No,0
39678,4.41,Yes,2
5368,2.92,Yes,0
29396,1.91,Yes,3
16510,1.97,No,7
57748,1.32,Yes,2
18340,1.67,Yes,7
44793,1.0,Yes,6
9245,4.73,Yes,1
35956,1.06,No,6
31072,4.3,Yes,1
57692,4.14,Yes,2
55389,4.31,Yes,5
35265,3.54,Yes,0
59983,4.88,Yes,2
10716,2.49,Yes,0
49479,1.32,No,6
52495,3.19,Yes,3
7733,2.96,Yes,2
11420,4.49,Yes,3
53829,2.75,Yes,4
31141,4.11,Yes,7
3208,2.99,No,4
11154,2.29,Yes,4
5277,2.15,Yes,2
29261,2.36,Yes,6
23368,4.63,Yes,4
10613,2.46,Yes,0
49744,1.82,Yes,5
55943,1.1,Yes,3
3159,3.57,Yes,3
34425,2.28,Yes,0
47536,3.2,No,7
40235,4.9,No,4
3605,4.38,Yes,3
46103,4.78,Yes,5
26916,3.68,Yes,2
16829,1.93,Yes,6
17078,4.53,Yes,2
20193,1.94,Yes,3
17365,4.96,No,5
48399,3.86,Yes,5
39322,1.84,Yes,6
57853,2.93,Yes,0
26455,4.82,Yes,5
22334,3.69,No,0
52096,2.75,Yes,6
12575,1.22,No,5
19300,4.57,Yes,7
44172,4.2,Yes,6
9030,1.05,No,1
25996,4.86,Yes,1
31540,3.24,No,2
58262,4.26,No,2
37293,3.29,Yes,2
27130,3.62,Yes,6
50501,2.87,Yes,7
56959,1.11,No,7
15233,1.44,Yes,2
29906,2.35,Yes,2
41941,3.27,No,3
862,4.91,Yes,6
21692,1.41,Yes,5
8019,3.88,Yes,6
37799,4.99,Yes,2
10298,4.64,Yes,4
36600,1.95,Yes,4
45771,2.69,Yes,4
47876,3.89,Yes,4
1679,1.96,Yes,2
47462,3.36,No,0
23265,3.39,Yes,7
12990,4.97,Yes,0
30989,1.01,No,1
8716,3.99,Yes,5
19941,3.09,Yes,2
35904,3.73,No,7
35284,4.46,Yes,2
31772,3.4,Yes,3
6575,4.34,Yes,2
27893,3.73,Yes,4
35199,2.39,Yes,3
35120,2.72,Yes,6
25800,2.68,Yes,3
2172,2.97,Yes,0
27147,2.98,Yes,2
43892,4.47,Yes,7
39056,4.27,Yes,7
28589,2.76,No,7
37015,3.49,Yes,0
18783,3.31,No,0
11266,2.04,Yes,7
9627,1.74,Yes,3
4693,3.23,Yes,7
3176,2.51,No,1
5863,1.17,Yes,0
19510,2.54,Yes,1
7389,1.04,Yes,1
47390,4.9,Yes,2
31330,2.37,Yes,0
43256,4.37,Yes,5
46611,3.55,Yes,3
10791,2.99,Yes,1
11649,3.44,Yes,4
2457,1.86,Yes,0
51494,2.52,Yes,7
46499,2.44,Yes,3
53048,2.47,Yes,2
2778,3.74,Yes,6
15068,2.05,No,2
1244,3.39,Yes,5
58904,1.58,Yes,3
27128,4.79,Yes,2
16993,4.96,Yes,0
31279,2.94,Yes,1
16945,4.61,Yes,4
52331,3.94,Yes,5
37722,3.96,Yes,1
35026,3.38,Yes,3
57375,2.29,Yes,4
14505,2.14,Yes,1
45630,1.54,Yes,1
26578,4.44,Yes,3
370,1.6,No,1
29500,3.49,Yes,3
53015,2.21,Yes,3
4589,3.98,Yes,4
52322,2.82,Yes,6
8429,4.06,Yes,7
15136,4.21,Yes,0
48698,4.9,No,6
48024,3.47,Yes,1
9600,4.02,Yes,5
19732,3.69,No,3
24879,3.59,No,4
56864,2.59,Yes,1
10469,3.18,Yes,0
6444,3.05,No,4
40136,3.83,Yes,2
30550,2.1,Yes,2
37466,3.4,Yes,7
20484,1.28,No,3
872,2.97,Yes,2
36894,3.37,Yes,0
50479,1.22,Yes,3
14812,1.68,Yes,6
14325,2.56,Yes,4
18972,3.97,Yes,6
46220,2.06,Yes,6
1370,2.75,Yes,0
14294,2.93,No,4
54255,1.49,Yes,3
38641,2.02,Yes,6
4760,2.22,No,1
20808,2.71,Yes,1
31585,1.11,Yes,3
54931,3.89,Yes,2
10882,3.11,Yes,3
44585,1.86,Yes,7
21516,2.82,Yes,2
46155,4.32,Yes,4
17360,4.74,No,2
56244,2.27,Yes,6
43021,3.19,Yes,4
35814,1.91,Yes,6
47737,4.49,Yes,6
25827,3.87,Yes,1
18632,4.06,Yes,4
28346,1.72,Yes,7
21961,3.76,Yes,1
46745,1.49,No,4
59143,4.41,Yes,5
48741,1.11,No,3
8960,4.28,Yes,6
57379,3.68,Yes,3
20753,1.79,No,6
51380,2.79,Yes,3
47267,1.24,Yes,4
23464,2.79,Yes,0
31192,3.16,Yes,3
2534,4.61,Yes,1
52002,4.29,Yes,2
6761,2.34,Yes,3
14383,4.44,Yes,0
45753,3.41,No,7
20736,4.42,Yes,4
2139,1.01,Yes,3
55896,4.97,Yes,3
21546,2.04,Yes,6
30064,1.72,No,7
48188,1.89,Yes,2
6239,1.42,Yes,4
56706,1.32,Yes,7
31555,3.55,Yes,1
59074,1.27,Yes,2
25297,2.64,Yes,5
30870,1.27,Yes,3
59695,1.1,No,6
12896,1.1,Yes,6
51802,4.96,Yes,7
56342,3.19,Yes,3
44062,2.83,Yes,7
15427,2.49,Yes,4
16208,3.92,Yes,2
8833,3.76,No,3
35573,4.23,Yes,4
15356,4.47,Yes,3
36477,3.36,No,7
15722,3.83,Yes,2
50967,2.32,Yes,1
41800,1.72,Yes,0
20857,2.16,No,2
44587,3.54,Yes,1
26858,3.54,Yes,5
50883,1.59,Yes,3
58757,3.39,Yes,4
32383,3.01,No,0
775,4.0,Yes,6
56154,1.69,Yes,6
51797,2.33,Yes,1
17231,1.76,No,3
30544,1.34,Yes,7
11725,4.95,Yes,1
25310,3.94,Yes,5
23898,1.32,Yes,1
50916,2.44,Yes,6
54803,4.58,No,4
27225,3.55,Yes,2
28506,2.95,Yes,7
34690,4.15,Yes,4
41910,2.19,Yes,2
53226,4.09,Yes,0
7316,1.12,Yes,6
21154,1.35,Yes,6
55887,2.85,Yes,7
47876,3.41,Yes,7
17608,4.05,Yes,2
43868,2.62,No,5
3686,3.56,No,3
31494,5.0,No,7
12732,3.36,Yes,2
50152,4.93,Yes,7
50049,3.0,Yes,4
48937,3.44,Yes,4
8745,1.53,Yes,2
25211,1.44,Yes,2
51570,3.97,Yes,0
25175,4.27,Yes,3
26365,4.46,Yes,6
25987,3.28,Yes,2
27437,2.47,Yes,2
87,4.88,Yes,1
273,1.12,Yes,4
49580,1.45,Yes,4
10659,1.84,Yes,6
47957,3.07,Yes,1
31765,2.07,Yes,7
22023,4.46,Yes,6
47277,1.4,Yes,4
26328,4.45,Yes,3
40860,2.68,Yes,3
1590,2.7,Yes,2
35700,1.7,No,3
50040,4.21,Yes,1
56046,4.38,No,2
52398,4.06,Yes,2
31223,4.79,Yes,7
29726,4.3,Yes,0
19568,3.03,No,7
20888,2.01,Yes,2
7321,4.55,Yes,0
48645,1.28,No,0
44088,2.01,Yes,6
4870,2.27,No,2
43497,3.97,Yes,2
54496,3.59,Yes,5
22831,1.51,Yes,2
12337,4.45,Yes,4
35901,3.37,Yes,1
25474,3.31,Yes,3
4062,1.82,Yes,6
9315,1.64,Yes,7
27229,3.99,Yes,2
33031,3.17,Yes,5
58217,2.65,Yes,1
11696,1.44,Yes,7
59849,4.56,Yes,2
46554,1.23,No,5
31786,1.61,Yes,7
26283,1.69,Yes,2
16451,1.39,Yes,7
36635,1.35,No,1
59952,1.76,Yes,1
58146,4.91,Yes,6
11952,2.88,Yes,7
57875,3.62,No,1
39115,3.03,Yes,7
39200,2.39,Yes,4
12722,4.06,Yes,0
28150,3.91,No,0
39326,1.98,Yes,4
47243,1.12,Yes,4
23153,3.56,Yes,7
4108,3.66,Yes,5
32504,1.9,Yes,2
48504,4.02,Yes,2
18932,1.43,No,4
40248,1.19,Yes,6
29020,1.37,Yes,0
31752,3.36,No,4
17985,2.32,Yes,1
5990,4.7,No,7
15302,2.89,No,1
43824,2.04,Yes,2
14397,2.34,Yes,3
1830,4.06,Yes,7
15946,2.67,Yes,5
23057,1.88,Yes,3
52509,3.2,Yes,3
47523,1.39,Yes,5
15518,2.8,Yes,6
1086,2.69,Yes,4
3894,2.69,Yes,5
20457,3.8,Yes,3
15449,1.99,Yes,0
31649,3.56,Yes,1
51984,2.03,Yes,0
59696,1.88,Yes,1
12634,3.14,Yes,7
33285,2.99,Yes,3
39383,2.34,Yes,3
23248,3.1,Yes,2
1609,4.38,Yes,2
51417,2.33,Yes,6
8585,4.09,Yes,3
8562,1.52,No,5
31169,4.75,Yes,0
45936,2.01,Yes,2
28829,4.2,Yes,1
4305,1.34,Yes,7
31806,3.82,Yes,2
31797,3.68,Yes,3
20651,2.91,No,5
5066,1.24,Yes,7
48746,3.33,Yes,1
53150,1.26,Yes,7
29266,1.97,No,2
14411,1.29,No,0
49613,1.13,Yes,0
29111,2.83,No,6
54594,3.81,No,3
28339,3.36,No,3
40732,1.7,Yes,4
18474,1.26,Yes,0
32989,4.08,Yes,7
38474,3.36,Yes,7
22422,2.13,Yes,5
50091,2.57,Yes,0
19529,4.17,Yes,4
51338,1.9,Yes,7
41884,1.21,Yes,0
44113,1.86,Yes,7
16355,3.39,Yes,7
38021,3.18,Yes,1
8422,3.37,Yes,6
25493,2.75,Yes,2
13610,1.27,Yes,6
18802,2.26,Yes,5
13358,3.66,Yes,6
44707,3.86,Yes,2
36896,1.3,Yes,5
47349,2.72,Yes,7
1629,3.82,Yes,4
55290,3.04,Yes,3
57002,4.22,Yes,4
31702,4.83,Yes,5
33311,2.94,Yes,4
42253,2.86,Yes,5
40542,4.9,Yes,5
2393,2.03,Yes,3
50390,3.8,No,4
11990,1.35,No,0
47976,2.09,No,2
9387,1.7,Yes,5
10563,3.75,Yes,7
37785,3.92,Yes,5
47608,2.75,Yes,5
26851,3.5,Yes,7
48335,3.6,Yes,4
58042,1.3,Yes,5
2754,1.59,Yes,6
32584,3.19,No,4
33988,1.05,Yes,4
10578,1.08,Yes,1
19825,1.6,Yes,5
30815,4.37,No,7
42264,1.23,Yes,4
27182,2.61,Yes,3
59716,1.75,Yes,6
42305,2.77,Yes,5
59742,1.29,Yes,0
47987,1.6,Yes,4
26670,2.03,No,7
15308,1.94,Yes,6
43163,3.76,Yes,5
47061,2.39,Yes,4
37664,1.88,Yes,7
55389,4.65,Yes,7
23665,1.65,No,6
51292,3.83,Yes,5
12722,3.15,Yes,5
55006,1.67,Yes,3
59750,3.63,No,1
50335,2.15,Yes,7
13484,4.13,Yes,6
23243,1.28,Yes,1
7980,4.21,Yes,5
40824,4.78,Yes,1
622,1.29,No,4
30712,2.29,Yes,7
29890,3.39,Yes,1
54104,2.17,Yes,7
10612,2.73,Yes,1
30859,3.65,No,5
19805,2.01,No,0
9073,4.82,Yes,1
13294,3.26,Yes,0
3942,2.22,Yes,6
23491,4.78,No,0
17761,3.53,Yes,4
56485,1.75,No,5
32074,1.13,Yes,6
36543,1.44,Yes,0
8681,4.86,No,2
34377,2.11,Yes,6
54579,4.1,No,5
38643,3.22,Yes,4
30019,4.06,Yes,4
37781,2.86,Yes,3
6616,4.44,Yes,5
27414,2.28,No,6
41954,1.76,Yes,7
12619,3.52,Yes,4
3364,1.06,Yes,1
14639,4.64,Yes,1
35042,4.55,Yes,4
17039,3.81,No,6
40867,3.83,No,0
1134,3.71,Yes,2
58768,4.49,Yes,3
44108,3.94,Yes,4
38344,1.69,Yes,0
27493,1.59,Yes,1
8726,3.21,Yes,2
50646,3.75,Yes,4
34672,1.03,Yes,5
1976,1.93,Yes,5
32247,4.26,Yes,6
29416,2.39,Yes,5
33351,1.86,Yes,6
33029,2.96,Yes,5
30871,4.86,Yes,0
30974,3.51,No,3
37026,1.42,No,5
49754,3.41,Yes,5
45049,2.16,No,0
33916,3.55,No,4
578,3.69,No,0
10399,2.36,Yes,4
10914,2.88,No,2
16988,3.77,Yes,4
13881,1.89,Yes,2
57714,4.76,Yes,2
27205,2.37,Yes,4
6705,2.9,Yes,2
31629,1.2,Yes,2
59882,4.77,Yes,4
33636,4.33,Yes,6
45209,4.14,Yes,6
9117,4.93,No,0
24190,4.93,Yes,1
38224,3.34,Yes,3
21097,4.27,Yes,6
56307,4.52,Yes,1
26950,3.76,Yes,7
33077,2.04,Yes,0
12854,4.87,No,1
53390,2.7,Yes,0
41222,2.68,No,3
40642,2.08,Yes,3
27700,2.18,Yes,3
58985,3.36,No,1
12312,2.93,Yes,7
23145,1.19,Yes,1
10036,2.99,Yes,0
44171,4.79,Yes,2
25680,1.37,Yes,6
32330,2.94,Yes,0
44647,4.11,No,1
34443,1.66,Yes,4
4487,1.73,Yes,1
34873,1.14,Yes,1
44920,1.04,Yes,4
48932,1.36,Yes,3
36598,3.56,Yes,7
32520,3.65,Yes,7
46289,4.41,No,2
35,3.25,Yes,6
24780,3.9,Yes,5
7482,1.88,Yes,4
59299,4.78,Yes,0
48521,2.23,Yes,2
31830,4.52,Yes,6
52891,5.0,No,3
29086,3.82,Yes,0
27910,4.56,No,1
56838,4.11,Yes,6
22250,2.79,No,2
8605,3.73,Yes,3
13117,3.65,No,2
44082,3.06,Yes,1
35153,3.28,Yes,0
28414,2.09,No,7
33341,3.58,Yes,4
39833,4.83,No,6
49885,4.98,Yes,3
18670,2.8,Yes,4
52109,4.48,Yes,4
27008,1.45,Yes,4
38009,1.76,No,3
7224,2.72,Yes,3
8371,3.69,No,3
57501,2.19,Yes,3
55083,3.93,Yes,3
49301,4.3,Yes,0
23432,3.46,Yes,4
40951,4.91,Yes,6
31163,5.0,Yes,0
40741,4.78,No,2
8764,4.72,Yes,4
57291,4.92,No,5
38678,1.03,Yes,0
54051,4.55,Yes,6
37260,1.87,Yes,2
57456,2.32,Yes,4
54767,1.04,Yes,2
29677,4.13,Yes,4
28142,3.08,Yes,0
3376,2.39,Yes,0
26746,2.95,No,6
11324,2.1,Yes,3
30268,3.18,Yes,4
50827,1.25,No,5
56725,2.86,Yes,0
54276,4.54,No,6
46367,4.7,No,7
41372,4.53,Yes,3
38457,4.96,Yes,4
18287,3.7,Yes,4
53557,2.59,Yes,6
54289,1.04,Yes,3
23386,3.57,Yes,2
7337,1.9,Yes,3
11638,3.94,No,3
49787,4.78,Yes,3
45309,2.27,No,2
54030,1.86,Yes,6
39387,2.13,Yes,1
57187,4.18,No,3
53005,3.78,Yes,3
19529,2.22,No,4
19475,4.54,Yes,3
12070,4.14,Yes,2
6691,3.6,Yes,1
4770,2.47,Yes,0
47273,4.09,Yes,0
8632,2.38,Yes,0
10746,4.64,Yes,1
19206,3.52,Yes,2
17244,1.54,Yes,5
5839,1.37,Yes,1
58138,1.57,No,4
7995,1.03,Yes,1
59542,4.38,Yes,0
12253,4.64,Yes,0
11452,4.63,Yes,3
29103,3.31,Yes,2
17943,4.98,Yes,1
12152,2.59,Yes,7
6612,3.79,Yes,0
57379,2.38,Yes,3
48494,2.55,Yes,0
29844,2.4,Yes,7
13462,2.19,Yes,0
21348,3.78,Yes,5
56835,1.88,No,0
32079,4.14,Yes,4
32858,2.49,Yes,2
58630,1.68,Yes,3
6450,1.49,Yes,6
25827,3.36,Yes,5
58878,3.28,Yes,5
2507,4.16,Yes,6
7808,2.68,Yes,3
40064,1.93,No,1
33322,2.12,Yes,1
36064,1.7,Yes,7
37725,4.28,Yes,7
5249,3.35,Yes,6
31689,3.63,Yes,5
42088,4.42,Yes,3
11889,4.99,Yes,1
12984,4.86,Yes,6
57656,2.91,Yes,3
31696,1.85,Yes,1
33710,2.78,No,1
43111,3.8,Yes,1
6868,4.53,Yes,6
29700,1.95,Yes,1
27928,1.42,Yes,1
11982,2.97,Yes,4
9017,3.24,Yes,0
15583,4.01,No,4
20326,3.89,Yes,4
14608,3.56,Yes,4
3443,4.17,Yes,2
52221,3.82,Yes,7
59447,2.28,Yes,0
58638,1.69,Yes,1
48183,3.87,No,1
49352,4.42,No,4
5029,4.83,Yes,1
2046,3.99,Yes,7
37087,4.09,No,4
15043,3.66,Yes,4
26969,3.1,No,7
21047,4.07,No,1
518,4.75,No,0
1349,1.74,Yes,4
19944,1.47,Yes,0
29993,1.82,Yes,4
45525,2.08,Yes,2
21260,1.2,No,5
31367,3.31,Yes,6
54183,1.8,Yes,1
353,4.74,Yes,0
9955,3.08,Yes,5
23113,4.61,Yes,1
39510,4.92,No,2
19922,4.22,Yes,4
36097,4.37,Yes,6
31867,2.05,Yes,7
56765,4.13,Yes,6
11771,2.22,Yes,5
18075,2.82,Yes,0
44749,3.07,Yes,4
24663,4.84,Yes,1
7299,2.0,Yes,3
9175,1.11,Yes,7
6879,1.09,Yes,4
50401,3.93,Yes,0
50336,3.58,No,3
51213,2.41,Yes,3
33132,2.55,Yes,5
13555,1.62,Yes,6
3075,1.48,No,6
34907,3.76,Yes,1
26466,2.79,No,3
8004,4.81,No,2
44166,1.96,Yes,1
50186,4.46,Yes,1
14369,3.67,Yes,7
1639,3.51,Yes,4
4746,4.32,Yes,6
12662,1.58,Yes,2
31351,2.96,Yes,7
41836,3.23,Yes,0
11643,4.17,No,1
8402,4.9,Yes,5
12452,1.91,Yes,2
26269,1.95,Yes,1
13892,3.41,Yes,6
10722,2.2,Yes,2
39923,4.68,Yes,5
51404,2.33,No,7
52957,4.75,Yes,2
52599,4.85,No,6
6832,1.99,No,7
5070,1.35,Yes,6
54605,3.75,Yes,0
58153,2.15,Yes,5
15109,3.09,No,3
33628,2.42,No,0
48205,3.8,Yes,1
23456,3.99,Yes,5
33816,1.7,Yes,7
52835,2.49,Yes,4
11612,2.19,Yes,5
53877,3.75,Yes,6
45809,3.28,Yes,3
39400,4.35,Yes,5
3207,3.07,Yes,5
23159,3.31,Yes,3
39288,2.78,Yes,4
27183,4.91,No,7
36896,1.74,No,0
13055,1.64,Yes,0
33921,4.25,Yes,4
57899,3.38,Yes,2
33846,2.78,No,5
11221,4.1,Yes,1
6137,3.83,Yes,2
48840,3.97,Yes,1
14787,1.54,Yes,0
524,4.53,No,1
19787,2.75,Yes,7
10482,4.61,Yes,0
55661,3.73,No,6
26339,2.72,Yes,0
26238,4.02,No,2
36730,4.21,Yes,5
7696,2.15,Yes,2
38026,3.33,Yes,4
50365,3.33,Yes,3
18702,2.41,No,4
33767,1.99,Yes,2
10162,3.84,Yes,1
43768,2.69,Yes,1
20756,1.84,Yes,6
49989,3.11,Yes,2
11062,3.91,No,4
31229,1.3,Yes,0
44622,3.82,Yes,0
11301,2.17,Yes,0
49301,2.01,Yes,1
17843,4.53,Yes,6
48504,4.89,Yes,5
13985,3.41,Yes,4
51038,3.73,Yes,6
6631,2.1,Yes,0
28629,3.98,No,2
41250,4.92,No,0
55289,3.62,Yes,1
18269,1.22,Yes,0
25980,4.59,Yes,6
40078,3.78,Yes,1
51787,3.43,Yes,2
26598,4.59,Yes,2
1115,1.85,Yes,7
13856,4.1,Yes,3
56616,3.27,Yes,4
21445,4.86,Yes,5
18856,1.55,No,2
13109,4.36,No,0
19645,1.36,No,0
42227,2.28,Yes,3
35834,3.09,No,7
25133,3.52,No,4
6233,3.17,Yes,6
45670,1.79,No,5
54563,4.34,No,0
30683,3.69,Yes,4
4340,2.89,Yes,1
20424,1.18,No,5
34501,3.86,Yes,7
33192,2.92,Yes,0
42932,1.73,Yes,6
52134,3.12,Yes,7
47465,2.12,Yes,3
51880,1.93,Yes,0
51578,1.74,Yes,5
12116,1.77,No,6
35922,1.61,Yes,3
58297,3.26,Yes,7
2680,4.73,No,6
59941,2.11,No,4
14760,3.23,No,4
44524,3.91,Yes,0
5273,3.61,Yes,5
38064,4.62,Yes,7
22059,3.29,Yes,2
50312,3.89,Yes,4
45832,1.77,Yes,7
1648,1.64,No,3
22399,1.86,Yes,2
6549,3.93,Yes,1
34554,1.14,Yes,7
47770,3.1,Yes,2
16532,1.04,Yes,6
53426,2.24,Yes,1
11232,4.81,Yes,0
28217,1.6,Yes,4
25481,4.36,Yes,0
44251,3.23,No,6
40522,1.66,Yes,4
28050,1.57,Yes,4
10939,3.03,Yes,3
3002,3.05,Yes,6
9895,2.29,Yes,3
58778,4.67,Yes,1
34104,1.54,Yes,0
14054,1.65,Yes,7
14126,3.96,Yes,2
1137,1.58,Yes,5
9101,2.84,Yes,3
13424,2.47,Yes,0
14569,3.2,Yes,5
27,2.22,Yes,6
40597,2.57,Yes,2
1600,2.17,No,4
59923,4.91,Yes,5
48553,3.79,Yes,4
17566,3.8,Yes,5
25589,1.45,Yes,2
21184,1.01,Yes,5
41534,4.33,No,5
14166,3.91,Yes,4
39875,4.58,Yes,6
23253,3.18,Yes,4
46409,4.98,Yes,0
59737,2.64,Yes,7
58224,2.04,Yes,7
29623,4.09,Yes,5
19260,4.77,Yes,1
38117,4.24,Yes,5
16510,1.56,Yes,0
24599,3.93,Yes,3
18951,4.37,No,1
466,4.73,Yes,7
21418,1.53,No,2
27577,2.68,Yes,7
6216,2.03,Yes,3
475,1.93,No,7
36959,1.16,Yes,4
15308,3.97,Yes,0
38119,3.17,Yes,2
37521,3.0,Yes,6
29326,2.17,Yes,6
13843,3.51,No,5
27767,3.15,Yes,3
51499,2.99,Yes,1
35375,3.82,No,5
20715,3.04,Yes,0
29299,2.3,Yes,0
8103,2.45,Yes,2
56091,1.1,Yes,0
41324,2.12,Yes,3
23263,2.67,Yes,2
53086,1.41,No,2
12366,1.71,Yes,3
26754,3.06,Yes,2
34455,4.34,No,3
48170,2.21,Yes,4
33703,3.8,No,2
56159,2.07,Yes,6
10105,4.65,Yes,4
51665,1.78,Yes,3
22207,2.5,Yes,1
52235,3.23,Yes,2
44623,2.33,Yes,2
17089,3.6,No,0
58981,1.82,Yes,0
2606,3.33,No,0
22405,4.3,Yes,2
3525,2.81,Yes,4
35675,3.94,Yes,2
6354,1.24,Yes,4
22050,1.96,No,7
38957,2.49,Yes,6
18821,4.6,Yes,0
956,1.24,Yes,6
7488,3.89,Yes,1
8089,3.27,Yes,4
19005,1.83,Yes,1
55809,1.89,Yes,6
51731,2.26,No,1
32571,2.65,Yes,4
56037,1.69,Yes,5
12777,1.57,Yes,1
59847,2.44,Yes,1
47730,3.42,Yes,1
18041,4.1,Yes,6
24815,3.86,Yes,7
40277,1.48,Yes,0
30302,4.92,Yes,7
22792,1.38,Yes,2
45791,1.57,Yes,4
17979,4.4,Yes,1
15857,1.34,Yes,4
15926,4.81,Yes,6
15633,3.37,Yes,5
12264,3.0,Yes,4
47263,2.95,Yes,6
17772,4.58,Yes,6
55387,3.03,No,0
40383,2.64,Yes,6
3772,2.46,Yes,0
16016,4.82,Yes,2
47196,1.13,Yes,6
14013,2.44,Yes,5
26895,1.05,Yes,7
37711,1.2,Yes,0
21792,3.92,No,0
15801,1.81,Yes,4
44526,3.57,Yes,2
32512,2.18,Yes,1
14561,4.34,Yes,7
40328,1.77,Yes,3
14500,3.27,Yes,0
23041,3.65,Yes,0
21220,2.1,No,2
34868,2.7,Yes,1
59704,1.86,No,0
104,4.51,Yes,7
32228,5.0,No,5
36381,3.75,Yes,7
51427,1.53,Yes,1
4361,2.1,Yes,1
24329,4.45,Yes,0
58070,2.83,Yes,1
22677,4.33,No,0
17733,3.4,Yes,2
51901,3.53,No,2
20407,3.3,Yes,2
37843,2.93,Yes,5
40127,1.62,Yes,5
57060,2.83,Yes,2
18454,2.54,Yes,4
48936,1.3,Yes,0
34487,4.09,Yes,2
8574,1.17,Yes,6
21332,2.26,Yes,0
16988,2.0,Yes,0
33498,1.0,Yes,4
41189,3.28,Yes,7
11510,4.25,Yes,1
35254,2.49,Yes,5
22849,4.37,Yes,1
22052,2.94,Yes,4
3868,3.59,Yes,6
25232,2.79,Yes,1
19120,2.36,Yes,1
42901,1.88,Yes,6
7022,4.83,Yes,1
52067,2.03,No,1
43709,4.67,Yes,7
8938,3.62,Yes,3
18808,4.5,Yes,0
35955,2.58,Yes,2
12199,1.77,Yes,4
56856,2.15,No,4
37616,2.06,Yes,3
58306,3.94,Yes,2
32789,1.03,Yes,2
42969,1.26,Yes,6
10618,2.05,Yes,7
53753,2.94,Yes,1
15005,4.75,Yes,6
18073,2.63,Yes,3
43573,1.49,Yes,1
3217,3.93,Yes,5
37808,2.33,Yes,0
47948,4.37,No,3
53319,2.52,Yes,4
47489,4.07,Yes,6
53125,4.9,Yes,5
15542,3.59,Yes,7
32168,4.93,Yes,7
35335,4.3,No,2
47139,4.33,Yes,0
56139,1.6,Yes,5
12370,3.96,Yes,7
51338,1.01,Yes,7
20511,1.31,Yes,0
51509,4.29,No,4
3815,3.2,Yes,7
48810,2.76,Yes,3
2969,2.79,Yes,7
53829,4.84,Yes,4
24571,1.52,Yes,3
35035,2.61,Yes,0
59731,1.47,Yes,1
52781,1.4,Yes,1
8051,4.05,No,4
38496,4.3,Yes,6
7367,1.27,Yes,4
42430,2.44,Yes,1
52553,2.11,Yes,0
38506,2.0,No,5
42102,4.08,No,0
35445,1.7,Yes,4
26930,1.76,Yes,7
18669,1.96,Yes,1
26876,3.77,No,6
18893,2.6,No,6
35825,2.01,Yes,0
3806,3.8,Yes,5
17427,1.2,Yes,1
29973,3.38,No,4
32484,1.08,Yes,1
52502,2.87,Yes,1
20050,3.09,Yes,5
46193,2.72,Yes,6
29415,2.56,Yes,2
48606,1.34,No,6
50559,3.93,Yes,5
34216,1.69,Yes,5
44621,4.45,Yes,1
41401,1.17,Yes,1
33641,3.16,No,1
918,3.84,Yes,5
7981,3.3,Yes,1
19786,3.7,Yes,4
7067,4.67,Yes,6
23213,2.46,Yes,5
29560,3.88,No,4
44216,4.82,Yes,2
42516,2.33,Yes,0
32416,2.52,Yes,1
22713,3.64,Yes,0
47143,4.69,Yes,1
4013,2.44,Yes,3
49372,1.04,Yes,2
7186,3.08,Yes,5
19576,2.28,Yes,2
49517,4.92,Yes,5
10837,3.89,Yes,7
27008,1.89,Yes,5
54459,1.81,No,7
34783,1.02,Yes,3
59058,4.23,Yes,6
17074,4.12,Yes,2
12467,3.33,Yes,2
47925,3.38,No,1
55030,1.4,Yes,3
50214,3.6,Yes,6
44072,3.41,Yes,2
57889,4.2,Yes,1
39519,3.94,No,5
24887,3.5,Yes,3
6060,2.44,Yes,7
49930,1.91,No,7
6490,4.1,Yes,7
5237,3.54,Yes,3
21289,2.69,Yes,7
33547,4.77,Yes,3
2316,2.82,Yes,5
9512,2.9,Yes,0
9881,4.3,Yes,1
13266,1.43,Yes,7
34341,4.79,Yes,3
53645,3.17,Yes,6
26347,2.05,Yes,3
47207,4.63,Yes,4
41316,1.17,Yes,0
34445,3.29,Yes,4
26490,1.22,No,6
33236,1.3,Yes,4
12666,1.34,Yes,3
47532,4.92,Yes,4
41314,4.93,Yes,7
31842,4.43,No,6
41727,1.57,No,4
33563,3.8,Yes,5
50932,2.67,No,2
20598,4.6,Yes,2
52309,3.22,No,5
28603,4.09,No,2
21895,4.34,Yes,7
18144,3.92,Yes,0
2079,2.28,Yes,0
