candidate_id,job_role,interview_rounds,assessment_score,hiring_decision
23651,Analyst,4,56,Rejected
36860,Manager,1,67,Rejected
5260,Sales,3,97,Selected
32663,Manager,1,71,Selected
19549,Sales,4,78,Selected
86737,Engineer,3,50,Rejected
118053,Engineer,5,65,Rejected
100181,Manager,3,76,Selected
27270,Analyst,5,68,Rejected
33379,Manager,3,69,Rejected
112545,Analyst,2,71,Selected
58460,Manager,1,48,Rejected
34588,Engineer,4,65,Rejected
72157,Sales,5,84,Selected
19497,Manager,5,42,Rejected
113969,Analyst,4,52,Rejected
18716,Sales,2,74,Selected
105848,Sales,3,77,Selected
7901,Analyst,1,67,Rejected
61087,Manager,3,53,Rejected
114035,Manager,3,65,Rejected
44112,Engineer,5,60,Rejected
6187,Analyst,3,79,Selected
94898,Manager,1,73,Selected
89319,Engineer,1,81,Selected
105474,Engineer,3,60,Rejected
51648,Engineer,5,74,Selected
69077,Analyst,4,83,Selected
2346,Sales,1,83,Selected
56852,Engineer,2,78,Selected
85520,Manager,1,56,Rejected
72761,Manager,3,56,Rejected
34725,Manager,5,63,Rejected
79705,Sales,5,87,Selected
4074,Analyst,5,44,Rejected
40544,Engineer,5,61,Rejected
34418,Engineer,3,57,Rejected
27266,Engineer,5,97,Selected
5363,Engineer,5,99,Selected
99493,Manager,1,84,Selected
42161,Engineer,1,97,Selected
60321,Sales,2,77,Selected
32267,Manager,3,61,Rejected
19428,Manager,3,61,Rejected
49425,Analyst,2,84,Selected
29652,Analyst,4,58,Rejected
56220,Sales,4,62,Rejected
106929,Sales,2,77,Selected
55048,Engineer,1,83,Selected
18032,Sales,3,91,Selected
116141,Manager,4,50,Rejected
90897,Analyst,4,64,Rejected
36948,Sales,2,55,Rejected
51848,Engineer,5,63,Rejected
33090,Engineer,1,57,Rejected
51519,Manager,4,68,Rejected
91111,Manager,2,50,Rejected
43492,Engineer,2,75,Selected
84134,Analyst,5,74,Selected
53782,Sales,2,72,Selected
86334,Analyst,2,66,Rejected
75031,Manager,3,59,Rejected
13321,Engineer,3,45,Rejected
71494,Sales,5,95,Selected
65031,Manager,4,65,Rejected
14166,Analyst,4,89,Selected
99798,Sales,1,94,Selected
30732,Engineer,1,57,Rejected
4856,Manager,2,57,Rejected
68637,Sales,4,82,Selected
33585,Manager,2,81,Selected
104719,Manager,1,86,Selected
54239,Sales,4,83,Selected
71095,Sales,3,46,Rejected
102362,Engineer,5,76,Selected
33193,Analyst,5,58,Rejected
26831,Analyst,3,89,Selected
30657,Engineer,1,87,Selected
90135,Manager,1,46,Rejected
91980,Analyst,5,88,Selected
18102,Manager,4,59,Rejected
98698,Analyst,3,82,Selected
24468,Manager,2,74,Selected
56768,Analyst,1,72,Selected
72704,Sales,5,59,Rejected
47037,Engineer,3,48,Rejected
50617,Engineer,5,49,Rejected
113630,Manager,1,75,Selected
62715,Engineer,4,58,Rejected
38401,Manager,5,66,Rejected
28933,Engineer,4,97,Selected
81176,Sales,4,61,Rejected
22028,Analyst,1,42,Rejected
101608,Analyst,4,45,Rejected
30295,Sales,2,83,Selected
98473,Analyst,3,68,Rejected
14554,Engineer,3,51,Rejected
106237,Sales,4,45,Rejected
15014,Analyst,2,77,Selected
37833,Sales,2,74,Selected
108268,Sales,5,55,Rejected
38246,Manager,1,89,Selected
110669,Analyst,2,94,Selected
111560,Analyst,3,54,Rejected
26593,Manager,2,93,Selected
56499,Manager,2,48,Rejected
43365,Sales,4,48,Rejected
14705,Manager,3,62,Rejected
101144,Sales,1,70,Rejected
86725,Engineer,1,79,Selected
77377,Manager,5,41,Rejected
93173,Engineer,1,48,Rejected
65284,Manager,4,98,Selected
42817,Sales,4,55,Rejected
61641,Analyst,1,68,Rejected
30994,Manager,4,46,Rejected
71382,Manager,3,86,Selected
41277,Analyst,5,95,Selected
1632,Manager,5,50,Rejected
41126,Analyst,5,95,Selected
74337,Analyst,5,89,Selected
69739,Sales,5,45,Rejected
24109,Sales,2,76,Selected
99903,Sales,4,58,Rejected
30058,Manager,5,52,Rejected
67339,Engineer,2,70,Rejected
88791,Engineer,2,82,Selected
75326,Analyst,3,60,Rejected
27632,Analyst,1,98,Selected
96866,Sales,5,99,Selected
96722,Sales,5,61,Rejected
103890,Engineer,3,77,Selected
39368,Analyst,5,44,Rejected
3794,Manager,2,59,Rejected
102080,Sales,3,54,Rejected
14249,Sales,4,50,Rejected
70804,Sales,1,67,Rejected
117273,Analyst,3,52,Rejected
64495,Sales,3,82,Selected
37354,Analyst,5,83,Selected
64814,Engineer,1,82,Selected
56508,Manager,1,91,Selected
43605,Engineer,5,94,Selected
81097,Engineer,1,46,Rejected
21294,Manager,2,84,Selected
56570,Manager,5,64,Rejected
28051,Engineer,1,50,Rejected
62661,Analyst,4,87,Selected
61816,Sales,2,56,Rejected
12397,Analyst,1,87,Selected
118589,Engineer,3,83,Selected
75525,Engineer,4,93,Selected
59346,Manager,4,65,Rejected
27850,Analyst,4,56,Rejected
69775,Sales,4,85,Selected
7511,Sales,4,93,Selected
47585,Sales,3,93,Selected
105092,Analyst,5,40,Rejected
58924,Manager,1,92,Selected
52227,Analyst,5,74,Selected
24553,Manager,3,90,Selected
105080,Manager,5,92,Selected
52875,Analyst,3,86,Selected
14612,Sales,1,63,Rejected
66633,Sales,5,79,Selected
26340,Engineer,3,71,Selected
15921,Sales,4,81,Selected
113963,Engineer,4,69,Rejected
114467,Sales,4,77,Selected
90215,Sales,1,53,Rejected
24242,Engineer,4,63,Rejected
9936,Sales,3,95,Selected
36079,Manager,1,48,Rejected
10793,Sales,2,75,Selected
85178,Manager,5,89,Selected
53548,Engineer,5,49,Rejected
106446,Engineer,2,58,Rejected
116552,Analyst,2,59,Rejected
101960,Analyst,4,62,Rejected
103574,Manager,1,96,Selected
109460,Manager,2,59,Rejected
67096,Engineer,5,62,Rejected
102422,Engineer,5,44,Rejected
26261,Sales,1,62,Rejected
103939,Manager,3,85,Selected
78418,Engineer,4,91,Selected
98882,Manager,4,67,Rejected
28288,Engineer,3,98,Selected
92733,Engineer,2,97,Selected
27382,Manager,4,82,Selected
19152,Manager,4,64,Rejected
56999,Manager,5,43,Rejected
37029,Analyst,2,50,Rejected
86670,Manager,1,67,Rejected
20147,Sales,1,69,Rejected
100970,Sales,1,85,Selected
2578,Analyst,1,84,Selected
63068,Sales,2,69,Rejected
37361,Analyst,3,83,Selected
33846,Engineer,5,47,Rejected
85768,Analyst,1,62,Rejected
23280,Sales,2,77,Selected
20148,Engineer,4,61,Rejected
97238,Manager,5,88,Selected
99448,Analyst,2,61,Rejected
70810,Engineer,4,88,Selected
116733,Engineer,2,84,Selected
16812,Analyst,4,46,Rejected
106548,Engineer,3,71,Selected
118832,Sales,2,83,Selected
99030,Analyst,1,99,Selected
118258,Sales,4,50,Rejected
57921,Manager,5,46,Rejected
68663,Analyst,4,44,Rejected
42491,Sales,1,43,Rejected
53303,Analyst,5,95,Selected
65146,Manager,1,85,Selected
75445,Analyst,5,68,Rejected
101357,Analyst,2,52,Rejected
89133,Analyst,4,98,Selected
105296,Analyst,3,73,Selected
64226,Analyst,2,66,Rejected
101477,Sales,1,86,Selected
93174,Sales,1,98,Selected
109954,Engineer,2,60,Rejected
9984,Engineer,2,49,Rejected
64616,Sales,3,68,Rejected
30269,Manager,4,90,Selected
55802,Analyst,4,63,Rejected
54505,Sales,3,64,Rejected
103862,Sales,1,66,Rejected
42537,Analyst,4,51,Rejected
21027,Sales,2,94,Selected
30705,Engineer,1,70,Rejected
65922,Manager,5,80,Selected
23267,Sales,4,97,Selected
29930,Manager,3,57,Rejected
61959,Analyst,3,82,Selected
54193,Sales,4,89,Selected
106379,Sales,4,87,Selected
45470,Sales,2,71,Selected
74627,Analyst,1,48,Rejected
52362,Manager,4,63,Rejected
26324,Sales,5,62,Rejected
92257,Engineer,1,88,Selected
35436,Engineer,4,56,Rejected
26093,Manager,4,45,Rejected
87077,Sales,5,69,Rejected
11808,Engineer,5,98,Selected
23401,Sales,3,96,Selected
9170,Manager,5,88,Selected
72288,Manager,1,75,Selected
31787,Manager,1,69,Rejected
68054,Sales,1,62,Rejected
46100,Sales,5,56,Rejected
118376,Engineer,4,84,Selected
47813,Engineer,2,71,Selected
51853,Engineer,4,68,Rejected
96591,Manager,4,45,Rejected
87589,Analyst,1,73,Selected
118502,Manager,4,85,Selected
114229,Manager,1,66,Rejected
88000,Sales,1,69,Rejected
115246,Engineer,2,58,Rejected
95798,Analyst,3,81,Selected
3284,Sales,5,43,Rejected
40272,Sales,5,43,Rejected
76983,Analyst,1,96,Selected
111803,Sales,1,90,Selected
80803,Manager,1,97,Selected
3843,Analyst,1,53,Rejected
27022,Sales,4,68,Rejected
70922,Analyst,3,86,Selected
119561,Sales,1,49,Rejected
84094,Engineer,3,71,Selected
34691,Manager,4,54,Rejected
67742,Analyst,2,70,Rejected
83957,Sales,5,45,Rejected
74164,Engineer,5,48,Rejected
57782,Analyst,2,43,Rejected
91557,Analyst,2,43,Rejected
69646,Manager,1,69,Rejected
9028,Manager,2,77,Selected
46637,Analyst,5,72,Selected
71080,Engineer,2,58,Rejected
47562,Manager,5,48,Rejected
54051,Sales,2,48,Rejected
77858,Sales,1,91,Selected
118737,Sales,5,97,Selected
7849,Analyst,2,93,Selected
62622,Engineer,2,67,Rejected
78647,Analyst,4,56,Rejected
43142,Manager,5,44,Rejected
77902,Engineer,5,98,Selected
29637,Manager,1,78,Selected
2971,Analyst,1,97,Selected
111458,Manager,3,79,Selected
86648,Sales,4,46,Rejected
96250,Manager,3,78,Selected
89381,Analyst,3,76,Selected
1938,Engineer,2,47,Rejected
69415,Engineer,4,89,Selected
63424,Engineer,5,96,Selected
103682,Sales,1,72,Selected
116412,Engineer,2,94,Selected
41703,Analyst,4,75,Selected
33570,Engineer,1,48,Rejected
68443,Sales,1,67,Rejected
3666,Analyst,1,73,Selected
19779,Manager,4,43,Rejected
92966,Manager,2,51,Rejected
34696,Engineer,4,47,Rejected
25173,Engineer,3,86,Selected
42675,Sales,5,60,Rejected
16736,Manager,5,64,Rejected
115623,Manager,3,59,Rejected
14373,Sales,5,59,Rejected
6187,Manager,3,96,Selected
42006,Analyst,4,53,Rejected
42073,Sales,3,96,Selected
88796,Analyst,2,41,Rejected
72183,Analyst,4,92,Selected
113844,Analyst,4,77,Selected
114416,Sales,3,93,Selected
6470,Engineer,2,87,Selected
85881,Engineer,5,63,Rejected
81722,Analyst,4,46,Rejected
344,Engineer,1,58,Rejected
74621,Analyst,2,43,Rejected
36688,Analyst,1,72,Selected
66964,Analyst,4,48,Rejected
73865,Engineer,4,75,Selected
98647,Engineer,2,87,Selected
77059,Analyst,4,84,Selected
13184,Sales,4,61,Rejected
93251,Manager,5,60,Rejected
9988,Engineer,5,68,Rejected
51371,Manager,5,60,Rejected
101038,Manager,4,79,Selected
113500,Analyst,2,80,Selected
51686,Analyst,2,99,Selected
113160,Sales,5,97,Selected
58198,Sales,4,52,Rejected
71589,Analyst,3,81,Selected
25943,Analyst,1,73,Selected
2109,Manager,1,94,Selected
59198,Sales,3,47,Rejected
105617,Manager,5,92,Selected
39936,Engineer,4,58,Rejected
19498,Analyst,1,73,Selected
114374,Analyst,1,67,Rejected
40784,Manager,1,43,Rejected
66913,Manager,4,61,Rejected
28773,Manager,2,49,Rejected
98576,Analyst,4,80,Selected
28554,Engineer,3,44,Rejected
54503,Sales,2,59,Rejected
17021,Sales,4,59,Rejected
17512,Sales,1,47,Rejected
36979,Sales,4,61,Rejected
2382,Sales,4,65,Rejected
2925,Manager,3,43,Rejected
51406,Analyst,2,83,Selected
30743,Manager,2,51,Rejected
76818,Manager,1,84,Selected
79983,Analyst,4,47,Rejected
13160,Manager,5,95,Selected
64761,Engineer,1,88,Selected
6589,Manager,3,57,Rejected
6261,Engineer,1,94,Selected
26284,Analyst,4,96,Selected
114688,Analyst,5,86,Selected
82557,Analyst,5,58,Rejected
47278,Analyst,4,77,Selected
103626,Engineer,4,46,Rejected
29627,Analyst,4,56,Rejected
106293,Manager,1,56,Rejected
112818,Engineer,5,83,Selected
35081,Engineer,5,62,Rejected
84718,Engineer,1,50,Rejected
94728,Engineer,3,69,Rejected
33108,Sales,3,77,Selected
13157,Sales,1,40,Rejected
105620,Engineer,5,40,Rejected
106705,Engineer,4,84,Selected
56320,Manager,2,43,Rejected
61378,Sales,5,90,Selected
234,Sales,1,51,Rejected
48276,Engineer,2,44,Rejected
77287,Manager,2,54,Rejected
25538,Manager,4,64,Rejected
74975,Sales,2,59,Rejected
114602,Manager,4,89,Selected
109452,Analyst,2,94,Selected
118096,Manager,1,83,Selected
103468,Manager,1,81,Selected
116530,Analyst,3,53,Rejected
26072,Analyst,3,68,Rejected
49270,Analyst,4,51,Rejected
28245,Engineer,5,45,Rejected
116143,Manager,1,46,Rejected
85771,Manager,1,84,Selected
65967,Manager,2,41,Rejected
52895,Sales,5,93,Selected
77857,Manager,2,53,Rejected
88677,Analyst,1,83,Selected
17570,Sales,1,67,Rejected
110935,Manager,1,97,Selected
28831,Sales,4,74,Selected
43094,Engineer,1,40,Rejected
16270,Sales,5,50,Rejected
54473,Analyst,3,44,Rejected
102362,Engineer,3,72,Selected
49060,Manager,3,51,Rejected
95135,Analyst,3,66,Rejected
9415,Sales,4,57,Rejected
61774,Sales,4,91,Selected
103562,Engineer,2,56,Rejected
102760,Analyst,2,59,Rejected
55872,Sales,5,68,Rejected
95022,Analyst,1,69,Rejected
45267,Sales,4,53,Rejected
24263,Sales,2,41,Rejected
98166,Sales,2,96,Selected
25889,Analyst,2,73,Selected
89387,Manager,2,64,Rejected
27116,Analyst,2,86,Selected
105697,Manager,2,53,Rejected
81529,Manager,2,77,Selected
8075,Engineer,1,59,Rejected
23467,Sales,4,73,Selected
35209,Sales,5,92,Selected
45602,Manager,4,58,Rejected
34074,Engineer,1,64,Rejected
104547,Analyst,4,61,Rejected
40875,Manager,3,44,Rejected
102367,Manager,1,49,Rejected
98351,Sales,1,82,Selected
47087,Manager,4,78,Selected
55641,Manager,5,42,Rejected
62811,Engineer,5,59,Rejected
45652,Engineer,5,59,Rejected
118445,Analyst,5,52,Rejected
48436,Analyst,3,70,Rejected
10029,Analyst,2,44,Rejected
119461,Engineer,4,64,Rejected
5733,Manager,5,82,Selected
26267,Manager,1,60,Rejected
76510,Analyst,4,91,Selected
83724,Engineer,4,92,Selected
43803,Engineer,2,51,Rejected
84100,Manager,3,70,Rejected
71740,Manager,5,53,Rejected
87198,Manager,3,86,Selected
45138,Sales,5,68,Rejected
35522,Analyst,5,98,Selected
61031,Analyst,5,82,Selected
49158,Sales,1,53,Rejected
49546,Engineer,1,98,Selected
17314,Manager,1,53,Rejected
11050,Sales,1,80,Selected
72894,Engineer,2,83,Selected
119991,Sales,2,64,Rejected
86015,Manager,3,44,Rejected
102152,Manager,3,63,Rejected
45974,Sales,2,90,Selected
116462,Manager,1,52,Rejected
93107,Sales,3,45,Rejected
52388,Analyst,2,66,Rejected
104163,Sales,2,75,Selected
118644,Manager,1,48,Rejected
3777,Analyst,2,62,Rejected
61494,Sales,1,80,Selected
58192,Analyst,3,48,Rejected
74861,Manager,2,72,Selected
51917,Analyst,5,82,Selected
115035,Analyst,5,79,Selected
23475,Analyst,4,78,Selected
64744,Sales,3,40,Rejected
14003,Analyst,2,63,Rejected
107331,Sales,1,97,Selected
65249,Analyst,3,87,Selected
14398,Sales,3,75,Selected
39794,Manager,2,50,Rejected
105003,Engineer,3,72,Selected
51169,Sales,4,49,Rejected
28522,Sales,1,66,Rejected
87929,Analyst,5,57,Rejected
20166,Manager,4,46,Rejected
97566,Analyst,1,74,Selected
45996,Analyst,5,42,Rejected
49475,Analyst,3,87,Selected
85213,Manager,4,73,Selected
10158,Analyst,2,66,Rejected
72942,Engineer,5,72,Selected
114178,Manager,3,82,Selected
10720,Manager,2,78,Selected
65444,Manager,1,81,Selected
58200,Engineer,4,72,Selected
55470,Sales,5,57,Rejected
10795,Sales,1,44,Rejected
43900,Sales,4,99,Selected
20197,Sales,5,49,Rejected
98919,Analyst,5,86,Selected
36579,Manager,3,90,Selected
108070,Analyst,1,44,Rejected
2995,Sales,1,89,Selected
89508,Analyst,2,75,Selected
95002,Engineer,1,95,Selected
5831,Engineer,3,56,Rejected
28590,Sales,4,64,Rejected
65892,Engineer,5,71,Selected
90125,Sales,3,98,Selected
36684,Manager,3,82,Selected
98523,Sales,4,72,Selected
99771,Analyst,5,40,Rejected
70333,Sales,2,49,Rejected
28108,Sales,3,78,Selected
99264,Manager,3,67,Rejected
75438,Analyst,5,89,Selected
36851,Manager,2,92,Selected
80905,Sales,5,43,Rejected
6588,Engineer,4,97,Selected
79183,Engineer,3,50,Rejected
15825,Analyst,3,44,Rejected
50516,Manager,3,95,Selected
76168,Engineer,2,42,Rejected
100775,Sales,3,49,Rejected
34822,Manager,1,51,Rejected
113446,Engineer,5,99,Selected
36121,Analyst,2,60,Rejected
72036,Analyst,5,63,Rejected
30797,Sales,3,68,Rejected
33848,Sales,3,85,Selected
106990,Engineer,1,85,Selected
61144,Sales,5,92,Selected
64558,Sales,3,66,Rejected
34762,Manager,5,54,Rejected
96664,Engineer,5,92,Selected
93906,Manager,4,76,Selected
65270,Manager,1,40,Rejected
81238,Engineer,1,63,Rejected
66582,Sales,2,91,Selected
19381,Engineer,3,81,Selected
95329,Sales,1,81,Selected
17553,Analyst,2,50,Rejected
116109,Engineer,3,91,Selected
99207,Sales,2,91,Selected
95674,Engineer,2,85,Selected
56380,Sales,1,63,Rejected
68455,Sales,4,87,Selected
63810,Analyst,3,68,Rejected
43729,Engineer,5,83,Selected
73032,Analyst,3,46,Rejected
92441,Manager,1,40,Rejected
32185,Sales,4,44,Rejected
80751,Manager,5,96,Selected
75539,Manager,3,60,Rejected
73355,Manager,3,70,Rejected
65244,Manager,3,88,Selected
98628,Sales,5,47,Rejected
85092,Analyst,4,78,Selected
47229,Manager,4,75,Selected
117276,Manager,3,83,Selected
41586,Engineer,1,85,Selected
115529,Analyst,3,53,Rejected
33785,Sales,5,49,Rejected
14574,Sales,5,84,Selected
27242,Analyst,1,43,Rejected
17247,Analyst,2,59,Rejected
73020,Engineer,4,62,Rejected
57035,Engineer,5,41,Rejected
22085,Manager,5,64,Rejected
76257,Engineer,2,73,Selected
69689,Manager,1,50,Rejected
46757,Engineer,3,75,Selected
25305,Engineer,3,51,Rejected
7097,Sales,2,90,Selected
79992,Engineer,2,49,Rejected
91709,Analyst,5,74,Selected
51199,Engineer,1,44,Rejected
86045,Analyst,4,47,Rejected
77911,Engineer,1,67,Rejected
82652,Engineer,4,53,Rejected
14147,Manager,3,62,Rejected
112934,Analyst,1,50,Rejected
41316,Sales,5,44,Rejected
102102,Manager,4,82,Selected
73342,Engineer,4,40,Rejected
115009,Analyst,3,57,Rejected
110935,Engineer,5,80,Selected
109735,Sales,3,60,Rejected
53431,Analyst,2,95,Selected
83819,Manager,4,74,Selected
13928,Manager,3,68,Rejected
94069,Analyst,4,61,Rejected
3672,Analyst,3,50,Rejected
23070,Sales,5,79,Selected
3376,Analyst,2,96,Selected
25287,Manager,2,79,Selected
31322,Analyst,1,52,Rejected
31699,Manager,5,94,Selected
39505,Analyst,4,43,Rejected
53732,Analyst,3,51,Rejected
38847,Sales,5,60,Rejected
31804,Manager,3,96,Selected
117820,Analyst,3,96,Selected
44944,Sales,3,84,Selected
110453,Analyst,2,42,Rejected
30510,Analyst,3,70,Rejected
1098,Manager,3,75,Selected
97191,Manager,3,68,Rejected
119022,Manager,3,46,Rejected
63622,Analyst,4,85,Selected
49181,Engineer,1,66,Rejected
89487,Sales,5,92,Selected
112975,Sales,1,74,Selected
42707,Engineer,3,85,Selected
117432,Sales,5,49,Rejected
112166,Engineer,4,91,Selected
117754,Analyst,5,82,Selected
20755,Manager,5,84,Selected
88059,Sales,2,64,Rejected
99933,Sales,3,73,Selected
114455,Manager,3,76,Selected
107144,Analyst,3,68,Rejected
70819,Analyst,3,71,Selected
50152,Engineer,4,81,Selected
46904,Analyst,5,67,Rejected
18180,Engineer,4,46,Rejected
115844,Manager,1,40,Rejected
41656,Analyst,5,99,Selected
38762,Manager,5,99,Selected
76142,Engineer,1,52,Rejected
77209,Analyst,5,91,Selected
49137,Engineer,5,82,Selected
35012,Analyst,4,53,Rejected
39278,Engineer,1,58,Rejected
50221,Analyst,5,46,Rejected
105155,Engineer,3,59,Rejected
93239,Sales,1,74,Selected
53693,Manager,2,66,Rejected
40048,Manager,1,86,Selected
96082,Analyst,3,60,Rejected
59861,Sales,5,56,Rejected
49060,Engineer,4,86,Selected
102260,Sales,1,58,Rejected
52930,Engineer,5,96,Selected
26459,Manager,2,78,Selected
65453,Sales,2,50,Rejected
59210,Engineer,3,96,Selected
93984,Sales,3,41,Rejected
109070,Manager,4,93,Selected
89728,Engineer,4,78,Selected
10494,Analyst,1,53,Rejected
52785,Sales,4,50,Rejected
115356,Sales,2,49,Rejected
9821,Analyst,2,98,Selected
17036,Manager,4,44,Rejected
10175,Analyst,5,88,Selected
45335,Manager,3,68,Rejected
40254,Sales,2,76,Selected
88144,Engineer,3,80,Selected
104193,Manager,3,92,Selected
29970,Sales,3,96,Selected
105144,Sales,3,67,Rejected
40376,Analyst,5,93,Selected
38964,Engineer,3,62,Rejected
39039,Sales,2,60,Rejected
92109,Sales,4,65,Rejected
97058,Analyst,1,95,Selected
101629,Engineer,2,51,Rejected
94233,Sales,4,79,Selected
29161,Manager,5,65,Rejected
27224,Analyst,2,42,Rejected
11630,Sales,3,92,Selected
58860,Manager,2,82,Selected
116041,Manager,4,92,Selected
13601,Sales,4,40,Rejected
51954,Manager,3,48,Rejected
11172,Analyst,4,47,Rejected
112253,Sales,2,48,Rejected
81689,Analyst,5,56,Rejected
86211,Engineer,2,97,Selected
39867,Engineer,2,84,Selected
115566,Manager,2,91,Selected
50674,Analyst,3,64,Rejected
22146,Sales,3,48,Rejected
91718,Sales,2,99,Selected
99507,Analyst,4,73,Selected
79502,Engineer,5,70,Rejected
83683,Manager,2,96,Selected
65948,Engineer,2,85,Selected
29500,Sales,4,90,Selected
62303,Engineer,2,54,Rejected
68497,Analyst,1,96,Selected
76087,Manager,4,63,Rejected
96795,Manager,4,63,Rejected
65444,Manager,4,79,Selected
53712,Analyst,4,79,Selected
111383,Engineer,5,65,Rejected
30395,Engineer,3,57,Rejected
95751,Analyst,2,54,Rejected
100046,Manager,2,63,Rejected
44153,Engineer,5,67,Rejected
83810,Sales,5,67,Rejected
86759,Manager,5,94,Selected
107031,Analyst,2,77,Selected
27058,Engineer,1,74,Selected
36225,Engineer,5,76,Selected
55354,Manager,3,74,Selected
5182,Analyst,1,96,Selected
65669,Sales,5,98,Selected
2176,Manager,5,62,Rejected
87720,Analyst,5,44,Rejected
68975,Analyst,4,68,Rejected
111157,Engineer,4,44,Rejected
78976,Sales,3,56,Rejected
61475,Analyst,3,61,Rejected
110954,Manager,2,83,Selected
71588,Analyst,4,93,Selected
97051,Engineer,1,65,Rejected
104072,Manager,2,96,Selected
44553,Analyst,4,73,Selected
28285,Analyst,4,89,Selected
90195,Sales,1,95,Selected
52912,Manager,5,59,Rejected
24046,Engineer,5,97,Selected
88473,Manager,1,82,Selected
28771,Sales,2,40,Rejected
51166,Manager,1,92,Selected
97343,Manager,2,74,Selected
51368,Engineer,3,43,Rejected
26289,Manager,2,50,Rejected
102336,Sales,1,65,Rejected
38616,Sales,3,54,Rejected
42655,Analyst,4,50,Rejected
82735,Manager,1,56,Rejected
88917,Sales,4,66,Rejected
18467,Analyst,2,61,Rejected
116198,Analyst,2,45,Rejected
87393,Analyst,2,91,Selected
63234,Manager,1,91,Selected
109499,Engineer,4,53,Rejected
114894,Analyst,4,77,Selected
23782,Sales,3,96,Selected
74523,Engineer,2,52,Rejected
29013,Sales,1,68,Rejected
87394,Analyst,2,79,Selected
85527,Sales,5,68,Rejected
14642,Manager,4,47,Rejected
558,Engineer,4,68,Rejected
104502,Analyst,2,79,Selected
64966,Analyst,1,88,Selected
8310,Manager,5,93,Selected
42278,Manager,1,71,Selected
45537,Engineer,2,90,Selected
18979,Manager,5,82,Selected
232,Engineer,1,80,Selected
98077,Analyst,5,52,Rejected
9927,Engineer,3,66,Rejected
56930,Engineer,4,73,Selected
24738,Sales,5,90,Selected
74205,Analyst,5,71,Selected
23235,Sales,1,84,Selected
66132,Analyst,1,99,Selected
7740,Engineer,3,45,Rejected
68077,Sales,4,91,Selected
13619,Engineer,4,89,Selected
102812,Analyst,1,69,Rejected
49596,Engineer,1,83,Selected
115787,Sales,5,87,Selected
18079,Analyst,1,62,Rejected
20130,Analyst,5,78,Selected
111119,Engineer,3,64,Rejected
57728,Analyst,2,47,Rejected
44289,Manager,1,85,Selected
104512,Engineer,4,51,Rejected
30202,Analyst,4,99,Selected
106983,Manager,5,75,Selected
6352,Manager,4,94,Selected
5461,Engineer,1,49,Rejected
76248,Manager,4,51,Rejected
104465,Manager,2,43,Rejected
97925,Engineer,5,41,Rejected
49656,Sales,2,45,Rejected
13379,Manager,3,90,Selected
70649,Sales,3,72,Selected
96114,Sales,5,48,Rejected
54375,Engineer,5,84,Selected
17868,Manager,4,44,Rejected
10688,Analyst,5,72,Selected
19612,Engineer,1,68,Rejected
2437,Engineer,5,40,Rejected
41423,Engineer,1,40,Rejected
55625,Analyst,5,45,Rejected
14188,Analyst,1,99,Selected
104535,Manager,4,43,Rejected
70037,Sales,4,74,Selected
45405,Engineer,3,65,Rejected
54726,Engineer,2,94,Selected
114365,Manager,3,40,Rejected
71678,Analyst,5,62,Rejected
105467,Sales,2,67,Rejected
35452,Manager,2,69,Rejected
54360,Sales,1,88,Selected
114893,Sales,4,51,Rejected
110158,Manager,3,69,Rejected
83052,Engineer,4,74,Selected
94674,Analyst,2,43,Rejected
15357,Engineer,3,92,Selected
83690,Engineer,5,41,Rejected
67873,Analyst,1,78,Selected
13497,Engineer,3,99,Selected
33936,Manager,2,49,Rejected
14441,Manager,4,75,Selected
47328,Analyst,2,60,Rejected
1417,Manager,4,59,Rejected
118871,Sales,3,44,Rejected
76390,Analyst,1,86,Selected
33001,Manager,4,68,Rejected
36234,Sales,4,81,Selected
20640,Sales,1,45,Rejected
92741,Engineer,3,69,Rejected
71973,Sales,1,97,Selected
59416,Sales,2,52,Rejected
25416,Sales,5,53,Rejected
61460,Manager,1,56,Rejected
83919,Engineer,1,54,Rejected
52798,Analyst,2,76,Selected
1465,Sales,4,80,Selected
96943,Engineer,4,41,Rejected
64034,Engineer,1,48,Rejected
27051,Analyst,3,71,Selected
61986,Engineer,4,82,Selected
11351,Analyst,2,49,Rejected
5840,Analyst,3,78,Selected
105956,Sales,5,42,Rejected
59812,Analyst,4,57,Rejected
90364,Sales,4,73,Selected
108269,Engineer,5,45,Rejected
36117,Sales,4,67,Rejected
41917,Manager,1,41,Rejected
36191,Manager,1,82,Selected
93168,Sales,4,92,Selected
107135,Analyst,4,95,Selected
90390,Sales,5,84,Selected
17202,Engineer,2,67,Rejected
26155,Analyst,3,47,Rejected
110438,Manager,1,76,Selected
28928,Sales,5,59,Rejected
47865,Manager,4,45,Rejected
66449,Engineer,1,62,Rejected
84025,Sales,5,97,Selected
50501,Engineer,1,59,Rejected
34766,Analyst,5,74,Selected
995,Engineer,5,67,Rejected
66051,Manager,1,83,Selected
59835,Analyst,2,42,Rejected
38344,Sales,1,70,Rejected
11517,Manager,4,93,Selected
42054,Engineer,3,89,Selected
38108,Analyst,4,96,Selected
22626,Engineer,1,82,Selected
118262,Analyst,3,46,Rejected
16759,Sales,4,53,Rejected
75654,Analyst,2,83,Selected
27874,Engineer,4,48,Rejected
6022,Analyst,3,49,Rejected
31386,Manager,1,89,Selected
52564,Sales,5,98,Selected
44269,Manager,4,61,Rejected
