department,current_headcount,projected_growth_pct,future_headcount
Sales,84,17.38,99.0
Tech,237,-8.56,217.0
Sales,155,3.63,161.0
HR,249,-8.69,227.0
HR,285,8.63,310.0
Finance,154,1.38,156.0
Finance,123,-0.69,122.0
HR,216,17.5,254.0
Finance,282,23.92,349.0
HR,264,-2.78,257.0
Sales,248,9.63,272.0
HR,101,-8.95,92.0
Tech,45,-6.58,42.0
Tech,283,3.52,293.0
Sales,20,-7.51,18.0
Sales,168,-3.78,162.0
Sales,219,16.55,255.0
HR,17,4.79,18.0
HR,61,0.07,61.0
Finance,68,18.85,81.0
Tech,146,-5.42,138.0
Finance,285,-0.21,284.0
Sales,75,6.22,80.0
Finance,30,14.16,34.0
HR,136,-3.19,132.0
Sales,180,24.72,224.0
Tech,121,-3.64,117.0
Sales,151,1.3,153.0
Sales,17,-3.65,16.0
HR,140,-0.36,139.0
HR,16,20.73,19.0
Sales,23,-1.23,23.0
Tech,67,-6.51,63.0
Sales,107,14.91,123.0
HR,291,3.02,300.0
HR,193,20.62,233.0
Finance,169,19.39,202.0
Tech,35,0.61,35.0
Finance,45,23.34,56.0
Sales,41,-5.02,39.0
Sales,85,1.84,87.0
HR,97,22.44,119.0
HR,59,-8.92,54.0
Sales,132,1.62,134.0
Sales,50,15.63,58.0
Finance,260,-6.34,244.0
HR,167,-7.12,155.0
HR,56,-6.09,53.0
HR,231,16.91,270.0
Sales,281,17.9,331.0
Finance,160,5.27,168.0
HR,230,11.81,257.0
Tech,294,9.47,322.0
Tech,11,16.81,13.0
Tech,128,18.29,151.0
Tech,299,9.45,327.0
Tech,10,19.56,12.0
Finance,299,-4.8,285.0
Sales,196,-3.25,190.0
HR,99,-6.93,92.0
Sales,171,8.27,185.0
Sales,245,-5.21,232.0
Tech,160,0.97,162.0
Finance,225,14.11,257.0
HR,30,7.82,32.0
HR,38,16.35,44.0
Sales,122,0.31,122.0
Sales,206,4.81,216.0
HR,289,18.14,341.0
HR,57,22.5,70.0
HR,225,22.71,276.0
Sales,67,18.18,79.0
HR,132,-6.84,123.0
HR,10,-3.96,10.0
Tech,139,-0.98,138.0
Tech,161,15.45,186.0
HR,210,13.32,238.0
HR,209,23.92,259.0
Tech,285,7.33,306.0
Tech,168,15.15,193.0
Tech,157,-9.59,142.0
HR,16,4.43,17.0
Sales,240,23.2,296.0
Tech,201,0.14,201.0
HR,22,0.31,22.0
Tech,105,-4.19,101.0
Tech,89,7.36,96.0
Tech,210,1.8,214.0
HR,35,4.35,37.0
Tech,39,-1.36,38.0
Sales,81,-0.7,80.0
Tech,18,-6.04,17.0
Finance,135,-9.43,122.0
Finance,152,21.28,184.0
Sales,82,24.61,102.0
HR,257,-5.25,244.0
HR,153,4.26,160.0
Sales,31,14.16,35.0
Sales,115,9.09,125.0
HR,166,2.61,170.0
Sales,170,-2.46,166.0
Sales,270,-4.47,258.0
Sales,240,19.1,286.0
Tech,268,3.4,277.0
Finance,31,14.48,35.0
HR,217,1.35,220.0
Finance,120,-0.66,119.0
HR,225,1.91,229.0
HR,252,-3.63,243.0
HR,25,-2.59,24.0
HR,62,-2.43,60.0
Finance,151,8.94,164.0
HR,94,20.3,113.0
HR,114,11.11,127.0
Tech,254,17.52,299.0
Tech,40,-3.7,39.0
Finance,150,20.47,181.0
Tech,271,-3.01,263.0
Finance,28,-7.83,26.0
Tech,284,21.96,346.0
Finance,275,15.74,318.0
HR,259,6.56,276.0
Finance,39,1.18,39.0
Tech,73,7.3,78.0
Sales,82,9.29,90.0
Tech,258,-9.96,232.0
Sales,238,-3.06,231.0
Sales,70,22.66,86.0
Finance,201,14.49,230.0
Sales,68,6.67,73.0
HR,121,-8.91,110.0
Tech,260,4.58,272.0
Finance,264,23.88,327.0
Finance,259,22.17,316.0
Finance,211,-8.78,192.0
Tech,291,10.94,323.0
Finance,17,18.11,20.0
HR,105,19.5,125.0
HR,283,24.23,352.0
Tech,172,0.33,173.0
Sales,287,-6.97,267.0
Sales,103,-8.14,95.0
Tech,227,-7.84,209.0
Finance,277,-3.71,267.0
Finance,148,-7.69,137.0
Finance,166,14.35,190.0
Finance,14,-5.53,13.0
Tech,80,5.11,84.0
Finance,166,-4.32,159.0
HR,219,9.28,239.0
Sales,250,9.33,273.0
Finance,239,11.98,268.0
Sales,76,13.45,86.0
Sales,246,5.27,259.0
HR,102,-5.79,96.0
Sales,240,2.23,245.0
Tech,283,8.32,307.0
Sales,247,-1.5,243.0
Tech,74,16.02,86.0
HR,231,-4.9,220.0
Tech,63,11.08,70.0
Tech,274,-0.94,271.0
HR,279,21.87,340.0
HR,291,4.37,304.0
HR,77,14.03,88.0
HR,150,16.23,174.0
Finance,121,6.95,129.0
Tech,244,-4.94,232.0
Finance,279,24.15,346.0
Finance,217,12.59,244.0
Tech,34,8.75,37.0
Tech,74,2.23,76.0
Tech,45,10.31,50.0
HR,79,16.79,92.0
Sales,109,-7.79,101.0
HR,242,11.5,270.0
HR,188,-7.32,174.0
HR,161,-8.85,147.0
HR,251,-1.09,248.0
HR,281,-2.66,274.0
Tech,37,7.22,40.0
Tech,257,11.3,286.0
Sales,50,-9.21,45.0
Sales,221,14.21,252.0
HR,264,-7.02,245.0
Finance,247,16.51,288.0
HR,142,12.51,160.0
Finance,15,-1.52,15.0
HR,6,-3.66,6.0
Sales,52,18.94,62.0
HR,245,-4.41,234.0
Finance,178,22.66,218.0
Tech,149,6.64,159.0
Tech,286,19.14,341.0
Finance,224,21.9,273.0
Finance,164,1.35,166.0
Finance,146,14.57,167.0
Sales,175,-0.21,175.0
HR,106,15.73,123.0
Tech,125,7.42,134.0
Tech,88,-8.54,80.0
HR,291,14.33,333.0
Sales,182,12.55,205.0
Sales,99,-7.94,91.0
Tech,217,-4.3,208.0
Finance,111,7.43,119.0
Sales,249,13.01,281.0
Tech,262,1.59,266.0
Tech,95,18.15,112.0
Sales,50,7.98,54.0
Tech,42,18.81,50.0
HR,112,-2.83,109.0
Finance,143,16.6,167.0
Sales,277,19.4,331.0
Finance,168,5.06,177.0
Sales,143,-0.75,142.0
Tech,273,19.66,327.0
HR,181,6.56,193.0
Tech,194,-2.52,189.0
Tech,236,3.9,245.0
HR,148,-2.27,145.0
Tech,293,7.81,316.0
Tech,263,19.13,313.0
Tech,183,18.26,216.0
Tech,259,24.7,323.0
Sales,290,1.38,294.0
Tech,208,0.14,208.0
Finance,24,2.7,25.0
Finance,41,20.27,49.0
HR,277,-4.19,265.0
HR,15,-4.23,14.0
Finance,212,11.22,236.0
Tech,7,5.07,7.0
Finance,176,-3.43,170.0
HR,145,6.04,154.0
Tech,238,-1.56,234.0
Tech,21,10.78,23.0
Sales,126,-5.54,119.0
Tech,84,8.2,91.0
Finance,62,21.81,76.0
Sales,253,20.65,305.0
Sales,195,-1.78,192.0
Sales,120,12.5,135.0
HR,136,2.37,139.0
HR,31,-1.54,31.0
Finance,105,19.29,125.0
Tech,101,-6.6,94.0
Finance,244,-3.83,235.0
Tech,269,6.24,286.0
Finance,141,14.01,161.0
Tech,38,-6.08,36.0
Sales,148,-5.71,140.0
Sales,118,4.55,123.0
Tech,120,-8.71,110.0
Finance,22,21.76,27.0
Finance,268,-3.95,257.0
HR,74,-5.67,70.0
Finance,65,23.9,81.0
HR,243,14.03,277.0
Finance,274,3.91,285.0
Finance,36,-9.3,33.0
Sales,79,12.33,89.0
Finance,266,8.54,289.0
Sales,157,5.62,166.0
HR,66,-8.2,61.0
Finance,23,-5.8,22.0
Finance,15,7.19,16.0
Tech,74,-9.05,67.0
Tech,269,6.62,287.0
Tech,114,-6.72,106.0
Sales,112,18.08,132.0
HR,127,22.65,156.0
Tech,11,-4.25,11.0
Sales,24,-4.86,23.0
Finance,182,8.32,197.0
Tech,92,-5.84,87.0
Sales,97,-6.19,91.0
Sales,259,17.15,303.0
HR,212,12.51,239.0
Sales,286,10.12,315.0
HR,279,-5.56,263.0
Tech,242,-4.45,231.0
Finance,145,-6.67,135.0
Finance,61,14.0,70.0
Tech,168,23.76,208.0
Finance,37,-4.03,36.0
Finance,204,-9.99,184.0
Tech,297,-0.49,296.0
HR,133,-7.99,122.0
Finance,243,2.5,249.0
Sales,237,8.37,257.0
HR,264,19.07,314.0
Finance,25,-9.85,23.0
Finance,86,24.38,107.0
Sales,24,0.21,24.0
Finance,106,-1.66,104.0
Tech,273,17.58,321.0
HR,204,-5.04,194.0
Sales,19,24.54,24.0
Sales,263,18.53,312.0
Finance,61,-8.45,56.0
Sales,273,15.45,315.0
HR,162,-7.24,150.0
Tech,162,-3.7,156.0
HR,239,8.14,258.0
Tech,296,8.5,321.0
Finance,112,12.83,126.0
Sales,220,-7.73,203.0
Sales,79,19.02,94.0
Tech,290,11.88,324.0
Sales,45,-8.05,41.0
HR,114,12.32,128.0
Sales,28,14.48,32.0
HR,49,11.59,55.0
Finance,125,22.3,153.0
Finance,21,23.11,26.0
Finance,93,22.79,114.0
HR,270,14.39,309.0
Tech,247,20.48,298.0
Tech,181,0.91,183.0
HR,262,12.04,294.0
HR,205,17.52,241.0
Finance,49,-9.77,44.0
HR,146,24.79,182.0
HR,263,3.64,273.0
HR,105,21.06,127.0
Tech,228,-3.07,221.0
Finance,266,20.71,321.0
Tech,164,19.11,195.0
Sales,208,23.69,257.0
HR,109,20.82,132.0
Tech,284,15.47,328.0
Tech,282,11.16,313.0
HR,30,-6.68,28.0
Finance,230,16.54,268.0
Finance,21,9.66,23.0
Finance,191,-8.83,174.0
Tech,190,8.63,206.0
Sales,115,0.4,115.0
HR,104,-4.89,99.0
Finance,84,-9.39,76.0
Finance,249,3.78,258.0
Finance,11,-4.06,11.0
HR,180,16.12,209.0
Sales,180,2.75,185.0
HR,92,15.5,106.0
Finance,215,19.13,256.0
HR,67,16.21,78.0
Sales,72,13.19,81.0
HR,289,12.49,325.0
Tech,44,18.51,52.0
Finance,298,-3.01,289.0
Sales,254,10.01,279.0
HR,298,-2.83,290.0
Sales,63,-4.58,60.0
Sales,243,16.17,282.0
Tech,28,13.43,32.0
Finance,214,-5.28,203.0
Finance,270,8.74,294.0
HR,267,7.93,288.0
Sales,148,8.47,161.0
Finance,34,0.22,34.0
Finance,127,6.47,135.0
HR,157,6.47,167.0
HR,141,-5.39,133.0
Tech,230,23.02,283.0
Finance,107,10.78,119.0
Tech,77,20.11,92.0
HR,278,8.6,302.0
Tech,249,15.39,287.0
Tech,242,14.63,277.0
Sales,278,13.55,316.0
HR,251,-8.2,230.0
Finance,270,0.84,272.0
Sales,120,4.41,125.0
Tech,269,-7.73,248.0
Finance,128,11.54,143.0
Tech,280,17.54,329.0
Tech,98,4.86,103.0
Tech,160,-3.0,155.0
Tech,132,11.16,147.0
Sales,35,19.04,42.0
Tech,23,3.0,24.0
HR,57,9.93,63.0
Finance,135,6.23,143.0
Finance,40,12.47,45.0
HR,7,10.15,8.0
HR,147,19.08,175.0
Sales,88,21.39,107.0
HR,92,11.07,102.0
Finance,120,22.09,147.0
Tech,45,2.15,46.0
HR,19,9.97,21.0
HR,227,7.79,245.0
Sales,293,14.37,335.0
Tech,56,11.0,62.0
HR,141,9.61,155.0
Finance,63,3.81,65.0
Finance,146,20.9,177.0
Tech,57,16.8,67.0
HR,201,-5.78,189.0
Sales,21,-5.53,20.0
HR,70,-1.83,69.0
Finance,38,-1.05,38.0
Tech,134,13.95,153.0
Finance,33,24.95,41.0
Sales,39,6.12,41.0
Sales,51,17.68,60.0
Tech,36,-7.41,33.0
Finance,160,-8.7,146.0
Tech,83,-7.73,77.0
HR,298,7.58,321.0
Tech,17,14.89,20.0
HR,191,21.33,232.0
HR,282,0.59,284.0
HR,259,-0.77,257.0
Finance,214,-2.63,208.0
HR,200,-6.72,187.0
HR,257,-6.36,241.0
Finance,44,23.81,54.0
HR,117,23.63,145.0
Finance,38,17.24,45.0
Sales,176,20.57,212.0
HR,73,16.8,85.0
Tech,199,22.99,245.0
HR,103,0.5,104.0
HR,41,9.99,45.0
Sales,221,4.56,231.0
HR,78,-6.1,73.0
HR,254,-0.1,254.0
Finance,248,-2.5,242.0
Sales,217,-9.19,197.0
Finance,179,1.18,181.0
Sales,194,-3.02,188.0
Sales,284,1.25,288.0
Sales,249,17.82,293.0
Tech,119,5.2,125.0
Finance,181,6.46,193.0
Finance,157,17.0,184.0
Finance,265,1.38,269.0
Sales,188,0.36,189.0
HR,176,16.77,206.0
Sales,166,-9.87,150.0
Finance,245,18.06,289.0
HR,180,15.21,207.0
Tech,206,7.35,221.0
Tech,12,-1.12,12.0
Finance,262,9.21,286.0
Tech,109,3.28,113.0
Sales,209,23.64,258.0
Sales,21,-3.57,20.0
Finance,148,22.41,181.0
Tech,243,22.31,297.0
Sales,245,-9.11,223.0
Finance,82,2.09,84.0
Tech,140,22.36,171.0
Finance,132,13.31,150.0
Sales,128,11.42,143.0
HR,56,22.71,69.0
Sales,13,2.25,13.0
Tech,160,14.84,184.0
Tech,97,-7.98,89.0
HR,50,1.98,51.0
Finance,32,0.37,32.0
Sales,271,19.44,324.0
Tech,196,-2.72,191.0
Tech,65,-1.58,64.0
HR,208,-2.86,202.0
HR,71,4.54,74.0
Tech,167,11.64,186.0
Finance,204,4.69,214.0
Finance,259,-4.68,247.0
HR,137,21.48,166.0
Tech,18,16.31,21.0
HR,216,20.8,261.0
Finance,66,16.91,77.0
HR,154,-8.15,141.0
HR,210,23.02,258.0
HR,203,14.21,232.0
Sales,125,-2.78,122.0
Tech,251,23.58,310.0
Sales,56,-0.3,56.0
Finance,53,-5.0,50.0
Sales,211,-0.82,209.0
Tech,281,-8.61,257.0
Sales,93,4.22,97.0
Finance,151,-5.04,143.0
Finance,206,-2.56,201.0
Sales,233,14.8,267.0
Sales,291,3.52,301.0
Tech,53,1.15,54.0
Finance,45,-3.84,43.0
HR,264,16.31,307.0
Finance,278,-8.81,254.0
Tech,147,20.24,177.0
HR,23,20.69,28.0
Finance,244,3.94,254.0
Tech,293,0.98,296.0
Finance,293,-8.67,268.0
HR,299,5.95,317.0
Sales,114,8.83,124.0
HR,40,3.88,42.0
Tech,293,20.65,354.0
HR,22,-1.77,22.0
Sales,29,22.09,35.0
Finance,85,10.89,94.0
Sales,80,-8.4,73.0
HR,295,7.09,316.0
HR,54,5.56,57.0
HR,165,-7.56,153.0
Tech,246,22.15,300.0
Sales,287,-5.18,272.0
Sales,262,9.44,287.0
Finance,218,19.37,260.0
Sales,229,17.25,269.0
Tech,244,-6.59,228.0
Tech,67,6.11,71.0
HR,149,0.62,150.0
Sales,270,-0.69,268.0
Tech,178,24.21,221.0
Tech,115,-2.3,112.0
HR,243,6.96,260.0
HR,18,11.13,20.0
HR,78,15.02,90.0
Finance,122,15.0,140.0
Tech,25,-0.05,25.0
Tech,17,0.7,17.0
Finance,204,2.89,210.0
Tech,34,24.62,42.0
HR,70,13.56,79.0
HR,290,-8.32,266.0
Finance,201,23.5,248.0
Tech,198,23.77,245.0
HR,160,-4.87,152.0
Sales,186,-7.07,173.0
Tech,254,-3.33,246.0
HR,14,9.29,15.0
Sales,211,0.71,212.0
Tech,100,15.99,116.0
HR,218,-7.82,201.0
HR,268,19.01,319.0
Finance,240,0.19,240.0
HR,187,-0.2,187.0
Sales,225,8.87,245.0
Tech,183,2.66,188.0
Finance,256,7.86,276.0
Sales,30,-2.62,29.0
HR,90,8.57,98.0
Tech,201,22.35,246.0
Sales,184,2.34,188.0
Sales,189,4.75,198.0
Finance,158,19.23,188.0
HR,232,2.84,239.0
HR,53,0.12,53.0
HR,55,-6.05,52.0
Finance,263,14.68,302.0
Finance,242,22.37,296.0
Sales,59,4.11,61.0
Finance,149,-2.98,145.0
Finance,220,9.2,240.0
HR,106,-0.15,106.0
Finance,135,-8.4,124.0
HR,251,-5.28,238.0
HR,225,-1.36,222.0
Sales,37,16.42,43.0
HR,244,-7.67,225.0
HR,218,17.3,256.0
Finance,247,-6.63,231.0
Tech,180,-9.39,163.0
Tech,183,14.15,209.0
Finance,157,8.21,170.0
HR,235,-9.15,213.0
Tech,188,19.06,224.0
Sales,242,5.14,254.0
Finance,221,-6.42,207.0
Sales,226,18.76,268.0
Tech,242,2.71,249.0
HR,204,24.82,255.0
Sales,142,11.52,158.0
HR,199,7.99,215.0
Finance,217,-0.96,215.0
HR,225,5.22,237.0
HR,268,10.35,296.0
Finance,51,-4.44,49.0
HR,93,-8.0,86.0
Tech,183,9.23,200.0
Sales,36,7.13,39.0
Sales,151,-8.08,139.0
HR,208,14.75,239.0
HR,175,-0.71,174.0
Sales,12,19.64,14.0
HR,115,15.46,133.0
Tech,226,20.63,273.0
Sales,184,5.18,194.0
Sales,154,-5.86,145.0
HR,214,10.02,235.0
Tech,27,14.84,31.0
HR,164,21.11,199.0
Finance,110,-0.8,109.0
Tech,20,-5.9,19.0
HR,61,7.24,65.0
Sales,160,-2.51,156.0
Tech,9,21.78,11.0
Sales,106,21.16,128.0
HR,44,-6.51,41.0
Finance,142,24.32,177.0
Sales,96,5.66,101.0
Sales,56,8.61,61.0
Finance,26,2.7,27.0
Finance,294,-9.31,267.0
Tech,260,19.54,311.0
Tech,293,10.64,324.0
HR,215,-9.33,195.0
Tech,34,3.41,35.0
Tech,12,-5.83,11.0
Sales,242,11.66,270.0
Sales,145,12.07,163.0
Tech,171,23.68,211.0
Finance,253,8.68,275.0
Tech,90,13.27,102.0
Sales,138,24.38,172.0
Finance,191,17.69,225.0
Finance,262,17.6,308.0
Finance,162,23.58,200.0
HR,118,9.95,130.0
Tech,48,13.45,54.0
HR,246,9.68,270.0
Sales,142,18.37,168.0
Sales,293,11.91,328.0
Finance,194,-8.81,177.0
Tech,75,-2.58,73.0
HR,237,6.65,253.0
Sales,211,10.71,234.0
HR,122,14.0,139.0
HR,154,-8.39,141.0
Tech,246,-3.15,238.0
HR,117,3.55,121.0
Finance,296,-2.16,290.0
Tech,46,-2.46,45.0
Sales,256,8.4,278.0
HR,140,18.34,166.0
HR,84,21.0,102.0
Sales,155,21.45,188.0
Finance,196,2.77,201.0
Tech,180,5.97,191.0
Sales,174,11.94,195.0
Sales,89,5.09,94.0
HR,41,24.16,51.0
Finance,9,-7.87,8.0
Tech,283,7.42,304.0
Finance,181,-3.33,175.0
Finance,199,1.26,202.0
Finance,195,15.18,225.0
HR,168,22.64,206.0
HR,39,13.24,44.0
HR,90,14.07,103.0
Sales,73,22.21,89.0
Finance,141,17.4,166.0
Sales,260,-7.51,240.0
Sales,209,14.59,239.0
Tech,114,-3.44,110.0
Finance,123,2.91,127.0
Sales,198,-0.24,198.0
Sales,263,-1.84,258.0
Sales,9,2.61,9.0
Sales,64,-2.93,62.0
Sales,202,-3.07,196.0
Finance,197,6.52,210.0
Sales,101,2.37,103.0
Finance,65,2.24,66.0
HR,74,-6.56,69.0
Finance,167,4.67,175.0
Sales,158,24.13,196.0
HR,125,18.79,148.0
Finance,236,20.27,284.0
HR,263,12.66,296.0
Finance,162,9.62,178.0
Tech,244,6.7,260.0
Finance,11,13.96,13.0
Finance,248,2.51,254.0
Sales,48,7.62,52.0
Finance,119,-9.55,108.0
Finance,11,-3.85,11.0
Tech,125,-5.19,119.0
Sales,148,20.54,178.0
Tech,17,3.82,18.0
Sales,202,-7.1,188.0
Finance,145,23.65,179.0
Tech,43,12.61,48.0
Tech,106,19.54,127.0
HR,141,11.01,157.0
Tech,18,16.03,21.0
Tech,143,4.07,149.0
Tech,85,-0.21,85.0
Finance,65,-5.78,61.0
Sales,156,4.23,163.0
Finance,60,7.41,64.0
Finance,62,14.38,71.0
Tech,92,12.78,104.0
Finance,201,13.91,229.0
Finance,167,4.35,174.0
Tech,123,7.09,132.0
HR,170,24.03,211.0
HR,110,5.88,116.0
HR,198,21.42,240.0
Sales,273,-7.05,254.0
Finance,285,1.88,290.0
Finance,216,17.73,254.0
Sales,136,24.8,170.0
Finance,254,2.22,260.0
HR,72,-4.69,69.0
Finance,125,17.49,147.0
Finance,34,-1.29,34.0
Finance,264,22.6,324.0
Finance,252,10.2,278.0
Finance,142,24.43,177.0
Tech,258,21.36,313.0
HR,70,-4.57,67.0
Sales,9,23.29,11.0
Sales,170,15.09,196.0
Sales,24,22.26,29.0
Tech,270,3.99,281.0
Sales,253,22.53,310.0
Tech,94,8.27,102.0
Tech,233,4.15,243.0
HR,96,5.24,101.0
Tech,93,22.1,114.0
Sales,151,12.46,170.0
HR,57,19.45,68.0
Sales,250,12.24,281.0
HR,89,13.37,101.0
Tech,290,9.83,319.0
Tech,18,-9.14,16.0
HR,256,18.02,302.0
Finance,15,15.08,17.0
Tech,56,12.29,63.0
Finance,69,23.13,85.0
HR,294,3.28,304.0
Tech,84,-4.75,80.0
Finance,247,-7.44,229.0
Sales,251,1.97,256.0
HR,65,15.46,75.0
Finance,285,1.38,289.0
HR,182,16.31,212.0
Tech,187,10.43,207.0
HR,274,23.25,338.0
Tech,226,-6.44,211.0
HR,257,-8.47,235.0
Tech,113,24.51,141.0
Finance,265,10.2,292.0
HR,49,3.94,51.0
Sales,48,-7.49,44.0
Tech,10,-3.87,10.0
Sales,65,18.05,77.0
HR,23,16.17,27.0
Sales,284,23.56,351.0
HR,190,13.48,216.0
Finance,233,1.76,237.0
Finance,228,24.52,284.0
HR,117,10.64,129.0
HR,171,-5.04,162.0
Finance,271,4.62,284.0
HR,57,14.47,65.0
Finance,142,7.33,152.0
Sales,97,-8.33,89.0
HR,197,-3.87,189.0
Tech,131,21.41,159.0
HR,117,0.83,118.0
HR,29,19.48,35.0
Tech,77,7.53,83.0
Tech,185,10.33,204.0
Sales,169,11.57,189.0
Tech,33,3.81,34.0
HR,282,-9.63,255.0
Finance,190,6.36,202.0
Tech,33,12.66,37.0
Tech,246,24.4,306.0
Finance,193,-5.59,182.0
Sales,219,-7.42,203.0
Tech,26,4.39,27.0
HR,76,23.85,94.0
Finance,54,10.97,60.0
Finance,55,3.24,57.0
Finance,225,4.21,234.0
Sales,298,13.2,337.0
Sales,296,24.77,369.0
Tech,140,11.19,156.0
Sales,75,-3.21,73.0
HR,180,15.61,208.0
Finance,215,4.77,225.0
Tech,88,-3.48,85.0
HR,209,11.02,232.0
HR,220,12.71,248.0
Sales,16,17.05,19.0
Sales,55,4.31,57.0
Tech,33,24.56,41.0
Finance,42,13.75,48.0
Sales,45,5.57,48.0
Sales,183,-9.46,166.0
Tech,105,15.09,121.0
Tech,165,6.62,176.0
Tech,7,-5.68,7.0
Sales,294,7.77,317.0
HR,57,0.43,57.0
HR,136,22.96,167.0
HR,141,22.77,173.0
Finance,224,3.71,232.0
Tech,200,17.85,236.0
Tech,186,7.93,201.0
Tech,213,-1.05,211.0
Finance,39,10.38,43.0
HR,200,-4.32,191.0
Finance,152,1.57,154.0
Tech,153,10.2,169.0
Sales,290,23.76,359.0
Finance,73,21.2,88.0
Sales,26,11.27,29.0
Tech,65,-6.68,61.0
Tech,174,8.66,189.0
HR,230,-2.54,224.0
Sales,178,12.86,201.0
HR,154,10.41,170.0
HR,29,21.13,35.0
Sales,105,4.71,110.0
Tech,134,-0.07,134.0
Tech,20,14.62,23.0
HR,100,-1.51,98.0
Finance,141,0.77,142.0
HR,246,7.23,264.0
Sales,143,6.36,152.0
Sales,9,23.97,11.0
Tech,197,6.21,209.0
HR,152,13.2,172.0
Finance,152,-5.02,144.0
Sales,17,7.32,18.0
Tech,206,-1.49,203.0
Sales,147,3.2,152.0
Finance,271,-7.45,251.0
HR,241,-2.05,236.0
HR,66,22.09,81.0
Tech,40,2.59,41.0
Sales,73,0.93,74.0
HR,169,-3.38,163.0
Sales,17,10.61,19.0
Finance,249,-3.27,241.0
Tech,59,18.73,70.0
HR,88,5.1,92.0
Tech,133,20.79,161.0
Tech,299,24.38,372.0
Tech,159,23.52,196.0
Finance,62,0.66,62.0
HR,161,0.1,161.0
HR,162,14.31,185.0
Sales,176,6.95,188.0
Finance,51,2.16,52.0
Tech,170,-2.18,166.0
HR,36,-6.84,34.0
HR,296,8.1,320.0
Sales,230,2.3,235.0
Tech,256,17.25,300.0
HR,80,-7.0,74.0
Tech,31,15.73,36.0
HR,145,1.63,147.0
HR,254,9.29,278.0
HR,142,7.86,153.0
Sales,185,9.18,202.0
Tech,117,15.4,135.0
Sales,60,-4.21,57.0
Finance,160,19.67,191.0
Sales,5,7.2,5.0
Sales,147,13.82,167.0
HR,243,19.73,291.0
Tech,54,-4.5,52.0
Finance,77,-8.99,70.0
HR,251,0.53,252.0
Finance,165,10.3,182.0
HR,230,-0.31,229.0
Sales,113,24.03,140.0
Sales,195,3.41,202.0
Finance,94,-6.86,88.0
Sales,69,14.28,79.0
HR,169,15.18,195.0
HR,28,21.28,34.0
HR,101,2.29,103.0
Sales,136,-5.02,129.0
Finance,200,-7.85,184.0
Tech,13,17.52,15.0
Finance,197,-1.83,193.0
Tech,298,19.15,355.0
HR,264,19.28,315.0
Tech,209,-4.97,199.0
HR,64,1.96,65.0
Sales,137,23.59,169.0
Finance,226,-6.25,212.0
Sales,158,-5.86,149.0
Tech,91,4.82,95.0
Sales,154,-5.23,146.0
Sales,147,21.93,179.0
Finance,224,17.35,263.0
HR,20,7.53,22.0
Finance,218,8.63,237.0
Tech,94,7.14,101.0
HR,100,19.51,120.0
HR,295,1.23,299.0
Tech,87,15.14,100.0
HR,12,-1.94,12.0
HR,11,21.49,13.0
HR,104,6.86,111.0
Finance,87,14.05,99.0
Finance,169,-8.36,155.0
HR,201,-0.39,200.0
Finance,126,7.28,135.0
Finance,108,-4.57,103.0
HR,139,-6.81,130.0
Finance,108,1.45,110.0
Finance,220,18.1,260.0
Sales,117,-5.85,110.0
Tech,76,22.75,93.0
Tech,271,-3.05,263.0
Sales,108,2.02,110.0
Sales,50,3.8,52.0
HR,239,-0.23,238.0
Tech,188,8.97,205.0
HR,137,3.55,142.0
HR,36,10.83,40.0
HR,187,-1.66,184.0
Finance,29,7.19,31.0
Tech,213,22.98,262.0
HR,197,2.81,203.0
HR,16,18.68,19.0
Sales,214,-1.76,210.0
HR,215,3.63,223.0
Sales,98,1.26,99.0
Sales,232,22.48,284.0
Finance,143,1.86,146.0
Tech,35,22.76,43.0
Sales,182,8.41,197.0
HR,235,15.04,270.0
Finance,143,22.29,175.0
Finance,46,16.4,54.0
Finance,169,6.43,180.0
Tech,193,16.67,225.0
Sales,206,4.35,215.0
Tech,161,2.74,165.0
Tech,298,8.89,324.0
Sales,200,-0.93,198.0
Tech,267,9.04,291.0
Sales,135,-7.1,125.0
Sales,41,14.48,47.0
HR,98,-6.57,92.0
Finance,13,13.4,15.0
Sales,169,19.56,202.0
HR,263,-7.12,244.0
HR,211,1.56,214.0
Finance,198,-8.46,181.0
Tech,172,2.11,176.0
Finance,256,2.41,262.0
Finance,88,-0.29,88.0
HR,42,-0.74,42.0
Tech,282,-6.87,263.0
Finance,204,7.98,220.0
Tech,185,12.81,209.0
HR,208,4.0,216.0
Tech,14,23.93,17.0
Tech,236,17.64,278.0
Finance,292,20.04,351.0
Tech,251,14.43,287.0
HR,159,-8.98,145.0
HR,114,6.63,122.0
HR,139,20.61,168.0
HR,111,7.41,119.0
Sales,29,16.82,34.0
Finance,160,5.25,168.0
HR,71,19.74,85.0
HR,144,-3.87,138.0
Finance,77,17.34,90.0
Sales,181,16.65,211.0
Finance,293,0.05,293.0
Tech,257,7.19,275.0
Tech,223,5.7,236.0
Finance,194,5.49,205.0
HR,113,12.22,127.0
Tech,211,21.11,256.0
Sales,42,5.66,44.0
Tech,84,9.57,92.0
HR,158,8.47,171.0
Sales,207,13.33,235.0
Sales,65,-2.13,64.0
Tech,226,9.92,248.0
HR,11,18.97,13.0
Finance,32,24.2,40.0
Tech,173,19.23,206.0
HR,269,7.25,289.0
Finance,70,-2.59,68.0
Sales,88,-9.1,80.0
Sales,247,8.88,269.0
Sales,17,-5.77,16.0
