employee_id,training_hours,pre_training_score,post_training_score,skill_improvement
14652,71,55,97,42
56178,78,78,97,19
4293,17,51,98,47
52684,101,71,76,5
17541,98,77,89,12
10611,79,52,60,8
42699,119,53,95,42
30877,6,55,85,30
42926,44,70,66,-4
48811,39,79,86,7
38918,11,62,95,33
361,37,73,69,-4
54732,1,72,72,0
66079,32,63,68,5
59341,97,41,70,29
20006,107,70,89,19
52178,41,52,64,12
3059,97,46,84,38
2615,117,51,60,9
41912,33,46,92,46
54404,100,66,60,-6
51751,95,60,98,38
35860,106,55,65,10
30769,26,51,83,32
9049,41,75,79,4
15957,90,45,96,51
57106,69,65,77,12
43978,47,49,78,29
8905,72,72,66,-6
43319,28,59,83,24
60198,28,76,71,-5
58544,33,43,65,22
2420,62,75,84,9
47016,44,68,85,17
59569,30,64,62,-2
37702,78,54,76,22
46638,118,61,91,30
12735,31,52,67,15
33094,100,73,61,-12
16955,109,58,95,37
45275,74,61,80,19
43016,38,75,90,15
6799,119,79,83,4
33792,103,46,91,45
24030,112,57,71,14
26133,10,54,60,6
34098,54,64,63,-1
65783,76,60,86,26
18668,24,59,99,40
15753,45,62,66,4
8521,55,65,85,20
62503,6,52,88,36
32158,8,70,78,8
67745,117,59,64,5
3312,19,45,74,29
49574,27,49,93,44
68069,105,44,85,41
20146,63,67,68,1
31829,4,46,83,37
6673,40,46,87,41
59361,27,74,86,12
16457,48,76,92,16
9541,12,52,88,36
22220,47,63,61,-2
31401,44,70,76,6
33759,41,73,71,-2
49501,44,71,87,16
10769,93,48,78,30
16,55,44,65,21
34051,58,67,92,25
43264,18,70,89,19
65906,34,52,65,13
53113,61,56,70,14
49874,86,64,94,30
35638,24,56,87,31
9062,32,67,80,13
62417,110,40,62,22
30986,112,51,74,23
18742,96,70,80,10
64698,33,75,97,22
57957,22,78,92,14
35372,117,54,60,6
56218,55,43,93,50
65641,84,67,66,-1
57479,7,47,91,44
32141,77,41,81,40
26013,113,63,92,29
23734,28,42,99,57
37889,54,41,89,48
3674,68,47,62,15
18165,98,60,96,36
68760,89,54,65,11
33843,26,46,66,20
69553,37,51,67,16
37124,58,47,85,38
3754,87,46,70,24
33575,98,45,92,47
24175,25,47,88,41
29493,63,76,92,16
51013,49,58,71,13
57141,82,55,94,39
11937,14,77,86,9
64551,97,50,88,38
49817,20,72,88,16
57621,33,42,77,35
15470,63,67,71,4
11400,42,64,83,19
24975,91,52,98,46
8939,115,74,76,2
39185,12,40,89,49
9139,79,59,63,4
43138,21,73,87,14
61542,111,72,92,20
47619,77,45,80,35
11452,16,73,79,6
60942,21,49,81,32
16828,57,58,83,25
29086,5,62,62,0
41389,75,49,81,32
16612,43,58,97,39
50902,40,54,66,12
45302,82,66,66,0
44005,118,70,65,-5
62995,97,51,98,47
35344,13,46,67,21
9780,53,43,88,45
51411,89,72,74,2
37570,103,69,74,5
69736,20,41,60,19
30521,9,60,62,2
26448,35,40,66,26
52892,93,41,62,21
54459,82,57,95,38
12279,14,70,80,10
12597,30,68,60,-8
25631,59,63,97,34
31008,95,69,79,10
43527,84,54,60,6
2664,47,77,76,-1
31428,67,62,71,9
20248,20,63,97,34
35435,32,75,71,-4
53199,112,57,70,13
58124,34,52,97,45
69650,56,43,67,24
11640,27,45,92,47
45451,46,63,70,7
66112,27,74,91,17
44876,54,69,85,16
55147,70,46,80,34
66916,60,78,61,-17
46757,112,79,86,7
30943,86,70,61,-9
54961,0,60,88,28
35659,10,52,68,16
63923,107,43,95,52
16168,98,71,80,9
17433,89,60,99,39
2834,53,51,60,9
57880,84,42,92,50
51568,3,64,70,6
32022,38,73,73,0
36160,76,74,93,19
6186,57,52,91,39
54630,35,48,86,38
6171,84,62,63,1
64574,40,46,89,43
54565,43,59,83,24
13722,97,52,95,43
48755,119,64,77,13
35892,57,79,94,15
20212,19,74,70,-4
2655,51,48,81,33
60185,36,59,93,34
48008,2,71,81,10
64706,29,63,88,25
11830,101,75,71,-4
49173,66,59,97,38
50753,11,40,60,20
46279,116,57,66,9
24285,28,65,92,27
49686,108,70,82,12
37349,23,65,67,2
65765,115,75,65,-10
27086,97,52,78,26
29451,37,41,89,48
37222,48,75,86,11
59546,46,51,84,33
32134,86,46,87,41
23372,0,48,88,40
49390,1,68,88,20
5808,65,55,83,28
35884,87,65,89,24
36130,41,41,61,20
42181,119,67,95,28
28222,23,61,90,29
16227,48,50,66,16
47949,101,48,95,47
45682,47,49,73,24
26513,20,67,64,-3
32219,47,56,77,21
33986,111,56,75,19
48897,114,47,68,21
3489,61,73,87,14
52701,62,77,94,17
31689,9,56,86,30
3006,54,42,76,34
3491,44,57,62,5
7312,118,43,92,49
23541,24,67,99,32
6788,104,69,86,17
64592,68,63,97,34
25070,110,52,75,23
33402,37,70,91,21
41765,87,52,91,39
10680,17,75,74,-1
4710,88,67,65,-2
18914,84,73,62,-11
961,1,41,81,40
43387,107,68,82,14
26454,69,40,69,29
21908,109,72,85,13
9302,106,66,76,10
37426,92,69,96,27
39030,63,71,82,11
50316,75,61,91,30
30960,90,72,80,8
13944,60,42,76,34
53765,78,65,62,-3
59064,13,41,60,19
14441,94,68,84,16
65467,106,63,96,33
44493,17,69,66,-3
66201,67,61,97,36
31778,21,58,68,10
64004,94,46,75,29
18295,108,61,90,29
58135,11,79,76,-3
20911,7,52,86,34
44939,94,56,70,14
36289,56,60,72,12
49735,14,74,82,8
14978,48,72,64,-8
65073,3,42,76,34
22104,35,43,88,45
43544,111,70,90,20
57989,4,58,83,25
33665,48,40,98,58
14896,39,50,74,24
21148,38,55,96,41
10926,117,72,85,13
4300,65,46,76,30
58443,15,63,90,27
31039,78,70,69,-1
11494,32,78,74,-4
57002,109,76,86,10
30658,61,41,63,22
59392,22,70,78,8
9243,52,71,80,9
39066,26,51,77,26
53315,32,67,72,5
21016,40,59,93,34
65132,23,73,95,22
22699,93,44,84,40
8440,102,71,70,-1
53498,109,62,73,11
30231,31,61,95,34
28474,35,49,65,16
21636,31,60,81,21
27059,73,51,60,9
28773,67,60,73,13
4485,14,68,89,21
3220,96,76,61,-15
57938,97,78,72,-6
5971,10,48,62,14
34789,67,58,79,21
63125,21,65,97,32
45805,38,40,61,21
25090,43,67,72,5
52593,94,74,98,24
27640,55,71,77,6
65264,50,43,72,29
46186,44,76,86,10
3899,60,41,73,32
35731,36,54,78,24
37139,18,40,75,35
55626,97,49,81,32
49405,96,79,76,-3
60228,76,41,68,27
57279,54,66,83,17
39524,66,52,66,14
56308,118,68,71,3
42548,87,65,84,19
60249,20,51,66,15
18432,107,63,86,23
61872,7,53,69,16
45310,88,78,67,-11
29692,24,66,75,9
55639,88,56,66,10
36444,93,49,64,15
27740,103,71,94,23
64359,75,48,66,18
28539,80,57,67,10
8304,61,70,75,5
67018,115,61,87,26
16578,54,69,96,27
39414,56,62,71,9
59556,16,50,92,42
1455,6,65,71,6
40662,84,58,93,35
49836,29,63,91,28
2909,12,73,71,-2
30815,51,52,72,20
8156,112,48,79,31
14266,99,46,84,38
51963,117,50,78,28
69430,101,44,82,38
52424,86,75,68,-7
7911,17,41,98,57
23561,78,75,71,-4
67183,57,55,94,39
54935,17,65,63,-2
11396,27,41,77,36
25266,93,67,69,2
7610,0,71,76,5
21108,78,73,75,2
18466,18,75,80,5
66662,35,43,66,23
68213,68,75,68,-7
57144,27,41,98,57
51815,116,64,64,0
49645,42,44,88,44
32102,19,61,94,33
13837,24,58,83,25
111,81,41,61,20
31822,28,56,68,12
50622,39,42,69,27
69577,40,41,94,53
57451,96,44,66,22
29064,89,78,79,1
19159,60,67,97,30
8017,34,73,62,-11
56800,76,77,92,15
22267,77,55,90,35
27153,1,42,99,57
26845,13,74,65,-9
45462,26,53,84,31
39008,17,47,74,27
37056,84,73,88,15
12351,6,60,86,26
50473,113,40,60,20
53412,40,60,83,23
31074,57,67,85,18
41896,93,64,82,18
61020,86,50,75,25
46626,77,58,99,41
18095,4,69,74,5
44224,107,75,98,23
25890,32,71,60,-11
1492,109,60,97,37
67029,37,69,97,28
53845,16,69,73,4
34894,51,42,94,52
31840,57,77,73,-4
49980,31,66,99,33
55587,68,66,99,33
42310,92,55,89,34
3032,106,44,94,50
40502,3,56,93,37
39017,66,64,91,27
38833,39,75,70,-5
19405,45,74,81,7
25722,101,57,60,3
45427,113,42,84,42
7407,10,69,85,16
64122,74,55,89,34
4675,53,44,62,18
20010,11,56,72,16
32214,91,49,64,15
16784,44,62,60,-2
26614,63,74,97,23
4641,3,47,83,36
50831,51,72,86,14
1390,83,50,70,20
64719,69,76,62,-14
57304,16,78,66,-12
37791,118,46,82,36
50385,36,51,73,22
25102,11,51,91,40
46505,61,78,81,3
20579,59,74,79,5
20547,36,57,99,42
54259,48,43,99,56
68208,76,79,81,2
38389,11,70,61,-9
63685,80,75,92,17
43024,89,46,84,38
20197,111,71,91,20
24114,71,72,74,2
60787,3,60,60,0
13762,7,41,76,35
63235,5,57,68,11
44231,34,52,67,15
17245,93,74,68,-6
55637,108,73,93,20
68239,83,51,76,25
62380,41,66,70,4
69135,21,79,84,5
62680,103,53,60,7
1724,112,53,80,27
56995,2,55,92,37
2762,0,76,91,15
34325,11,68,66,-2
10655,4,54,94,40
18504,102,78,97,19
11438,41,74,76,2
41811,41,65,79,14
50842,27,67,83,16
46988,7,52,60,8
60167,23,73,99,26
8367,107,64,60,-4
32816,100,59,70,11
21919,79,47,99,52
35069,24,43,67,24
7913,26,66,99,33
21901,44,44,97,53
35629,76,66,69,3
61016,68,55,80,25
15569,88,67,68,1
4819,29,53,86,33
23518,102,78,77,-1
40792,8,53,68,15
10328,74,73,88,15
7592,85,79,89,10
32882,28,78,78,0
63379,87,79,78,-1
2846,2,45,92,47
69222,79,48,95,47
48447,55,70,61,-9
20453,97,76,63,-13
39298,0,63,86,23
3935,113,70,98,28
10171,14,55,96,41
25147,67,79,76,-3
4071,30,48,83,35
27674,42,67,61,-6
44017,76,68,72,4
780,49,72,77,5
1093,11,69,91,22
30424,91,43,98,55
39191,9,54,90,36
27141,88,74,68,-6
12885,61,44,61,17
22177,113,61,69,8
59373,24,44,92,48
35100,108,63,72,9
4007,78,40,69,29
11421,82,79,96,17
30170,17,68,86,18
3144,47,73,89,16
40940,50,45,65,20
47170,17,45,84,39
39634,4,60,89,29
68702,3,43,65,22
6163,63,59,60,1
12108,115,46,71,25
49020,115,70,60,-10
58078,118,44,99,55
67050,52,51,77,26
67703,89,57,74,17
61861,50,66,75,9
42738,109,57,66,9
66494,118,76,98,22
67895,43,57,74,17
53639,28,51,85,34
67449,68,55,72,17
56809,0,65,64,-1
16444,77,55,75,20
8460,93,54,70,16
38323,81,76,66,-10
41725,5,58,85,27
44639,50,52,83,31
4823,119,47,92,45
21669,59,78,75,-3
21542,42,67,74,7
23534,111,44,67,23
32938,43,57,60,3
18705,102,42,77,35
54853,67,78,70,-8
53754,85,64,96,32
67175,9,64,72,8
35282,94,79,88,9
3745,97,44,74,30
33410,58,41,75,34
764,81,50,73,23
10235,105,47,95,48
30901,39,50,98,48
21360,109,52,61,9
60392,117,51,97,46
39298,71,43,82,39
46326,60,76,67,-9
35898,98,63,79,16
40992,38,44,84,40
68824,118,75,64,-11
31859,44,57,75,18
29710,63,69,60,-9
54777,48,43,68,25
15653,29,61,92,31
67117,29,64,89,25
59735,54,55,74,19
13597,19,62,78,16
47089,118,70,64,-6
32246,80,58,76,18
4824,55,49,66,17
13792,100,69,60,-9
23322,25,59,76,17
13757,91,61,60,-1
18907,112,47,82,35
59103,80,63,74,11
64926,57,75,93,18
19750,85,78,79,1
60589,20,72,94,22
44905,102,66,86,20
18620,28,51,82,31
7354,5,60,69,9
57450,5,79,91,12
29210,118,42,64,22
5704,31,60,98,38
57688,101,55,67,12
21132,18,74,91,17
48378,29,63,72,9
55789,84,44,93,49
11989,14,54,95,41
30134,45,64,61,-3
61248,102,73,66,-7
8441,117,53,77,24
52669,117,55,70,15
13977,79,52,61,9
37985,93,74,89,15
1237,3,41,70,29
51859,66,52,64,12
68760,48,50,75,25
34764,28,57,62,5
26551,50,57,89,32
48927,23,47,65,18
13685,15,63,86,23
13692,61,40,95,55
34562,5,74,89,15
30048,40,51,72,21
49120,94,76,90,14
26967,50,46,66,20
22951,108,47,68,21
3288,79,66,81,15
66606,2,42,78,36
10350,5,57,67,10
50411,8,56,76,20
66002,103,79,89,10
61476,21,53,79,26
47428,109,56,84,28
31636,19,57,71,14
21503,30,68,93,25
69642,31,40,65,25
15455,54,76,97,21
30379,93,53,94,41
11977,71,44,95,51
44305,104,54,96,42
17411,64,55,64,9
16723,83,63,80,17
48845,74,50,65,15
61996,75,40,68,28
45924,62,70,90,20
62404,39,59,60,1
31815,98,68,96,28
35464,104,77,60,-17
54641,106,41,68,27
9083,102,74,63,-11
11212,50,68,89,21
16360,24,56,62,6
30959,82,78,88,10
51289,79,47,93,46
14686,107,68,62,-6
62713,83,71,91,20
42005,13,41,98,57
36720,82,66,91,25
37762,118,74,72,-2
40610,49,56,66,10
17014,20,52,99,47
7045,86,74,62,-12
8762,55,77,61,-16
31574,23,74,60,-14
26391,47,49,85,36
38385,25,62,83,21
67901,13,79,69,-10
47301,49,55,63,8
2730,114,76,86,10
12544,73,57,64,7
17244,26,43,81,38
67440,1,64,82,18
11900,14,54,86,32
38351,23,70,99,29
52040,102,53,73,20
19239,25,52,99,47
36697,47,53,65,12
3087,104,59,80,21
24259,2,60,73,13
66683,43,43,80,37
31533,17,64,85,21
14160,28,67,72,5
27709,109,41,80,39
17423,93,71,69,-2
8389,56,46,88,42
8958,12,51,85,34
39819,88,77,74,-3
43617,87,62,64,2
9864,75,79,82,3
28744,62,48,69,21
31723,12,72,97,25
27669,96,52,95,43
2101,78,54,64,10
11291,107,68,89,21
44904,90,68,90,22
58412,63,64,95,31
11701,78,62,75,13
49574,112,75,60,-15
47116,83,41,90,49
62070,23,76,68,-8
61810,74,63,83,20
14630,24,70,80,10
30717,90,73,82,9
9205,79,51,86,35
42788,6,43,75,32
3809,98,61,73,12
38875,58,56,79,23
40244,69,74,89,15
46839,78,47,91,44
54016,110,48,91,43
18336,63,47,75,28
69422,83,57,95,38
28611,4,61,84,23
16876,61,58,68,10
54354,9,53,62,9
35829,103,68,76,8
29347,86,50,96,46
45223,93,76,66,-10
13613,87,65,98,33
52405,109,43,97,54
17474,115,46,94,48
22905,45,78,78,0
66288,84,60,96,36
21488,108,60,94,34
5020,70,78,90,12
46546,101,40,71,31
59615,58,45,62,17
33730,59,61,85,24
62126,79,53,81,28
25211,8,41,76,35
38130,117,57,70,13
51332,118,44,65,21
67892,77,45,84,39
52709,45,78,99,21
41202,75,61,83,22
23530,106,46,70,24
14418,67,69,75,6
2664,93,72,69,-3
51619,9,46,75,29
16451,38,63,80,17
10739,82,43,70,27
69836,49,53,62,9
38930,38,55,63,8
40755,37,57,65,8
59654,111,56,97,41
5372,24,75,64,-11
9462,5,72,92,20
55527,0,57,85,28
67404,14,54,74,20
17467,101,50,83,33
19859,113,52,82,30
1308,6,50,67,17
10623,5,45,90,45
13730,7,60,69,9
59267,6,73,96,23
11997,63,71,93,22
61699,104,72,71,-1
66479,41,57,85,28
34114,88,69,64,-5
61688,30,55,96,41
22056,13,52,88,36
37551,59,69,73,4
39371,113,40,83,43
55966,84,50,98,48
40352,112,45,73,28
45422,54,67,80,13
29389,97,49,69,20
43281,10,75,85,10
10636,5,61,71,10
42626,0,48,99,51
44828,52,53,75,22
48954,15,65,90,25
21527,109,51,88,37
18101,1,63,89,26
5413,119,71,84,13
54609,7,78,97,19
44199,101,40,68,28
3698,47,52,74,22
9281,90,64,76,12
44793,43,77,84,7
29270,10,64,88,24
43580,108,55,68,13
55088,11,41,78,37
52295,52,58,64,6
66795,13,44,95,51
47549,81,71,66,-5
20852,8,72,95,23
25021,41,47,60,13
30054,32,79,67,-12
42367,7,78,81,3
61254,102,78,79,1
9441,48,48,70,22
41859,84,40,95,55
47320,75,52,96,44
29420,110,53,98,45
25476,118,61,61,0
27224,50,68,70,2
56150,8,58,98,40
39969,117,61,77,16
44073,113,50,62,12
68463,15,72,68,-4
53192,108,51,81,30
26530,47,77,91,14
55967,69,61,63,2
14381,23,75,85,10
49169,56,65,85,20
43873,102,60,70,10
35147,86,56,88,32
69125,109,76,77,1
56049,63,60,62,2
6690,7,48,99,51
10029,102,67,81,14
2287,115,79,94,15
4788,86,41,98,57
30384,12,58,94,36
55977,6,51,77,26
16223,12,52,95,43
62845,57,77,77,0
51918,77,50,70,20
66891,10,75,61,-14
21673,20,45,61,16
46251,99,55,92,37
15119,91,55,66,11
41695,61,77,62,-15
64014,80,54,88,34
32653,19,45,72,27
64644,57,40,71,31
5664,42,74,60,-14
67411,51,64,60,-4
25074,90,40,81,41
8814,67,78,64,-14
37592,26,60,71,11
28488,28,41,61,20
62266,36,51,89,38
39530,10,42,74,32
10727,42,73,91,18
55599,16,74,74,0
50671,85,69,80,11
5298,88,55,71,16
8156,68,76,87,11
61652,13,53,72,19
29966,81,71,93,22
348,104,49,87,38
63900,17,48,97,49
21216,39,64,83,19
7459,107,70,94,24
31213,105,53,98,45
59337,86,75,63,-12
20760,31,69,69,0
7763,32,43,72,29
43516,60,43,90,47
22197,34,57,69,12
31316,114,49,67,18
61126,79,64,87,23
41195,107,65,86,21
51029,46,56,72,16
2719,4,68,76,8
68131,3,69,68,-1
69677,89,40,63,23
64709,52,49,76,27
30468,18,69,83,14
39460,8,74,72,-2
38168,51,53,85,32
56647,110,49,95,46
1907,3,63,76,13
4742,77,54,70,16
34095,56,51,93,42
5068,76,58,91,33
2522,42,54,97,43
9132,57,44,62,18
54849,90,53,62,9
56647,64,77,65,-12
59758,109,66,95,29
884,56,50,73,23
61857,95,67,79,12
29563,87,72,86,14
65910,95,46,62,16
61091,38,40,66,26
58358,37,71,96,25
2183,70,50,78,28
43949,70,49,70,21
58239,95,47,85,38
60066,100,68,93,25
48493,75,40,96,56
42621,35,68,64,-4
29611,48,67,85,18
4153,83,60,87,27
14335,84,56,69,13
28078,22,68,83,15
8895,81,62,87,25
31722,48,50,71,21
17096,30,43,72,29
27188,79,63,67,4
65467,67,45,85,40
15190,48,60,89,29
57099,45,56,86,30
57098,33,61,62,1
59726,103,69,70,1
59095,58,41,94,53
60696,58,64,60,-4
37405,88,61,73,12
45492,15,46,66,20
41163,39,63,75,12
68769,94,54,87,33
68842,4,64,76,12
15594,70,60,68,8
8205,114,47,91,44
62980,40,40,77,37
25963,72,71,76,5
50760,77,61,88,27
19455,46,54,72,18
8144,116,65,91,26
58965,27,69,93,24
26547,19,66,68,2
41343,88,63,62,-1
19580,86,63,75,12
56248,3,40,85,45
67913,77,62,62,0
14242,70,72,74,2
29585,111,75,63,-12
43343,117,60,64,4
35768,21,56,69,13
55192,91,60,84,24
57435,14,70,77,7
46374,35,65,80,15
39095,117,70,99,29
45173,60,46,64,18
47788,10,69,72,3
62116,103,63,77,14
43077,25,70,99,29
48956,31,64,98,34
46829,29,58,84,26
42870,87,58,72,14
44908,23,41,78,37
55471,37,42,76,34
19490,82,68,60,-8
19000,61,53,89,36
26031,107,77,84,7
9185,105,67,78,11
6990,101,59,73,14
3543,69,57,60,3
20947,55,54,94,40
21474,7,52,81,29
29651,91,66,93,27
13446,35,72,88,16
3185,25,69,95,26
647,72,77,99,22
44226,106,51,93,42
21514,81,66,84,18
15249,82,75,64,-11
1947,98,66,76,10
6420,29,68,65,-3
40943,113,42,86,44
6855,105,72,64,-8
43641,83,67,86,19
38793,108,41,60,19
1590,71,78,83,5
29670,86,60,72,12
27410,104,68,72,4
21661,53,79,61,-18
65463,41,42,81,39
41108,103,59,87,28
42883,14,48,92,44
35599,50,46,62,16
1657,102,75,62,-13
43428,113,66,69,3
66414,29,53,65,12
15189,16,54,91,37
7854,38,60,70,10
95,88,72,77,5
52606,85,69,96,27
1696,32,52,79,27
66440,10,40,90,50
50201,76,63,68,5
5310,75,56,64,8
5284,107,54,91,37
62477,70,52,78,26
34300,100,57,78,21
54338,105,79,86,7
16761,21,56,95,39
10617,21,49,98,49
17573,92,43,68,25
21375,8,70,68,-2
22637,26,72,90,18
35141,47,78,74,-4
39199,119,46,74,28
55022,74,63,97,34
53438,52,48,73,25
32597,102,61,66,5
20581,26,73,70,-3
57093,25,59,72,13
58434,69,41,65,24
61887,13,64,63,-1
47081,48,67,81,14
36906,99,73,88,15
32339,55,55,66,11
21494,20,55,71,16
24998,18,65,83,18
20843,1,45,95,50
65894,88,63,95,32
32151,63,78,85,7
43037,69,56,85,29
7632,108,79,83,4
2511,100,54,61,7
11722,59,55,77,22
6560,88,44,62,18
19302,65,50,80,30
59808,26,69,84,15
29402,42,76,74,-2
41697,4,40,73,33
26152,98,78,80,2
41229,104,68,75,7
33635,59,73,81,8
38059,103,67,75,8
7828,119,64,74,10
35987,59,52,62,10
51505,98,74,70,-4
29816,3,52,80,28
16749,117,40,91,51
50698,38,56,70,14
64106,99,58,90,32
40987,99,51,79,28
24589,29,53,94,41
3971,73,40,72,32
29258,82,59,75,16
32763,87,79,79,0
36561,74,73,65,-8
62017,64,59,88,29
18679,64,48,71,23
65793,18,46,89,43
12365,68,46,64,18
68340,88,43,99,56
65228,18,71,91,20
37618,54,79,81,2
25559,40,70,77,7
60624,40,65,88,23
20349,17,76,84,8
24852,95,58,65,7
17816,61,64,75,11
60227,42,70,75,5
66484,99,72,97,25
26151,93,76,82,6
17399,50,53,77,24
36414,93,59,84,25
10427,84,79,69,-10
25234,10,57,71,14
11439,106,65,71,6
4144,65,67,73,6
4486,57,54,79,25
3463,50,59,67,8
39676,109,78,62,-16
24158,70,73,85,12
44346,115,60,72,12
66373,85,49,87,38
45170,69,78,94,16
5083,78,67,97,30
59786,91,77,88,11
13523,111,78,82,4
47556,68,57,77,20
34837,77,51,73,22
23476,104,75,76,1
10745,34,77,94,17
1195,84,70,82,12
8835,88,54,70,16
11126,44,68,82,14
59959,26,75,76,1
18692,45,57,96,39
18796,80,40,91,51
47652,47,78,93,15
40206,94,52,68,16
10325,38,66,77,11
33659,28,69,95,26
68982,80,42,99,57
3260,3,45,82,37
11631,84,50,66,16
16891,12,70,87,17
5111,82,51,66,15
7277,118,75,88,13
10458,52,65,75,10
59334,14,62,79,17
39440,60,42,78,36
66521,118,57,72,15
51592,29,51,69,18
25796,1,41,63,22
30925,100,79,76,-3
12191,91,66,92,26
32140,27,51,66,15
55327,63,41,70,29
48416,75,51,68,17
6324,21,65,62,-3
34187,89,68,71,3
55689,20,62,67,5
4041,56,71,67,-4
36206,73,79,94,15
52400,66,58,73,15
43773,8,44,92,48
7182,75,73,93,20
57392,34,45,72,27
58569,33,66,96,30
61001,51,47,98,51
33713,22,76,63,-13
26155,96,72,67,-5
52806,62,56,92,36
18917,11,60,69,9
37622,14,43,65,22
48950,33,60,95,35
44532,42,48,76,28
36365,87,64,97,33
11488,20,75,95,20
11244,15,42,78,36
9383,88,70,80,10
31654,114,53,73,20
42305,36,58,69,11
63397,67,61,86,25
51888,11,55,75,20
65930,65,68,84,16
5097,59,47,76,29
36004,83,59,81,22
2067,105,45,86,41
11475,5,78,71,-7
27987,118,67,60,-7
30059,75,64,60,-4
9379,49,70,74,4
257,86,68,82,14
59513,38,71,78,7
13460,81,46,89,43
57859,84,71,62,-9
46372,115,51,89,38
4611,111,59,89,30
31742,52,63,82,19
8985,118,40,68,28
18378,103,62,73,11
69150,107,41,67,26
65792,26,57,97,40
37658,5,52,92,40
9202,119,66,69,3
19696,51,79,87,8
36768,8,69,74,5
46990,117,67,66,-1
64561,104,46,97,51
14586,44,45,63,18
54760,105,42,72,30
51320,45,76,88,12
68551,46,61,89,28
3165,73,64,72,8
14316,72,69,60,-9
15497,114,67,60,-7
23214,27,70,92,22
15060,87,59,83,24
4425,116,65,85,20
60392,109,59,72,13
25305,64,55,78,23
7480,96,76,69,-7
34600,1,65,61,-4
3260,108,58,65,7
27484,83,79,90,11
51469,26,68,68,0
52669,118,79,82,3
43067,94,43,77,34
25202,74,76,72,-4
47535,68,42,83,41
58675,11,43,65,22
11450,75,73,62,-11
17580,29,65,94,29
60343,90,68,61,-7
68253,88,66,83,17
66304,110,68,84,16
20347,36,78,97,19
35163,47,59,81,22
27929,97,72,83,11
3492,65,47,66,19
51302,19,71,61,-10
14051,106,60,84,24
33453,37,75,61,-14
68989,95,48,96,48
39961,24,66,91,25
26230,118,41,73,32
59184,69,54,95,41
17186,89,61,86,25
12936,61,57,70,13
31356,107,79,84,5
39271,61,65,92,27
52991,7,54,84,30
17900,10,71,80,9
26687,47,41,70,29
18244,108,57,66,9
59016,55,78,73,-5
48465,45,75,84,9
36002,24,62,92,30
4032,119,69,64,-5
53997,100,68,72,4
49289,3,50,68,18
52854,55,50,97,47
63437,47,79,70,-9
13752,62,45,62,17
45337,13,76,84,8
65947,101,63,93,30
25889,5,79,89,10
38464,74,71,74,3
64209,29,43,82,39
42864,20,54,74,20
10400,86,65,62,-3
20098,64,46,90,44
41044,32,52,73,21
16336,57,59,98,39
40731,14,65,80,15
17174,11,75,85,10
13518,20,56,80,24
26806,101,46,67,21
65411,106,54,90,36
2835,24,58,86,28
29830,111,79,78,-1
69889,107,75,85,10
11402,65,70,93,23
68497,22,54,69,15
21915,102,55,95,40
47977,77,75,76,1
40787,33,61,79,18
45460,105,54,69,15
64073,9,45,60,15
36748,114,74,89,15
8212,113,71,65,-6
64703,91,68,92,24
48841,116,76,85,9
69746,96,65,69,4
1864,116,68,93,25
19576,24,62,75,13
7050,0,70,85,15
24646,86,71,72,1
65628,86,79,94,15
35497,54,68,90,22
6449,23,45,77,32
8975,106,61,78,17
36473,103,75,88,13
20825,31,61,62,1
24745,104,77,69,-8
7912,11,57,86,29
4201,32,59,73,14
40103,15,48,74,26
40820,83,51,74,23
53261,118,56,86,30
34844,10,52,63,11
26775,92,52,83,31
46094,95,70,97,27
61113,61,61,89,28
15784,42,62,62,0
40695,48,40,67,27
68467,25,77,97,20
14671,31,65,90,25
18482,90,74,89,15
51327,30,63,90,27
52047,11,40,64,24
39710,69,79,91,12
48441,113,53,63,10
64826,81,57,89,32
24575,37,47,66,19
56460,89,70,96,26
31720,56,40,99,59
57796,101,52,94,42
11835,38,54,91,37
52934,43,40,88,48
45213,1,71,79,8
54606,67,64,85,21
68310,105,78,96,18
3733,84,43,95,52
9592,31,50,97,47
49378,27,51,78,27
50591,31,73,73,0
1515,110,62,80,18
69692,83,71,65,-6
33618,8,66,72,6
15036,105,67,73,6
64655,36,50,71,21
65091,109,74,70,-4
2110,81,40,63,23
187,43,73,86,13
41633,81,55,78,23
36451,13,79,93,14
4850,78,76,71,-5
10124,72,76,88,12
65104,48,63,90,27
40893,4,44,99,55
11318,14,56,83,27
59154,61,68,88,20
57035,56,56,82,26
52498,59,69,88,19
64323,48,76,77,1
62095,12,65,84,19
56554,47,62,82,20
60438,114,54,77,23
66080,14,77,60,-17
47041,2,57,75,18
22861,14,42,76,34
32923,55,62,82,20
63898,98,48,71,23
34106,18,73,79,6
17654,114,41,65,24
2120,117,65,79,14
26202,65,79,97,18
418,58,79,82,3
36270,82,58,68,10
42526,74,49,96,47
64212,88,62,78,16
54348,32,55,80,25
14417,101,52,99,47
15295,98,70,78,8
17276,91,71,65,-6
21122,40,44,73,29
18100,10,49,77,28
27754,7,50,63,13
45150,69,76,90,14
45674,31,73,66,-7
62661,90,75,87,12
54903,108,76,97,21
55211,3,46,70,24
1093,98,77,64,-13
33229,26,74,72,-2
10090,4,53,74,21
9937,29,66,60,-6
35733,45,73,77,4
22067,112,46,63,17
34320,31,75,89,14
6142,33,53,90,37
49267,105,48,99,51
41548,97,67,87,20
65574,3,59,90,31
58286,42,58,69,11
14235,101,40,64,24
14492,85,79,95,16
69969,70,48,82,34
14187,81,76,77,1
