employee_id,remote_days_per_month,performance_score,work_life_balance_score,remote_suitability
70451,19,54,3,Low
1137,10,89,2,Low
88583,21,79,4,High
68171,21,96,5,High
51999,11,85,5,High
10004,8,56,4,Low
24067,7,55,1,Low
88825,12,52,5,Low
74369,10,76,1,Low
70407,3,81,1,Low
41305,21,80,4,High
54672,15,63,1,Low
76779,14,50,3,Low
68148,12,60,4,Low
74267,6,91,3,Low
47977,14,99,3,Low
58175,20,52,2,Low
11539,10,74,5,High
762,14,78,4,High
38847,20,54,1,Low
65157,8,79,1,Low
68009,11,98,1,Low
12179,9,75,1,Low
32863,17,60,3,Low
56427,9,74,3,Low
49317,16,54,3,Low
76844,6,82,2,Low
20493,0,86,5,High
36758,1,77,5,High
83287,5,78,5,High
8028,11,56,3,Low
40606,3,98,2,Low
26931,2,89,4,High
42095,18,87,1,Low
62937,13,99,3,Low
76776,16,51,1,Low
22753,1,87,2,Low
44792,4,95,5,High
22965,18,51,2,Low
47397,19,92,1,Low
85218,9,92,1,Low
86838,9,74,5,High
43162,16,91,3,Low
46563,19,56,1,Low
24243,5,95,4,High
27483,4,96,2,Low
38289,9,57,2,Low
68829,12,64,3,Low
4461,17,65,3,Low
84299,8,74,1,Low
25390,19,74,1,Low
53780,10,89,1,Low
44403,20,99,5,High
58334,2,54,3,Low
78919,8,79,4,High
46691,19,97,1,Low
29894,18,70,2,Low
29456,17,76,5,High
49982,11,82,1,Low
48748,15,86,4,High
43835,21,55,5,Low
69300,5,54,4,Low
16835,3,72,5,High
64595,17,51,5,Low
21998,7,82,1,Low
25133,13,67,1,Low
47719,1,96,1,Low
65892,6,99,2,Low
67185,0,89,3,Low
21378,18,70,3,Low
15971,20,61,5,Low
50760,5,62,5,Low
58242,18,86,4,High
13467,4,81,2,Low
11369,21,81,3,Low
54238,3,76,4,High
88842,10,74,5,High
82421,19,78,4,High
49742,3,72,4,High
36043,10,85,4,High
76700,1,66,2,Low
72049,12,93,5,High
54265,15,69,2,Low
87545,9,95,2,Low
2475,2,88,2,Low
40876,20,81,4,High
51927,5,55,3,Low
17607,18,92,4,High
15181,21,54,2,Low
1340,8,54,5,Low
54357,16,55,2,Low
48926,16,88,2,Low
46187,18,61,2,Low
81978,10,83,5,High
3495,17,61,3,Low
80683,3,98,5,High
73304,20,63,4,Low
81651,6,64,5,Low
64685,11,67,3,Low
57869,7,55,3,Low
36041,7,91,5,High
44112,6,72,5,High
14210,15,87,5,High
29114,4,56,5,Low
60953,16,68,2,Low
17151,0,65,2,Low
39126,15,81,3,Low
63554,13,83,4,High
9379,8,88,2,Low
8156,12,90,3,Low
53510,11,75,3,Low
27013,10,83,2,Low
63614,19,63,2,Low
15349,10,66,3,Low
15929,19,98,4,High
79520,7,71,1,Low
22585,13,64,4,Low
43554,0,65,3,Low
48117,17,99,5,High
84464,18,60,3,Low
57938,18,98,1,Low
54850,5,60,1,Low
56750,0,65,4,Low
71783,11,65,4,Low
78274,4,97,1,Low
10027,7,71,2,Low
75711,13,72,3,Low
70991,6,70,5,Low
78075,10,72,2,Low
4601,2,75,2,Low
40492,20,85,2,Low
76920,17,72,5,High
62053,16,97,5,High
61696,4,98,2,Low
11452,0,88,2,Low
3828,21,89,3,Low
22123,3,86,2,Low
73862,20,66,1,Low
68981,5,64,3,Low
50716,7,65,2,Low
20931,11,92,2,Low
12551,8,80,5,High
76882,21,85,5,High
73461,5,61,3,Low
63377,6,97,2,Low
50691,18,87,3,Low
48563,0,81,1,Low
3307,0,83,3,Low
13485,0,86,1,Low
15493,20,96,2,Low
80962,20,92,4,High
28558,4,64,5,Low
256,11,91,1,Low
88786,13,91,4,High
28687,14,83,2,Low
25357,3,87,2,Low
25787,13,57,2,Low
5587,2,99,5,High
70166,21,64,5,Low
19222,18,83,3,Low
60136,5,66,2,Low
83884,20,99,4,High
12445,7,72,1,Low
2085,8,86,4,High
9169,2,98,3,Low
73181,4,82,3,Low
10541,15,51,1,Low
52086,7,64,5,Low
37537,11,73,2,Low
74264,5,98,1,Low
23400,13,63,2,Low
58861,6,67,4,Low
59969,18,90,1,Low
29352,11,89,1,Low
86382,2,89,5,High
48192,11,91,5,High
19362,12,68,4,Low
13493,4,74,1,Low
9869,14,91,3,Low
73094,19,93,1,Low
28827,14,95,2,Low
79410,20,73,1,Low
27511,11,67,4,Low
33924,8,91,1,Low
59853,5,77,5,High
66461,13,76,3,Low
42158,4,90,4,High
61053,20,64,5,Low
21058,7,78,2,Low
47792,12,70,5,Low
48903,5,72,3,Low
64731,16,57,4,Low
60434,17,97,4,High
20655,4,97,4,High
32908,11,93,4,High
48936,21,78,4,High
17577,19,63,2,Low
43397,11,57,5,Low
22656,21,92,1,Low
58673,5,86,1,Low
47337,5,84,2,Low
55529,10,76,3,Low
66787,14,93,3,Low
43973,10,65,3,Low
62510,18,72,5,High
8410,17,54,4,Low
76084,14,80,4,High
37473,0,73,4,High
29423,9,77,5,High
70481,16,84,3,Low
43632,0,90,3,Low
12069,17,51,4,Low
47594,5,81,2,Low
83786,3,57,5,Low
21363,3,52,5,Low
32637,10,96,3,Low
52238,14,52,3,Low
67721,14,50,2,Low
79244,7,80,1,Low
23246,17,91,5,High
65939,20,80,4,High
77420,16,78,2,Low
78036,12,98,4,High
83413,10,50,2,Low
27524,7,58,3,Low
55882,15,64,4,Low
2750,16,59,1,Low
87165,11,95,3,Low
72454,6,78,3,Low
81242,20,59,1,Low
72516,2,98,1,Low
69334,19,93,1,Low
50935,9,76,5,High
54919,14,98,5,High
4152,3,93,4,High
9513,21,58,4,Low
61325,4,90,5,High
18937,6,54,5,Low
19173,9,62,4,Low
8140,17,91,1,Low
84610,6,91,4,High
69628,16,66,1,Low
79360,7,95,5,High
48441,1,82,1,Low
50307,7,69,3,Low
45112,3,55,1,Low
58279,8,90,4,High
61621,20,59,2,Low
28459,4,82,2,Low
63813,18,83,3,Low
44762,3,51,4,Low
3690,21,97,3,Low
17689,0,58,2,Low
20512,6,86,4,High
55638,3,58,3,Low
43694,14,85,1,Low
8795,19,70,5,Low
40523,3,76,2,Low
14757,20,64,2,Low
76781,7,70,4,Low
62237,21,77,3,Low
13073,5,96,4,High
67333,21,66,2,Low
45486,4,99,2,Low
31321,11,75,5,High
85082,4,66,4,Low
75036,15,83,2,Low
12898,3,59,3,Low
89467,12,94,4,High
79258,5,74,2,Low
7491,0,63,1,Low
65094,2,69,1,Low
61721,16,74,1,Low
9,11,61,4,Low
13592,20,73,2,Low
88046,18,50,3,Low
73273,2,81,2,Low
56437,14,94,1,Low
83325,2,67,2,Low
80360,20,51,2,Low
52481,2,71,4,High
69813,16,98,4,High
61811,15,86,2,Low
17653,4,84,4,High
983,14,55,5,Low
10450,19,79,5,High
16273,7,60,4,Low
31969,16,72,2,Low
51411,19,76,5,High
52542,12,67,3,Low
74226,2,90,1,Low
66278,2,84,2,Low
26411,17,91,4,High
55406,20,60,3,Low
78924,13,76,2,Low
10752,1,89,2,Low
82140,20,61,1,Low
43456,7,89,2,Low
48323,6,72,2,Low
38258,18,69,2,Low
28568,6,70,2,Low
34241,16,53,4,Low
66476,14,94,4,High
71436,3,75,2,Low
27046,11,92,2,Low
59971,19,85,1,Low
50195,11,97,3,Low
18721,4,88,3,Low
30596,4,99,4,High
46739,19,63,2,Low
75201,5,85,5,High
75186,0,59,1,Low
22673,17,91,1,Low
8283,3,61,3,Low
70893,10,69,3,Low
20474,1,61,5,Low
22025,0,57,3,Low
15101,19,57,3,Low
87919,2,55,1,Low
5418,10,65,4,Low
9253,13,65,4,Low
52471,11,94,1,Low
59212,7,61,5,Low
29639,6,79,1,Low
68995,17,50,5,Low
66707,9,94,1,Low
6205,1,63,3,Low
69053,0,98,4,High
19086,21,51,2,Low
50483,5,69,3,Low
76812,18,83,5,High
11675,15,60,2,Low
46609,11,96,1,Low
63771,13,57,5,Low
61895,12,80,5,High
74527,14,82,1,Low
89765,1,65,4,Low
80181,15,93,1,Low
59761,8,73,1,Low
84897,5,91,1,Low
10625,8,63,4,Low
78284,2,85,2,Low
4693,6,56,3,Low
26460,2,59,5,Low
3439,7,57,5,Low
72834,6,75,3,Low
9586,2,86,1,Low
27933,3,89,1,Low
1472,13,78,4,High
72332,18,99,2,Low
64506,21,52,2,Low
23367,13,75,3,Low
60635,11,92,2,Low
11513,17,77,2,Low
72660,8,90,4,High
33045,20,78,4,High
35331,9,61,1,Low
44272,15,99,1,Low
72307,5,57,5,Low
70584,21,54,1,Low
56881,15,55,5,Low
24794,16,54,4,Low
22751,21,88,2,Low
58163,20,79,4,High
61310,12,60,3,Low
87940,14,52,3,Low
56138,17,94,2,Low
13809,0,80,3,Low
12509,11,71,4,High
15911,21,86,4,High
31353,11,82,2,Low
27056,15,60,4,Low
8023,5,97,5,High
52207,15,61,2,Low
67176,14,59,5,Low
59833,15,60,1,Low
48093,17,85,1,Low
31097,19,98,5,High
4539,17,62,4,Low
55461,20,69,1,Low
85737,20,62,4,Low
44782,0,71,3,Low
7723,20,64,5,Low
38440,8,56,2,Low
1628,18,95,2,Low
31200,7,52,3,Low
74702,10,92,4,High
14669,11,62,4,Low
89675,20,51,3,Low
6048,9,84,1,Low
69463,10,53,2,Low
63457,0,64,4,Low
10735,6,67,2,Low
43617,14,81,1,Low
37593,11,79,3,Low
9151,10,67,3,Low
26746,21,77,3,Low
77759,20,85,1,Low
27997,3,53,5,Low
11053,15,70,3,Low
14692,14,84,3,Low
44689,0,85,2,Low
50259,12,91,5,High
83004,15,68,3,Low
31281,9,81,4,High
32288,7,71,4,High
40798,18,89,3,Low
19385,16,58,4,Low
14131,4,61,5,Low
29577,4,93,2,Low
53365,9,94,5,High
6260,5,93,5,High
56179,20,87,5,High
40931,1,81,5,High
34543,12,92,1,Low
15747,12,81,1,Low
36126,12,75,4,High
77487,16,72,2,Low
31649,19,74,2,Low
77395,14,72,3,Low
8065,8,69,2,Low
53079,6,88,5,High
73550,13,58,2,Low
56086,17,92,2,Low
23449,2,54,2,Low
37869,17,77,1,Low
60272,6,87,4,High
37181,14,82,5,High
2572,19,96,1,Low
49116,6,79,1,Low
49256,2,53,3,Low
26740,7,98,1,Low
14866,14,75,2,Low
85640,14,95,1,Low
34998,11,88,3,Low
49962,16,60,4,Low
12291,15,80,3,Low
34528,3,59,5,Low
41950,1,60,2,Low
60391,10,72,4,High
72658,4,51,5,Low
86790,21,96,2,Low
25474,8,99,5,High
39982,3,51,2,Low
80734,14,75,4,High
54702,16,64,1,Low
27528,21,83,2,Low
81215,1,70,2,Low
83473,0,91,1,Low
48047,1,86,3,Low
65991,19,67,1,Low
14150,18,53,5,Low
482,1,61,1,Low
80211,8,87,5,High
21772,3,78,1,Low
64424,10,57,2,Low
50343,21,73,5,High
70401,19,91,2,Low
6629,19,65,4,Low
84881,21,87,4,High
24352,13,99,2,Low
69598,17,51,5,Low
68406,7,54,3,Low
5016,1,88,4,High
6933,9,58,4,Low
40859,11,79,5,High
77693,19,92,5,High
5175,3,88,2,Low
10322,21,92,5,High
26221,4,63,2,Low
43937,0,85,2,Low
82739,12,93,4,High
75199,20,99,3,Low
24994,15,93,5,High
8906,4,80,2,Low
80357,11,58,4,Low
65245,3,69,2,Low
43605,1,60,4,Low
13119,0,51,5,Low
62190,3,76,2,Low
16337,2,75,5,High
28777,16,97,4,High
71270,15,69,5,Low
21618,18,58,5,Low
50919,0,93,1,Low
52089,19,84,5,High
30994,5,64,2,Low
57426,18,65,1,Low
18683,3,67,5,Low
76465,7,69,2,Low
89506,14,63,1,Low
67163,2,56,5,Low
81996,0,55,5,Low
43815,12,51,3,Low
73017,13,54,4,Low
71504,5,84,4,High
45793,1,70,3,Low
76862,13,92,5,High
29501,17,58,2,Low
25493,1,85,2,Low
76141,0,68,3,Low
21584,13,78,5,High
75684,16,79,3,Low
89879,2,57,2,Low
30692,11,59,4,Low
24243,18,74,2,Low
59278,20,65,4,Low
36866,0,93,1,Low
72120,3,55,3,Low
69872,18,51,1,Low
87140,9,76,1,Low
39899,7,92,4,High
31652,12,78,4,High
11927,16,54,2,Low
60570,19,61,5,Low
15536,8,83,2,Low
62888,0,72,5,High
4211,15,89,5,High
36414,8,58,1,Low
77326,7,86,3,Low
33915,8,73,2,Low
52035,14,54,2,Low
86279,20,70,3,Low
8996,4,69,3,Low
79757,1,50,1,Low
50776,14,66,5,Low
62854,11,72,3,Low
689,7,88,5,High
89872,2,75,1,Low
37483,1,74,3,Low
2566,3,67,3,Low
19528,2,72,3,Low
71497,10,84,3,Low
62134,17,98,3,Low
81448,10,68,4,Low
59557,13,68,3,Low
76100,0,74,3,Low
26679,3,51,5,Low
85841,0,50,5,Low
4996,14,77,1,Low
49987,16,87,3,Low
12498,2,56,3,Low
46680,0,88,2,Low
60709,13,64,1,Low
28268,15,57,3,Low
40376,6,87,3,Low
11355,20,92,5,High
17818,1,89,3,Low
29536,0,85,4,High
43271,11,52,2,Low
58433,14,68,4,Low
51657,11,92,2,Low
74341,12,54,2,Low
4072,10,56,1,Low
45596,2,53,3,Low
50806,11,65,5,Low
47863,15,80,1,Low
73106,13,82,5,High
3304,13,83,3,Low
20334,13,62,1,Low
56757,9,63,1,Low
49047,8,50,1,Low
14251,8,88,4,High
22070,3,79,4,High
73210,3,89,3,Low
46845,16,96,2,Low
74271,17,83,2,Low
45817,7,77,3,Low
16833,11,81,3,Low
48969,8,57,2,Low
54080,18,89,3,Low
35024,14,71,1,Low
313,5,81,3,Low
50632,5,93,5,High
25668,16,57,4,Low
71735,17,87,3,Low
18163,19,79,2,Low
17911,4,62,1,Low
79924,8,91,2,Low
23397,16,60,3,Low
66013,10,54,2,Low
3881,9,69,3,Low
60161,16,61,1,Low
75178,2,83,3,Low
8602,3,57,1,Low
77458,4,63,5,Low
27276,10,60,2,Low
8782,15,63,3,Low
34854,16,58,4,Low
2134,20,73,2,Low
906,7,91,4,High
34782,7,68,5,Low
53669,16,52,2,Low
27853,14,98,5,High
64945,11,92,3,Low
67547,4,98,4,High
58713,1,98,1,Low
28317,0,95,3,Low
32065,15,74,3,Low
27302,13,93,1,Low
64063,21,76,1,Low
81720,13,50,1,Low
44494,4,80,2,Low
25563,1,91,2,Low
46618,7,98,5,High
55540,12,71,1,Low
26918,7,93,4,High
12631,6,87,2,Low
18835,4,59,3,Low
17252,19,72,1,Low
5540,10,93,5,High
65131,0,85,2,Low
61834,17,78,5,High
89049,17,87,4,High
49637,19,68,2,Low
85229,3,99,5,High
21095,17,66,3,Low
3100,11,79,1,Low
60596,21,91,3,Low
45902,7,81,2,Low
61864,21,84,4,High
46875,4,54,1,Low
35185,5,55,3,Low
39499,11,73,1,Low
74516,11,71,2,Low
83635,7,77,5,High
69797,10,60,1,Low
50084,12,96,5,High
53781,14,62,5,Low
70678,16,75,5,High
30570,14,98,4,High
43354,19,85,4,High
70566,19,83,4,High
3186,18,94,1,Low
45554,18,50,3,Low
69628,19,81,4,High
14626,9,97,1,Low
69823,16,60,2,Low
60982,9,58,5,Low
14063,9,83,1,Low
77133,1,53,4,Low
23597,20,50,3,Low
60439,14,72,5,High
78045,0,92,2,Low
41662,2,60,3,Low
12827,15,94,4,High
61324,14,75,5,High
45159,14,59,2,Low
60533,5,67,5,Low
48299,19,87,1,Low
89677,3,65,4,Low
28627,2,50,2,Low
11106,11,61,2,Low
72536,15,56,3,Low
20447,7,68,3,Low
75062,12,98,3,Low
82458,16,77,2,Low
46930,13,93,2,Low
27397,17,96,3,Low
84137,2,84,5,High
88983,12,74,2,Low
68699,4,56,5,Low
47390,13,58,2,Low
28361,19,75,2,Low
61722,21,59,4,Low
24601,7,81,3,Low
7988,18,59,5,Low
17521,16,77,2,Low
36254,7,89,5,High
81387,8,62,1,Low
33473,14,82,3,Low
3521,16,54,4,Low
88383,2,92,5,High
83191,17,70,2,Low
56184,13,85,1,Low
17442,3,82,1,Low
24873,14,78,1,Low
84296,12,90,3,Low
88627,14,66,1,Low
5051,19,57,4,Low
3296,2,81,2,Low
33792,18,53,5,Low
34899,1,98,1,Low
74282,0,60,5,Low
88049,14,59,2,Low
44668,14,71,1,Low
20527,7,72,3,Low
83401,14,79,3,Low
74143,13,77,2,Low
83369,0,78,3,Low
65493,16,71,2,Low
55706,18,61,5,Low
69722,17,83,1,Low
13971,4,78,3,Low
5649,13,66,1,Low
41572,14,55,3,Low
14239,19,77,4,High
34038,11,51,4,Low
22870,17,61,3,Low
68580,2,87,2,Low
29590,4,61,1,Low
65523,20,67,3,Low
29826,4,50,5,Low
55556,19,81,2,Low
30565,16,60,1,Low
1276,14,66,3,Low
88139,0,83,4,High
7318,0,87,1,Low
5765,20,50,1,Low
57098,17,75,3,Low
43144,10,84,5,High
7997,20,64,1,Low
65263,3,51,3,Low
32257,2,86,2,Low
1278,0,77,5,High
59761,0,56,5,Low
52871,1,74,5,High
14125,7,65,2,Low
40263,4,72,2,Low
71449,13,62,4,Low
69269,16,83,4,High
47317,6,87,2,Low
54108,11,77,5,High
51550,21,60,3,Low
69570,0,60,2,Low
38406,3,58,5,Low
4828,8,82,5,High
55249,16,89,2,Low
4867,21,62,4,Low
34544,7,56,5,Low
87678,17,61,2,Low
54764,18,98,4,High
44375,11,63,1,Low
70630,11,76,2,Low
47522,10,75,2,Low
46289,20,68,1,Low
83909,9,91,1,Low
6600,10,70,5,Low
88670,10,99,1,Low
30192,1,61,1,Low
14660,4,62,3,Low
9262,13,58,4,Low
12180,12,93,1,Low
46108,13,50,1,Low
83325,7,77,5,High
61202,8,79,3,Low
56153,14,98,3,Low
72267,10,86,4,High
77154,8,83,3,Low
30244,10,60,1,Low
88225,18,57,2,Low
74924,5,54,4,Low
20565,13,61,3,Low
34319,14,50,5,Low
62567,6,54,5,Low
27083,10,63,1,Low
85476,13,94,1,Low
52909,9,68,4,Low
46471,6,67,1,Low
55223,4,76,1,Low
45583,10,79,4,High
26630,18,70,3,Low
30732,2,76,3,Low
58424,3,91,3,Low
88322,21,80,5,High
60550,21,95,1,Low
18817,4,50,5,Low
33154,9,55,1,Low
88276,2,95,3,Low
70668,4,71,3,Low
88431,8,84,5,High
89147,12,64,1,Low
11082,2,80,2,Low
72546,17,68,2,Low
42868,12,87,5,High
35775,14,92,3,Low
20005,20,99,5,High
43630,15,73,3,Low
79536,19,52,4,Low
35821,1,82,1,Low
81963,18,94,1,Low
79926,18,81,1,Low
33853,0,88,3,Low
8622,17,56,1,Low
77971,12,90,1,Low
63503,7,77,2,Low
86090,14,69,1,Low
47027,10,61,5,Low
44014,6,83,2,Low
82119,21,57,5,Low
67074,0,78,3,Low
42328,9,92,1,Low
71246,0,65,1,Low
72850,7,77,2,Low
41795,5,64,3,Low
59867,19,53,5,Low
19762,19,53,5,Low
65905,16,82,2,Low
85041,20,70,4,Low
37548,19,69,1,Low
950,2,61,4,Low
9705,10,80,5,High
83504,13,54,4,Low
63163,4,84,2,Low
84390,15,68,1,Low
18874,15,87,3,Low
18593,3,87,4,High
45477,1,79,3,Low
53023,1,97,4,High
26120,15,73,4,High
85036,1,58,4,Low
51858,14,91,4,High
44475,9,61,3,Low
82981,9,94,4,High
61550,9,97,2,Low
24366,14,84,3,Low
56765,10,82,3,Low
89066,12,90,3,Low
68584,5,63,5,Low
3064,16,51,1,Low
33379,11,82,2,Low
67343,5,60,4,Low
31137,12,76,5,High
17014,18,53,5,Low
26580,11,73,5,High
27492,6,93,3,Low
58141,1,73,1,Low
24529,8,89,5,High
78756,20,51,4,Low
40169,0,80,3,Low
2961,15,65,4,Low
59211,13,80,5,High
14450,21,86,1,Low
14575,2,64,1,Low
29369,20,68,3,Low
15283,7,81,4,High
63536,13,51,2,Low
16028,4,92,3,Low
11259,18,62,5,Low
34059,20,95,2,Low
50996,4,73,4,High
82392,2,91,1,Low
40746,6,99,2,Low
51596,16,91,2,Low
34681,5,87,2,Low
57382,12,71,1,Low
51182,7,88,4,High
38204,11,53,3,Low
81052,9,92,3,Low
49594,16,92,4,High
83465,10,84,2,Low
46467,0,56,3,Low
89744,5,81,3,Low
4998,8,55,2,Low
76965,16,66,4,Low
7346,15,86,5,High
42989,1,75,2,Low
1412,19,71,3,Low
76988,16,84,2,Low
6227,0,81,2,Low
36813,20,63,3,Low
38358,19,78,5,High
69986,12,54,4,Low
3474,11,63,1,Low
22864,18,91,2,Low
28501,2,81,1,Low
74660,19,85,2,Low
54692,14,87,4,High
79526,7,73,2,Low
83406,21,94,5,High
43204,8,82,1,Low
48115,12,60,5,Low
60616,11,87,5,High
13101,11,88,4,High
61389,12,66,2,Low
43783,5,74,2,Low
24735,15,69,2,Low
73755,15,77,4,High
18198,12,64,5,Low
32773,15,58,2,Low
56724,15,98,2,Low
80300,0,51,1,Low
5249,3,94,5,High
50620,6,86,5,High
24793,0,86,4,High
21591,3,54,1,Low
59791,20,77,2,Low
59289,12,66,4,Low
78410,14,73,3,Low
64177,19,75,2,Low
7494,16,62,2,Low
55704,10,88,1,Low
5329,7,94,4,High
51615,7,61,5,Low
43716,0,87,4,High
18956,15,85,2,Low
50864,1,62,1,Low
49580,1,95,1,Low
66520,13,93,5,High
25437,1,77,5,High
78367,5,52,4,Low
3708,16,76,3,Low
8760,1,77,2,Low
38988,3,79,1,Low
75529,8,92,2,Low
39079,18,53,1,Low
88686,5,92,2,Low
42998,0,58,1,Low
60363,13,99,4,High
65870,7,91,5,High
88421,14,90,1,Low
51253,20,80,1,Low
7707,20,52,3,Low
54032,3,54,1,Low
83913,13,65,1,Low
6174,14,79,1,Low
70860,3,52,2,Low
86422,4,75,1,Low
48736,5,62,2,Low
486,4,75,4,High
88990,20,62,2,Low
41406,10,98,4,High
17724,17,60,4,Low
80049,21,95,5,High
23032,11,72,3,Low
58787,2,84,5,High
68986,6,74,3,Low
67738,15,93,5,High
59534,4,73,2,Low
11444,0,88,5,High
6173,10,56,2,Low
79487,13,60,2,Low
32446,1,54,5,Low
9157,18,89,2,Low
56259,19,55,5,Low
84523,16,95,2,Low
85889,20,55,2,Low
13296,1,57,5,Low
82197,16,77,1,Low
69813,21,54,1,Low
79262,1,72,3,Low
32504,11,77,1,Low
72778,0,85,1,Low
22358,20,73,2,Low
16134,8,73,5,High
73978,16,74,5,High
12614,5,66,4,Low
3533,16,60,4,Low
41480,6,65,5,Low
21376,18,91,2,Low
8400,17,55,2,Low
31442,18,80,3,Low
4281,16,57,3,Low
15694,4,80,1,Low
79153,1,70,4,Low
26697,16,77,3,Low
76787,0,50,4,Low
6028,9,91,3,Low
67324,10,83,5,High
67034,1,60,5,Low
39696,19,90,5,High
68971,19,69,3,Low
21460,18,74,1,Low
58106,10,79,5,High
80181,17,61,2,Low
32012,8,50,4,Low
67488,19,62,4,Low
7026,14,73,3,Low
20878,10,89,2,Low
77758,13,67,4,Low
56239,20,65,5,Low
61933,14,64,2,Low
4861,8,97,2,Low
10057,9,91,2,Low
17683,21,58,3,Low
53126,9,51,1,Low
47155,2,75,1,Low
60528,16,60,1,Low
46638,10,77,4,High
82141,11,94,1,Low
65708,18,84,1,Low
68832,8,96,5,High
74702,19,69,4,Low
24890,1,80,2,Low
39702,21,78,4,High
89703,10,60,4,Low
77578,1,56,1,Low
1576,1,78,2,Low
12193,12,96,3,Low
46047,3,88,5,High
25223,1,95,1,Low
68138,17,96,4,High
87708,18,54,3,Low
23434,7,71,1,Low
27450,19,73,4,High
74828,10,86,4,High
35009,15,81,5,High
7577,16,55,1,Low
63317,21,98,2,Low
43767,13,90,3,Low
37994,1,64,2,Low
13285,6,59,1,Low
13318,1,89,5,High
33756,13,53,2,Low
40807,14,76,5,High
26148,18,88,2,Low
74373,12,52,5,Low
46923,5,88,5,High
12167,14,75,1,Low
70370,12,72,2,Low
15999,0,52,2,Low
32834,20,70,2,Low
10295,15,73,2,Low
1582,3,99,3,Low
41319,8,98,1,Low
54709,12,91,1,Low
73548,14,64,5,Low
23563,20,86,1,Low
77165,12,77,4,High
8049,8,67,4,Low
27904,0,56,2,Low
25492,19,79,5,High
66731,16,77,5,High
41414,7,81,5,High
50954,0,93,2,Low
70883,19,73,3,Low
7369,1,79,5,High
3435,10,70,5,Low
20042,6,72,1,Low
77605,15,99,2,Low
60923,6,69,1,Low
15312,16,61,3,Low
75749,18,52,5,Low
7212,14,60,5,Low
45298,10,62,4,Low
37009,6,96,4,High
33715,14,72,5,High
18669,7,52,5,Low
61840,12,52,1,Low
46252,15,82,4,High
11306,3,75,5,High
2948,4,90,3,Low
28573,19,71,3,Low
81000,3,94,2,Low
57606,1,59,4,Low
74374,0,93,1,Low
30331,11,53,1,Low
38184,4,64,4,Low
13210,12,63,3,Low
4630,9,62,5,Low
46110,20,76,4,High
31920,0,93,2,Low
75668,13,76,4,High
75900,1,64,2,Low
45785,1,59,3,Low
50574,7,99,1,Low
15340,14,85,5,High
62826,4,73,1,Low
42918,19,52,5,Low
65403,6,80,3,Low
65437,0,57,1,Low
59336,20,76,2,Low
83999,21,98,1,Low
57810,10,58,2,Low
88433,4,67,2,Low
73037,17,67,2,Low
88595,21,61,5,Low
57485,13,53,5,Low
61491,11,91,1,Low
42982,11,56,2,Low
39701,15,61,1,Low
40693,17,86,4,High
14359,6,77,1,Low
17670,20,74,1,Low
87015,20,98,3,Low
62465,7,99,5,High
9491,13,68,2,Low
58440,6,61,4,Low
72225,18,67,3,Low
63733,4,55,2,Low
74252,10,78,4,High
86138,21,53,3,Low
22763,12,73,3,Low
15279,17,69,4,Low
62937,8,65,3,Low
70871,15,70,4,Low
26358,14,76,3,Low
48902,4,95,4,High
68938,20,76,3,Low
84415,6,81,5,High
33067,5,95,5,High
45199,8,95,4,High
53816,11,95,2,Low
21170,1,86,4,High
42138,2,78,3,Low
27460,6,54,2,Low
8958,5,68,4,Low
6752,7,53,5,Low
83429,7,59,5,Low
45460,15,73,3,Low
65017,11,62,3,Low
35746,16,95,4,High
32904,19,58,4,Low
38410,8,82,5,High
27725,20,82,1,Low
71569,18,72,3,Low
58331,4,70,5,Low
48803,0,81,2,Low
56473,7,95,2,Low
6238,7,73,5,High
48620,12,65,4,Low
72029,19,96,4,High
48498,14,89,3,Low
11536,20,66,4,Low
9346,4,85,4,High
32839,13,87,5,High
74311,0,74,1,Low
30953,18,79,1,Low
39821,10,75,5,High
45754,20,75,1,Low
2235,6,54,2,Low
60776,3,96,2,Low
52110,13,88,5,High
46357,14,56,2,Low
11119,21,61,5,Low
55424,17,94,4,High
82628,19,82,1,Low
76225,16,69,3,Low
62479,12,56,2,Low
85299,11,82,3,Low
11275,10,98,3,Low
54150,10,83,5,High
60561,14,60,5,Low
79674,3,58,2,Low
36681,4,99,4,High
51842,0,53,2,Low
62205,14,71,2,Low
68380,6,87,5,High
58198,13,82,4,High
33225,8,80,2,Low
1932,5,79,3,Low
41226,19,97,3,Low
23529,2,80,3,Low
51745,8,63,5,Low
75747,18,57,4,Low
53934,20,82,3,Low
78528,3,64,2,Low
67594,19,53,2,Low
48500,9,52,1,Low
74862,13,96,5,High
65315,5,59,2,Low
12772,9,70,4,Low
49155,14,88,1,Low
21007,7,79,4,High
12523,15,91,4,High
61281,11,97,1,Low
40317,21,94,3,Low
53465,17,90,1,Low
33568,11,87,5,High
21166,11,58,1,Low
62009,16,66,1,Low
6861,6,56,3,Low
87085,7,51,3,Low
61496,0,58,5,Low
15548,16,97,4,High
86766,14,91,2,Low
28131,11,98,5,High
19691,15,72,2,Low
41899,11,72,2,Low
13146,4,67,5,Low
82264,15,55,5,Low
54399,5,93,3,Low
39177,5,64,2,Low
597,11,58,2,Low
46855,10,56,1,Low
26977,14,82,3,Low
9386,13,79,5,High
10586,4,71,5,High
81439,14,73,3,Low
58336,9,80,4,High
48928,1,81,2,Low
24522,14,63,2,Low
47270,19,72,5,High
38774,9,50,3,Low
78096,13,63,2,Low
38110,8,50,2,Low
