ad_id,platform,reach,engagements,engagement_rate,ad_date
12092,Facebook,9852,2173,0.2206,2023-01-03 14:36:21
29872,Twitter,185070,25329,0.1369,2019-09-14 23:06:55
8368,Instagram,181050,20323,0.1123,2019-05-14 12:22:33
18905,Facebook,189212,32415,0.1713,2020-05-28 00:05:46
7941,Twitter,23374,2698,0.1154,2018-06-11 14:05:25
13980,Twitter,137021,10259,0.0749,2024-09-30 09:04:46
21426,Twitter,168346,50150,0.2979,2018-09-16 21:27:56
25025,Instagram,124661,4521,0.0363,2020-06-06 15:39:26
9694,Facebook,81920,20101,0.2454,2022-01-13 18:02:12
11174,Facebook,107815,5763,0.0535,2021-11-08 22:55:12
19128,LinkedIn,120347,22244,0.1848,2024-07-28 09:02:41
4352,Instagram,65443,8678,0.1326,2022-05-21 13:31:49
13625,Instagram,18089,4699,0.2598,2023-12-17 18:50:30
14373,Facebook,166556,32572,0.1956,2020-04-15 10:21:20
26011,Twitter,49307,4381,0.0889,2019-07-15 14:50:22
24847,Instagram,41186,4140,0.1005,2022-05-07 11:06:19
2951,LinkedIn,76299,21741,0.2849,2019-12-29 16:19:54
19596,Twitter,83443,7900,0.0947,2021-05-03 16:59:33
22453,Twitter,16587,3079,0.1856,2019-12-06 06:19:16
21723,LinkedIn,77286,8368,0.1083,2022-05-01 18:39:23
27735,LinkedIn,26565,5860,0.2206,2024-09-09 21:47:09
12694,Instagram,147267,27150,0.1844,2020-12-04 18:15:07
29833,LinkedIn,79840,6691,0.0838,2021-01-30 06:33:26
23204,Twitter,82943,12334,0.1487,2020-04-13 18:35:26
26733,Twitter,27180,2150,0.0791,2018-11-28 01:43:56
1239,Facebook,184110,26070,0.1416,2024-02-17 01:55:42
5932,Twitter,121056,34973,0.2889,2020-08-17 02:34:10
2038,LinkedIn,148547,6816,0.0459,2018-03-26 17:28:06
1102,Instagram,95401,22266,0.2334,2024-02-13 16:03:52
4594,Twitter,136751,15442,0.1129,2020-06-26 06:45:54
18333,LinkedIn,92712,23617,0.2547,2020-09-17 21:36:03
1475,Facebook,144611,23489,0.1624,2024-10-16 06:43:26
28749,Facebook,176059,51407,0.292,2021-06-11 12:29:09
10401,LinkedIn,196392,12629,0.0643,2024-03-09 00:32:35
19043,Twitter,23562,6383,0.2709,2020-06-03 16:24:56
20567,Instagram,150194,40852,0.272,2023-01-28 20:51:25
1035,Instagram,141858,21987,0.155,2024-08-08 10:38:28
2416,Twitter,132456,25384,0.1916,2024-02-15 03:27:53
28052,LinkedIn,46825,3389,0.0724,2019-04-12 14:46:30
27048,Instagram,762,100,0.1312,2020-09-09 02:55:30
15158,LinkedIn,137916,32806,0.2379,2023-07-14 02:49:54
23446,Instagram,190226,5073,0.0267,2019-12-06 10:45:17
21577,Facebook,171089,49161,0.2873,2019-05-15 06:28:56
28759,Facebook,166946,26006,0.1558,2022-04-18 00:51:10
18387,Instagram,57001,16394,0.2876,2021-08-17 04:28:11
20808,Facebook,133227,25980,0.195,2023-01-20 12:18:12
11699,Instagram,162105,22323,0.1377,2022-03-09 17:17:17
3077,Instagram,139810,11215,0.0802,2018-05-27 08:29:41
26003,Facebook,52603,9208,0.175,2018-07-28 07:24:46
23358,Twitter,8614,901,0.1046,2019-01-21 18:32:39
10385,Instagram,179303,34092,0.1901,2019-03-09 00:07:47
6108,Twitter,67868,16624,0.2449,2023-08-04 16:20:41
25031,Facebook,133427,21301,0.1596,2024-04-14 20:08:40
6992,Instagram,86682,14343,0.1655,2024-10-05 12:13:41
5667,LinkedIn,63397,6621,0.1044,2023-09-05 16:41:17
12147,LinkedIn,115733,30191,0.2609,2018-04-30 16:03:57
20748,LinkedIn,69417,2828,0.0407,2018-02-01 23:35:26
11709,Instagram,23278,6016,0.2584,2024-05-02 12:12:38
24104,Facebook,37069,1231,0.0332,2019-08-27 16:31:59
23718,Facebook,170144,14832,0.0872,2019-07-06 05:12:25
29026,Twitter,184499,12102,0.0656,2019-05-18 09:55:07
7970,Facebook,1539,145,0.0942,2022-03-21 03:48:12
26298,LinkedIn,130577,24940,0.191,2021-12-21 04:26:18
19767,Twitter,177916,4423,0.0249,2024-08-03 22:42:58
9380,Instagram,2505,268,0.107,2018-03-10 12:14:05
7767,Facebook,178987,44536,0.2488,2022-03-06 21:11:06
8727,Instagram,68497,3317,0.0484,2018-12-31 15:49:17
1299,Instagram,5141,1381,0.2686,2018-11-15 06:23:15
23346,Facebook,21735,5857,0.2695,2019-02-01 12:08:18
21363,LinkedIn,33717,2910,0.0863,2020-01-13 21:44:27
12151,Instagram,25567,1571,0.0614,2022-04-08 11:37:39
6463,Facebook,46411,2374,0.0512,2022-09-25 11:25:56
4017,Facebook,97340,7187,0.0738,2023-11-10 14:40:54
29423,Instagram,178654,19584,0.1096,2024-10-16 08:34:05
2951,Twitter,69297,2491,0.0359,2022-05-19 04:41:39
28924,LinkedIn,171775,7371,0.0429,2020-08-14 10:42:01
21870,Twitter,65387,8165,0.1249,2022-09-05 12:59:29
29705,Twitter,144979,37828,0.2609,2021-03-10 10:24:08
22104,LinkedIn,16485,4739,0.2875,2020-05-12 05:34:17
4611,Instagram,541,115,0.2126,2022-03-04 23:15:07
23891,Instagram,167029,25296,0.1514,2022-06-01 09:02:36
12357,LinkedIn,7768,1466,0.1887,2018-10-03 23:38:39
5347,Facebook,28974,1978,0.0683,2020-10-20 16:25:06
439,Twitter,51147,9766,0.1909,2022-03-16 11:34:38
981,Twitter,145408,13749,0.0946,2024-10-24 08:09:10
17052,Instagram,43206,10026,0.2321,2021-11-17 18:13:14
22937,Instagram,198285,27272,0.1375,2022-03-08 03:53:13
25404,Instagram,82125,19219,0.234,2022-10-18 10:05:28
11335,Twitter,53667,3965,0.0739,2021-01-28 15:35:42
25536,Twitter,70492,16331,0.2317,2024-02-09 00:15:00
10663,Facebook,101902,15396,0.1511,2022-09-11 06:06:10
2980,Facebook,173848,28609,0.1646,2021-02-25 20:05:22
5688,Instagram,103312,23548,0.2279,2023-07-26 10:15:47
29727,Instagram,18336,936,0.051,2024-06-06 00:07:03
18666,Twitter,21917,1859,0.0848,2021-03-09 05:10:01
21446,LinkedIn,158418,10180,0.0643,2019-10-23 11:11:47
24451,Facebook,183614,9810,0.0534,2020-01-26 17:06:27
7393,Instagram,167037,6450,0.0386,2023-12-05 00:30:20
1923,Facebook,43039,9607,0.2232,2022-12-26 18:46:17
3147,Instagram,42437,4776,0.1125,2018-10-09 07:17:32
24263,LinkedIn,195861,44982,0.2297,2023-01-27 10:15:06
22420,LinkedIn,143237,29505,0.206,2022-10-25 20:48:08
22908,LinkedIn,48704,3745,0.0769,2024-07-08 21:02:49
3248,LinkedIn,137777,28870,0.2095,2022-04-07 08:25:28
17854,LinkedIn,45462,13280,0.2921,2021-03-04 06:07:02
9301,Twitter,166260,27923,0.1679,2018-06-11 21:58:17
21990,Facebook,76959,1894,0.0246,2021-02-28 16:26:38
168,Facebook,82341,1973,0.024,2021-01-28 20:07:06
4865,Facebook,50151,12078,0.2408,2019-10-11 10:18:49
13314,Instagram,30209,7564,0.2504,2024-02-15 03:55:27
11507,Facebook,139114,9519,0.0684,2020-11-24 11:17:41
20651,Facebook,82130,7853,0.0956,2021-07-15 19:51:00
8681,LinkedIn,26072,4856,0.1863,2023-03-26 22:16:38
4216,Facebook,185702,55378,0.2982,2020-12-23 05:28:46
4373,Instagram,122717,13326,0.1086,2024-06-22 11:14:07
14430,LinkedIn,100718,21120,0.2097,2023-06-28 08:26:26
14327,Twitter,185799,24494,0.1318,2019-11-10 14:47:30
7181,LinkedIn,126884,16814,0.1325,2019-10-31 01:32:22
13540,Instagram,178158,27047,0.1518,2024-01-27 11:44:08
17158,Instagram,112525,15033,0.1336,2022-12-07 21:49:46
25260,Instagram,66763,18263,0.2735,2023-10-15 19:02:55
13329,LinkedIn,32784,4300,0.1312,2020-10-04 09:50:52
23719,Facebook,51937,6664,0.1283,2019-10-16 23:41:55
29196,LinkedIn,179016,8100,0.0452,2023-10-10 03:35:57
27291,Twitter,32472,3380,0.1041,2018-09-19 14:11:54
22424,Instagram,63723,18742,0.2941,2019-12-10 12:21:52
29962,Twitter,112092,8392,0.0749,2024-12-26 23:21:20
20560,Twitter,67851,9376,0.1382,2021-03-06 13:43:04
9769,LinkedIn,82102,21198,0.2582,2018-04-01 11:29:23
26336,Facebook,136325,35015,0.2568,2020-07-10 01:21:07
19265,Twitter,85181,3333,0.0391,2019-11-03 05:07:23
15849,Facebook,123770,10393,0.084,2024-07-17 01:35:27
14528,LinkedIn,83295,18963,0.2277,2023-08-02 14:38:46
22370,Twitter,183747,45181,0.2459,2019-12-04 08:31:07
16832,LinkedIn,189944,28603,0.1506,2021-06-30 02:54:43
11002,Twitter,177394,50853,0.2867,2023-01-30 22:50:33
13248,Twitter,195466,4920,0.0252,2023-01-23 18:39:57
3430,Twitter,56015,6009,0.1073,2023-02-22 05:16:41
27828,Instagram,35175,9000,0.2559,2023-10-19 02:25:17
24683,Instagram,67610,16842,0.2491,2018-06-01 12:58:33
21126,Facebook,17997,751,0.0417,2021-10-03 23:37:02
2291,LinkedIn,15083,807,0.0535,2020-11-19 22:31:35
3345,Instagram,48556,12661,0.2608,2020-01-16 14:09:57
26900,Twitter,9138,572,0.0626,2020-03-12 18:42:19
18275,Instagram,64838,8392,0.1294,2018-07-17 23:03:41
8165,Instagram,100079,9770,0.0976,2022-05-21 21:30:08
1695,Facebook,52414,7362,0.1405,2020-09-26 16:38:56
17530,LinkedIn,56360,13952,0.2476,2021-01-09 17:00:02
17751,Instagram,26007,3323,0.1278,2024-10-11 13:51:41
29926,Facebook,79224,19676,0.2484,2024-09-02 19:56:42
7421,Instagram,172999,12614,0.0729,2024-03-06 08:37:09
4642,Twitter,121308,12655,0.1043,2023-10-13 02:23:57
986,Facebook,153563,12731,0.0829,2024-03-14 15:28:11
4785,Facebook,183610,36740,0.2001,2019-01-23 06:29:15
20777,LinkedIn,48627,6899,0.1419,2022-02-21 07:37:27
6587,Facebook,120227,35655,0.2966,2022-01-27 01:58:28
17022,LinkedIn,144184,25829,0.1791,2024-02-07 14:39:13
8038,LinkedIn,116072,23034,0.1984,2018-10-01 22:32:30
4784,Instagram,116720,20091,0.1721,2018-06-13 23:39:41
12816,Twitter,94020,21543,0.2291,2024-12-29 05:36:40
28172,Twitter,73829,11971,0.1621,2022-09-22 13:32:47
20537,Twitter,121336,25541,0.2105,2019-10-26 14:10:39
14395,Facebook,2169,273,0.1259,2022-11-27 06:32:16
15814,Facebook,151567,3827,0.0252,2022-07-08 14:47:57
14451,LinkedIn,194927,12418,0.0637,2024-01-25 07:28:18
26539,Instagram,175804,14907,0.0848,2018-09-25 22:46:38
27096,Twitter,130952,6511,0.0497,2021-10-05 05:51:46
24666,Facebook,30095,4655,0.1547,2021-05-29 10:32:24
20280,Facebook,150195,10414,0.0693,2021-11-22 11:41:07
5552,Facebook,166267,44880,0.2699,2020-09-20 14:57:17
14399,LinkedIn,115126,34064,0.2959,2024-01-29 20:17:02
8483,Twitter,19238,435,0.0226,2020-08-01 23:51:13
13705,LinkedIn,182216,33694,0.1849,2024-04-06 18:04:12
28,Facebook,74058,7681,0.1037,2018-02-06 18:05:00
6061,Facebook,149057,21460,0.144,2022-06-01 22:15:12
21546,Twitter,189500,10533,0.0556,2024-11-03 19:28:13
7619,Facebook,170744,7250,0.0425,2019-10-24 06:56:09
25184,Twitter,90056,13348,0.1482,2019-07-26 05:31:32
20489,LinkedIn,21557,2206,0.1023,2020-07-29 21:57:06
29876,Twitter,58286,5452,0.0935,2019-08-09 06:15:41
25824,Twitter,116099,32825,0.2827,2020-05-14 23:04:50
4653,Facebook,151900,17677,0.1164,2023-12-06 01:49:12
28794,Facebook,188765,41968,0.2223,2022-11-13 14:47:36
9963,Facebook,44489,8028,0.1804,2022-11-08 09:00:59
20668,Twitter,37783,5027,0.133,2020-04-05 00:36:07
20423,LinkedIn,70612,6204,0.0879,2023-08-14 13:07:44
5663,Twitter,18028,2411,0.1337,2019-12-16 07:54:23
2972,Instagram,153348,3737,0.0244,2023-07-28 05:53:00
5948,Facebook,47930,6135,0.128,2024-07-23 06:49:17
8474,Instagram,5753,410,0.0713,2020-11-02 17:43:50
23346,LinkedIn,24536,1868,0.0761,2022-05-19 17:04:32
5092,LinkedIn,14502,3684,0.254,2023-04-21 14:32:48
14514,Twitter,195867,23005,0.1175,2022-08-30 11:31:19
15909,Twitter,148174,16548,0.1117,2023-06-05 20:02:57
23269,Instagram,139721,35248,0.2523,2021-08-15 19:30:28
17107,LinkedIn,106658,14422,0.1352,2021-02-10 11:09:38
18199,Facebook,84218,23057,0.2738,2023-02-12 05:09:47
7344,LinkedIn,194386,21356,0.1099,2022-05-28 17:45:47
11104,Instagram,144343,18525,0.1283,2022-09-14 20:30:59
24180,Instagram,47711,8462,0.1774,2024-10-07 15:09:15
7734,LinkedIn,23889,4013,0.168,2019-11-17 20:54:37
10538,Facebook,113085,29317,0.2592,2024-01-03 09:46:42
14012,Instagram,31148,6342,0.2036,2023-08-07 20:02:20
18986,Facebook,57807,6955,0.1203,2022-01-10 21:27:23
12232,Twitter,157675,25358,0.1608,2023-02-11 07:50:48
5518,LinkedIn,127605,28452,0.223,2022-11-14 05:13:43
23799,LinkedIn,158600,40036,0.2524,2020-08-23 15:50:21
2426,Twitter,120547,25853,0.2145,2024-03-29 08:04:54
8479,LinkedIn,9728,2642,0.2716,2020-06-23 20:57:23
10696,LinkedIn,179186,12450,0.0695,2020-07-19 22:55:49
29914,Instagram,37980,10169,0.2677,2024-11-17 12:35:07
7429,LinkedIn,3889,358,0.0921,2021-04-29 13:21:10
17118,Instagram,31866,4696,0.1474,2018-04-28 01:37:18
23135,Instagram,27566,7513,0.2725,2024-10-24 11:35:28
5221,LinkedIn,184862,10272,0.0556,2024-03-09 14:16:01
11871,Instagram,34676,1007,0.029,2022-12-20 04:26:21
4610,Twitter,174727,51291,0.2935,2024-06-18 13:33:37
1074,LinkedIn,22765,1161,0.051,2022-01-24 01:29:59
26174,Twitter,95525,15371,0.1609,2021-05-18 04:01:52
22169,LinkedIn,162181,28266,0.1743,2023-10-25 01:10:34
22198,Twitter,114217,28422,0.2488,2020-01-10 13:51:43
2809,LinkedIn,29541,4105,0.139,2023-08-19 06:39:31
942,LinkedIn,117881,8249,0.07,2021-10-10 02:03:06
13554,Twitter,80651,8410,0.1043,2018-01-29 19:24:32
22285,Twitter,162771,18087,0.1111,2022-11-01 17:26:12
9795,Twitter,85621,20283,0.2369,2023-06-17 22:43:29
19794,LinkedIn,47122,6085,0.1291,2020-11-19 05:57:24
29125,Facebook,131408,8299,0.0632,2023-10-19 05:42:27
5526,Facebook,47069,8634,0.1834,2024-05-11 12:59:31
16753,Instagram,101449,27359,0.2697,2018-11-27 03:46:27
26746,Facebook,86637,8378,0.0967,2019-07-15 04:47:54
10212,Facebook,138866,39573,0.285,2021-03-21 13:32:17
29569,LinkedIn,87406,20319,0.2325,2019-02-03 01:47:45
27301,Facebook,33817,7443,0.2201,2021-03-02 05:55:31
22704,LinkedIn,155709,34772,0.2233,2020-09-25 23:55:18
6975,LinkedIn,44435,8621,0.194,2023-11-05 03:45:45
1957,Twitter,40674,6150,0.1512,2021-09-15 04:12:19
22594,Facebook,126553,16346,0.1292,2020-03-06 10:36:34
14263,LinkedIn,131607,37292,0.2834,2023-09-24 15:03:28
16753,Twitter,156105,12868,0.0824,2020-04-30 13:56:56
1907,Instagram,155078,14236,0.0918,2018-08-23 09:38:17
14601,Facebook,130086,27929,0.2147,2023-12-14 06:30:58
17115,Instagram,193123,12883,0.0667,2023-07-03 01:31:22
10037,LinkedIn,52161,3390,0.065,2022-12-15 05:14:42
28922,LinkedIn,59983,10136,0.169,2018-08-07 09:46:50
1144,Twitter,190290,36608,0.1924,2024-12-11 19:45:35
3789,LinkedIn,52251,15619,0.2989,2023-12-11 14:49:34
28566,Facebook,1825,488,0.2674,2020-06-10 04:30:30
28308,Instagram,168878,5610,0.0332,2018-12-14 09:47:12
17544,Instagram,188961,56516,0.2991,2018-02-09 10:17:15
28818,Twitter,129935,19511,0.1502,2022-01-30 19:48:19
28029,LinkedIn,194870,41207,0.2115,2022-05-01 11:57:36
13211,Facebook,107708,27463,0.255,2018-09-29 14:39:42
21894,Instagram,153157,44966,0.2936,2019-06-24 15:19:47
11395,LinkedIn,187773,32575,0.1735,2021-11-14 17:18:11
9819,LinkedIn,69187,14816,0.2141,2018-08-28 22:58:57
17149,Facebook,160455,42777,0.2666,2024-01-28 04:32:13
8323,Instagram,45115,10937,0.2424,2019-03-03 00:11:05
7085,Facebook,1069,79,0.0739,2020-05-01 20:07:08
20372,Facebook,127976,21393,0.1672,2023-02-24 19:12:38
20377,Twitter,135457,5295,0.0391,2022-12-06 14:48:31
3708,Facebook,77445,6098,0.0787,2019-06-03 13:55:47
18861,LinkedIn,150805,41729,0.2767,2020-09-08 11:37:12
5326,Facebook,192875,36780,0.1907,2024-11-26 11:16:44
3856,LinkedIn,137388,40798,0.297,2019-09-02 03:37:08
20512,LinkedIn,159997,47962,0.2998,2020-02-26 12:45:49
20012,Facebook,99504,16192,0.1627,2023-02-18 14:15:12
29712,Twitter,42396,5231,0.1234,2019-08-10 22:21:32
9887,Instagram,199962,31620,0.1581,2021-11-30 15:29:02
21880,Facebook,128974,23612,0.1831,2018-10-17 12:35:58
7259,LinkedIn,8368,321,0.0384,2023-05-16 07:33:14
24739,Twitter,133658,26972,0.2018,2020-10-30 05:30:39
27035,Twitter,166745,46743,0.2803,2018-07-12 17:57:05
14018,Facebook,141643,19293,0.1362,2021-02-19 18:05:37
9757,Instagram,136885,20732,0.1515,2020-02-01 05:09:23
15806,Twitter,58037,5569,0.096,2024-09-23 16:43:12
2909,Facebook,77445,11595,0.1497,2019-03-13 19:28:07
6295,Facebook,64894,10778,0.1661,2023-08-02 06:12:47
10664,Instagram,100083,12836,0.1283,2024-11-04 08:39:48
2895,Instagram,94394,19604,0.2077,2023-07-08 12:47:30
23100,Twitter,159171,27075,0.1701,2024-07-26 15:40:58
2102,Instagram,122032,26574,0.2178,2024-02-01 16:56:47
16037,Twitter,104120,15505,0.1489,2018-01-17 16:58:18
12184,LinkedIn,71298,12646,0.1774,2020-05-28 20:00:15
20979,LinkedIn,39581,1490,0.0376,2024-09-27 19:10:02
13668,Twitter,27063,7791,0.2879,2018-07-06 06:38:51
18924,LinkedIn,21222,3986,0.1878,2023-04-25 04:08:55
5140,LinkedIn,90685,22512,0.2482,2019-10-10 15:08:00
10933,Facebook,30920,2262,0.0732,2024-06-03 02:14:28
25055,Instagram,68677,2955,0.043,2020-12-02 07:57:57
27691,Facebook,110414,27999,0.2536,2020-02-20 14:56:27
26116,Instagram,181570,36003,0.1983,2019-10-06 09:59:40
15628,LinkedIn,83914,2137,0.0255,2024-05-27 12:21:30
27358,LinkedIn,26661,3764,0.1412,2019-04-14 11:01:29
24096,Facebook,112412,24502,0.218,2018-07-18 10:10:58
4653,Facebook,76557,7963,0.104,2021-01-12 15:58:55
17070,LinkedIn,74777,15526,0.2076,2019-02-20 01:27:56
13444,Instagram,84251,11126,0.1321,2022-12-31 09:10:05
27114,Facebook,22714,1502,0.0661,2024-02-16 03:25:34
15612,Twitter,185448,13316,0.0718,2020-09-07 16:27:41
3907,Instagram,148455,3667,0.0247,2022-12-25 00:04:11
16233,Instagram,43017,8874,0.2063,2021-06-02 17:15:53
4480,LinkedIn,117120,20128,0.1719,2022-05-11 11:07:12
1064,Instagram,124754,11794,0.0945,2022-05-25 00:53:58
6340,Instagram,88378,3509,0.0397,2022-07-01 00:28:39
8220,LinkedIn,66293,11576,0.1746,2019-05-04 13:11:36
15914,Instagram,40469,1573,0.0389,2023-09-16 04:27:37
20475,LinkedIn,187713,28037,0.1494,2020-04-06 08:24:09
28194,LinkedIn,10501,2796,0.2663,2024-05-25 11:02:35
29146,Instagram,63651,10798,0.1696,2019-05-27 13:58:35
28732,Twitter,147461,27923,0.1894,2023-03-18 21:14:04
24782,Facebook,100313,5743,0.0573,2021-05-17 14:50:32
20060,Facebook,6324,911,0.1441,2023-03-06 08:28:13
23335,Twitter,3577,1051,0.2938,2018-08-09 02:29:02
17058,Twitter,15638,3900,0.2494,2022-06-27 15:17:52
12782,LinkedIn,147257,33236,0.2257,2020-11-10 03:59:22
21198,Twitter,107293,29942,0.2791,2023-01-19 23:46:07
9600,LinkedIn,127042,26561,0.2091,2018-10-07 06:30:17
12625,Twitter,69010,3110,0.0451,2018-07-22 00:34:13
10673,Twitter,39939,1199,0.03,2023-08-26 08:53:32
20812,Instagram,156290,18227,0.1166,2020-08-28 16:12:11
25011,Instagram,7816,1721,0.2202,2021-10-19 14:20:40
14507,Instagram,153650,40134,0.2612,2019-06-28 19:39:27
2201,Twitter,99409,25750,0.259,2018-11-04 19:09:45
20994,Instagram,139490,38234,0.2741,2019-09-25 23:45:12
15239,Twitter,73103,15283,0.2091,2018-07-05 16:58:22
16636,LinkedIn,199753,53212,0.2664,2023-12-07 03:53:14
13992,Twitter,191067,32050,0.1677,2022-02-21 16:31:09
4526,LinkedIn,48368,10383,0.2147,2021-05-12 22:54:08
23756,LinkedIn,49380,4374,0.0886,2022-09-01 00:24:06
7002,Instagram,85088,6297,0.074,2018-06-19 13:34:19
2785,LinkedIn,141604,25240,0.1782,2019-08-26 11:41:08
11941,Instagram,51867,15445,0.2978,2021-07-07 21:28:05
1208,LinkedIn,95442,5831,0.0611,2019-07-23 15:29:55
15163,LinkedIn,166943,13972,0.0837,2020-01-06 15:47:05
26479,Instagram,158343,37750,0.2384,2021-12-09 18:45:44
29029,Facebook,106217,18631,0.1754,2024-03-08 17:58:59
13902,LinkedIn,185590,27967,0.1507,2021-04-04 09:29:55
24077,LinkedIn,149904,29055,0.1938,2018-06-29 17:23:03
6292,Instagram,51086,3789,0.0742,2022-12-08 18:01:14
29572,LinkedIn,2826,679,0.2403,2020-09-10 00:08:45
28970,Instagram,13445,1359,0.1011,2018-05-27 22:27:27
19799,LinkedIn,159656,8214,0.0514,2022-07-07 03:56:10
12022,LinkedIn,183932,32711,0.1778,2019-07-09 07:27:14
26589,LinkedIn,740,68,0.0919,2019-02-18 02:28:58
7831,Facebook,46208,5122,0.1108,2019-02-19 12:50:49
14928,Instagram,129230,28658,0.2218,2022-08-29 20:23:24
6984,Facebook,81812,18945,0.2316,2022-02-24 12:13:06
29954,LinkedIn,4140,1213,0.293,2024-01-11 20:38:15
5187,Facebook,5358,419,0.0782,2023-07-17 02:04:43
1028,Facebook,117268,17764,0.1515,2021-02-20 18:44:24
26542,Facebook,15107,3992,0.2642,2018-12-09 20:50:21
23256,LinkedIn,27729,3029,0.1092,2022-10-07 19:52:35
27119,LinkedIn,89570,21826,0.2437,2021-11-22 03:12:29
9399,Instagram,28670,2772,0.0967,2022-11-02 05:34:18
23224,LinkedIn,29416,790,0.0269,2022-06-15 05:57:59
16198,Facebook,34135,2537,0.0743,2021-03-16 16:56:19
1936,LinkedIn,71542,13887,0.1941,2021-08-03 11:35:30
19798,Facebook,72988,2227,0.0305,2019-03-12 12:07:01
9805,Facebook,179392,19005,0.1059,2022-11-18 03:40:58
15036,Twitter,179332,25807,0.1439,2024-04-14 15:56:07
12182,Instagram,54995,3881,0.0706,2024-07-11 19:37:16
19381,Instagram,153366,39746,0.2592,2020-12-28 22:12:51
12024,LinkedIn,117506,24990,0.2127,2021-10-25 15:21:29
4286,Instagram,189460,22638,0.1195,2020-07-11 12:35:14
6439,Twitter,3301,175,0.053,2019-11-21 09:01:57
6817,LinkedIn,92258,12891,0.1397,2018-06-16 02:43:34
2264,Facebook,48361,11504,0.2379,2018-03-24 17:30:53
11499,LinkedIn,148383,14337,0.0966,2021-01-01 09:29:20
20943,LinkedIn,110807,11592,0.1046,2023-05-24 13:42:22
25229,Facebook,166898,6444,0.0386,2024-12-04 19:36:53
19723,Twitter,185413,46647,0.2516,2022-01-03 03:39:52
6414,Facebook,170920,14395,0.0842,2022-03-20 13:32:47
5299,Facebook,83021,23915,0.2881,2023-12-26 18:33:26
78,Twitter,101793,10704,0.1052,2020-11-10 00:14:39
7032,Twitter,194274,32441,0.167,2020-09-15 21:55:22
24167,LinkedIn,61594,14844,0.241,2020-06-13 23:23:38
22111,Facebook,34990,6206,0.1774,2021-01-12 07:31:39
14293,Facebook,121345,32938,0.2714,2021-01-02 11:54:05
4741,Twitter,24237,523,0.0216,2024-02-07 17:25:31
10451,Twitter,183086,34399,0.1879,2022-10-02 05:01:46
15072,Twitter,29929,4263,0.1424,2022-01-31 01:39:46
908,Instagram,3637,136,0.0374,2023-01-31 02:12:58
24428,Instagram,93843,18370,0.1958,2023-07-31 01:38:23
17362,Instagram,4068,360,0.0885,2024-11-22 06:56:10
23077,Facebook,86333,16656,0.1929,2020-07-22 10:09:02
25173,Instagram,149010,37082,0.2489,2018-11-18 03:56:19
5143,Facebook,93611,26568,0.2838,2021-08-05 01:50:35
25779,Facebook,129257,9179,0.071,2024-10-22 21:04:43
22390,LinkedIn,171666,16022,0.0933,2020-02-07 11:38:15
9679,Instagram,96609,8939,0.0925,2022-10-21 15:04:50
8317,Twitter,169263,29510,0.1743,2021-08-01 20:15:52
20346,Twitter,122302,15532,0.127,2021-07-28 00:35:06
12881,LinkedIn,145434,38301,0.2634,2023-12-29 09:10:49
7432,Twitter,5196,1258,0.2421,2021-09-08 22:46:32
11999,Facebook,115175,24548,0.2131,2021-06-04 04:32:23
12934,LinkedIn,20954,2938,0.1402,2020-04-20 23:02:48
11478,Twitter,36118,8012,0.2218,2021-04-21 22:01:21
16097,LinkedIn,47885,3788,0.0791,2024-01-26 14:34:12
12356,Twitter,110621,4308,0.0389,2021-05-07 09:10:57
14349,LinkedIn,116513,10251,0.088,2023-10-29 08:57:39
12930,Instagram,35591,9593,0.2695,2018-03-08 08:26:30
17351,Facebook,123981,33071,0.2667,2022-11-13 17:08:59
14755,Facebook,54018,3643,0.0674,2024-06-01 21:37:03
12965,Facebook,168217,41165,0.2447,2022-12-01 03:11:04
5078,Twitter,175602,32084,0.1827,2018-08-05 19:55:21
4191,Instagram,26337,1440,0.0547,2021-07-12 10:52:37
23569,Facebook,160682,23046,0.1434,2023-12-05 09:14:39
25560,LinkedIn,181917,35624,0.1958,2019-05-05 13:45:27
22266,LinkedIn,87335,22692,0.2598,2024-12-18 06:36:35
25849,LinkedIn,172089,43661,0.2537,2024-11-12 20:44:48
24669,Twitter,148885,10084,0.0677,2018-12-31 12:51:44
11983,Instagram,160390,46702,0.2912,2020-08-04 18:17:49
19170,Twitter,10312,738,0.0716,2021-10-30 12:04:18
18485,Twitter,154408,24867,0.161,2024-09-12 13:25:40
12724,Facebook,160320,41802,0.2607,2024-05-08 21:10:21
7059,Facebook,13420,662,0.0493,2020-08-30 09:53:51
10504,Twitter,77050,17488,0.227,2021-12-11 09:04:34
6875,LinkedIn,104897,31141,0.2969,2022-05-17 12:56:07
20908,Instagram,31049,875,0.0282,2023-06-17 12:24:49
15741,Twitter,182303,38767,0.2127,2022-07-16 20:29:24
2144,LinkedIn,163058,4878,0.0299,2018-09-04 05:12:19
7976,Twitter,27094,2460,0.0908,2023-08-29 11:50:32
23076,LinkedIn,185282,15119,0.0816,2023-11-24 22:19:46
21755,Instagram,42632,8715,0.2044,2021-07-15 07:47:17
14808,Twitter,150944,36620,0.2426,2020-11-17 15:24:27
11760,Facebook,47729,9183,0.1924,2023-06-30 04:39:31
16194,Instagram,180200,34865,0.1935,2024-07-19 03:55:36
26866,Twitter,180409,40948,0.227,2022-03-16 22:50:48
23471,Facebook,115960,30792,0.2655,2021-05-14 00:55:50
14866,Facebook,40482,5694,0.1407,2020-12-22 07:09:56
