user_id,acquisition_channel,acquisition_cost,time_to_convert_days,converted,signup_date
3652,Organic,1489,17,Yes,2024-12-20 21:29:53
7158,Organic,3298,11,No,2018-09-27 02:53:47
8809,Referral,4333,19,No,2023-03-04 23:01:23
27569,Paid Search,2820,25,No,2024-11-23 06:09:43
4549,Referral,2882,24,No,2020-08-10 04:48:20
8548,Paid Search,922,40,Yes,2019-04-30 13:26:58
29804,Organic,4022,25,No,2019-06-30 12:21:02
10292,Organic,1103,16,Yes,2021-11-12 19:07:10
715,Referral,1137,20,Yes,2018-01-13 12:36:54
28605,Organic,4792,3,No,2021-11-16 04:27:33
11626,Referral,842,0,Yes,2023-11-29 22:53:24
29757,Paid Search,2736,32,No,2019-09-13 19:45:27
481,Social,2083,9,No,2019-09-24 05:57:47
26706,Organic,560,37,Yes,2024-05-19 16:37:55
25849,Paid Search,469,40,Yes,2023-05-20 21:30:59
24722,Social,786,39,Yes,2021-07-13 07:12:32
8754,Organic,1389,41,Yes,2023-07-15 21:22:50
24829,Referral,4232,11,No,2021-03-31 04:33:43
26923,Paid Search,3528,11,No,2020-10-13 10:56:14
22153,Referral,3841,21,No,2023-10-04 11:46:46
18023,Paid Search,1773,37,Yes,2023-09-10 23:14:21
9148,Referral,4510,7,No,2019-02-13 10:32:41
29212,Social,3495,28,No,2019-10-22 07:00:08
14696,Social,4719,30,No,2024-08-27 05:05:05
20053,Paid Search,4600,18,No,2020-04-13 04:16:05
16293,Paid Search,4521,1,No,2020-09-04 06:14:20
12775,Social,734,8,Yes,2023-10-03 12:02:58
24657,Paid Search,3412,23,No,2021-03-19 02:00:44
17577,Social,1259,29,Yes,2021-02-11 12:22:24
4183,Social,1713,8,Yes,2024-01-06 22:36:02
7901,Social,3087,5,No,2020-12-14 14:14:54
16869,Referral,3186,39,No,2020-07-20 02:45:59
816,Social,3175,18,No,2023-08-12 23:18:58
21854,Paid Search,4071,27,No,2023-03-06 07:13:09
15857,Referral,3359,6,No,2022-12-29 02:55:42
28481,Social,427,24,Yes,2024-05-07 10:43:28
19374,Paid Search,3896,41,No,2021-11-07 11:14:44
1269,Referral,3657,41,No,2019-01-11 02:42:08
22540,Organic,4023,29,No,2022-11-15 13:49:52
15409,Social,4165,8,No,2020-02-21 11:48:37
22945,Paid Search,3898,30,No,2020-02-25 14:36:52
15013,Referral,2584,19,No,2023-08-29 02:28:43
23362,Organic,2717,3,No,2019-09-17 03:53:35
3941,Organic,3039,3,No,2020-11-21 17:33:00
15969,Organic,2919,15,No,2023-02-14 11:12:56
22372,Paid Search,377,42,Yes,2019-10-15 17:13:19
13093,Social,4514,30,No,2024-12-06 16:40:16
2771,Referral,4461,25,No,2022-10-14 16:25:59
8857,Referral,2950,21,No,2021-08-08 00:31:28
11310,Referral,3443,17,No,2018-09-30 18:33:23
13446,Paid Search,1528,14,Yes,2018-06-11 22:05:39
25212,Organic,1050,10,Yes,2018-03-29 02:06:19
23111,Organic,1217,8,Yes,2024-02-03 21:40:26
21258,Paid Search,3651,40,No,2022-01-04 13:49:36
27146,Referral,3126,22,No,2024-02-18 05:21:20
6714,Social,2007,31,No,2019-09-12 22:53:58
7579,Social,1156,28,Yes,2023-08-13 12:24:45
29080,Social,4917,42,No,2022-08-31 21:45:52
25107,Social,1709,24,Yes,2023-04-16 10:32:03
23624,Social,1372,2,Yes,2018-12-07 23:11:59
8321,Organic,3364,35,No,2018-02-14 16:38:37
1087,Paid Search,1061,34,Yes,2019-11-09 20:29:11
10560,Referral,4005,27,No,2021-06-24 11:33:03
8024,Paid Search,957,24,Yes,2022-03-30 17:10:22
7430,Referral,3744,8,No,2020-08-23 04:43:40
18310,Paid Search,777,19,Yes,2021-12-29 02:05:45
1209,Referral,4138,41,No,2024-01-08 15:00:33
9879,Referral,4204,38,No,2020-06-07 12:55:25
10717,Social,4214,7,No,2020-01-11 19:32:07
5882,Organic,3845,28,No,2020-02-11 09:27:31
14817,Social,1417,15,Yes,2020-04-25 16:59:56
5532,Organic,1799,36,Yes,2023-07-20 07:16:11
7531,Paid Search,4376,27,No,2018-01-06 17:58:02
9685,Social,4932,30,No,2019-09-30 02:53:45
10759,Organic,4876,9,No,2022-04-24 22:46:52
27389,Paid Search,909,23,Yes,2023-12-06 17:57:14
10682,Social,2032,33,No,2023-01-21 02:45:46
4733,Social,3458,27,No,2023-01-17 07:18:39
6586,Paid Search,474,23,Yes,2023-09-25 02:09:30
10677,Social,4317,26,No,2024-11-29 16:34:15
9084,Social,1347,16,Yes,2023-02-04 13:54:31
15048,Social,1592,33,Yes,2019-05-16 04:43:26
13802,Organic,1245,41,Yes,2021-05-14 09:28:41
21723,Referral,2180,37,No,2021-04-27 05:31:19
2415,Organic,2349,44,No,2021-01-10 18:55:44
25553,Social,241,36,Yes,2019-02-17 03:49:56
27912,Paid Search,1118,27,Yes,2019-12-12 19:34:05
848,Social,1779,43,Yes,2024-06-02 16:11:59
10315,Organic,4530,31,No,2019-01-24 14:13:51
3997,Paid Search,3856,11,No,2024-02-24 21:16:06
22073,Paid Search,1312,12,Yes,2021-12-20 12:07:13
12635,Organic,3690,21,No,2023-10-23 18:53:15
14617,Organic,4036,31,No,2021-04-22 09:35:11
14686,Referral,2842,29,No,2018-06-28 08:12:05
13338,Organic,3589,6,No,2022-03-03 00:27:52
1804,Referral,1979,0,Yes,2019-04-29 17:22:32
22800,Referral,4432,13,No,2019-06-12 06:47:03
21339,Paid Search,849,27,Yes,2023-05-11 18:42:11
19164,Paid Search,3520,27,No,2023-06-06 10:19:53
17217,Social,1391,13,Yes,2024-09-23 09:30:21
12906,Referral,3749,23,No,2024-06-05 18:53:33
3173,Paid Search,3722,34,No,2018-04-11 19:05:02
16435,Referral,1346,4,Yes,2019-05-01 10:16:25
21513,Social,3487,28,No,2018-08-29 10:08:11
10110,Social,1093,10,Yes,2019-05-13 15:28:30
15552,Referral,1597,11,Yes,2021-11-22 01:31:45
23314,Paid Search,2261,6,No,2019-05-02 09:42:48
1409,Referral,735,38,Yes,2019-07-23 07:35:03
25634,Paid Search,1231,20,Yes,2019-01-25 11:37:47
14664,Social,1602,3,Yes,2023-03-04 21:15:01
19838,Referral,4391,25,No,2018-08-24 04:39:08
1967,Paid Search,3786,36,No,2024-12-30 13:25:11
27544,Paid Search,4860,19,No,2021-02-18 17:10:14
2586,Referral,4616,14,No,2019-12-13 19:15:57
13492,Paid Search,2665,25,No,2022-06-24 03:02:38
9589,Organic,4057,35,No,2023-07-05 00:38:19
4127,Organic,1788,10,Yes,2023-09-22 06:29:57
19361,Social,4763,9,No,2019-05-29 19:28:24
22848,Referral,3299,12,No,2023-10-06 03:32:12
27215,Social,917,34,Yes,2024-05-06 00:52:09
21851,Referral,3271,21,No,2023-12-10 22:23:25
14845,Social,3067,24,No,2018-06-16 04:06:10
20642,Organic,4995,41,No,2022-10-28 19:48:56
29998,Social,356,0,Yes,2023-11-21 06:05:58
666,Organic,1524,32,Yes,2024-04-15 20:27:41
26996,Social,1267,36,Yes,2018-05-31 00:24:45
10968,Referral,1931,16,Yes,2023-10-10 20:06:04
5295,Organic,3565,3,No,2021-05-19 03:14:39
9762,Referral,4166,22,No,2023-02-17 11:39:59
15549,Referral,4108,25,No,2022-07-13 15:14:02
993,Referral,4160,8,No,2019-09-29 00:16:25
8771,Organic,4857,0,No,2024-08-20 11:44:14
16247,Organic,3178,38,No,2022-08-08 02:50:02
3346,Social,3806,32,No,2019-05-10 05:39:21
12615,Paid Search,4983,38,No,2018-07-17 01:09:18
24357,Referral,4182,21,No,2021-07-10 09:45:43
14116,Referral,2021,38,No,2023-11-10 17:13:16
8038,Paid Search,343,33,Yes,2019-09-12 18:24:36
6777,Paid Search,1760,40,Yes,2023-10-31 20:32:17
9457,Organic,551,40,Yes,2024-06-04 05:22:41
8292,Social,3330,42,No,2022-12-29 17:51:47
4424,Social,1030,25,Yes,2024-10-01 14:58:25
27593,Referral,4097,18,No,2023-09-04 16:19:41
10576,Organic,4566,36,No,2023-09-10 23:06:16
24877,Organic,3053,10,No,2021-12-23 09:59:24
2792,Paid Search,1589,9,Yes,2024-09-14 12:43:11
23693,Social,4517,18,No,2023-07-21 11:47:20
19405,Referral,2859,21,No,2021-11-17 07:10:29
21220,Referral,2851,17,No,2021-03-14 11:58:41
20470,Paid Search,1959,35,Yes,2020-06-04 00:20:04
24543,Paid Search,4508,18,No,2022-04-04 11:57:31
23433,Paid Search,4344,11,No,2023-11-24 09:10:58
1303,Referral,3727,26,No,2023-12-01 10:17:09
26356,Social,3022,28,No,2018-09-03 14:12:05
28850,Organic,2822,27,No,2020-03-26 14:34:05
5898,Referral,379,20,Yes,2019-10-02 21:27:09
6995,Referral,1199,42,Yes,2024-06-29 18:13:02
21071,Paid Search,215,26,Yes,2020-05-12 08:23:11
20162,Organic,3414,20,No,2021-12-21 19:29:22
8660,Referral,2302,21,No,2021-12-26 07:34:11
8999,Social,873,23,Yes,2022-10-26 06:58:07
5452,Social,394,25,Yes,2019-09-10 12:41:40
23492,Paid Search,2108,14,No,2022-05-31 05:18:57
26388,Organic,2404,33,No,2020-08-12 16:02:24
246,Organic,3863,13,No,2024-04-26 19:02:22
19645,Referral,1574,16,Yes,2023-02-04 17:43:31
20762,Social,3272,33,No,2024-01-14 03:59:27
29392,Social,1218,42,Yes,2022-06-18 19:56:23
9963,Social,2114,0,No,2019-04-11 04:19:57
2143,Referral,4652,43,No,2020-08-15 06:33:16
2194,Referral,626,9,Yes,2020-12-01 10:03:59
20556,Referral,829,41,Yes,2018-11-18 15:03:05
1898,Paid Search,987,19,Yes,2018-07-26 23:32:50
6975,Organic,4666,24,No,2018-08-23 21:28:37
9591,Paid Search,2649,25,No,2018-07-29 01:19:49
3091,Paid Search,247,20,Yes,2024-07-26 23:50:04
10576,Paid Search,3303,13,No,2024-07-19 17:47:17
1246,Referral,4520,44,No,2022-08-05 03:09:55
17059,Organic,1370,33,Yes,2022-11-27 18:14:07
24621,Social,2251,20,No,2020-04-06 10:36:46
19392,Referral,408,5,Yes,2022-10-17 09:45:23
3393,Organic,222,43,Yes,2018-07-10 05:56:50
15618,Organic,1334,42,Yes,2020-02-20 17:22:57
9244,Organic,1741,11,Yes,2020-06-23 14:43:43
22475,Referral,2328,43,No,2019-04-30 04:01:08
18224,Organic,1885,33,Yes,2020-06-07 19:12:37
25424,Organic,3957,37,No,2021-06-01 05:01:29
393,Referral,820,32,Yes,2020-10-03 19:48:02
15732,Paid Search,4040,10,No,2018-08-07 15:39:50
16813,Social,4355,27,No,2020-10-10 17:45:17
23140,Social,2745,21,No,2018-02-12 15:01:40
1062,Paid Search,3046,17,No,2018-05-12 14:15:03
24208,Paid Search,1892,31,Yes,2019-12-08 00:51:28
12820,Social,2524,21,No,2023-11-07 01:26:09
18264,Social,2309,29,No,2022-08-28 06:12:41
7619,Organic,3071,30,No,2018-04-02 12:28:08
18598,Referral,608,39,Yes,2022-09-23 06:40:34
7397,Paid Search,1054,38,Yes,2020-05-31 18:35:00
23451,Organic,3696,23,No,2024-12-30 21:20:10
16052,Organic,3333,30,No,2020-10-22 05:38:45
3207,Social,1837,3,Yes,2021-03-22 14:07:38
4471,Organic,974,26,Yes,2021-03-25 19:09:58
3299,Referral,1325,32,Yes,2023-06-14 06:32:54
29913,Referral,3469,0,No,2024-06-23 18:34:57
27894,Social,1073,13,Yes,2021-06-03 10:33:26
23279,Social,2608,9,No,2024-12-13 14:37:49
23284,Paid Search,4195,17,No,2022-05-23 17:26:20
4316,Paid Search,3039,36,No,2023-05-13 11:15:47
21753,Organic,2395,41,No,2024-11-27 05:25:50
10434,Social,2738,35,No,2024-03-30 20:34:36
11553,Paid Search,655,35,Yes,2019-02-18 08:49:52
28376,Organic,1516,9,Yes,2022-09-06 00:14:16
22395,Social,2480,9,No,2023-11-03 05:20:27
8942,Paid Search,1613,42,Yes,2021-07-13 06:52:07
20685,Referral,3826,13,No,2019-09-06 03:07:31
10461,Referral,2398,10,No,2020-03-11 02:03:15
29469,Social,3039,43,No,2023-04-21 15:34:07
8955,Organic,4028,9,No,2020-03-03 16:05:29
2596,Organic,320,24,Yes,2019-08-12 12:55:07
2212,Social,2033,0,No,2020-09-21 01:03:03
21839,Social,3840,40,No,2020-07-19 05:38:00
1637,Paid Search,1852,42,Yes,2022-05-04 17:43:19
6204,Organic,978,9,Yes,2024-05-04 05:08:15
18576,Paid Search,508,16,Yes,2024-07-10 07:54:47
9880,Referral,4640,14,No,2018-02-15 13:54:35
21489,Referral,4036,16,No,2021-03-26 22:42:29
23745,Organic,1870,12,Yes,2020-11-19 21:36:34
16864,Social,2382,9,No,2020-09-20 18:19:10
28687,Social,4904,29,No,2022-03-05 21:32:33
11648,Social,2486,12,No,2023-11-29 15:59:00
24858,Social,1689,42,Yes,2019-10-15 06:42:04
8158,Organic,1003,3,Yes,2024-12-17 00:10:48
345,Paid Search,3990,19,No,2023-10-19 22:17:58
20886,Paid Search,3008,23,No,2023-05-31 14:18:26
29535,Organic,2679,20,No,2019-05-13 01:17:41
9847,Social,505,39,Yes,2024-01-16 20:37:03
8493,Organic,4117,2,No,2022-07-16 09:28:04
630,Paid Search,3013,40,No,2019-10-25 19:55:32
10939,Social,1789,10,Yes,2020-10-31 20:25:16
7837,Referral,2596,19,No,2023-10-04 20:38:10
18340,Organic,3916,17,No,2021-04-04 00:00:07
15026,Social,2988,2,No,2019-08-14 19:21:56
22478,Social,2977,18,No,2020-04-12 09:59:47
6214,Organic,3672,29,No,2019-09-14 09:31:27
618,Paid Search,2096,38,No,2023-07-27 08:33:08
15819,Social,3685,38,No,2020-01-08 13:01:09
6320,Organic,3519,6,No,2022-11-11 05:00:15
759,Referral,2648,5,No,2023-02-26 15:45:40
11428,Organic,3182,40,No,2022-12-04 04:20:53
3170,Paid Search,352,6,Yes,2023-05-23 17:33:18
2190,Paid Search,3369,10,No,2020-10-11 01:20:23
19973,Paid Search,1786,40,Yes,2023-05-16 15:02:57
10126,Paid Search,1107,24,Yes,2023-03-11 07:42:19
17357,Referral,3004,39,No,2023-11-01 22:11:44
2227,Social,4667,10,No,2019-01-21 01:24:46
7017,Social,1451,29,Yes,2019-03-03 04:38:41
10516,Referral,3088,0,No,2024-09-23 05:36:19
8806,Paid Search,4908,0,No,2021-08-11 11:06:04
24672,Referral,664,43,Yes,2018-12-25 15:51:45
9773,Social,2802,35,No,2023-09-30 16:48:28
25980,Organic,1274,26,Yes,2021-02-04 13:01:34
6864,Referral,3240,32,No,2021-07-14 08:34:29
23016,Social,2649,17,No,2023-03-04 08:11:28
28821,Paid Search,4510,38,No,2023-09-16 16:21:24
6622,Paid Search,915,31,Yes,2020-10-08 20:54:09
12777,Organic,1207,44,Yes,2021-06-19 19:19:42
26209,Organic,2954,26,No,2022-05-12 16:46:28
17212,Social,1067,4,Yes,2019-03-24 20:07:43
4563,Organic,303,21,Yes,2024-09-26 21:42:46
18488,Social,2007,38,No,2018-10-25 15:35:36
17616,Referral,1499,40,Yes,2020-01-22 15:18:45
10566,Organic,3528,4,No,2023-12-24 15:52:37
12973,Social,4374,28,No,2022-03-24 20:29:35
19228,Paid Search,2007,11,No,2024-07-18 07:01:01
8558,Social,3284,30,No,2024-10-14 14:46:55
2971,Referral,2073,1,No,2024-08-16 00:55:24
21386,Paid Search,2128,26,No,2018-12-07 12:08:00
22722,Organic,4571,21,No,2018-03-15 08:59:55
21798,Paid Search,3112,28,No,2022-05-16 04:12:41
18642,Organic,2215,5,No,2019-01-30 04:10:48
13314,Referral,4181,34,No,2020-08-26 10:07:41
15019,Organic,3307,44,No,2024-12-24 20:03:17
14313,Paid Search,1075,2,Yes,2023-09-09 14:52:47
4959,Referral,1307,36,Yes,2024-09-05 17:29:46
10019,Social,4500,10,No,2024-05-22 20:12:28
3484,Referral,2228,16,No,2019-06-05 19:12:15
16603,Paid Search,4972,17,No,2023-07-24 12:03:12
1882,Referral,482,7,Yes,2023-05-28 01:08:15
1393,Organic,1105,14,Yes,2022-06-02 12:37:27
4751,Referral,1433,36,Yes,2022-04-25 02:56:44
9229,Paid Search,4752,1,No,2021-01-27 23:41:51
18295,Paid Search,525,42,Yes,2020-11-13 02:11:26
3978,Social,931,18,Yes,2018-11-12 16:30:05
16162,Social,2364,31,No,2022-10-08 10:35:53
3129,Referral,1926,40,Yes,2020-06-18 12:53:43
3857,Social,3542,21,No,2021-07-31 21:37:53
28479,Social,2881,2,No,2022-04-22 22:22:01
9588,Referral,2181,17,No,2022-10-05 09:32:24
21554,Social,507,18,Yes,2018-10-26 13:38:29
15301,Referral,3615,43,No,2018-11-13 01:45:54
26964,Organic,4868,35,No,2019-08-26 08:07:47
13235,Paid Search,251,21,Yes,2021-07-21 10:42:34
26047,Social,4920,18,No,2021-03-01 06:42:34
13948,Social,542,5,Yes,2018-09-16 09:52:55
27816,Social,3363,28,No,2020-11-11 08:16:45
12480,Organic,2754,36,No,2024-04-10 04:09:15
28048,Paid Search,4911,44,No,2021-05-14 14:04:22
12521,Paid Search,2383,5,No,2022-08-04 11:28:43
11795,Paid Search,4388,35,No,2021-05-13 03:43:07
1335,Paid Search,2087,24,No,2019-07-17 16:18:09
9617,Paid Search,3533,32,No,2020-07-10 11:37:55
7257,Paid Search,2455,0,No,2019-01-29 08:31:02
1591,Paid Search,841,32,Yes,2021-12-21 04:09:44
11556,Organic,4822,1,No,2022-12-31 05:19:38
6581,Referral,1118,20,Yes,2024-02-20 08:09:36
4121,Social,530,20,Yes,2022-05-06 00:14:41
26999,Paid Search,1577,35,Yes,2024-12-19 01:12:44
8153,Paid Search,4257,2,No,2022-08-17 10:29:29
8554,Social,4807,11,No,2021-12-09 14:58:10
25854,Social,2672,4,No,2024-06-21 06:28:03
12737,Organic,1158,37,Yes,2019-11-30 15:25:03
8765,Paid Search,3856,12,No,2024-05-11 09:26:02
9425,Paid Search,1867,2,Yes,2022-04-28 23:01:42
29050,Referral,3690,15,No,2018-08-09 10:14:22
3568,Social,3818,34,No,2022-04-26 06:55:29
9747,Paid Search,1707,43,Yes,2018-03-15 06:00:48
11687,Paid Search,1655,22,Yes,2020-11-04 21:00:42
11160,Organic,1163,26,Yes,2019-05-18 16:07:39
896,Paid Search,3131,2,No,2019-02-19 23:43:43
23360,Referral,871,7,Yes,2023-09-15 07:10:45
9873,Social,4466,4,No,2023-09-18 14:44:16
20209,Paid Search,1148,7,Yes,2024-12-22 03:08:08
17519,Social,3986,0,No,2022-12-18 05:57:47
2471,Organic,2599,27,No,2023-01-31 23:32:42
2485,Referral,1362,39,Yes,2018-01-03 03:27:47
17177,Social,3287,28,No,2023-01-03 06:05:57
7018,Referral,2732,37,No,2024-05-10 01:05:16
25329,Paid Search,3245,7,No,2024-03-22 02:22:40
3308,Social,1295,31,Yes,2021-01-20 10:42:13
18156,Organic,1878,42,Yes,2019-05-10 18:49:59
26436,Paid Search,803,23,Yes,2018-02-03 14:25:14
10404,Paid Search,1125,37,Yes,2024-01-25 14:58:31
23405,Organic,938,13,Yes,2020-05-17 23:42:03
23670,Referral,2434,24,No,2024-12-26 12:45:29
25880,Paid Search,1731,40,Yes,2021-02-13 15:22:57
13669,Organic,382,38,Yes,2019-01-12 04:35:14
1382,Organic,3293,30,No,2023-10-10 13:02:57
24394,Social,3573,3,No,2021-10-31 20:22:02
20059,Paid Search,4910,32,No,2021-07-09 19:56:10
14985,Social,512,16,Yes,2020-10-17 18:24:56
29240,Social,530,20,Yes,2019-09-13 01:48:11
22524,Paid Search,3239,32,No,2021-08-07 06:28:43
1868,Social,3369,2,No,2022-09-12 05:46:24
4175,Referral,1109,0,Yes,2018-03-31 09:57:10
29526,Referral,3541,26,No,2023-04-06 08:01:12
20466,Organic,1856,32,Yes,2023-01-31 07:48:08
19525,Referral,344,30,Yes,2024-11-20 20:05:49
22937,Paid Search,3426,29,No,2020-08-04 03:11:36
26277,Organic,1805,42,Yes,2018-06-14 20:12:39
4575,Social,309,11,Yes,2019-03-02 04:04:55
11836,Social,965,27,Yes,2023-03-01 17:06:41
6984,Paid Search,1275,14,Yes,2023-12-02 12:10:16
15485,Organic,334,22,Yes,2018-05-02 12:11:18
29965,Paid Search,2922,10,No,2020-05-25 02:43:23
5233,Social,1920,33,Yes,2021-11-09 07:03:02
21197,Social,4610,7,No,2019-01-28 03:07:27
10830,Social,4121,23,No,2024-12-14 11:20:36
27488,Referral,4625,24,No,2019-10-01 18:57:14
12432,Referral,4962,14,No,2023-08-20 18:20:59
3691,Referral,4043,0,No,2020-06-14 12:35:45
555,Social,3427,1,No,2024-10-21 15:09:48
13001,Paid Search,3778,30,No,2024-05-06 11:58:07
20892,Organic,3309,40,No,2024-05-08 19:29:50
8811,Referral,2231,24,No,2020-09-16 14:08:50
19422,Organic,837,13,Yes,2024-02-26 08:45:59
13868,Referral,1615,13,Yes,2022-05-25 20:28:45
2679,Organic,989,9,Yes,2021-09-21 14:37:12
397,Paid Search,4856,32,No,2019-06-08 15:57:43
21007,Social,2336,25,No,2018-03-27 01:16:16
28838,Organic,2065,24,No,2019-02-19 11:14:01
15912,Organic,1264,33,Yes,2024-04-14 09:38:13
27741,Social,3390,31,No,2019-11-19 07:45:26
13934,Paid Search,940,9,Yes,2022-02-08 23:37:22
29675,Organic,4148,2,No,2019-04-09 16:26:23
19388,Social,703,15,Yes,2019-03-12 21:19:58
11461,Organic,4943,9,No,2023-02-26 08:56:56
28878,Social,4171,18,No,2022-09-13 07:05:33
27331,Paid Search,3840,6,No,2024-05-25 05:10:37
4168,Paid Search,3232,7,No,2024-01-08 22:41:37
18863,Referral,3552,13,No,2021-11-04 17:14:43
4915,Organic,537,20,Yes,2018-08-07 22:54:28
8764,Referral,1745,28,Yes,2020-05-14 18:27:04
23,Organic,4202,18,No,2022-06-13 02:35:55
2219,Referral,3469,27,No,2024-01-22 09:08:44
12724,Social,2074,6,No,2024-10-13 13:18:15
2277,Organic,2459,6,No,2024-05-24 16:41:00
16669,Paid Search,1405,43,Yes,2022-12-30 16:33:31
1027,Referral,886,30,Yes,2022-12-02 11:49:08
21446,Paid Search,4713,0,No,2023-08-01 18:56:38
16962,Referral,956,30,Yes,2021-01-31 08:08:37
5199,Social,3464,29,No,2019-06-28 04:25:21
20162,Organic,503,20,Yes,2023-11-19 05:02:16
8744,Social,2953,9,No,2022-12-25 00:23:36
16205,Referral,3747,16,No,2024-06-05 04:36:16
17403,Referral,1279,37,Yes,2020-12-12 06:44:10
24956,Social,2100,3,No,2019-07-17 04:22:01
28124,Referral,4538,8,No,2024-06-09 14:34:35
11268,Social,3589,33,No,2021-09-14 19:49:29
15764,Organic,1110,11,Yes,2022-09-18 19:32:13
15990,Referral,1579,30,Yes,2019-08-10 01:36:23
12429,Organic,3962,8,No,2018-04-04 05:33:03
12933,Social,4764,33,No,2021-03-05 11:10:12
2215,Organic,2248,35,No,2020-04-29 23:38:37
28047,Organic,4961,4,No,2020-12-10 20:41:11
24713,Referral,3736,40,No,2021-12-22 20:46:48
8405,Social,871,7,Yes,2018-02-08 10:24:37
6105,Organic,395,17,Yes,2020-05-27 18:50:52
16487,Paid Search,3079,41,No,2023-05-25 02:47:48
21917,Referral,577,6,Yes,2020-11-08 13:29:29
273,Organic,504,11,Yes,2019-05-14 08:45:06
25355,Paid Search,3895,0,No,2020-01-29 05:36:51
2976,Paid Search,3926,35,No,2021-02-06 08:27:23
7831,Paid Search,2520,21,No,2019-04-09 11:05:25
1050,Organic,2287,38,No,2020-08-27 11:37:27
13472,Organic,1809,41,Yes,2022-11-21 04:41:10
7643,Paid Search,2106,23,No,2022-12-05 03:38:29
20680,Referral,1653,42,Yes,2018-01-20 10:01:28
6632,Social,2832,36,No,2019-12-24 09:05:00
26821,Social,1882,40,Yes,2018-08-16 12:08:47
7686,Paid Search,3254,5,No,2023-10-29 03:36:38
29217,Social,1003,8,Yes,2024-08-07 01:15:13
29405,Organic,2516,14,No,2021-03-31 09:51:57
5262,Social,4232,24,No,2023-09-12 20:28:50
17893,Referral,3664,9,No,2021-10-05 01:07:11
10137,Social,2680,33,No,2024-01-08 00:08:29
13058,Paid Search,1471,41,Yes,2024-04-12 01:39:36
10304,Referral,758,37,Yes,2021-06-15 07:41:19
16158,Referral,2850,28,No,2018-12-10 10:21:40
13150,Referral,1236,3,Yes,2018-08-24 15:43:26
8451,Organic,310,17,Yes,2021-12-13 11:08:54
18332,Organic,417,33,Yes,2023-12-07 22:54:48
8317,Paid Search,1589,22,Yes,2022-06-19 08:29:54
25528,Social,2847,31,No,2018-01-12 13:13:31
24943,Social,1740,33,Yes,2020-06-18 01:43:10
3056,Social,2951,31,No,2024-07-12 12:01:15
21880,Organic,1274,31,Yes,2022-02-14 19:40:45
26224,Social,2013,27,No,2022-01-18 14:37:34
28260,Organic,1715,20,Yes,2018-10-04 03:02:45
3224,Paid Search,3950,31,No,2023-05-11 02:26:27
18266,Social,4638,18,No,2019-05-09 00:59:18
11100,Organic,1248,40,Yes,2021-11-01 18:39:39
16383,Organic,3261,31,No,2019-08-25 21:20:08
23790,Organic,895,14,Yes,2021-11-12 09:00:21
17558,Paid Search,4568,18,No,2019-06-17 18:44:10
8352,Social,655,44,Yes,2020-05-24 17:49:50
24761,Social,2178,8,No,2022-01-18 04:35:59
19509,Paid Search,3294,41,No,2023-11-30 19:44:35
27676,Organic,2197,39,No,2024-09-22 15:41:40
21509,Paid Search,3175,19,No,2019-07-10 20:42:55
4923,Paid Search,3393,32,No,2023-02-25 00:59:13
17352,Referral,1878,14,Yes,2021-05-10 03:54:14
15035,Referral,3701,25,No,2018-10-02 07:42:09
5446,Organic,580,15,Yes,2020-11-27 18:06:18
8525,Social,4061,15,No,2023-09-22 14:28:37
11895,Referral,4646,2,No,2018-12-12 06:56:13
6331,Organic,2175,35,No,2018-03-09 01:13:36
16852,Paid Search,670,7,Yes,2023-04-15 13:25:08
5888,Social,3796,41,No,2018-09-04 23:54:33
15560,Paid Search,2255,37,No,2023-07-28 22:19:09
14886,Paid Search,1393,32,Yes,2019-04-13 18:17:42
13971,Paid Search,1834,37,Yes,2019-08-28 05:02:25
3374,Referral,4327,6,No,2024-10-17 08:53:39
22919,Social,4292,30,No,2021-06-29 02:33:56
20885,Social,832,22,Yes,2020-01-14 21:21:38
7688,Paid Search,1398,30,Yes,2024-01-31 18:48:22
21305,Referral,868,39,Yes,2020-06-13 09:08:51
26226,Paid Search,4845,42,No,2018-03-05 15:28:49
14885,Social,4205,30,No,2018-02-19 17:04:39
20822,Social,1677,40,Yes,2021-01-22 06:52:01
20553,Social,1742,23,Yes,2018-10-27 01:51:56
7828,Organic,1695,35,Yes,2018-08-22 00:03:13
13291,Referral,3434,18,No,2018-10-27 12:35:18
29231,Referral,1707,16,Yes,2024-08-08 06:46:46
1387,Referral,634,1,Yes,2021-07-27 02:46:55
16780,Referral,1676,34,Yes,2019-06-04 13:21:56
26234,Paid Search,2336,9,No,2022-09-08 00:14:43
24824,Social,3786,8,No,2021-03-20 10:02:51
23025,Social,3221,41,No,2022-08-11 05:16:43
4711,Referral,4559,29,No,2018-04-30 22:53:50
25221,Referral,2677,15,No,2020-12-31 00:15:27
25505,Social,1373,25,Yes,2020-12-11 01:17:33
2737,Paid Search,2500,35,No,2019-04-22 01:07:48
2394,Social,1989,24,Yes,2024-05-25 00:52:12
15548,Paid Search,1701,13,Yes,2018-10-06 05:31:29
15649,Paid Search,4418,1,No,2024-02-14 11:08:39
5841,Referral,1263,6,Yes,2018-03-07 12:54:57
19395,Social,4303,3,No,2018-03-02 06:21:56
6427,Paid Search,2834,3,No,2018-04-04 17:09:10
10504,Social,2822,40,No,2022-12-24 23:45:51
7346,Paid Search,2653,27,No,2021-10-08 14:14:13
18114,Referral,2537,0,No,2019-12-16 16:03:41
