respondent_id,brand_recall_score,purchase_intent_score,survey_channel,survey_date
21537,1,9,Offline,2023-02-02 10:33:17
47418,3,3,Offline,2018-05-03 18:09:05
19410,7,7,Offline,2018-10-19 13:49:12
28626,10,1,Offline,2019-05-30 07:46:48
45898,10,4,Offline,2018-01-31 16:05:23
11404,9,7,Offline,2024-11-17 20:06:33
49915,3,9,Offline,2018-05-22 06:11:31
25475,9,2,Offline,2023-12-09 03:16:22
25744,7,7,Online,2022-01-18 12:30:37
5818,1,8,Offline,2020-07-11 14:21:35
16362,9,10,Offline,2019-02-05 12:04:01
38002,9,2,Online,2018-12-08 15:24:31
23712,1,9,Online,2020-12-11 14:55:50
13625,3,8,Offline,2023-12-21 10:38:59
14971,6,2,Offline,2018-01-22 16:07:32
595,8,4,Offline,2021-07-03 02:11:34
15176,10,3,Offline,2022-09-24 06:28:07
26019,4,3,Online,2019-02-11 07:26:53
17380,2,2,Offline,2019-04-13 19:33:01
33756,5,8,Online,2023-02-09 16:34:25
39424,5,1,Offline,2018-09-26 17:32:29
42822,10,6,Offline,2024-02-22 20:15:12
19470,3,6,Offline,2021-03-19 15:44:51
23166,3,4,Online,2023-06-27 16:01:40
8708,6,9,Offline,2021-05-22 16:08:55
49443,5,8,Offline,2021-01-02 20:37:31
7544,8,7,Offline,2021-01-26 01:30:37
439,8,4,Offline,2021-10-23 05:51:42
31761,10,2,Offline,2024-07-28 19:11:44
31723,1,8,Online,2020-03-08 19:36:10
32971,5,9,Online,2024-01-16 10:46:37
23608,5,5,Offline,2024-03-22 22:32:13
14494,1,9,Online,2021-08-26 01:28:44
3922,2,1,Offline,2018-08-01 01:00:55
33096,8,2,Offline,2022-03-26 20:41:56
10026,1,5,Online,2022-09-04 15:15:37
28353,2,4,Offline,2019-05-11 22:39:03
17093,10,4,Offline,2021-05-01 10:55:06
7800,8,7,Online,2023-07-20 16:49:00
37311,5,1,Offline,2021-04-06 12:52:17
3278,2,9,Offline,2023-07-08 09:15:04
23875,9,4,Offline,2022-08-18 19:41:06
45872,8,1,Offline,2019-10-20 13:59:05
32670,10,8,Offline,2020-03-13 14:58:55
18750,3,9,Offline,2020-04-16 09:53:34
17924,6,9,Online,2022-05-06 19:37:07
19092,1,7,Offline,2021-07-07 11:44:05
7497,7,5,Offline,2019-08-26 13:12:47
31617,7,10,Offline,2024-06-14 07:08:06
47443,4,9,Offline,2023-02-17 12:29:12
48847,8,4,Online,2024-09-27 04:15:50
34305,10,3,Offline,2023-11-17 02:08:37
49958,3,9,Online,2022-04-19 05:49:00
3785,9,8,Offline,2018-01-20 04:52:32
19798,8,8,Offline,2018-05-25 20:39:19
24088,8,5,Offline,2022-03-12 22:02:32
47504,9,5,Online,2022-04-16 14:16:09
9244,1,9,Online,2021-08-02 01:46:26
7225,10,1,Offline,2024-04-15 12:23:31
45191,6,1,Offline,2022-06-15 09:19:25
24955,2,4,Online,2018-07-08 11:09:49
11402,7,8,Online,2021-03-03 06:15:55
41852,8,10,Offline,2020-03-05 11:37:50
33994,9,10,Online,2024-07-25 16:38:32
34185,8,7,Offline,2024-04-16 00:49:22
19168,2,4,Offline,2022-02-12 21:56:58
30552,6,4,Offline,2018-06-02 06:37:02
32926,7,10,Online,2023-03-19 11:54:37
42086,9,2,Offline,2018-12-02 19:10:12
19585,1,6,Offline,2022-12-31 12:36:06
12384,6,4,Offline,2024-01-09 07:54:24
46087,6,4,Offline,2021-09-02 15:13:34
8842,10,10,Online,2024-02-23 23:52:51
19797,9,5,Offline,2024-06-07 02:37:50
48669,4,9,Offline,2019-06-04 12:18:37
47302,8,5,Offline,2019-09-10 05:29:51
11932,3,9,Online,2023-11-03 09:07:51
9321,2,3,Offline,2020-08-23 22:44:42
47049,10,10,Online,2018-07-19 14:32:13
36387,5,2,Offline,2022-01-21 16:17:35
3793,1,9,Offline,2023-01-11 10:26:34
29537,9,5,Offline,2019-10-28 07:39:32
49548,9,7,Offline,2018-07-02 19:31:29
35819,8,1,Offline,2021-05-11 18:10:09
28884,9,7,Online,2020-11-10 21:52:02
34174,6,9,Offline,2024-04-07 12:55:19
24060,7,2,Offline,2021-08-08 18:37:20
7770,6,9,Offline,2018-11-01 07:09:18
5566,10,7,Offline,2018-06-05 03:53:52
44599,7,7,Offline,2018-05-09 04:30:46
41831,2,1,Offline,2020-05-16 09:02:25
39873,10,7,Online,2021-05-04 16:51:34
7258,3,1,Online,2019-01-24 03:52:31
19257,7,6,Online,2021-07-07 05:29:42
8118,2,10,Online,2018-08-04 15:31:24
40611,8,5,Online,2023-06-06 00:09:07
43998,2,9,Online,2019-03-19 21:05:02
4592,8,9,Offline,2020-09-10 15:21:25
11905,6,1,Offline,2024-04-26 02:11:41
40331,5,1,Online,2019-03-04 13:05:33
25529,2,10,Online,2019-12-05 18:16:51
9497,4,5,Offline,2019-07-08 11:19:14
26995,7,10,Online,2018-01-27 10:19:02
22127,6,8,Online,2020-09-07 08:26:37
46199,10,7,Online,2021-08-22 02:31:40
10781,3,6,Offline,2020-07-13 13:08:30
1674,4,5,Online,2021-07-25 10:47:32
26331,7,3,Online,2018-09-27 00:56:28
29067,3,9,Online,2020-05-07 17:36:45
39314,10,10,Offline,2019-06-26 12:00:23
7578,8,8,Offline,2023-05-18 23:08:19
9183,4,8,Online,2023-08-11 03:51:58
29369,1,4,Offline,2021-05-06 13:59:53
29069,10,4,Offline,2022-06-10 01:09:51
25962,3,1,Offline,2018-04-02 16:51:05
30754,8,3,Online,2023-02-28 07:43:16
18509,1,3,Offline,2019-10-22 04:57:05
38369,9,1,Online,2023-03-11 13:52:31
6179,7,2,Online,2023-06-20 23:10:53
31129,3,8,Online,2024-02-01 19:43:02
17868,6,9,Online,2020-09-19 18:13:28
3820,1,2,Offline,2021-09-27 22:22:55
26921,1,1,Online,2019-07-09 10:35:00
38572,9,8,Offline,2023-11-16 05:49:35
47220,4,10,Online,2023-04-03 15:46:08
43860,7,4,Offline,2022-08-01 10:07:49
705,1,7,Online,2018-09-24 12:42:59
7756,10,7,Offline,2020-11-14 11:27:07
32547,8,1,Online,2024-03-21 23:00:15
22675,1,8,Online,2022-08-08 12:37:14
39241,10,6,Offline,2018-02-16 16:20:16
2786,6,5,Offline,2021-12-01 16:20:35
42331,6,9,Online,2024-07-06 08:26:45
29173,3,10,Offline,2022-01-05 23:47:30
7457,2,10,Offline,2024-03-05 09:13:24
44077,2,1,Online,2018-03-11 01:51:48
31827,1,1,Online,2021-09-15 03:53:15
2878,2,5,Online,2021-06-11 06:23:08
3992,10,5,Offline,2018-11-27 18:55:20
23164,3,8,Online,2023-11-12 13:38:25
5350,1,9,Online,2021-10-25 07:29:19
14529,7,3,Online,2021-08-28 01:07:56
1814,6,5,Online,2023-08-07 05:20:15
21421,10,8,Offline,2024-08-02 07:55:37
44474,4,2,Offline,2021-08-24 05:40:28
18367,6,8,Online,2021-09-02 21:04:56
44067,2,8,Offline,2020-08-04 04:55:39
9710,4,5,Offline,2019-05-17 00:26:02
32848,3,9,Offline,2020-02-13 09:22:20
42311,3,4,Offline,2022-11-18 07:35:04
48720,1,10,Offline,2022-12-07 01:41:13
44235,1,4,Online,2022-02-14 02:42:15
25900,7,2,Online,2021-03-06 20:48:56
47815,7,4,Online,2023-11-25 16:55:35
19250,8,1,Offline,2022-10-04 02:37:57
40608,8,10,Online,2019-10-19 20:23:26
41482,7,9,Offline,2024-05-01 00:04:01
43983,9,8,Online,2021-06-30 17:47:37
47615,1,5,Offline,2023-06-02 05:26:11
2844,9,10,Online,2020-12-24 13:43:45
10175,2,4,Online,2023-02-04 13:15:54
43136,2,6,Offline,2021-11-03 09:47:39
26860,2,9,Online,2019-03-05 02:39:44
19633,10,3,Offline,2019-05-23 16:51:16
43709,8,3,Online,2019-10-03 19:55:25
18920,9,5,Online,2024-05-29 23:39:15
16118,4,6,Offline,2023-10-05 22:44:52
7240,9,3,Offline,2019-09-29 07:49:30
596,1,3,Online,2018-03-23 21:53:58
24255,6,9,Offline,2023-03-25 17:31:10
23059,1,1,Offline,2020-10-13 09:52:55
16219,10,4,Offline,2020-05-22 07:41:07
2379,6,6,Offline,2023-04-02 05:41:15
26161,7,3,Online,2023-12-17 02:32:06
4831,1,10,Offline,2021-03-29 11:22:47
29384,8,2,Online,2018-12-01 11:39:30
47932,2,4,Offline,2020-04-17 17:41:24
43392,5,1,Online,2019-07-15 22:01:23
12834,2,1,Offline,2022-08-23 15:02:45
23263,6,4,Online,2022-03-22 19:27:31
17824,3,4,Online,2022-09-17 15:41:09
18680,5,5,Online,2020-08-12 17:57:47
43390,8,2,Online,2021-01-04 04:04:32
34076,7,7,Online,2019-04-18 15:08:04
43167,8,1,Offline,2019-08-24 13:48:53
1037,1,6,Online,2020-11-06 07:06:14
23530,3,9,Online,2018-04-12 16:20:48
37752,2,2,Offline,2021-03-27 03:41:45
36061,2,8,Online,2019-08-13 10:43:31
32578,8,6,Offline,2021-06-28 22:43:22
26079,10,5,Online,2018-02-18 08:59:47
35296,10,9,Offline,2023-06-03 17:38:55
39260,5,5,Offline,2020-02-28 14:16:03
32731,10,8,Offline,2019-08-07 10:42:24
29339,9,10,Offline,2022-11-08 22:16:17
23492,1,2,Offline,2019-09-26 14:20:17
23106,3,5,Online,2019-03-17 22:32:58
10328,8,10,Online,2023-03-11 14:47:51
1209,2,4,Online,2020-06-28 15:28:58
42954,5,5,Offline,2018-12-09 21:40:19
36456,10,8,Offline,2020-12-23 08:21:42
47074,8,8,Online,2019-04-04 22:23:35
44962,7,5,Online,2023-11-08 06:29:04
5136,7,9,Offline,2023-12-13 16:35:19
16768,10,2,Offline,2018-11-25 05:31:58
43834,9,8,Offline,2018-04-23 19:48:43
13398,5,6,Offline,2022-10-10 13:49:09
15709,3,2,Offline,2023-11-12 14:32:33
24677,7,3,Online,2018-05-12 06:21:59
40351,5,6,Online,2018-10-05 09:18:50
16880,5,1,Online,2019-10-18 23:32:24
17368,5,8,Online,2018-11-09 19:54:46
30586,2,7,Offline,2019-11-15 01:51:28
31516,2,10,Online,2018-10-08 15:03:29
30434,3,6,Online,2024-09-27 11:32:33
16639,10,9,Offline,2018-08-08 06:48:44
34843,6,1,Offline,2024-06-11 09:00:42
48395,2,4,Offline,2022-11-08 04:24:18
8973,1,2,Offline,2023-12-09 14:33:13
27443,10,10,Online,2023-02-05 22:50:28
5023,8,6,Online,2020-12-24 15:47:21
23048,10,6,Offline,2022-07-30 00:25:02
36896,10,2,Offline,2019-07-06 01:48:57
33697,2,5,Offline,2022-09-08 16:07:04
21987,4,8,Online,2024-07-27 09:40:24
23556,3,10,Offline,2022-12-23 12:58:45
2356,1,10,Offline,2020-07-16 19:02:59
30790,10,5,Online,2021-03-18 09:20:26
35014,1,3,Online,2021-04-11 03:28:27
17102,8,5,Online,2021-10-16 01:24:44
6127,9,1,Offline,2023-04-28 17:10:11
42603,6,8,Online,2019-10-25 00:46:35
29423,9,5,Online,2020-10-04 20:58:13
32587,10,1,Online,2020-10-07 10:30:12
10907,7,10,Offline,2020-10-05 22:07:33
41800,8,4,Online,2019-01-29 20:16:16
35477,2,9,Online,2021-02-13 03:40:32
40466,1,3,Online,2018-07-25 07:14:57
7171,5,4,Online,2024-10-15 07:30:28
47913,2,1,Online,2023-09-02 05:35:59
696,3,9,Online,2022-08-25 18:56:26
18334,5,5,Offline,2024-03-04 03:14:52
10905,2,10,Offline,2023-05-03 03:53:59
621,9,3,Offline,2024-09-25 10:55:01
8968,2,3,Offline,2020-08-15 21:13:35
9914,1,3,Offline,2019-07-04 01:44:30
17768,5,4,Online,2018-04-22 18:06:21
14915,6,4,Online,2023-07-18 21:57:55
43512,2,3,Offline,2023-06-19 13:57:48
15003,9,9,Online,2024-02-13 04:37:27
4145,8,3,Online,2018-04-01 05:32:44
41605,2,9,Online,2019-11-09 10:59:15
48355,5,8,Offline,2024-02-27 01:30:10
6449,5,2,Online,2022-12-03 17:36:35
16150,8,5,Online,2019-07-10 17:16:47
31942,3,10,Offline,2023-09-17 23:35:31
33207,8,8,Online,2018-09-14 06:58:29
38757,5,1,Offline,2023-10-31 09:54:04
43764,2,10,Online,2023-10-14 18:12:46
10417,8,6,Online,2024-07-24 03:42:01
46988,8,8,Online,2020-11-26 18:31:17
6731,4,1,Online,2023-09-24 20:46:24
27707,8,1,Online,2021-04-10 22:53:57
22842,1,3,Offline,2023-11-28 15:52:17
35513,6,3,Online,2020-04-23 15:25:44
49006,7,9,Online,2020-07-05 02:22:11
33274,5,9,Online,2022-02-22 16:42:19
12352,8,3,Online,2021-03-20 22:03:33
44506,1,4,Online,2022-10-29 23:51:22
30001,10,1,Offline,2018-08-13 06:05:51
18451,5,8,Offline,2023-01-07 00:31:42
45877,3,7,Online,2023-12-28 22:44:31
29781,2,4,Online,2023-06-22 02:19:52
38275,6,9,Offline,2019-12-11 03:54:23
45192,4,4,Offline,2019-03-09 07:24:23
31376,3,2,Online,2024-09-16 11:47:34
11237,10,8,Online,2019-01-10 19:53:50
28535,7,9,Online,2018-06-22 14:14:58
38647,6,10,Online,2023-05-14 15:23:12
15425,1,2,Online,2020-06-07 17:22:41
44992,2,10,Offline,2024-04-11 01:16:38
38444,7,3,Offline,2021-11-06 10:18:42
13523,6,9,Online,2021-01-22 02:36:01
39638,2,3,Online,2019-08-13 22:55:38
5985,2,2,Online,2021-07-11 07:21:54
10418,5,1,Offline,2020-05-09 21:44:51
33710,1,6,Online,2018-08-13 04:17:05
32073,3,4,Online,2024-01-22 16:30:18
27774,7,9,Online,2021-11-30 14:44:09
36016,7,9,Online,2023-10-15 21:24:02
3409,10,6,Online,2024-12-25 11:03:58
22798,2,1,Offline,2022-12-12 10:45:49
2505,5,10,Offline,2021-03-09 16:50:44
47394,3,7,Offline,2020-07-02 08:53:47
12473,8,7,Offline,2020-06-23 21:45:53
2943,3,7,Offline,2019-06-06 19:56:43
14901,8,5,Online,2023-11-11 12:58:29
31781,3,4,Offline,2020-02-03 10:54:27
4569,7,4,Offline,2022-04-05 18:30:01
26156,9,10,Online,2024-04-04 06:53:19
46264,6,6,Online,2019-05-12 05:24:30
8784,9,2,Online,2021-01-17 22:57:04
49392,8,9,Offline,2021-03-04 00:25:05
20457,5,8,Offline,2020-05-03 08:17:46
41107,9,7,Online,2022-06-04 22:25:38
26946,4,4,Offline,2023-10-19 17:29:22
23495,3,6,Online,2023-05-22 19:15:54
47696,4,3,Offline,2024-03-15 06:24:37
41321,10,2,Online,2018-08-11 11:14:59
42907,5,2,Offline,2024-04-17 09:17:20
22819,2,5,Online,2018-10-10 22:03:36
4643,4,1,Online,2023-06-17 21:48:47
10533,8,4,Offline,2019-12-29 11:55:53
11019,6,5,Online,2021-05-17 03:04:26
1573,7,9,Offline,2023-08-30 05:18:14
13715,9,3,Offline,2020-07-07 01:13:25
39684,3,8,Offline,2023-11-09 16:23:00
29496,1,5,Offline,2024-11-21 00:30:06
15441,6,3,Online,2019-10-02 19:16:43
4748,3,8,Online,2022-08-11 01:49:48
42338,7,8,Offline,2021-02-25 14:08:18
46532,4,1,Offline,2020-10-30 18:11:33
3125,2,2,Online,2024-03-07 09:53:02
19379,6,2,Offline,2021-10-06 09:55:41
22842,9,7,Offline,2022-08-30 06:57:43
44983,6,10,Online,2020-01-15 19:11:17
20405,1,6,Offline,2020-10-27 19:46:27
47793,5,6,Online,2018-01-11 10:09:05
4226,2,9,Online,2021-10-30 00:57:14
49681,4,4,Online,2019-04-01 07:42:14
26947,6,10,Offline,2023-05-10 05:19:15
16722,3,6,Online,2022-12-30 03:00:51
19020,6,5,Online,2020-06-11 22:49:22
17318,1,8,Offline,2020-05-07 09:53:46
4507,3,7,Online,2022-03-03 00:54:55
47615,5,6,Online,2019-11-28 06:06:24
36357,1,6,Offline,2023-12-12 11:19:51
27853,6,4,Offline,2021-01-31 18:04:22
46670,2,5,Offline,2020-08-29 19:38:30
15675,1,7,Online,2018-02-01 16:47:58
10686,4,10,Offline,2024-09-12 01:20:31
11246,6,7,Offline,2021-05-31 18:40:04
48931,4,1,Offline,2023-05-09 21:20:37
45037,2,4,Offline,2020-04-15 23:18:41
9648,5,2,Offline,2023-08-24 23:19:45
47000,5,5,Offline,2023-03-12 14:24:47
10024,8,1,Online,2018-08-17 03:44:04
22739,5,4,Online,2019-07-04 16:14:43
3671,6,8,Online,2024-11-09 04:57:15
1370,7,6,Online,2018-12-16 03:20:33
35111,6,4,Offline,2018-07-14 06:04:18
41841,8,2,Offline,2022-01-05 08:12:14
10716,10,8,Online,2024-05-04 00:54:31
16006,8,6,Offline,2024-04-09 04:44:23
35015,10,10,Online,2024-11-09 03:51:46
7574,9,5,Offline,2020-05-02 19:38:50
5743,6,8,Online,2018-02-12 12:12:40
38121,4,2,Offline,2021-03-27 03:21:01
47147,3,6,Offline,2021-03-24 19:07:15
21788,10,6,Online,2022-10-17 00:53:05
38753,9,8,Offline,2023-12-09 16:16:14
5055,1,7,Online,2022-08-28 19:42:00
8383,6,1,Offline,2023-01-21 01:46:10
32854,9,4,Offline,2020-07-13 15:17:34
40945,3,10,Offline,2018-01-14 21:53:00
28718,3,4,Online,2021-11-03 08:54:04
7921,6,2,Offline,2022-10-31 12:51:48
25691,2,10,Offline,2023-01-22 05:07:22
48393,7,5,Offline,2022-01-08 13:28:12
12917,1,5,Online,2021-03-15 02:03:49
19786,4,5,Offline,2022-01-11 10:00:37
24780,8,9,Online,2018-03-14 21:09:01
20494,7,5,Online,2022-07-24 15:29:11
46601,3,10,Online,2018-11-20 23:29:30
7563,7,5,Offline,2019-11-12 18:21:37
4920,8,4,Offline,2023-10-12 19:42:45
30146,2,6,Online,2020-12-05 06:57:34
25903,4,9,Offline,2019-11-06 00:05:36
992,5,10,Offline,2023-05-20 11:02:05
4828,9,4,Offline,2020-10-14 00:30:56
21685,7,1,Online,2023-02-07 21:20:31
5224,10,1,Online,2020-04-27 17:52:52
16870,8,5,Offline,2019-02-05 05:17:12
21726,7,8,Offline,2020-07-13 12:19:12
8786,5,6,Online,2020-09-04 12:08:43
43264,3,8,Offline,2019-10-13 11:50:09
43164,9,9,Offline,2024-01-07 03:17:46
8201,7,7,Offline,2022-11-17 19:34:46
49760,7,4,Offline,2022-01-04 22:52:22
30014,3,9,Online,2023-06-18 12:10:51
756,8,6,Offline,2018-11-15 04:57:18
47193,4,2,Offline,2020-11-23 05:07:52
17869,6,1,Offline,2021-10-25 21:13:15
30194,4,1,Online,2020-12-18 21:34:58
8350,7,3,Online,2021-06-11 20:12:56
3218,10,7,Online,2023-12-14 07:17:26
3456,1,8,Offline,2019-02-22 17:16:55
702,7,8,Online,2022-06-17 21:02:07
46494,8,1,Offline,2021-01-24 19:43:58
40041,4,3,Offline,2018-06-13 05:31:53
22139,7,8,Online,2024-05-02 00:54:43
41851,10,10,Online,2021-12-16 14:00:26
10540,10,6,Online,2021-02-01 01:17:25
4764,3,8,Online,2019-07-29 14:00:24
49572,3,8,Offline,2023-04-18 22:19:13
26259,8,10,Offline,2023-08-03 05:49:50
17357,9,2,Online,2021-01-22 07:03:34
28549,9,1,Offline,2020-08-05 05:00:52
19540,9,6,Online,2021-05-31 11:38:33
3467,6,6,Offline,2020-07-19 20:14:18
583,9,3,Offline,2024-12-02 03:46:08
24303,1,6,Offline,2022-06-07 08:11:03
36394,3,1,Offline,2024-07-17 09:03:01
11197,1,4,Offline,2019-02-07 15:09:32
23060,4,9,Offline,2018-07-28 08:16:46
14545,9,3,Online,2024-06-27 06:00:38
16233,3,2,Offline,2023-08-07 20:00:36
3850,1,6,Online,2019-03-09 08:13:11
44813,4,6,Online,2021-05-13 00:59:14
2391,4,3,Offline,2023-04-21 06:51:28
46705,8,9,Online,2021-05-19 10:38:00
7128,4,8,Online,2020-01-07 01:43:16
11214,5,3,Offline,2024-01-11 06:59:58
15008,6,5,Offline,2018-11-11 23:25:05
48282,2,6,Offline,2024-04-02 13:11:49
27602,3,6,Online,2020-11-25 21:46:02
26668,6,9,Offline,2019-01-11 02:03:03
28517,8,5,Offline,2023-08-14 12:42:11
20280,4,4,Offline,2018-09-21 06:48:47
36655,7,3,Online,2018-08-13 18:42:31
18166,3,6,Online,2021-09-26 08:45:35
20562,1,9,Offline,2019-10-10 06:10:03
42239,3,8,Online,2020-06-30 01:37:35
46409,3,1,Online,2021-04-15 05:03:31
42934,4,1,Online,2018-01-24 21:42:47
2595,10,5,Offline,2020-11-13 08:16:22
8243,3,1,Online,2019-05-26 09:37:26
7166,10,1,Online,2022-01-20 22:45:24
913,6,6,Online,2019-06-15 16:08:06
36365,9,1,Online,2019-05-26 06:22:02
38701,1,6,Online,2019-10-16 21:15:47
47014,1,6,Online,2023-08-14 02:15:22
28479,7,9,Offline,2024-09-28 08:03:52
4979,9,10,Online,2023-07-01 14:10:44
25004,7,5,Online,2020-06-21 16:24:54
38486,2,2,Online,2018-02-10 22:00:47
18365,2,5,Online,2020-08-19 11:41:33
4625,1,8,Online,2023-04-04 09:39:55
8341,1,8,Online,2020-12-23 13:54:58
23833,10,7,Offline,2018-11-27 12:52:48
30090,10,5,Offline,2020-08-11 04:46:28
18497,2,10,Offline,2023-09-05 01:52:40
22299,10,1,Offline,2019-06-13 15:28:30
23476,7,1,Online,2024-01-04 12:19:37
48474,9,6,Offline,2020-04-06 00:35:49
3147,6,9,Offline,2024-05-14 14:50:17
10754,8,5,Offline,2022-12-17 05:45:01
3395,1,5,Offline,2020-10-31 12:51:39
8192,3,9,Online,2019-06-05 09:34:58
49512,5,10,Offline,2019-05-16 02:03:55
15494,3,10,Online,2024-08-01 23:30:48
27695,10,6,Offline,2024-08-20 04:25:34
5518,3,5,Online,2018-09-20 07:05:14
4825,2,7,Online,2019-01-13 16:42:35
14214,10,1,Offline,2021-10-16 09:16:08
22741,10,4,Online,2019-03-16 04:20:25
49894,7,7,Online,2020-10-31 15:32:30
28625,9,7,Online,2024-10-08 12:41:07
27518,6,10,Online,2018-02-05 01:25:35
17695,3,8,Offline,2018-04-28 10:54:49
23194,7,7,Offline,2024-10-24 20:31:57
46176,6,10,Online,2022-09-03 21:38:03
37463,4,8,Online,2019-05-31 18:19:23
17946,1,3,Online,2019-08-13 11:11:47
6633,6,4,Online,2023-10-29 11:05:45
18658,2,4,Offline,2019-04-26 08:41:56
14730,8,9,Offline,2020-05-12 05:26:47
7489,9,4,Online,2020-09-21 20:04:00
20195,4,2,Online,2018-09-22 18:25:20
44628,9,3,Offline,2020-09-09 09:39:04
28317,1,4,Offline,2020-09-22 22:51:07
17801,8,1,Online,2019-07-09 17:17:57
33919,2,2,Online,2020-08-18 06:47:39
23792,8,6,Offline,2022-12-31 22:54:39
11944,5,5,Online,2020-03-26 03:02:01
30904,1,4,Offline,2019-04-13 00:10:40
47108,3,3,Online,2022-03-10 05:19:37
25977,7,2,Offline,2018-01-04 07:35:24
33136,10,9,Offline,2023-07-27 15:38:38
3869,7,4,Online,2021-04-26 15:21:31
6808,6,10,Offline,2018-01-31 09:12:39
23478,9,8,Online,2021-05-22 17:15:51
42690,4,1,Online,2022-04-05 19:37:12
47143,7,10,Online,2018-06-13 11:07:42
26195,9,5,Online,2018-10-08 21:58:06
38838,8,10,Offline,2018-11-03 06:07:58
25620,9,4,Offline,2020-11-01 12:54:16
4799,9,6,Online,2022-08-09 14:19:23
19942,8,6,Online,2020-07-22 19:24:34
33722,10,10,Offline,2022-12-12 18:52:05
37521,9,4,Offline,2018-06-16 21:42:11
20659,4,4,Offline,2018-02-02 06:36:42
20779,5,7,Offline,2018-08-02 15:37:55
43592,7,1,Offline,2020-08-19 16:56:58
8870,6,2,Offline,2022-08-14 13:21:07
35620,1,10,Offline,2019-09-11 13:30:33
4440,8,5,Online,2024-05-21 06:34:41
41168,6,9,Online,2023-07-04 07:20:36
23732,3,4,Online,2020-04-26 03:47:01
29776,5,3,Online,2019-01-28 08:54:21
13910,2,6,Online,2023-09-21 00:05:33
21847,6,7,Online,2018-08-01 03:44:40
23404,10,8,Offline,2023-10-03 09:54:38
40440,4,6,Online,2022-01-01 17:38:12
5701,3,7,Offline,2022-06-05 13:21:02
23081,3,6,Offline,2022-05-11 02:38:41
46981,3,8,Online,2019-03-26 10:42:47
33860,7,7,Offline,2022-12-05 21:30:07
29071,3,3,Online,2019-09-27 13:16:04
23204,6,5,Offline,2021-07-25 10:34:07
33556,10,9,Online,2023-05-07 07:47:22
16965,7,4,Online,2020-01-07 13:33:56
11375,7,9,Online,2022-06-21 16:25:08
13082,2,9,Online,2018-04-20 21:13:27
13418,9,1,Online,2022-04-12 04:21:16
10360,3,10,Offline,2022-06-16 13:22:27
32278,8,9,Offline,2019-04-14 04:56:39
21719,7,3,Offline,2020-11-02 02:52:42
26300,1,9,Offline,2023-09-12 23:19:23
19014,6,4,Online,2021-06-23 09:42:59
4373,9,8,Online,2024-05-30 16:52:15
33364,4,6,Offline,2024-08-17 11:34:03
4889,2,10,Online,2024-03-05 00:48:09
38759,6,7,Offline,2019-06-02 10:46:22
14867,10,10,Online,2019-03-02 21:46:41
33726,9,5,Online,2020-10-11 22:05:25
3542,6,6,Online,2021-07-15 09:38:46
28023,3,10,Offline,2021-06-06 12:04:01
13833,6,10,Offline,2022-06-30 18:06:43
19717,9,1,Offline,2022-05-20 13:31:20
10685,6,2,Online,2024-04-26 19:30:34
44633,6,4,Online,2021-10-05 00:04:40
29377,2,5,Online,2022-03-08 20:21:19
16571,7,7,Offline,2024-05-18 21:14:30
40919,2,10,Offline,2023-03-27 05:15:02
44366,6,8,Online,2023-10-10 17:50:52
10832,10,1,Online,2024-04-18 21:37:03
17971,8,8,Offline,2018-01-28 16:45:17
1552,1,8,Online,2020-07-03 04:04:23
8639,1,10,Online,2024-01-08 03:21:38
12153,3,6,Online,2020-09-14 18:15:24
41594,5,6,Online,2021-11-08 06:22:36
23126,8,10,Offline,2021-06-20 04:15:38
17217,9,10,Offline,2022-12-18 00:23:58
48669,4,7,Online,2018-01-02 21:50:10
22454,1,1,Online,2021-01-06 00:59:32
46679,1,7,Offline,2019-10-10 01:54:41
48428,3,2,Offline,2022-03-19 09:26:32
34133,9,8,Online,2024-09-22 03:50:05
30368,7,9,Offline,2021-06-28 21:22:11
17833,6,8,Online,2021-05-01 14:23:56
31289,2,1,Offline,2018-01-24 10:45:22
18730,2,6,Online,2018-05-10 08:31:45
1288,2,4,Offline,2018-07-11 23:59:54
40781,7,4,Offline,2024-08-15 14:03:27
42764,1,9,Online,2023-08-09 20:47:46
1155,6,3,Offline,2023-08-03 12:33:01
36158,3,1,Online,2019-06-15 10:49:00
34620,4,2,Offline,2024-02-22 20:53:00
17460,1,1,Offline,2018-05-28 00:00:00
18059,2,10,Offline,2018-02-12 14:31:45
34936,7,10,Online,2018-12-11 17:19:41
27788,3,6,Online,2020-07-22 21:48:43
48485,8,4,Online,2021-02-27 16:01:26
46759,8,7,Online,2022-05-26 02:35:54
27619,5,9,Online,2023-10-29 20:51:48
17063,8,2,Offline,2018-09-16 07:01:37
20105,5,8,Online,2020-12-27 19:12:25
24676,1,7,Offline,2018-01-21 00:31:52
37183,9,10,Offline,2019-05-29 19:08:15
45390,2,4,Offline,2022-07-27 09:32:05
1122,1,6,Offline,2021-08-16 12:58:15
40217,10,10,Offline,2019-07-30 09:25:42
23418,3,3,Offline,2020-04-26 04:37:08
21324,6,5,Online,2018-08-10 12:15:43
19833,10,8,Online,2022-05-10 00:12:26
34320,10,2,Online,2019-11-28 13:06:52
18096,9,3,Offline,2024-11-21 12:30:25
23363,6,6,Online,2022-08-02 19:27:43
23009,6,1,Offline,2020-09-19 20:03:22
24661,8,2,Online,2020-12-11 20:23:00
38416,6,4,Offline,2022-06-26 12:43:33
2678,3,8,Offline,2018-10-30 08:55:32
7541,3,4,Online,2021-04-22 13:35:43
