campaign_id,emails_sent,emails_opened,emails_clicked,open_rate,click_rate,send_date
5322,15953,7754,2484,0.49,0.16,2024-04-14 00:49:46
17106,4169,2027,771,0.49,0.18,2018-05-14 03:43:50
13092,49223,27963,9844,0.57,0.2,2020-06-23 04:37:30
2958,4506,1454,578,0.32,0.13,2021-11-13 22:41:02
7626,8505,2850,433,0.34,0.05,2018-05-31 02:10:21
3362,22283,8176,2505,0.37,0.11,2023-12-30 22:45:52
291,31532,16526,1275,0.52,0.04,2020-05-30 12:42:33
16968,9351,1945,256,0.21,0.03,2023-03-23 12:55:05
6436,19533,5907,1633,0.3,0.08,2018-10-10 15:09:19
6836,35320,7215,443,0.2,0.01,2018-07-07 12:50:03
10498,25593,5726,772,0.22,0.03,2018-11-02 20:00:12
12062,21826,10805,3327,0.5,0.15,2022-05-31 13:33:27
144,21027,7209,2381,0.34,0.11,2022-06-17 14:02:34
1249,44547,18814,5782,0.42,0.13,2018-12-29 04:18:09
11823,21516,8771,1348,0.41,0.06,2019-09-20 06:58:26
17024,40509,12186,3251,0.3,0.08,2024-07-24 07:00:08
3528,11893,3183,658,0.27,0.06,2021-05-23 16:00:07
4304,2696,507,100,0.19,0.04,2021-02-04 04:38:33
15319,40915,22490,2975,0.55,0.07,2023-01-14 13:39:46
4146,10893,3698,1302,0.34,0.12,2023-05-27 06:18:02
18861,41796,20944,7527,0.5,0.18,2020-03-06 15:02:05
14116,10565,1879,290,0.18,0.03,2023-03-15 03:06:29
15173,49184,15471,3663,0.31,0.07,2022-05-31 10:11:22
3195,35741,18771,1932,0.53,0.05,2024-07-07 21:35:56
15268,3206,1065,314,0.33,0.1,2022-11-24 14:55:53
12800,38081,13223,1223,0.35,0.03,2018-12-14 22:45:55
121,37932,8563,668,0.23,0.02,2021-04-29 19:08:10
16399,11570,6213,503,0.54,0.04,2022-08-23 14:57:13
11136,16801,6324,401,0.38,0.02,2023-03-17 05:07:07
1156,9909,2037,255,0.21,0.03,2018-09-24 01:09:38
12045,2726,1425,262,0.52,0.1,2022-05-30 17:48:11
8692,14954,4980,433,0.33,0.03,2022-01-09 22:42:46
9891,42631,16715,5386,0.39,0.13,2021-12-28 15:40:07
17180,36107,15099,4154,0.42,0.12,2022-09-15 20:10:55
10783,17866,3452,714,0.19,0.04,2021-12-06 23:57:22
3223,12421,3853,1277,0.31,0.1,2018-12-07 18:47:23
2760,18612,7548,1694,0.41,0.09,2021-10-19 04:23:32
9184,47603,17735,5233,0.37,0.11,2018-04-22 14:26:33
13575,11807,5376,2138,0.46,0.18,2023-11-09 23:20:49
18091,14508,3174,1090,0.22,0.08,2020-03-02 08:27:23
12108,31249,12778,2193,0.41,0.07,2024-12-02 02:50:46
8831,7074,3392,263,0.48,0.04,2020-02-03 21:16:20
7745,11663,2381,200,0.2,0.02,2021-03-02 19:08:10
17283,36805,10326,640,0.28,0.02,2020-03-09 01:22:56
8977,26437,11651,3946,0.44,0.15,2020-11-30 02:49:40
16913,31669,5323,2098,0.17,0.07,2022-02-12 07:55:51
9221,38352,9258,2388,0.24,0.06,2024-08-02 18:20:21
13624,12426,4375,593,0.35,0.05,2018-10-31 03:20:27
9969,29078,13716,1092,0.47,0.04,2018-12-11 00:48:20
11356,38376,10185,2076,0.27,0.05,2021-09-07 00:10:42
7029,42056,9899,2112,0.24,0.05,2020-01-08 00:18:50
18077,21600,10440,3188,0.48,0.15,2023-04-20 07:40:02
17230,10833,5810,1182,0.54,0.11,2024-12-23 08:54:05
10259,23105,3873,202,0.17,0.01,2021-03-11 12:04:29
10870,42939,20228,1241,0.47,0.03,2024-05-23 20:15:40
18588,24410,11067,910,0.45,0.04,2022-11-15 17:13:46
16431,35010,12277,4155,0.35,0.12,2024-09-08 02:11:33
3385,22437,7178,444,0.32,0.02,2018-04-28 20:39:31
9768,41031,17174,1307,0.42,0.03,2018-11-22 03:07:20
12720,28808,4866,319,0.17,0.01,2022-03-30 05:46:35
9635,49044,11551,4459,0.24,0.09,2019-08-16 05:43:13
11413,15145,6050,2147,0.4,0.14,2022-11-25 20:27:43
16685,40077,19995,3338,0.5,0.08,2021-01-20 16:36:14
3123,25675,7448,2274,0.29,0.09,2022-03-23 09:54:52
16709,26838,10246,1620,0.38,0.06,2024-08-27 01:22:31
9641,4358,942,206,0.22,0.05,2018-03-28 11:27:54
14036,33853,14116,882,0.42,0.03,2023-04-19 14:37:37
3341,4287,2217,259,0.52,0.06,2024-01-24 05:54:45
4984,37254,13155,2214,0.35,0.06,2023-04-13 22:16:12
8729,49363,9226,1314,0.19,0.03,2019-11-26 20:04:03
13481,11567,2665,1058,0.23,0.09,2021-06-19 14:42:55
9349,5022,852,151,0.17,0.03,2018-04-17 13:55:02
419,35912,17180,2447,0.48,0.07,2019-10-25 21:46:22
16489,15962,8552,473,0.54,0.03,2024-03-07 02:57:39
11866,17486,2821,418,0.16,0.02,2020-10-02 20:20:43
10127,6117,1638,642,0.27,0.1,2021-11-08 17:53:25
773,37678,19925,1434,0.53,0.04,2021-03-07 09:12:12
7727,17961,5705,1346,0.32,0.07,2019-03-13 00:52:31
4474,36341,21006,7254,0.58,0.2,2023-06-06 16:48:19
9910,27499,4616,445,0.17,0.02,2021-10-19 20:01:30
1311,36769,19512,1977,0.53,0.05,2018-08-29 16:11:04
5683,45184,23482,8285,0.52,0.18,2021-07-25 11:13:52
14355,29169,12585,2943,0.43,0.1,2022-03-23 11:31:58
9869,11568,6168,1090,0.53,0.09,2018-01-14 09:11:22
10867,2759,1036,357,0.38,0.13,2021-09-21 09:44:05
15853,13685,6650,1151,0.49,0.08,2020-11-16 13:40:19
1864,20205,11877,3348,0.59,0.17,2018-01-25 18:33:03
1040,45937,15324,2923,0.33,0.06,2021-04-13 23:34:08
14924,36781,18557,6381,0.5,0.17,2021-12-20 04:07:01
5165,15908,6651,2498,0.42,0.16,2023-04-12 00:55:16
3847,30201,5378,1448,0.18,0.05,2020-08-15 04:32:55
12093,4463,880,142,0.2,0.03,2023-12-22 13:30:30
6637,6747,2013,482,0.3,0.07,2020-10-04 11:00:51
7968,39834,13829,3578,0.35,0.09,2021-03-29 20:25:25
15666,7040,3576,623,0.51,0.09,2024-01-12 15:01:52
16247,7526,1405,99,0.19,0.01,2022-09-18 06:56:38
14422,11756,3911,1102,0.33,0.09,2021-07-13 21:08:07
9252,28153,6611,682,0.23,0.02,2021-10-17 10:40:25
10967,49563,19367,6714,0.39,0.14,2023-05-18 13:48:16
15666,32938,9408,1456,0.29,0.04,2023-08-08 22:13:40
1609,12899,3535,449,0.27,0.03,2022-04-24 21:59:05
12852,13753,6418,586,0.47,0.04,2018-09-20 03:22:34
17742,47727,21181,5236,0.44,0.11,2020-07-26 00:44:41
8483,47582,17738,2217,0.37,0.05,2024-01-13 20:06:25
19716,40214,6323,589,0.16,0.01,2018-08-23 19:33:01
17173,1188,601,214,0.51,0.18,2020-11-04 17:19:57
19014,8587,2187,746,0.25,0.09,2018-11-28 21:00:39
17827,15295,2994,609,0.2,0.04,2021-05-19 05:39:39
12211,33387,6645,1053,0.2,0.03,2023-10-23 23:09:02
15711,2201,958,290,0.44,0.13,2022-01-24 12:45:03
6042,21436,12112,3439,0.57,0.16,2023-02-22 10:10:16
14364,21537,9825,2379,0.46,0.11,2020-03-07 01:34:29
19926,35556,20396,5786,0.57,0.16,2024-08-30 15:27:30
1419,17823,8377,2037,0.47,0.11,2020-08-23 02:43:05
282,36079,14964,2405,0.41,0.07,2022-10-18 14:40:22
2523,16057,7673,563,0.48,0.04,2018-07-18 15:43:24
5532,6423,1286,205,0.2,0.03,2023-09-16 00:50:08
16470,9011,3800,324,0.42,0.04,2020-09-20 09:03:00
977,11607,5288,1781,0.46,0.15,2019-10-22 21:24:09
18011,23303,12578,3337,0.54,0.14,2023-07-06 23:51:00
13638,9724,4419,831,0.45,0.09,2019-07-28 07:36:32
19339,7456,3987,540,0.53,0.07,2023-06-08 06:11:45
2815,40753,19408,7552,0.48,0.19,2018-07-02 12:39:20
14606,30521,9850,3519,0.32,0.12,2018-11-29 04:30:36
178,31538,17357,3454,0.55,0.11,2023-01-02 12:35:26
15340,40888,20520,3730,0.5,0.09,2020-04-19 08:08:49
12682,8703,2569,715,0.3,0.08,2019-09-18 04:04:24
2128,9348,3986,1569,0.43,0.17,2020-09-02 14:45:38
7124,47470,28010,5577,0.59,0.12,2021-12-23 01:12:10
5414,13084,3480,1108,0.27,0.08,2022-12-22 05:08:31
10067,22308,11473,618,0.51,0.03,2022-09-23 17:47:27
19495,23170,3941,454,0.17,0.02,2023-11-18 10:15:53
5433,45837,19701,2069,0.43,0.05,2023-02-23 09:54:42
6144,37308,9429,3049,0.25,0.08,2024-03-06 06:33:52
18223,37412,14930,2837,0.4,0.08,2022-07-16 15:52:48
8641,44262,24898,3672,0.56,0.08,2022-04-20 04:05:16
19298,26985,10938,1452,0.41,0.05,2023-01-26 01:16:01
17468,16866,5683,703,0.34,0.04,2018-04-28 03:58:21
1759,12652,5961,349,0.47,0.03,2018-06-17 09:42:48
5293,21226,8972,2490,0.42,0.12,2023-12-18 16:24:07
15582,8429,2969,467,0.35,0.06,2023-01-19 19:35:35
18192,16903,3670,1262,0.22,0.07,2021-12-13 00:05:23
5637,48634,24835,9156,0.51,0.19,2021-05-15 11:11:31
14873,15994,4613,966,0.29,0.06,2020-11-04 03:03:53
19836,34699,12444,754,0.36,0.02,2024-01-07 15:58:00
18114,46738,16192,1461,0.35,0.03,2023-03-18 02:59:37
11443,16264,7794,2700,0.48,0.17,2022-07-17 00:19:40
15570,588,146,19,0.25,0.03,2020-05-26 08:36:58
10144,43332,8329,3067,0.19,0.07,2024-05-22 02:40:15
13104,46301,19342,2813,0.42,0.06,2022-08-07 21:22:23
6297,13849,2289,418,0.17,0.03,2024-11-17 05:51:27
6128,6042,2972,710,0.49,0.12,2023-09-27 16:23:25
2538,31808,13152,3785,0.41,0.12,2022-12-31 06:07:39
7739,40905,7463,2903,0.18,0.07,2021-07-09 19:37:09
10894,28841,16172,2004,0.56,0.07,2021-12-25 00:55:57
2022,35738,16863,5009,0.47,0.14,2019-12-08 05:01:45
11935,13025,6897,2289,0.53,0.18,2024-09-18 06:02:17
6935,22479,10317,1080,0.46,0.05,2019-07-18 19:22:30
15812,17165,6330,1115,0.37,0.06,2023-02-01 23:34:58
13682,35220,14406,2977,0.41,0.08,2023-07-18 17:02:03
11901,15251,2962,402,0.19,0.03,2020-07-22 22:42:38
13518,8576,2831,728,0.33,0.08,2018-12-16 19:41:02
17206,26404,13419,1950,0.51,0.07,2021-05-30 00:17:37
721,42258,15272,4041,0.36,0.1,2019-02-23 02:58:03
8786,46665,17934,1504,0.38,0.03,2023-06-08 12:35:03
12619,46005,20682,7356,0.45,0.16,2023-11-18 22:47:49
19387,26554,14239,3464,0.54,0.13,2019-08-16 10:19:05
18836,44907,7288,1680,0.16,0.04,2023-11-07 17:42:12
9201,6934,4043,532,0.58,0.08,2021-06-21 00:23:19
1860,18385,5037,975,0.27,0.05,2020-12-25 11:02:15
14071,41951,9832,2014,0.23,0.05,2021-10-30 00:01:04
13934,13543,5531,2030,0.41,0.15,2022-09-27 22:58:02
1429,36955,12903,2263,0.35,0.06,2023-01-28 04:43:39
11709,26622,14362,5452,0.54,0.2,2019-03-22 01:50:17
6028,6699,1825,380,0.27,0.06,2022-06-23 15:38:48
3084,17467,3761,1012,0.22,0.06,2023-11-20 04:36:34
7117,25537,14709,4628,0.58,0.18,2020-08-19 07:31:30
18323,12504,5977,2081,0.48,0.17,2023-04-16 13:07:05
15624,14968,7633,405,0.51,0.03,2020-11-05 11:24:39
18110,46000,26669,6370,0.58,0.14,2023-10-19 06:16:02
19808,49905,27086,10159,0.54,0.2,2021-12-31 09:19:02
14852,47922,26298,3598,0.55,0.08,2018-08-16 11:09:14
9541,20076,9666,3766,0.48,0.19,2023-07-13 06:54:48
16877,5301,995,360,0.19,0.07,2020-08-07 13:56:01
19495,42939,17752,5195,0.41,0.12,2020-08-21 12:24:14
18700,9914,3805,1491,0.38,0.15,2020-04-13 11:55:39
10787,39887,19958,4917,0.5,0.12,2024-01-16 06:47:07
538,23554,11676,3740,0.5,0.16,2020-11-03 22:12:03
520,44306,7491,2713,0.17,0.06,2021-02-20 22:16:34
11641,29886,16919,2038,0.57,0.07,2019-05-31 09:38:12
17948,23792,10306,4103,0.43,0.17,2023-01-09 00:49:43
12184,32272,14858,2382,0.46,0.07,2020-01-26 17:30:06
8933,11567,4974,927,0.43,0.08,2021-08-25 22:30:09
10032,8878,1719,333,0.19,0.04,2021-04-03 11:16:06
17743,37349,8532,2912,0.23,0.08,2021-11-11 20:03:06
17177,25958,9785,3339,0.38,0.13,2022-02-20 20:09:28
16884,34642,13049,2030,0.38,0.06,2018-02-18 19:00:17
2379,7489,4470,1641,0.6,0.22,2024-11-16 22:35:11
4503,47691,12388,2091,0.26,0.04,2022-04-07 03:28:33
18486,29149,14693,4049,0.5,0.14,2019-09-24 02:32:47
11374,628,324,40,0.52,0.06,2019-02-08 06:41:05
1158,25172,7442,2434,0.3,0.1,2022-06-15 05:23:41
11149,11879,3520,264,0.3,0.02,2019-04-15 16:57:07
4547,1825,953,116,0.52,0.06,2019-06-12 08:55:35
11149,31877,15827,3987,0.5,0.13,2018-10-11 11:12:03
10194,48941,27131,10783,0.55,0.22,2021-01-25 19:19:12
7330,20210,10309,3980,0.51,0.2,2019-06-06 16:47:23
7178,41966,20664,4928,0.49,0.12,2020-05-07 06:45:16
434,21113,10101,3521,0.48,0.17,2024-09-03 05:24:31
3694,6981,1562,592,0.22,0.08,2022-01-23 08:18:27
6595,20145,5779,590,0.29,0.03,2018-02-21 04:22:03
9667,26997,12021,4403,0.45,0.16,2023-10-07 09:40:49
3848,47197,23051,3407,0.49,0.07,2019-12-05 11:08:43
4128,41769,15867,5389,0.38,0.13,2024-04-20 18:28:27
16890,17808,4030,1286,0.23,0.07,2021-04-05 02:49:21
2201,4217,1917,300,0.45,0.07,2019-05-20 08:38:24
13919,13707,3099,587,0.23,0.04,2023-03-23 04:12:13
13047,31345,14970,5651,0.48,0.18,2020-07-18 03:32:07
18600,31945,10143,3437,0.32,0.11,2022-11-03 05:07:57
1855,34915,9101,2179,0.26,0.06,2021-01-24 14:09:06
2708,35784,7135,926,0.2,0.03,2020-11-11 17:43:40
18090,38974,8712,1230,0.22,0.03,2020-09-18 00:32:30
8894,29224,8690,1516,0.3,0.05,2024-05-18 09:21:59
1450,13671,3558,1044,0.26,0.08,2019-08-10 07:41:58
6799,44780,15916,5291,0.36,0.12,2018-10-28 06:07:20
2767,2642,945,344,0.36,0.13,2019-04-05 13:12:42
17027,39609,20701,1131,0.52,0.03,2021-12-28 07:00:50
3430,38584,8250,2830,0.21,0.07,2023-11-11 02:06:39
344,43901,9887,1794,0.23,0.04,2019-12-23 11:22:37
2726,24901,10577,1741,0.42,0.07,2024-04-21 16:58:35
1108,44440,22688,3883,0.51,0.09,2024-08-01 22:20:41
14086,49789,25895,8061,0.52,0.16,2022-06-05 20:59:15
19219,38382,14415,1496,0.38,0.04,2024-05-31 00:04:13
2458,19635,3176,739,0.16,0.04,2018-01-16 17:08:25
1772,33581,13459,3065,0.4,0.09,2022-10-13 17:53:35
12627,21719,10611,3505,0.49,0.16,2018-02-04 00:45:55
9376,37961,14092,1255,0.37,0.03,2021-03-20 04:02:49
924,3532,1164,389,0.33,0.11,2021-09-06 15:07:11
6565,2742,1168,453,0.43,0.17,2019-09-13 02:53:00
16218,46268,10758,2894,0.23,0.06,2022-10-15 07:00:19
10271,2845,452,108,0.16,0.04,2022-01-01 15:08:35
17634,37095,12071,1027,0.33,0.03,2023-03-07 21:46:28
13071,18520,6446,994,0.35,0.05,2021-05-03 22:56:13
7903,9413,5216,1161,0.55,0.12,2018-12-29 10:11:47
16145,3067,586,86,0.19,0.03,2018-12-05 20:47:03
13136,29004,11717,3365,0.4,0.12,2018-10-26 00:36:19
12729,25955,13690,2225,0.53,0.09,2024-02-20 22:38:21
3055,5804,3179,553,0.55,0.1,2019-07-09 02:55:37
627,45794,13540,2859,0.3,0.06,2020-10-20 00:55:30
8585,3798,1594,197,0.42,0.05,2018-05-03 02:55:27
14500,41564,11991,1419,0.29,0.03,2020-11-05 16:41:43
2513,47794,13575,1688,0.28,0.04,2021-02-28 23:04:18
12369,6675,1565,143,0.23,0.02,2022-12-15 20:40:21
3937,24251,7809,2752,0.32,0.11,2021-07-07 14:02:04
16894,20930,6617,1909,0.32,0.09,2023-04-02 05:40:45
308,32562,17246,1270,0.53,0.04,2023-05-20 07:10:54
1543,42323,20211,2245,0.48,0.05,2021-05-02 23:40:49
7891,2778,916,146,0.33,0.05,2021-10-22 11:13:31
4359,40533,6994,744,0.17,0.02,2022-04-09 11:38:32
4424,37893,21617,6614,0.57,0.17,2018-12-03 22:37:21
11833,9608,2151,563,0.22,0.06,2020-08-31 17:50:32
14535,15069,3671,743,0.24,0.05,2019-11-12 13:54:03
14175,3740,1705,497,0.46,0.13,2020-03-30 11:12:15
14658,34335,8488,1745,0.25,0.05,2019-03-26 12:40:43
9026,13866,6521,2487,0.47,0.18,2024-09-27 09:02:37
16977,28495,12545,1431,0.44,0.05,2023-07-15 17:22:39
310,48071,17261,2425,0.36,0.05,2021-05-29 23:02:30
2823,37804,9455,2879,0.25,0.08,2020-10-27 18:23:03
18914,43677,20899,2224,0.48,0.05,2023-09-22 11:09:27
803,3423,794,182,0.23,0.05,2018-05-04 23:36:53
1643,20291,7023,2184,0.35,0.11,2020-05-12 17:47:21
17238,13502,6811,648,0.5,0.05,2022-12-13 06:25:39
3935,47891,21475,1753,0.45,0.04,2021-06-01 11:29:21
5333,9547,1522,607,0.16,0.06,2019-11-02 23:19:25
15754,33326,8173,954,0.25,0.03,2021-12-17 11:55:21
11098,9929,4010,264,0.4,0.03,2019-03-09 19:56:23
4395,29491,16939,5544,0.57,0.19,2019-04-07 13:36:58
5842,15992,3722,910,0.23,0.06,2018-12-28 07:10:49
15497,45582,23494,9140,0.52,0.2,2024-09-01 03:05:00
333,41645,17594,5188,0.42,0.12,2023-01-19 12:45:47
7289,48035,24596,7463,0.51,0.16,2024-07-15 21:12:11
5321,33280,18739,6187,0.56,0.19,2020-12-24 11:14:58
9915,16791,6825,2426,0.41,0.14,2023-08-09 01:47:31
8904,39095,20032,4697,0.51,0.12,2024-06-03 01:38:59
18981,25311,14798,5915,0.58,0.23,2022-01-01 08:41:34
19304,36096,20729,1560,0.57,0.04,2022-06-13 00:22:47
169,20057,11392,1713,0.57,0.09,2023-11-10 14:08:50
7531,39406,19913,3146,0.51,0.08,2019-08-16 23:40:57
13849,2328,890,116,0.38,0.05,2020-07-02 10:53:38
11450,34097,9745,781,0.29,0.02,2020-04-01 10:41:01
8881,7249,1532,502,0.21,0.07,2018-07-18 03:37:42
18776,49981,13535,2546,0.27,0.05,2021-05-02 04:31:00
6368,12952,4916,285,0.38,0.02,2018-06-08 20:42:09
419,38141,8685,2501,0.23,0.07,2018-08-12 20:52:32
14866,45534,23970,1309,0.53,0.03,2022-01-25 13:26:17
14625,17341,9074,1844,0.52,0.11,2021-03-18 18:50:33
8504,16543,9636,2703,0.58,0.16,2022-05-08 21:44:45
18353,38317,16077,5487,0.42,0.14,2022-07-26 23:44:55
16930,14449,7637,1453,0.53,0.1,2022-03-08 17:11:12
9631,13941,3935,837,0.28,0.06,2018-07-01 12:35:21
8094,3824,1301,188,0.34,0.05,2018-04-24 08:19:31
2137,18202,3990,548,0.22,0.03,2019-07-11 22:14:53
4166,25777,13584,1275,0.53,0.05,2024-04-27 02:35:52
19198,20303,11201,1281,0.55,0.06,2023-02-27 22:41:53
8228,47940,22291,7458,0.46,0.16,2019-08-04 04:45:31
4013,18897,7922,1497,0.42,0.08,2024-12-05 19:58:00
4957,15349,4593,1321,0.3,0.09,2018-05-06 23:02:00
4565,25718,6420,861,0.25,0.03,2020-07-09 15:01:13
30,7327,3690,897,0.5,0.12,2019-10-30 03:46:51
1599,38285,11739,4536,0.31,0.12,2023-07-10 11:48:07
6103,20528,11853,4446,0.58,0.22,2022-06-06 16:49:46
14219,44634,9616,1455,0.22,0.03,2024-07-07 22:11:00
16585,17746,3293,919,0.19,0.05,2019-03-03 10:18:46
17817,49454,18320,6030,0.37,0.12,2023-08-31 20:04:40
19539,26301,8594,2726,0.33,0.1,2022-01-27 07:21:05
19381,41288,17595,3327,0.43,0.08,2022-07-23 09:03:11
12711,39452,13881,3080,0.35,0.08,2018-04-24 02:00:26
19662,9622,3230,492,0.34,0.05,2023-12-05 01:30:57
19626,48814,28248,8556,0.58,0.18,2021-08-13 23:42:51
14344,45903,13261,1098,0.29,0.02,2023-12-14 09:58:57
7750,46678,18443,5242,0.4,0.11,2022-10-11 09:56:39
5704,18963,3538,1055,0.19,0.06,2024-04-29 08:07:09
10297,45285,10071,1936,0.22,0.04,2019-02-25 08:24:26
13206,45691,18814,4604,0.41,0.1,2021-11-27 06:03:23
13741,47656,12273,1988,0.26,0.04,2020-07-01 11:21:18
7493,21810,10493,4167,0.48,0.19,2019-09-09 15:23:04
625,10191,1867,279,0.18,0.03,2024-04-19 16:28:43
3227,23542,13600,5408,0.58,0.23,2022-11-02 21:19:07
2070,16536,5527,1500,0.33,0.09,2019-01-14 01:09:47
16815,11368,2903,745,0.26,0.07,2023-02-05 16:15:59
14042,9868,3612,1100,0.37,0.11,2019-04-19 22:18:14
10769,18083,8832,3468,0.49,0.19,2022-10-09 07:04:13
2870,37635,12250,3605,0.33,0.1,2024-07-04 14:23:47
13738,41787,19751,7636,0.47,0.18,2020-12-04 09:26:19
8514,41395,12926,4090,0.31,0.1,2023-12-22 19:58:55
19054,34376,9729,1888,0.28,0.05,2023-11-29 16:57:42
14289,33665,12993,4213,0.39,0.13,2021-03-09 14:44:42
14007,46808,27018,8485,0.58,0.18,2020-12-25 10:05:04
18698,26426,6361,2430,0.24,0.09,2024-12-20 15:46:56
14348,45450,21574,1134,0.47,0.02,2021-04-07 03:39:11
5072,44906,22397,2766,0.5,0.06,2018-04-30 05:45:30
465,24368,8034,1611,0.33,0.07,2020-04-06 07:54:11
13802,42646,11034,2000,0.26,0.05,2018-11-05 21:35:58
12544,41855,13706,2464,0.33,0.06,2022-09-03 07:04:18
4140,48095,10249,2040,0.21,0.04,2019-08-04 17:34:02
19064,4089,1814,554,0.44,0.14,2024-05-28 05:42:28
11517,48893,19129,5554,0.39,0.11,2023-06-05 11:45:24
462,26386,7057,579,0.27,0.02,2018-07-25 03:28:04
11597,18119,9835,2598,0.54,0.14,2023-12-17 01:48:12
16142,36476,18805,4872,0.52,0.13,2021-09-19 17:21:05
10207,7896,3695,1085,0.47,0.14,2018-07-05 08:04:15
11031,39781,7330,753,0.18,0.02,2021-03-24 15:27:19
10508,41232,11423,725,0.28,0.02,2020-01-18 20:25:52
14260,41321,14081,4910,0.34,0.12,2018-10-06 05:20:22
745,5966,1534,414,0.26,0.07,2023-11-05 23:17:13
5190,25486,11972,1398,0.47,0.05,2018-05-10 09:25:26
752,35029,14671,1705,0.42,0.05,2019-09-09 00:40:31
5903,1910,336,80,0.18,0.04,2022-03-16 18:05:14
13640,46537,21245,6585,0.46,0.14,2020-05-13 16:09:50
4991,43787,8697,598,0.2,0.01,2022-08-05 11:10:35
17451,26109,12624,1997,0.48,0.08,2021-03-17 23:17:23
6356,21713,4020,1091,0.19,0.05,2024-12-02 11:12:32
2331,7113,3268,699,0.46,0.1,2018-03-18 08:11:56
17611,10897,2028,464,0.19,0.04,2023-12-17 20:12:39
1285,41901,12973,4126,0.31,0.1,2019-05-15 04:25:32
13281,5701,2095,663,0.37,0.12,2020-09-09 23:00:13
8226,24503,5395,1796,0.22,0.07,2021-08-10 02:28:56
13147,7520,1746,165,0.23,0.02,2021-05-04 01:40:45
17102,24166,8070,1952,0.33,0.08,2018-11-24 13:09:36
8955,23473,6368,481,0.27,0.02,2023-04-08 09:55:19
11456,43210,14264,2348,0.33,0.05,2022-04-27 04:11:26
8366,508,176,17,0.35,0.03,2021-12-14 02:38:09
9654,25670,10771,4080,0.42,0.16,2019-01-29 04:00:49
14011,16134,5744,2201,0.36,0.14,2023-07-26 16:10:23
1275,35642,11983,1434,0.34,0.04,2024-02-25 03:10:56
813,31340,10601,1693,0.34,0.05,2021-03-08 13:43:48
15893,9385,1927,244,0.21,0.03,2024-10-08 17:25:36
16708,46404,13958,726,0.3,0.02,2018-09-26 20:25:39
5682,42144,23333,7065,0.55,0.17,2020-02-09 00:43:47
14659,36251,18308,4050,0.51,0.11,2022-04-22 15:28:47
19958,26352,7818,401,0.3,0.02,2023-12-05 04:09:50
6916,41634,19905,3583,0.48,0.09,2024-05-31 12:36:18
9787,19305,9903,1171,0.51,0.06,2022-10-14 16:58:36
6621,42206,21623,6808,0.51,0.16,2018-04-09 20:21:22
10841,5782,3139,702,0.54,0.12,2024-03-15 17:36:54
6681,4669,1853,516,0.4,0.11,2021-09-14 18:12:33
18197,19814,9676,3798,0.49,0.19,2021-12-08 08:46:08
1198,3251,1770,528,0.54,0.16,2021-08-28 04:25:52
13433,39844,18710,5992,0.47,0.15,2021-03-22 02:48:34
17182,47026,9254,3210,0.2,0.07,2024-12-11 00:41:44
7162,26646,9608,3270,0.36,0.12,2018-11-28 07:41:59
1060,19491,3921,834,0.2,0.04,2020-01-09 11:37:19
8248,49347,10437,2684,0.21,0.05,2019-02-15 02:38:19
7848,47720,21833,2706,0.46,0.06,2020-11-19 07:58:43
3659,41793,15343,2204,0.37,0.05,2022-07-20 18:21:21
2813,23763,3716,1026,0.16,0.04,2019-06-03 10:00:34
10627,24912,4068,1205,0.16,0.05,2023-09-20 09:03:38
2109,27575,5844,405,0.21,0.01,2024-11-24 12:02:42
2798,27614,5549,1040,0.2,0.04,2021-11-30 13:52:35
13577,7739,1204,470,0.16,0.06,2021-02-21 00:59:35
17683,44495,19690,5522,0.44,0.12,2021-05-11 18:57:25
12542,4786,1147,168,0.24,0.04,2023-06-07 03:11:50
8207,26727,4208,1278,0.16,0.05,2023-07-14 05:08:53
917,8949,3512,652,0.39,0.07,2024-04-14 18:11:07
12856,8858,3172,888,0.36,0.1,2019-07-19 02:45:32
1223,2829,1056,226,0.37,0.08,2019-04-10 07:17:47
7624,40046,23631,8505,0.59,0.21,2023-07-03 02:33:18
10112,31654,16748,5826,0.53,0.18,2024-10-28 19:14:54
5398,8704,4440,1690,0.51,0.19,2019-06-12 18:47:18
17078,44648,21447,4427,0.48,0.1,2023-10-23 08:56:51
17959,3522,1037,178,0.29,0.05,2023-10-12 19:41:13
669,2105,585,216,0.28,0.1,2020-01-12 10:18:39
1996,47198,8425,2347,0.18,0.05,2019-02-15 06:24:28
7059,40153,18216,5364,0.45,0.13,2022-06-02 11:08:41
9315,49752,15786,4371,0.32,0.09,2019-12-30 07:33:00
7774,16534,3586,1303,0.22,0.08,2024-10-17 18:14:52
15033,40368,20833,5930,0.52,0.15,2021-10-16 16:08:34
5239,19561,5940,1293,0.3,0.07,2019-11-06 12:22:09
16768,13013,3520,427,0.27,0.03,2023-12-10 06:41:02
6743,34024,11563,3265,0.34,0.1,2018-12-27 16:06:34
5347,47313,25804,1378,0.55,0.03,2024-08-14 17:39:36
14308,30845,10028,3234,0.33,0.1,2019-02-26 15:09:04
4887,26552,7415,2161,0.28,0.08,2021-10-21 01:55:17
990,4904,785,162,0.16,0.03,2018-01-10 17:46:10
4713,32858,17378,5347,0.53,0.16,2021-07-07 17:00:26
9911,7052,3891,883,0.55,0.13,2024-03-01 22:02:21
19851,1091,578,213,0.53,0.2,2018-08-28 06:07:19
4648,18112,9208,3355,0.51,0.19,2020-04-18 06:16:21
18017,21950,6563,1366,0.3,0.06,2021-05-27 03:35:23
